gid	gname	chr	start	end	logCPM	logFC.A1.A2	absLogFC	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2
MvSl-1064-A1-R4_MC04-1g05978	MvSl-1064-A1-R4_MC04-1	Chr04	1650337	1651731	0.980904973	-0.882970958	0.882970958	0.031565453	0.270581601	0.482713314	0.494165674	1.427127655	1.219395724
MvSl-1064-A1-R4_MC04-1g05980	MvSl-1064-A1-R4_MC04-1	Chr04	1651835	1652080	7.348859629	-0.745699063	0.745699063	0.002899368	0.042875349	7.12021334	6.707156717	7.95366005	7.325799008
MvSl-1064-A1-R4_MC04-1g05986	MvSl-1064-A1-R4_MC04-1	Chr04	1652222	1653471	3.247450431	-0.031705837	0.031705837	0.919008599	1	3.298094053	3.162002656	3.354437436	3.165145944
MvSl-1064-A1-R4_MC04-1g05987	MvSl-1064-A1-R4_MC04-1	Chr04	1653810	1654504	4.64336788	0.123999545	0.123999545	0.633450223	0.998466238	4.470521113	4.90466066	4.430231891	4.7166895
MvSl-1064-A1-R4_MC04-1g05988	MvSl-1064-A1-R4_MC04-1	Chr04	1654877	1655963	5.067781436	0.381965913	0.381965913	0.122410746	0.605304172	5.353554275	5.130691235	5.069713437	4.627335445
MvSl-1064-A1-R4_MC04-1g05989	MvSl-1064-A1-R4_MC04-1	Chr04	1656390	1658017	5.485443267	0.566362008	0.566362008	0.00787778	0.095994475	5.760057427	5.722187113	5.252354535	5.095514595
MvSl-1064-A1-R4_MC04-1g05990	MvSl-1064-A1-R4_MC04-1	Chr04	1658786	1660423	6.112347367	-0.312863162	0.312863162	0.135032643	0.630182322	6.107724003	5.76727976	6.365001439	6.14641073
MvSl-1064-A1-R4_MC04-1g05991	MvSl-1064-A1-R4_MC04-1	Chr04	1660714	1662417	6.236551749	0.061223327	0.061223327	0.758183686	1	6.327716593	6.203357651	6.051577137	6.344940166
MvSl-1064-A1-R4_MC04-1g05992	MvSl-1064-A1-R4_MC04-1	Chr04	1662724	1664510	6.364631965	-0.033981031	0.033981031	0.859448029	1	6.26719581	6.423566856	6.303817078	6.455199844
MvSl-1064-A1-R4_MC04-1g05993	MvSl-1064-A1-R4_MC04-1	Chr04	1664929	1666377	9.041947828	-0.125829402	0.125829402	0.686565886	0.998466238	9.283089004	8.589746384	9.334733784	8.827919237
MvSl-1064-A1-R4_MC04-1g05994	MvSl-1064-A1-R4_MC04-1	Chr04	1666466	1666648	2.292765922	-0.411439729	0.411439729	0.264595209	0.835025861	2.358932912	1.719865868	2.555907884	2.393574039
MvSl-1064-A1-R4_MC04-1g05995	MvSl-1064-A1-R4_MC04-1	Chr04	1667372	1668854	8.189458079	0.318260174	0.318260174	0.191700577	0.737521262	8.557091193	8.084046594	8.082816731	7.957858788
MvSl-1064-A1-R4_MC04-1g05996	MvSl-1064-A1-R4_MC04-1	Chr04	1669156	1670595	6.976488426	0.032658667	0.032658667	0.863274715	1	6.917583308	7.064108384	6.892113976	7.025030206
MvSl-1064-A1-R4_MC04-1g05997	MvSl-1064-A1-R4_MC04-1	Chr04	1670858	1672699	5.616202662	-0.053222874	0.053222874	0.795613588	1	5.5644947	5.613717671	5.561572998	5.71906569
MvSl-1064-A1-R4_MC04-1g05998	MvSl-1064-A1-R4_MC04-1	Chr04	1672809	1673917	6.726728072	0.278614272	0.278614272	0.125965099	0.612671741	6.829064279	6.889013807	6.590842653	6.571080371
MvSl-1064-A1-R4_MC04-1g05999	MvSl-1064-A1-R4_MC04-1	Chr04	1674033	1674488	4.996510119	-0.081842587	0.081842587	0.732941824	1	4.768431313	5.119866511	5.000529845	5.071802864
MvSl-1064-A1-R4_MC04-1g06000	MvSl-1064-A1-R4_MC04-1	Chr04	1675407	1677935	0.776931822	-0.404496273	0.404496273	0.350912097	0.906207934	0.366453422	0.740183395	0.74123211	1.130373698
MvSl-1064-A1-R4_MC04-1g06001	MvSl-1064-A1-R4_MC04-1	Chr04	1678182	1679649	8.054810082	-0.093363322	0.093363322	0.66881576	0.998466238	8.032075818	7.982239487	8.14330289	8.056799028
MvSl-1064-A1-R4_MC04-1g06002	MvSl-1064-A1-R4_MC04-1	Chr04	1680246	1682297	7.524527791	-0.028304303	0.028304303	0.89298559	1	7.666549489	7.335130429	7.553274353	7.523752653
MvSl-1064-A1-R4_MC04-1g06003	MvSl-1064-A1-R4_MC04-1	Chr04	1682385	1684071	3.290802251	0.250778199	0.250778199	0.43289375	0.951535841	3.405104534	3.416722997	2.924410142	3.366974436
MvSl-1064-A1-R4_MC04-1g06004	MvSl-1064-A1-R4_MC04-1	Chr04	1684277	1685047	2.513865881	-1.416035043	1.416035043	7.79E-05	0.001815268	1.694475147	1.600353304	3.210488732	2.839728092
MvSl-1064-A1-R4_MC04-1g06005	MvSl-1064-A1-R4_MC04-1	Chr04	1685389	1687031	11.19448595	-0.537301687	0.537301687	0.175089067	0.708967305	11.21162027	10.50452831	11.63897492	11.2050021
MvSl-1064-A1-R4_MC04-1g06006	MvSl-1064-A1-R4_MC04-1	Chr04	1687658	1688597	8.680598612	-0.134790671	0.134790671	0.59423635	0.990276133	8.709905619	8.506175006	8.891913447	8.584513272
MvSl-1064-A1-R4_MC04-1g06007	MvSl-1064-A1-R4_MC04-1	Chr04	1689216	1695183	-3.16577448	-2.245037367	2.245037367	0.274232109	0.839992727	-3.335044318	-3.335044318	-2.782444626	-3.335044318
MvSl-1064-A1-R4_MC04-1g06008	MvSl-1064-A1-R4_MC04-1	Chr04	1696089	1702111	2.695826353	0.025341125	0.025341125	0.941237803	1	2.659922874	2.75508045	2.888817562	2.443701565
MvSl-1064-A1-R4_MC04-1g06009	MvSl-1064-A1-R4_MC04-1	Chr04	1703827	1705653	7.078111264	-0.115487622	0.115487622	0.543342619	0.983533599	7.08845252	6.946506973	7.09559248	7.172595005
MvSl-1064-A1-R4_MC04-1g06010	MvSl-1064-A1-R4_MC04-1	Chr04	1706201	1708080	6.415966061	-0.008815756	0.008815756	0.9639862	1	6.528737964	6.284115878	6.494968282	6.341639055
MvSl-1064-A1-R4_MC04-1g06011	MvSl-1064-A1-R4_MC04-1	Chr04	1708429	1708629	5.902833402	0.311579879	0.311579879	0.11880254	0.597110144	6.074526396	6.025707293	5.813701056	5.660656025
MvSl-1064-A1-R4_MC04-1g06012	MvSl-1064-A1-R4_MC04-1	Chr04	1708858	1709195	6.319396407	0.181192475	0.181192475	0.335211437	0.893421688	6.423566289	6.390622953	6.170289727	6.280027756
MvSl-1064-A1-R4_MC04-1g06013	MvSl-1064-A1-R4_MC04-1	Chr04	1710051	1710215	0.255387332	-0.702639333	0.702639333	0.147710607	0.6524406	-0.418442198	0.12993886	0.479335548	0.577699914
MvSl-1064-A1-R4_MC04-1g06014	MvSl-1064-A1-R4_MC04-1	Chr04	1710309	1710638	3.107088604	-0.219039854	0.219039854	0.509147101	0.974902305	3.173883887	2.788274794	3.034371641	3.366974436
MvSl-1064-A1-R4_MC04-1g06015	MvSl-1064-A1-R4_MC04-1	Chr04	1713183	1713374	6.010954653	-0.299084736	0.299084736	0.144160076	0.64586739	5.686195681	6.003500613	6.155389016	6.149245783
MvSl-1064-A1-R4_MC04-1g06016	MvSl-1064-A1-R4_MC04-1	Chr04	1721819	1725394	-2.08683482	-0.056208824	0.056208824	0.956326188	1	-1.664406887	-2.722882557	-2.071902355	-2.068348607
MvSl-1064-A1-R4_MC04-1g06017	MvSl-1064-A1-R4_MC04-1	Chr04	1729744	1732635	5.414042194	0.16973239	0.16973239	0.433525189	0.951535841	5.589021692	5.397713169	5.329053449	5.325130866
MvSl-1064-A1-R4_MC04-1g06018	MvSl-1064-A1-R4_MC04-1	Chr04	1733366	1734853	2.686406618	0.016303575	0.016303575	0.962432862	1	2.919182198	2.430048476	2.675618686	2.681610947
MvSl-1064-A1-R4_MC04-1g06019	MvSl-1064-A1-R4_MC04-1	Chr04	1737002	1741264	1.476567113	-0.107769623	0.107769623	0.776483945	1	1.40138406	1.442501378	1.324296207	1.703723976
MvSl-1064-A1-R4_MC04-1g06020	MvSl-1064-A1-R4_MC04-1	Chr04	1741483	1743003	4.799579947	0.167780512	0.167780512	0.505636472	0.974902305	4.664559576	5.068999203	4.596664787	4.822305643
MvSl-1064-A1-R4_MC04-1g06022	MvSl-1064-A1-R4_MC04-1	Chr04	1743606	1743866	6.341711417	-0.901485979	0.901485979	4.36E-05	0.001080017	5.978776759	5.645765586	6.931457969	6.47717832
MvSl-1064-A1-R4_MC04-1g06027	MvSl-1064-A1-R4_MC04-1	Chr04	1744862	1749659	5.371210105	-8.101354571	8.101354571	6.77E-60	4.90E-57	-1.436085193	-1.274551604	6.822486835	5.676464611
MvSl-1064-A1-R4_MC04-1g06030	MvSl-1064-A1-R4_MC04-1	Chr04	1753072	1755269	-1.057583371	-1.302746952	1.302746952	0.102962889	0.553786629	-2.270315873	-1.274551604	-0.175681982	-1.404421636
MvSl-1064-A1-R4_MC04-1g06031	MvSl-1064-A1-R4_MC04-1	Chr04	1757363	1758385	7.962455657	0.045551912	0.045551912	0.831643932	1	8.052208845	7.91463986	7.933604012	7.945407996
MvSl-1064-A1-R4_MC04-1g06032	MvSl-1064-A1-R4_MC04-1	Chr04	1758968	1759153	5.692823974	0.012570724	0.012570724	0.951575801	1	5.725075347	5.672679754	5.646611842	5.725412051
MvSl-1064-A1-R4_MC04-1g06033	MvSl-1064-A1-R4_MC04-1	Chr04	1760374	1762138	7.63115481	-0.000987214	0.000987214	0.996399874	1	7.786633766	7.455821746	7.756707593	7.494696469
MvSl-1064-A1-R4_MC04-1g06034	MvSl-1064-A1-R4_MC04-1	Chr04	1763728	1769167	8.585307954	0.119657422	0.119657422	0.653659889	0.998466238	8.803180051	8.464855307	8.744447011	8.264335463
MvSl-1064-A1-R4_MC04-1g06035	MvSl-1064-A1-R4_MC04-1	Chr04	1769485	1770138	7.679281803	0.12354454	0.12354454	0.560164392	0.985705675	7.591655688	7.873987962	7.568117961	7.662839776
MvSl-1064-A1-R4_MC04-1g06036	MvSl-1064-A1-R4_MC04-1	Chr04	1770211	1771934	4.412494505	-0.108379758	0.108379758	0.669230869	0.998466238	4.416727382	4.295392943	4.580022684	4.340317063
MvSl-1064-A1-R4_MC04-1g06037	MvSl-1064-A1-R4_MC04-1	Chr04	1772315	1774508	4.481773227	0.344858382	0.344858382	0.191023716	0.736381627	4.413068799	4.842809471	4.162325582	4.426975356
MvSl-1064-A1-R4_MC04-1g06038	MvSl-1064-A1-R4_MC04-1	Chr04	1774637	1776773	7.218718339	-0.127166532	0.127166532	0.512675104	0.976550288	7.190286575	7.116235101	7.276041744	7.285564299
MvSl-1064-A1-R4_MC04-1g06039	MvSl-1064-A1-R4_MC04-1	Chr04	1777247	1782494	0.111911282	0.239792139	0.239792139	0.654602369	0.998466238	0.590299044	-0.264711569	0.328090519	-0.416315952
MvSl-1064-A1-R4_MC04-1g06040	MvSl-1064-A1-R4_MC04-1	Chr04	1783297	1786784	3.233797103	-0.817889641	0.817889641	0.014860714	0.155938413	2.929462835	2.589196042	3.32144391	3.796336836
MvSl-1064-A1-R4_MC04-1g06041	MvSl-1064-A1-R4_MC04-1	Chr04	1787514	1789936	5.215976433	-1.236475608	1.236475608	3.95E-07	1.35E-05	4.682905701	4.220357402	5.621080142	5.780088086
MvSl-1064-A1-R4_MC04-1g06042	MvSl-1064-A1-R4_MC04-1	Chr04	1790201	1794094	-1.25251583	-0.952469285	0.952469285	0.21785472	0.774695343	-1.935783428	-1.470020492	-1.241793746	-0.713122675
MvSl-1064-A1-R4_MC04-1g06043	MvSl-1064-A1-R4_MC04-1	Chr04	1794734	1797046	7.441059476	-0.076571374	0.076571374	0.702745822	0.998834644	7.404423772	7.400096926	7.55930089	7.393518064
MvSl-1064-A1-R4_MC04-1g06044	MvSl-1064-A1-R4_MC04-1	Chr04	1798361	1799608	7.141354109	0.293806088	0.293806088	0.125990612	0.612671741	7.295871671	7.265627441	7.05702791	6.913839746
MvSl-1064-A1-R4_MC04-1g06045	MvSl-1064-A1-R4_MC04-1	Chr04	1800266	1801278	5.498126891	0.056367093	0.056367093	0.787476736	1	5.51926712	5.532788059	5.430011228	5.508525403
MvSl-1064-A1-R4_MC04-1g06046	MvSl-1064-A1-R4_MC04-1	Chr04	1801345	1802054	-0.130929485	-0.337159233	0.337159233	0.583568484	0.990162992	-1.436085193	0.323516086	0.098082398	-0.096778533
MvSl-1064-A1-R4_MC04-1g06048	MvSl-1064-A1-R4_MC04-1	Chr04	1802644	1803741	4.108941556	0.22197808	0.22197808	0.478350969	0.970603291	4.53253289	3.810569366	4.169759439	3.796336836
MvSl-1064-A1-R4_MC04-1g06049	MvSl-1064-A1-R4_MC04-1	Chr04	1804031	1804773	-1.871770207	1.015054828	1.015054828	0.296320013	0.86460962	-1.065647133	-2.294435337	-2.383864905	-2.068348607
MvSl-1064-A1-R4_MC04-1g06050	MvSl-1064-A1-R4_MC04-1	Chr04	1806073	1809205	6.693141684	0.247609223	0.247609223	0.189166318	0.732571128	6.715578067	6.901708685	6.492747205	6.632476994
MvSl-1064-A1-R4_MC04-1g06051	MvSl-1064-A1-R4_MC04-1	Chr04	1809294	1812293	-3.012893704	0.162739761	0.162739761	0.925696318	1	-2.706608466	-3.335044318	-2.782444626	-3.335044318
MvSl-1064-A1-R4_MC04-1g06052	MvSl-1064-A1-R4_MC04-1	Chr04	1813872	1814072	3.697589039	-0.246135559	0.246135559	0.530524081	0.98034839	3.835107797	3.244046411	4.290604458	3.096299663
MvSl-1064-A1-R4_MC04-1g06053	MvSl-1064-A1-R4_MC04-1	Chr04	1814629	1816323	1.136846147	-0.683179798	0.683179798	0.105036318	0.560755685	0.95480445	0.546840052	1.677106989	1.099435674
MvSl-1064-A1-R4_MC04-1g06054	MvSl-1064-A1-R4_MC04-1	Chr04	1816487	1820955	3.064330861	-0.507486737	0.507486737	0.11042858	0.577733573	2.778406301	2.799171995	3.347898818	3.230855937
MvSl-1064-A1-R4_MC04-1g06055	MvSl-1064-A1-R4_MC04-1	Chr04	1821066	1824053	8.394018629	0.309586704	0.309586704	0.204003618	0.756956552	8.657140189	8.413701293	8.369360684	8.078031554
MvSl-1064-A1-R4_MC04-1g06056	MvSl-1064-A1-R4_MC04-1	Chr04	1824400	1824600	6.820691812	0.211309166	0.211309166	0.258825784	0.828224877	7.01553299	6.823140528	6.764750705	6.655923619
MvSl-1064-A1-R4_MC04-1g06057	MvSl-1064-A1-R4_MC04-1	Chr04	1826385	1828413	6.120797082	0.083227931	0.083227931	0.672110447	0.998466238	6.083760918	6.235804377	5.997250938	6.15583932
MvSl-1064-A1-R4_MC04-1g06058	MvSl-1064-A1-R4_MC04-1	Chr04	1828905	1833006	4.621746673	0.214602394	0.214602394	0.375107823	0.919126956	4.745339935	4.704750761	4.604914397	4.411315303
MvSl-1064-A1-R4_MC04-1g06059	MvSl-1064-A1-R4_MC04-1	Chr04	1833496	1835700	2.194925363	-0.439986284	0.439986284	0.238553778	0.798873057	2.264638296	1.575215094	2.425357606	2.354801241
MvSl-1064-A1-R4_MC04-1g06060	MvSl-1064-A1-R4_MC04-1	Chr04	1835975	1840690	6.539649824	0.047077532	0.047077532	0.815696837	1	6.740607184	6.360592112	6.544416778	6.486923088
MvSl-1064-A1-R4_MC04-1g06061	MvSl-1064-A1-R4_MC04-1	Chr04	1841042	1846805	0.375480496	-0.309660235	0.309660235	0.539839888	0.982556595	0.304610308	0.12993886	-0.102218795	0.933934999
MvSl-1064-A1-R4_MC04-1g06062	MvSl-1064-A1-R4_MC04-1	Chr04	1847357	1848616	1.848955374	-0.034729231	0.034729231	0.925358578	1	1.854097216	1.808823067	2.091400529	1.597020101
MvSl-1064-A1-R4_MC04-1g06064	MvSl-1064-A1-R4_MC04-1	Chr04	1849056	1851067	0.493317543	0.609951294	0.609951294	0.177814839	0.712396764	0.590299044	0.910651257	0.273934192	0.103606445
MvSl-1064-A1-R4_MC04-1g06065	MvSl-1064-A1-R4_MC04-1	Chr04	1855737	1859404	2.959218742	0.162700354	0.162700354	0.654817357	0.998466238	3.344930836	2.650653104	3.074528829	2.649933086
MvSl-1064-A1-R4_MC04-1g06066	MvSl-1064-A1-R4_MC04-2	Chr04	1893206	1897193	5.235967094	0.139034712	0.139034712	0.529159949	0.979404595	5.285151722	5.322286633	5.128118882	5.20129075
MvSl-1064-A1-R4_MC04-1g06067	MvSl-1064-A1-R4_MC04-2	Chr04	1908795	1909911	3.921842074	-0.184589132	0.184589132	0.502532376	0.974902305	3.904498989	3.744452906	4.045960739	3.973140269
MvSl-1064-A1-R4_MC04-1g06068	MvSl-1064-A1-R4_MC04-2	Chr04	1910571	1912800	-2.877550984	-3.610948761	3.610948761	0.06775696	0.434820108	-3.335044318	-3.335044318	-2.071902355	-3.335044318
MvSl-1064-A1-R4_MC04-1g06069	MvSl-1064-A1-R4_MC04-2	Chr04	1913511	1914148	4.730482086	-0.182295761	0.182295761	0.438041994	0.952307514	4.627152233	4.64560254	4.82332831	4.812800648
MvSl-1064-A1-R4_MC04-1g06070	MvSl-1064-A1-R4_MC04-2	Chr04	1914550	1915218	1.420430017	0.678880024	0.678880024	0.071722511	0.451003773	1.765057502	1.673242034	0.962811236	1.160662174
MvSl-1064-A1-R4_MC04-1g06073	MvSl-1064-A1-R4_MC04-2	Chr04	1915530	1916180	7.131864444	2.544634996	2.544634996	9.25E-33	1.85E-30	7.979551328	7.824510581	5.508327927	5.199468322
MvSl-1064-A1-R4_MC04-2g06086	MvSl-1064-A1-R4_MC04-2	Chr04	1916355	1917286	7.74814398	-2.883558075	2.883558075	5.32E-36	1.22E-33	5.551241118	5.802907325	8.626830862	8.498196929
MvSl-1064-A1-R4_MC04-2g06091	MvSl-1064-A1-R4_MC04-2	Chr04	1917429	1917761	2.366353134	-0.252925908	0.252925908	0.459407562	0.964499229	2.32818111	2.135522731	2.533033369	2.431332022
MvSl-1064-A1-R4_MC04-2g06092	MvSl-1064-A1-R4_MC04-2	Chr04	1920186	1920502	6.3847948	-0.018532589	0.018532589	0.922335491	1	6.441635992	6.306246607	6.446827414	6.339158255
MvSl-1064-A1-R4_MC04-2g06093	MvSl-1064-A1-R4_MC04-2	Chr04	1920608	1922496	6.930081515	0.07452195	0.07452195	0.692401348	0.998604672	6.950136301	6.983402038	6.992991923	6.784268438
MvSl-1064-A1-R4_MC04-2g06094	MvSl-1064-A1-R4_MC04-2	Chr04	1923441	1924434	3.766805872	-0.351055916	0.351055916	0.223749318	0.78229106	3.552065778	3.608578931	3.775752533	4.068079552
MvSl-1064-A1-R4_MC04-2g06095	MvSl-1064-A1-R4_MC04-2	Chr04	1925102	1927569	5.90475103	-0.022705476	0.022705476	0.909580622	1	5.84804267	5.937221413	5.834897755	5.992844251
MvSl-1064-A1-R4_MC04-2g06096	MvSl-1064-A1-R4_MC04-2	Chr04	1928143	1928568	6.439103869	0.102959596	0.102959596	0.618096614	0.997255313	6.324798779	6.63752264	6.231066965	6.527437783
MvSl-1064-A1-R4_MC04-2g06097	MvSl-1064-A1-R4_MC04-2	Chr04	1929265	1930639	2.937176262	0.181845668	0.181845668	0.582742273	0.990162992	3.102989398	2.943673587	3.009729608	2.660569845
MvSl-1064-A1-R4_MC04-2g06098	MvSl-1064-A1-R4_MC04-2	Chr04	1932719	1933868	5.626888259	-0.273443979	0.273443979	0.307414468	0.872028661	5.627417678	5.32417401	6.105870569	5.294726404
MvSl-1064-A1-R4_MC04-2g06099	MvSl-1064-A1-R4_MC04-2	Chr04	1933942	1934287	4.856227146	-0.44708916	0.44708916	0.091787864	0.518548996	4.318452259	4.861124937	4.910216729	5.197643589
MvSl-1064-A1-R4_MC04-2g06100	MvSl-1064-A1-R4_MC04-2	Chr04	1934604	1935005	3.128534585	-0.22895441	0.22895441	0.614705493	0.996878099	2.055265821	3.577268125	2.897798367	3.509115072
MvSl-1064-A1-R4_MC04-2g06101	MvSl-1064-A1-R4_MC04-2	Chr04	1935217	1937471	6.21116138	-0.185213945	0.185213945	0.33981228	0.89521171	6.214571962	6.009377697	6.287679786	6.313270389
MvSl-1064-A1-R4_MC04-2g06102	MvSl-1064-A1-R4_MC04-2	Chr04	1937672	1938118	5.72785078	-0.026074979	0.026074979	0.900497944	1	5.70726099	5.722187113	5.659870263	5.817402275
MvSl-1064-A1-R4_MC04-2g06103	MvSl-1064-A1-R4_MC04-2	Chr04	1938271	1943856	0.264783276	-0.15056941	0.15056941	0.781654702	1	0.737983555	-0.683021628	0.217665371	0.43630111
MvSl-1064-A1-R4_MC04-2g06104	MvSl-1064-A1-R4_MC05-1	Chr05	1	2963	-0.329207532	0.607875526	0.607875526	0.29001482	0.859385668	-0.135243083	-0.015236482	-1.092042366	-0.247718614
MvSl-1064-A1-R4_MC04-2g06105	MvSl-1064-A1-R4_MC05-1	Chr05	1	377	2.056891611	1.16271251	1.16271251	0.005414627	0.071447224	2.88789328	2.046868476	1.062021462	1.661984606
MvSl-1064-A1-R4_MC04-2g06106	MvSl-1064-A1-R4_MC05-1	Chr05	572	4830	5.403478214	0.143561902	0.143561902	0.526963427	0.978410547	5.630571691	5.297523371	5.409749257	5.246118955
MvSl-1064-A1-R4_MC04-2g06107	MvSl-1064-A1-R4_MC05-1	Chr05	655	3156	-3.335044318	0	0	1	1	-3.335044318	-3.335044318	-3.335044318	-3.335044318
MvSl-1064-A1-R4_MC04-2g06108	MvSl-1064-A1-R4_MC05-1	Chr05	3349	4815	6.975701931	-0.09391957	0.09391957	0.614891813	0.996878099	6.968947526	6.885822556	6.978778803	7.063610855
MvSl-1064-A1-R4_MC04-2g06109	MvSl-1064-A1-R4_MC05-1	Chr05	5351	16042	5.604113551	-0.159526478	0.159526478	0.436373631	0.951535841	5.476086596	5.566663573	5.638597907	5.722876856
MvSl-1064-A1-R4_MC05-1g06112	MvSl-1064-A1-R4_MC08	Chr08	21352	26574	6.109097604	-0.103133635	0.103133635	0.61601847	0.99717106	6.181620927	5.919852668	6.277394018	6.03125932
MvSl-1064-A1-R4_MC05-1g06113	MvSl-1064-A1-R4_MC05-1	Chr05	5516	5701	-2.874775841	1.016358825	1.016358825	0.519881853	0.976550288	-2.706608466	-2.722882557	-3.335044318	-2.780505068
MvSl-1064-A1-R4_MC05-1g06115	MvSl-1064-A1-R4_MC05-1	Chr05	5538	7710	-0.366256211	-1.067277925	1.067277925	0.099115517	0.540447057	-0.317737961	-1.964520834	0.217665371	-0.247718614
MvSl-1064-A1-R4_MC05-1g06116	MvSl-1064-A1-R4_MC05-1	Chr05	6395	6761	4.750534709	0.244158342	0.244158342	0.3088407	0.873148488	4.978568695	4.747572997	4.648132908	4.599965943
MvSl-1064-A1-R4_MC05-1g06117	MvSl-1064-A1-R4_MC05-1	Chr05	6888	7782	6.839164725	0.187477942	0.187477942	0.30886087	0.873148488	6.9329939	6.926768155	6.667673643	6.81375356
MvSl-1064-A1-R4_MC05-1g06118	MvSl-1064-A1-R4_MC05-1	Chr05	7868	8375	6.719997372	-0.030245803	0.030245803	0.879269182	1	6.864992317	6.524692509	6.833059767	6.629772954
MvSl-1064-A1-R4_MC05-1g06119	MvSl-1064-A1-R4_MC05-1	Chr05	8044	8370	6.416354809	0.042177275	0.042177275	0.829851767	1	6.567927461	6.293779675	6.467333072	6.319156774
MvSl-1064-A1-R4_MC05-1g06120	MvSl-1064-A1-R4_MC05-1	Chr05	8556	9566	7.852186839	-0.237470324	0.237470324	0.259151891	0.828986044	7.745404258	7.711528315	7.974502651	7.957319677
MvSl-1064-A1-R4_MC05-1g06121	MvSl-1064-A1-R4_MC05-1	Chr05	9139	10109	4.568504925	-0.157918662	0.157918662	0.519230238	0.976550288	4.387195596	4.580771102	4.56036111	4.724314305
MvSl-1064-A1-R4_MC05-1g06122	MvSl-1064-A1-R4_MC05-1	Chr05	9827	11674	5.095749878	0.059064846	0.059064846	0.803314273	1	5.022450267	5.220576336	4.894599193	5.219389523
MvSl-1064-A1-R4_MC05-1g06123	MvSl-1064-A1-R4_MC05-1	Chr05	11035	13461	-0.876086913	0.03588105	0.03588105	0.959479311	1	-1.239009097	-0.566536678	-0.421596045	-1.593686272
MvSl-1064-A1-R4_MC05-1g06124	MvSl-1064-A1-R4_MC05-1	Chr05	12571	13196	6.550754552	0.274349942	0.274349942	0.190702557	0.735866874	6.461254705	6.872341678	6.2927953	6.513570055
MvSl-1064-A1-R4_MC05-1g06125	MvSl-1064-A1-R4_MC05-1	Chr05	14286	18278	3.53796003	-0.92252693	0.92252693	0.002037525	0.031536319	3.018833505	2.991963655	3.992466996	3.843777342
MvSl-1064-A1-R4_MC05-1g06126	MvSl-1064-A1-R4_MC05-1	Chr05	14692	16885	5.098082529	-0.016035024	0.016035024	0.943394394	1	5.032023087	5.145710683	5.152711647	5.057788884
MvSl-1064-A1-R4_MC05-1g06127	MvSl-1064-A1-R4_MC05-1	Chr05	17095	21338	2.926106499	-0.23801269	0.23801269	0.470587523	0.968298975	2.959872364	2.626383526	3.001421168	3.072600939
MvSl-1064-A1-R4_MC05-1g06128	MvSl-1064-A1-R4_MC05-1	Chr05	18543	19211	0.411288111	-0.625731928	0.625731928	0.201900317	0.755178971	0.172353678	-0.015236482	0.996645048	0.223234165
MvSl-1064-A1-R4_MC05-1g06129	MvSl-1064-A1-R4_MC05-1	Chr05	19288	25731	5.926664514	0.097911604	0.097911604	0.626452126	0.998466238	6.039360754	5.907317137	5.925510488	5.8268771
MvSl-1064-A1-R4_MC05-1g06130	MvSl-1064-A1-R4_MC05-1	Chr05	19524	21452	-2.526629866	1.090958976	1.090958976	0.413845815	0.943430754	-3.335044318	-1.696186612	-3.335044318	-2.38092321
MvSl-1064-A1-R4_MC05-1g06131	MvSl-1064-A1-R4_MC05-1	Chr05	21644	23097	8.270505857	0.022333097	0.022333097	0.921665843	1	8.252045579	8.310614234	8.27040344	8.248118177
MvSl-1064-A1-R4_MC05-1g06133	MvSl-1064-A1-R4_MC05-1	Chr05	21920	22492	5.95734747	0.060574811	0.060574811	0.76215714	1	6.073367914	5.895941271	5.958074856	5.894896029
MvSl-1064-A1-R4_MC05-1g06134	MvSl-1064-A1-R4_MC05-1	Chr05	22607	26908	7.483278195	0.12971358	0.12971358	0.542379388	0.982985373	7.721938321	7.347246579	7.458959994	7.373857231
MvSl-1064-A1-R4_MC05-1g06135	MvSl-1064-A1-R4_MC05-1	Chr05	23352	28494	6.180355682	-0.132325378	0.132325378	0.495873199	0.974018127	6.02624885	6.19409897	6.193268295	6.294612399
MvSl-1064-A1-R4_MC05-1g06136	MvSl-1064-A1-R4_MC05-1	Chr05	25884	28231	8.258769724	0.010836057	0.010836057	0.964008708	1	8.394988273	8.12034347	8.388601867	8.104079306
MvSl-1064-A1-R4_MC05-1g06137	MvSl-1064-A1-R4_MC05-1	Chr05	26951	27295	4.684512437	-0.318546486	0.318546486	0.21105529	0.766176372	4.438486157	4.590213023	4.613117103	5.025236342
MvSl-1064-A1-R4_MC05-1g06138	MvSl-1064-A1-R4_MC05-1	Chr05	27501	29670	-0.334065963	0.096622549	0.096622549	0.863992076	1	-0.223606839	-0.358474892	-0.102218795	-0.713122675
MvSl-1064-A1-R4_MC05-1g06139	MvSl-1064-A1-R4_MC05-1	Chr05	28860	30506	7.52442035	0.035868219	0.035868219	0.872266213	1	7.745040523	7.30629818	7.612094965	7.392322009
MvSl-1064-A1-R4_MC05-1g06140	MvSl-1064-A1-R4_MC05-1	Chr05	29062	29757	-2.876290001	-0.682091261	0.682091261	0.668545168	0.998466238	-3.335044318	-2.722882557	-2.782444626	-2.780505068
MvSl-1064-A1-R4_MC05-1g06141	MvSl-1064-A1-R4_MC05-1	Chr05	29834	30645	4.404652363	0.228037598	0.228037598	0.438968195	0.952307514	4.139616664	4.810860211	4.069996693	4.475974921
