gida1	part8	youngold	genea10k	up5k	upk10	upk15	upk20	down5k	down10k	down15k	down20k	DE	DE2	haploid 
MvSl-1064-A1-R4_MC02g04232	Auto	Auto	0	0	1	1	0	0	0	0	2	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g04250	Auto	Auto	0	1	0	1	1	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC02g04252	Auto	Auto	0	1	0	1	1	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04283	Auto	Auto	0	2	3	8	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04284	Auto	Auto	0	0	5	8	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04287	Auto	Auto	0	0	0	1	4	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04289	Auto	Auto	0	0	0	0	1	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04290	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04292	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04293	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04295	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04296	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04297	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04298	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04300	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04311	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04312	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04316	Auto	Auto	0	0	0	0	0	0	1	4	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04327	Auto	Auto	2	3	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04328	Auto	Auto	0	5	0	0	0	0	0	0	2	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04329	Auto	Auto	0	4	1	0	0	0	0	0	4	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04330	Auto	Auto	0	3	2	0	0	0	0	2	2	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04332	Auto	Auto	0	0	4	1	0	0	0	4	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04336	Auto	Auto	0	0	0	2	3	2	2	2	3	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04337	Auto	Auto	0	0	0	0	4	4	2	2	2	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04358	Auto	Auto	0	0	0	0	2	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04359	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04361	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04367	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04370	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04379	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04381	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04382	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04385	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04388	Auto	Auto	0	0	0	0	0	0	0	0	2	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04389	Auto	Auto	0	0	0	0	0	0	0	0	2	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04395	Auto	Auto	0	0	0	0	0	2	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04396	Auto	Auto	0	0	0	0	0	2	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04397	Auto	Auto	2	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04399	Auto	Auto	0	2	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04406	Auto	Auto	0	0	0	2	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04407	Auto	Auto	0	0	0	2	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04409	Auto	Auto	0	0	0	0	2	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04410	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04412	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04415	Auto	Auto	0	0	0	0	0	0	0	0	1	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04422	Auto	Auto	0	0	0	0	0	1	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04427	Auto	Auto	0	1	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04431	Auto	Auto	0	0	0	1	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04434	Auto	Auto	0	0	0	0	1	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04435	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04442	Auto	Auto	0	0	0	0	0	1	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04449	Auto	Auto	0	0	1	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04452	Auto	Auto	0	0	0	0	1	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04456	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04458	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04459	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04465	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04468	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04469	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04470	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04471	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04476	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04478	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04479	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04481	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04482	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04483	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04487	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04490	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04491	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04492	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04495	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04496	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04498	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04499	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04503	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04515	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04517	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04524	Auto	Auto	0	0	0	0	0	0	0	1	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04525	Auto	Auto	0	0	0	0	0	0	0	1	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04526	Auto	Auto	0	0	0	0	0	0	0	1	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04527	Auto	Auto	0	0	0	0	0	0	1	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04528	Auto	Auto	0	0	0	0	0	0	1	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04541	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04542	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04553	Auto	Auto	0	0	0	0	0	6	0	0	1	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04556	Auto	Auto	6	0	0	0	0	0	0	1	2	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04558	Auto	Auto	0	4	2	0	0	0	1	2	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04559	Auto	Auto	0	0	6	0	0	1	0	2	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04570	Auto	Auto	0	3	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04571	Auto	Auto	0	1	2	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04572	Auto	Auto	0	0	3	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04574	Auto	Auto	0	0	0	3	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04582	Auto	Auto	0	0	0	0	0	0	0	0	1	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04597	Auto	Auto	0	0	1	1	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04598	Auto	Auto	0	0	1	1	0	0	0	0	4	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04600	Auto	Auto	0	0	0	0	1	0	0	4	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04606	Auto	Auto	0	4	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04609	Auto	Auto	0	0	0	4	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04613	Auto	Auto	0	0	0	0	4	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04615	Auto	Auto	0	0	0	0	0	0	0	0	2	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04619	Auto	Auto	0	0	0	0	0	0	0	0	2	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04622	Auto	Auto	0	0	0	0	0	0	2	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04629	Auto	Auto	2	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04631	Auto	Auto	0	2	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04632	Auto	Auto	0	0	2	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04634	Auto	Auto	0	0	0	2	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04635	Auto	Auto	0	0	0	0	2	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04636	Auto	Auto	0	0	0	0	2	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04637	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04638	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04639	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04641	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04644	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04645	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04648	Auto	Auto	0	0	0	0	0	0	0	0	2	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04649	Auto	Auto	0	0	0	0	0	0	0	0	2	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04654	Auto	Auto	0	0	0	0	0	0	2	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04658	Auto	Auto	2	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04661	Auto	Auto	0	0	2	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04663	Auto	Auto	0	0	0	0	2	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04664	Auto	Auto	0	0	0	0	2	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04665	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04668	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04669	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04670	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04671	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04678	Auto	Auto	0	0	0	0	0	2	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04682	Auto	Auto	2	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04683	Auto	Auto	2	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04684	Auto	Auto	2	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04685	Auto	Auto	0	2	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04686	Auto	Auto	0	2	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04687	Auto	Auto	0	2	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04689	Auto	Auto	0	0	2	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04693	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04704	Auto	Auto	0	0	0	0	0	2	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04705	Auto	Auto	0	0	0	0	0	2	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04709	Auto	Auto	0	2	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04716	Auto	Auto	0	0	0	0	2	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04718	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04723	Auto	Auto	0	0	0	0	0	0	0	2	2	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04731	Auto	Auto	0	2	2	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04734	Auto	Auto	0	0	2	2	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04736	Auto	Auto	0	0	0	2	2	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04743	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04745	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04746	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04749	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04751	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04763	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04764	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04766	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04768	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04769	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04770	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04775	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04776	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04779	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04780	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04782	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04786	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04787	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04793	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04795	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04797	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04802	Auto	Auto	0	0	0	0	0	0	0	1	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04803	Auto	Auto	0	0	0	0	0	0	0	1	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04804	Auto	Auto	0	0	0	0	0	0	0	1	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04806	Auto	Auto	0	0	0	0	0	0	1	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04809	Auto	Auto	0	0	0	0	0	1	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04810	Auto	Auto	0	0	0	0	0	1	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04813	Auto	Auto	0	1	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04815	Auto	Auto	0	0	1	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04816	Auto	Auto	0	0	1	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04819	Auto	Auto	0	0	0	0	1	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04821	Auto	Auto	0	0	0	0	1	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04823	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04825	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04837	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04841	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04843	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04848	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04851	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04852	Auto	Auto	0	0	0	0	0	0	0	0	1	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04853	Auto	Auto	0	0	0	0	0	0	0	0	1	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04856	Auto	Auto	0	0	0	0	0	0	0	1	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04857	Auto	Auto	0	0	0	0	0	0	1	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04865	Auto	Auto	0	0	1	0	0	0	0	2	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04872	Auto	Auto	0	2	0	0	0	0	3	0	3	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04878	Auto	Auto	1	2	0	0	2	2	3	1	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04880	Auto	Auto	3	0	3	0	0	2	1	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04886	Auto	Auto	0	0	3	1	2	0	0	0	3	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04890	Auto	Auto	0	0	0	0	3	0	3	1	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04908	Auto	Auto	1	1	2	2	0	0	2	3	2	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04917	Auto	Auto	0	2	7	0	2	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04918	Auto	Auto	0	0	4	5	2	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04919	Auto	Auto	0	0	0	9	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04921	Auto	Auto	0	0	0	0	9	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04923	Auto	Auto	0	0	0	0	0	0	0	0	2	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04927	Auto	Auto	0	0	0	0	0	0	2	0	1	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04936	Auto	Auto	3	0	0	0	0	2	2	1	1	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04963	Auto	Auto	0	2	0	2	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04965	Auto	Auto	0	0	2	2	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04966	Auto	Auto	0	0	2	0	2	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04968	Auto	Auto	0	0	2	0	2	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04970	Auto	Auto	0	0	0	2	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04971	Auto	Auto	0	0	0	2	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04977	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04979	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04980	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04981	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04983	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04985	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04987	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04989	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04990	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04991	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04993	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g04997	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05001	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05004	Auto	Auto	0	0	0	0	0	0	0	0	8	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05005	Auto	Auto	0	0	0	0	0	0	0	0	8	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05006	Auto	Auto	0	0	0	0	0	0	0	4	4	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05007	Auto	Auto	0	0	0	0	0	0	0	8	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05027	Auto	Auto	0	0	6	4	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05034	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05038	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05047	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05049	Auto	Auto	0	0	0	0	0	0	0	0	1	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05052	Auto	Auto	0	0	0	0	0	0	1	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05054	Auto	Auto	0	0	0	0	0	1	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05057	Auto	Auto	0	1	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05060	Auto	Auto	0	0	0	1	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05063	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
