gene	location	chr	start	end	log2FC
MvSl-1064-A1-R4_MC07g07878	MvSl-1064-A1-R4_MC07	Chr07	859243	861483	-0.204608216953937
MvSl-1064-A1-R4_MC07g07879	MvSl-1064-A1-R4_MC07	Chr07	861919	864297	0.067674876163995
MvSl-1064-A1-R4_MC07g07880	MvSl-1064-A1-R4_MC07	Chr07	865377	865852	-0.00605792501366804
MvSl-1064-A1-R4_MC07g07881	MvSl-1064-A1-R4_MC07	Chr07	867590	870198	0.133634002268941
MvSl-1064-A1-R4_MC07g07882	MvSl-1064-A1-R4_MC07	Chr07	871022	872340	-0.517766250278664
MvSl-1064-A1-R4_MC07g07883	MvSl-1064-A1-R4_MC07	Chr07	872595	874006	-0.218334295177294
MvSl-1064-A1-R4_MC07g07884	MvSl-1064-A1-R4_MC07	Chr07	874116	875942	-0.0571685960261965
MvSl-1064-A1-R4_MC07g07885	MvSl-1064-A1-R4_MC07	Chr07	876388	881459	-0.56585101329873
MvSl-1064-A1-R4_MC07g07887	MvSl-1064-A1-R4_MC07	Chr07	885494	887265	-0.319476998809705
MvSl-1064-A1-R4_MC07g07889	MvSl-1064-A1-R4_MC07	Chr07	891161	895892	0.225275956937659
MvSl-1064-A1-R4_MC07g07890	MvSl-1064-A1-R4_MC07	Chr07	896245	898313	0.120904099173027
MvSl-1064-A1-R4_MC07g07891	MvSl-1064-A1-R4_MC07	Chr07	900469	900767	0.0311922832168224
MvSl-1064-A1-R4_MC07g07892	MvSl-1064-A1-R4_MC07	Chr07	901840	904078	0.0730592620970295
MvSl-1064-A1-R4_MC07g07893	MvSl-1064-A1-R4_MC07	Chr07	904230	908400	0.529045270999573
MvSl-1064-A1-R4_MC07g07894	MvSl-1064-A1-R4_MC07	Chr07	908681	909833	-0.181812189000529
MvSl-1064-A1-R4_MC07g07895	MvSl-1064-A1-R4_MC07	Chr07	910088	911926	0.31922216946926
MvSl-1064-A1-R4_MC07g07896	MvSl-1064-A1-R4_MC07	Chr07	912259	913875	0.0479205006300044
MvSl-1064-A1-R4_MC07g07898	MvSl-1064-A1-R4_MC07	Chr07	917308	919602	-0.0609497538567495
MvSl-1064-A1-R4_MC07g07899	MvSl-1064-A1-R4_MC07	Chr07	919853	920461	0.0319568828882208
MvSl-1064-A1-R4_MC07g07901	MvSl-1064-A1-R4_MC07	Chr07	922538	930257	0.0517779404659583
MvSl-1064-A1-R4_MC07g07902	MvSl-1064-A1-R4_MC07	Chr07	931384	931596	0.189754191496218
MvSl-1064-A1-R4_MC07g07903	MvSl-1064-A1-R4_MC07	Chr07	931879	936970	0.15847244106813
MvSl-1064-A1-R4_MC07g07906	MvSl-1064-A1-R4_MC07	Chr07	947638	948402	-0.631959584828139
MvSl-1064-A1-R4_MC07g07907	MvSl-1064-A1-R4_MC07	Chr07	948573	950500	0.175755817378115
MvSl-1064-A1-R4_MC07g07908	MvSl-1064-A1-R4_MC07	Chr07	950842	951627	0.180107618308251
MvSl-1064-A1-R4_MC07g07909	MvSl-1064-A1-R4_MC07	Chr07	952050	955355	0.0931578927962793
MvSl-1064-A1-R4_MC07g07910	MvSl-1064-A1-R4_MC07	Chr07	955640	956622	0.238027024638742
MvSl-1064-A1-R4_MC07g07911	MvSl-1064-A1-R4_MC07	Chr07	956997	959036	0.00469832406294193
MvSl-1064-A1-R4_MC07g07912	MvSl-1064-A1-R4_MC07	Chr07	959553	961968	-0.185681851322564
MvSl-1064-A1-R4_MC07g07913	MvSl-1064-A1-R4_MC07	Chr07	962077	964530	0.0174349992945486
MvSl-1064-A1-R4_MC07g07914	MvSl-1064-A1-R4_MC07	Chr07	964836	966846	-0.565227055482249
MvSl-1064-A1-R4_MC07g07916	MvSl-1064-A1-R4_MC07	Chr07	971263	971829	0.102887034611895
MvSl-1064-A1-R4_MC07g07917	MvSl-1064-A1-R4_MC07	Chr07	972221	973965	0.126833634101476
MvSl-1064-A1-R4_MC07g07918	MvSl-1064-A1-R4_MC07	Chr07	974218	978572	0.147585199741187
MvSl-1064-A1-R4_MC07g07919	MvSl-1064-A1-R4_MC07	Chr07	979185	982106	0.142500463789717
MvSl-1064-A1-R4_MC07g07920	MvSl-1064-A1-R4_MC07	Chr07	982351	984182	-0.0976338153437199
MvSl-1064-A1-R4_MC07g07921	MvSl-1064-A1-R4_MC07	Chr07	984746	985273	-0.0729673743963489
MvSl-1064-A1-R4_MC07g07922	MvSl-1064-A1-R4_MC07	Chr07	988204	991000	0.0388509141518971
MvSl-1064-A1-R4_MC07g07923	MvSl-1064-A1-R4_MC07	Chr07	991601	991876	0.0831580998425228
MvSl-1064-A1-R4_MC07g07926	MvSl-1064-A1-R4_MC07	Chr07	996639	998590	-0.109611767859001
MvSl-1064-A1-R4_MC07g07927	MvSl-1064-A1-R4_MC07	Chr07	998903	1000767	0.0658443916579091
MvSl-1064-A1-R4_MC07g07928	MvSl-1064-A1-R4_MC07	Chr07	1001153	1002298	-0.110777891781405
MvSl-1064-A1-R4_MC07g07929	MvSl-1064-A1-R4_MC07	Chr07	1002490	1002730	0.192126524033364
MvSl-1064-A1-R4_MC07g07931	MvSl-1064-A1-R4_MC07	Chr07	1004549	1006442	0.356304705308976
MvSl-1064-A1-R4_MC07g07933	MvSl-1064-A1-R4_MC07	Chr07	1006803	1009033	-0.618402438331437
MvSl-1064-A1-R4_MC07g07934	MvSl-1064-A1-R4_MC07	Chr07	1009847	1010279	-0.0981121068280824
MvSl-1064-A1-R4_MC07g07936	MvSl-1064-A1-R4_MC07	Chr07	1011907	1012674	0.0800788506860467
MvSl-1064-A1-R4_MC07g07938	MvSl-1064-A1-R4_MC07	Chr07	1013482	1013850	0.300167690177894
MvSl-1064-A1-R4_MC07g07939	MvSl-1064-A1-R4_MC07	Chr07	1014501	1019481	-0.0284628670208373
MvSl-1064-A1-R4_MC07g07940	MvSl-1064-A1-R4_MC07	Chr07	1020511	1022867	-0.0191854021362947
MvSl-1064-A1-R4_MC07g07941	MvSl-1064-A1-R4_MC07	Chr07	1023577	1026907	-0.320784837663045
MvSl-1064-A1-R4_MC07g07942	MvSl-1064-A1-R4_MC07	Chr07	1027350	1030206	-0.121147446158854
MvSl-1064-A1-R4_MC07g07943	MvSl-1064-A1-R4_MC07	Chr07	1030751	1031712	0.105311255713407
MvSl-1064-A1-R4_MC07g07944	MvSl-1064-A1-R4_MC07	Chr07	1032116	1033727	-0.0422049761396309
MvSl-1064-A1-R4_MC07g07946	MvSl-1064-A1-R4_MC07	Chr07	1034773	1036460	0.0200861408590237
MvSl-1064-A1-R4_MC07g07947	MvSl-1064-A1-R4_MC07	Chr07	1036533	1037223	0.0622536397051897
MvSl-1064-A1-R4_MC07g07948	MvSl-1064-A1-R4_MC07	Chr07	1041931	1044954	0.1820626293689
MvSl-1064-A1-R4_MC07g07949	MvSl-1064-A1-R4_MC07	Chr07	1045062	1045364	0.151895789872651
MvSl-1064-A1-R4_MC07g07951	MvSl-1064-A1-R4_MC07	Chr07	1051838	1052264	-0.929294206200217
MvSl-1064-A1-R4_MC07g07953	MvSl-1064-A1-R4_MC07	Chr07	1055178	1056736	-0.12314734026717
MvSl-1064-A1-R4_MC07g07954	MvSl-1064-A1-R4_MC07	Chr07	1057753	1058687	0.312746841685175
MvSl-1064-A1-R4_MC07g07955	MvSl-1064-A1-R4_MC07	Chr07	1058797	1058961	-0.257718609435359
MvSl-1064-A1-R4_MC07g07956	MvSl-1064-A1-R4_MC07	Chr07	1059554	1061790	-0.300545669167183
MvSl-1064-A1-R4_MC07g07957	MvSl-1064-A1-R4_MC07	Chr07	1061929	1063214	-0.0584183181476811
MvSl-1064-A1-R4_MC07g07958	MvSl-1064-A1-R4_MC07	Chr07	1063905	1064226	-0.399297582556921
MvSl-1064-A1-R4_MC07g07959	MvSl-1064-A1-R4_MC07	Chr07	1064564	1065718	-0.11554452425293
MvSl-1064-A1-R4_MC07g07960	MvSl-1064-A1-R4_MC07	Chr07	1065813	1066487	-1.13651906241478
MvSl-1064-A1-R4_MC07g07967	MvSl-1064-A1-R4_MC07	Chr07	1084558	1085448	0.00329042233146492
MvSl-1064-A1-R4_MC07g07968	MvSl-1064-A1-R4_MC07	Chr07	1085817	1087075	0.185373305765382
MvSl-1064-A1-R4_MC07g07969	MvSl-1064-A1-R4_MC07	Chr07	1087376	1090035	0.0911772237318167
MvSl-1064-A1-R4_MC07g07970	MvSl-1064-A1-R4_MC07	Chr07	1090298	1093092	-0.206626058439743
MvSl-1064-A1-R4_MC07g07971	MvSl-1064-A1-R4_MC07	Chr07	1093724	1096735	-0.0960367038319295
MvSl-1064-A1-R4_MC07g07972	MvSl-1064-A1-R4_MC07	Chr07	1097289	1099607	-0.0137006085919528
MvSl-1064-A1-R4_MC07g07973	MvSl-1064-A1-R4_MC07	Chr07	1104399	1106209	-0.34271790390548
MvSl-1064-A1-R4_MC07g07975	MvSl-1064-A1-R4_MC07	Chr07	1110005	1111233	-0.0771625500544515
MvSl-1064-A1-R4_MC07g07977	MvSl-1064-A1-R4_MC07	Chr07	1113735	1116074	-0.303504614830413
MvSl-1064-A1-R4_MC07g07978	MvSl-1064-A1-R4_MC07	Chr07	1116519	1118168	-0.792208240171448
MvSl-1064-A1-R4_MC07g07979	MvSl-1064-A1-R4_MC07	Chr07	1118458	1121673	0.181316009981684
MvSl-1064-A1-R4_MC07g07980	MvSl-1064-A1-R4_MC07	Chr07	1122184	1122819	-0.319323852380822
MvSl-1064-A1-R4_MC07g07983	MvSl-1064-A1-R4_MC07	Chr07	1124680	1126462	-0.696480386396592
MvSl-1064-A1-R4_MC07g07984	MvSl-1064-A1-R4_MC07	Chr07	1126832	1128741	-0.413983895376953
MvSl-1064-A1-R4_MC07g07986	MvSl-1064-A1-R4_MC07	Chr07	1131462	1132895	-0.194688291530399
MvSl-1064-A1-R4_MC07g07989	MvSl-1064-A1-R4_MC07	Chr07	1137967	1140204	-0.315740846409858
MvSl-1064-A1-R4_MC07g07992	MvSl-1064-A1-R4_MC07	Chr07	1145462	1147742	0.0755852838777949
MvSl-1064-A1-R4_MC07g07993	MvSl-1064-A1-R4_MC07	Chr07	1148539	1148866	0.175175845280742
MvSl-1064-A1-R4_MC07g07994	MvSl-1064-A1-R4_MC07	Chr07	1149248	1149565	0.13770274922595
MvSl-1064-A1-R4_MC07g07995	MvSl-1064-A1-R4_MC07	Chr07	1150453	1150659	0.060630818776236
MvSl-1064-A1-R4_MC07g07996	MvSl-1064-A1-R4_MC07	Chr07	1150835	1151207	0.00842835748249788
MvSl-1064-A1-R4_MC07g07997	MvSl-1064-A1-R4_MC07	Chr07	1152210	1153373	0.185298583866853
MvSl-1064-A1-R4_MC07g07998	MvSl-1064-A1-R4_MC07	Chr07	1153944	1160212	0.748358199619605
MvSl-1064-A1-R4_MC07g07999	MvSl-1064-A1-R4_MC07	Chr07	1162597	1166758	0.938286253528553
MvSl-1064-A1-R4_MC07g08000	MvSl-1064-A1-R4_MC07	Chr07	1168352	1174029	-0.0660605813722837
MvSl-1064-A1-R4_MC07g08001	MvSl-1064-A1-R4_MC07	Chr07	1174803	1175504	-0.0171083086512897
MvSl-1064-A1-R4_MC07g08002	MvSl-1064-A1-R4_MC07	Chr07	1176339	1183257	0.140505157975573
MvSl-1064-A1-R4_MC07g08003	MvSl-1064-A1-R4_MC07	Chr07	1183405	1186397	0.601937501340863
MvSl-1064-A1-R4_MC07g08006	MvSl-1064-A1-R4_MC07	Chr07	1197038	1198532	0.0967676169648524
MvSl-1064-A1-R4_MC07g08007	MvSl-1064-A1-R4_MC07	Chr07	1198859	1200831	-0.109399133233725
MvSl-1064-A1-R4_MC07g08008	MvSl-1064-A1-R4_MC07	Chr07	1201208	1201542	-0.248538602073372
MvSl-1064-A1-R4_MC07g08010	MvSl-1064-A1-R4_MC07	Chr07	1203677	1204012	-0.0517329734265017
MvSl-1064-A1-R4_MC07g08011	MvSl-1064-A1-R4_MC07	Chr07	1204688	1208064	0.0244727609726105
MvSl-1064-A1-R4_MC07g08012	MvSl-1064-A1-R4_MC07	Chr07	1208185	1209112	0.066376029680969
MvSl-1064-A1-R4_MC07g08013	MvSl-1064-A1-R4_MC07	Chr07	1209166	1209714	-0.0966382556782862
MvSl-1064-A1-R4_MC07g08014	MvSl-1064-A1-R4_MC07	Chr07	1210155	1210819	-0.753380597178025
MvSl-1064-A1-R4_MC07g08016	MvSl-1064-A1-R4_MC07	Chr07	1211899	1212795	-0.541980407030423
MvSl-1064-A1-R4_MC07g08018	MvSl-1064-A1-R4_MC07	Chr07	1214060	1216150	-0.0362473481163028
MvSl-1064-A1-R4_MC07g08019	MvSl-1064-A1-R4_MC07	Chr07	1216538	1219451	-0.0191201818631801
MvSl-1064-A1-R4_MC07g08020	MvSl-1064-A1-R4_MC07	Chr07	1220409	1221037	-0.336894364315771
MvSl-1064-A1-R4_MC07g08023	MvSl-1064-A1-R4_MC07	Chr07	1223857	1228011	-0.971537104262761
MvSl-1064-A1-R4_MC07g08024	MvSl-1064-A1-R4_MC07	Chr07	1228233	1229562	-0.051125816511286
MvSl-1064-A1-R4_MC07g08025	MvSl-1064-A1-R4_MC07	Chr07	1229862	1232054	0.313134786807245
MvSl-1064-A1-R4_MC07g08026	MvSl-1064-A1-R4_MC07	Chr07	1232142	1232833	-0.305310747242816
MvSl-1064-A1-R4_MC07g08029	MvSl-1064-A1-R4_MC07	Chr07	1236595	1238728	0.219081393204837
MvSl-1064-A1-R4_MC07g08030	MvSl-1064-A1-R4_MC07	Chr07	1239126	1243563	0.16027781177398
MvSl-1064-A1-R4_MC07g08031	MvSl-1064-A1-R4_MC07	Chr07	1243912	1245762	-0.208842789515419
MvSl-1064-A1-R4_MC07g08032	MvSl-1064-A1-R4_MC07	Chr07	1247747	1249206	0.292964015131255
MvSl-1064-A1-R4_MC07g08033	MvSl-1064-A1-R4_MC07	Chr07	1249753	1250281	0.358350892209686
MvSl-1064-A1-R4_MC07g08034	MvSl-1064-A1-R4_MC07	Chr07	1250646	1252658	-0.0239129065326712
MvSl-1064-A1-R4_MC07g08035	MvSl-1064-A1-R4_MC07	Chr07	1255900	1256724	-0.118845729019322
MvSl-1064-A1-R4_MC07g08036	MvSl-1064-A1-R4_MC07	Chr07	1257078	1258189	0.0301612003722322
MvSl-1064-A1-R4_MC07g08037	MvSl-1064-A1-R4_MC07	Chr07	1258474	1259518	-0.137336777002222
MvSl-1064-A1-R4_MC07g08039	MvSl-1064-A1-R4_MC07	Chr07	1263660	1269282	0.114795440874321
MvSl-1064-A1-R4_MC07g08040	MvSl-1064-A1-R4_MC07	Chr07	1269823	1272251	0.0245051789533755
MvSl-1064-A1-R4_MC07g08041	MvSl-1064-A1-R4_MC07	Chr07	1272613	1275015	0.0065355095932628
MvSl-1064-A1-R4_MC07g08042	MvSl-1064-A1-R4_MC07	Chr07	1275177	1275853	0.122398197787671
MvSl-1064-A1-R4_MC07g08043	MvSl-1064-A1-R4_MC07	Chr07	1276184	1277188	0.0180504995891617
MvSl-1064-A1-R4_MC07g08044	MvSl-1064-A1-R4_MC07	Chr07	1278018	1279929	-0.151921202356316
MvSl-1064-A1-R4_MC07g08046	MvSl-1064-A1-R4_MC07	Chr07	1281090	1282370	0.659042930255028
MvSl-1064-A1-R4_MC07g08047	MvSl-1064-A1-R4_MC07	Chr07	1282959	1284988	0.0586507983624159
MvSl-1064-A1-R4_MC07g08048	MvSl-1064-A1-R4_MC07	Chr07	1285657	1291930	0.162320082881158
MvSl-1064-A1-R4_MC07g08049	MvSl-1064-A1-R4_MC07	Chr07	1292563	1293140	0.281310484017196
MvSl-1064-A1-R4_MC07g08052	MvSl-1064-A1-R4_MC07	Chr07	1300787	1302803	-0.108797905925493
MvSl-1064-A1-R4_MC07g08053	MvSl-1064-A1-R4_MC07	Chr07	1303184	1305748	0.160445577107171
MvSl-1064-A1-R4_MC07g08054	MvSl-1064-A1-R4_MC07	Chr07	1305828	1307606	-0.218454341052455
MvSl-1064-A1-R4_MC07g08055	MvSl-1064-A1-R4_MC07	Chr07	1307941	1311138	0.296266533794444
MvSl-1064-A1-R4_MC07g08056	MvSl-1064-A1-R4_MC07	Chr07	1311203	1311672	-0.00200348945425535
MvSl-1064-A1-R4_MC07g08058	MvSl-1064-A1-R4_MC07	Chr07	1314659	1315224	-0.0415827568318183
MvSl-1064-A1-R4_MC07g08059	MvSl-1064-A1-R4_MC07	Chr07	1315876	1316662	0.288336238107695
MvSl-1064-A1-R4_MC07g08060	MvSl-1064-A1-R4_MC07	Chr07	1316826	1318943	-0.0541495856176339
MvSl-1064-A1-R4_MC07g08061	MvSl-1064-A1-R4_MC07	Chr07	1319375	1320742	0.217314785100158
MvSl-1064-A1-R4_MC07g08062	MvSl-1064-A1-R4_MC07	Chr07	1321145	1322159	-0.289088757324987
MvSl-1064-A1-R4_MC07g08064	MvSl-1064-A1-R4_MC07	Chr07	1324644	1325417	-0.033419202674651
MvSl-1064-A1-R4_MC07g08065	MvSl-1064-A1-R4_MC07	Chr07	1325845	1327094	-0.383527881995107
MvSl-1064-A1-R4_MC07g08066	MvSl-1064-A1-R4_MC07	Chr07	1327687	1330788	-0.206978812814512
MvSl-1064-A1-R4_MC07g08067	MvSl-1064-A1-R4_MC07	Chr07	1334776	1336940	0.0947639744307535
MvSl-1064-A1-R4_MC07g08068	MvSl-1064-A1-R4_MC07	Chr07	1337562	1339039	-0.13664798343698
MvSl-1064-A1-R4_MC07g08069	MvSl-1064-A1-R4_MC07	Chr07	1339637	1341557	-0.00307502153838986
MvSl-1064-A1-R4_MC07g08070	MvSl-1064-A1-R4_MC07	Chr07	1345952	1347356	0.228325461355684
MvSl-1064-A1-R4_MC07g08071	MvSl-1064-A1-R4_MC07	Chr07	1347944	1350682	0.290815561204013
MvSl-1064-A1-R4_MC07g08072	MvSl-1064-A1-R4_MC07	Chr07	1351172	1352811	0.220186602857153
MvSl-1064-A1-R4_MC07g08074	MvSl-1064-A1-R4_MC07	Chr07	1356317	1358239	0.327988962034602
MvSl-1064-A1-R4_MC07g08075	MvSl-1064-A1-R4_MC07	Chr07	1358922	1360691	-0.112950698080608
MvSl-1064-A1-R4_MC07g08076	MvSl-1064-A1-R4_MC07	Chr07	1361168	1363394	0.278499362110062
MvSl-1064-A1-R4_MC07g08079	MvSl-1064-A1-R4_MC07	Chr07	1365971	1366204	-0.586572984036162
MvSl-1064-A1-R4_MC07g08080	MvSl-1064-A1-R4_MC07	Chr07	1367488	1367964	0.203742475359922
MvSl-1064-A1-R4_MC07g08081	MvSl-1064-A1-R4_MC07	Chr07	1368585	1370302	0.0251091781380592
MvSl-1064-A1-R4_MC07g08082	MvSl-1064-A1-R4_MC07	Chr07	1370639	1371031	-0.0883740968805734
MvSl-1064-A1-R4_MC07g08083	MvSl-1064-A1-R4_MC07	Chr07	1371671	1374738	-0.143702743061466
MvSl-1064-A1-R4_MC07g08084	MvSl-1064-A1-R4_MC07	Chr07	1374968	1378036	-0.035853602743552
MvSl-1064-A1-R4_MC07g08085	MvSl-1064-A1-R4_MC07	Chr07	1378157	1379003	0.346662185392748
MvSl-1064-A1-R4_MC07g08086	MvSl-1064-A1-R4_MC07	Chr07	1381205	1383317	0.0768943733679757
MvSl-1064-A1-R4_MC07g08087	MvSl-1064-A1-R4_MC07	Chr07	1383631	1387316	0.153217308395183
MvSl-1064-A1-R4_MC07g08088	MvSl-1064-A1-R4_MC07	Chr07	1388227	1391863	0.325633027467969
MvSl-1064-A1-R4_MC07g08089	MvSl-1064-A1-R4_MC07	Chr07	1392126	1392726	0.254306432812976
MvSl-1064-A1-R4_MC07g08090	MvSl-1064-A1-R4_MC07	Chr07	1393248	1394904	0.399707941439821
MvSl-1064-A1-R4_MC07g08091	MvSl-1064-A1-R4_MC07	Chr07	1396415	1399405	-0.340111021021491
MvSl-1064-A1-R4_MC07g08092	MvSl-1064-A1-R4_MC07	Chr07	1399790	1401487	0.0235594582399963
MvSl-1064-A1-R4_MC07g08093	MvSl-1064-A1-R4_MC07	Chr07	1401890	1402952	0.290487272769616
MvSl-1064-A1-R4_MC07g08094	MvSl-1064-A1-R4_MC07	Chr07	1403313	1405057	-0.137365660860633
MvSl-1064-A1-R4_MC07g08095	MvSl-1064-A1-R4_MC07	Chr07	1405650	1407517	0.141981366885377
MvSl-1064-A1-R4_MC07g08096	MvSl-1064-A1-R4_MC07	Chr07	1407963	1409880	0.116187533022878
MvSl-1064-A1-R4_MC07g08098	MvSl-1064-A1-R4_MC07	Chr07	1413122	1415224	-0.121791573947948
MvSl-1064-A1-R4_MC07g08099	MvSl-1064-A1-R4_MC07	Chr07	1415456	1417131	-0.155688483917942
MvSl-1064-A1-R4_MC07g08100	MvSl-1064-A1-R4_MC07	Chr07	1417431	1421256	-0.075446720103557
MvSl-1064-A1-R4_MC07g08101	MvSl-1064-A1-R4_MC07	Chr07	1421649	1422755	-0.466588180412352
MvSl-1064-A1-R4_MC07g08102	MvSl-1064-A1-R4_MC07	Chr07	1423486	1425381	0.224576108635878
MvSl-1064-A1-R4_MC07g08103	MvSl-1064-A1-R4_MC07	Chr07	1426255	1428999	0.260542930789407
MvSl-1064-A1-R4_MC07g08108	MvSl-1064-A1-R4_MC07	Chr07	1443342	1444991	-0.0849604123675834
MvSl-1064-A1-R4_MC07g08110	MvSl-1064-A1-R4_MC07	Chr07	1448671	1449661	0.0501277032464545
MvSl-1064-A1-R4_MC07g08111	MvSl-1064-A1-R4_MC07	Chr07	1451253	1451947	-0.0622096966642258
MvSl-1064-A1-R4_MC07g08112	MvSl-1064-A1-R4_MC07	Chr07	1452871	1453830	-0.250384779433899
MvSl-1064-A1-R4_MC07g08113	MvSl-1064-A1-R4_MC07	Chr07	1454748	1456302	-0.58678239215902
MvSl-1064-A1-R4_MC07g08114	MvSl-1064-A1-R4_MC07	Chr07	1456965	1457117	0.155147586310146
MvSl-1064-A1-R4_MC07g08115	MvSl-1064-A1-R4_MC07	Chr07	1457200	1457670	0.132140378290584
MvSl-1064-A1-R4_MC07g08116	MvSl-1064-A1-R4_MC07	Chr07	1457721	1458150	-0.0345713399149167
MvSl-1064-A1-R4_MC07g08117	MvSl-1064-A1-R4_MC07	Chr07	1458835	1460737	-0.244343380116246
MvSl-1064-A1-R4_MC07g08118	MvSl-1064-A1-R4_MC07	Chr07	1461165	1462061	0.385489473814581
MvSl-1064-A1-R4_MC07g08119	MvSl-1064-A1-R4_MC07	Chr07	1462686	1464410	0.0270063856818565
MvSl-1064-A1-R4_MC07g08120	MvSl-1064-A1-R4_MC07	Chr07	1464893	1465111	0.0524483721065295
MvSl-1064-A1-R4_MC07g08121	MvSl-1064-A1-R4_MC07	Chr07	1467159	1472155	-0.399659687651479
MvSl-1064-A1-R4_MC07g08122	MvSl-1064-A1-R4_MC07	Chr07	1472643	1473776	0.0841208409564158
MvSl-1064-A1-R4_MC07g08123	MvSl-1064-A1-R4_MC07	Chr07	1474257	1474550	0.0213760596116004
MvSl-1064-A1-R4_MC07g08124	MvSl-1064-A1-R4_MC07	Chr07	1474648	1475036	-0.091169734118334
MvSl-1064-A1-R4_MC07g08125	MvSl-1064-A1-R4_MC07	Chr07	1475865	1477975	0.183146334430557
MvSl-1064-A1-R4_MC07g08126	MvSl-1064-A1-R4_MC07	Chr07	1478593	1479565	-0.00395334916299999
MvSl-1064-A1-R4_MC07g08127	MvSl-1064-A1-R4_MC07	Chr07	1480034	1481941	0.302968283099683
MvSl-1064-A1-R4_MC07g08128	MvSl-1064-A1-R4_MC07	Chr07	1482723	1484393	0.230867919752662
MvSl-1064-A1-R4_MC07g08129	MvSl-1064-A1-R4_MC07	Chr07	1484639	1486372	-0.035576661269508
MvSl-1064-A1-R4_MC07g08130	MvSl-1064-A1-R4_MC07	Chr07	1486671	1488619	-0.0946108706037862
MvSl-1064-A1-R4_MC07g08131	MvSl-1064-A1-R4_MC07	Chr07	1488827	1490792	0.00517755677212138
MvSl-1064-A1-R4_MC07g08134	MvSl-1064-A1-R4_MC07	Chr07	1492015	1493693	-0.0288236670254063
MvSl-1064-A1-R4_MC07g08135	MvSl-1064-A1-R4_MC07	Chr07	1494391	1497279	-0.25449857336726
MvSl-1064-A1-R4_MC07g08137	MvSl-1064-A1-R4_MC07	Chr07	1500857	1502316	0.302451079918134
MvSl-1064-A1-R4_MC07g08140	MvSl-1064-A1-R4_MC07	Chr07	1507771	1509803	-0.353920560932682
MvSl-1064-A1-R4_MC07g08141	MvSl-1064-A1-R4_MC07	Chr07	1510380	1514431	0.0201888011458361
MvSl-1064-A1-R4_MC07g08142	MvSl-1064-A1-R4_MC07	Chr07	1515150	1515688	0.195105267324493
MvSl-1064-A1-R4_MC07g08144	MvSl-1064-A1-R4_MC07	Chr07	1517586	1520561	-0.270336878612065
MvSl-1064-A1-R4_MC07g08145	MvSl-1064-A1-R4_MC07	Chr07	1522850	1524098	-0.203839589766948
MvSl-1064-A1-R4_MC07g08146	MvSl-1064-A1-R4_MC07	Chr07	1525068	1525988	-0.174545056375486
MvSl-1064-A1-R4_MC07g08147	MvSl-1064-A1-R4_MC07	Chr07	1527871	1530927	-0.00350330922640623
MvSl-1064-A1-R4_MC07g08150	MvSl-1064-A1-R4_MC07	Chr07	1536799	1538783	-0.194846460062973
MvSl-1064-A1-R4_MC07g08151	MvSl-1064-A1-R4_MC07	Chr07	1539517	1541135	0.336728998230396
MvSl-1064-A1-R4_MC07g08153	MvSl-1064-A1-R4_MC07	Chr07	1543368	1544057	1.12192385826
MvSl-1064-A1-R4_MC07g08154	MvSl-1064-A1-R4_MC07	Chr07	1544654	1545215	0.11708745479309
MvSl-1064-A1-R4_MC07g08155	MvSl-1064-A1-R4_MC07	Chr07	1545699	1546190	0.0619848363899538
MvSl-1064-A1-R4_MC07g08156	MvSl-1064-A1-R4_MC07	Chr07	1546400	1547547	0.150382974203006
MvSl-1064-A1-R4_MC07g08157	MvSl-1064-A1-R4_MC07	Chr07	1548170	1548808	0.114517798436095
MvSl-1064-A1-R4_MC07g08158	MvSl-1064-A1-R4_MC07	Chr07	1548928	1549206	0.0886295360177631
MvSl-1064-A1-R4_MC07g08159	MvSl-1064-A1-R4_MC07	Chr07	1550076	1551727	-0.228626114593632
MvSl-1064-A1-R4_MC07g08160	MvSl-1064-A1-R4_MC07	Chr07	1552754	1553816	-0.0391346274110562
MvSl-1064-A1-R4_MC07g08161	MvSl-1064-A1-R4_MC07	Chr07	1555300	1555873	0.418248164257266
MvSl-1064-A1-R4_MC07g08162	MvSl-1064-A1-R4_MC07	Chr07	1556097	1557967	-0.0449642777475039
MvSl-1064-A1-R4_MC07g08163	MvSl-1064-A1-R4_MC07	Chr07	1559326	1561110	-0.215042560913352
MvSl-1064-A1-R4_MC07g08164	MvSl-1064-A1-R4_MC07	Chr07	1563276	1564739	-0.164187669716492
MvSl-1064-A1-R4_MC07g08165	MvSl-1064-A1-R4_MC07	Chr07	1564998	1568167	0.165099316702837
MvSl-1064-A1-R4_MC07g08166	MvSl-1064-A1-R4_MC07	Chr07	1568259	1571553	0.123122763971908
MvSl-1064-A1-R4_MC07g08167	MvSl-1064-A1-R4_MC07	Chr07	1571673	1574562	-0.472802018343726
MvSl-1064-A1-R4_MC07g08168	MvSl-1064-A1-R4_MC07	Chr07	1574946	1576877	0.0865288165316344
MvSl-1064-A1-R4_MC07g08169	MvSl-1064-A1-R4_MC07	Chr07	1577466	1578410	0.132409826795856
MvSl-1064-A1-R4_MC07g08170	MvSl-1064-A1-R4_MC07	Chr07	1580468	1583068	0.0873963666086522
MvSl-1064-A1-R4_MC07g08171	MvSl-1064-A1-R4_MC07	Chr07	1583861	1584532	0.0655645997009834
MvSl-1064-A1-R4_MC07g08174	MvSl-1064-A1-R4_MC07	Chr07	1584659	1586092	0.103532877192273
