gene	perc	gid	chr	lqqogCPM	logFC.A1.A2	FDR.A1.A2
MvSl-1064-A1-R4_MC07g07711	100.000	MvSl-1064-A1-R4_MC07g07711	Chr07	8.10254697690027	0.219065500810189	0.951416353825256
MvSl-1064-A1-R4_MC07g07714	100.000	MvSl-1064-A1-R4_MC07g07714	Chr07	7.0309041840803	-0.070718261511213	0.999958419202852
MvSl-1064-A1-R4_MC07g07715	100.000	MvSl-1064-A1-R4_MC07g07715	Chr07	3.76614862613514	0.559038025326568	0.610142648148709
MvSl-1064-A1-R4_MC07g07716	100.000	MvSl-1064-A1-R4_MC07g07716	Chr07	5.95407070550859	-0.1147782184202	0.999958419202852
MvSl-1064-A1-R4_MC07g07717	100.000	MvSl-1064-A1-R4_MC07g07717	Chr07	6.98787189606417	0.402821694513158	0.413208032520442
MvSl-1064-A1-R4_MC07g07718	100.000	MvSl-1064-A1-R4_MC07g07718	Chr07	4.71652830181981	0.347476710871983	0.804532152128797
MvSl-1064-A1-R4_MC07g07719	100.000	MvSl-1064-A1-R4_MC07g07719	Chr07	2.44986053958826	-0.454310123842051	0.852659606040017
MvSl-1064-A1-R4_MC07g07720	100.000	MvSl-1064-A1-R4_MC07g07720	Chr07	6.44538422259336	0.0596858377338982	0.999958419202852
MvSl-1064-A1-R4_MC07g07721	100.000	MvSl-1064-A1-R4_MC07g07721	Chr07	5.33737228406465	0.093628376507216	0.999958419202852
MvSl-1064-A1-R4_MC07g07722	100.000	MvSl-1064-A1-R4_MC07g07722	Chr07	2.92347107656545	-0.486598799862252	0.76357306196224
MvSl-1064-A1-R4_MC07g07723	100.000	MvSl-1064-A1-R4_MC07g07723	Chr07	6.47060485937096	-0.169127977449718	0.985919017348943
MvSl-1064-A1-R4_MC07g07724	100.000	MvSl-1064-A1-R4_MC07g07724	Chr07	5.08705731592722	0.274008688122563	0.869578653345707
MvSl-1064-A1-R4_MC07g07725	100.000	MvSl-1064-A1-R4_MC07g07725	Chr07	8.08907081764607	0.19461417667058	0.98298627667505
MvSl-1064-A1-R4_MC07g07726	100.000	MvSl-1064-A1-R4_MC07g07726	Chr07	7.47405603861725	0.150823825756592	0.999958419202852
MvSl-1064-A1-R4_MC07g07727	100.000	MvSl-1064-A1-R4_MC07g07727	Chr07	8.14870837922205	-0.0562203627835769	0.999958419202852
MvSl-1064-A1-R4_MC07g07728	100.000	MvSl-1064-A1-R4_MC07g07728	Chr07	3.1529834836638	-0.433571782527617	0.837097681402105
MvSl-1064-A1-R4_MC07g07729	100.000	MvSl-1064-A1-R4_MC07g07729	Chr07	2.79131770060807	-0.0698469567672713	0.999958419202852
MvSl-1064-A1-R4_MC07g07730	100.000	MvSl-1064-A1-R4_MC07g07730	Chr07	5.48563766541866	0.0690918912252926	0.999958419202852
MvSl-1064-A1-R4_MC07g07731	100.000	MvSl-1064-A1-R4_MC07g07731	Chr07	6.33856286440747	0.238446067252333	0.836808331178939
MvSl-1064-A1-R4_MC07g07732	100.000	MvSl-1064-A1-R4_MC07g07732	Chr07	7.10853436780337	-0.132727029520219	0.999958419202852
MvSl-1064-A1-R4_MC07g07734	100.000	MvSl-1064-A1-R4_MC07g07734	Chr07	6.91720080200238	-0.379557493565812	0.418578881101168
MvSl-1064-A1-R4_MC07g07735	100.000	MvSl-1064-A1-R4_MC07g07735	Chr07	9.67784283358861	0.0296805675808854	0.999958419202852
MvSl-1064-A1-R4_MC07g07736	100.000	MvSl-1064-A1-R4_MC07g07736	Chr07	4.66573553354049	-0.0859614543608162	0.999958419202852
MvSl-1064-A1-R4_MC07g07737	100.000	MvSl-1064-A1-R4_MC07g07737	Chr07	7.73833260189247	0.0442888041764324	0.999958419202852
MvSl-1064-A1-R4_MC07g07738	100.000	MvSl-1064-A1-R4_MC07g07738	Chr07	7.88070840489386	-0.113085799448416	0.999958419202852
MvSl-1064-A1-R4_MC07g07741	100.000	MvSl-1064-A1-R4_MC07g07741	Chr07	9.18239413200626	0.104629267426109	0.999958419202852
MvSl-1064-A1-R4_MC07g07742	100.000	MvSl-1064-A1-R4_MC07g07742	Chr07	8.62425396766642	0.18158360107567	0.999958419202852
MvSl-1064-A1-R4_MC07g07743	100.000	MvSl-1064-A1-R4_MC07g07743	Chr07	8.02127840412847	0.376868301509119	0.71326287903013
MvSl-1064-A1-R4_MC07g07744	100.000	MvSl-1064-A1-R4_MC07g07744	Chr07	6.26061779950464	0.296621583337668	0.679258820278281
MvSl-1064-A1-R4_MC07g07745	100.000	MvSl-1064-A1-R4_MC07g07745	Chr07	6.29007274026037	0.657927056872625	0.340530678156874
MvSl-1064-A1-R4_MC07g07751	100.000	MvSl-1064-A1-R4_MC07g07751	Chr07	1.29650818922732	-0.575783992451101	0.771927846498582
MvSl-1064-A1-R4_MC07g07754	100.000	MvSl-1064-A1-R4_MC07g07754	Chr07	3.28381793487431	-0.0952633085433272	0.999958419202852
MvSl-1064-A1-R4_MC07g07755	100.000	MvSl-1064-A1-R4_MC07g07755	Chr07	6.09512400237174	-0.133369469464001	0.999958419202852
MvSl-1064-A1-R4_MC07g07756	100.000	MvSl-1064-A1-R4_MC07g07756	Chr07	10.4062893647888	0.205899167784791	0.999958419202852
MvSl-1064-A1-R4_MC07g07757	100.000	MvSl-1064-A1-R4_MC07g07757	Chr07	6.29127941683211	0.229233296142964	0.861602436731124
MvSl-1064-A1-R4_MC07g07758	100.000	MvSl-1064-A1-R4_MC07g07758	Chr07	8.07028327510987	-0.373556072073509	0.755032352853083
MvSl-1064-A1-R4_MC07g07759	100.000	MvSl-1064-A1-R4_MC07g07759	Chr07	5.91684703327105	0.02334584318382	0.999958419202852
MvSl-1064-A1-R4_MC07g07760	100.000	MvSl-1064-A1-R4_MC07g07760	Chr07	6.22125841529631	-0.145567138559269	0.999958419202852
MvSl-1064-A1-R4_MC07g07761	100.000	MvSl-1064-A1-R4_MC07g07761	Chr07	5.75123010081211	0.0593581816742578	0.999958419202852
MvSl-1064-A1-R4_MC07g07762	100.000	MvSl-1064-A1-R4_MC07g07762	Chr07	7.12911111807363	0.113903558244883	0.999958419202852
MvSl-1064-A1-R4_MC07g07763	100.000	MvSl-1064-A1-R4_MC07g07763	Chr07	6.80366795007059	0.171918274083996	0.969431244023445
MvSl-1064-A1-R4_MC07g07764	100.000	MvSl-1064-A1-R4_MC07g07764	Chr07	7.1274305122444	-0.0399583653212086	0.999958419202852
MvSl-1064-A1-R4_MC07g07765	100.000	MvSl-1064-A1-R4_MC07g07765	Chr07	6.11224715862809	0.161628745257319	0.999958419202852
MvSl-1064-A1-R4_MC07g07766	100.000	MvSl-1064-A1-R4_MC07g07766	Chr07	4.5828344523718	-0.182903273355113	0.999958419202852
MvSl-1064-A1-R4_MC07g07767	100.000	MvSl-1064-A1-R4_MC07g07767	Chr07	2.21821181857905	-0.229114697016411	0.999958419202852
MvSl-1064-A1-R4_MC07g07768	100.000	MvSl-1064-A1-R4_MC07g07768	Chr07	7.40582516997338	0.288638313381435	0.762595893428536
MvSl-1064-A1-R4_MC07g07769	100.000	MvSl-1064-A1-R4_MC07g07769	Chr07	6.75691598880959	-0.080308785224858	0.999958419202852
MvSl-1064-A1-R4_MC07g07770	100.000	MvSl-1064-A1-R4_MC07g07770	Chr07	5.91530358210993	0.0213290826824692	0.999958419202852
MvSl-1064-A1-R4_MC07g07772	100.000	MvSl-1064-A1-R4_MC07g07772	Chr07	6.89645375532445	-0.246851427606954	0.816153424739678
MvSl-1064-A1-R4_MC07g07773	100.000	MvSl-1064-A1-R4_MC07g07773	Chr07	6.7501190573282	0.00266512879605229	0.999958419202852
MvSl-1064-A1-R4_MC07g07774	100.000	MvSl-1064-A1-R4_MC07g07774	Chr07	1.25621234990799	0.42228891660298	0.969431244023445
MvSl-1064-A1-R4_MC07g07775	100.000	MvSl-1064-A1-R4_MC07g07775	Chr07	4.74930375607169	-0.233942665468552	0.953597750818401
MvSl-1064-A1-R4_MC07g07776	100.000	MvSl-1064-A1-R4_MC07g07776	Chr07	2.80919689698145	-0.47168760149463	0.781615122913872
MvSl-1064-A1-R4_MC07g07779	100.000	MvSl-1064-A1-R4_MC07g07779	Chr07	3.68993519217862	0.139137184916186	0.999958419202852
MvSl-1064-A1-R4_MC07g07780	100.000	MvSl-1064-A1-R4_MC07g07780	Chr07	3.43574689911866	-0.108119269905124	0.999958419202852
MvSl-1064-A1-R4_MC07g07781	100.000	MvSl-1064-A1-R4_MC07g07781	Chr07	3.98514432269448	-0.0329865193237877	0.999958419202852
MvSl-1064-A1-R4_MC07g07782	100.000	MvSl-1064-A1-R4_MC07g07782	Chr07	5.16113192117189	-0.0213046937986474	0.999958419202852
MvSl-1064-A1-R4_MC07g07783	100.000	MvSl-1064-A1-R4_MC07g07783	Chr07	3.45764557416475	-0.172300711163965	0.999958419202852
MvSl-1064-A1-R4_MC07g07784	100.000	MvSl-1064-A1-R4_MC07g07784	Chr07	5.123831750027	0.0428025884465087	0.999958419202852
MvSl-1064-A1-R4_MC07g07785	100.000	MvSl-1064-A1-R4_MC07g07785	Chr07	8.72150900523373	0.000908103628751373	0.999967089573148
MvSl-1064-A1-R4_MC07g07786	100.000	MvSl-1064-A1-R4_MC07g07786	Chr07	7.21377200665757	-0.601353854642362	0.237249022106018
MvSl-1064-A1-R4_MC07g07787	100.000	MvSl-1064-A1-R4_MC07g07787	Chr07	1.68566739474572	0.142455607708126	0.999958419202852
MvSl-1064-A1-R4_MC07g07788	100.000	MvSl-1064-A1-R4_MC07g07788	Chr07	3.21549953492558	0.242800272355121	0.999958419202852
MvSl-1064-A1-R4_MC07g07789	100.000	MvSl-1064-A1-R4_MC07g07789	Chr07	3.13057678243196	-0.028638863096384	0.999958419202852
MvSl-1064-A1-R4_MC07g07790	100.000	MvSl-1064-A1-R4_MC07g07790	Chr07	2.37392775357839	0.127608146930116	0.999958419202852
MvSl-1064-A1-R4_MC07g07791	100.000	MvSl-1064-A1-R4_MC07g07791	Chr07	1.43321225556333	-0.260656042322518	0.999958419202852
MvSl-1064-A1-R4_MC07g07792	100.000	MvSl-1064-A1-R4_MC07g07792	Chr07	6.57439615694484	0.236680514631513	0.866323254664867
MvSl-1064-A1-R4_MC07g07793	100.000	MvSl-1064-A1-R4_MC07g07793	Chr07	8.57212509252753	0.286718696005265	0.892421026521823
MvSl-1064-A1-R4_MC07g07794	100.000	MvSl-1064-A1-R4_MC07g07794	Chr07	5.25462454858454	0.103123005987663	0.999958419202852
MvSl-1064-A1-R4_MC07g07795	100.000	MvSl-1064-A1-R4_MC07g07795	Chr07	5.29985344002581	0.00451885850471359	0.999958419202852
MvSl-1064-A1-R4_MC07g07796	100.000	MvSl-1064-A1-R4_MC07g07796	Chr07	4.91113532997485	-0.0787561713305872	0.999958419202852
MvSl-1064-A1-R4_MC07g07797	100.000	MvSl-1064-A1-R4_MC07g07797	Chr07	7.1188640391924	0.0398919963374218	0.999958419202852
MvSl-1064-A1-R4_MC07g07798	100.000	MvSl-1064-A1-R4_MC07g07798	Chr07	6.57310539718762	-0.0250533660983753	0.999958419202852
MvSl-1064-A1-R4_MC07g07799	100.000	MvSl-1064-A1-R4_MC07g07799	Chr07	4.84092752226592	-0.128154514971047	0.999958419202852
MvSl-1064-A1-R4_MC07g07800	100.000	MvSl-1064-A1-R4_MC07g07800	Chr07	4.61669765723715	0.192588761765147	0.999958419202852
MvSl-1064-A1-R4_MC07g07801	100.000	MvSl-1064-A1-R4_MC07g07801	Chr07	6.97627898881707	0.109846845998015	0.999958419202852
MvSl-1064-A1-R4_MC07g07802	100.000	MvSl-1064-A1-R4_MC07g07802	Chr07	3.49119477328453	-0.0947178346799153	0.999958419202852
MvSl-1064-A1-R4_MC07g07803	100.000	MvSl-1064-A1-R4_MC07g07803	Chr07	6.37551374694734	-0.0252190672373554	0.999958419202852
MvSl-1064-A1-R4_MC07g07804	100.000	MvSl-1064-A1-R4_MC07g07804	Chr07	3.84583468675388	0.17363013830721	0.999958419202852
MvSl-1064-A1-R4_MC07g07805	100.000	MvSl-1064-A1-R4_MC07g07805	Chr07	5.92454231292069	-0.00940922650888777	0.999958419202852
MvSl-1064-A1-R4_MC07g07806	100.000	MvSl-1064-A1-R4_MC07g07806	Chr07	5.58574969139625	-0.500128724799501	0.240331052949716
MvSl-1064-A1-R4_MC07g07807	100.000	MvSl-1064-A1-R4_MC07g07807	Chr07	9.23982491981375	0.398479742300586	0.943678543309869
MvSl-1064-A1-R4_MC07g07808	100.000	MvSl-1064-A1-R4_MC07g07808	Chr07	5.80142023178424	0.441837836552524	0.646174243988599
MvSl-1064-A1-R4_MC07g07809	100.000	MvSl-1064-A1-R4_MC07g07809	Chr07	11.4180704300367	0.411050805015157	0.945084765505755
MvSl-1064-A1-R4_MC07g07810	100.000	MvSl-1064-A1-R4_MC07g07810	Chr07	3.77437711672949	-0.161766809897296	0.999958419202852
MvSl-1064-A1-R4_MC07g07811	100.000	MvSl-1064-A1-R4_MC07g07811	Chr07	2.79998418789229	0.358198832144477	0.970176644054378
MvSl-1064-A1-R4_MC07g07812	100.000	MvSl-1064-A1-R4_MC07g07812	Chr07	5.44652524638026	0.0489244363746521	0.999958419202852
MvSl-1064-A1-R4_MC07g07813	100.000	MvSl-1064-A1-R4_MC07g07813	Chr07	7.0289746587655	0.117489736873601	0.999958419202852
MvSl-1064-A1-R4_MC07g07814	100.000	MvSl-1064-A1-R4_MC07g07814	Chr07	5.61885578107027	0.212539464983916	0.979464615686792
MvSl-1064-A1-R4_MC07g07815	100.000	MvSl-1064-A1-R4_MC07g07815	Chr07	4.67696013441156	-0.104282033897232	0.999958419202852
MvSl-1064-A1-R4_MC07g07816	100.000	MvSl-1064-A1-R4_MC07g07816	Chr07	3.16186574331275	-0.559716161537221	0.55710441647933
MvSl-1064-A1-R4_MC07g07817	100.000	MvSl-1064-A1-R4_MC07g07817	Chr07	6.00173819941312	0.0770073250889935	0.999958419202852
MvSl-1064-A1-R4_MC07g07818	100.000	MvSl-1064-A1-R4_MC07g07818	Chr07	6.76014228530541	0.199547581853655	0.926704533851985
MvSl-1064-A1-R4_MC07g07819	100.000	MvSl-1064-A1-R4_MC07g07819	Chr07	3.97506033313551	-0.487238596520578	0.620996616257366
MvSl-1064-A1-R4_MC07g07820	100.000	MvSl-1064-A1-R4_MC07g07820	Chr07	5.26064283675401	0.20667294430138	0.969431244023445
MvSl-1064-A1-R4_MC07g07821	100.000	MvSl-1064-A1-R4_MC07g07821	Chr07	8.67719391979942	-0.027006681938139	0.999958419202852
MvSl-1064-A1-R4_MC07g07822	100.000	MvSl-1064-A1-R4_MC07g07822	Chr07	5.65768511739836	-0.400685845451636	0.495517227305534
MvSl-1064-A1-R4_MC07g07823	100.000	MvSl-1064-A1-R4_MC07g07823	Chr07	5.69563026022507	0.0730228421351017	0.999958419202852
MvSl-1064-A1-R4_MC07g07824	100.000	MvSl-1064-A1-R4_MC07g07824	Chr07	6.98839730298807	0.514082424314486	0.152559306475283
MvSl-1064-A1-R4_MC07g07825	100.000	MvSl-1064-A1-R4_MC07g07825	Chr07	2.24317079716826	-0.663298591652391	0.641260075879276
MvSl-1064-A1-R4_MC07g07826	100.000	MvSl-1064-A1-R4_MC07g07826	Chr07	7.47457863915616	-0.0348452109839479	0.999958419202852
MvSl-1064-A1-R4_MC07g07827	100.000	MvSl-1064-A1-R4_MC07g07827	Chr07	6.99804142440969	-0.00562429702679216	0.999958419202852
MvSl-1064-A1-R4_MC07g07828	100.000	MvSl-1064-A1-R4_MC07g07828	Chr07	4.93459984265492	0.00399730029188799	0.999958419202852
MvSl-1064-A1-R4_MC07g07829	100.000	MvSl-1064-A1-R4_MC07g07829	Chr07	4.99229070963774	0.339961919032674	0.779702415685909
MvSl-1064-A1-R4_MC07g07830	100.000	MvSl-1064-A1-R4_MC07g07830	Chr07	8.51657073765054	-0.41393319284002	0.707465373225716
MvSl-1064-A1-R4_MC07g07831	100.000	MvSl-1064-A1-R4_MC07g07831	Chr07	5.24051948392323	0.0914881345849311	0.999958419202852
MvSl-1064-A1-R4_MC07g07832	100.000	MvSl-1064-A1-R4_MC07g07832	Chr07	4.57752515737744	-0.320873349532723	0.853140956352157
MvSl-1064-A1-R4_MC07g07833	100.000	MvSl-1064-A1-R4_MC07g07833	Chr07	4.91864762848637	-0.223967194500393	0.97512906377421
MvSl-1064-A1-R4_MC07g07834	100.000	MvSl-1064-A1-R4_MC07g07834	Chr07	5.58361982890977	0.163872289032986	0.999958419202852
MvSl-1064-A1-R4_MC07g07835	100.000	MvSl-1064-A1-R4_MC07g07835	Chr07	2.00942643662338	-1.20102041932467	0.0522122170260938
MvSl-1064-A1-R4_MC07g07836	100.000	MvSl-1064-A1-R4_MC07g07836	Chr07	5.74348363593678	0.253302975242672	0.859012644268271
MvSl-1064-A1-R4_MC07g07837	100.000	MvSl-1064-A1-R4_MC07g07837	Chr07	7.46157427843018	0.151361203816588	0.999958419202852
MvSl-1064-A1-R4_MC07g07838	100.000	MvSl-1064-A1-R4_MC07g07838	Chr07	6.86735666245734	0.101443568955027	0.999958419202852
MvSl-1064-A1-R4_MC07g07839	100.000	MvSl-1064-A1-R4_MC07g07839	Chr07	7.09194269320933	0.291479327441437	0.899550905156857
MvSl-1064-A1-R4_MC07g07840	100.000	MvSl-1064-A1-R4_MC07g07840	Chr07	8.51754651812911	0.458510676231689	0.607811914030037
MvSl-1064-A1-R4_MC07g07841	100.000	MvSl-1064-A1-R4_MC07g07841	Chr07	4.34884270569295	0.140388202716781	0.999958419202852
MvSl-1064-A1-R4_MC07g07842	100.000	MvSl-1064-A1-R4_MC07g07842	Chr07	6.8184992728616	0.122307259350904	0.999958419202852
MvSl-1064-A1-R4_MC07g07843	100.000	MvSl-1064-A1-R4_MC07g07843	Chr07	5.94634494896271	0.158765026676729	0.999958419202852
MvSl-1064-A1-R4_MC07g07844	100.000	MvSl-1064-A1-R4_MC07g07844	Chr07	5.42593062076772	0.343680744548986	0.762595893428536
MvSl-1064-A1-R4_MC07g07846	100.000	MvSl-1064-A1-R4_MC07g07846	Chr07	7.23531223322428	0.0817971417417707	0.999958419202852
MvSl-1064-A1-R4_MC07g07851	100.000	MvSl-1064-A1-R4_MC07g07851	Chr07	2.12289584068889	-1.29560892709823	0.0511880679712269
MvSl-1064-A1-R4_MC07g07852	100.000	MvSl-1064-A1-R4_MC07g07852	Chr07	7.34626215249194	-0.137989214798927	0.999958419202852
MvSl-1064-A1-R4_MC07g07853	100.000	MvSl-1064-A1-R4_MC07g07853	Chr07	1.70555480205743	-0.483269936478073	0.918331899562693
MvSl-1064-A1-R4_MC07g07854	100.000	MvSl-1064-A1-R4_MC07g07854	Chr07	2.28289387331122	0.137940164612226	0.999958419202852
MvSl-1064-A1-R4_MC07g07855	100.000	MvSl-1064-A1-R4_MC07g07855	Chr07	6.62089408834355	0.843074327829665	0.00326022501710856
MvSl-1064-A1-R4_MC07g07856	100.000	MvSl-1064-A1-R4_MC07g07856	Chr07	3.23718235230607	-0.619352981518846	0.530686530080892
MvSl-1064-A1-R4_MC07g07857	100.000	MvSl-1064-A1-R4_MC07g07857	Chr07	6.90220731561161	-0.0246715058294252	0.999958419202852
MvSl-1064-A1-R4_MC07g07858	100.000	MvSl-1064-A1-R4_MC07g07858	Chr07	7.80520303154497	0.0197157276758371	0.999958419202852
MvSl-1064-A1-R4_MC07g07859	100.000	MvSl-1064-A1-R4_MC07g07859	Chr07	5.60233548053548	0.428031619273399	0.548798621003891
MvSl-1064-A1-R4_MC07g07860	100.000	MvSl-1064-A1-R4_MC07g07860	Chr07	6.22179805938986	0.00533241319113293	0.999958419202852
MvSl-1064-A1-R4_MC07g07861	100.000	MvSl-1064-A1-R4_MC07g07861	Chr07	5.58293676902149	0.240267312083491	0.986847619595283
MvSl-1064-A1-R4_MC07g07862	87.755	MvSl-1064-A1-R4_MC07g07862	Chr07	1.83449858372439	-0.513845724711077	0.837160439754779
MvSl-1064-A1-R4_MC07g07863	100.000	MvSl-1064-A1-R4_MC07g07863	Chr07	4.85881539991854	0.262072007476286	0.921602793703216
MvSl-1064-A1-R4_MC07g07864	100.000	MvSl-1064-A1-R4_MC07g07864	Chr07	6.00183832860091	0.128793158511978	0.999958419202852
MvSl-1064-A1-R4_MC07g07865	100.000	MvSl-1064-A1-R4_MC07g07865	Chr07	5.39534349966704	-0.0428972176147404	0.999958419202852
MvSl-1064-A1-R4_MC07g07866	100.000	MvSl-1064-A1-R4_MC07g07866	Chr07	5.31054365084827	0.0258611664899064	0.999958419202852
MvSl-1064-A1-R4_MC07g07867	100.000	MvSl-1064-A1-R4_MC07g07867	Chr07	8.89250123673184	0.219701409921379	0.988867199848635
MvSl-1064-A1-R4_MC07g07868	100.000	MvSl-1064-A1-R4_MC07g07868	Chr07	5.01185863722783	-0.608100327665666	0.243513104414183
MvSl-1064-A1-R4_MC07g07869	100.000	MvSl-1064-A1-R4_MC07g07869	Chr07	11.8581913029469	-0.8084422796831	0.692423896659414
MvSl-1064-A1-R4_MC07g07870	100.000	MvSl-1064-A1-R4_MC07g07870	Chr07	7.43195444928805	-0.539045709814207	0.200283178327093
MvSl-1064-A1-R4_MC07g07871	100.000	MvSl-1064-A1-R4_MC07g07871	Chr07	4.11340127846319	-0.652261197115812	0.344348585810502
MvSl-1064-A1-R4_MC07g07872	100.000	MvSl-1064-A1-R4_MC07g07872	Chr07	5.19799642244085	0.0218695381138957	0.999958419202852
MvSl-1064-A1-R4_MC07g07873	100.000	MvSl-1064-A1-R4_MC07g07873	Chr07	5.60675538067217	-0.0398825863096264	0.999958419202852
MvSl-1064-A1-R4_MC07g07874	100.000	MvSl-1064-A1-R4_MC07g07874	Chr07	6.48007645403835	0.0982578639002275	0.999958419202852
MvSl-1064-A1-R4_MC07g07875	100.000	MvSl-1064-A1-R4_MC07g07875	Chr07	6.77249460102881	0.13232427542358	0.999958419202852
MvSl-1064-A1-R4_MC07g07876	100.000	MvSl-1064-A1-R4_MC07g07876	Chr07	5.11530551822675	0.302277239800599	0.8497829776778
MvSl-1064-A1-R4_MC07g07877	100.000	MvSl-1064-A1-R4_MC07g07877	Chr07	5.56017132948114	-0.0858588211955849	0.999958419202852
MvSl-1064-A1-R4_MC07g07878	100.000	MvSl-1064-A1-R4_MC07g07878	Chr07	6.80165059424959	-0.204608216953937	0.945084765505755
MvSl-1064-A1-R4_MC07g07879	100.000	MvSl-1064-A1-R4_MC07g07879	Chr07	7.26186111369173	0.067674876163995	0.999958419202852
MvSl-1064-A1-R4_MC07g07880	100.000	MvSl-1064-A1-R4_MC07g07880	Chr07	7.5508948058672	-0.00605792501366804	0.999958419202852
MvSl-1064-A1-R4_MC07g07881	100.000	MvSl-1064-A1-R4_MC07g07881	Chr07	5.99136560714968	0.133634002268941	0.999958419202852
MvSl-1064-A1-R4_MC07g07882	100.000	MvSl-1064-A1-R4_MC07g07882	Chr07	4.6910405666131	-0.517766250278664	0.403114258757013
MvSl-1064-A1-R4_MC07g07883	100.000	MvSl-1064-A1-R4_MC07g07883	Chr07	5.86246602607519	-0.218334295177294	0.96231817891206
MvSl-1064-A1-R4_MC07g07884	100.000	MvSl-1064-A1-R4_MC07g07884	Chr07	6.35071743919439	-0.0571685960261965	0.999958419202852
MvSl-1064-A1-R4_MC07g07885	100.000	MvSl-1064-A1-R4_MC07g07885	Chr07	4.86123072559605	-0.56585101329873	0.311859567908477
MvSl-1064-A1-R4_MC07g07887	100.000	MvSl-1064-A1-R4_MC07g07887	Chr07	2.55240631600564	-0.319476998809705	0.999958419202852
MvSl-1064-A1-R4_MC07g07888	100.000	MvSl-1064-A1-R4_MC07g07888	Chr07	4.0844218054257	0.293831134370726	0.955582619676638
MvSl-1064-A1-R4_MC07g07889	100.000	MvSl-1064-A1-R4_MC07g07889	Chr07	1.94731026131729	0.225275956937659	0.999958419202852
MvSl-1064-A1-R4_MC07g07890	100.000	MvSl-1064-A1-R4_MC07g07890	Chr07	4.30608205592198	0.120904099173027	0.999958419202852
MvSl-1064-A1-R4_MC07g07891	100.000	MvSl-1064-A1-R4_MC07g07891	Chr07	4.86834604600969	0.0311922832168224	0.999958419202852
MvSl-1064-A1-R4_MC07g07892	100.000	MvSl-1064-A1-R4_MC07g07892	Chr07	5.42135698637651	0.0730592620970295	0.999958419202852
MvSl-1064-A1-R4_MC07g07893	100.000	MvSl-1064-A1-R4_MC07g07893	Chr07	6.74143156674294	0.529045270999573	0.54170295536497
MvSl-1064-A1-R4_MC07g07894	100.000	MvSl-1064-A1-R4_MC07g07894	Chr07	7.2479562649378	-0.181812189000529	0.969431244023445
MvSl-1064-A1-R4_MC07g07895	100.000	MvSl-1064-A1-R4_MC07g07895	Chr07	2.9853161825754	0.31922216946926	0.999958419202852
MvSl-1064-A1-R4_MC07g07896	100.000	MvSl-1064-A1-R4_MC07g07896	Chr07	5.0394154643991	0.0479205006300044	0.999958419202852
MvSl-1064-A1-R4_MC07g07898	100.000	MvSl-1064-A1-R4_MC07g07898	Chr07	5.43953964284896	-0.0609497538567495	0.999958419202852
MvSl-1064-A1-R4_MC07g07899	100.000	MvSl-1064-A1-R4_MC07g07899	Chr07	5.95920773047707	0.0319568828882208	0.999958419202852
MvSl-1064-A1-R4_MC07g07900	100.000	MvSl-1064-A1-R4_MC07g07900	Chr07	5.53040108993936	-0.060735170392258	0.999958419202852
MvSl-1064-A1-R4_MC07g07901	100.000	MvSl-1064-A1-R4_MC07g07901	Chr07	5.31688115148616	0.0517779404659583	0.999958419202852
MvSl-1064-A1-R4_MC07g07902	100.000	MvSl-1064-A1-R4_MC07g07902	Chr07	7.72676667680598	0.189754191496218	0.971848335048753
MvSl-1064-A1-R4_MC07g07903	100.000	MvSl-1064-A1-R4_MC07g07903	Chr07	7.90734189667439	0.15847244106813	0.999958419202852
MvSl-1064-A1-R4_MC07g07906	100.000	MvSl-1064-A1-R4_MC07g07906	Chr07	10.8428872385309	-0.631959584828139	0.541128175198351
MvSl-1064-A1-R4_MC07g07907	100.000	MvSl-1064-A1-R4_MC07g07907	Chr07	6.23501864332368	0.175755817378115	0.999958419202852
MvSl-1064-A1-R4_MC07g07908	100.000	MvSl-1064-A1-R4_MC07g07908	Chr07	3.97304342629271	0.180107618308251	0.999958419202852
MvSl-1064-A1-R4_MC07g07909	100.000	MvSl-1064-A1-R4_MC07g07909	Chr07	5.80183535002422	0.0931578927962793	0.999958419202852
MvSl-1064-A1-R4_MC07g07910	100.000	MvSl-1064-A1-R4_MC07g07910	Chr07	5.87142985752616	0.238027024638742	0.897463805494089
MvSl-1064-A1-R4_MC07g07911	100.000	MvSl-1064-A1-R4_MC07g07911	Chr07	5.66568991211262	0.00469832406294193	0.999958419202852
MvSl-1064-A1-R4_MC07g07912	100.000	MvSl-1064-A1-R4_MC07g07912	Chr07	5.80908713554593	-0.185681851322564	0.985919017348943
MvSl-1064-A1-R4_MC07g07913	100.000	MvSl-1064-A1-R4_MC07g07913	Chr07	6.87574081623268	0.0174349992945486	0.999958419202852
MvSl-1064-A1-R4_MC07g07914	100.000	MvSl-1064-A1-R4_MC07g07914	Chr07	5.95428218733589	-0.565227055482249	0.105571034380689
MvSl-1064-A1-R4_MC07g07915	100.000	MvSl-1064-A1-R4_MC07g07915	Chr07	9.6081540029755	0.122060453089407	0.999958419202852
MvSl-1064-A1-R4_MC07g07916	100.000	MvSl-1064-A1-R4_MC07g07916	Chr07	5.81420923591258	0.102887034611895	0.999958419202852
MvSl-1064-A1-R4_MC07g07917	100.000	MvSl-1064-A1-R4_MC07g07917	Chr07	7.12452911801199	0.126833634101476	0.999958419202852
MvSl-1064-A1-R4_MC07g07918	100.000	MvSl-1064-A1-R4_MC07g07918	Chr07	1.46741411680504	0.147585199741187	0.999958419202852
