#A_id	B_id	A_length	B_length	A_qcovhsp	B_qcovhsp	length	pident	bitscore
prot:Minter-1389-PBcR_C07g04646	MvSl-1064-A2-R4_MC09g09607	501	552	100	96	529	77.505	766
prot:Minter-1389-PBcR_C07g04647	MvSl-1064-A2-R4_MC09g09602	304	302	99	97	300	83.667	498
prot:Minter-1389-PBcR_C07g04648	MvSl-1064-A2-R4_MC09g09601	1121	1086	99	100	1113	89.937	1966
prot:Minter-1389-PBcR_C07g04649	MvSl-1064-A2-R4_MC09g09600	262	266	100	100	266	83.083	407
prot:Minter-1389-PBcR_C07g04652	MvSl-1064-A2-R4_MC09g09598	736	736	100	100	737	91.859	1317
prot:Minter-1389-PBcR_C07g04653	MvSl-1064-A2-R4_MC09g09597	671	673	100	100	678	90.413	1223
prot:Minter-1389-PBcR_C07g04654	MvSl-1064-A2-R4_MC09g09595	404	406	96	97	419	73.986	615
prot:Minter-1389-PBcR_C07g04655	MvSl-1064-A2-R4_MC09g09592	798	796	100	99	807	70.508	1030
prot:Minter-1389-PBcR_C07g04656	MvSl-1064-A2-R4_MC09g09591	570	569	100	100	570	93.158	1048
prot:Minter-1389-PBcR_C07g04657	MvSl-1064-A2-R4_MC09g09590	266	269	100	100	274	75.912	374
prot:Minter-1389-PBcR_C07g04658	MvSl-1064-A2-R4_MC09g09589	1379	1528	100	90	1379	93.546	2600
prot:Minter-1389-PBcR_C07g04659	MvSl-1064-A2-R4_MC09g09588	1417	1525	92	83	1305	80.460	1917
prot:Minter-1389-PBcR_C07g04660	MvSl-1064-A2-R4_MC09g09587	373	398	100	95	377	88.191	639
prot:Minter-1389-PBcR_C07g04662	MvSl-1064-A2-R4_MC09g09585	412	388	99	99	417	82.254	689
prot:Minter-1389-PBcR_C07g04663	MvSl-1064-A2-R4_MC09g09584	224	195	96	98	214	69.626	251
prot:Minter-1389-PBcR_C07g04664	MvSl-1064-A2-R4_MC09g09583	867	836	100	100	890	80.808	1370
prot:Minter-1389-PBcR_C07g04665	MvSl-1064-A2-R4_MC09g09582	111	116	100	100	116	75.000	128
prot:Minter-1389-PBcR_C07g04666	MvSl-1064-A2-R4_MC09g09581	1307	1277	98	99	1301	90.798	2284
prot:Minter-1389-PBcR_C07g04667	MvSl-1064-A2-R4_MC09g09579	546	525	100	100	582	76.976	842
prot:Minter-1389-PBcR_C07g04669	MvSl-1064-A2-R4_MC09g09578	319	316	99	98	322	74.845	449
prot:Minter-1389-PBcR_C07g04670	MvSl-1064-A2-R4_MC09g09577	648	651	100	100	664	86.145	1099
prot:Minter-1389-PBcR_C07g04671	MvSl-1064-A2-R4_MC09g09576	382	387	90	99	342	75.389	591
prot:Minter-1389-PBcR_C07g04672	MvSl-1064-A2-R4_MC09g09575	161	165	93	99	153	90.850	264
prot:Minter-1389-PBcR_C07g04673	MvSl-1064-A2-R4_MC09g09574	79	82	100	96	79	83.544	138
prot:Minter-1389-PBcR_C07g04674	MvSl-1064-A2-R4_MC09g09573	724	703	100	100	734	77.248	1029
prot:Minter-1389-PBcR_C07g04675	MvSl-1064-A2-R4_MC09g09572	1925	1898	100	100	1965	73.537	2469
prot:Minter-1389-PBcR_C07g04676	MvSl-1064-A2-R4_MC09g09571	718	413	64	100	462	71.429	607
prot:Minter-1389-PBcR_C07g04677	MvSl-1064-A2-R4_MC09g09568	512	614	99	87	556	82.914	931
prot:Minter-1389-PBcR_C07g04678	MvSl-1064-A2-R4_MC09g09567	999	1000	97	95	981	64.944	1244
prot:Minter-1389-PBcR_C07g04679	MvSl-1064-A2-R4_MC09g09566	177	150	84	99	149	88.591	233
prot:Minter-1389-PBcR_C07g04680	MvSl-1064-A2-R4_MC09g09565	369	356	98	99	363	85.124	635
prot:Minter-1389-PBcR_C07g04681	MvSl-1064-A2-R4_MC09g09564	888	877	100	100	920	84.022	1495
prot:Minter-1389-PBcR_C07g04682	MvSl-1064-A2-R4_MC09g09563	267	259	100	100	270	70.370	324
prot:Minter-1389-PBcR_C07g04684	MvSl-1064-A2-R4_MC09g09561	230	224	91	93	214	79.439	288
prot:Minter-1389-PBcR_C07g04685	MvSl-1064-A2-R4_MC09g09560	1149	1168	99	99	1169	83.148	1649
prot:Minter-1389-PBcR_C07g04686	MvSl-1064-A2-R4_MC09g09558	666	642	99	99	662	82.024	1023
prot:Minter-1389-PBcR_C07g04687	MvSl-1064-A2-R4_MC09g09557	457	455	100	100	459	94.553	870
prot:Minter-1389-PBcR_C07g04689	MvSl-1064-A2-R4_MC09g09553	864	890	100	100	916	70.229	1150
prot:Minter-1389-PBcR_C07g04690	MvSl-1064-A2-R4_MC09g09552	724	729	99	99	732	79.508	1113
prot:Minter-1389-PBcR_C07g04691	MvSl-1064-A2-R4_MC09g09551	919	974	98	93	935	76.043	1186
prot:Minter-1389-PBcR_C07g04692	MvSl-1064-A2-R4_MC09g09550	726	749	100	100	750	84.933	1195
prot:Minter-1389-PBcR_C07g04693	MvSl-1064-A2-R4_MC09g09549	684	690	100	100	693	83.405	1137
prot:Minter-1389-PBcR_C07g04695	MvSl-1064-A2-R4_MC09g09547	502	494	99	99	497	80.684	709
prot:Minter-1389-PBcR_C07g04696	MvSl-1064-A2-R4_MC09g09546	762	820	99	99	826	82.567	1316
prot:Minter-1389-PBcR_C07g04698	MvSl-1064-A2-R4_MC09g09545	1008	1515	100	65	1009	90.387	1774
prot:Minter-1389-PBcR_C07g04699	MvSl-1064-A2-R4_MC09g09544	930	942	100	100	945	92.275	1644
prot:Minter-1389-PBcR_C07g04700	MvSl-1064-A2-R4_MC09g09543	397	397	100	100	403	61.538	409
prot:Minter-1389-PBcR_C07g04704	MvSl-1064-A2-R4_MC09g09537	1413	1433	100	100	1443	73.597	1825
prot:Minter-1389-PBcR_C07g04705	MvSl-1064-A2-R4_MC07g08290	2079	2073	99	99	2079	74.699	2993
prot:Minter-1389-PBcR_C07g04706	MvSl-1064-A2-R4_MC09g09532	784	774	100	100	802	78.358	1231
prot:Minter-1389-PBcR_C07g04708	MvSl-1064-A2-R4_MC09g09531	303	285	100	100	304	76.316	415
prot:Minter-1389-PBcR_C07g04709	MvSl-1064-A2-R4_MC09g09530	621	584	94	97	588	81.126	909
prot:Minter-1389-PBcR_C07g04710	MvSl-1064-A2-R4_MC09g09529	592	589	100	99	592	92.736	1132
prot:Minter-1389-PBcR_C07g04711	MvSl-1064-A2-R4_MC09g09528	199	201	89	88	177	87.006	313
prot:Minter-1389-PBcR_C07g04712	MvSl-1064-A2-R4_MC09g09527	473	488	98	100	493	76.673	700
prot:Minter-1389-PBcR_C07g04713	MvSl-1064-A2-R4_MC09g09526	154	142	93	100	145	64.138	102
prot:Minter-1389-PBcR_C07g04714	MvSl-1064-A2-R4_MC09g09525	1225	1221	100	100	1239	67.958	1216
prot:Minter-1389-PBcR_C07g04718	MvSl-1064-A2-R4_MC09g09513	88	135	100	64	90	68.889	108
prot:Minter-1389-PBcR_C07g04719	MvSl-1064-A2-R4_MC09g09512	512	537	95	91	495	77.374	645
prot:Minter-1389-PBcR_C07g04721	MvSl-1064-A2-R4_MC09g09510	614	626	99	99	625	82.080	952
prot:Minter-1389-PBcR_C07g04722	MvSl-1064-A2-R4_MC09g09509	315	354	100	99	354	69.774	474
prot:Minter-1389-PBcR_C07g04723	MvSl-1064-A2-R4_MC09g09508	1508	1508	100	100	1516	86.148	2704
prot:Minter-1389-PBcR_C07g04727	MvSl-1064-A2-R4_MC09g09507	548	662	100	86	568	91.725	1056
prot:Minter-1389-PBcR_C07g04728	MvSl-1064-A2-R4_MC09g09506	366	352	100	86	366	77.322	543
prot:Minter-1389-PBcR_C07g04729	MvSl-1064-A2-R4_MC09g09505	844	867	99	99	874	84.897	1459
prot:Minter-1389-PBcR_C07g04730	MvSl-1064-A2-R4_MC09g09504	277	287	100	100	287	80.836	404
prot:Minter-1389-PBcR_C07g04731	MvSl-1064-A2-R4_MC09g09503	372	382	96	87	366	71.585	409
prot:Minter-1389-PBcR_C07g04732	MvSl-1064-A2-R4_MC09g09502	165	152	100	100	165	87.879	279
prot:Minter-1389-PBcR_C07g04733	MvSl-1064-A2-R4_MC09g09501	307	332	100	100	344	60.000	305
prot:Minter-1389-PBcR_C07g04734	MvSl-1064-A2-R4_MC09g09500	600	600	100	100	600	93.167	1137
prot:Minter-1389-PBcR_C07g04735	MvSl-1064-A2-R4_MC09g09499	719	718	100	100	719	88.472	1249
prot:Minter-1389-PBcR_C07g04736	MvSl-1064-A2-R4_MC09g09498	237	265	100	87	232	63.197	261
prot:Minter-1389-PBcR_C07g04737	MvSl-1064-A2-R4_MC09g09497	868	924	100	99	940	76.915	1336
prot:Minter-1389-PBcR_C07g04739	MvSl-1064-A2-R4_MC09g09495	551	562	100	100	563	91.297	1017
prot:Minter-1389-PBcR_C07g04740	MvSl-1064-A2-R4_MC09g09494	428	443	100	99	442	80.995	692
prot:Minter-1389-PBcR_C07g04742	MvSl-1064-A2-R4_MC09g09493	158	154	100	100	158	85.443	251
prot:Minter-1389-PBcR_C07g04743	MvSl-1064-A2-R4_MC09g09492	449	437	90	91	407	75.000	434
prot:Minter-1389-PBcR_C07g04744	MvSl-1064-A2-R4_MC09g09489	482	495	97	96	472	79.325	587
prot:Minter-1389-PBcR_C07g04745	MvSl-1064-A2-R4_MC09g09488	853	840	100	100	866	73.788	1246
prot:Minter-1389-PBcR_C07g04746	MvSl-1064-A2-R4_MC09g09487	967	959	100	100	967	81.489	1585
prot:Minter-1389-PBcR_C07g04747	MvSl-1064-A2-R4_MC09g09486	588	562	91	91	533	88.368	912
prot:Minter-1389-PBcR_C07g04748	MvSl-1064-A2-R4_MC09g09485	2118	2143	99	97	2074	88.049	3614
prot:Minter-1389-PBcR_C07g04749	MvSl-1064-A2-R4_MC09g09484	348	324	100	100	358	73.184	460
prot:Minter-1389-PBcR_C07g04750	MvSl-1064-A2-R4_MC09g09483	462	445	85	88	402	73.134	439
prot:Minter-1389-PBcR_C07g04753	MvSl-1064-A2-R4_MC09g09482	664	643	82	94	594	80.471	919
prot:Minter-1389-PBcR_C07g04754	MvSl-1064-A2-R4_MC09g09480	106	106	100	100	106	95.283	182
prot:Minter-1389-PBcR_C07g04755	MvSl-1064-A2-R4_MC09g09479	490	493	100	100	493	85.801	764
prot:Minter-1389-PBcR_C07g04756	MvSl-1064-A2-R4_MC09g09478	433	448	99	99	448	86.830	790
prot:Minter-1389-PBcR_C07g04757	MvSl-1064-A2-R4_MC09g09477	627	606	92	91	561	83.932	939
prot:Minter-1389-PBcR_C07g04758	MvSl-1064-A2-R4_MC09g09476	256	272	100	100	272	93.382	496
prot:Minter-1389-PBcR_C07g04759	MvSl-1064-A2-R4_MC09g09475	485	513	99	100	513	78.363	677
prot:Minter-1389-PBcR_C07g04760	MvSl-1064-A2-R4_MC09g09474	205	213	100	100	223	84.753	353
prot:Minter-1389-PBcR_C07g04762	MvSl-1064-A2-R4_MC09g09472	2171	2411	97	88	2171	82.450	3089
prot:Minter-1389-PBcR_C07g04764	MvSl-1064-A2-R4_MC09g09471	1204	1197	100	100	1210	86.694	1855
prot:Minter-1389-PBcR_C07g04765	MvSl-1064-A2-R4_MC09g09470	1143	1122	100	100	1150	90.000	2060
prot:Minter-1389-PBcR_C07g04766	MvSl-1064-A2-R4_MC09g09468	189	197	99	97	192	81.771	297
prot:Minter-1389-PBcR_C07g04767	MvSl-1064-A2-R4_MC09g09467	189	238	100	100	238	68.067	286
prot:Minter-1389-PBcR_C07g04768	MvSl-1064-A2-R4_MC09g09466	845	823	99	77	675	61.407	657
prot:Minter-1389-PBcR_C07g04769	MvSl-1064-A2-R4_MC09g09464	278	268	97	99	292	78.767	412
prot:Minter-1389-PBcR_C07g04770	MvSl-1064-A2-R4_MC09g09463	189	189	100	100	189	94.180	371
prot:Minter-1389-PBcR_C07g04774	MvSl-1064-A2-R4_MC09g09458	579	571	99	99	576	84.549	991
prot:Minter-1389-PBcR_C07g04776	MvSl-1064-A2-R4_MC09g09456	671	677	100	100	679	92.784	1244
prot:Minter-1389-PBcR_C07g04777	MvSl-1064-A2-R4_MC09g09455	576	564	97	99	593	79.764	941
prot:Minter-1389-PBcR_C07g04779	MvSl-1064-A2-R4_MC09g09451	671	674	100	100	674	83.531	1038
prot:Minter-1389-PBcR_C07g04780	MvSl-1064-A2-R4_MC09g09449	459	450	100	100	461	85.249	684
prot:Minter-1389-PBcR_C07g04781	MvSl-1064-A2-R4_MC09g09447	1169	1253	99	93	1169	85.372	1899
prot:Minter-1389-PBcR_C07g04782	MvSl-1064-A2-R4_MC09g09446	527	559	100	100	559	87.657	946
prot:Minter-1389-PBcR_C07g04783	MvSl-1064-A2-R4_MC09g09445	826	826	94	100	812	74.242	1207
prot:Minter-1389-PBcR_C07g04784	MvSl-1064-A2-R4_MC09g09444	376	376	100	100	377	91.777	659
prot:Minter-1389-PBcR_C07g04785	MvSl-1064-A2-R4_MC09g09443	86	112	100	100	112	74.107	159
prot:Minter-1389-PBcR_C07g04789	MvSl-1064-A2-R4_MC09g09439	608	615	89	99	591	72.250	872
prot:Minter-1389-PBcR_C07g04790	MvSl-1064-A2-R4_MC09g09438	1292	1328	98	97	1289	71.451	1637
prot:Minter-1389-PBcR_C07g04791	MvSl-1064-A2-R4_MC09g09437	65	121	97	63	76	73.684	112
prot:Minter-1389-PBcR_C07g04792	MvSl-1064-A2-R4_MC09g09436	460	450	97	99	447	87.472	791
prot:Minter-1389-PBcR_C07g04793	MvSl-1064-A2-R4_MC09g09435	791	814	99	99	817	82.375	1343
prot:Minter-1389-PBcR_C07g04794	MvSl-1064-A2-R4_MC09g09434	428	414	100	100	458	68.777	575
prot:Minter-1389-PBcR_C07g04796	MvSl-1064-A2-R4_MC09g09433	1640	1085	65	98	1065	80.563	1652
prot:Minter-1389-PBcR_C07g04798	MvSl-1064-A2-R4_MC09g09429	549	546	99	99	552	82.971	850
prot:Minter-1389-PBcR_C07g04799	MvSl-1064-A2-R4_MC09g09428	224	222	98	99	219	89.498	389
prot:Minter-1389-PBcR_C07g04800	MvSl-1064-A2-R4_MC09g09427	820	804	100	100	827	84.039	1207
prot:Minter-1389-PBcR_C07g04801	MvSl-1064-A2-R4_MC09g09426	867	883	99	98	869	73.619	1013
prot:Minter-1389-PBcR_C07g04802	MvSl-1064-A2-R4_MC09g09425	1312	1185	92	97	1221	76.710	1392
prot:Minter-1389-PBcR_C07g04803	MvSl-1064-A2-R4_MC09g09424	2215	2148	98	99	2200	81.182	3225
prot:Minter-1389-PBcR_C07g04804	MvSl-1064-A2-R4_MC09g09422	585	560	100	100	587	87.053	1008
prot:Minter-1389-PBcR_C07g04805	MvSl-1064-A2-R4_MC09g09421	1058	1130	100	100	1130	88.319	1989
prot:Minter-1389-PBcR_C07g04807	MvSl-1064-A2-R4_MC09g09417	197	196	100	100	197	91.878	333
prot:Minter-1389-PBcR_C07g04808	MvSl-1064-A2-R4_MC09g09416	556	560	100	100	560	91.607	959
prot:Minter-1389-PBcR_C07g04809	MvSl-1064-A2-R4_MC09g09415	701	743	99	92	698	89.971	1037
prot:Minter-1389-PBcR_C07g04810	MvSl-1064-A2-R4_MC09g09414	517	508	100	96	487	86.486	839
prot:Minter-1389-PBcR_C07g04811	MvSl-1064-A2-R4_MC09g09413	477	490	100	100	490	81.020	788
prot:Minter-1389-PBcR_C07g04812	MvSl-1064-A2-R4_MC09g09412	551	563	100	100	588	82.823	993
prot:Minter-1389-PBcR_C07g04813	MvSl-1064-A2-R4_MC09g09411	716	709	100	100	720	86.111	1129
prot:Minter-1389-PBcR_C07g04814	MvSl-1064-A2-R4_MC09g09410	798	830	99	99	831	84.356	1246
prot:Minter-1389-PBcR_C07g04815	MvSl-1064-A2-R4_MC09g09409	586	582	99	99	621	79.710	865
prot:Minter-1389-PBcR_C07g04816	MvSl-1064-A2-R4_MC09g09408	419	441	100	100	449	75.501	598
prot:Minter-1389-PBcR_C07g04817	MvSl-1064-A2-R4_MC09g09407	521	444	86	99	466	63.734	461
prot:Minter-1389-PBcR_C07g04818	MvSl-1064-A2-R4_MC09g09401	343	345	99	98	345	81.159	486
prot:Minter-1389-PBcR_C07g04820	MvSl-1064-A2-R4_MC09g09399	1048	1107	100	100	1119	79.088	1612
prot:Minter-1389-PBcR_C07g04821	MvSl-1064-A2-R4_MC09g09398	726	728	100	99	727	90.922	1375
prot:Minter-1389-PBcR_C07g04822	MvSl-1064-A2-R4_MC09g09396	629	603	100	100	630	81.905	1031
prot:Minter-1389-PBcR_C07g04823	MvSl-1064-A2-R4_MC09g09394	571	521	88	100	522	81.992	857
prot:Minter-1389-PBcR_C07g04824	MvSl-1064-A2-R4_MC09g09393	696	471	68	99	477	81.551	638
prot:Minter-1389-PBcR_C07g04825	MvSl-1064-A2-R4_MC09g09390	244	243	100	100	244	93.443	469
prot:Minter-1389-PBcR_C07g04828	MvSl-1064-A2-R4_MC05g06623	1368	1531	99	89	1386	67.387	1832
prot:Minter-1389-PBcR_C07g04829	MvSl-1064-A2-R4_MC09g09389	220	212	100	100	224	79.911	333
prot:Minter-1389-PBcR_C07g04830	MvSl-1064-A2-R4_MC09g09388	362	372	100	100	372	94.355	719
prot:Minter-1389-PBcR_C07g04831	MvSl-1064-A2-R4_MC09g09387	517	539	99	99	537	79.888	838
prot:Minter-1389-PBcR_C07g04834	MvSl-1064-A2-R4_MC09g09382	121	121	100	100	121	91.736	228
prot:Minter-1389-PBcR_C07g04835	MvSl-1064-A2-R4_MC09g09381	163	166	100	100	166	87.349	284
prot:Minter-1389-PBcR_C07g04836	MvSl-1064-A2-R4_MC09g09380	1411	1375	99	99	1418	75.388	1847
prot:Minter-1389-PBcR_C07g04838	MvSl-1064-A2-R4_MC09g09379	395	336	90	99	355	76.056	531
prot:Minter-1389-PBcR_C07g04839	MvSl-1064-A2-R4_MC09g09378	1096	1077	100	100	1129	81.577	1764
prot:Minter-1389-PBcR_C07g04840	MvSl-1064-A2-R4_MC09g09377	512	543	98	100	566	78.622	858
prot:Minter-1389-PBcR_C07g04841	MvSl-1064-A2-R4_MC09g09372	916	881	100	100	938	64.072	947
prot:Minter-1389-PBcR_C07g04842	MvSl-1064-A2-R4_MC09g09371	904	849	97	98	869	79.932	1185
prot:Minter-1389-PBcR_C07g04843	MvSl-1064-A2-R4_MC09g09370	522	540	100	100	566	78.092	804
prot:Minter-1389-PBcR_C07g04844	MvSl-1064-A2-R4_MC09g09369	231	220	100	100	231	95.238	447
prot:Minter-1389-PBcR_C07g04845	MvSl-1064-A2-R4_MC09g09368	231	204	87	98	200	97.000	399
prot:Minter-1389-PBcR_C07g04847	MvSl-1064-A2-R4_MC09g09366	474	429	89	99	433	88.222	736
prot:Minter-1389-PBcR_C07g04848	MvSl-1064-A2-R4_MC09g09364	510	569	97	84	501	85.429	843
prot:Minter-1389-PBcR_C07g04849	MvSl-1064-A2-R4_MC09g09363	499	499	100	100	499	94.589	963
prot:Minter-1389-PBcR_C07g04850	MvSl-1064-A2-R4_MC09g09362	837	789	94	99	782	90.967	1329
prot:Minter-1389-PBcR_C07g04851	MvSl-1064-A2-R4_MC09g09360	283	328	100	100	328	75.610	469
prot:Minter-1389-PBcR_C07g04852	MvSl-1064-A2-R4_MC09g09359	372	372	100	100	372	95.161	730
prot:Minter-1389-PBcR_C07g04853	MvSl-1064-A2-R4_MC09g09357	502	501	94	94	478	83.473	615
prot:Minter-1389-PBcR_C07g04854	MvSl-1064-A2-R4_MC09g09356	143	108	76	100	108	94.444	211
prot:Minter-1389-PBcR_C07g04855	MvSl-1064-A2-R4_MC09g09355	516	488	100	100	517	92.456	971
prot:Minter-1389-PBcR_C07g04856	MvSl-1064-A2-R4_MC09g09354	371	371	100	100	371	97.305	733
prot:Minter-1389-PBcR_C07g04857	MvSl-1064-A2-R4_MC09g09347	184	196	91	98	193	75.130	273
prot:Minter-1389-PBcR_C07g04858	MvSl-1064-A2-R4_MC09g09348	673	678	100	100	685	81.007	1119
prot:Minter-1389-PBcR_C07g04859	MvSl-1064-A2-R4_MC09g09349	535	545	99	99	548	84.489	884
prot:Minter-1389-PBcR_C07g04861	MvSl-1064-A2-R4_MC09g09351	879	705	77	99	704	83.523	1189
prot:Minter-1389-PBcR_C07g04862	MvSl-1064-A2-R4_MC09g09342	1105	1122	100	100	1122	89.394	2016
prot:Minter-1389-PBcR_C07g04863	MvSl-1064-A2-R4_MC09g09343	203	203	100	100	203	98.030	419
prot:Minter-1389-PBcR_C07g04864	MvSl-1064-A2-R4_MC09g09344	802	807	99	99	810	65.679	986
prot:Minter-1389-PBcR_C07g04866	MvSl-1064-A2-R4_MC09g09345	563	599	98	94	559	88.636	958
prot:Minter-1389-PBcR_C07g04867	MvSl-1064-A2-R4_MC09g09340	856	876	100	100	889	83.240	1442
prot:Minter-1389-PBcR_C07g04868	MvSl-1064-A2-R4_MC09g09339	968	971	99	99	957	94.044	1849
prot:Minter-1389-PBcR_C07g04869	MvSl-1064-A2-R4_MC09g09338	1112	1130	100	100	1137	94.459	2214
prot:Minter-1389-PBcR_C07g04870	MvSl-1064-A2-R4_MC09g09337	942	967	100	100	981	82.671	1547
prot:Minter-1389-PBcR_C07g04871	MvSl-1064-A2-R4_MC09g09336	455	479	100	100	479	89.979	761
prot:Minter-1389-PBcR_C07g04872	MvSl-1064-A2-R4_MC09g09335	441	442	100	100	442	97.285	893
prot:Minter-1389-PBcR_C07g04873	MvSl-1064-A2-R4_MC09g09334	549	549	100	100	549	94.536	1041
prot:Minter-1389-PBcR_C07g04874	MvSl-1064-A2-R4_MC09g09333	131	123	100	100	131	78.626	207
prot:Minter-1389-PBcR_C07g04875	MvSl-1064-A2-R4_MC09g09332	345	351	100	100	351	90.028	636
prot:Minter-1389-PBcR_C07g04876	MvSl-1064-A2-R4_MC09g09331	297	314	81	77	241	94.606	458
prot:Minter-1389-PBcR_C07g04877	MvSl-1064-A2-R4_MC09g09329	390	356	74	86	290	69.481	390
prot:Minter-1389-PBcR_C07g04878	MvSl-1064-A2-R4_MC09g09328	1027	1086	99	90	1034	85.203	1772
prot:Minter-1389-PBcR_C07g04879	MvSl-1064-A2-R4_MC09g09326	1030	1012	99	99	1076	77.230	1614
prot:Minter-1389-PBcR_C07g04880	MvSl-1064-A2-R4_MC09g09325	614	553	94	99	581	82.960	956
prot:Minter-1389-PBcR_C07g04881	MvSl-1064-A2-R4_MC09g09324	529	537	99	99	542	84.502	909
prot:Minter-1389-PBcR_C07g04882	MvSl-1064-A2-R4_MC09g09323	361	361	100	100	361	96.122	727
prot:Minter-1389-PBcR_C07g04883	MvSl-1064-A2-R4_MC09g09322	960	963	100	100	997	88.867	1735
prot:Minter-1389-PBcR_C07g04884	MvSl-1064-A2-R4_MC09g09321	170	178	100	100	178	83.708	301
prot:Minter-1389-PBcR_C07g04887	MvSl-1064-A2-R4_MC09g09318	778	713	95	100	758	76.913	1079
prot:Minter-1389-PBcR_C07g04888	MvSl-1064-A2-R4_MC09g09317	340	430	99	78	338	88.757	578
prot:Minter-1389-PBcR_C07g04889	MvSl-1064-A2-R4_MC09g09216	323	314	100	100	323	83.591	562
prot:Minter-1389-PBcR_C07g04890	MvSl-1064-A2-R4_MC09g09314	350	324	100	100	350	86.286	617
prot:Minter-1389-PBcR_C07g04892	MvSl-1064-A2-R4_MC09g09313	337	333	100	100	337	85.757	508
prot:Minter-1389-PBcR_C07g04893	MvSl-1064-A2-R4_MC09g09312	173	164	100	100	173	94.798	330
prot:Minter-1389-PBcR_C07g04894	MvSl-1064-A2-R4_MC09g09311	433	427	99	99	436	93.119	811
prot:Minter-1389-PBcR_C07g04895	MvSl-1064-A2-R4_MC09g09310	272	314	84	73	229	98.253	461
prot:Minter-1389-PBcR_C07g04896	MvSl-1064-A2-R4_MC09g09309	175	265	92	67	177	89.266	309
prot:Minter-1389-PBcR_C07g04897	MvSl-1064-A2-R4_MC09g09308	758	814	100	100	814	87.101	1350
prot:Minter-1389-PBcR_C07g04898	MvSl-1064-A2-R4_MC09g09306	467	468	99	99	467	78.158	671
prot:Minter-1389-PBcR_C07g04899	MvSl-1064-A2-R4_MC09g09305	490	507	100	100	516	90.504	938
prot:Minter-1389-PBcR_C07g04900	MvSl-1064-A2-R4_MC09g09304	1945	1912	99	99	1951	73.706	2510
prot:Minter-1389-PBcR_C07g04901	MvSl-1064-A2-R4_MC09g09303	273	273	100	100	273	96.337	539
prot:Minter-1389-PBcR_C07g04902	MvSl-1064-A2-R4_MC09g09302	479	537	100	88	472	90.871	791
prot:Minter-1389-PBcR_C07g04903	MvSl-1064-A2-R4_MC09g09301	657	670	99	95	655	84.122	1052
prot:Minter-1389-PBcR_C07g04906	MvSl-1064-A2-R4_MC09g09298	177	225	100	76	177	90.960	320
prot:Minter-1389-PBcR_C07g04907	MvSl-1064-A2-R4_MC09g09299	358	350	99	100	361	75.623	476
prot:Minter-1389-PBcR_C07g04908	MvSl-1064-A2-R4_MC09g09300	688	673	95	96	671	81.818	1055
prot:Minter-1389-PBcR_C07g04909	MvSl-1064-A2-R4_MC09g09297	103	143	80	65	82	61.290	119
prot:Minter-1389-PBcR_C07g04910	MvSl-1064-A2-R4_MC09g09296	749	801	98	97	761	76.326	1139
prot:Minter-1389-PBcR_C07g04911	MvSl-1064-A2-R4_MC09g09295	459	451	100	100	459	81.264	689
prot:Minter-1389-PBcR_C07g04913	MvSl-1064-A2-R4_MC09g09293	334	256	81	100	271	88.561	459
prot:Minter-1389-PBcR_C07g04920	MvSl-1064-A2-R4_MC09g09286	317	375	100	100	375	66.933	415
prot:Minter-1389-PBcR_C07g04922	MvSl-1064-A2-R4_MC09g09266	687	685	99	99	686	87.172	1260
prot:Minter-1389-PBcR_C07g04923	MvSl-1064-A2-R4_MC09g09265	598	671	100	93	623	84.591	1045
prot:Minter-1389-PBcR_C07g04924	MvSl-1064-A2-R4_MC09g09264	812	866	98	94	818	85.208	1412
prot:Minter-1389-PBcR_C07g04925	MvSl-1064-A2-R4_MC09g09262	347	330	79	82	273	96.703	524
prot:Minter-1389-PBcR_C07g04927	MvSl-1064-A2-R4_MC09g09261	498	490	100	100	498	95.582	993
prot:Minter-1389-PBcR_C07g04928	MvSl-1064-A2-R4_MC09g09260	715	423	62	100	445	82.921	735
prot:Minter-1389-PBcR_C07g04929	MvSl-1064-A2-R4_MC09g09258	1120	1113	98	100	1131	80.018	1699
prot:Minter-1389-PBcR_C07g04931	MvSl-1064-A2-R4_MC09g09256	468	479	94	97	464	90.733	860
prot:Minter-1389-PBcR_C07g04932	MvSl-1064-A2-R4_MC09g09255	721	744	100	100	744	92.204	1389
prot:Minter-1389-PBcR_C07g04933	MvSl-1064-A2-R4_MC09g09254	441	448	99	96	438	84.932	697
prot:Minter-1389-PBcR_C07g04936	MvSl-1064-A2-R4_MC09g09237	819	573	75	100	620	83.710	1013
prot:Minter-1389-PBcR_C07g04938	MvSl-1064-A2-R4_MC09g09235	493	492	99	99	491	86.762	848
prot:Minter-1389-PBcR_C07g04939	MvSl-1064-A2-R4_MC09g09234	1092	1086	100	100	1094	80.439	1555
prot:Minter-1389-PBcR_C07g04941	MvSl-1064-A2-R4_MC09g09233	393	393	100	100	393	93.130	768
prot:Minter-1389-PBcR_C07g04942	MvSl-1064-A2-R4_MC09g09232	435	482	99	99	481	85.447	733
prot:Minter-1389-PBcR_C07g04943	MvSl-1064-A2-R4_MC09g09231	1198	1212	99	99	1260	61.111	1216
prot:Minter-1389-PBcR_C07g04944	MvSl-1064-A2-R4_MC09g09230	399	402	100	100	407	75.184	564
prot:Minter-1389-PBcR_C07g04945	MvSl-1064-A2-R4_MC09g09229	209	175	85	100	177	76.836	251
prot:Minter-1389-PBcR_C07g04946	MvSl-1064-A2-R4_MC09g09228	362	362	96	98	351	71.823	448
