gene genename chr start end gene_size
MvSl-1064-A2-R4_MC07g07998 MvSl-1064-A1-R4_A2 MAT 430615 430800 186
MvSl-1064-A2-R4_MC07g07999 MvSl-1064-A1-R4_A2 MAT 431826 433468 1643
MvSl-1064-A2-R4_MC07g08000 MvSl-1064-A1-R4_A2 MAT 433702 437388 3687
MvSl-1064-A2-R4_MC07g08001 MvSl-1064-A1-R4_A2 MAT 437695 438591 897
MvSl-1064-A2-R4_MC07g08002 MvSl-1064-A1-R4_A2 MAT 438855 439444 590
MvSl-1064-A2-R4_MC07g08003 MvSl-1064-A1-R4_A2 MAT 441601 443618 2018
MvSl-1064-A2-R4_MC07g08004 MvSl-1064-A1-R4_A2 MAT 444111 445192 1082
MvSl-1064-A2-R4_MC07g08005 MvSl-1064-A1-R4_A2 MAT 446066 446377 312
MvSl-1064-A2-R4_MC07g08006 MvSl-1064-A1-R4_A2 MAT 449111 455451 6341
MvSl-1064-A2-R4_MC07g08007 MvSl-1064-A1-R4_A2 MAT 457015 464333 7319
MvSl-1064-A2-R4_MC07g08008 MvSl-1064-A1-R4_A2 MAT 465139 467163 2025
MvSl-1064-A2-R4_MC07g08009 MvSl-1064-A1-R4_A2 MAT 467395 469120 1726
MvSl-1064-A2-R4_MC07g08010 MvSl-1064-A1-R4_A2 MAT 470097 471723 1627
MvSl-1064-A2-R4_MC07g08011 MvSl-1064-A1-R4_A2 MAT 472826 473229 404
MvSl-1064-A2-R4_MC07g08012 MvSl-1064-A1-R4_A2 MAT 473601 473762 162
MvSl-1064-A2-R4_MC07g08013 MvSl-1064-A1-R4_A2 MAT 473926 474153 228
MvSl-1064-A2-R4_MC07g08014 MvSl-1064-A1-R4_A2 MAT 474647 475747 1101
MvSl-1064-A2-R4_MC07g08015 MvSl-1064-A1-R4_A2 MAT 475916 476204 289
MvSl-1064-A2-R4_MC07g08016 MvSl-1064-A1-R4_A2 MAT 477460 477790 331
MvSl-1064-A2-R4_MC07g08017 MvSl-1064-A1-R4_A2 MAT 478569 479027 459
MvSl-1064-A2-R4_MC07g08018 MvSl-1064-A1-R4_A2 MAT 479085 479249 165
MvSl-1064-A2-R4_MC07g08019 MvSl-1064-A1-R4_A2 MAT 480071 481636 1566
MvSl-1064-A2-R4_MC07g08020 MvSl-1064-A1-R4_A2 MAT 482080 485860 3781
MvSl-1064-A2-R4_MC07g08021 MvSl-1064-A1-R4_A2 MAT 487030 489752 2723
MvSl-1064-A2-R4_MC07g08022 MvSl-1064-A1-R4_A2 MAT 490002 492294 2293
MvSl-1064-A2-R4_MC07g08023 MvSl-1064-A1-R4_A2 MAT 493401 497999 4599
MvSl-1064-A2-R4_MC07g08024 MvSl-1064-A1-R4_A2 MAT 498573 499928 1356
MvSl-1064-A2-R4_MC07g08025 MvSl-1064-A1-R4_A2 MAT 500793 503144 2352
MvSl-1064-A2-R4_MC07g08026 MvSl-1064-A1-R4_A2 MAT 503667 506154 2488
MvSl-1064-A2-R4_MC07g08027 MvSl-1064-A1-R4_A2 MAT 506520 507461 942
MvSl-1064-A2-R4_MC07g08028 MvSl-1064-A1-R4_A2 MAT 507875 509709 1835
MvSl-1064-A2-R4_MC07g08029 MvSl-1064-A1-R4_A2 MAT 509979 510626 648
MvSl-1064-A2-R4_MC07g08030 MvSl-1064-A1-R4_A2 MAT 510913 512560 1648
MvSl-1064-A2-R4_MC07g08031 MvSl-1064-A1-R4_A2 MAT 512797 513756 960
MvSl-1064-A2-R4_MC07g08032 MvSl-1064-A1-R4_A2 MAT 513844 514080 237
MvSl-1064-A2-R4_MC07g08033 MvSl-1064-A1-R4_A2 MAT 515360 517308 1949
MvSl-1064-A2-R4_MC07g08034 MvSl-1064-A1-R4_A2 MAT 517464 520542 3079
MvSl-1064-A2-R4_MC07g08035 MvSl-1064-A1-R4_A2 MAT 521021 523403 2383
MvSl-1064-A2-R4_MC07g08036 MvSl-1064-A1-R4_A2 MAT 524511 526540 2030
MvSl-1064-A2-R4_MC07g08037 MvSl-1064-A1-R4_A2 MAT 527027 529397 2371
MvSl-1064-A2-R4_MC07g08038 MvSl-1064-A1-R4_A2 MAT 529767 532406 2640
MvSl-1064-A2-R4_MC07g08039 MvSl-1064-A1-R4_A2 MAT 533901 534133 233
MvSl-1064-A2-R4_MC07g08040 MvSl-1064-A1-R4_A2 MAT 535195 537309 2115
MvSl-1064-A2-R4_MC07g08041 MvSl-1064-A1-R4_A2 MAT 538111 539001 891
MvSl-1064-A2-R4_MC07g08042 MvSl-1064-A1-R4_A2 MAT 539489 539638 150
MvSl-1064-A2-R4_MC07g08043 MvSl-1064-A1-R4_A2 MAT 540977 543006 2030
MvSl-1064-A2-R4_MC07g08044 MvSl-1064-A1-R4_A2 MAT 543649 543852 204
MvSl-1064-A2-R4_MC07g08045 MvSl-1064-A1-R4_A2 MAT 543908 544201 294
MvSl-1064-A2-R4_MC07g08046 MvSl-1064-A1-R4_A2 MAT 544412 544993 582
MvSl-1064-A2-R4_MC07g08047 MvSl-1064-A1-R4_A2 MAT 545141 547821 2681
MvSl-1064-A2-R4_MC07g08048 MvSl-1064-A1-R4_A2 MAT 549063 550801 1739
MvSl-1064-A2-R4_MC07g08049 MvSl-1064-A1-R4_A2 MAT 551391 553203 1813
MvSl-1064-A2-R4_MC07g08050 MvSl-1064-A1-R4_A2 MAT 553662 558588 4927
MvSl-1064-A2-R4_MC07g08051 MvSl-1064-A1-R4_A2 MAT 558808 560699 1892
MvSl-1064-A2-R4_MC07g08052 MvSl-1064-A1-R4_A2 MAT 561658 561999 342
MvSl-1064-A2-R4_MC07g08053 MvSl-1064-A1-R4_A2 MAT 562172 563823 1652
MvSl-1064-A2-R4_MC07g08054 MvSl-1064-A1-R4_A2 MAT 564495 566250 1756
MvSl-1064-A2-R4_MC07g08055 MvSl-1064-A1-R4_A2 MAT 566473 566787 315
MvSl-1064-A2-R4_MC07g08056 MvSl-1064-A1-R4_A2 MAT 567042 567200 159
MvSl-1064-A2-R4_MC07g08057 MvSl-1064-A1-R4_A2 MAT 567300 567997 698
MvSl-1064-A2-R4_MC07g08058 MvSl-1064-A1-R4_A2 MAT 568089 569871 1783
MvSl-1064-A2-R4_MC07g08059 MvSl-1064-A1-R4_A2 MAT 571833 573594 1762
MvSl-1064-A2-R4_MC07g08060 MvSl-1064-A1-R4_A2 MAT 574907 576981 2075
MvSl-1064-A2-R4_MC07g08061 MvSl-1064-A1-R4_A2 MAT 577655 578327 673
MvSl-1064-A2-R4_MC07g08062 MvSl-1064-A1-R4_A2 MAT 578572 581556 2985
MvSl-1064-A2-R4_MC07g08063 MvSl-1064-A1-R4_A2 MAT 581854 587829 5976
MvSl-1064-A2-R4_MC07g08064 MvSl-1064-A1-R4_A2 MAT 589244 592696 3453
MvSl-1064-A2-R4_MC07g08065 MvSl-1064-A1-R4_A2 MAT 593052 593948 897
MvSl-1064-A2-R4_MC07g08066 MvSl-1064-A1-R4_A2 MAT 595473 596660 1188
MvSl-1064-A2-R4_MC07g08067 MvSl-1064-A1-R4_A2 MAT 597705 599443 1739
MvSl-1064-A2-R4_MC07g08068 MvSl-1064-A1-R4_A2 MAT 600272 602246 1975
MvSl-1064-A2-R4_MC07g08069 MvSl-1064-A1-R4_A2 MAT 602320 602601 282
MvSl-1064-A2-R4_MC07g08070 MvSl-1064-A1-R4_A2 MAT 602726 604603 1878
MvSl-1064-A2-R4_MC07g08071 MvSl-1064-A1-R4_A2 MAT 604900 608497 3598
MvSl-1064-A2-R4_MC07g08072 MvSl-1064-A1-R4_A2 MAT 609239 609869 631
MvSl-1064-A2-R4_MC07g08073 MvSl-1064-A1-R4_A2 MAT 610391 614431 4041
MvSl-1064-A2-R4_MC07g08074 MvSl-1064-A1-R4_A2 MAT 614748 617023 2276
MvSl-1064-A2-R4_MC07g08075 MvSl-1064-A1-R4_A2 MAT 617861 618409 549
MvSl-1064-A2-R4_MC07g08076 MvSl-1064-A1-R4_A2 MAT 618508 618888 381
MvSl-1064-A2-R4_MC07g08077 MvSl-1064-A1-R4_A2 MAT 618976 621658 2683
MvSl-1064-A2-R4_MC07g08078 MvSl-1064-A1-R4_A2 MAT 622109 626190 4082
MvSl-1064-A2-R4_MC07g08079 MvSl-1064-A1-R4_A2 MAT 626711 627744 1034
MvSl-1064-A2-R4_MC07g08080 MvSl-1064-A1-R4_A2 MAT 628024 629287 1264
MvSl-1064-A2-R4_MC07g08081 MvSl-1064-A1-R4_A2 MAT 629715 630862 1148
MvSl-1064-A2-R4_MC07g08082 MvSl-1064-A1-R4_A2 MAT 630923 633034 2112
MvSl-1064-A2-R4_MC07g08083 MvSl-1064-A1-R4_A2 MAT 634356 638265 3910
MvSl-1064-A2-R4_MC07g08084 MvSl-1064-A1-R4_A2 MAT 639405 639901 497
MvSl-1064-A2-R4_MC07g08085 MvSl-1064-A1-R4_A2 MAT 641206 642921 1716
MvSl-1064-A2-R4_MC07g08086 MvSl-1064-A1-R4_A2 MAT 645263 649511 4249
MvSl-1064-A2-R4_MC07g08087 MvSl-1064-A1-R4_A2 MAT 649682 652075 2394
MvSl-1064-A2-R4_MC07g08088 MvSl-1064-A1-R4_A2 MAT 652346 654782 2437
MvSl-1064-A2-R4_MC07g08089 MvSl-1064-A1-R4_A2 MAT 655081 657572 2492
MvSl-1064-A2-R4_MC07g08090 MvSl-1064-A1-R4_A2 MAT 658546 658881 336
MvSl-1064-A2-R4_MC07g08091 MvSl-1064-A1-R4_A2 MAT 659888 660853 966
MvSl-1064-A2-R4_MC07g08092 MvSl-1064-A1-R4_A2 MAT 661278 662743 1466
MvSl-1064-A2-R4_MC07g08093 MvSl-1064-A1-R4_A2 MAT 662921 664828 1908
MvSl-1064-A2-R4_MC07g08094 MvSl-1064-A1-R4_A2 MAT 665295 667464 2170
MvSl-1064-A2-R4_MC07g08095 MvSl-1064-A1-R4_A2 MAT 668200 669819 1620
MvSl-1064-A2-R4_MC07g08096 MvSl-1064-A1-R4_A2 MAT 670703 671880 1178
MvSl-1064-A2-R4_MC07g08097 MvSl-1064-A1-R4_A2 MAT 672222 676405 4184
MvSl-1064-A2-R4_MC07g08098 MvSl-1064-A1-R4_A2 MAT 676771 678976 2206
MvSl-1064-A2-R4_MC07g08099 MvSl-1064-A1-R4_A2 MAT 679260 680889 1630
MvSl-1064-A2-R4_MC07g08100 MvSl-1064-A1-R4_A2 MAT 682005 682418 414
MvSl-1064-A2-R4_MC07g08101 MvSl-1064-A1-R4_A2 MAT 683206 684982 1777
MvSl-1064-A2-R4_MC07g08102 MvSl-1064-A1-R4_A2 MAT 685334 686460 1127
MvSl-1064-A2-R4_MC07g08103 MvSl-1064-A1-R4_A2 MAT 686730 688230 1501
MvSl-1064-A2-R4_MC07g08104 MvSl-1064-A1-R4_A2 MAT 688778 696445 7668
MvSl-1064-A2-R4_MC07g08105 MvSl-1064-A1-R4_A2 MAT 696688 699644 2957
MvSl-1064-A2-R4_MC07g08106 MvSl-1064-A1-R4_A2 MAT 701262 704117 2856
MvSl-1064-A2-R4_MC07g08107 MvSl-1064-A1-R4_A2 MAT 704667 706681 2015
MvSl-1064-A2-R4_MC07g08108 MvSl-1064-A1-R4_A2 MAT 706968 709382 2415
MvSl-1064-A2-R4_MC07g08109 MvSl-1064-A1-R4_A2 MAT 709565 712535 2971
MvSl-1064-A2-R4_MC07g08110 MvSl-1064-A1-R4_A2 MAT 713945 714198 254
MvSl-1064-A2-R4_MC07g08111 MvSl-1064-A1-R4_A2 MAT 715081 717080 2000
MvSl-1064-A2-R4_MC07g08112 MvSl-1064-A1-R4_A2 MAT 717759 719857 2099
MvSl-1064-A2-R4_MC07g08113 MvSl-1064-A1-R4_A2 MAT 721192 722197 1006
MvSl-1064-A2-R4_MC07g08114 MvSl-1064-A1-R4_A2 MAT 723801 725900 2100
MvSl-1064-A2-R4_MC07g08115 MvSl-1064-A1-R4_A2 MAT 728332 728556 225
MvSl-1064-A2-R4_MC07g08116 MvSl-1064-A1-R4_A2 MAT 729537 730208 672
MvSl-1064-A2-R4_MC07g08117 MvSl-1064-A1-R4_A2 MAT 730475 737641 7167
MvSl-1064-A2-R4_MC07g08118 MvSl-1064-A1-R4_A2 MAT 738047 738202 156
MvSl-1064-A2-R4_MC07g08119 MvSl-1064-A1-R4_A2 MAT 739360 739781 422
MvSl-1064-A2-R4_MC07g08120 MvSl-1064-A1-R4_A2 MAT 740135 743096 2962
MvSl-1064-A2-R4_MC07g08121 MvSl-1064-A1-R4_A2 MAT 743335 745036 1702
MvSl-1064-A2-R4_MC07g08122 MvSl-1064-A1-R4_A2 MAT 745487 747181 1695
MvSl-1064-A2-R4_MC07g08123 MvSl-1064-A1-R4_A2 MAT 748070 750633 2564
MvSl-1064-A2-R4_MC07g08124 MvSl-1064-A1-R4_A2 MAT 751053 752087 1035
MvSl-1064-A2-R4_MC07g08125 MvSl-1064-A1-R4_A2 MAT 752140 754166 2027
MvSl-1064-A2-R4_MC07g08126 MvSl-1064-A1-R4_A2 MAT 754747 755923 1177
MvSl-1064-A2-R4_MC07g08127 MvSl-1064-A1-R4_A2 MAT 756208 757333 1126
MvSl-1064-A2-R4_MC07g08128 MvSl-1064-A1-R4_A2 MAT 757758 759842 2085
MvSl-1064-A2-R4_MC07g08129 MvSl-1064-A1-R4_A2 MAT 759997 761395 1399
MvSl-1064-A2-R4_MC07g08130 MvSl-1064-A1-R4_A2 MAT 761708 762829 1122
MvSl-1064-A2-R4_MC07g08131 MvSl-1064-A1-R4_A2 MAT 763003 765462 2460
MvSl-1064-A2-R4_MC07g08132 MvSl-1064-A1-R4_A2 MAT 766167 767279 1113
MvSl-1064-A2-R4_MC07g08133 MvSl-1064-A1-R4_A2 MAT 768632 770614 1983
MvSl-1064-A2-R4_MC07g08134 MvSl-1064-A1-R4_A2 MAT 770841 771692 852
MvSl-1064-A2-R4_MC07g08135 MvSl-1064-A1-R4_A2 MAT 773334 775054 1721
MvSl-1064-A2-R4_MC07g08136 MvSl-1064-A1-R4_A2 MAT 775777 778108 2332
MvSl-1064-A2-R4_MC07g08137 MvSl-1064-A1-R4_A2 MAT 779583 781190 1608
MvSl-1064-A2-R4_MC07g08138 MvSl-1064-A1-R4_A2 MAT 781783 782555 773
MvSl-1064-A2-R4_MC07g08139 MvSl-1064-A1-R4_A2 MAT 782791 784413 1623
MvSl-1064-A2-R4_MC07g08140 MvSl-1064-A1-R4_A2 MAT 784834 786530 1697
MvSl-1064-A2-R4_MC07g08141 MvSl-1064-A1-R4_A2 MAT 786738 788364 1627
MvSl-1064-A2-R4_MC07g08142 MvSl-1064-A1-R4_A2 MAT 788635 790748 2114
MvSl-1064-A2-R4_MC07g08143 MvSl-1064-A1-R4_A2 MAT 791016 792957 1942
MvSl-1064-A2-R4_MC07g08144 MvSl-1064-A1-R4_A2 MAT 793442 793995 554
MvSl-1064-A2-R4_MC07g08145 MvSl-1064-A1-R4_A2 MAT 795112 799692 4581
MvSl-1064-A2-R4_MC07g08146 MvSl-1064-A1-R4_A2 MAT 800023 802447 2425
MvSl-1064-A2-R4_MC07g08147 MvSl-1064-A1-R4_A2 MAT 803223 804727 1505
MvSl-1064-A2-R4_MC07g08148 MvSl-1064-A1-R4_A2 MAT 805165 811011 5847
MvSl-1064-A2-R4_MC07g08149 MvSl-1064-A1-R4_A2 MAT 811083 812782 1700
MvSl-1064-A2-R4_MC07g08150 MvSl-1064-A1-R4_A2 MAT 813115 814455 1341
MvSl-1064-A2-R4_MC07g08151 MvSl-1064-A1-R4_A2 MAT 816213 816368 156
MvSl-1064-A2-R4_MC07g08152 MvSl-1064-A1-R4_A2 MAT 816418 817996 1579
MvSl-1064-A2-R4_MC07g08153 MvSl-1064-A1-R4_A2 MAT 818100 818636 537
MvSl-1064-A2-R4_MC07g08154 MvSl-1064-A1-R4_A2 MAT 818710 819127 418
MvSl-1064-A2-R4_MC07g08155 MvSl-1064-A1-R4_A2 MAT 819182 823073 3892
MvSl-1064-A2-R4_MC07g08156 MvSl-1064-A1-R4_A2 MAT 823495 825976 2482
MvSl-1064-A2-R4_MC07g08157 MvSl-1064-A1-R4_A2 MAT 826208 827516 1309
MvSl-1064-A2-R4_MC07g08158 MvSl-1064-A1-R4_A2 MAT 827820 828909 1090
MvSl-1064-A2-R4_MC07g08159 MvSl-1064-A1-R4_A2 MAT 829510 831779 2270
MvSl-1064-A2-R4_MC07g08160 MvSl-1064-A1-R4_A2 MAT 832100 834306 2207
MvSl-1064-A2-R4_MC07g08161 MvSl-1064-A1-R4_A2 MAT 834623 837077 2455
MvSl-1064-A2-R4_MC07g08162 MvSl-1064-A1-R4_A2 MAT 839240 840075 836
MvSl-1064-A2-R4_MC07g08163 MvSl-1064-A1-R4_A2 MAT 840217 841806 1590
MvSl-1064-A2-R4_MC07g08164 MvSl-1064-A1-R4_A2 MAT 842325 844722 2398
MvSl-1064-A2-R4_MC07g08165 MvSl-1064-A1-R4_A2 MAT 844809 846863 2055
MvSl-1064-A2-R4_MC07g08166 MvSl-1064-A1-R4_A2 MAT 847041 847914 874
MvSl-1064-A2-R4_MC07g08167 MvSl-1064-A1-R4_A2 MAT 848214 849881 1668
MvSl-1064-A2-R4_MC07g08168 MvSl-1064-A1-R4_A2 MAT 850359 853334 2976
MvSl-1064-A2-R4_MC07g08169 MvSl-1064-A1-R4_A2 MAT 854317 856532 2216
MvSl-1064-A2-R4_MC07g08170 MvSl-1064-A1-R4_A2 MAT 859279 861519 2241
MvSl-1064-A2-R4_MC07g08171 MvSl-1064-A1-R4_A2 MAT 861955 864333 2379
MvSl-1064-A2-R4_MC07g08172 MvSl-1064-A1-R4_A2 MAT 865413 865888 476
MvSl-1064-A2-R4_MC07g08173 MvSl-1064-A1-R4_A2 MAT 867626 870234 2609
MvSl-1064-A2-R4_MC07g08174 MvSl-1064-A1-R4_A2 MAT 871058 872376 1319
MvSl-1064-A2-R4_MC07g08175 MvSl-1064-A1-R4_A2 MAT 872631 874042 1412
MvSl-1064-A2-R4_MC07g08176 MvSl-1064-A1-R4_A2 MAT 874152 875978 1827
MvSl-1064-A2-R4_MC07g08177 MvSl-1064-A1-R4_A2 MAT 876424 881495 5072
MvSl-1064-A2-R4_MC07g08178 MvSl-1064-A1-R4_A2 MAT 882016 885429 3414
MvSl-1064-A2-R4_MC07g08179 MvSl-1064-A1-R4_A2 MAT 885530 887301 1772
MvSl-1064-A2-R4_MC07g08180 MvSl-1064-A1-R4_A2 MAT 888185 890842 2658
MvSl-1064-A2-R4_MC07g08181 MvSl-1064-A1-R4_A2 MAT 891197 895928 4732
MvSl-1064-A2-R4_MC07g08182 MvSl-1064-A1-R4_A2 MAT 896281 898349 2069
MvSl-1064-A2-R4_MC07g08183 MvSl-1064-A1-R4_A2 MAT 900505 900803 299
MvSl-1064-A2-R4_MC07g08184 MvSl-1064-A1-R4_A2 MAT 901876 904114 2239
MvSl-1064-A2-R4_MC07g08185 MvSl-1064-A1-R4_A2 MAT 904266 908436 4171
MvSl-1064-A2-R4_MC07g08186 MvSl-1064-A1-R4_A2 MAT 908717 909869 1153
MvSl-1064-A2-R4_MC07g08187 MvSl-1064-A1-R4_A2 MAT 910124 911961 1838
MvSl-1064-A2-R4_MC07g08188 MvSl-1064-A1-R4_A2 MAT 912294 913910 1617
MvSl-1064-A2-R4_MC07g08189 MvSl-1064-A1-R4_A2 MAT 915192 915458 267
MvSl-1064-A2-R4_MC07g08190 MvSl-1064-A1-R4_A2 MAT 915982 916501 520
MvSl-1064-A2-R4_MC07g08191 MvSl-1064-A1-R4_A2 MAT 917343 919637 2295
MvSl-1064-A2-R4_MC07g08192 MvSl-1064-A1-R4_A2 MAT 919888 920496 609
MvSl-1064-A2-R4_MC07g08193 MvSl-1064-A1-R4_A2 MAT 920770 921802 1033
MvSl-1064-A2-R4_MC07g08194 MvSl-1064-A1-R4_A2 MAT 922573 930292 7720
MvSl-1064-A2-R4_MC07g08195 MvSl-1064-A1-R4_A2 MAT 931419 931631 213
MvSl-1064-A2-R4_MC07g08196 MvSl-1064-A1-R4_A2 MAT 931914 937005 5092
MvSl-1064-A2-R4_MC07g08197 MvSl-1064-A1-R4_A2 MAT 937179 938532 1354
MvSl-1064-A2-R4_MC07g08198 MvSl-1064-A1-R4_A2 MAT 939102 943315 4214
MvSl-1064-A2-R4_MC07g08199 MvSl-1064-A1-R4_A2 MAT 945480 947453 1974
MvSl-1064-A2-R4_MC07g08200 MvSl-1064-A1-R4_A2 MAT 947673 948437 765
MvSl-1064-A2-R4_MC07g08201 MvSl-1064-A1-R4_A2 MAT 948608 950535 1928
MvSl-1064-A2-R4_MC07g08202 MvSl-1064-A1-R4_A2 MAT 950877 951662 786
MvSl-1064-A2-R4_MC07g08203 MvSl-1064-A1-R4_A2 MAT 952085 955390 3306
MvSl-1064-A2-R4_MC07g08204 MvSl-1064-A1-R4_A2 MAT 955675 956657 983
MvSl-1064-A2-R4_MC07g08205 MvSl-1064-A1-R4_A2 MAT 957032 959071 2040
MvSl-1064-A2-R4_MC07g08206 MvSl-1064-A1-R4_A2 MAT 959588 962003 2416
MvSl-1064-A2-R4_MC07g08207 MvSl-1064-A1-R4_A2 MAT 962112 964565 2454
MvSl-1064-A2-R4_MC07g08208 MvSl-1064-A1-R4_A2 MAT 964871 966881 2011
MvSl-1064-A2-R4_MC07g08209 MvSl-1064-A1-R4_A2 MAT 967251 969921 2671
MvSl-1064-A2-R4_MC07g08210 MvSl-1064-A1-R4_A2 MAT 971298 971864 567
MvSl-1064-A2-R4_MC07g08211 MvSl-1064-A1-R4_A2 MAT 972256 974000 1745
MvSl-1064-A2-R4_MC07g08212 MvSl-1064-A1-R4_A2 MAT 974253 978607 4355
MvSl-1064-A2-R4_MC07g08213 MvSl-1064-A1-R4_A2 MAT 979220 982141 2922
MvSl-1064-A2-R4_MC07g08214 MvSl-1064-A1-R4_A2 MAT 982386 984217 1832
MvSl-1064-A2-R4_MC07g08215 MvSl-1064-A1-R4_A2 MAT 984781 985308 528
MvSl-1064-A2-R4_MC07g08216 MvSl-1064-A1-R4_A2 MAT 988239 991035 2797
MvSl-1064-A2-R4_MC07g08217 MvSl-1064-A1-R4_A2 MAT 991636 991911 276
MvSl-1064-A2-R4_MC07g08218 MvSl-1064-A1-R4_A2 MAT 994557 995930 1374
MvSl-1064-A2-R4_MC07g08219 MvSl-1064-A1-R4_A2 MAT 996674 998625 1952
MvSl-1064-A2-R4_MC07g08220 MvSl-1064-A1-R4_A2 MAT 998938 1000802 1865
MvSl-1064-A2-R4_MC07g08221 MvSl-1064-A1-R4_A2 MAT 1001188 1002333 1146
MvSl-1064-A2-R4_MC07g08222 MvSl-1064-A1-R4_A2 MAT 1002525 1002765 241
MvSl-1064-A2-R4_MC07g08223 MvSl-1064-A1-R4_A2 MAT 1002859 1004481 1623
MvSl-1064-A2-R4_MC07g08224 MvSl-1064-A1-R4_A2 MAT 1004584 1006477 1894
MvSl-1064-A2-R4_MC07g08225 MvSl-1064-A1-R4_A2 MAT 1006838 1009068 2231
MvSl-1064-A2-R4_MC07g08226 MvSl-1064-A1-R4_A2 MAT 1009882 1010313 432
MvSl-1064-A2-R4_MC07g08227 MvSl-1064-A1-R4_A2 MAT 1010571 1010849 279
MvSl-1064-A2-R4_MC07g08228 MvSl-1064-A1-R4_A2 MAT 1011941 1012708 768
MvSl-1064-A2-R4_MC07g08229 MvSl-1064-A1-R4_A2 MAT 1013028 1013216 189
MvSl-1064-A2-R4_MC07g08230 MvSl-1064-A1-R4_A2 MAT 1013516 1013884 369
MvSl-1064-A2-R4_MC07g08231 MvSl-1064-A1-R4_A2 MAT 1014535 1019515 4981
MvSl-1064-A2-R4_MC07g08232 MvSl-1064-A1-R4_A2 MAT 1020545 1022901 2357
MvSl-1064-A2-R4_MC07g08233 MvSl-1064-A1-R4_A2 MAT 1023610 1026940 3331
MvSl-1064-A2-R4_MC07g08234 MvSl-1064-A1-R4_A2 MAT 1027383 1030239 2857
MvSl-1064-A2-R4_MC07g08235 MvSl-1064-A1-R4_A2 MAT 1030784 1031745 962
MvSl-1064-A2-R4_MC07g08236 MvSl-1064-A1-R4_A2 MAT 1032149 1033760 1612
MvSl-1064-A2-R4_MC07g08237 MvSl-1064-A1-R4_A2 MAT 1033848 1034435 588
MvSl-1064-A2-R4_MC07g08238 MvSl-1064-A1-R4_A2 MAT 1034806 1036493 1688
MvSl-1064-A2-R4_MC07g08239 MvSl-1064-A1-R4_A2 MAT 1036566 1037256 691
MvSl-1064-A2-R4_MC07g08240 MvSl-1064-A1-R4_A2 MAT 1041964 1044987 3024
MvSl-1064-A2-R4_MC07g08241 MvSl-1064-A1-R4_A2 MAT 1045095 1045397 303
MvSl-1064-A2-R4_MC07g08242 MvSl-1064-A1-R4_A2 MAT 1046919 1049480 2562
MvSl-1064-A2-R4_MC07g08243 MvSl-1064-A1-R4_A2 MAT 1051871 1052297 427
MvSl-1064-A2-R4_MC07g08244 MvSl-1064-A1-R4_A2 MAT 1054273 1055106 834
MvSl-1064-A2-R4_MC07g08245 MvSl-1064-A1-R4_A2 MAT 1055211 1056769 1559
MvSl-1064-A2-R4_MC07g08246 MvSl-1064-A1-R4_A2 MAT 1057786 1058720 935
MvSl-1064-A2-R4_MC07g08247 MvSl-1064-A1-R4_A2 MAT 1058830 1058994 165
MvSl-1064-A2-R4_MC07g08248 MvSl-1064-A1-R4_A2 MAT 1059588 1061824 2237
MvSl-1064-A2-R4_MC07g08249 MvSl-1064-A1-R4_A2 MAT 1061963 1063248 1286
MvSl-1064-A2-R4_MC07g08250 MvSl-1064-A1-R4_A2 MAT 1063939 1064260 322
MvSl-1064-A2-R4_MC07g08251 MvSl-1064-A1-R4_A2 MAT 1064598 1065752 1155
MvSl-1064-A2-R4_MC07g08252 MvSl-1064-A1-R4_A2 MAT 1065847 1066521 675
MvSl-1064-A2-R4_MC07g08253 MvSl-1064-A1-R4_A2 MAT 1066574 1066978 405
MvSl-1064-A2-R4_MC07g08254 MvSl-1064-A1-R4_A2 MAT 1068409 1070062 1654
MvSl-1064-A2-R4_MC07g08255 MvSl-1064-A1-R4_A2 MAT 1072078 1072327 250
MvSl-1064-A2-R4_MC07g08256 MvSl-1064-A1-R4_A2 MAT 1072894 1073352 459
MvSl-1064-A2-R4_MC07g08257 MvSl-1064-A1-R4_A2 MAT 1073507 1073720 214
MvSl-1064-A2-R4_MC07g08258 MvSl-1064-A1-R4_A2 MAT 1074660 1084353 9694
MvSl-1064-A2-R4_MC07g08259 MvSl-1064-A1-R4_A2 MAT 1084592 1085482 891
MvSl-1064-A2-R4_MC07g08260 MvSl-1064-A1-R4_A2 MAT 1085851 1087109 1259
MvSl-1064-A2-R4_MC07g08261 MvSl-1064-A1-R4_A2 MAT 1087410 1090069 2660
MvSl-1064-A2-R4_MC07g08262 MvSl-1064-A1-R4_A2 MAT 1090332 1093126 2795
MvSl-1064-A2-R4_MC07g08263 MvSl-1064-A1-R4_A2 MAT 1093758 1096769 3012
MvSl-1064-A2-R4_MC07g08264 MvSl-1064-A1-R4_A2 MAT 1097323 1099641 2319
MvSl-1064-A2-R4_MC07g08265 MvSl-1064-A1-R4_A2 MAT 1104433 1106243 1811
MvSl-1064-A2-R4_MC07g08266 MvSl-1064-A1-R4_A2 MAT 1106639 1109776 3138
MvSl-1064-A2-R4_MC07g08267 MvSl-1064-A1-R4_A2 MAT 1110039 1111267 1229
MvSl-1064-A2-R4_MC07g08268 MvSl-1064-A1-R4_A2 MAT 1111545 1112532 988
MvSl-1064-A2-R4_MC07g08269 MvSl-1064-A1-R4_A2 MAT 1113769 1116108 2340
MvSl-1064-A2-R4_MC07g08270 MvSl-1064-A1-R4_A2 MAT 1116553 1118202 1650
