gene	water1	water2	rich1	rich2	di1	di2
MvSl-1064-A1-R4_MC04-1g06050	1965	2310	821	1197	2043.56	2585
MvSl-1064-A1-R4_MC04-1g06051	2	0	7	1.25094	3	7
MvSl-1064-A1-R4_MC04-1g06052	262	179	801	971	484	355
MvSl-1064-A1-R4_MC04-1g06053	34	26	116	158	84	64
MvSl-1064-A1-R4_MC04-1g06054	125	131	377	526	324	274
MvSl-1064-A1-R4_MC04-1g06055	7451.7	6509.55	4884.23	6188.37	7505.5	7301.29
MvSl-1064-A1-R4_MC04-1g06056	2391	2161	1232	1427	2193	1965
MvSl-1064-A1-R4_MC04-1g06057	1253	1435	1627	1895	2005	1952
MvSl-1064-A1-R4_MC04-1g06058	508	511	750	941	696	625
MvSl-1064-A1-R4_MC04-1g06059	48.6225	31.0004	36.8612	30.678	140.483	127.985
MvSl-1064-A1-R4_MC04-1g06060	779.946	637.02	354.58	474.885	1621.79	1875.2
MvSl-1064-A1-R4_MC04-1g06061	18.67	18.7509	5.22918	4.06713	34.2916	21.9109
MvSl-1064-A1-R4_MC04-1g06062	113.529	111.387	101.311	72.5291	185.111	125.483
MvSl-1064-A1-R4_MC04-1g06063	6.03494	0	4.12328	2	5.01844	2.0116
MvSl-1064-A1-R4_MC04-1g06064	30	35	13	9	17	21
MvSl-1064-A1-R4_MC04-1g06065	183	119	51	38	92	72
MvSl-1064-A1-R4_MC04-1g06066	789.575	779.605	945.217	1480.5	869.634	781.893
MvSl-1064-A1-R4_MC04-1g06067	275	253	421	599	431	455
MvSl-1064-A1-R4_MC04-1g06068	0	0	1	0	0	0
MvSl-1064-A1-R4_MC04-1g06069	94.8618	113.11	56.3823	87.1568	79.565	159.388
MvSl-1064-A1-R4_MC04-1g06070	35	34	16	21	3.3421	19
MvSl-1064-A1-R4_MC04-1g06071	40	30.5	29.5	43	54	47.5
MvSl-1064-A1-R4_MC04-1g06072	1.68245	1.15542	6.30742	5.96779	10.5098	11.7568
MvSl-1064-A1-R4_MC04-1g06073	681.608	743.176	503.325	527.253	1033.73	1178.09
MvSl-1064-A1-R4_MC04-1g06074	1	1.0025	0	0	1.5	2.50514
MvSl-1064-A1-R4_MC04-1g06075	18.8706	13.2343	4.78913	0	13.4569	9.45375
MvSl-1064-A1-R4_MC04-1g06076	0	0	0	0	0	0
MvSl-1064-A1-R4_MC04-1g06077	34.3039	30.1458	10.9738	12.6279	32.0999	39.76
MvSl-1064-A1-R4_MC04-2g06078	0	0	0	0	0	0
MvSl-1064-A1-R4_MC04-2g06079	0	0	0	0	0	0
MvSl-1064-A1-R4_MC04-2g06080	381.138	372.89	385.618	529.843	566.435	508.612
MvSl-1064-A1-R4_MC04-2g06081	0	0	0	0	8.6579	0
MvSl-1064-A1-R4_MC04-2g06082	40	30.5	29.5	43	54	47.5
MvSl-1064-A1-R4_MC04-2g06083	1.68245	1.15542	6.30742	5.96779	10.5098	11.7568
MvSl-1064-A1-R4_MC04-2g06084	0	0	0	0	0	0
MvSl-1064-A1-R4_MC04-2g06085	1	1.0025	0	0	1.5	2.50514
MvSl-1064-A1-R4_MC04-2g06086	574.482	764.28	410.681	785.25	1319.48	2119.73
MvSl-1064-A1-R4_MC04-2g06087	3.55732	1.94447	12.9212	7.3666	22.7005	27.2196
MvSl-1064-A1-R4_MC04-2g06088	11.206	11.5552	32.6908	40.6297	21.1221	5.5994
MvSl-1064-A1-R4_MC04-2g06089	18	10	3	0	15	26.9362
MvSl-1064-A1-R4_MC04-2g06090	23.022	21.0326	3.04626	7	15.0456	20.1012
MvSl-1064-A1-R4_MC04-2g06091	90.8328	92.9036	106.685	73.8798	95.7958	84.5789
MvSl-1064-A1-R4_MC04-2g06092	1601	1507	653	634	2515	2598
MvSl-1064-A1-R4_MC04-2g06093	2382.06	2544.61	2762.71	3403.4	3877.53	3532.94
MvSl-1064-A1-R4_MC04-2g06094	215	232	512	640	409	399
MvSl-1064-A1-R4_MC04-2g06095	1063	1168	3304	5958	1399	1518
MvSl-1064-A1-R4_MC04-2g06096	1550.23	1996.73	2296.27	3305.22	2010.19	1829.71
MvSl-1064-A1-R4_MC04-2g06097	170	161	68	46	166	221
MvSl-1064-A1-R4_MC04-2g06098	920	767	411	222	303	341
MvSl-1064-A1-R4_MC04-2g06099	367	554.35	1100	1757.74	564	454
MvSl-1064-A1-R4_MC04-2g06100	75	226	524	886	268	93
MvSl-1064-A1-R4_MC04-2g06101	1357	1211	803	1047	2029	1883
MvSl-1064-A1-R4_MC04-2g06102	958	996	1013	1140	1565	1478
MvSl-1064-A1-R4_MC04-2g06103	29	10	34	42	116	112
MvSl-1064-A1-R4_MC04-2g06104	15	17	44	41	52	23
MvSl-1064-A1-R4_MC04-2g06105	136	78	273	101	80	28
MvSl-1064-A1-R4_MC04-2g06106	929	774	272	216	533	569
MvSl-1064-A1-R4_MC04-2g06107	0	0	0	0	0	0
MvSl-1064-A1-R4_MC04-2g06108	2305	2247	3059	4447	3390	2807
MvSl-1064-A1-R4_MC04-2g06109	485.966	566.921	441.805	567.806	695.014	709.88
MvSl-1064-A1-R4_MC04-2g06110	92.335	63.6197	32.3518	27.7585	124.35	86.1048
MvSl-1064-A1-R4_MC04-2g06111	243.582	280.437	395.116	499.456	405.574	525.487
MvSl-1064-A1-R4_MC05-1g06112	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06113	0	0	2.02131	0	1.0065	1.00729
MvSl-1064-A1-R4_MC05-1g06114	0.180111	1	1.09408	2.19478	0	0
MvSl-1064-A1-R4_MC05-1g06115	5.38272	0	6.13335	3	2.23029	2.71775
MvSl-1064-A1-R4_MC05-1g06116	626.515	557.416	836.185	1207.95	741.846	621.73
MvSl-1064-A1-R4_MC05-1g06117	2258	2319	3632	5616	2914	2525
MvSl-1064-A1-R4_MC05-1g06118	2155	1759	2526	2514	3723	2569
MvSl-1064-A1-R4_MC05-1g06119	1749	1494	719	720	2036	2121
MvSl-1064-A1-R4_MC05-1g06120	3962	3999	10008	9872	7945	3695
MvSl-1064-A1-R4_MC05-1g06121	390	468	877	1397	538	482
MvSl-1064-A1-R4_MC05-1g06122	590	702	1121	2229	707	671
MvSl-1064-A1-R4_MC05-1g06123	6	11	54	36	8	5
MvSl-1064-A1-R4_MC05-1g06124	1632	2238	2946	5894	1487	2201
MvSl-1064-A1-R4_MC05-1g06125	250.614	219.972	146.007	235.982	228.773	298.704
MvSl-1064-A1-R4_MC05-1g06126	660.799	779.968	855.168	1050.23	832.927	727.609
MvSl-1064-A1-R4_MC05-1g06127	226.454	178.985	195.507	250.441	241.938	286.824
MvSl-1064-A1-R4_MC05-1g06128	18	15	7	0	10	17
MvSl-1064-A1-R4_MC05-1g06129	1214	1142	1149	1354	2102	1818
MvSl-1064-A1-R4_MC05-1g06130	0	3	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06131	5672	6094	1452	1394	8350	10281
MvSl-1064-A1-R4_MC05-1g06132	324	271	93	97	312	343
MvSl-1064-A1-R4_MC05-1g06133	1105	1008	312	312	1128	1399
MvSl-1064-A1-R4_MC05-1g06134	3900	3103	2712	1976	5778	5608
MvSl-1064-A1-R4_MC05-1g06135	1206	1398	2546	3968	2041	1639
MvSl-1064-A1-R4_MC05-1g06136	6218	5310	4103	5163	6861	7258
MvSl-1064-A1-R4_MC05-1g06137	427.528	513.162	158.278	138.585	805.213	917.588
MvSl-1064-A1-R4_MC05-1g06138	13	12	24	12	23	37
MvSl-1064-A1-R4_MC05-1g06139	3963	3021	4245	5147	5231	3588
MvSl-1064-A1-R4_MC05-1g06140	0	1	3	0	1	1
MvSl-1064-A1-R4_MC05-1g06141	324	534	599	1257	395	321
MvSl-1064-A1-R4_MC05-1g06142	5326	4503	3836	5321	8380	7190
MvSl-1064-A1-R4_MC05-1g06143	0	0	1	0	1	1
MvSl-1064-A1-R4_MC05-1g06144	0	1	4	4	2	0
MvSl-1064-A1-R4_MC05-1g06145	1.01032	0	1.00751	0	4.02487	1.0033
MvSl-1064-A1-R4_MC05-1g06146	0	0	0	0	0	1
MvSl-1064-A1-R4_MC05-1g06147	2456	2221	1688	2145	3408	2880
MvSl-1064-A1-R4_MC05-1g06148	2125	2635	3505	4151	4783	5924
MvSl-1064-A1-R4_MC05-1g06149	2080	2814	2064	3961	1126	3098
MvSl-1064-A1-R4_MC05-1g06150	1886	1893	2237	4344	1932	2719
MvSl-1064-A1-R4_MC05-1g06151	1785	2311	2863	4469	2738	2408
MvSl-1064-A1-R4_MC05-1g06152	228	217	184	184	231	267
MvSl-1064-A1-R4_MC05-1g06153	1256	1412	2526	4804	1612	1539
MvSl-1064-A1-R4_MC05-1g06154	1071	1288	884	1179	1149	1581
MvSl-1064-A1-R4_MC05-1g06155	714.526	1611.11	1253.11	2061.42	1211.1	1055.08
MvSl-1064-A1-R4_MC05-1g06156	27	89	522	994	84	49
MvSl-1064-A1-R4_MC05-1g06157	2289	3027	3278	3027	3299	3574
MvSl-1064-A1-R4_MC05-1g06158	1377	1430	4941	4537	1993	1958
MvSl-1064-A1-R4_MC05-1g06159	503	479	1198	1506	754	556
MvSl-1064-A1-R4_MC05-1g06160	892	721	22	15	199	219
MvSl-1064-A1-R4_MC05-1g06161	613	626	2775	912	823	246
MvSl-1064-A1-R4_MC05-1g06162	261	488	881	1270	376	223
MvSl-1064-A1-R4_MC05-1g06163	228.857	160.306	798.927	1270.41	396.705	320.075
MvSl-1064-A1-R4_MC05-1g06164	3.2728	4.50102	5.95415	4.85053	34.5064	32.748
MvSl-1064-A1-R4_MC05-1g06165	1.15541	8.02595	9.44971	3.16898	8.19132	11.5371
MvSl-1064-A1-R4_MC05-1g06166	0	0	1.05756	1.13594	47.151	40.1282
MvSl-1064-A1-R4_MC05-1g06167	247	283	51	36	323	369
MvSl-1064-A1-R4_MC05-1g06168	1554	1220	291	189	1642	1469
MvSl-1064-A1-R4_MC05-1g06169	153	91	33	35	162	88
MvSl-1064-A1-R4_MC05-1g06170	4986	4375	6780	8391	7142	5602
MvSl-1064-A1-R4_MC05-1g06171	1914	1843	2365	3321	3650	3301
MvSl-1064-A1-R4_MC05-1g06172	2346	3166	4416	6566	3175	3348
MvSl-1064-A1-R4_MC05-1g06173	8	7	9	5	2	4
MvSl-1064-A1-R4_MC05-1g06174	2289	1775	232	216	1965	3227
MvSl-1064-A1-R4_MC05-1g06175	512.929	462.656	500.629	643.276	1027.7	817.602
MvSl-1064-A1-R4_MC05-1g06176	1513.79	1431.4	950.964	902.289	2309.4	1590.2
MvSl-1064-A1-R4_MC05-1g06177	1632	1716	2648	3579	2901	2094
MvSl-1064-A1-R4_MC05-1g06178	5380	4792	3234	3410	6476	5979
MvSl-1064-A1-R4_MC05-1g06179	3612	4217	2273	4469	2044	4006
MvSl-1064-A1-R4_MC05-1g06180	2938	3271	3549	5710	5005	5108
MvSl-1064-A1-R4_MC05-1g06181	67.4709	89.1213	103.066	108.97	84.9578	84.6409
MvSl-1064-A1-R4_MC05-1g06182	17.4404	15.6993	151.248	215.596	28.1441	25.8311
MvSl-1064-A1-R4_MC05-1g06183	275	185	130	107	304	273
MvSl-1064-A1-R4_MC05-1g06184	124.079	100.846	221.034	314.779	389.82	460.556
MvSl-1064-A1-R4_MC05-1g06185	764.433	921.797	1266	1849.78	1218.47	1044.47
MvSl-1064-A1-R4_MC05-1g06186	953	1100	1214	1900	1023	834
MvSl-1064-A1-R4_MC05-1g06187	82	56	139	130	170	117
MvSl-1064-A1-R4_MC05-1g06188	1227	1327	2477	4181	2044	1785
MvSl-1064-A1-R4_MC05-1g06189	274	236	702	936	2062	2513
MvSl-1064-A1-R4_MC05-1g06190	60	43	32	41	79	83
MvSl-1064-A1-R4_MC05-1g06191	1266	1622	1506	3108	858	1138
MvSl-1064-A1-R4_MC05-1g06192	1308	1160	1739	2598	2035	1888
MvSl-1064-A1-R4_MC05-1g06193	7290	6389	14660	22304	10362	11628
MvSl-1064-A1-R4_MC05-1g06194	2228	3497	4685	4793	1763	3200
MvSl-1064-A1-R4_MC05-1g06195	2004	2079	1538	2172	2033	1753
MvSl-1064-A1-R4_MC05-1g06196	700	1206	868	670	864	884
MvSl-1064-A1-R4_MC05-1g06197	1571	2044	4407	6481	1379	1894
MvSl-1064-A1-R4_MC05-1g06198	488.25	406.42	377.147	554.723	643.425	632.571
MvSl-1064-A1-R4_MC05-1g06199	31.412	20.6119	1.57546	0	30.4221	36.5914
MvSl-1064-A1-R4_MC05-1g06200	2	1	0	0	10	18
MvSl-1064-A1-R4_MC05-1g06201	0	0	3	2	0	1
MvSl-1064-A1-R4_MC05-1g06202	1671	903	3522	6344	2500	3063
MvSl-1064-A1-R4_MC05-1g06203	12225	12448	9038	9111	7447	8524
MvSl-1064-A1-R4_MC05-1g06204	298	341	410	776	370	430
MvSl-1064-A1-R4_MC05-1g06205	4725	4701	3611	5611	6752	7420
MvSl-1064-A1-R4_MC05-1g06206	2733	3144	1788	2680	2534	3696
MvSl-1064-A1-R4_MC05-1g06207	71	81	25	23	62	75
MvSl-1064-A1-R4_MC05-1g06208	1	0	0	0	1.01483	1.00593
MvSl-1064-A1-R4_MC05-1g06209	7.05546	5	2.02881	1.06004	18.3013	22.6277
MvSl-1064-A1-R4_MC05-1g06210	9.30411	9.63786	20.159	11.7803	26.8159	39.5503
MvSl-1064-A1-R4_MC05-1g06211	90.4861	104.67	84.7826	124.929	234.353	286.512
MvSl-1064-A1-R4_MC05-1g06212	1263.42	2007.26	494.612	627.517	672.164	652.341
MvSl-1064-A1-R4_MC05-1g06213	2261.08	5376.32	656.747	906.968	1460.13	1144.24
MvSl-1064-A1-R4_MC05-1g06214	72	68.9935	62	80.9944	167.588	164.903
MvSl-1064-A1-R4_MC05-1g06215	248.025	284.35	217.445	304.196	492.263	596.916
MvSl-1064-A1-R4_MC05-1g06216	700	583	794	1391	1032	901
MvSl-1064-A1-R4_MC05-1g06217	1735	1570	2414	3420	4533	3435
MvSl-1064-A1-R4_MC05-1g06218	1798	1955	2281	2831	2605	2174
MvSl-1064-A1-R4_MC05-1g06219	2257	2651	882	956	2416	2334
MvSl-1064-A1-R4_MC05-1g06220	3859	3412	638	515	1283	1022
MvSl-1064-A1-R4_MC05-1g06221	45	39	71	87	52	39
MvSl-1064-A1-R4_MC05-1g06222	1794	1784	2027	2223	2673	2200
MvSl-1064-A1-R4_MC05-1g06223	738	734	4	6	10098	9191
MvSl-1064-A1-R4_MC05-1g06224	1435	1156	1848	3184	1998	2170
MvSl-1064-A1-R4_MC05-1g06225	2235	1892	960	1267	2488	2619
MvSl-1064-A1-R4_MC05-1g06226	0	1	1	0	0	0
MvSl-1064-A1-R4_MC05-1g06227	2243	2294	2924	3988	3618	3356
MvSl-1064-A1-R4_MC05-1g06228	2283	2146	3250	4190	2874	2419
MvSl-1064-A1-R4_MC05-1g06229	627	1168	1322	2104	866	980
MvSl-1064-A1-R4_MC05-1g06230	147	169	95	171	142	204
MvSl-1064-A1-R4_MC05-1g06231	61	96	71	78	73	116
MvSl-1064-A1-R4_MC05-1g06232	140	233	408	392	266	247
MvSl-1064-A1-R4_MC05-1g06233	1102	1418	2392	2721	2025	1829
MvSl-1064-A1-R4_MC05-1g06234	10	10	39	43	16	18
MvSl-1064-A1-R4_MC05-1g06235	41474	31953	16599	17219	29449	26389
MvSl-1064-A1-R4_MC05-1g06236	1136	991	3080	5214	1905	1616
MvSl-1064-A1-R4_MC05-1g06237	89	54	283	273	111	74
MvSl-1064-A1-R4_MC05-1g06238	96	103	143	184	91	113
MvSl-1064-A1-R4_MC05-1g06239	1440	2695	12880	21050	3137	1882
MvSl-1064-A1-R4_MC05-1g06240	2438	2928	5217	8035	3377	3542
MvSl-1064-A1-R4_MC05-1g06241	825	375	3099	3773	1927	2042
MvSl-1064-A1-R4_MC05-1g06242	152	343	451	662	270	179
MvSl-1064-A1-R4_MC05-1g06243	327	496	579	928	696	571
MvSl-1064-A1-R4_MC05-1g06244	0	1	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06245	5	3	10	17	7	6
MvSl-1064-A1-R4_MC05-1g06246	522	772	389	464	1244	1301
MvSl-1064-A1-R4_MC05-1g06247	996	946	1513	2519	1566	1481
MvSl-1064-A1-R4_MC05-1g06248	1510	1649	3328	5412	2582	2492
MvSl-1064-A1-R4_MC05-1g06249	802.444	809.766	691.16	478.855	1844.97	1921.64
MvSl-1064-A1-R4_MC05-1g06250	107.842	146.528	102.872	69.8126	103.073	134.955
MvSl-1064-A1-R4_MC05-1g06251	280.288	314.674	95.7004	69.9538	389.105	535.92
MvSl-1064-A1-R4_MC05-1g06252	225.36	239.315	270.629	296.391	472.59	431.974
MvSl-1064-A1-R4_MC05-1g06253	2678	2855	3112	4998	4000	3673
MvSl-1064-A1-R4_MC05-1g06254	978.404	1026.47	684.313	764.351	1140.56	1218.7
MvSl-1064-A1-R4_MC05-1g06255	6240	5691.42	2925	3932	6017	5984.29
MvSl-1064-A1-R4_MC05-1g06256	0	0	1	1	1	0
MvSl-1064-A1-R4_MC05-1g06257	195.097	225.006	438.807	357.273	410.236	407.013
MvSl-1064-A1-R4_MC05-1g06258	132.828	154.15	592.515	872.398	309.435	280.955
MvSl-1064-A1-R4_MC05-1g06259	10	9	13	25	5	5
MvSl-1064-A1-R4_MC05-1g06260	160.962	219.799	347.016	457.136	247.984	258.811
MvSl-1064-A1-R4_MC05-1g06261	14	18.1233	10.0631	27.9245	14	21.0856
MvSl-1064-A1-R4_MC05-1g06262	1.22273	0.666667	0.688147	0	0	1.64179
MvSl-1064-A1-R4_MC05-1g06263	156.034	129.143	145.584	194.667	119.16	148.618
MvSl-1064-A1-R4_MC05-1g06264	9.93174	7.66043	11.1102	6.37413	18.9058	18.9366
MvSl-1064-A1-R4_MC05-1g06265	45.2738	49.3275	48.6378	33.4478	51.4144	67.0942
MvSl-1064-A1-R4_MC05-1g06266	461.421	626.236	400.767	393.712	659.031	680.832
MvSl-1064-A1-R4_MC05-1g06267	0	3.01507	1.92614	7.34995	10.3318	9.63343
MvSl-1064-A1-R4_MC05-1g06268	1	0	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06269	34.1633	13.0752	1.59781	0	102.993	141.437
MvSl-1064-A1-R4_MC05-1g06270	6.06631	1.2282	1.0145	0	4.05444	2.03411
MvSl-1064-A1-R4_MC05-1g06271	7.44023	9.06567	25.4245	29.6106	8.40876	8.20207
MvSl-1064-A1-R4_MC05-1g06272	0	1.00837	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06273	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06274	38.3165	55.3032	105.185	52.261	34.1401	35.0922
MvSl-1064-A1-R4_MC05-1g06275	2.52141	4.79198	2	1	14.73	7.17671
MvSl-1064-A1-R4_MC05-1g06276	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06277	30.6361	16.2969	10.8826	18.4488	8.73287	20.4056
MvSl-1064-A1-R4_MC05-1g06278	0	1.10714	0	0	0	1.03521
MvSl-1064-A1-R4_MC05-1g06279	47.2064	75.3528	111.954	63.6687	53.8305	34.1855
MvSl-1064-A1-R4_MC05-1g06280	0	0	0	0	1.88363	0
MvSl-1064-A1-R4_MC05-1g06281	0	1.88447	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06282	6.75067	8.25478	6.10341	1.76851	1.81305	10.9223
MvSl-1064-A1-R4_MC05-1g06283	3.75547	4.51601	0	0	8.76937	7.35622
MvSl-1064-A1-R4_MC05-1g06284	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06285	5.01339e-06	7.70203	11.9325	0.992208	14.1019	0
MvSl-1064-A1-R4_MC05-1g06286	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06287	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06288	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06289	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06290	0	0	1.89284e-07	3.66208	4.13166	5.02796
MvSl-1064-A1-R4_MC05-1g06291	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06292	248.853	338.433	218.242	229.534	391.523	491.45
MvSl-1064-A1-R4_MC05-1g06293	7.77547	0	0.000425577	0	3.32786	0
MvSl-1064-A1-R4_MC05-1g06294	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06295	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06296	0	0	4.87663	9.27382	5.46312	6.39779
MvSl-1064-A1-R4_MC05-2g06297	0.000145333	17.7991	38.3652	39.9479	19.7967	5.44938
MvSl-1064-A1-R4_MC05-2g06298	27.1108	32.15	142.812	278.687	34.5336	24.3052
MvSl-1064-A1-R4_MC05-2g06299	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06300	0	0	2.0715	0	0	0
MvSl-1064-A1-R4_MC05-2g06301	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06302	3.34281	5.50923	4.80923	1.71125	14.3432	13.3651
MvSl-1064-A1-R4_MC05-2g06303	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06304	0	1.01022	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06305	25.0278	10.0034	0	0	23.0403	30.0795
MvSl-1064-A1-R4_MC05-2g06306	28.1857	13.1198	3.03283	11.094	50.5827	58.774
MvSl-1064-A1-R4_MC05-2g06307	1	0	1	0	0	1
MvSl-1064-A1-R4_MC05-2g06308	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06309	21	13	1	0	4.05244	4.08026
MvSl-1064-A1-R4_MC05-2g06310	4.01044	5.05109	2.04015	0	3.08409	7.08182
MvSl-1064-A1-R4_MC05-2g06311	191.677	108.358	55.2251	39.1581	165.605	227.964
MvSl-1064-A1-R4_MC05-2g06312	79	52	34	22.013	156.857	205.604
MvSl-1064-A1-R4_MC05-2g06313	8.3902	4.02785	0	1.00529	6.88569	4.88678
MvSl-1064-A1-R4_MC05-2g06314	470.866	414.363	261.904	337.751	307.668	405.48
MvSl-1064-A1-R4_MC05-2g06315	1.04378	10.724	10.3818	11.6164	9.16354	5.09459
MvSl-1064-A1-R4_MC05-2g06316	16	16	27	22	31	30
MvSl-1064-A1-R4_MC05-2g06317	2873.95	3015.17	2493	2389.14	5169.65	5128.76
MvSl-1064-A1-R4_MC05-2g06318	410.189	347.053	414.217	382.779	1072.1	969.775
MvSl-1064-A1-R4_MC05-2g06319	3037	3301	3794	6133	4841	4937
MvSl-1064-A1-R4_MC05-2g06320	1531	1780	2314	2872	2389	2462
MvSl-1064-A1-R4_MC05-2g06321	1841	1777	4316	7432	2313	2345
MvSl-1064-A1-R4_MC05-2g06322	1137	1077	1642	2061	1682	1543
MvSl-1064-A1-R4_MC05-2g06323	1348	1441	2040	2998	1700	1766
MvSl-1064-A1-R4_MC05-2g06324	1654.49	1498	2226.73	3211	2482	2078
MvSl-1064-A1-R4_MC05-2g06325	784	726	1037	1344	1319	1053
MvSl-1064-A1-R4_MC05-2g06326	656.219	567.564	586.901	604.825	856.326	530.05
MvSl-1064-A1-R4_MC05-2g06327	1095.68	1419.33	922.42	838.088	1739.24	1296.37
MvSl-1064-A1-R4_MC05-2g06328	0	0	0	1.06938	0	0
MvSl-1064-A1-R4_MC05-2g06329	2	2.01427	3.06966	1.02695	9.03296	19.075
MvSl-1064-A1-R4_MC05-2g06330	21.484	9.71636	1.34532	1.23242	19.4244	19.2175
MvSl-1064-A1-R4_MC05-2g06331	0	0	0	0	2	2
MvSl-1064-A1-R4_MC05-2g06332	1.62547	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06333	149.59	113.677	173.728	125.146	271.373	334.001
MvSl-1064-A1-R4_MC05-2g06334	180	216.976	300	313	143.558	125.28
MvSl-1064-A1-R4_MC05-2g06335	64.2118	51.1815	50.0699	42.1768	667.744	537.645
MvSl-1064-A1-R4_MC05-2g06336	8.37772	29.0159	15.2788	27.568	45.5938	48.7449
MvSl-1064-A1-R4_MC05-2g06337	2.04152	2.03515	0	2.83146	5.00933	3.18685
MvSl-1064-A1-R4_MC05-2g06338	32.0373	16.0095	330.061	188.03	46.4006	68.7579
MvSl-1064-A1-R4_MC05-2g06339	2842	2799	3203	4201	4219	2934
MvSl-1064-A1-R4_MC05-2g06340	4760	4487	5836	6975	5573	5835
MvSl-1064-A1-R4_MC05-2g06341	4122	4941	4937	8560	6250	7033
MvSl-1064-A1-R4_MC05-2g06342	558.222	493.851	93.018	182.784	385.315	524.944
MvSl-1064-A1-R4_MC05-2g06343	1936.9	1647.53	1304.35	1685.39	2329.89	2514.55
MvSl-1064-A1-R4_MC05-2g06344	206.876	197.14	171.513	157.558	443.843	577.852
MvSl-1064-A1-R4_MC05-2g06345	1	2	0	0	2.06645	3.05565
MvSl-1064-A1-R4_MC05-2g06346	14.6786	12.8967	19.2358	13.5441	23.9579	40.1394
MvSl-1064-A1-R4_MC05-2g06347	121.265	190.904	88.5177	176.521	107.95	137.181
MvSl-1064-A1-R4_MC05-2g06348	109.233	97.7594	8.19004	14.2942	76.5269	90.6095
MvSl-1064-A1-R4_MC05-2g06349	3438.97	3888.75	3321.08	5116.03	6129.72	6200.08
MvSl-1064-A1-R4_MC05-2g06350	0	1.21602	0	0	3.21158	1.25995
MvSl-1064-A1-R4_MC05-2g06351	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06352	187.643	175.412	500.515	988.412	189.006	391.154
MvSl-1064-A1-R4_MC05-2g06353	983	1134	709	952	2209	2168
MvSl-1064-A1-R4_MC05-2g06354	2848.03	3139.82	3427.88	5182.02	5052.01	4819.08
MvSl-1064-A1-R4_MC05-2g06355	6679	7376	5305	6580	9921	10146
MvSl-1064-A1-R4_MC05-2g06356	1984.61	1902	8785.76	10654	2857.89	2988.86
MvSl-1064-A1-R4_MC05-2g06357	5634	4954	3453	4909	6725	5555
MvSl-1064-A1-R4_MC05-2g06358	3230	2638	2089	2390	5080	4553
MvSl-1064-A1-R4_MC05-2g06359	26	49	28	10	70	60
MvSl-1064-A1-R4_MC05-2g06360	3030	3854	10316	16382	3484	3227
MvSl-1064-A1-R4_MC05-2g06361	7492	7389	10735	12480	9933	10607
MvSl-1064-A1-R4_MC05-2g06362	735	899	1162	1466	1225	1076
MvSl-1064-A1-R4_MC05-2g06363	1295	1504	1757	2939	2120	1887
MvSl-1064-A1-R4_MC05-2g06364	7105	7318	3424	4270	7131	8001
MvSl-1064-A1-R4_MC05-2g06365	218.155	264.32	25.9911	23.2191	619.624	719.066
MvSl-1064-A1-R4_MC05-2g06366	230.069	259.667	221.546	212.465	371.678	365.944
MvSl-1064-A1-R4_MC05-2g06367	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-2g06368	1.10069	0	2.10934	0	0	3.11469
MvSl-1064-A1-R4_MC05-2g06369	0	1	0	1	0	0
MvSl-1064-A1-R4_MC05-2g06370	315	278	80	60	200	215
MvSl-1064-A1-R4_MC05-2g06371	209	193	33	27	122	134
MvSl-1064-A1-R4_MC05-2g06372	50.8566	37.498	15.8954	4.06871	42.1668	40.9214
MvSl-1064-A1-R4_MC05-2g06373	1981.9	1726.63	641.017	661.942	1748.34	1817.95
MvSl-1064-A1-R4_MC05-2g06374	13.7122	21.0256	24.3103	23.7781	39.1562	45.6349
MvSl-1064-A1-R4_MC05-2g06375	144.65	154.039	93.3391	67.3776	560.13	646.069
MvSl-1064-A1-R4_MC05-2g06376	25	46	23	31	30	57
MvSl-1064-A1-R4_MC05-2g06377	1834	2242	1092	982	2393	2670
MvSl-1064-A1-R4_MC05-2g06378	753	1101	1244	1734	1608	1134
MvSl-1064-A1-R4_MC05-2g06379	4587	4476	2600	3727	4342	4700
