gene	A1_1	A1_2	A2_1	A2_2
MvSl-1064-A1-R4_MC06g06953	898	1025	1275	1190
MvSl-1064-A1-R4_MC06g06954	4187	5036	4722	5442
MvSl-1064-A1-R4_MC06g06955	233	429	1042	1507
MvSl-1064-A1-R4_MC06g06956	296	467	857	1192
MvSl-1064-A1-R4_MC06g06957	1273	1953	2991	3527
MvSl-1064-A1-R4_MC06g06958	2039	2018	752	347
MvSl-1064-A1-R4_MC06g06959	950	1129	969	905
MvSl-1064-A1-R4_MC06g06960	892	1119	1224	1249
MvSl-1064-A1-R4_MC06g06961	10	11	9	8
MvSl-1064-A1-R4_MC06g06962	2292	3834	6646	7135
MvSl-1064-A1-R4_MC06g06963	3614	4929	4855	4684
MvSl-1064-A1-R4_MC06g06964	1193	1098	1295	911
MvSl-1064-A1-R4_MC06g06965	718	1468	1633	2050
MvSl-1064-A1-R4_MC06g06966	1642	2268	2475	3239
MvSl-1064-A1-R4_MC06g06967	837	998	968	717
MvSl-1064-A1-R4_MC06g06968	3376	5164	4128	4218
MvSl-1064-A1-R4_MC06g06969	2263	3955	3269	3125
MvSl-1064-A1-R4_MC06g06970	728	987	1001	1136
MvSl-1064-A1-R4_MC06g06971	295928	305770	347007	222275
MvSl-1064-A1-R4_MC06g06972	125.906	53.1705	59.7116	35.886
MvSl-1064-A1-R4_MC06g06973	1821	2101	2700	2744
MvSl-1064-A1-R4_MC06g06974	1399	1877	1880	1831
MvSl-1064-A1-R4_MC06g06975	638	591	808	1173
MvSl-1064-A1-R4_MC06g06976	16	20	21	20
MvSl-1064-A1-R4_MC06g06977	1628	3175.99	2468.99	2404
MvSl-1064-A1-R4_MC06g06978	1786	2063	3968	4267
MvSl-1064-A1-R4_MC06g06979	3443	4476	4507	4741
MvSl-1064-A1-R4_MC06g06980	1683	1894	1924	1952
MvSl-1064-A1-R4_MC06g06981	735	1124	952	937
MvSl-1064-A1-R4_MC06g06982	1217	2056	1954	2191
MvSl-1064-A1-R4_MC06g06983	1675	2604	1810	1550
MvSl-1064-A1-R4_MC06g06984	1240	1650	1947	1862
MvSl-1064-A1-R4_MC06g06985	56.5662	80.7983	44.0711	51.1661
MvSl-1064-A1-R4_MC06g06986	1366	1852	1646	1629
MvSl-1064-A1-R4_MC06g06987	1220	2720	1757	1629
MvSl-1064-A1-R4_MC06g06988	1384	1998	2220	1528
MvSl-1064-A1-R4_MC06g06989	11	10	16	14
MvSl-1064-A1-R4_MC06g06990	40.6415	60.4459	59.978	67.7125
MvSl-1064-A1-R4_MC06g06991	0	2	1	2
MvSl-1064-A1-R4_MC06g06992	486.358	986.554	1374.02	1462.29
MvSl-1064-A1-R4_MC06g06993	2329	3066	2749	3105
MvSl-1064-A1-R4_MC06g06994	283	538	1026	1185
MvSl-1064-A1-R4_MC06g06995	720	700	690	911
MvSl-1064-A1-R4_MC06g06997	3.04438	5.28731	0	2.07704
MvSl-1064-A1-R4_MC06g06998	9	6	3	2
MvSl-1064-A1-R4_MC06g06999	5400	5361	6081	6770
MvSl-1064-A1-R4_MC06g07000	1768	2962	1732	1686
MvSl-1064-A1-R4_MC06g07001	14516	30275	15668	17469
MvSl-1064-A1-R4_MC06g07002	5401	10020	6000	4804
MvSl-1064-A1-R4_MC06g07003	274.864	227.832	220.09	201
MvSl-1064-A1-R4_MC06g07004	5539	6726	6568	6701
MvSl-1064-A1-R4_MC06g07005	695	969	1106	2015
MvSl-1064-A1-R4_MC06g07006	297	520	778	832
MvSl-1064-A1-R4_MC06g07007	0	1	1	0
MvSl-1064-A1-R4_MC06g07008	0	0	1	0
MvSl-1064-A1-R4_MC06g07009	15.1362	5.16843	1.91022	0
MvSl-1064-A1-R4_MC06g07010	4034	6424	4274	4977
MvSl-1064-A1-R4_MC06g07011	3473	5473	5140	4720
MvSl-1064-A1-R4_MC06g07012	1557	1935	1642	1642
MvSl-1064-A1-R4_MC06g07013	262	316	278	240
MvSl-1064-A1-R4_MC06g07014	2245	2309	2340	1944
MvSl-1064-A1-R4_MC06g07015	2154	2853	2135	1685
MvSl-1064-A1-R4_MC06g07016	1724	1824	2272	2709
MvSl-1064-A1-R4_MC06g07017	2820	3725.59	3615	3558
MvSl-1064-A1-R4_MC06g07018	860	1416	682	627
MvSl-1064-A1-R4_MC06g07019	475	896	430	398
MvSl-1064-A1-R4_MC06g07020	2324	1037	984	763
MvSl-1064-A1-R4_MC06g07021	8067	3959	3835	3374
MvSl-1064-A1-R4_MC06g07022	174	87	177	131
MvSl-1064-A1-R4_MC06g07023	912	411	938	780
MvSl-1064-A1-R4_MC06g07024	193	186	189	182
MvSl-1064-A1-R4_MC06g07025	6137	8428	8138	7365
MvSl-1064-A1-R4_MC06g07026	2957.24	4270.86	3775.28	3132.81
MvSl-1064-A1-R4_MC06g07027	2710	4411	4137	4660
MvSl-1064-A1-R4_MC06g07028	2131	4097	3078	2612
MvSl-1064-A1-R4_MC06g07029	412	719	1106	1430
MvSl-1064-A1-R4_MC06g07030	862	1503	2462	4135
MvSl-1064-A1-R4_MC06g07031	4053	4109	5749	7012.62
MvSl-1064-A1-R4_MC06g07037	815	1099	1883	2189
MvSl-1064-A1-R4_MC06g07038	3119	4862	3873.59	3601.73
MvSl-1064-A1-R4_MC06g07039	1706.95	2341	2354	2617.81
MvSl-1064-A1-R4_MC06g07040	786	1193	900	1058
MvSl-1064-A1-R4_MC06g07041	1200	1833	2060	1935
MvSl-1064-A1-R4_MC06g07042	950	1151	2072	1439
MvSl-1064-A1-R4_MC06g07043	5410	11181	6798	6040
MvSl-1064-A1-R4_MC06g07044	7809	17319	9482	9123
MvSl-1064-A1-R4_MC06g07045	0	2	0	1
MvSl-1064-A1-R4_MC06g07046	2277	3390	2790	2500
MvSl-1064-A1-R4_MC06g07047	152	149	235	256
MvSl-1064-A1-R4_MC06g07048	2	3	5	5
MvSl-1064-A1-R4_MC06g07049	1912	3461	2964	3287
MvSl-1064-A1-R4_MC06g07050	2	0	2	0
MvSl-1064-A1-R4_MC06g07051	692.088	948.743	788.158	885.003
MvSl-1064-A1-R4_MC06g07052	20.0529	16.2201	13.1293	13.0736
MvSl-1064-A1-R4_MC06g07053	6.12155	13.4204	12.9508	5.3427
MvSl-1064-A1-R4_MC06g07054	1702	2015	2581	1927
MvSl-1064-A1-R4_MC06g07055	2576	3658	4002	4044
MvSl-1064-A1-R4_MC06g07056	1306	2493	2432	2711
MvSl-1064-A1-R4_MC06g07057	19040	28171	37069	33246
MvSl-1064-A1-R4_MC06g07058	116.303	194.007	136.45	152.455
MvSl-1064-A1-R4_MC06g07059	0	0	0	0
MvSl-1064-A1-R4_MC06g07060	3164	4422.44	2811.29	2587
MvSl-1064-A1-R4_MC06g07061	197	351	394	344
MvSl-1064-A1-R4_MC06g07062	3	2.02111	0	0
MvSl-1064-A1-R4_MC06g07063	151.58	124.7	187.912	168.282
MvSl-1064-A1-R4_MC06g07064	52.3848	49.209	40.2305	50.7324
MvSl-1064-A1-R4_MC06g07065	0	0	0	0
MvSl-1064-A1-R4_MC06g07067	1.05016	1.22519	1.03717	0
MvSl-1064-A1-R4_MC06g07068	0	0	0	0
MvSl-1064-A1-R4_MC06g07069	10.8159	15.6742	10.4074	5.09153
MvSl-1064-A1-R4_MC06g07070	26.6842	1.82829	18.0797	16.319
MvSl-1064-A1-R4_MC06g07071	0	0	0	0
MvSl-1064-A1-R4_MC06g07072	1	15	3.95711	2
MvSl-1064-A1-R4_MC06g07073	736.726	982.276	663.935	727.567
MvSl-1064-A1-R4_MC06g07074	354.841	332.942	165.838	131.264
MvSl-1064-A1-R4_MC06g07075	2.1753	7.92858	0	7.44249
MvSl-1064-A1-R4_MC06g07076	613.247	764.142	296.408	255.759
MvSl-1064-A1-R4_MC06g07077	94.331	70.7134	257.537	500.053
MvSl-1064-A1-R4_MC06g07078	116.368	62.6925	114.48	158.361
MvSl-1064-A1-R4_MC06g07079	0	0	0	0
MvSl-1064-A1-R4_MC06g07080	4.10978	1.68683	5.56989	6.87747
MvSl-1064-A1-R4_MC06g07081	78.0336	50.3217	27.4471	21.32
MvSl-1064-A1-R4_MC06g07082	0	0	0	0
MvSl-1064-A1-R4_MC06g07083	0.0228636	0	0	0
MvSl-1064-A1-R4_MC06g07085	0	0	0	0
MvSl-1064-A1-R4_MC06g07086	0	0	0	0
MvSl-1064-A1-R4_MC06g07087	0	0	0	0
MvSl-1064-A1-R4_MC06g07088	0	0	0	0
MvSl-1064-A1-R4_MC06g07089	0	0	0	0
MvSl-1064-A1-R4_MC06g07090	18.8094	18.3383	12.4029	6.54975
MvSl-1064-A1-R4_MC06g07091	10.1882	15.9337	9.96382	11.1152
MvSl-1064-A1-R4_MC06g07092	0	0	0	0
MvSl-1064-A1-R4_MC06g07093	27.1197	46.4437	45.6344	40.9602
MvSl-1064-A1-R4_MC06g07094	0	0	0	0
MvSl-1064-A1-R4_MC06g07095	0.000179942	8.35818	0	3.48678
MvSl-1064-A1-R4_MC06g07096	0	0	0	0
MvSl-1064-A1-R4_MC06g07097	29.7514	31.9329	37.1635	32.989
MvSl-1064-A1-R4_MC06g07098	0	0	0	0
MvSl-1064-A1-R4_MC06g07099	14.7747	33.6975	37.0615	22.4626
MvSl-1064-A1-R4_MC06g07100	0	0	0	0
MvSl-1064-A1-R4_MC06g07101	0	1.62921	1.97818	0
MvSl-1064-A1-R4_MC06g07102	12.3542	5.55761	56.7864	33.9021
MvSl-1064-A1-R4_MC06g07103	0	0	0	0
MvSl-1064-A1-R4_MC06g07104	0	0	1.44332	0
MvSl-1064-A1-R4_MC06g07105	0	0	0	0
MvSl-1064-A1-R4_MC06g07106	0	0	0	1.1515
MvSl-1064-A1-R4_MC06g07107	3	1.00724	0	0
MvSl-1064-A1-R4_MC06g07108	0	0	0	0
MvSl-1064-A1-R4_MC06g07109	0	0	0	0
MvSl-1064-A1-R4_MC06g07110	0	0	0	0
MvSl-1064-A1-R4_MC06g07111	1.08274	5.63221	5.081	4.03077
MvSl-1064-A1-R4_MC06g07112	47.0823	31.2143	115	107.319
MvSl-1064-A1-R4_MC06g07113	554.131	486.326	685.476	690.563
MvSl-1064-A1-R4_MC06g07114	4	19	7	10
MvSl-1064-A1-R4_MC06g07115	2	2	3	5
MvSl-1064-A1-R4_MC06g07116	52.242	39.8612	65.9925	67.2021
MvSl-1064-A1-R4_MC06g07117	25.1813	13.9743	15.5953	17.9338
MvSl-1064-A1-R4_MC06g07118	3201	4609	5927	6904
MvSl-1064-A1-R4_MC06g07119	1999	2540	2789	2469
MvSl-1064-A1-R4_MC06g07120	1047	1505	1320	1179
MvSl-1064-A1-R4_MC06g07121	377	527	696	769
MvSl-1064-A1-R4_MC06g07122	18130	27998	37823	31385
MvSl-1064-A1-R4_MC06g07123	813.841	1816.62	812	556
MvSl-1064-A1-R4_MC06g07124	0	0	1.09724	1.06869
MvSl-1064-A1-R4_MC06g07125	4	5.07493	4	7.14349
MvSl-1064-A1-R4_MC06g07126	18.6173	25.7263	25.9866	32.194
MvSl-1064-A1-R4_MC06g07127	76.1523	168.102	49.9752	47.1637
MvSl-1064-A1-R4_MC06g07128	295.33	331.66	382.872	343.027
MvSl-1064-A1-R4_MC06g07129	272	304	296	326
MvSl-1064-A1-R4_MC06g07130	1161	1082	1387	1395
MvSl-1064-A1-R4_MC06g07131	968	1390	1233	1275
MvSl-1064-A1-R4_MC06g07132	2521	4067	4058	4304
MvSl-1064-A1-R4_MC06g07133	1243	1657	4256	4043
MvSl-1064-A1-R4_MC06g07134	4691	8610	8786	7240
MvSl-1064-A1-R4_MC06g07135	14	9	17.1557	15
MvSl-1064-A1-R4_MC06g07136	514	729	911	1070
MvSl-1064-A1-R4_MC06g07137	82	78	26	7
MvSl-1064-A1-R4_MC06g07138	154	230	537	206
MvSl-1064-A1-R4_MC06g07139	406	749	849	1530
MvSl-1064-A1-R4_MC06g07140	1053.08	1587.22	1530.2	1540.44
MvSl-1064-A1-R4_MC06g07141	0	0	0	0
MvSl-1064-A1-R4_MC06g07142	647.441	1146.19	1096.15	1043.76
MvSl-1064-A1-R4_MC06g07143	1.05641	2.13429	1.12928	0
MvSl-1064-A1-R4_MC06g07144	1355	1697	1915	1465
MvSl-1064-A1-R4_MC06g07145	1153	1746	1608	1660
MvSl-1064-A1-R4_MC06g07146	83	155	119	113
MvSl-1064-A1-R4_MC06g07147	1050	1974	1822	1483
MvSl-1064-A1-R4_MC06g07148	152.257	223.66	157.166	165.21
MvSl-1064-A1-R4_MC06g07149	1097.86	1340.14	1325.62	1444.88
MvSl-1064-A1-R4_MC06g07150	108.124	133.353	115.408	106.957
MvSl-1064-A1-R4_MC06g07151	554	836	915	975
MvSl-1064-A1-R4_MC06g07152	608.386	874.236	880.961	1328.17
MvSl-1064-A1-R4_MC06g07154	675	1732	937	674
MvSl-1064-A1-R4_MC06g07155	2336	3579	3647	3836
MvSl-1064-A1-R4_MC06g07156	13849	24740	28915	24661
MvSl-1064-A1-R4_MC06g07157	1382	2504	1895	2177
MvSl-1064-A1-R4_MC06g07158	907	1423	1049	1034
MvSl-1064-A1-R4_MC06g07159	54	38	47	40
MvSl-1064-A1-R4_MC06g07160	659	1266	2874	4285
MvSl-1064-A1-R4_MC06g07161	84	158	412	508
MvSl-1064-A1-R4_MC06g07162	893	880	915	1103
MvSl-1064-A1-R4_MC06g07163	0	0	0	0
MvSl-1064-A1-R4_MC06g07164	59.9912	121.279	80.3203	79.669
MvSl-1064-A1-R4_MC06g07165	1.08743	0	0	0
MvSl-1064-A1-R4_MC06g07166	294.083	270.862	402.09	393.306
MvSl-1064-A1-R4_MC06g07167	3377	3870	4354	4043
MvSl-1064-A1-R4_MC06g07168	1022	1574	1759	1522
MvSl-1064-A1-R4_MC06g07169	1071	1648	1699	1548
MvSl-1064-A1-R4_MC06g07170	603	653	1749	1339
MvSl-1064-A1-R4_MC06g07171	739	1169	1477	879
MvSl-1064-A1-R4_MC06g07172	709	829	909	888
MvSl-1064-A1-R4_MC06g07173	1657	2166	3241	4079
MvSl-1064-A1-R4_MC06g07174	107	126	142	177
MvSl-1064-A1-R4_MC06g07175	52	63	21	19
MvSl-1064-A1-R4_MC06g07176	1	0	1	0
MvSl-1064-A1-R4_MC06g07177	2666	2514	3156	4368
MvSl-1064-A1-R4_MC06g07178	7.88386	1.61979	19.1312	12.853
MvSl-1064-A1-R4_MC06g07179	6.37396	4.24289	5.6254	6.41867
MvSl-1064-A1-R4_MC06g07180	57.7032	36.8945	64.2744	110.394
MvSl-1064-A1-R4_MC06g07181	1.11208	4.38051	3.97644	1.11432
MvSl-1064-A1-R4_MC06g07182	11745	20819	16760	17372
MvSl-1064-A1-R4_MC06g07183	3812	6174	4934	4710
MvSl-1064-A1-R4_MC06g07184	9617	16010	15103	16171
MvSl-1064-A1-R4_MC06g07185	2398	3797	2794	2468
MvSl-1064-A1-R4_MC06g07186	490	873	1087	891
MvSl-1064-A1-R4_MC06g07187	743	1223	1144	1203
MvSl-1064-A1-R4_MC06g07188	697	914	1732	1322
MvSl-1064-A1-R4_MC06g07189	8	8.47059	17	18
MvSl-1064-A1-R4_MC06g07190	3.25	6.24191	8.54491	6.53558
MvSl-1064-A1-R4_MC06g07191	37	20	57	60
MvSl-1064-A1-R4_MC06g07192	1917	3084	4004	4058
MvSl-1064-A1-R4_MC06g07193	1960	3583	3443	3757
MvSl-1064-A1-R4_MC06g07194	4641	6221	5919	5216
MvSl-1064-A1-R4_MC06g07195	361	318	287	284
MvSl-1064-A1-R4_MC06g07196	668.908	819.223	740.976	718.128
MvSl-1064-A1-R4_MC06g07197	2	5	20	14
MvSl-1064-A1-R4_MC06g07198	0	0	0	1
MvSl-1064-A1-R4_MC06g07199	4	6	6	12
MvSl-1064-A1-R4_MC06g07200	57.0923	142.777	152.024	132.872
MvSl-1064-A1-R4_MC06g07201	474	496	1167	888
MvSl-1064-A1-R4_MC06g07202	934	1555	1430	1053
MvSl-1064-A1-R4_MC06g07203	883	1258	1385	1630
MvSl-1064-A1-R4_MC06g07204	3977	5490	4104	4296
MvSl-1064-A1-R4_MC06g07205	3107	977	2320	2783
MvSl-1064-A1-R4_MC06g07206	8055	7220	7821	7966
MvSl-1064-A1-R4_MC06g07207	4781	7617	6506	6534
MvSl-1064-A1-R4_MC06g07208	1901	2361	1760	1856
MvSl-1064-A1-R4_MC06g07209	1104	1685	1329	1280
MvSl-1064-A1-R4_MC06g07210	762	1241	1035	1208
MvSl-1064-A1-R4_MC06g07211	156	263	205	181
MvSl-1064-A1-R4_MC06g07212	1018	1434	1447	1581
MvSl-1064-A1-R4_MC06g07213	13	31	26	22
MvSl-1064-A1-R4_MC06g07214	514	549	637	507
MvSl-1064-A1-R4_MC06g07215	191.712	198.578	184.798	193.403
MvSl-1064-A1-R4_MC06g07216	7	11	6	11
MvSl-1064-A1-R4_MC06g07217	15	31	35	15
MvSl-1064-A1-R4_MC06g07218	712	1091	1169	1393
MvSl-1064-A1-R4_MC06g07219	4208	4888	5776	6044
MvSl-1064-A1-R4_MC06g07220	5010	9957	7414	7685
MvSl-1064-A1-R4_MC06g07221	1530	1311	1847	1560
MvSl-1064-A1-R4_MC06g07222	592	913	1071	1664
MvSl-1064-A1-R4_MC06g07223	209	333	424	519
MvSl-1064-A1-R4_MC06g07224	292	439	511	673
MvSl-1064-A1-R4_MC06g07225	3908	6536	5340	6526
MvSl-1064-A1-R4_MC06g07226	632	1027	752	788
MvSl-1064-A1-R4_MC06g07227	791	1157	1360	1532
MvSl-1064-A1-R4_MC06g07228	2139	2110	2672	2307
MvSl-1064-A1-R4_MC06g07229	2952	5777	3938	3885
MvSl-1064-A1-R4_MC06g07230	1539	2581	3149	3241
MvSl-1064-A1-R4_MC06g07231	1894	2256	2228	2104
MvSl-1064-A1-R4_MC06g07232	596	1107	917	888
MvSl-1064-A1-R4_MC06g07233	887	1097	1443	1339
MvSl-1064-A1-R4_MC06g07234	1432	2568	2356	2679
MvSl-1064-A1-R4_MC06g07235	538	1118	572	697
MvSl-1064-A1-R4_MC06g07236	26	53	72	37
MvSl-1064-A1-R4_MC06g07237	5633	8568	10071	9031
MvSl-1064-A1-R4_MC06g07238	1353.88	1416.03	1468.52	1589.44
MvSl-1064-A1-R4_MC06g07239	422.984	480.938	500.935	552.394
MvSl-1064-A1-R4_MC06g07240	5934	8657	7017	6808
MvSl-1064-A1-R4_MC06g07241	1170	1991	1714	1615
MvSl-1064-A1-R4_MC06g07242	1057	1000	1044	1122
MvSl-1064-A1-R4_MC06g07243	908	1695	1590	1628
MvSl-1064-A1-R4_MC06g07244	3413	5077	5034	5735
MvSl-1064-A1-R4_MC06g07245	4145	5357	5447	5529
MvSl-1064-A1-R4_MC06g07246	599	869	794	883
MvSl-1064-A1-R4_MC06g07247	266	349	339	385
MvSl-1064-A1-R4_MC06g07248	51	70	72	101
MvSl-1064-A1-R4_MC06g07249	183	225	192	173
MvSl-1064-A1-R4_MC06g07250	614	800	925	877
MvSl-1064-A1-R4_MC06g07251	3689	7344	5028	5153
MvSl-1064-A1-R4_MC06g07252	370	408	444	444
MvSl-1064-A1-R4_MC06g07253	1586	3284	2221	2326
MvSl-1064-A1-R4_MC06g07254	8754	16547	11008	11406
MvSl-1064-A1-R4_MC06g07255	925	1111	2492	3027
MvSl-1064-A1-R4_MC06g07256	1809	2763	2293	2528
MvSl-1064-A1-R4_MC06g07257	845	1359	985	1095
MvSl-1064-A1-R4_MC06g07258	2729	3167	2304	2740
MvSl-1064-A1-R4_MC06g07259	12	16	19	13
MvSl-1064-A1-R4_MC06g07260	1669	2037	2844	1899
MvSl-1064-A1-R4_MC06g07261	3386	3717	5521	5829
MvSl-1064-A1-R4_MC06g07262	2265	3347	3126	3256
MvSl-1064-A1-R4_MC06g07263	481	631	546	609
MvSl-1064-A1-R4_MC06g07264	1545	1507	1742	1698
MvSl-1064-A1-R4_MC06g07265	1113	1331	1413	1395
MvSl-1064-A1-R4_MC06g07266	4328	6754	7076	6053
MvSl-1064-A1-R4_MC06g07267	1658	1989	1977	2010
MvSl-1064-A1-R4_MC06g07268	135	282	436	632
MvSl-1064-A1-R4_MC06g07269	756	763	1518	1559
MvSl-1064-A1-R4_MC06g07270	2765	4771	4070	3590
MvSl-1064-A1-R4_MC06g07271	1546	3654	2322	2593
MvSl-1064-A1-R4_MC06g07272	1398	1643	1949	1999
MvSl-1064-A1-R4_MC06g07273	57088	101824	95203	88236
MvSl-1064-A1-R4_MC06g07274	722	799	1177	1515
MvSl-1064-A1-R4_MC06g07275	1765	3176	2802	2709
MvSl-1064-A1-R4_MC06g07276	748	947	1047	1520
MvSl-1064-A1-R4_MC06g07277	186	324	141	180
MvSl-1064-A1-R4_MC06g07278	68	33	75	60
MvSl-1064-A1-R4_MC06g07279	2490	3098	4614	4347
MvSl-1064-A1-R4_MC06g07280	3653	4001	4918	4896
MvSl-1064-A1-R4_MC06g07281	2486	3932	3577	3675
MvSl-1064-A1-R4_MC06g07282	894	1170	1123	977
MvSl-1064-A1-R4_MC06g07283	426	408	622	617
MvSl-1064-A1-R4_MC06g07284	7863	12712	10357	11330
MvSl-1064-A1-R4_MC06g07285	1461	2301	2336	2200
MvSl-1064-A1-R4_MC06g07286	347	466	795	1094
MvSl-1064-A1-R4_MC06g07287	582	542	809	984
MvSl-1064-A1-R4_MC06g07288	371	597	1272	1858
MvSl-1064-A1-R4_MC06g07289	2224	4384	1857	2460
MvSl-1064-A1-R4_MC06g07290	1009.12	1632	1711	1736
MvSl-1064-A1-R4_MC06g07291	1617	1881	2204	2253
MvSl-1064-A1-R4_MC06g07292	1616	2100	1757	1769
MvSl-1064-A1-R4_MC06g07293	1360	1119	1348	1347
MvSl-1064-A1-R4_MC06g07294	804.493	370.727	5074.71	21323.8
MvSl-1064-A1-R4_MC06g07295	0	0	0	0
MvSl-1064-A1-R4_MC06g07296	77.2603	70.0149	66.4191	59.5361
MvSl-1064-A1-R4_MC06g07297	2.52574	4.9591	2.46732	3.29407
MvSl-1064-A1-R4_MC06g07298	960	1114	646	612
MvSl-1064-A1-R4_MC06g07299	1364	1713	1851	1874
MvSl-1064-A1-R4_MC06g07300	1975	3423	3066	2899
MvSl-1064-A1-R4_MC06g07301	736	1027	1754	2049
MvSl-1064-A1-R4_MC06g07302	615.507	795.273	592.292	1982.17
MvSl-1064-A1-R4_MC06g07303	580	827	2013	2005
MvSl-1064-A1-R4_MC06g07304	1444	2203	1835	1734
MvSl-1064-A1-R4_MC06g07305	615	725	880	1010
MvSl-1064-A1-R4_MC06g07306	39	53	56	40
MvSl-1064-A1-R4_MC06g07307	1775	2195	2326	2119
MvSl-1064-A1-R4_MC06g07308	5004	7516	6115	6686
MvSl-1064-A1-R4_MC06g07309	2069	2483	2097	2050
MvSl-1064-A1-R4_MC06g07310	5947	11744	6289	6480
MvSl-1064-A1-R4_MC06g07311	1496	1926	1867	2185
MvSl-1064-A1-R4_MC06g07312	554	864	800	791
MvSl-1064-A1-R4_MC06g07313	4659	6977	5290	5673
MvSl-1064-A1-R4_MC06g07314	805	846	1122	1000
MvSl-1064-A1-R4_MC06g07315	1855	2870	2363	2263
MvSl-1064-A1-R4_MC06g07316	1034	1565	1100	1197
MvSl-1064-A1-R4_MC06g07317	757.992	559	780.933	817
MvSl-1064-A1-R4_MC06g07318	43.4026	40.8723	36.3514	47.7359
MvSl-1064-A1-R4_MC06g07319	785.148	989	790.099	640
MvSl-1064-A1-R4_MC06g07320	108.995	61.998	60.092	84.6591
MvSl-1064-A1-R4_MC06g07321	73	55	50	63
MvSl-1064-A1-R4_MC06g07322	22	10.5657	10.1057	10.0892
MvSl-1064-A1-R4_MC06g07323	184.79	287.119	259.445	200.865
MvSl-1064-A1-R4_MC06g07324	62	95	73.3963	65
MvSl-1064-A1-R4_MC06g07325	667	979	742	727
MvSl-1064-A1-R4_MC06g07326	2362	3323	3702	3293
MvSl-1064-A1-R4_MC06g07327	2059	2447	2540	2097
MvSl-1064-A1-R4_MC06g07328	2261	3637	3629	3682
MvSl-1064-A1-R4_MC06g07329	8	6	17	25
MvSl-1064-A1-R4_MC06g07330	562	957	930	1208
MvSl-1064-A1-R4_MC06g07331	5716	10068	9977	10425
MvSl-1064-A1-R4_MC06g07332	113	101	79	131
MvSl-1064-A1-R4_MC06g07333	7059	17159	15520	16088
MvSl-1064-A1-R4_MC06g07334	1020	1318	1350	1395
MvSl-1064-A1-R4_MC06g07335	2571	2967	3413	2937
MvSl-1064-A1-R4_MC06g07336	12	12	11	7
MvSl-1064-A1-R4_MC06g07337	2	2	12	10
MvSl-1064-A1-R4_MC06g07338	3206	6108	5390	5104
MvSl-1064-A1-R4_MC06g07339	660	1229	1567	1928
MvSl-1064-A1-R4_MC06g07340	2031	2950	2989	2765
MvSl-1064-A1-R4_MC06g07341	6868	8927	11203	9303
MvSl-1064-A1-R4_MC06g07342	13	8	10	16
MvSl-1064-A1-R4_MC06g07343	925	1549	1208	1206
MvSl-1064-A1-R4_MC06g07344	1080	1546	1579	1404
MvSl-1064-A1-R4_MC06g07345	7805	14755	12208	11641
MvSl-1064-A1-R4_MC06g07346	1252	1514	1387	1554
MvSl-1064-A1-R4_MC06g07347	790.748	1261.65	805.254	802.357
MvSl-1064-A1-R4_MC06g07348	182.644	199.171	118.414	132.443
MvSl-1064-A1-R4_MC06g07349	1695.96	1980.34	2553.53	2112.43
MvSl-1064-A1-R4_MC06g07350	24.045	34.6569	29.4707	16.5733
MvSl-1064-A1-R4_MC06g07351	6803	10336	9765	9169
MvSl-1064-A1-R4_MC06g07352	623	945	827	769
MvSl-1064-A1-R4_MC06g07353	591	924	1361	2217
MvSl-1064-A1-R4_MC06g07354	102	147	242	466
MvSl-1064-A1-R4_MC06g07355	95	125	237	398
MvSl-1064-A1-R4_MC06g07356	782	1071	1382	1755
MvSl-1064-A1-R4_MC06g07357	1127	1648	2122	2385
MvSl-1064-A1-R4_MC06g07358	579	960	2039	2232
MvSl-1064-A1-R4_MC06g07359	1930	2537	3013	2314
MvSl-1064-A1-R4_MC06g07360	808	727	1018	1540
MvSl-1064-A1-R4_MC06g07361	984	1660	1671	1863
MvSl-1064-A1-R4_MC06g07362	813	647	749	1107
MvSl-1064-A1-R4_MC06g07363	4822	7155	7408	7398
MvSl-1064-A1-R4_MC06g07364	4749	8755	5923	6975
MvSl-1064-A1-R4_MC06g07365	20983	41560	24939	33021
MvSl-1064-A1-R4_MC06g07366	6837	11404	6750	7413
MvSl-1064-A1-R4_MC06g07367	1589	2149	1702	1754
MvSl-1064-A1-R4_MC06g07368	3156	2739	2452	2541
MvSl-1064-A1-R4_MC06g07369	1470	2582	2149	1994
MvSl-1064-A1-R4_MC06g07370	2723	3985	4171	4744
MvSl-1064-A1-R4_MC06g07371	3880.35	5262.59	4951.36	4556.32
MvSl-1064-A1-R4_MC06g07372	5855	7487	7007	6194
MvSl-1064-A1-R4_MC06g07373	27	43	10	19
MvSl-1064-A1-R4_MC06g07374	1013	1292	935	812
MvSl-1064-A1-R4_MC06g07375	403.862	663	391.951	411
MvSl-1064-A1-R4_MC06g07376	7245	8163	5538	4466
MvSl-1064-A1-R4_MC06g07377	2670	4021	4129	2064
MvSl-1064-A1-R4_MC06g07378	0	2	2	2
MvSl-1064-A1-R4_MC06g07379	0	0	0	0
MvSl-1064-A1-R4_MC06g07380	1825	2176	2463	2004
MvSl-1064-A1-R4_MC06g07381	891	1074	1447	1399
MvSl-1064-A1-R4_MC06g07382	508	634	1572	1218
MvSl-1064-A1-R4_MC06g07383	6862	7315	7519	8486
MvSl-1064-A1-R4_MC06g07384	2292	3500	4741	4625
MvSl-1064-A1-R4_MC06g07385	1476	2029	1954	2038
MvSl-1064-A1-R4_MC06g07386	589	687	747	669
