gene	M1	M2	M3
MinSal-1389-A1-17072018_C007g07829	295	350	195
MinSal-1389-A1-17072018_C007g07830	0	7	1
MinSal-1389-A1-17072018_C007g07831	0	0	0
MinSal-1389-A1-17072018_C007g07832	0	0	0
MinSal-1389-A1-17072018_C007g07833	1	0	0
MinSal-1389-A1-17072018_C007g07834	0	0	0
MinSal-1389-A1-17072018_C007g07835	389	481	215
MinSal-1389-A1-17072018_C007g07836	443	516	275
MinSal-1389-A1-17072018_C007g07837	0	0	0
MinSal-1389-A1-17072018_C007g07838	1160	1103	731
MinSal-1389-A1-17072018_C007g07839	0	0	0
MinSal-1389-A1-17072018_C007g07840	0	0	0
MinSal-1389-A1-17072018_C007g07842	1092	1331	774
MinSal-1389-A1-17072018_C007g07843	710	748	409
MinSal-1389-A1-17072018_C007g07844	552	562	243
MinSal-1389-A1-17072018_C007g07845	0	0	0
MinSal-1389-A1-17072018_C007g07846	0	0	0
MinSal-1389-A1-17072018_C007g07847	0	0	0
MinSal-1389-A1-17072018_C007g07848	0	0	0
MinSal-1389-A1-17072018_C007g07849	489	530	345
MinSal-1389-A1-17072018_C007g07850	0	0	0
MinSal-1389-A1-17072018_C007g07851	0	0	0
MinSal-1389-A1-17072018_C007g07852	1404	1290	235
MinSal-1389-A1-17072018_C007g07853	1	1	0
MinSal-1389-A1-17072018_C007g07855	447	382	250
MinSal-1389-A1-17072018_C007g07856	471	589	282
MinSal-1389-A1-17072018_C007g07858	12019	10910	4749
MinSal-1389-A1-17072018_C007g07864	979	688	448
MinSal-1389-A1-17072018_C007g07867	0	0	0
MinSal-1389-A1-17072018_C007g07868	523	527	218
MinSal-1389-A1-17072018_C007g07869	1626	2259	1038
MinSal-1389-A1-17072018_C007g07870	2	4	1
MinSal-1389-A1-17072018_C007g07872	2441	2938	1300
MinSal-1389-A1-17072018_C007g07874	310	352	305
MinSal-1389-A1-17072018_C007g07875	2869	3890	1707
MinSal-1389-A1-17072018_C007g07876	1	0	0
MinSal-1389-A1-17072018_C007g07877	326	372	223
MinSal-1389-A1-17072018_C007g07878	1	0	0
MinSal-1389-A1-17072018_C007g07879	1295	823	433
MinSal-1389-A1-17072018_C007g07880	415	339	228
MinSal-1389-A1-17072018_C007g07882	239	347	224
MinSal-1389-A1-17072018_C007g07883	221	209	140
MinSal-1389-A1-17072018_C007g07884	197	224	98
MinSal-1389-A1-17072018_C007g07885	336	417	156
MinSal-1389-A1-17072018_C007g07886	0	0	0
MinSal-1389-A1-17072018_C007g07887	900	854	357
MinSal-1389-A1-17072018_C007g07888	0	0	0
MinSal-1389-A1-17072018_C007g07889	1970	1881	1466
MinSal-1389-A1-17072018_C007g07891	96	147	70
MinSal-1389-A1-17072018_C007g07892	328	338	184
MinSal-1389-A1-17072018_C007g07893	2	3	0
MinSal-1389-A1-17072018_C007g07894	0	0	0
MinSal-1389-A1-17072018_C007g07895	2493	2674	1670
MinSal-1389-A1-17072018_C007g07896	1151	1005	808
MinSal-1389-A1-17072018_C007g07897	713	852	588
MinSal-1389-A1-17072018_C007g07898	0	0	0
MinSal-1389-A1-17072018_C007g07899	5627	4830	3584
MinSal-1389-A1-17072018_C007g07900	507	594	255
MinSal-1389-A1-17072018_C007g07901	1062	1168	606
MinSal-1389-A1-17072018_C007g07902	1815	1916	977
MinSal-1389-A1-17072018_C007g07903	0	0	0
MinSal-1389-A1-17072018_C007g07904	0	9	5
MinSal-1389-A1-17072018_C007g07905	6	3	4
MinSal-1389-A1-17072018_C007g07906	928	1083	430
MinSal-1389-A1-17072018_C007g07907	5795	6276	2714
MinSal-1389-A1-17072018_C007g07908	30	16	17
MinSal-1389-A1-17072018_C007g07909	31261	26914	16663
MinSal-1389-A1-17072018_C007g07910	0	0	0
MinSal-1389-A1-17072018_C007g07911	267	228	159
MinSal-1389-A1-17072018_C007g07913	13	5	8
MinSal-1389-A1-17072018_C007g07914	0	0	0
MinSal-1389-A1-17072018_C007g07915	0	0	0
MinSal-1389-A1-17072018_C007g07916	0	4	0
MinSal-1389-A1-17072018_C007g07917	435	387	192
MinSal-1389-A1-17072018_C007g07918	269	247	125
MinSal-1389-A1-17072018_C007g07919	2	0	0
MinSal-1389-A1-17072018_C007g07923	1347	1539	920
MinSal-1389-A1-17072018_C007g07924	162	159	78
MinSal-1389-A1-17072018_C007g07925	0	0	0
MinSal-1389-A1-17072018_C007g07926	0	0	0
MinSal-1389-A1-17072018_C007g07927	0	0	0
MinSal-1389-A1-17072018_C007g07928	0	0	0
MinSal-1389-A1-17072018_C007g07929	0	0	0
MinSal-1389-A1-17072018_C007g07930	1525	1552	862
MinSal-1389-A1-17072018_C007g07932	696	697	357
MinSal-1389-A1-17072018_C007g07933	2599	2592	1493
MinSal-1389-A1-17072018_C007g07934	849	1152	374
MinSal-1389-A1-17072018_C007g07935	1504	1788	685
MinSal-1389-A1-17072018_C007g07936	0	0	0
MinSal-1389-A1-17072018_C007g07937	0	0	0
MinSal-1389-A1-17072018_C007g07939	1124	973	740
MinSal-1389-A1-17072018_C007g07941	584	524	290
MinSal-1389-A1-17072018_C007g07942	361	446	205
MinSal-1389-A1-17072018_C007g07943	1898	1814	1192
MinSal-1389-A1-17072018_C007g07944	1429	1457	868
MinSal-1389-A1-17072018_C007g07945	985	1095	612
MinSal-1389-A1-17072018_C007g07946	0	0	0
MinSal-1389-A1-17072018_C007g07947	79	73	68
MinSal-1389-A1-17072018_C007g07948	496	648	316
MinSal-1389-A1-17072018_C007g07949	40	75	37
MinSal-1389-A1-17072018_C007g07950	2441	2214	1806
MinSal-1389-A1-17072018_C007g07951	357	364	297
MinSal-1389-A1-17072018_C007g07952	768	686	485
MinSal-1389-A1-17072018_C007g07953	1352	1622	1057
MinSal-1389-A1-17072018_C007g07954	1084	1134	388
MinSal-1389-A1-17072018_C007g07955	2266	2258	1203
MinSal-1389-A1-17072018_C007g07956	0	3	1
MinSal-1389-A1-17072018_C007g07957	243	315	141
MinSal-1389-A1-17072018_C007g07958	0	0	0
MinSal-1389-A1-17072018_C007g07959	0	0	0
MinSal-1389-A1-17072018_C007g07960	783	610	723
MinSal-1389-A1-17072018_C007g07961	619	793	384
MinSal-1389-A1-17072018_C007g07962	910	779	556
MinSal-1389-A1-17072018_C007g07963	694	712	499
MinSal-1389-A1-17072018_C007g07964	64	71	16
MinSal-1389-A1-17072018_C007g07965	3476	2964	1928
MinSal-1389-A1-17072018_C007g07966	2715	2287	2227
MinSal-1389-A1-17072018_C007g07968	5213.63	5164.5	2785.04
MinSal-1389-A1-17072018_C007g07969	5776	4765	3442
MinSal-1389-A1-17072018_C007g07972	0	0	0
MinSal-1389-A1-17072018_C007g07973	388	356	225
MinSal-1389-A1-17072018_C007g07974	358	438	179
MinSal-1389-A1-17072018_C007g07975	3	2	1
MinSal-1389-A1-17072018_C007g07977	1714	2765	875
MinSal-1389-A1-17072018_C007g07978	897	1211	544
MinSal-1389-A1-17072018_C007g07979	490	483	282
MinSal-1389-A1-17072018_C007g07980	0	0	0
MinSal-1389-A1-17072018_C007g07981	0	0	0
MinSal-1389-A1-17072018_C007g07982	0	0	0
MinSal-1389-A1-17072018_C007g07983	676.796	779.853	606.185
MinSal-1389-A1-17072018_C007g07984	31	26	8
MinSal-1389-A1-17072018_C007g07987	4918	6349	1667
MinSal-1389-A1-17072018_C007g07988	3	0	0
MinSal-1389-A1-17072018_C007g07989	1010	1195	649
MinSal-1389-A1-17072018_C007g07990	21	44	20
MinSal-1389-A1-17072018_C007g07991	0	0	0
MinSal-1389-A1-17072018_C007g07992	309	421	106
MinSal-1389-A1-17072018_C007g07995	1347	1482	697
MinSal-1389-A1-17072018_C007g07996	83	51	72
MinSal-1389-A1-17072018_C007g07997	3586	3088	2363
MinSal-1389-A1-17072018_C007g07998	1214	1397	580
MinSal-1389-A1-17072018_C007g07999	1	0	0
MinSal-1389-A1-17072018_C007g08000	2201	2351	1068
MinSal-1389-A1-17072018_C007g08001	185	260	66
MinSal-1389-A1-17072018_C007g08002	2	0	2
MinSal-1389-A1-17072018_C007g08003	109	114	80
MinSal-1389-A1-17072018_C007g08004	4187	3873	2997
MinSal-1389-A1-17072018_C007g08005	0	0	0
MinSal-1389-A1-17072018_C007g08006	0	0	0
MinSal-1389-A1-17072018_C007g08007	4462	4524	2942
MinSal-1389-A1-17072018_C007g08008	238	252	186
MinSal-1389-A1-17072018_C007g08009	835	1044	482
MinSal-1389-A1-17072018_C007g08010	299	407	159
MinSal-1389-A1-17072018_C007g08011	0	0	0
MinSal-1389-A1-17072018_C007g08013	84	155	80
MinSal-1389-A1-17072018_C007g08014	357	537	220
MinSal-1389-A1-17072018_C007g08015	459	538	262
MinSal-1389-A1-17072018_C007g08016	260	212	162
MinSal-1389-A1-17072018_C007g08017	358	245	186
MinSal-1389-A1-17072018_C007g08019	184	206	80
MinSal-1389-A1-17072018_C007g08020	501	591	382
MinSal-1389-A1-17072018_C007g08021	239	356	199
MinSal-1389-A1-17072018_C007g08022	9926	8635	4355
MinSal-1389-A1-17072018_C007g08025	56	69	71
MinSal-1389-A1-17072018_C007g08028	144	91	99
MinSal-1389-A1-17072018_C007g08030	838	876	377
MinSal-1389-A1-17072018_C007g08031	859	938	545
MinSal-1389-A1-17072018_C007g08032	406	470	282
MinSal-1389-A1-17072018_C007g08033	1	1	0
MinSal-1389-A1-17072018_C007g08034	0	0	0
MinSal-1389-A1-17072018_C007g08035	0	0	0
MinSal-1389-A1-17072018_C007g08036	334	298	240
MinSal-1389-A1-17072018_C007g08040	5	5	8
MinSal-1389-A1-17072018_C007g08041	0	0	0
MinSal-1389-A1-17072018_C007g08042	229	255	83
MinSal-1389-A1-17072018_C007g08043	0	0	0
MinSal-1389-A1-17072018_C007g08044	467	714	194
MinSal-1389-A1-17072018_C007g08045	219	186	73
MinSal-1389-A1-17072018_C007g08046	3197	3291	1730
MinSal-1389-A1-17072018_C007g08047	357	351	154
MinSal-1389-A1-17072018_C007g08048	237	266	148
MinSal-1389-A1-17072018_C007g08049	959	1289	646
MinSal-1389-A1-17072018_C007g08050	56	71	24
MinSal-1389-A1-17072018_C007g08051	331	289	142
MinSal-1389-A1-17072018_C007g08052	729	708	432
MinSal-1389-A1-17072018_C007g08053	0	0	0
MinSal-1389-A1-17072018_C007g08054	1247	1337	701
MinSal-1389-A1-17072018_C007g08055	646	679	270
MinSal-1389-A1-17072018_C007g08056	106	97	59
MinSal-1389-A1-17072018_C007g08057	228	280	180
MinSal-1389-A1-17072018_C007g08058	0	0	0
MinSal-1389-A1-17072018_C007g08059	2333	3208	1308
MinSal-1389-A1-17072018_C007g08060	1153	879	679
MinSal-1389-A1-17072018_C007g08063	3	1	0
MinSal-1389-A1-17072018_C007g08064	582	690	276
MinSal-1389-A1-17072018_C007g08065	340	370	179
MinSal-1389-A1-17072018_C007g08066	72	105	96
MinSal-1389-A1-17072018_C007g08067	0	0	0
MinSal-1389-A1-17072018_C007g08068	1420	1731	719
MinSal-1389-A1-17072018_C007g08069	2993	3475	1775
MinSal-1389-A1-17072018_C007g08070	0	0	0
MinSal-1389-A1-17072018_C007g08071	173	103	92
MinSal-1389-A1-17072018_C007g08072	110	93	49
MinSal-1389-A1-17072018_C007g08073	6511	6270	4205
MinSal-1389-A1-17072018_C007g08074	0	0	0
MinSal-1389-A1-17072018_C007g08075	5435	4338	2819
MinSal-1389-A1-17072018_C007g08076	54	31	31
MinSal-1389-A1-17072018_C007g08077	3195	2690	1423
MinSal-1389-A1-17072018_C007g08081	3481	2431	2507
MinSal-1389-A1-17072018_C007g08082	494	554	266
MinSal-1389-A1-17072018_C007g08083	0	0	0
MinSal-1389-A1-17072018_C007g08084	1232	1529	586
MinSal-1389-A1-17072018_C007g08086	175	236	120
MinSal-1389-A1-17072018_C007g08087	956	961	468
MinSal-1389-A1-17072018_C007g08088	1	0	0
MinSal-1389-A1-17072018_C007g08089	534	596	306
MinSal-1389-A1-17072018_C007g08090	137	128	64
MinSal-1389-A1-17072018_C007g08091	0	0	0
MinSal-1389-A1-17072018_C007g08092	2647	2966	1574
MinSal-1389-A1-17072018_C007g08093	5005	4909	2180
MinSal-1389-A1-17072018_C007g08094	1024	1009	432
MinSal-1389-A1-17072018_C007g08095	0	0	0
MinSal-1389-A1-17072018_C007g08096	281	287	145
MinSal-1389-A1-17072018_C007g08097	0	0	0
MinSal-1389-A1-17072018_C007g08098	1204	1640	521
MinSal-1389-A1-17072018_C007g08099	4450	4832	3276
MinSal-1389-A1-17072018_C007g08100	132	193	81
MinSal-1389-A1-17072018_C007g08102	292	347	216
MinSal-1389-A1-17072018_C007g08104	1804	1870	1297
MinSal-1389-A1-17072018_C007g08105	424	500	153
MinSal-1389-A1-17072018_C007g08106	518	629	160
MinSal-1389-A1-17072018_C007g08107	707	805	473
MinSal-1389-A1-17072018_C007g08108	2074	1929	1224
MinSal-1389-A1-17072018_C007g08109	691	698	467
MinSal-1389-A1-17072018_C007g08110	2563	2896	1550
MinSal-1389-A1-17072018_C007g08111	2540	2778	1237
MinSal-1389-A1-17072018_C007g08112	465	603	336
MinSal-1389-A1-17072018_C007g08113	0	0	0
MinSal-1389-A1-17072018_C007g08114	730	670	483
MinSal-1389-A1-17072018_C007g08115	0	0	0
MinSal-1389-A1-17072018_C007g08116	258	259	181
MinSal-1389-A1-17072018_C007g08117	2756	3041	1857
MinSal-1389-A1-17072018_C007g08118	284	310	90
MinSal-1389-A1-17072018_C007g08120	263	372	187
MinSal-1389-A1-17072018_C007g08121	163	178	98
MinSal-1389-A1-17072018_C007g08122	12	16	3
MinSal-1389-A1-17072018_C007g08123	1	4	3
MinSal-1389-A1-17072018_C007g08124	4791	5000	2887
MinSal-1389-A1-17072018_C007g08125	1	0	0
MinSal-1389-A1-17072018_C007g08126	0	0	0
MinSal-1389-A1-17072018_C007g08127	0	0	0
MinSal-1389-A1-17072018_C007g08128	262	247	137
MinSal-1389-A1-17072018_C007g08129	98	124	72
MinSal-1389-A1-17072018_C007g08130	628	675	351
MinSal-1389-A1-17072018_C007g08131	640	855	498
MinSal-1389-A1-17072018_C007g08134	27603	15891	31085
MinSal-1389-A1-17072018_C007g08135	749	928	491
MinSal-1389-A1-17072018_C007g08136	0	0	0
MinSal-1389-A1-17072018_C007g08137	0	0	0
MinSal-1389-A1-17072018_C007g08138	8000	6958	3946
MinSal-1389-A1-17072018_C007g08139	2460	2547	1536
MinSal-1389-A1-17072018_C007g08140	1563	1932	862
MinSal-1389-A1-17072018_C007g08141	0	0	0
MinSal-1389-A1-17072018_C007g08142	1110	1275	689
MinSal-1389-A1-17072018_C007g08143	259	255	213
MinSal-1389-A1-17072018_C007g08144	613	601	306
MinSal-1389-A1-17072018_C007g08145	0	0	0
MinSal-1389-A1-17072018_C007g08146	0	0	0
MinSal-1389-A1-17072018_C007g08147	442	465	368
MinSal-1389-A1-17072018_C007g08149	1543	1672	763
MinSal-1389-A1-17072018_C007g08150	311	437	287
MinSal-1389-A1-17072018_C007g08151	328	434	211
MinSal-1389-A1-17072018_C007g08152	1021	1083	694
MinSal-1389-A1-17072018_C007g08153	696	675	578
MinSal-1389-A1-17072018_C007g08155	231	281	148
MinSal-1389-A1-17072018_C007g08156	107.791	124.025	89.657
MinSal-1389-A1-17072018_C007g08157	0	0	0
MinSal-1389-A1-17072018_C007g08158	461	359	290
MinSal-1389-A1-17072018_C007g08159	1063	1026	631
MinSal-1389-A1-17072018_C007g08160	704	640	348
MinSal-1389-A1-17072018_C007g08161	143	208	50
MinSal-1389-A1-17072018_C007g08162	599	726	379
MinSal-1389-A1-17072018_C007g08165	0	0	0
MinSal-1389-A1-17072018_C007g08166	607	929	298
MinSal-1389-A1-17072018_C007g08167	55	43	43
MinSal-1389-A1-17072018_C007g08168	402	465	406
MinSal-1389-A1-17072018_C007g08169	1409	1082	1330
MinSal-1389-A1-17072018_C007g08170	388	631	175
MinSal-1389-A1-17072018_C007g08171	0	0	0
MinSal-1389-A1-17072018_C007g08172	330	340	152
MinSal-1389-A1-17072018_C007g08173	17	18	4
MinSal-1389-A1-17072018_C007g08174	2885	2720	1888
MinSal-1389-A1-17072018_C007g08175	1585	1937	1661
MinSal-1389-A1-17072018_C007g08176	1	0	0
MinSal-1389-A1-17072018_C007g08177	923	810	512
MinSal-1389-A1-17072018_C007g08178	619	698	360
MinSal-1389-A1-17072018_C007g08179	2832	2870	1983
MinSal-1389-A1-17072018_C007g08180	434	638	341
MinSal-1389-A1-17072018_C007g08181	738	762	435
MinSal-1389-A1-17072018_C007g08183	3028	2441	1612
MinSal-1389-A1-17072018_C007g08184	0	0	0
MinSal-1389-A1-17072018_C007g08185	2915	2669	1897
MinSal-1389-A1-17072018_C007g08186	6166	6818	3134
MinSal-1389-A1-17072018_C007g08187	5642	5660	2915
MinSal-1389-A1-17072018_C007g08188	1347	1692	656
MinSal-1389-A1-17072018_C007g08192	0	0	0
MinSal-1389-A1-17072018_C007g08195	0	0	0
MinSal-1389-A1-17072018_C007g08196	79	156	39
MinSal-1389-A1-17072018_C007g08197	1175	1167	761
MinSal-1389-A1-17072018_C007g08200	450	563	253
MinSal-1389-A1-17072018_C007g08201	0	0	0
MinSal-1389-A1-17072018_C007g08202	3810	3598	2511
MinSal-1389-A1-17072018_C007g08203	326	499	254
MinSal-1389-A1-17072018_C007g08205	1647	1914	1004
MinSal-1389-A1-17072018_C007g08206	16266	15762	13555
MinSal-1389-A1-17072018_C007g08207	23911	27595	22324
MinSal-1389-A1-17072018_C007g08208	1196	1562	876
MinSal-1389-A1-17072018_C007g08209	2806	2779	1231
MinSal-1389-A1-17072018_C007g08210	2353	2403	1306
MinSal-1389-A1-17072018_C007g08211	22109	20938	21301
MinSal-1389-A1-17072018_C007g08212	1339	1321	925
MinSal-1389-A1-17072018_C007g08213	1255	1373	857
MinSal-1389-A1-17072018_C007g08214	1878.76	1960.09	1163.33
MinSal-1389-A1-17072018_C007g08215	0	0	0
MinSal-1389-A1-17072018_C007g08216	0	0	0
MinSal-1389-A1-17072018_C007g08217	665	398	344
MinSal-1389-A1-17072018_C007g08218	2476	1918	1829
MinSal-1389-A1-17072018_C007g08219	0	1	1
MinSal-1389-A1-17072018_C007g08220	531	739	286
MinSal-1389-A1-17072018_C007g08221	277	403	164
MinSal-1389-A1-17072018_C007g08222	1071	1727	570
MinSal-1389-A1-17072018_C007g08223	0	0	0
MinSal-1389-A1-17072018_C007g08224	99	108	64
MinSal-1389-A1-17072018_C007g08225	0	0	2
MinSal-1389-A1-17072018_C007g08226	607	574	365
MinSal-1389-A1-17072018_C007g08227	0	0	0
MinSal-1389-A1-17072018_C007g08228	471	403	413
MinSal-1389-A1-17072018_C007g08229	39311	38317	30615
MinSal-1389-A1-17072018_C007g08230	1091.84	1131.81	500
MinSal-1389-A1-17072018_C007g08231	1712	1716	926
MinSal-1389-A1-17072018_C007g08232	4708	4188	2695
MinSal-1389-A1-17072018_C007g08236	16420	19329	8582
MinSal-1389-A1-17072018_C007g08237	7415	8111	4052
MinSal-1389-A1-17072018_C007g08238	0	0	0
MinSal-1389-A1-17072018_C007g08239	11352	12016	7698
MinSal-1389-A1-17072018_C007g08240	87	113	64
MinSal-1389-A1-17072018_C007g08241	325	370	209
MinSal-1389-A1-17072018_C007g08242	24	23	25
MinSal-1389-A1-17072018_C007g08243	6	3	2
MinSal-1389-A1-17072018_C007g08244	235	287	115
MinSal-1389-A1-17072018_C007g08245	432	413	272
MinSal-1389-A1-17072018_C007g08246	164	167	114
MinSal-1389-A1-17072018_C007g08247	0	0	0
MinSal-1389-A1-17072018_C007g08248	431	453	221
MinSal-1389-A1-17072018_C007g08249	0	0	0
MinSal-1389-A1-17072018_C007g08250	334	306	193
MinSal-1389-A1-17072018_C007g08268	0	5	2
MinSal-1389-A1-17072018_C007g08272	274	313	97
MinSal-1389-A1-17072018_C007g08273	444	548	186
MinSal-1389-A1-17072018_C007g08274	3472	3899	1922
MinSal-1389-A1-17072018_C007g08275	833	1215	453
MinSal-1389-A1-17072018_C007g08276	5771	7562	3308
MinSal-1389-A1-17072018_C007g08277	9067	8375	3703
MinSal-1389-A1-17072018_C007g08278	184	284	118
MinSal-1389-A1-17072018_C007g08279	140	113	128
MinSal-1389-A1-17072018_C007g08280	0	0	0
MinSal-1389-A1-17072018_C007g08281	3766	3932	2732
MinSal-1389-A1-17072018_C007g08282	3154	2742	2065
MinSal-1389-A1-17072018_C007g08283	544	673	356
MinSal-1389-A1-17072018_C007g08286	0	0	0
MinSal-1389-A1-17072018_C007g08288	0	0	0
MinSal-1389-A1-17072018_C007g08289	0	0	0
MinSal-1389-A1-17072018_C007g08291	722	672	463
MinSal-1389-A1-17072018_C007g08292	123	170	50
MinSal-1389-A1-17072018_C007g08293	0	0	1
MinSal-1389-A1-17072018_C007g08294	1161	828	817
MinSal-1389-A1-17072018_C007g08295	1303	1524	728
MinSal-1389-A1-17072018_C007g08296	127	256	111
MinSal-1389-A1-17072018_C007g08297	0	0	0
MinSal-1389-A1-17072018_C007g08298	0	0	1
MinSal-1389-A1-17072018_C007g08299	11	51	10
MinSal-1389-A1-17072018_C007g08300	0	0	0
MinSal-1389-A1-17072018_C007g08301	1245	1525	640
MinSal-1389-A1-17072018_C007g08303	94	131	48
MinSal-1389-A1-17072018_C007g08304	751	750	467
MinSal-1389-A1-17072018_C007g08305	909	699	515
MinSal-1389-A1-17072018_C007g08306	3	1	0
MinSal-1389-A1-17072018_C007g08307	441	546	396
MinSal-1389-A1-17072018_C007g08314	2	0	0
MinSal-1389-A1-17072018_C007g08315	0	0	0
MinSal-1389-A1-17072018_C007g08316	0	0	0
MinSal-1389-A1-17072018_C007g08317	0	0	0
MinSal-1389-A1-17072018_C007g08318	0	0	0
MinSal-1389-A1-17072018_C007g08319	88	92	41
MinSal-1389-A1-17072018_C008g04760	57	101	46
MinSal-1389-A1-17072018_C008g04761	0	0	0
MinSal-1389-A1-17072018_C008g04762	80	135	28
MinSal-1389-A1-17072018_C008g04763	4	4	0
MinSal-1389-A1-17072018_C008g04764	1576	1722	839
MinSal-1389-A1-17072018_C008g04765	706	963	328
MinSal-1389-A1-17072018_C008g04766	0	0	0
MinSal-1389-A1-17072018_C008g04767	127	123	75
MinSal-1389-A1-17072018_C008g04769	245	324	181
MinSal-1389-A1-17072018_C008g04772	0	0	0
MinSal-1389-A1-17072018_C008g04773	85	135	103
MinSal-1389-A1-17072018_C008g04775	0	0	0
MinSal-1389-A1-17072018_C008g04776	1714	1791	1200
MinSal-1389-A1-17072018_C008g04778	1144	1133	810
MinSal-1389-A1-17072018_C008g04779	1065	926	880
MinSal-1389-A1-17072018_C008g04780	6681	6951	3720
MinSal-1389-A1-17072018_C008g04785	0	1	0
MinSal-1389-A1-17072018_C008g04786	0	0	0
MinSal-1389-A1-17072018_C008g04787	693.935	1051.81	474.203
MinSal-1389-A1-17072018_C008g04788	0	0	0
MinSal-1389-A1-17072018_C008g04789	0	0	0
MinSal-1389-A1-17072018_C008g04791	0	1	0
MinSal-1389-A1-17072018_C008g04792	2266	1916	1145
MinSal-1389-A1-17072018_C008g04793	0	0	0
MinSal-1389-A1-17072018_C008g04794	2	1	0
MinSal-1389-A1-17072018_C008g04798	3783	2725	2624
MinSal-1389-A1-17072018_C008g04800	0	0	0
MinSal-1389-A1-17072018_C008g04802	21	29	21
MinSal-1389-A1-17072018_C008g04803	64	78	36
MinSal-1389-A1-17072018_C008g04805	1608	1619	879
MinSal-1389-A1-17072018_C008g04806	34787	38924	17641
MinSal-1389-A1-17072018_C008g04807	0	0	0
MinSal-1389-A1-17072018_C008g04809	1719	2053	863
MinSal-1389-A1-17072018_C008g04810	2202	2697	1622
MinSal-1389-A1-17072018_C008g04811	90	73	74
MinSal-1389-A1-17072018_C008g04812	275	409	197
MinSal-1389-A1-17072018_C008g04813	95	89	62
MinSal-1389-A1-17072018_C008g04814	546	546	225
MinSal-1389-A1-17072018_C008g04818	324	304	131
MinSal-1389-A1-17072018_C008g04819	411	432	293
MinSal-1389-A1-17072018_C008g04820	3450	3676	2172
MinSal-1389-A1-17072018_C008g04821	494	453	366
MinSal-1389-A1-17072018_C008g04822	286	380	96
MinSal-1389-A1-17072018_C008g04823	177	155	99
MinSal-1389-A1-17072018_C008g04824	52	54	63
MinSal-1389-A1-17072018_C008g04825	0	6	0
MinSal-1389-A1-17072018_C008g04826	106	144	16
MinSal-1389-A1-17072018_C008g04827	0	0	2
MinSal-1389-A1-17072018_C008g04828	50	84	48
MinSal-1389-A1-17072018_C008g04829	0	0	0
MinSal-1389-A1-17072018_C008g04830	0	0	0
MinSal-1389-A1-17072018_C008g04831	2579	3067	1388
MinSal-1389-A1-17072018_C008g04832	1757	2431	1269
MinSal-1389-A1-17072018_C008g04833	0	0	0
MinSal-1389-A1-17072018_C008g04835	780	898	542
MinSal-1389-A1-17072018_C008g04837	36	49	34
MinSal-1389-A1-17072018_C008g04838	0	1	0
MinSal-1389-A1-17072018_C008g04839	78	99	78
MinSal-1389-A1-17072018_C008g04840	0	0	1
MinSal-1389-A1-17072018_C008g04841	0	0	0
MinSal-1389-A1-17072018_C008g04842	5	24	2
MinSal-1389-A1-17072018_C008g04843	4	14	7
MinSal-1389-A1-17072018_C008g04844	2140	1638	930
MinSal-1389-A1-17072018_C008g04845	2282	2560	1427
MinSal-1389-A1-17072018_C008g04846	337	343	221
MinSal-1389-A1-17072018_C008g04847	58	59	29
MinSal-1389-A1-17072018_C008g04848	336	476	283
MinSal-1389-A1-17072018_C008g04849	1364	1780	851
MinSal-1389-A1-17072018_C008g04850	200	222	115
MinSal-1389-A1-17072018_C008g04851	419	397	299
MinSal-1389-A1-17072018_C008g04853	215	217	124
MinSal-1389-A1-17072018_C008g04854	973	1440	597
MinSal-1389-A1-17072018_C008g04855	0	0	0
MinSal-1389-A1-17072018_C008g04856	0	1	0
MinSal-1389-A1-17072018_C008g04857	559	506	239
MinSal-1389-A1-17072018_C008g04858	435	722	357
MinSal-1389-A1-17072018_C008g04859	5	6	1
MinSal-1389-A1-17072018_C008g04860	0	0	0
MinSal-1389-A1-17072018_C008g04861	567	597	279
MinSal-1389-A1-17072018_C008g04862	0	0	0
MinSal-1389-A1-17072018_C008g04863	0	0	0
MinSal-1389-A1-17072018_C008g04865	362	528	182
MinSal-1389-A1-17072018_C008g04866	304	408	169
MinSal-1389-A1-17072018_C008g04867	1004	1127	361
MinSal-1389-A1-17072018_C008g04868	0	0	0
MinSal-1389-A1-17072018_C008g04870	0	0	0
MinSal-1389-A1-17072018_C008g04871	0	0	0
MinSal-1389-A1-17072018_C008g04872	0	1	0
MinSal-1389-A1-17072018_C008g04873	47	38	14
MinSal-1389-A1-17072018_C008g04874	120	103	65
MinSal-1389-A1-17072018_C008g04875	2114	3119	1663
MinSal-1389-A1-17072018_C008g04876	107	121	116
MinSal-1389-A1-17072018_C008g04877	0	0	0
MinSal-1389-A1-17072018_C008g04881	451	619	507
MinSal-1389-A1-17072018_C008g04882	329	227	108
MinSal-1389-A1-17072018_C008g04883	0	0	0
MinSal-1389-A1-17072018_C008g04885	3	0	0
MinSal-1389-A1-17072018_C008g04888	5076	4627	2468
MinSal-1389-A1-17072018_C008g04889	2174	2491	1221
MinSal-1389-A1-17072018_C008g04890	587	639	277
MinSal-1389-A1-17072018_C008g04891	80	177	54
MinSal-1389-A1-17072018_C008g04892	900	1108	473
MinSal-1389-A1-17072018_C008g04893	1485	1094	1310
MinSal-1389-A1-17072018_C008g04894	312	407	209
MinSal-1389-A1-17072018_C008g04895	736.598	875	612.58
MinSal-1389-A1-17072018_C008g04897	438	345	251
MinSal-1389-A1-17072018_C008g04898	1229	1279	772
MinSal-1389-A1-17072018_C008g04901	0	0	0
MinSal-1389-A1-17072018_C008g04902	43	66	29
