gene	genename	chr	start	end	length
MvSl-1064-A1-R4_MC07g08087	MvSl-1064-A1-R4_MC07	Chr07	1315876	1316662	636
MvSl-1064-A1-R4_MC07g08088	MvSl-1064-A1-R4_MC07	Chr07	1316826	1318943	1629
MvSl-1064-A1-R4_MC07g08089	MvSl-1064-A1-R4_MC07	Chr07	1319375	1320742	1065
MvSl-1064-A1-R4_MC07g08090	MvSl-1064-A1-R4_MC07	Chr07	1321145	1322159	762
MvSl-1064-A1-R4_MC07g08091	MvSl-1064-A1-R4_MC07	Chr07	1323190	1324404	753
MvSl-1064-A1-R4_MC07g08092	MvSl-1064-A1-R4_MC07	Chr07	1324644	1325417	444
MvSl-1064-A1-R4_MC07g08093	MvSl-1064-A1-R4_MC07	Chr07	1325845	1327094	636
MvSl-1064-A1-R4_MC07g08094	MvSl-1064-A1-R4_MC07	Chr07	1327687	1330788	2715
MvSl-1064-A1-R4_MC07g08095	MvSl-1064-A1-R4_MC07	Chr07	1334776	1336940	1974
MvSl-1064-A1-R4_MC07g08096	MvSl-1064-A1-R4_MC07	Chr07	1337562	1339039	1047
MvSl-1064-A1-R4_MC07g08097	MvSl-1064-A1-R4_MC07	Chr07	1339637	1341557	1674
MvSl-1064-A1-R4_MC07g08098	MvSl-1064-A1-R4_MC07	Chr07	1345952	1347356	1185
MvSl-1064-A1-R4_MC07g08099	MvSl-1064-A1-R4_MC07	Chr07	1347944	1350682	2589
MvSl-1064-A1-R4_MC07g08100	MvSl-1064-A1-R4_MC07	Chr07	1351172	1352811	1248
MvSl-1064-A1-R4_MC07g08101	MvSl-1064-A1-R4_MC07	Chr07	1353731	1354207	357
MvSl-1064-A1-R4_MC07g08102	MvSl-1064-A1-R4_MC07	Chr07	1356317	1358239	1434
MvSl-1064-A1-R4_MC07g08103	MvSl-1064-A1-R4_MC07	Chr07	1358922	1360691	1452
MvSl-1064-A1-R4_MC07g08104	MvSl-1064-A1-R4_MC07	Chr07	1361168	1363394	1563
MvSl-1064-A1-R4_MC07g08105	MvSl-1064-A1-R4_MC07	Chr07	1364427	1365122	696
MvSl-1064-A1-R4_MC07g08106	MvSl-1064-A1-R4_MC07	Chr07	1365971	1366204	234
MvSl-1064-A1-R4_MC07g08107	MvSl-1064-A1-R4_MC07	Chr07	1367488	1367964	477
MvSl-1064-A1-R4_MC07g08108	MvSl-1064-A1-R4_MC07	Chr07	1368585	1370302	1620
MvSl-1064-A1-R4_MC07g08109	MvSl-1064-A1-R4_MC07	Chr07	1370639	1371031	393
MvSl-1064-A1-R4_MC07g08110	MvSl-1064-A1-R4_MC07	Chr07	1371671	1374738	2763
MvSl-1064-A1-R4_MC07g08111	MvSl-1064-A1-R4_MC07	Chr07	1374968	1378036	2670
MvSl-1064-A1-R4_MC07g08112	MvSl-1064-A1-R4_MC07	Chr07	1378157	1379003	648
MvSl-1064-A1-R4_MC07g08113	MvSl-1064-A1-R4_MC07	Chr07	1381205	1383317	1878
MvSl-1064-A1-R4_MC07g08114	MvSl-1064-A1-R4_MC07	Chr07	1383631	1387316	3456
MvSl-1064-A1-R4_MC07g08115	MvSl-1064-A1-R4_MC07	Chr07	1388227	1391863	3099
MvSl-1064-A1-R4_MC07g08116	MvSl-1064-A1-R4_MC07	Chr07	1392126	1392726	273
MvSl-1064-A1-R4_MC07g08117	MvSl-1064-A1-R4_MC07	Chr07	1393248	1394904	1377
MvSl-1064-A1-R4_MC07g08118	MvSl-1064-A1-R4_MC07	Chr07	1396415	1399405	2376
MvSl-1064-A1-R4_MC07g08119	MvSl-1064-A1-R4_MC07	Chr07	1399790	1401487	1062
MvSl-1064-A1-R4_MC07g08120	MvSl-1064-A1-R4_MC07	Chr07	1401890	1402952	495
MvSl-1064-A1-R4_MC07g08121	MvSl-1064-A1-R4_MC07	Chr07	1403313	1405057	1098
MvSl-1064-A1-R4_MC07g08122	MvSl-1064-A1-R4_MC07	Chr07	1405650	1407517	1248
MvSl-1064-A1-R4_MC07g08123	MvSl-1064-A1-R4_MC07	Chr07	1407963	1409880	1839
MvSl-1064-A1-R4_MC07g08124	MvSl-1064-A1-R4_MC07	Chr07	1410040	1412737	1950
MvSl-1064-A1-R4_MC07g08125	MvSl-1064-A1-R4_MC07	Chr07	1413122	1415224	1677
MvSl-1064-A1-R4_MC07g08126	MvSl-1064-A1-R4_MC07	Chr07	1415456	1417131	1536
MvSl-1064-A1-R4_MC07g08127	MvSl-1064-A1-R4_MC07	Chr07	1417431	1421256	2670
MvSl-1064-A1-R4_MC07g08128	MvSl-1064-A1-R4_MC07	Chr07	1421649	1422755	933
MvSl-1064-A1-R4_MC07g08129	MvSl-1064-A1-R4_MC07	Chr07	1423486	1425381	1077
MvSl-1064-A1-R4_MC07g08130	MvSl-1064-A1-R4_MC07	Chr07	1426255	1428999	2448
MvSl-1064-A1-R4_MC07g08131	MvSl-1064-A1-R4_MC07	Chr07	1429990	1433590	3309
MvSl-1064-A1-R4_MC07g08134	MvSl-1064-A1-R4_MC07	Chr07	1436133	1439738	2601
MvSl-1064-A1-R4_MC07g08135	MvSl-1064-A1-R4_MC07	Chr07	1439881	1442128	1779
MvSl-1064-A1-R4_MC07g08137	MvSl-1064-A1-R4_MC07	Chr07	1443342	1444991	1287
MvSl-1064-A1-R4_MC07g08138	MvSl-1064-A1-R4_MC07	Chr07	1445885	1448189	1629
MvSl-1064-A1-R4_MC07g08139	MvSl-1064-A1-R4_MC07	Chr07	1448671	1449661	642
MvSl-1064-A1-R4_MC07g08140	MvSl-1064-A1-R4_MC07	Chr07	1451253	1451947	480
MvSl-1064-A1-R4_MC07g08141	MvSl-1064-A1-R4_MC07	Chr07	1452871	1453830	510
MvSl-1064-A1-R4_MC07g08142	MvSl-1064-A1-R4_MC07	Chr07	1454748	1456302	1155
MvSl-1064-A1-R4_MC07g08145	MvSl-1064-A1-R4_MC07	Chr07	1457721	1458150	279
MvSl-1064-A1-R4_MC07g08146	MvSl-1064-A1-R4_MC07	Chr07	1458835	1460737	1479
MvSl-1064-A1-R4_MC07g08147	MvSl-1064-A1-R4_MC07	Chr07	1461165	1462061	285
MvSl-1064-A1-R4_MC07g08148	MvSl-1064-A1-R4_MC07	Chr07	1462686	1464410	1074
MvSl-1064-A1-R4_MC07g08149	MvSl-1064-A1-R4_MC07	Chr07	1464893	1465111	111
MvSl-1064-A1-R4_MC07g08150	MvSl-1064-A1-R4_MC07	Chr07	1467159	1472155	4809
MvSl-1064-A1-R4_MC07g08151	MvSl-1064-A1-R4_MC07	Chr07	1472643	1473776	747
MvSl-1064-A1-R4_MC07g08153	MvSl-1064-A1-R4_MC07	Chr07	1474648	1475036	348
MvSl-1064-A1-R4_MC07g08154	MvSl-1064-A1-R4_MC07	Chr07	1475865	1477975	1911
MvSl-1064-A1-R4_MC07g08155	MvSl-1064-A1-R4_MC07	Chr07	1478593	1479565	870
MvSl-1064-A1-R4_MC07g08156	MvSl-1064-A1-R4_MC07	Chr07	1480034	1481941	1302
MvSl-1064-A1-R4_MC07g08157	MvSl-1064-A1-R4_MC07	Chr07	1482723	1484393	1278
MvSl-1064-A1-R4_MC07g08158	MvSl-1064-A1-R4_MC07	Chr07	1484639	1486372	1314
MvSl-1064-A1-R4_MC07g08159	MvSl-1064-A1-R4_MC07	Chr07	1486671	1488619	1200
MvSl-1064-A1-R4_MC07g08160	MvSl-1064-A1-R4_MC07	Chr07	1488827	1490792	1551
MvSl-1064-A1-R4_MC07g08161	MvSl-1064-A1-R4_MC07	Chr07	1492015	1493693	1269
MvSl-1064-A1-R4_MC07g08162	MvSl-1064-A1-R4_MC07	Chr07	1494391	1497279	2532
MvSl-1064-A1-R4_MC07g08163	MvSl-1064-A1-R4_MC07	Chr07	1497812	1500728	2394
MvSl-1064-A1-R4_MC07g08164	MvSl-1064-A1-R4_MC07	Chr07	1500857	1502316	1392
MvSl-1064-A1-R4_MC07g08165	MvSl-1064-A1-R4_MC07	Chr07	1502445	1503999	1215
MvSl-1064-A1-R4_MC07g08166	MvSl-1064-A1-R4_MC07	Chr07	1504622	1507277	2256
MvSl-1064-A1-R4_MC07g08167	MvSl-1064-A1-R4_MC07	Chr07	1507771	1509803	1368
MvSl-1064-A1-R4_MC07g08168	MvSl-1064-A1-R4_MC07	Chr07	1510380	1514431	3888
MvSl-1064-A1-R4_MC07g08169	MvSl-1064-A1-R4_MC07	Chr07	1515150	1515688	399
MvSl-1064-A1-R4_MC07g08170	MvSl-1064-A1-R4_MC07	Chr07	1516385	1517211	627
MvSl-1064-A1-R4_MC07g08171	MvSl-1064-A1-R4_MC07	Chr07	1517586	1520561	2898
MvSl-1064-A1-R4_MC07g08174	MvSl-1064-A1-R4_MC07	Chr07	1522850	1524098	810
MvSl-1064-A1-R4_MC07g08175	MvSl-1064-A1-R4_MC07	Chr07	1525068	1525988	672
MvSl-1064-A1-R4_MC07g08176	MvSl-1064-A1-R4_MC07	Chr07	1527871	1530927	2589
MvSl-1064-A1-R4_MC07g08177	MvSl-1064-A1-R4_MC07	Chr07	1531322	1533025	1704
MvSl-1064-A1-R4_MC07g08178	MvSl-1064-A1-R4_MC07	Chr07	1533519	1536046	1590
MvSl-1064-A1-R4_MC07g08179	MvSl-1064-A1-R4_MC07	Chr07	1536799	1538783	1440
MvSl-1064-A1-R4_MC07g08180	MvSl-1064-A1-R4_MC07	Chr07	1539517	1541135	1152
MvSl-1064-A1-R4_MC07g08181	MvSl-1064-A1-R4_MC07	Chr07	1541694	1543186	1272
MvSl-1064-A1-R4_MC07g08182	MvSl-1064-A1-R4_MC07	Chr07	1543368	1544057	447
MvSl-1064-A1-R4_MC07g08183	MvSl-1064-A1-R4_MC07	Chr07	1544654	1545215	387
MvSl-1064-A1-R4_MC07g08185	MvSl-1064-A1-R4_MC07	Chr07	1546400	1547547	906
MvSl-1064-A1-R4_MC07g08186	MvSl-1064-A1-R4_MC07	Chr07	1548170	1548808	285
MvSl-1064-A1-R4_MC07g08187	MvSl-1064-A1-R4_MC07	Chr07	1548928	1549206	279
MvSl-1064-A1-R4_MC07g08188	MvSl-1064-A1-R4_MC07	Chr07	1550076	1551727	1419
MvSl-1064-A1-R4_MC07g08189	MvSl-1064-A1-R4_MC07	Chr07	1552754	1553816	621
MvSl-1064-A1-R4_MC07g08190	MvSl-1064-A1-R4_MC07	Chr07	1555300	1555873	471
MvSl-1064-A1-R4_MC07g08191	MvSl-1064-A1-R4_MC07	Chr07	1556097	1557967	1023
MvSl-1064-A1-R4_MC07g08192	MvSl-1064-A1-R4_MC07	Chr07	1559326	1561110	933
MvSl-1064-A1-R4_MC07g08193	MvSl-1064-A1-R4_MC07	Chr07	1563276	1564739	906
MvSl-1064-A1-R4_MC07g08194	MvSl-1064-A1-R4_MC07	Chr07	1564998	1568167	2523
MvSl-1064-A1-R4_MC07g08195	MvSl-1064-A1-R4_MC07	Chr07	1568259	1571553	2235
MvSl-1064-A1-R4_MC07g08196	MvSl-1064-A1-R4_MC07	Chr07	1571673	1574562	2400
MvSl-1064-A1-R4_MC07g08197	MvSl-1064-A1-R4_MC07	Chr07	1574946	1576877	1722
MvSl-1064-A1-R4_MC07g08198	MvSl-1064-A1-R4_MC07	Chr07	1577466	1578410	729
MvSl-1064-A1-R4_MC07g08199	MvSl-1064-A1-R4_MC07	Chr07	1580468	1583068	1842
MvSl-1064-A1-R4_MC07g08200	MvSl-1064-A1-R4_MC07	Chr07	1583861	1584532	237
MvSl-1064-A1-R4_MC07g08201	MvSl-1064-A1-R4_MC07	Chr07	1584659	1586092	1107
MvSl-1064-A1-R4_MC07g08202	MvSl-1064-A1-R4_MC07	Chr07	1586753	1591747	4761
MvSl-1064-A1-R4_MC07g08203	MvSl-1064-A1-R4_MC07	Chr07	1591859	1592731	873
MvSl-1064-A1-R4_MC07g08204	MvSl-1064-A1-R4_MC07	Chr07	1592790	1593658	618
MvSl-1064-A1-R4_MC07g08205	MvSl-1064-A1-R4_MC07	Chr07	1595200	1600441	4872
MvSl-1064-A1-R4_MC07g08206	MvSl-1064-A1-R4_MC07	Chr07	1601310	1603640	1623
MvSl-1064-A1-R4_MC07g08207	MvSl-1064-A1-R4_MC07	Chr07	1604660	1605678	801
MvSl-1064-A1-R4_MC07g08208	MvSl-1064-A1-R4_MC07	Chr07	1606084	1607130	672
MvSl-1064-A1-R4_MC07g08209	MvSl-1064-A1-R4_MC07	Chr07	1607633	1608491	732
MvSl-1064-A1-R4_MC07g08210	MvSl-1064-A1-R4_MC07	Chr07	1608542	1612486	3318
MvSl-1064-A1-R4_MC07g08211	MvSl-1064-A1-R4_MC07	Chr07	1613819	1616071	1797
MvSl-1064-A1-R4_MC07g08212	MvSl-1064-A1-R4_MC07	Chr07	1619703	1620907	1002
MvSl-1064-A1-R4_MC07g08213	MvSl-1064-A1-R4_MC07	Chr07	1621522	1624152	2412
MvSl-1064-A1-R4_MC07g08214	MvSl-1064-A1-R4_MC07	Chr07	1624870	1626778	1752
MvSl-1064-A1-R4_MC07g08215	MvSl-1064-A1-R4_MC07	Chr07	1626850	1628156	951
MvSl-1064-A1-R4_MC07g08216	MvSl-1064-A1-R4_MC07	Chr07	1628315	1629023	351
MvSl-1064-A1-R4_MC07g08217	MvSl-1064-A1-R4_MC07	Chr07	1629516	1631534	1557
MvSl-1064-A1-R4_MC07g08218	MvSl-1064-A1-R4_MC07	Chr07	1631741	1631986	246
MvSl-1064-A1-R4_MC07g08219	MvSl-1064-A1-R4_MC07	Chr07	1632418	1632760	270
MvSl-1064-A1-R4_MC07g08220	MvSl-1064-A1-R4_MC07	Chr07	1634090	1635723	1380
MvSl-1064-A1-R4_MC07g08222	MvSl-1064-A1-R4_MC07	Chr07	1637287	1641234	3735
MvSl-1064-A1-R4_MC07g08223	MvSl-1064-A1-R4_MC07	Chr07	1641582	1642628	417
MvSl-1064-A1-R4_MC07g08224	MvSl-1064-A1-R4_MC07	Chr07	1643358	1646085	2103
MvSl-1064-A1-R4_MC07g08225	MvSl-1064-A1-R4_MC07	Chr07	1647747	1648439	516
MvSl-1064-A1-R4_MC07g08226	MvSl-1064-A1-R4_MC07	Chr07	1648882	1649178	297
MvSl-1064-A1-R4_MC07g08227	MvSl-1064-A1-R4_MC07	Chr07	1651508	1652051	282
MvSl-1064-A1-R4_MC07g08228	MvSl-1064-A1-R4_MC07	Chr07	1652457	1654470	1812
MvSl-1064-A1-R4_MC07g08229	MvSl-1064-A1-R4_MC07	Chr07	1655019	1656302	861
MvSl-1064-A1-R4_MC07g08230	MvSl-1064-A1-R4_MC07	Chr07	1656702	1661718	4317
MvSl-1064-A1-R4_MC07g08231	MvSl-1064-A1-R4_MC07	Chr07	1665091	1665321	231
MvSl-1064-A1-R4_MC07g08232	MvSl-1064-A1-R4_MC07	Chr07	1666269	1671198	3027
MvSl-1064-A1-R4_MC07g08233	MvSl-1064-A1-R4_MC07	Chr07	1671516	1673472	1293
MvSl-1064-A1-R4_MC07g08235	MvSl-1064-A1-R4_MC07	Chr07	1675517	1676449	546
MvSl-1064-A1-R4_MC07g08236	MvSl-1064-A1-R4_MC07	Chr07	1676693	1679325	2406
MvSl-1064-A1-R4_MC07g08239	MvSl-1064-A1-R4_MC07	Chr07	1681218	1684130	2760
MvSl-1064-A1-R4_MC07g08240	MvSl-1064-A1-R4_MC07	Chr07	1684388	1687474	2280
MvSl-1064-A1-R4_MC07g08241	MvSl-1064-A1-R4_MC07	Chr07	1687994	1691309	2772
MvSl-1064-A1-R4_MC07g08242	MvSl-1064-A1-R4_MC07	Chr07	1691898	1695699	3249
MvSl-1064-A1-R4_MC07g08243	MvSl-1064-A1-R4_MC07	Chr07	1696533	1696814	282
MvSl-1064-A1-R4_MC07g08247	MvSl-1064-A1-R4_MC07	Chr07	1702492	1704873	2109
MvSl-1064-A1-R4_MC07g08248	MvSl-1064-A1-R4_MC07	Chr07	1705852	1707676	1149
MvSl-1064-A1-R4_MC07g08249	MvSl-1064-A1-R4_MC07	Chr07	1709349	1710155	714
MvSl-1064-A1-R4_MC07g08250	MvSl-1064-A1-R4_MC07	Chr07	1711951	1712970	771
MvSl-1064-A1-R4_MC07g08251	MvSl-1064-A1-R4_MC07	Chr07	1714866	1717550	2289
MvSl-1064-A1-R4_MC07g08252	MvSl-1064-A1-R4_MC07	Chr07	1717635	1718075	390
MvSl-1064-A1-R4_MC07g08255	MvSl-1064-A1-R4_MC07	Chr07	1720483	1724488	2859
MvSl-1064-A1-R4_MC08g08257	MvSl-1064-A1-R4_MC08	Chr08	372	3020	2277
MvSl-1064-A1-R4_MC08g08261	MvSl-1064-A1-R4_MC08	Chr08	6562	7216	426
MvSl-1064-A1-R4_MC08g08262	MvSl-1064-A1-R4_MC08	Chr08	7509	8445	819
MvSl-1064-A1-R4_MC08g08265	MvSl-1064-A1-R4_MC08	Chr08	14234	17185	1989
MvSl-1064-A1-R4_MC08g08266	MvSl-1064-A1-R4_MC08	Chr08	17879	20903	2511
MvSl-1064-A1-R4_MC08g08267	MvSl-1064-A1-R4_MC08	Chr08	21352	26574	4923
MvSl-1064-A1-R4_MC08g08268	MvSl-1064-A1-R4_MC08	Chr08	26786	27502	717
MvSl-1064-A1-R4_MC08g08269	MvSl-1064-A1-R4_MC08	Chr08	27681	28191	438
MvSl-1064-A1-R4_MC08g08270	MvSl-1064-A1-R4_MC08	Chr08	29426	29768	264
MvSl-1064-A1-R4_MC08g08272	MvSl-1064-A1-R4_MC08	Chr08	31872	34333	2358
MvSl-1064-A1-R4_MC08g08273	MvSl-1064-A1-R4_MC08	Chr08	38978	39921	627
MvSl-1064-A1-R4_MC08g08274	MvSl-1064-A1-R4_MC08	Chr08	40064	42401	1896
MvSl-1064-A1-R4_MC08g08275	MvSl-1064-A1-R4_MC08	Chr08	44370	44612	243
MvSl-1064-A1-R4_MC08g08276	MvSl-1064-A1-R4_MC08	Chr08	45388	47091	1386
MvSl-1064-A1-R4_MC08g08277	MvSl-1064-A1-R4_MC08	Chr08	47696	49115	1194
MvSl-1064-A1-R4_MC08g08278	MvSl-1064-A1-R4_MC08	Chr08	50203	54762	4014
MvSl-1064-A1-R4_MC08g08279	MvSl-1064-A1-R4_MC08	Chr08	55024	57371	1980
MvSl-1064-A1-R4_MC08g08280	MvSl-1064-A1-R4_MC08	Chr08	57854	58597	426
MvSl-1064-A1-R4_MC08g08281	MvSl-1064-A1-R4_MC08	Chr08	60060	62654	2436
MvSl-1064-A1-R4_MC08g08282	MvSl-1064-A1-R4_MC08	Chr08	63023	67925	3972
MvSl-1064-A1-R4_MC08g08283	MvSl-1064-A1-R4_MC08	Chr08	68297	68838	405
MvSl-1064-A1-R4_MC08g08285	MvSl-1064-A1-R4_MC08	Chr08	70547	70871	249
MvSl-1064-A1-R4_MC08g08286	MvSl-1064-A1-R4_MC08	Chr08	71784	75370	2829
MvSl-1064-A1-R4_MC08g08287	MvSl-1064-A1-R4_MC08	Chr08	75666	76489	249
MvSl-1064-A1-R4_MC08g08288	MvSl-1064-A1-R4_MC08	Chr08	77493	79085	1140
MvSl-1064-A1-R4_MC08g08289	MvSl-1064-A1-R4_MC08	Chr08	79892	82327	1557
MvSl-1064-A1-R4_MC08g08290	MvSl-1064-A1-R4_MC08	Chr08	83103	85143	1131
MvSl-1064-A1-R4_MC08g08291	MvSl-1064-A1-R4_MC08	Chr08	87800	88642	843
MvSl-1064-A1-R4_MC08g08292	MvSl-1064-A1-R4_MC08	Chr08	88873	90420	1548
MvSl-1064-A1-R4_MC08g08293	MvSl-1064-A1-R4_MC08	Chr08	91116	92785	1263
MvSl-1064-A1-R4_MC08g08294	MvSl-1064-A1-R4_MC08	Chr08	93628	95078	1254
MvSl-1064-A1-R4_MC08g08295	MvSl-1064-A1-R4_MC08	Chr08	95554	97158	984
MvSl-1064-A1-R4_MC08g08296	MvSl-1064-A1-R4_MC08	Chr08	98046	100595	1764
MvSl-1064-A1-R4_MC08g08297	MvSl-1064-A1-R4_MC08	Chr08	101342	104177	1551
MvSl-1064-A1-R4_MC08g08298	MvSl-1064-A1-R4_MC08	Chr08	105932	106281	156
MvSl-1064-A1-R4_MC08g08299	MvSl-1064-A1-R4_MC08	Chr08	106920	109849	2634
MvSl-1064-A1-R4_MC08g08300	MvSl-1064-A1-R4_MC08	Chr08	110344	111863	843
MvSl-1064-A1-R4_MC08g08301	MvSl-1064-A1-R4_MC08	Chr08	112944	117797	4473
MvSl-1064-A1-R4_MC08g08302	MvSl-1064-A1-R4_MC08	Chr08	118929	119694	504
MvSl-1064-A1-R4_MC08g08303	MvSl-1064-A1-R4_MC08	Chr08	121586	123071	1155
MvSl-1064-A1-R4_MC08g08304	MvSl-1064-A1-R4_MC08	Chr08	124399	125044	486
MvSl-1064-A1-R4_MC08g08305	MvSl-1064-A1-R4_MC08	Chr08	126303	127069	546
MvSl-1064-A1-R4_MC08g08306	MvSl-1064-A1-R4_MC08	Chr08	128269	129061	558
MvSl-1064-A1-R4_MC08g08307	MvSl-1064-A1-R4_MC08	Chr08	129783	130445	480
MvSl-1064-A1-R4_MC08g08308	MvSl-1064-A1-R4_MC08	Chr08	130589	131900	1032
MvSl-1064-A1-R4_MC08g08309	MvSl-1064-A1-R4_MC08	Chr08	132648	132894	147
MvSl-1064-A1-R4_MC08g08310	MvSl-1064-A1-R4_MC08	Chr08	134283	135277	867
MvSl-1064-A1-R4_MC08g08311	MvSl-1064-A1-R4_MC08	Chr08	135423	138730	2685
MvSl-1064-A1-R4_MC08g08312	MvSl-1064-A1-R4_MC08	Chr08	139204	140105	627
MvSl-1064-A1-R4_MC08g08313	MvSl-1064-A1-R4_MC08	Chr08	141745	143335	1122
MvSl-1064-A1-R4_MC08g08314	MvSl-1064-A1-R4_MC08	Chr08	144292	144939	462
MvSl-1064-A1-R4_MC08g08315	MvSl-1064-A1-R4_MC08	Chr08	145659	146974	1251
MvSl-1064-A1-R4_MC08g08316	MvSl-1064-A1-R4_MC08	Chr08	147431	148150	537
MvSl-1064-A1-R4_MC08g08317	MvSl-1064-A1-R4_MC08	Chr08	148462	150755	1983
MvSl-1064-A1-R4_MC08g08318	MvSl-1064-A1-R4_MC08	Chr08	151750	154038	1764
MvSl-1064-A1-R4_MC08g08319	MvSl-1064-A1-R4_MC08	Chr08	154627	155316	594
MvSl-1064-A1-R4_MC08g08321	MvSl-1064-A1-R4_MC08	Chr08	163112	163803	411
MvSl-1064-A1-R4_MC08g08322	MvSl-1064-A1-R4_MC08	Chr08	164920	166055	825
MvSl-1064-A1-R4_MC08g08323	MvSl-1064-A1-R4_MC08	Chr08	166098	168527	1818
MvSl-1064-A1-R4_MC08g08324	MvSl-1064-A1-R4_MC08	Chr08	168971	169664	141
MvSl-1064-A1-R4_MC08g08325	MvSl-1064-A1-R4_MC08	Chr08	170007	171453	1203
MvSl-1064-A1-R4_MC08g08327	MvSl-1064-A1-R4_MC08	Chr08	172599	174460	1464
MvSl-1064-A1-R4_MC08g08328	MvSl-1064-A1-R4_MC08	Chr08	175069	176470	1161
MvSl-1064-A1-R4_MC08g08329	MvSl-1064-A1-R4_MC08	Chr08	176781	179885	2322
MvSl-1064-A1-R4_MC08g08330	MvSl-1064-A1-R4_MC08	Chr08	180397	181822	1359
MvSl-1064-A1-R4_MC08g08331	MvSl-1064-A1-R4_MC08	Chr08	184524	184970	447
MvSl-1064-A1-R4_MC08g08332	MvSl-1064-A1-R4_MC08	Chr08	186161	186429	228
MvSl-1064-A1-R4_MC08g08333	MvSl-1064-A1-R4_MC08	Chr08	187620	189500	1302
MvSl-1064-A1-R4_MC08g08334	MvSl-1064-A1-R4_MC08	Chr08	189923	192389	2256
MvSl-1064-A1-R4_MC08g08335	MvSl-1064-A1-R4_MC08	Chr08	193199	196241	2367
MvSl-1064-A1-R4_MC08g08336	MvSl-1064-A1-R4_MC08	Chr08	196884	201872	4845
MvSl-1064-A1-R4_MC08g08337	MvSl-1064-A1-R4_MC08	Chr08	202528	202726	120
MvSl-1064-A1-R4_MC08g08338	MvSl-1064-A1-R4_MC08	Chr08	203435	204421	987
MvSl-1064-A1-R4_MC08g08339	MvSl-1064-A1-R4_MC08	Chr08	204579	205954	594
MvSl-1064-A1-R4_MC08g08340	MvSl-1064-A1-R4_MC08	Chr08	206342	207665	846
MvSl-1064-A1-R4_MC08g08341	MvSl-1064-A1-R4_MC08	Chr08	208272	211238	2520
MvSl-1064-A1-R4_MC08g08342	MvSl-1064-A1-R4_MC08	Chr08	211701	214199	1737
MvSl-1064-A1-R4_MC08g08343	MvSl-1064-A1-R4_MC08	Chr08	214698	218687	3480
MvSl-1064-A1-R4_MC08g08344	MvSl-1064-A1-R4_MC08	Chr08	220621	222975	552
MvSl-1064-A1-R4_MC08g08345	MvSl-1064-A1-R4_MC08	Chr08	223701	226271	1923
MvSl-1064-A1-R4_MC08g08346	MvSl-1064-A1-R4_MC08	Chr08	228358	231681	3078
MvSl-1064-A1-R4_MC08g08347	MvSl-1064-A1-R4_MC08	Chr08	233060	234144	798
MvSl-1064-A1-R4_MC08g08348	MvSl-1064-A1-R4_MC08	Chr08	234843	235064	117
MvSl-1064-A1-R4_MC08g08349	MvSl-1064-A1-R4_MC08	Chr08	237196	239965	2154
MvSl-1064-A1-R4_MC08g08350	MvSl-1064-A1-R4_MC08	Chr08	242577	244390	1122
MvSl-1064-A1-R4_MC08g08351	MvSl-1064-A1-R4_MC08	Chr08	244830	250609	5049
MvSl-1064-A1-R4_MC08g08352	MvSl-1064-A1-R4_MC08	Chr08	250995	252886	1218
MvSl-1064-A1-R4_MC08g08353	MvSl-1064-A1-R4_MC08	Chr08	253044	258928	4899
MvSl-1064-A1-R4_MC08g08354	MvSl-1064-A1-R4_MC08	Chr08	260033	262161	1233
MvSl-1064-A1-R4_MC08g08355	MvSl-1064-A1-R4_MC08	Chr08	262832	263341	399
MvSl-1064-A1-R4_MC08g08356	MvSl-1064-A1-R4_MC08	Chr08	263982	265205	762
MvSl-1064-A1-R4_MC08g08357	MvSl-1064-A1-R4_MC08	Chr08	265593	267330	1173
MvSl-1064-A1-R4_MC08g08358	MvSl-1064-A1-R4_MC08	Chr08	269317	270993	1257
MvSl-1064-A1-R4_MC08g08359	MvSl-1064-A1-R4_MC08	Chr08	271521	274548	2718
MvSl-1064-A1-R4_MC08g08360	MvSl-1064-A1-R4_MC08	Chr08	275743	277376	1458
MvSl-1064-A1-R4_MC08g08361	MvSl-1064-A1-R4_MC08	Chr08	277924	278301	378
MvSl-1064-A1-R4_MC08g08363	MvSl-1064-A1-R4_MC08	Chr08	279363	279844	192
MvSl-1064-A1-R4_MC08g08364	MvSl-1064-A1-R4_MC08	Chr08	280089	282504	1731
MvSl-1064-A1-R4_MC08g08365	MvSl-1064-A1-R4_MC08	Chr08	283888	285292	1248
MvSl-1064-A1-R4_MC08g08366	MvSl-1064-A1-R4_MC08	Chr08	286001	290210	3600
MvSl-1064-A1-R4_MC08g08367	MvSl-1064-A1-R4_MC08	Chr08	291221	295505	3600
MvSl-1064-A1-R4_MC08g08368	MvSl-1064-A1-R4_MC08	Chr08	295673	299736	3897
MvSl-1064-A1-R4_MC08g08369	MvSl-1064-A1-R4_MC08	Chr08	300099	301533	1032
MvSl-1064-A1-R4_MC08g08370	MvSl-1064-A1-R4_MC08	Chr08	303008	307961	4743
MvSl-1064-A1-R4_MC08g08371	MvSl-1064-A1-R4_MC08	Chr08	309021	309289	147
MvSl-1064-A1-R4_MC08g08372	MvSl-1064-A1-R4_MC08	Chr08	310294	312695	1833
MvSl-1064-A1-R4_MC08g08373	MvSl-1064-A1-R4_MC08	Chr08	312848	317889	4704
MvSl-1064-A1-R4_MC08g08374	MvSl-1064-A1-R4_MC08	Chr08	319491	320700	939
MvSl-1064-A1-R4_MC08g08375	MvSl-1064-A1-R4_MC08	Chr08	321102	322279	999
