gene	MintM1	MintM2	MintM3	MvSlM1	MvSlM2
MinSal-1389-A1-17072018_C006g04238	1	0	0	1639	1308
MinSal-1389-A1-17072018_C006g04239	8164	9205	4347	6513	4116
MinSal-1389-A1-17072018_C006g04240	12	11	6	7577	9995
MinSal-1389-A1-17072018_C006g04241	0	0	0	858	865
MinSal-1389-A1-17072018_C006g04242	0	0	0	2884	4177
MinSal-1389-A1-17072018_C006g04243	0	0	0	6455	5345
MinSal-1389-A1-17072018_C006g04244	1274	1489	854	4897	4163
MinSal-1389-A1-17072018_C006g04247	0	0	0	103.907	111.737
MinSal-1389-A1-17072018_C006g04249	602	655	332	1974	2516
MinSal-1389-A1-17072018_C006g04250	0	1	0	150	122
MinSal-1389-A1-17072018_C006g04251	3066	2700	2442	3082	3752
MinSal-1389-A1-17072018_C006g04252	0	0	0	653.46	674.512
MinSal-1389-A1-17072018_C006g04254	0	0	0	536	988
MinSal-1389-A1-17072018_C006g04255	1801	2124	1166	4085	4671
MinSal-1389-A1-17072018_C006g04256	0	0	0	715	665
MinSal-1389-A1-17072018_C006g04257	0	0	0	452	376
MinSal-1389-A1-17072018_C006g04258	156	181	91	1259	1139
MinSal-1389-A1-17072018_C006g04259	101	77	61	1088	900
MinSal-1389-A1-17072018_C006g04260	200	303	128	1221	1057
MinSal-1389-A1-17072018_C006g04261	976	1154	536	1294	1209
MinSal-1389-A1-17072018_C006g04262	61	117	46	1596	1523
MinSal-1389-A1-17072018_C006g04263	328	384	213	1476	1181
MinSal-1389-A1-17072018_C006g04264	1272	1412	830	1900	1780
MinSal-1389-A1-17072018_C006g04265	3424	3650	1704	2616	2919
MinSal-1389-A1-17072018_C006g04268	1208	1412	567	1886	1879
MinSal-1389-A1-17072018_C006g04269	436	571	137	1553	1235
MinSal-1389-A1-17072018_C006g04270	594	731	402	1563	1138
MinSal-1389-A1-17072018_C006g04273	0	0	0	3	4
MinSal-1389-A1-17072018_C006g04274	0	0	0	7	7
MinSal-1389-A1-17072018_C006g04275	867	794	426	640	576
MinSal-1389-A1-17072018_C006g04276	6877	5639	5977	3312	3326
MinSal-1389-A1-17072018_C006g04277	1296	672	776	8772	5873
MinSal-1389-A1-17072018_C006g04278	372.146	370	155	745	838
MinSal-1389-A1-17072018_C006g04279	92	104	57	269	286
MinSal-1389-A1-17072018_C006g04280	0	2	1	2386	2385
MinSal-1389-A1-17072018_C006g04281	516	679	330	2320	1939
MinSal-1389-A1-17072018_C006g04282	0	1	0	6836	7289
MinSal-1389-A1-17072018_C006g04283	0	0	0	23	26
MinSal-1389-A1-17072018_C006g04285	92	130	95	4087	3093
MinSal-1389-A1-17072018_C006g04286	781	864	522	614	617
MinSal-1389-A1-17072018_C006g04287	475	530	212	1909	1923
MinSal-1389-A1-17072018_C006g04288	1214	901	1281	1779	3593
MinSal-1389-A1-17072018_C006g04289	0	0	3	430	727
MinSal-1389-A1-17072018_C006g04290	0	0	0	304	205
MinSal-1389-A1-17072018_C006g04291	124	59	71	3321	3522
MinSal-1389-A1-17072018_C006g04292	449	351	233	1316	953
MinSal-1389-A1-17072018_C006g04294	1	0	0	2611	2304
MinSal-1389-A1-17072018_C006g04296	4434	4279	3085	5734	5710
MinSal-1389-A1-17072018_C006g04297	5599	8275	2232	5702	5205
MinSal-1389-A1-17072018_C006g04299	1150	1684	475	1614	1837
MinSal-1389-A1-17072018_C006g04300	1349	1221	768	4084	2498
MinSal-1389-A1-17072018_C006g04302	6221	8387	2630	12528	9142
MinSal-1389-A1-17072018_C006g04303	18840	22566	13388	25046	21182
MinSal-1389-A1-17072018_C006g04304	2	0	0	830	743
MinSal-1389-A1-17072018_C006g04307	2425	2817	1544	6849	6429
MinSal-1389-A1-17072018_C006g04308	0	0	0	3	3
MinSal-1389-A1-17072018_C006g04309	0	0	0	5	7.01361
MinSal-1389-A1-17072018_C006g04310	3394	3485	2249	13092	11454
MinSal-1389-A1-17072018_C006g04311	978	915	645	7696	5920
MinSal-1389-A1-17072018_C006g04312	1063	743	880	2680	5469
MinSal-1389-A1-17072018_C006g04313	387	398	88	3465	3714
MinSal-1389-A1-17072018_C006g04314	7741	4298	2609	1542	985
MinSal-1389-A1-17072018_C006g04316	1446	1834	675	2375	1913
MinSal-1389-A1-17072018_C006g04317	9534	11545	5772	40245	45308
MinSal-1389-A1-17072018_C006g04318	351	382	200	1530	1749
MinSal-1389-A1-17072018_C006g04319	1000	1314	696	6660	6707
MinSal-1389-A1-17072018_C006g04320	1473	1369	1024	2227	1841
MinSal-1389-A1-17072018_C006g04321	785	1016	564	1931	1780
MinSal-1389-A1-17072018_C006g04322	1	1	0	1451	1309
MinSal-1389-A1-17072018_C006g04323	1811	2001	1029	3602	3898
MinSal-1389-A1-17072018_C006g04324	1654	1954	986	3023	2789
MinSal-1389-A1-17072018_C006g04325	0	0	0	4201	3775
MinSal-1389-A1-17072018_C006g04326	285	242	169	1807	1806
MinSal-1389-A1-17072018_C006g04328	113	130	71	912	913
MinSal-1389-A1-17072018_C006g04329	0	0	0	197	170
MinSal-1389-A1-17072018_C006g04330	153	198	123	3010	4352
MinSal-1389-A1-17072018_C006g04331	660	784	375	3139	2611
MinSal-1389-A1-17072018_C006g04332	2751	2833	1593	1599	1537
MinSal-1389-A1-17072018_C006g04335	0	0	0	576	479
MinSal-1389-A1-17072018_C006g04336	323	267	151	1907	1676
MinSal-1389-A1-17072018_C006g04337	188	232	95	2501	2278
MinSal-1389-A1-17072018_C006g04338	6360	7026	3486	4488	2992
MinSal-1389-A1-17072018_C006g04339	481	403	249	862	680
MinSal-1389-A1-17072018_C006g04340	628	1041	398	870	509
MinSal-1389-A1-17072018_C006g04341	1590	1864	1263	2718	2582
MinSal-1389-A1-17072018_C006g04342	441	598	305	3336	2685
MinSal-1389-A1-17072018_C006g04343	206	241	96	677	612
MinSal-1389-A1-17072018_C006g04344	0	0	0	1022	943
MinSal-1389-A1-17072018_C006g04346	2475	2695	1534	6974	7734
MinSal-1389-A1-17072018_C006g04348	146	197	73	3511.46	4164.88
MinSal-1389-A1-17072018_C006g04349	606	557	387	11039	9608
MinSal-1389-A1-17072018_C006g04350	2	0	0	1225	1015
MinSal-1389-A1-17072018_C006g04352	0	0	0	1169	920
MinSal-1389-A1-17072018_C006g04353	0	0	0	481	463
MinSal-1389-A1-17072018_C006g04354	0	0	0	317	364
MinSal-1389-A1-17072018_C006g04355	0	0	0	366	430
MinSal-1389-A1-17072018_C006g04359	0	0	0	960	820
MinSal-1389-A1-17072018_C006g04360	357	418	235	2396	2196
MinSal-1389-A1-17072018_C006g04361	2	0	0	3534	2955
MinSal-1389-A1-17072018_C006g04363	9962	8732	8761	6300	5569
MinSal-1389-A1-17072018_C006g04364	881	961	680	947	798
MinSal-1389-A1-17072018_C006g04366	1901	2335	1152	3925	2688
MinSal-1389-A1-17072018_C006g04367	668	876	376	1042	797
MinSal-1389-A1-17072018_C006g04368	253	302	139	690	553
MinSal-1389-A1-17072018_C006g04369	0	0	0	272	242
MinSal-1389-A1-17072018_C006g04370	0	0	0	1526	1527
MinSal-1389-A1-17072018_C006g04371	936	1269	573	2755	2345
MinSal-1389-A1-17072018_C006g04372	90	128	62	594	472
MinSal-1389-A1-17072018_C006g04373	523	586	331	1562	1298
MinSal-1389-A1-17072018_C006g04374	88	143	61	1116	979
MinSal-1389-A1-17072018_C006g04375	293	493	174	1793	3016
MinSal-1389-A1-17072018_C006g04377	0	0	0	56	78
MinSal-1389-A1-17072018_C006g04379	1737	2085	1014	3897	4446
MinSal-1389-A1-17072018_C006g04380	4474	4794	2522	3449	3640
MinSal-1389-A1-17072018_C006g04381	4	4	4	393	424
MinSal-1389-A1-17072018_C006g04382	2	0	1	547	655
MinSal-1389-A1-17072018_C006g04383	1932	2408	1756	6448	6632
MinSal-1389-A1-17072018_C006g04384	0	1	0	1181	958
MinSal-1389-A1-17072018_C006g04385	34	53	25	908	618
MinSal-1389-A1-17072018_C006g04386	245	244	160	908	865
MinSal-1389-A1-17072018_C006g04387	418	549	243	1320	1072
MinSal-1389-A1-17072018_C006g04388	313	414	134	1357	1317
MinSal-1389-A1-17072018_C006g04389	13002	13923	4611	13934	19995
MinSal-1389-A1-17072018_C006g04390	856	762	551	2611	3155
MinSal-1389-A1-17072018_C006g04391	2874	2636	2229	1799	1622
MinSal-1389-A1-17072018_C006g04392	0	0	0	6151	9334
MinSal-1389-A1-17072018_C006g04393	0	0	0	1388	1159
MinSal-1389-A1-17072018_C006g04394	312	412	172	3151	3700
MinSal-1389-A1-17072018_C006g04396	183	185	144	1136	1142
MinSal-1389-A1-17072018_C006g04397	407	570	236	799	898
MinSal-1389-A1-17072018_C006g04398	0	0	0	136.13	224.075
MinSal-1389-A1-17072018_C006g04399	1984	3193	747	4225	3651
MinSal-1389-A1-17072018_C006g04404	0	0	0	92	138
MinSal-1389-A1-17072018_C006g04405	777	807	654	1922	3327
MinSal-1389-A1-17072018_C006g04406	1890	2234	1247	3919	3840
MinSal-1389-A1-17072018_C006g04407	4341	4221	2405	6202	5562
MinSal-1389-A1-17072018_C006g04408	323	207	386	689	1346
MinSal-1389-A1-17072018_C006g04409	458.165	512.573	340.643	1407	1164
MinSal-1389-A1-17072018_C006g04410	1237	1231	645	1108	951
MinSal-1389-A1-17072018_C006g04411	69	23	26	87	40
MinSal-1389-A1-17072018_C006g04412	263	355	152	710	635
MinSal-1389-A1-17072018_C006g04413	195	205	80	2705	3066
MinSal-1389-A1-17072018_C006g04414	294	460	171	1357	1253
MinSal-1389-A1-17072018_C006g04415	623	934	413	1332	1152
MinSal-1389-A1-17072018_C006g04416	2133	1944	1459	10410	11349
MinSal-1389-A1-17072018_C006g04417	0	0	0	229638	122208
MinSal-1389-A1-17072018_C006g04423	1323	960	1096	4529	4918
MinSal-1389-A1-17072018_C006g04424	206	248	143	439	314
MinSal-1389-A1-17072018_C006g04425	112	168	91	1078	961
MinSal-1389-A1-17072018_C006g04426	718	865	384	1485	1331
MinSal-1389-A1-17072018_C006g04427	1489	1895	900	2955	2553
MinSal-1389-A1-17072018_C006g04428	374	474	223	2446	2846
MinSal-1389-A1-17072018_C006g04429	233	202	190	590	743
MinSal-1389-A1-17072018_C006g04430	296	333	221	1271	1299
MinSal-1389-A1-17072018_C006g04431	3070	3893	1848	2867	2568
MinSal-1389-A1-17072018_C006g04432	5416	5724	3491	3593	2732
MinSal-1389-A1-17072018_C006g04433	3093	3688	2146	4157	3418
MinSal-1389-A1-17072018_C006g04434	1161	1257	515	1540	1029
MinSal-1389-A1-17072018_C006g04436	873	1294	389	1620	1205
MinSal-1389-A1-17072018_C006g04437	664	564	203	2454	2403
MinSal-1389-A1-17072018_C006g04438	57	98	39	599	535
MinSal-1389-A1-17072018_C006g04439	0	2	1	1493	608
MinSal-1389-A1-17072018_C006g04440	397	403	229	565	390
MinSal-1389-A1-17072018_C006g04441	586	650	394	431	433
MinSal-1389-A1-17072018_C006g04442	0	0	0	1190	1140
MinSal-1389-A1-17072018_C006g04443	2585	2732	1203	2760	2361
MinSal-1389-A1-17072018_C006g04444	156	286	135	5002	4484
MinSal-1389-A1-17072018_C006g04445	510	432	307	188	94
MinSal-1389-A1-17072018_C006g04446	253	219	183	799	771
MinSal-1389-A1-17072018_C006g04449	154	170	91	1328	1166
MinSal-1389-A1-17072018_C006g04450	245	319	150	1835	1633
MinSal-1389-A1-17072018_C006g04451	0	0	1	1064	975
MinSal-1389-A1-17072018_C006g04452	0	0	0	886	928
MinSal-1389-A1-17072018_C006g04453	774	714	531	6606	6885
MinSal-1389-A1-17072018_C006g04454	205	286	154	8053	9103
MinSal-1389-A1-17072018_C006g04455	1	10	3	14	8
MinSal-1389-A1-17072018_C006g04456	1	0	0	1416	1971
MinSal-1389-A1-17072018_C006g04457	0	0	0	186.562	368.468
MinSal-1389-A1-17072018_C006g04458	20022	20858	13214	57159	35791
MinSal-1389-A1-17072018_C006g04459	0	0	0	8	2
MinSal-1389-A1-17072018_C006g04463	543	660	368	339	215
MinSal-1389-A1-17072018_C006g04464	270	257	129	1512	1347
MinSal-1389-A1-17072018_C006g04465	0	0	0	2007	1726
MinSal-1389-A1-17072018_C006g04466	36	68	27	718	757
MinSal-1389-A1-17072018_C006g04467	208	308	187	1061	971
MinSal-1389-A1-17072018_C006g04468	58	88	22	5905	5602
MinSal-1389-A1-17072018_C006g04469	114	60	32	842	835
MinSal-1389-A1-17072018_C006g04470	2355	2399	2344	14262	17106
MinSal-1389-A1-17072018_C006g04471	792	862	581	2062	1791
MinSal-1389-A1-17072018_C006g04472	2972	3568	1907	3553	3046
MinSal-1389-A1-17072018_C006g04478	0	0	0	71	146
MinSal-1389-A1-17072018_C006g04479	3070	3503	1454	2048	1716
MinSal-1389-A1-17072018_C006g04480	785	844	633	2154	1748
MinSal-1389-A1-17072018_C006g04481	984	1306	546	1001	802
MinSal-1389-A1-17072018_C006g04482	276	344	140	1426	1287
MinSal-1389-A1-17072018_C006g04483	38	50	10	5351	6898
MinSal-1389-A1-17072018_C006g04487	389	572	216	4758	4516
MinSal-1389-A1-17072018_C006g04488	534	599	341	670	669
MinSal-1389-A1-17072018_C006g04489	52	102	20	312	442
MinSal-1389-A1-17072018_C006g04490	3940	4598	2975	5039	4760
MinSal-1389-A1-17072018_C006g04491	12852	12270	9722	27746	15726
MinSal-1389-A1-17072018_C006g04492	1	0	0	1381	1274
MinSal-1389-A1-17072018_C006g04493	0	0	0	823	851
MinSal-1389-A1-17072018_C006g04494	0	0	0	1913	1958
MinSal-1389-A1-17072018_C006g04495	0	0	0	304	412
MinSal-1389-A1-17072018_C006g04496	380	524	214	2170	2310
MinSal-1389-A1-17072018_C006g04497	4235	5005	2330	7930	8824
MinSal-1389-A1-17072018_C006g04498	0	0	0	1863	1689
MinSal-1389-A1-17072018_C006g04500	280	292	143	2933	2775
MinSal-1389-A1-17072018_C006g04501	569	633	408	2789	2485
MinSal-1389-A1-17072018_C006g04502	4156	4615	1870	5365	4166
MinSal-1389-A1-17072018_C006g04503	4420	4699	1172	811	732
MinSal-1389-A1-17072018_C006g04504	1055	1531	514	12557	11724
MinSal-1389-A1-17072018_C006g04505	519	452	348	5377	4372
MinSal-1389-A1-17072018_C006g04506	504	529	428	6700	7373
MinSal-1389-A1-17072018_C006g04507	846	915	516	2243	2731
MinSal-1389-A1-17072018_C006g04508	0	0	1	1581	1559
MinSal-1389-A1-17072018_C006g04509	42	21	32	118	40
MinSal-1389-A1-17072018_C006g04510	2351	1975	522	5225	6073
MinSal-1389-A1-17072018_C006g04511	1405	1763	966	1072	845
MinSal-1389-A1-17072018_C006g04512	678	606	474	955	919
MinSal-1389-A1-17072018_C006g04513	1567	1789	1277	2962	3254
MinSal-1389-A1-17072018_C006g04514	0	0	0	68	72
MinSal-1389-A1-17072018_C006g04515	145	108	69	406	475
MinSal-1389-A1-17072018_C006g04516	132	140	86	254	293
MinSal-1389-A1-17072018_C006g04517	0	0	0	190	237
MinSal-1389-A1-17072018_C006g04519	0	1	1	1520	1306
MinSal-1389-A1-17072018_C006g04520	1739	1662	1664	4923	5059
MinSal-1389-A1-17072018_C006g04521	490	527	373	2056	2507
MinSal-1389-A1-17072018_C006g04523	0	0	0	1555	1787
MinSal-1389-A1-17072018_C006g04524	254	259	159	650	633
MinSal-1389-A1-17072018_C006g04525	1474	1599	975	7654	7075
MinSal-1389-A1-17072018_C006g04526	0	0	0	1664	1561
MinSal-1389-A1-17072018_C006g04527	0	0	0	225	398
MinSal-1389-A1-17072018_C006g04531	0	0	0	195.022	275.203
MinSal-1389-A1-17072018_C006g04533	1652	1577	1275	3279	2350
MinSal-1389-A1-17072018_C006g04534	538	479	425	5408	3913
MinSal-1389-A1-17072018_C006g04535	0	0	0	855	1158
MinSal-1389-A1-17072018_C006g04536	0	1	2	2032	1825
MinSal-1389-A1-17072018_C006g04539	193	263	46	1054	1474
MinSal-1389-A1-17072018_C006g04540	310	199	149	112	53
MinSal-1389-A1-17072018_C006g04541	518	787	286	3382	3026
MinSal-1389-A1-17072018_C006g04542	1209	1246	628	2298	2051
MinSal-1389-A1-17072018_C006g04543	306	345	265	2226	2638
MinSal-1389-A1-17072018_C006g04544	298	259	133	331	329
MinSal-1389-A1-17072018_C006g04545	0	0	0	791	1539
MinSal-1389-A1-17072018_C006g04546	256	217	101	2503	2293
MinSal-1389-A1-17072018_C006g04547	1943	2482	1443	5330	4880
MinSal-1389-A1-17072018_C006g04550	1049	1232	536	2001	1991
MinSal-1389-A1-17072018_C006g04552	0	0	0	533	635
MinSal-1389-A1-17072018_C006g04553	415	505	298	1575.93	1762.23
MinSal-1389-A1-17072018_C006g04554	4142	5148	2848	3671	3289
MinSal-1389-A1-17072018_C006g04555	1004	1205	685	2284	2146
MinSal-1389-A1-17072018_C006g04556	0	0	0	229	242
MinSal-1389-A1-17072018_C006g04559	982	536	805	3816	3392
MinSal-1389-A1-17072018_C006g04560	246	336	41	11	7
MinSal-1389-A1-17072018_C006g04561	5038	4569	2864	3452	3184
MinSal-1389-A1-17072018_C006g04562	224	301	149	1287	1174
MinSal-1389-A1-17072018_C006g04563	866	980	256	7779	11161
MinSal-1389-A1-17072018_C006g04564	1922	1888	1577	9000	9649
MinSal-1389-A1-17072018_C006g04565	48	40	25	1412	1122
MinSal-1389-A1-17072018_C006g04567	858	680	794	4091	3795
MinSal-1389-A1-17072018_C006g04568	2977	2279	1079	2080	2575
MinSal-1389-A1-17072018_C006g04569	1438	1407	788	1813	1616
MinSal-1389-A1-17072018_C006g04571	0	2	2	1404	1139
MinSal-1389-A1-17072018_C006g04572	0	0	0	441	381
MinSal-1389-A1-17072018_C006g04574	0	0	0	19.9836	17.7533
MinSal-1389-A1-17072018_C006g04576	494	499	223	2819	2162
MinSal-1389-A1-17072018_C006g04578	0	0	0	2213	2365
MinSal-1389-A1-17072018_C006g04579	405	320	237	326	329
MinSal-1389-A1-17072018_C006g04580	566	411	403	1383	2351
MinSal-1389-A1-17072018_C006g04581	250	264	99	349	458
MinSal-1389-A1-17072018_C006g04582	1041	1129	703	11261.6	13221.3
MinSal-1389-A1-17072018_C006g04583	1272	1588	611	1659	1216
MinSal-1389-A1-17072018_C006g04587	0	1	0	12004	14033
MinSal-1389-A1-17072018_C006g04588	2117	2182	1408	2793	2799
MinSal-1389-A1-17072018_C006g04589	362	287	215	838	844
MinSal-1389-A1-17072018_C006g04591	2	2	0	789	726
MinSal-1389-A1-17072018_C006g04592	3564	4012	2659	4216	3621
MinSal-1389-A1-17072018_C006g04594	0	0	0	4836	5784
MinSal-1389-A1-17072018_C006g04595	1402	1232	755	17481	13934
MinSal-1389-A1-17072018_C006g04596	2734	2227	2258	1325	1191
MinSal-1389-A1-17072018_C006g04598	2592	2856	1420	1469	1356
MinSal-1389-A1-17072018_C006g04599	403	272	192	72	63
MinSal-1389-A1-17072018_C006g04601	1082	1745	593	2576	1533
MinSal-1389-A1-17072018_C006g04602	342	471	170	1593	1104
MinSal-1389-A1-17072018_C006g04603	1204	1745	665	2956	2711
MinSal-1389-A1-17072018_C006g04604	1030	1078	642	4624	3978
MinSal-1389-A1-17072018_C006g04607	204	344	138	2130	1574
MinSal-1389-A1-17072018_C006g04609	0	0	0	587	776
MinSal-1389-A1-17072018_C006g04610	107	93	59	384	362
MinSal-1389-A1-17072018_C006g04611	789	610	772	2631	3408
MinSal-1389-A1-17072018_C006g04612	36	57	38	1986	1881
MinSal-1389-A1-17072018_C006g04613	267	194	113	843	537
MinSal-1389-A1-17072018_C006g04614	181	192	126	1040	970
MinSal-1389-A1-17072018_C006g04615	0	0	0	50	34
MinSal-1389-A1-17072018_C006g04616	802	948	509	864	767
MinSal-1389-A1-17072018_C006g04618	498	389	382	378	359
MinSal-1389-A1-17072018_C006g04619	1370	1678	681	1507	1348
MinSal-1389-A1-17072018_C006g04620	1038	1358	520	1302	1152
MinSal-1389-A1-17072018_C006g04621	3298	3756	1966	2923	2589
MinSal-1389-A1-17072018_C006g04623	11336	13786	6544	10402	8051
MinSal-1389-A1-17072018_C006g04624	509	712	321	5183	4905
MinSal-1389-A1-17072018_C006g04625	121	54	116	160	169
MinSal-1389-A1-17072018_C006g04626	629	850	363	1254	1224
MinSal-1389-A1-17072018_C006g04627	0	0	0	225	268
MinSal-1389-A1-17072018_C006g04628	201	239	126	2158	2092
MinSal-1389-A1-17072018_C006g04629	3545	3542	2191	3698	3995
MinSal-1389-A1-17072018_C006g04630	3396	3265	1152	1494	1435
MinSal-1389-A1-17072018_C006g04631	1	0	0	1904	2164
MinSal-1389-A1-17072018_C006g04633	369	414	191	1328	1377
MinSal-1389-A1-17072018_C006g04634	49	60	39	145	149
MinSal-1389-A1-17072018_C006g04635	169	281	128	1080	1151
MinSal-1389-A1-17072018_C006g04636	1627	1944	984	3574	4619
MinSal-1389-A1-17072018_C006g04639	571	798	418	4460.49	3848.37
MinSal-1389-A1-17072018_C006g04640	400	468	174	688	1049
MinSal-1389-A1-17072018_C006g04641	1018	1072	499	1233	1359
MinSal-1389-A1-17072018_C006g04642	8	4	1	87018	119392
MinSal-1389-A1-17072018_C006g04643	0	0	0	522	627
MinSal-1389-A1-17072018_C006g04644	992	1103	703	2447	2726
MinSal-1389-A1-17072018_C006g04645	496	668	291	400	480
MinSal-1389-A1-17072018_C006g04646	1	0	0	1046	1003
MinSal-1389-A1-17072018_C006g04648	2921	3070	2208	6493	6099
MinSal-1389-A1-17072018_C006g04649	1	0	0	2146	2358
MinSal-1389-A1-17072018_C006g04650	278	448	183	1293	866
MinSal-1389-A1-17072018_C006g04651	165	148	125	549	556
MinSal-1389-A1-17072018_C006g04652	11435	11222	6897	8849	7628
MinSal-1389-A1-17072018_C006g04653	284	289	135	1334	1230
MinSal-1389-A1-17072018_C006g04654	1225	1374	340	1264	721
MinSal-1389-A1-17072018_C006g04655	1438	1968	742	1289	898
MinSal-1389-A1-17072018_C006g04656	0	0	0	1640	1311
MinSal-1389-A1-17072018_C006g04659	837	953	558	3658	3558
MinSal-1389-A1-17072018_C006g04660	318	365	212	2709	2523
MinSal-1389-A1-17072018_C006g04661	330	650	321	3239	2720
MinSal-1389-A1-17072018_C006g04662	0	0	0	870	976
MinSal-1389-A1-17072018_C006g04663	5777	7042	3131	5095	3996
MinSal-1389-A1-17072018_C006g04664	0	0	3	183	122
MinSal-1389-A1-17072018_C006g04665	994	927	663	6551.23	6756.98
MinSal-1389-A1-17072018_C006g04668	124	178	88	534	371
MinSal-1389-A1-17072018_C006g04669	8805.45	9596.83	5006.81	5150.89	2997.12
MinSal-1389-A1-17072018_C006g04671	301	320	183	3941.31	3440.94
MinSal-1389-A1-17072018_C006g04672	1417	1546	833	5299	6391
MinSal-1389-A1-17072018_C006g04673	135	107	58	704	611
MinSal-1389-A1-17072018_C006g04674	242.504	269.175	205.083	3008	2928
MinSal-1389-A1-17072018_C006g04675	246	320	162	384	289
MinSal-1389-A1-17072018_C006g04676	170	198	97	1198	872
MinSal-1389-A1-17072018_C006g04677	298	439	222	1825	1270
MinSal-1389-A1-17072018_C006g04678	535	935	336	3154	3766
MinSal-1389-A1-17072018_C006g04679	5	2	2	1042	1071
MinSal-1389-A1-17072018_C006g04680	0	0	0	1008	585
MinSal-1389-A1-17072018_C006g04681	211	256	71	2434	2293
MinSal-1389-A1-17072018_C006g04682	714	778	459	2897	2780
MinSal-1389-A1-17072018_C006g04683	968	1028	491	1601	1424
MinSal-1389-A1-17072018_C006g04686	143	141	73	1272	1206
MinSal-1389-A1-17072018_C006g04687	11	13	11	6	8
MinSal-1389-A1-17072018_C006g04688	1497	1600	579	2208	2406
MinSal-1389-A1-17072018_C006g04689	1	0	0	1237	1103
MinSal-1389-A1-17072018_C006g04690	0	0	0	615	585
MinSal-1389-A1-17072018_C006g04691	0	0	3	8835	9348
MinSal-1389-A1-17072018_C006g04694	0	0	0	6	5
MinSal-1389-A1-17072018_C006g04695	3010	2175	2741	909	680
MinSal-1389-A1-17072018_C006g04696	4	4	4	1049	1829
MinSal-1389-A1-17072018_C006g04697	0	0	0	322	314
MinSal-1389-A1-17072018_C006g04698	106	77	55	1080	762
MinSal-1389-A1-17072018_C006g04699	250	341	176	2935	2607
MinSal-1389-A1-17072018_C006g04702	743	755	405	1629	1928
MinSal-1389-A1-17072018_C006g04705	123	165	141	3285	3239
MinSal-1389-A1-17072018_C006g04706	0	2	0	2084	2096
MinSal-1389-A1-17072018_C006g04707	2256	2692	1491	2522	2470
MinSal-1389-A1-17072018_C006g04708	140	219	79	1877	1796
MinSal-1389-A1-17072018_C006g04709	0	0	0	44	32
MinSal-1389-A1-17072018_C006g04710	270	261	164	162	170
MinSal-1389-A1-17072018_C006g04711	279	379	124	353	310
MinSal-1389-A1-17072018_C006g04712	3605	4097	2153	1079	726
MinSal-1389-A1-17072018_C006g04713	0	1	0	848	250
MinSal-1389-A1-17072018_C006g04714	0	0	0	7665	5302
MinSal-1389-A1-17072018_C006g04715	11256	8042	9414	50651	56583
MinSal-1389-A1-17072018_C006g04716	254	207	180	951	871
MinSal-1389-A1-17072018_C006g04717	548	613	291	2195	1726
MinSal-1389-A1-17072018_C006g04718	784	1062	477	2341	1981
MinSal-1389-A1-17072018_C006g04719	454	704	244	1982	1471
MinSal-1389-A1-17072018_C006g04722	0	0	0	72	51
MinSal-1389-A1-17072018_C006g04723	1153	1407	327	1401	1081
MinSal-1389-A1-17072018_C006g04725	2149	2066	1147	8329	7988
MinSal-1389-A1-17072018_C006g04726	0	1	0	2098	1596
MinSal-1389-A1-17072018_C006g04727	0	0	0	15526	15963
MinSal-1389-A1-17072018_C006g04728	0	0	0	11	7
MinSal-1389-A1-17072018_C006g04729	507	634	236	2284.66	2079.26
MinSal-1389-A1-17072018_C006g04730	526	649	100	5532	8709
MinSal-1389-A1-17072018_C006g04732	113	124	78	181	182
MinSal-1389-A1-17072018_C006g04733	190	126	121	653	554
MinSal-1389-A1-17072018_C006g04734	0	0	0	1391	2699
MinSal-1389-A1-17072018_C006g04736	0	0	0	7189	12237
MinSal-1389-A1-17072018_C006g04738	152	159	104	665	1187
MinSal-1389-A1-17072018_C006g04739	95	141	81	4719	3968
MinSal-1389-A1-17072018_C006g04740	1786	2001	1054	2405	2203
MinSal-1389-A1-17072018_C006g04741	2885	3294	2135	6325	5134
MinSal-1389-A1-17072018_C006g04742	0	0	1	1660	1795
MinSal-1389-A1-17072018_C006g04744	1187	882	840	1565	2011
MinSal-1389-A1-17072018_C006g04745	2722	1993	2342	6316	5887
MinSal-1389-A1-17072018_C006g04746	0	0	0	3415	3455
MinSal-1389-A1-17072018_C006g04751	0	0	0	3896	3223
MinSal-1389-A1-17072018_C006g04752	0	0	0	2160	2660
MinSal-1389-A1-17072018_C006g04753	0	1	0	3765	3796
MinSal-1389-A1-17072018_C006g04754	0	0	0	4698	5993
MinSal-1389-A1-17072018_C006g04755	0	1	0	5308	5240
MinSal-1389-A1-17072018_C006g04756	248	395	187	3637	2818
MinSal-1389-A1-17072018_C006g04757	256	304	171	2105	1962
MinSal-1389-A1-17072018_C007g07760	197	188	58	767	736
MinSal-1389-A1-17072018_C007g07761	2186	1860	879	1569	1367
MinSal-1389-A1-17072018_C007g07762	731	859	338	1457	1161
MinSal-1389-A1-17072018_C007g07763	1340	1475	683	2786	2712
MinSal-1389-A1-17072018_C007g07765	389	487	204	477	456
MinSal-1389-A1-17072018_C007g07766	311	376	193	309	242
MinSal-1389-A1-17072018_C007g07767	159	213	157	988	1463
MinSal-1389-A1-17072018_C007g07768	1146	1498	738	4699	4543
MinSal-1389-A1-17072018_C007g07769	2200	2535	1268	2184	1933
MinSal-1389-A1-17072018_C007g07770	235	313	136	1342	1214
MinSal-1389-A1-17072018_C007g07771	2273	2033	1266	2860	3458
