gene A1 A2 location chr start end log2FC intron_nr mean sum group ave_count
MvSl-1064-A1-R4_MC04-1g05341 7.73234205031611 8.18312521982663 MvSl-1064-A1-R4_MC04-1 Chr04 156355 157741 0.287865639 7 153307 83.5714 NONDE 7.95773
MvSl-1064-A1-R4_MC04-1g05343 4.61724394522709 5.06351156937931 MvSl-1064-A1-R4_MC04-1 Chr04 159558 162808 0.31098688 9 157663 98.7778 NONDE 4.84038
MvSl-1064-A1-R4_MC04-1g05344 5.06338116915012 6.18508882219385 MvSl-1064-A1-R4_MC04-1 Chr04 163522 166681 0.355664853 7 159172 97.4286 NONDE 5.62423
MvSl-1064-A1-R4_MC04-1g05345 2.42496250457584 2.11216574193952 MvSl-1064-A1-R4_MC04-1 Chr04 168300 169986 -0.061796853 2 159938 103 NONDE 2.26856
MvSl-1064-A1-R4_MC04-1g05346 8.03676074192379 7.8094320477035 MvSl-1064-A1-R4_MC04-1 Chr04 170741 171863 0.005908928 2 166132 68 NONDE 7.9231
MvSl-1064-A1-R4_MC04-1g05347 4.4051626316533 4.4762058279558 MvSl-1064-A1-R4_MC04-1 Chr04 172091 172368 -0.349950915 2 168799 48.5 NONDE 4.44068
MvSl-1064-A1-R4_MC04-1g05351 4.13910248073744 4.93330290448533 MvSl-1064-A1-R4_MC04-1 Chr04 178684 179758 0.326244126 2 175943 146.5 NONDE 4.5362
MvSl-1064-A1-R4_MC04-1g05352 7.47427321951158 8.1262540784318 MvSl-1064-A1-R4_MC04-1 Chr04 180471 182859 0.380883069 2 176821 117.5 NONDE 7.80026
MvSl-1064-A1-R4_MC04-1g05354 3.81262383637364 3.62189871557089 MvSl-1064-A1-R4_MC04-1 Chr04 183097 186115 -0.040111067 3 178906 96.3333 NONDE 3.71726
MvSl-1064-A1-R4_MC04-1g05356 7.05039864366481 7.02139257443365 MvSl-1064-A1-R4_MC04-1 Chr04 187190 187345 -0.08318923 3 180579 84.3333 NONDE 7.0359
MvSl-1064-A1-R4_MC04-1g05357 9.13435115561757 9.20912283031931 MvSl-1064-A1-R4_MC04-1 Chr04 187564 193108 0.207006143 9 185727 163.111 NONDE 9.17174
MvSl-1064-A1-R4_MC04-1g05359 4.72866188992885 4.65209636014721 MvSl-1064-A1-R4_MC04-1 Chr04 195428 195835 -0.061816174 8 192579 107.375 NONDE 4.69038
MvSl-1064-A1-R4_MC04-1g05366 4.61096906370321 4.77395249598346 MvSl-1064-A1-R4_MC04-1 Chr04 205350 206664 0.18330477 1 201746 89 NONDE 4.69246
MvSl-1064-A1-R4_MC04-1g05367 6.10323132604558 6.20033520875369 MvSl-1064-A1-R4_MC04-1 Chr04 207052 209171 0.116822388 4 203108 82.5 NONDE 6.15178
MvSl-1064-A1-R4_MC04-1g05368 5.41630233714806 6.08787910201436 MvSl-1064-A1-R4_MC04-1 Chr04 209410 210605 0.182946139 7 206589 90.1429 NONDE 5.75209
MvSl-1064-A1-R4_MC04-1g05369 4.28023575540445 4.7766674230006 MvSl-1064-A1-R4_MC04-1 Chr04 211231 211803 0.0451422 5 207466 83.2 NONDE 4.52845
MvSl-1064-A1-R4_MC04-1g05370 5.94261313719549 5.89896019103052 MvSl-1064-A1-R4_MC04-1 Chr04 211954 213189 -0.042533342 5 210368 82 NONDE 5.92079
MvSl-1064-A1-R4_MC04-1g05371 6.14834216919713 6.47396478001834 MvSl-1064-A1-R4_MC04-1 Chr04 213922 217372 0.08727019 3 211469 99 NONDE 6.31115
MvSl-1064-A1-R4_MC04-1g05372 6.54049644480339 6.65675975013396 MvSl-1064-A1-R4_MC04-1 Chr04 217615 218205 0.143225407 3 212551 90 NONDE 6.59863
MvSl-1064-A1-R4_MC04-1g05373 6.35018806702652 6.66850160908804 MvSl-1064-A1-R4_MC04-1 Chr04 218527 219073 0.623684677 9 110.444 994 DE 6.50934
MvSl-1064-A1-R4_MC04-1g05374 2.3813875119415 1.69651952565221 MvSl-1064-A1-R4_MC04-1 Chr04 219402 228909 -0.546772771 1 217931 126 NONDE 2.03895
MvSl-1064-A1-R4_MC04-1g05375 -0.0744155085001729 0.174125400499943 MvSl-1064-A1-R4_MC04-1 Chr04 229482 229826 -0.53789478 1 218682 58 NONDE 0.0498549
MvSl-1064-A1-R4_MC04-1g05376 6.86311235832269 6.59887563155912 MvSl-1064-A1-R4_MC04-1 Chr04 229948 231866 -0.318170867 7 228417 70.4286 NONDE 6.73099
MvSl-1064-A1-R4_MC04-1g05378 4.86936738123516 4.73818549214007 MvSl-1064-A1-R4_MC04-1 Chr04 233713 238538 0.249746204 5 231713 70 NONDE 4.80378
MvSl-1064-A1-R4_MC04-1g05379 0.849484255195149 0.574362492882977 MvSl-1064-A1-R4_MC04-1 Chr04 238754 239173 -0.773623613 2 233373 89.5 NONDE 0.711923
MvSl-1064-A1-R4_MC04-1g05380 3.47534783493421 3.0694610825003 MvSl-1064-A1-R4_MC04-1 Chr04 239582 240480 -0.412503819 5 237901 199 NONDE 3.2724
MvSl-1064-A1-R4_MC04-1g05384 5.64847194245625 5.23716350449086 MvSl-1064-A1-R4_MC04-1 Chr04 248153 248953 -0.444368363 4 244589 200.25 NONDE 5.44282
MvSl-1064-A1-R4_MC04-1g05388 0.403304403814227 -0.832887674681486 MvSl-1064-A1-R4_MC04-1 Chr04 254439 259080 -0.940620822 2 252352 77.5 NONDE -0.214792
MvSl-1064-A1-R4_MC04-1g05390 5.70847835656086 5.81428979876987 MvSl-1064-A1-R4_MC04-1 Chr04 262253 268851 -0.080619323 2 255655 174.5 NONDE 5.76138
MvSl-1064-A1-R4_MC04-1g05392 0.715526454853909 1.24190124495121 MvSl-1064-A1-R4_MC04-1 Chr04 271683 278286 -0.138772882 8 266638 101.5 NONDE 0.978714
MvSl-1064-A1-R4_MC04-1g05404 0.00429992942778774 -0.0384837684140247 MvSl-1064-A1-R4_MC04-1 Chr04 313839 314606 -0.172920198 5 309811 172 NONDE -0.0170919
MvSl-1064-A1-R4_MC04-1g05411 4.58559300285661 4.04762517224806 MvSl-1064-A1-R4_MC04-1 Chr04 343240 347427 3.873941315 2 57 114 DE 4.31661
MvSl-1064-A1-R4_MC04-1g05412 2.53511120154705 2.67463346608216 MvSl-1064-A1-R4_MC04-1 Chr04 347748 351379 -0.133865942 9 342885 216.333 NONDE 2.60487
MvSl-1064-A1-R4_MC04-1g05415 5.48653464839512 5.91383482426739 MvSl-1064-A1-R4_MC04-1 Chr04 363182 367696 0.099123289 4 354246 160.5 NONDE 5.70018
MvSl-1064-A1-R4_MC04-1g05416 5.76184641366799 5.98364303899396 MvSl-1064-A1-R4_MC04-1 Chr04 367847 369143 -0.063006595 5 359040 112.4 NONDE 5.87274
MvSl-1064-A1-R4_MC04-1g05417 5.11971433507053 5.13930149472639 MvSl-1064-A1-R4_MC04-1 Chr04 369656 372767 -0.251706226 1 365020 291 NONDE 5.12951
MvSl-1064-A1-R4_MC04-1g05419 2.56138274316729 2.27463138817186 MvSl-1064-A1-R4_MC04-1 Chr04 374937 376148 0.036896471 3 372178 122.333 NONDE 2.41801
MvSl-1064-A1-R4_MC04-1g05422 1.99473880093233 1.88946899420337 MvSl-1064-A1-R4_MC04-1 Chr04 380629 382389 -0.893321229 1 376673 157 NONDE 1.9421
MvSl-1064-A1-R4_MC04-1g05427 3.23538506902786 3.20463275302628 MvSl-1064-A1-R4_MC04-1 Chr04 400474 401183 -0.080742241 3 391369 129 NONDE 3.22001
MvSl-1064-A1-R4_MC04-1g05428 1.54610527293354 1.69651952565221 MvSl-1064-A1-R4_MC04-1 Chr04 401247 402226 -0.395904695 7 399222 117.857 NONDE 1.62131
MvSl-1064-A1-R4_MC04-1g05438 7.24124327283861 7.34504867124638 MvSl-1064-A1-R4_MC04-1 Chr04 414412 416210 0.20193186 6 410660 95.8333 NONDE 7.29315
MvSl-1064-A1-R4_MC04-1g05439 3.79612518737058 3.98796207886651 MvSl-1064-A1-R4_MC04-1 Chr04 416338 418709 -0.389393564 1 412230 97 NONDE 3.89204
MvSl-1064-A1-R4_MC04-1g05440 5.96738460349885 5.85852800572175 MvSl-1064-A1-R4_MC04-1 Chr04 420678 420944 0.086219874 6 414638 96.8333 NONDE 5.91296
MvSl-1064-A1-R4_MC04-1g05441 7.71562479235078 7.70783276277758 MvSl-1064-A1-R4_MC04-1 Chr04 421065 421307 0.664901011 8 70.75 566 DE 7.71173
MvSl-1064-A1-R4_MC04-1g05444 2.03279051105365 1.36246245366823 MvSl-1064-A1-R4_MC04-1 Chr04 425361 425895 0.78515787 6 421933 69.3333 NONDE 1.69763
MvSl-1064-A1-R4_MC04-1g05446 1.80987388521193 1.8279758157176 MvSl-1064-A1-R4_MC04-1 Chr04 430394 431073 0.219343906 2 425751 81.5 NONDE 1.81892
MvSl-1064-A1-R4_MC04-1g05447 3.8975650631436 3.98796207886651 MvSl-1064-A1-R4_MC04-1 Chr04 431614 432616 -0.035212805 7 429111 167.429 NONDE 3.94276
MvSl-1064-A1-R4_MC04-1g05449 4.33456160281365 4.20908624266341 MvSl-1064-A1-R4_MC04-1 Chr04 434228 435495 -0.193043946 3 431844 149.333 NONDE 4.27182
MvSl-1064-A1-R4_MC04-1g05450 3.93321003164424 3.89606851411808 MvSl-1064-A1-R4_MC04-1 Chr04 435944 438397 0.018018216 2 432958 93 NONDE 3.91464
MvSl-1064-A1-R4_MC04-1g05451 5.62686581784439 5.87255474869677 MvSl-1064-A1-R4_MC04-1 Chr04 439175 444025 0.294248963 7 434469 108.286 NONDE 5.74971
MvSl-1064-A1-R4_MC04-1g05452 3.88721690728382 3.80857253520795 MvSl-1064-A1-R4_MC04-1 Chr04 444670 447266 -0.00816496 7 438022 90 NONDE 3.84789
MvSl-1064-A1-R4_MC04-1g05453 8.11616648558989 7.79108706005227 MvSl-1064-A1-R4_MC04-1 Chr04 447548 448192 -0.076836794 5 443744 95.4 NONDE 7.95363
MvSl-1064-A1-R4_MC04-1g05454 5.42705763100192 5.91998760838431 MvSl-1064-A1-R4_MC04-1 Chr04 448343 448696 0.108923504 5 445033 84.4 NONDE 5.67352
MvSl-1064-A1-R4_MC04-1g05459 5.21381336261894 5.48470902609935 MvSl-1064-A1-R4_MC04-1 Chr04 455967 458374 -0.12298331 5 451756 78 NONDE 5.34926
MvSl-1064-A1-R4_MC04-1g05460 6.59952772381977 6.57957139624839 MvSl-1064-A1-R4_MC04-1 Chr04 458614 460172 0.068342379 5 455366 76.6 NONDE 6.58955
MvSl-1064-A1-R4_MC04-1g05461 3.06222620237367 2.74286202779874 MvSl-1064-A1-R4_MC04-1 Chr04 460768 462959 -0.26621076 7 456587 148.571 NONDE 2.90254
MvSl-1064-A1-R4_MC04-1g05462 0.618770606302281 0.359389254324568 MvSl-1064-A1-R4_MC04-1 Chr04 463138 464893 -0.110719681 2 459888 41.5 NONDE 0.48908
MvSl-1064-A1-R4_MC04-1g05463 8.90049297285275 8.83083329911309 MvSl-1064-A1-R4_MC04-1 Chr04 465431 468436 0.136728152 6 462523 68.3333 NONDE 8.86566
MvSl-1064-A1-R4_MC04-1g05464 6.79000886668225 6.82423516324709 MvSl-1064-A1-R4_MC04-1 Chr04 469000 469272 0.106498288 4 463328 89.5 NONDE 6.80712
MvSl-1064-A1-R4_MC04-1g05465 4.7140988720441 4.65209636014721 MvSl-1064-A1-R4_MC04-1 Chr04 469341 470852 -0.364405665 7 465830 75.8571 NONDE 4.6831
MvSl-1064-A1-R4_MC04-1g05466 1.085020322372 0.804623709130537 MvSl-1064-A1-R4_MC04-1 Chr04 473810 475492 -0.724694767 1 469128 69 NONDE 0.944822
MvSl-1064-A1-R4_MC04-1g05467 3.57542109813973 3.93547623373382 MvSl-1064-A1-R4_MC04-1 Chr04 475575 476000 0.23163883 1 470147 717 NONDE 3.75545
MvSl-1064-A1-R4_MC04-1g05468 2.74450629749497 2.39259581912932 MvSl-1064-A1-R4_MC04-1 Chr04 476337 476833 -0.336467389 5 474030 61.8 NONDE 2.56855
MvSl-1064-A1-R4_MC04-1g05470 3.86101704808021 3.71542557388188 MvSl-1064-A1-R4_MC04-1 Chr04 479607 481167 -0.229187776 2 476668 56.5 NONDE 3.78822
MvSl-1064-A1-R4_MC04-1g05471 2.82260986418991 2.63926974046889 MvSl-1064-A1-R4_MC04-1 Chr04 481814 484583 -0.400961578 2 477508 104 NONDE 2.73094
MvSl-1064-A1-R4_MC04-1g05472 4.44097823831043 4.59171032576974 MvSl-1064-A1-R4_MC04-1 Chr04 485786 487431 0.385322817 6 479723 111.167 NONDE 4.51634
MvSl-1064-A1-R4_MC04-1g05473 6.01449887504169 6.21341965469769 MvSl-1064-A1-R4_MC04-1 Chr04 487648 489713 0.46786498 3 483467 78.3333 NONDE 6.11396
MvSl-1064-A1-R4_MC04-1g05474 8.71656892259697 9.13290502237815 MvSl-1064-A1-R4_MC04-1 Chr04 490223 492202 0.119784028 1 486556 287 NONDE 8.92474
MvSl-1064-A1-R4_MC04-1g05475 2.8654126178479 3.32821754083852 MvSl-1064-A1-R4_MC04-1 Chr04 492765 494286 0.056012337 1 489441 80 NONDE 3.09682
MvSl-1064-A1-R4_MC04-1g05476 9.28383861426706 9.43106845646831 MvSl-1064-A1-R4_MC04-1 Chr04 497244 499237 -0.187855857 9 491777 106.667 NONDE 9.35745
MvSl-1064-A1-R4_MC04-1g05477 3.95319002645097 4.85582667980507 MvSl-1064-A1-R4_MC04-1 Chr04 499772 501963 -0.013187927 7 494070 72.1429 NONDE 4.40451
MvSl-1064-A1-R4_MC04-1g05478 5.83500899247095 6.10634211341006 MvSl-1064-A1-R4_MC04-1 Chr04 503362 503958 -0.441371359 4 497506 110.75 NONDE 5.97068
MvSl-1064-A1-R4_MC04-1g05479 8.02441947348394 8.29671429335831 MvSl-1064-A1-R4_MC04-1 Chr04 504371 506402 -0.048420738 7 501196 69.2857 NONDE 8.16057
MvSl-1064-A1-R4_MC04-1g05480 7.95303874859061 8.45720649540493 MvSl-1064-A1-R4_MC04-1 Chr04 507427 507582 0.09508291 2 503542 64.5 NONDE 8.20512
MvSl-1064-A1-R4_MC04-1g05481 6.66913082908767 6.85987677429206 MvSl-1064-A1-R4_MC04-1 Chr04 507646 507999 0.066299476 3 506128 142.333 NONDE 6.7645
MvSl-1064-A1-R4_MC04-1g05486 5.46582160205796 4.64021966529251 MvSl-1064-A1-R4_MC04-1 Chr04 513878 514889 0.186524123 1 509369 52 NONDE 5.05302
MvSl-1064-A1-R4_MC04-1g05487 7.63365349145817 7.61379594256459 MvSl-1064-A1-R4_MC04-1 Chr04 515160 517345 0.04763418 7 510683 95 NONDE 7.62372
MvSl-1064-A1-R4_MC04-1g05488 5.90976095352585 5.84436354631581 MvSl-1064-A1-R4_MC04-1 Chr04 517673 519363 0.014608737 1 514366 85 NONDE 5.87706
MvSl-1064-A1-R4_MC04-1g05489 6.36144574822915 6.14152130092345 MvSl-1064-A1-R4_MC04-1 Chr04 520565 521509 0.001904643 8 515443 78.625 NONDE 6.25148
MvSl-1064-A1-R4_MC04-1g05490 4.95608278891849 4.74096850266975 MvSl-1064-A1-R4_MC04-1 Chr04 521830 524617 -0.220562913 4 519015 98.75 NONDE 4.84853
MvSl-1064-A1-R4_MC04-1g05491 5.11528774967626 4.65799824298327 MvSl-1064-A1-R4_MC04-1 Chr04 524681 526084 0.087773765 1 520902 81 NONDE 4.88664
MvSl-1064-A1-R4_MC04-1g05492 5.7260041546208 5.20325812198408 MvSl-1064-A1-R4_MC04-1 Chr04 528054 529766 -0.228814064 7 521883 67.8571 NONDE 5.46463
MvSl-1064-A1-R4_MC04-1g05493 6.11879414020411 5.76044631330533 MvSl-1064-A1-R4_MC04-1 Chr04 531590 531883 -0.648329768 2 67.5 135 DE 5.93962
MvSl-1064-A1-R4_MC04-1g05494 4.24013966086286 4.01580579298602 MvSl-1064-A1-R4_MC04-1 Chr04 532237 534261 -0.063640411 3 529225 105 NONDE 4.12797
MvSl-1064-A1-R4_MC04-1g05496 7.24631277890218 6.60194047899819 MvSl-1064-A1-R4_MC04-1 Chr04 539542 539928 0.090522503 4 533951 71.25 NONDE 6.92413
MvSl-1064-A1-R4_MC04-1g05497 7.32557103982955 7.10423958889431 MvSl-1064-A1-R4_MC04-1 Chr04 540527 540776 0.030836706 10 538523 67.9 NONDE 7.21491
MvSl-1064-A1-R4_MC04-1g05498 4.39424224160608 4.45263151553657 MvSl-1064-A1-R4_MC04-1 Chr04 545993 546445 0.091575467 1 539717 99 NONDE 4.42344
MvSl-1064-A1-R4_MC04-1g05499 3.95319002645097 4.29491803987406 MvSl-1064-A1-R4_MC04-1 Chr04 547010 551828 0.148327173 1 540633 52 NONDE 4.12405
MvSl-1064-A1-R4_MC04-1g05502 2.75592617963624 2.76490620064787 MvSl-1064-A1-R4_MC04-1 Chr04 552732 553186 3.273642901 3 78 234 DE 2.76042
MvSl-1064-A1-R4_MC04-1g05504 5.61123232947658 5.76318675195765 MvSl-1064-A1-R4_MC04-1 Chr04 558403 559019 -0.32093599 5 551669 78.2 NONDE 5.68721
MvSl-1064-A1-R4_MC04-1g05505 0.891508456659377 2.99680880066441 MvSl-1064-A1-R4_MC04-1 Chr04 560357 567257 1.741321241 3 552823 68.6667 NONDE 1.94416
MvSl-1064-A1-R4_MC04-1g05511 9.4316836916973 9.48238184276973 MvSl-1064-A1-R4_MC04-1 Chr04 569694 575645 -0.240857741 3 566645 254.333 NONDE 9.45703
MvSl-1064-A1-R4_MC04-1g05512 6.79693548124777 6.88714138767878 MvSl-1064-A1-R4_MC04-1 Chr04 576290 580267 0.188774473 5 568208 82.4 NONDE 6.84204
MvSl-1064-A1-R4_MC04-1g05513 8.38840975886014 7.88968491506307 MvSl-1064-A1-R4_MC04-1 Chr04 580461 582158 0.185757676 10 570223 108.9 NONDE 8.13905
MvSl-1064-A1-R4_MC04-1g05514 5.12192254492077 4.89133198662913 MvSl-1064-A1-R4_MC04-1 Chr04 582419 583760 0.118224127 2 576881 106.5 NONDE 5.00663
MvSl-1064-A1-R4_MC04-1g05515 5.83769849977395 6.11280246460668 MvSl-1064-A1-R4_MC04-1 Chr04 584587 584819 0.161853554 3 581803 91 NONDE 5.97525
MvSl-1064-A1-R4_MC04-1g05516 5.12412738001792 5.33986354638535 MvSl-1064-A1-R4_MC04-1 Chr04 586431 586712 0.151524064 5 582619 86.6 NONDE 5.232
MvSl-1064-A1-R4_MC04-1g05519 3.78502032549459 3.39334724147836 MvSl-1064-A1-R4_MC04-1 Chr04 590447 591244 -0.731565131 2 588118 81.5 NONDE 3.58918
MvSl-1064-A1-R4_MC04-1g05520 6.16449995777699 6.23134287598124 MvSl-1064-A1-R4_MC04-1 Chr04 591833 592113 0.00324252 4 588973 101 NONDE 6.19792
MvSl-1064-A1-R4_MC04-1g05521 1.1897801079485 0.965564000384688 MvSl-1064-A1-R4_MC04-1 Chr04 592160 593790 -0.403489087 1 590670 120 NONDE 1.07767
MvSl-1064-A1-R4_MC04-1g05522 5.15680182937841 5.5575556934171 MvSl-1064-A1-R4_MC04-1 Chr04 595075 595434 0.541758136 1 592106 65 NONDE 5.35718
MvSl-1064-A1-R4_MC04-1g05523 7.25489026602748 7.34230233100608 MvSl-1064-A1-R4_MC04-1 Chr04 597172 598839 0.268063908 8 593695 88 NONDE 7.2986
MvSl-1064-A1-R4_MC04-1g05526 5.15032587285628 4.70721272463398 MvSl-1064-A1-R4_MC04-1 Chr04 602137 602492 -0.119311131 4 599717 95.25 NONDE 4.92877
MvSl-1064-A1-R4_MC04-1g05527 4.89541739034194 4.41129998157224 MvSl-1064-A1-R4_MC04-1 Chr04 603179 605074 -0.194843778 6 600838 90.1667 NONDE 4.65336
MvSl-1064-A1-R4_MC04-1g05528 5.01429981256127 4.63124753754095 MvSl-1064-A1-R4_MC04-1 Chr04 605697 606609 -0.106288881 1 602375 74 NONDE 4.82277
MvSl-1064-A1-R4_MC04-1g05529 6.3707605064555 6.01156943178354 MvSl-1064-A1-R4_MC04-1 Chr04 606697 607524 -0.070039695 1 604566 51 NONDE 6.19116
MvSl-1064-A1-R4_MC04-1g05530 4.42675851344445 4.56054224663167 MvSl-1064-A1-R4_MC04-1 Chr04 607971 609435 -0.264182431 3 606052 109.333 NONDE 4.49365
MvSl-1064-A1-R4_MC04-1g05531 4.73444618383178 4.8008745619787 MvSl-1064-A1-R4_MC04-1 Chr04 610281 611189 -0.002544039 3 607223 80 NONDE 4.76766
MvSl-1064-A1-R4_MC04-1g05532 5.19295975856253 5.39567770746933 MvSl-1064-A1-R4_MC04-1 Chr04 611238 614110 -0.017982846 1 608678 70 NONDE 5.29432
MvSl-1064-A1-R4_MC04-1g05533 3.91294944181987 3.74899194775148 MvSl-1064-A1-R4_MC04-1 Chr04 614403 616248 0.056530465 2 610735 244.5 NONDE 3.83097
MvSl-1064-A1-R4_MC04-1g05534 6.92575451329034 6.68449219525876 MvSl-1064-A1-R4_MC04-1 Chr04 616658 619360 -0.182139496 8 611401 79.75 NONDE 6.80512
MvSl-1064-A1-R4_MC04-1g05535 5.74904554195948 5.75632587015357 MvSl-1064-A1-R4_MC04-1 Chr04 619424 620827 0.043977182 7 616120 91.4286 NONDE 5.75269
MvSl-1064-A1-R4_MC04-1g05536 4.45855804000531 3.69834490671026 MvSl-1064-A1-R4_MC04-1 Chr04 623011 624513 0.120733566 6 617655 64.5 NONDE 4.07845
MvSl-1064-A1-R4_MC04-1g05537 3.91294944181987 3.19654559655809 MvSl-1064-A1-R4_MC04-1 Chr04 624574 624833 -0.309510047 2 619563 67.5 NONDE 3.55475
MvSl-1064-A1-R4_MC04-1g05538 4.28812296349005 4.26815778567022 MvSl-1064-A1-R4_MC04-1 Chr04 625665 627129 0.065134788 3 624182 105 NONDE 4.27814
MvSl-1064-A1-R4_MC04-1g05539 2.01389010616041 2.09486575316137 MvSl-1064-A1-R4_MC04-1 Chr04 627239 627706 -0.274599421 1 624648 71 NONDE 2.05438
MvSl-1064-A1-R4_MC04-1g05540 3.99715829660413 4.21710360018519 MvSl-1064-A1-R4_MC04-1 Chr04 627796 629105 -0.014035916 4 625720 106.75 NONDE 4.10713
MvSl-1064-A1-R4_MC04-1g05542 6.02751399005135 6.36362876905837 MvSl-1064-A1-R4_MC04-1 Chr04 633883 634155 0.023944733 4 628811 77.75 NONDE 6.19557
MvSl-1064-A1-R4_MC04-1g05543 6.80176439993108 6.61489392802022 MvSl-1064-A1-R4_MC04-1 Chr04 634949 636155 -0.063376798 4 631001 59.75 NONDE 6.70833
MvSl-1064-A1-R4_MC04-1g05546 0.891508456659377 0.716878394856245 MvSl-1064-A1-R4_MC04-1 Chr04 642791 644953 -0.866039639 3 635147 168.333 NONDE 0.804193
MvSl-1064-A1-R4_MC04-1g05547 1.69591624432153 1.8279758157176 MvSl-1064-A1-R4_MC04-1 Chr04 645136 645848 -0.469086385 4 639931 77 NONDE 1.76195
MvSl-1064-A1-R4_MC04-1g05548 2.24216133755222 1.41916405137362 MvSl-1064-A1-R4_MC04-1 Chr04 646390 647819 0.161438698 5 642911 91.2 NONDE 1.83066
MvSl-1064-A1-R4_MC04-1g05549 5.16324884653952 5.32695581084197 MvSl-1064-A1-R4_MC04-1 Chr04 648774 651222 -0.059414626 1 645711 74 NONDE 5.2451
MvSl-1064-A1-R4_MC04-1g05550 3.96307720866616 4.70436376514164 MvSl-1064-A1-R4_MC04-1 Chr04 651485 655274 0.301261187 2 646624 94 NONDE 4.33372
MvSl-1064-A1-R4_MC04-1g05551 3.67502873198516 2.68623133075872 MvSl-1064-A1-R4_MC04-1 Chr04 657226 657696 1.145225956 5 649272 93.8 NONDE 3.18063
MvSl-1064-A1-R4_MC04-1g05552 4.97330677832056 5.98011392202196 MvSl-1064-A1-R4_MC04-1 Chr04 658220 658477 0.411646566 2 654858 110 NONDE 5.47671
MvSl-1064-A1-R4_MC04-1g05555 6.70713137907644 6.72371002434928 MvSl-1064-A1-R4_MC04-1 Chr04 666064 668718 -0.165417543 3 660956 87.6667 NONDE 6.71542
MvSl-1064-A1-R4_MC04-1g05556 5.55677442073582 5.2173157944809 MvSl-1064-A1-R4_MC04-1 Chr04 669442 671592 -0.18879169 6 663048 94.5 NONDE 5.38705
MvSl-1064-A1-R4_MC04-1g05557 7.20264329167892 6.8405451301412 MvSl-1064-A1-R4_MC04-1 Chr04 672119 673737 0.019717945 7 666492 107.571 NONDE 7.02159
MvSl-1064-A1-R4_MC04-1g05558 7.93274221716595 7.67655764021152 MvSl-1064-A1-R4_MC04-1 Chr04 674148 675241 -0.02542104 1 671565 78 NONDE 7.80465
MvSl-1064-A1-R4_MC04-1g05559 7.38515754437205 7.94020402835267 MvSl-1064-A1-R4_MC04-1 Chr04 675371 676957 0.262283886 1 673351 71 NONDE 7.66268
MvSl-1064-A1-R4_MC04-1g05560 3.05299779684715 3.70975445797129 MvSl-1064-A1-R4_MC04-1 Chr04 677450 679740 -0.07838037 3 674464 99.6667 NONDE 3.38138
MvSl-1064-A1-R4_MC04-1g05562 6.9477058181522 7.19075192111105 MvSl-1064-A1-R4_MC04-1 Chr04 682780 686191 0.123082723 4 679592 131.75 NONDE 7.06923
MvSl-1064-A1-R4_MC04-1g05563 3.8343325757264 4.26815778567022 MvSl-1064-A1-R4_MC04-1 Chr04 687809 689278 -0.144518634 4 681329 64.75 NONDE 4.05125
MvSl-1064-A1-R4_MC04-1g05564 4.58878952768788 3.91097283771112 MvSl-1064-A1-R4_MC04-1 Chr04 689935 691366 0.009717224 7 685776 90.5714 NONDE 4.24988
MvSl-1064-A1-R4_MC04-1g05565 5.60177026837283 5.92366672277335 MvSl-1064-A1-R4_MC04-1 Chr04 692043 694288 -0.19347566 7 688031 97.7143 NONDE 5.76272
MvSl-1064-A1-R4_MC04-1g05566 7.13974136458169 7.3713305232582 MvSl-1064-A1-R4_MC04-1 Chr04 695012 698967 0.200018799 6 690233 105.667 NONDE 7.25554
MvSl-1064-A1-R4_MC04-1g05567 7.09266869486009 6.99598924550856 MvSl-1064-A1-R4_MC04-1 Chr04 699469 701178 0.028162664 5 692318 78.4 NONDE 7.04433
MvSl-1064-A1-R4_MC04-1g05568 6.73697127958849 6.61489392802022 MvSl-1064-A1-R4_MC04-1 Chr04 702147 702812 0.045812785 4 695740 92.75 NONDE 6.67593
MvSl-1064-A1-R4_MC04-1g05569 3.62608439249982 4.26815778567022 MvSl-1064-A1-R4_MC04-1 Chr04 703548 704887 0.328311951 9 699653 93.3333 NONDE 3.94712
MvSl-1064-A1-R4_MC04-1g05571 0.217552451525376 1.14437117622532 MvSl-1064-A1-R4_MC04-1 Chr04 706849 707765 0.947312547 2 704624 124 NONDE 0.680962
MvSl-1064-A1-R4_MC04-1g05572 4.22378390700555 4.60704544000396 MvSl-1064-A1-R4_MC04-1 Chr04 708158 709958 0.153123728 3 706200 188 NONDE 4.41541
MvSl-1064-A1-R4_MC04-1g05573 5.5616630802281 6.22340447689935 MvSl-1064-A1-R4_MC04-1 Chr04 710261 710776 0.013093204 2 707614 82 NONDE 5.89253
MvSl-1064-A1-R4_MC04-1g05574 7.47340876925999 8.26007864613786 MvSl-1064-A1-R4_MC04-1 Chr04 711489 712112 0.02990177 9 708348 88.4444 NONDE 7.86674
MvSl-1064-A1-R4_MC04-1g05575 8.79805833898234 9.52891652970172 MvSl-1064-A1-R4_MC04-1 Chr04 712344 717041 0.164726738 1 710686 48 NONDE 9.16349
MvSl-1064-A1-R4_MC04-1g05576 3.02495301921296 3.5411739883311 MvSl-1064-A1-R4_MC04-1 Chr04 717168 718940 0.051165494 2 711809 90 NONDE 3.28306
MvSl-1064-A1-R4_MC04-1g05577 5.23028189854151 5.53528392243056 MvSl-1064-A1-R4_MC04-1 Chr04 720190 721616 -0.01401603 6 712787 96 NONDE 5.38278
