target_id	length	eff_length	est_counts	meantpm
MvSl-1064-A1-R4_MC05-2g06354	8095	7762.99	2848.03	3.21103
MvSl-1064-A1-R4_MC05-2g06355	1611	1278.99	6679	45.7034
MvSl-1064-A1-R4_MC05-2g06356	1585	1252.99	1984.61	12.9056
MvSl-1064-A1-R4_MC05-2g06357	4241	3908.99	5634	11.2802
MvSl-1064-A1-R4_MC05-2g06358	4062	3729.99	3230	6.55281
MvSl-1064-A1-R4_MC05-2g06359	273	58.9035	26	5.14647
MvSl-1064-A1-R4_MC05-2g06360	1052	719.991	3030	39.7109
MvSl-1064-A1-R4_MC05-2g06361	1410	1077.99	7492	57.4193
MvSl-1064-A1-R4_MC05-2g06362	1067	734.991	735	9.23512
MvSl-1064-A1-R4_MC05-2g06363	1505	1172.99	1295	9.92165
MvSl-1064-A1-R4_MC05-2g06364	3334	3001.99	7105	19.9983
MvSl-1064-A1-R4_MC05-2g06365	360	102.337	218.155	18.9284
MvSl-1064-A1-R4_MC05-2g06366	2359	2026.99	230.069	1.0052
MvSl-1064-A1-R4_MC05-2g06367	192	32.2087	0	0
MvSl-1064-A1-R4_MC05-2g06368	472	179.846	1.10069	0.0256093
MvSl-1064-A1-R4_MC05-2g06369	598	284.477	0	0.0142109
MvSl-1064-A1-R4_MC05-2g06370	592	279.393	315	8.73664
MvSl-1064-A1-R4_MC05-2g06371	392	122.371	209	13.2916
MvSl-1064-A1-R4_MC05-2g06372	304	72.5224	50.8566	4.96565
MvSl-1064-A1-R4_MC05-2g06373	2245	1912.99	1981.9	8.07084
MvSl-1064-A1-R4_MC05-2g06374	480	185.918	13.7122	0.755539
MvSl-1064-A1-R4_MC05-2g06375	578	267.496	144.65	4.58329
MvSl-1064-A1-R4_MC05-2g06376	555	247.765	25	1.16658
MvSl-1064-A1-R4_MC05-2g06377	1094	761.991	1834	22.2222
MvSl-1064-A1-R4_MC05-2g06378	1092	759.991	753	10.1287
MvSl-1064-A1-R4_MC05-2g06379	3721	3388.99	4587	11.1335
MvSl-1064-A1-R4_MC05-2g06380	1026	693.991	814.128	10.3484
MvSl-1064-A1-R4_MC05-2g06381	1792	1459.99	2486	11.4406
MvSl-1064-A1-R4_MC05-2g06382	1764	1431.99	920.416	4.95608
MvSl-1064-A1-R4_MC05-2g06383	843	513.525	582.552	10.2432
MvSl-1064-A1-R4_MC05-2g06384	666	345.464	3204	90.1947
MvSl-1064-A1-R4_MC05-2g06385	1526	1193.99	4566	53.0844
MvSl-1064-A1-R4_MC05-2g06386	645	326.367	49	1.03903
MvSl-1064-A1-R4_MC05-2g06387	2064	1731.99	1642	9.3095
MvSl-1064-A1-R4_MC05-2g06388	249	49.8116	141.981	33.1641
MvSl-1064-A1-R4_MC05-2g06389	852	522.16	519	8.57479
MvSl-1064-A1-R4_MC05-2g06390	315	77.8178	177	19.8769
MvSl-1064-A1-R4_MC05-2g06391	2476	2143.99	153.422	0.545338
MvSl-1064-A1-R4_MC05-2g06392	2151	1818.99	1769	8.95886
MvSl-1064-A1-R4_MC05-2g06393	576	265.892	510.841	15.4102
MvSl-1064-A1-R4_MC05-2g06394	1288	955.991	595	5.5376
MvSl-1064-A1-R4_MC05-2g06395	347	95.079	28.6867	1.70818
MvSl-1064-A1-R4_MC05-2g06396	500	201.777	149	5.28983
MvSl-1064-A1-R4_MC05-2g06397	474	181.347	18	0.720529
MvSl-1064-A1-R4_MC05-2g06398	532	228.315	4	0.108276
MvSl-1064-A1-R4_MC05-2g06399	2739	2406.99	1027	4.27602
MvSl-1064-A1-R4_MC05-2g06400	2606	2273.99	744	2.94017
MvSl-1064-A1-R4_MC05-2g06401	2867	2534.99	1216	3.5327
MvSl-1064-A1-R4_MC05-2g06402	300	70.3859	43.8352	5.26022
MvSl-1064-A1-R4_MC05-2g06403	1639	1306.99	1301	9.23494
MvSl-1064-A1-R4_MC05-2g06404	1292	959.991	146.063	1.09656
MvSl-1064-A1-R4_MC05-2g06405	10197	9864.99	7522.32	6.89184
MvSl-1064-A1-R4_MC05-2g06406	1151	818.991	1642	18.6081
MvSl-1064-A1-R4_MC05-2g06407	159	21.4797	3	0.584425
MvSl-1064-A1-R4_MC05-2g06408	3371	3038.99	15410	30.0429
MvSl-1064-A1-R4_MC05-2g06409	4650	4317.99	2703	4.8987
MvSl-1064-A1-R4_MC05-2g06410	259	52.5575	18	2.25005
MvSl-1064-A1-R4_MC05-2g06411	186	30.2889	27.3372	10.6347
MvSl-1064-A1-R4_MC05-2g06412	192	32.2087	174	41.9486
MvSl-1064-A1-R4_MC05-2g06413	210	37.702	10.4227	2.44684
MvSl-1064-A1-R4_MC05-2g06414	568	259.009	5.7394	0.186319
MvSl-1064-A1-R4_MC05-2g06415	1133	800.991	1617	21.169
MvSl-1064-A1-R4_MC05-2g06416	3658	3325.99	1829	4.67812
MvSl-1064-A1-R4_MC05-2g06417	3164	2831.99	2917	8.71995
MvSl-1064-A1-R4_MC05-2g06418	1239	906.991	129.688	1.21063
MvSl-1064-A1-R4_MC05-2g06419	1473	1140.99	60.1282	0.479168
MvSl-1064-A1-R4_MC05-2g06420	2075	1742.99	94.7097	0.453801
MvSl-1064-A1-R4_MC05-2g06421	210	37.702	6.67449	0.74078
MvSl-1064-A1-R4_MC05-2g06422	586	274.122	36.8424	1.93464
MvSl-1064-A1-R4_MC05-2g06423	397	125.813	2	0.283853
MvSl-1064-A1-R4_MC05-2g06424	222	40.6477	0	0.101377
MvSl-1064-A1-R4_MC05-2g06425	965	633.251	286.124	3.80551
MvSl-1064-A1-R4_MC05-2g06426	722	397.684	288	7.06987
MvSl-1064-A1-R4_MC05-2g06427	788	460.758	968	19.2078
MvSl-1064-A1-R4_MC05-2g06428	240	46.5995	38	7.38458
MvSl-1064-A1-R4_MC05-2g06429	1571	1238.99	174.164	1.17964
MvSl-1064-A1-R4_MC05-2g06430	1360	1027.99	1644.93	16.546
MvSl-1064-A1-R4_MC05-2g06431	159	21.4797	3.20419	1.00468
MvSl-1064-A1-R4_MC05-2g06432	1578	1245.99	3632.92	30.9892
MvSl-1064-A1-R4_MC05-2g06433	174	26.382	8.02172	4.58061
MvSl-1064-A1-R4_MC05-2g06434	656	336.514	558	18.3707
MvSl-1064-A1-R4_MC05-2g06435	2619	2286.99	538	3.11314
MvSl-1064-A1-R4_MC05-2g06436	1604	1271.99	804	5.49644
MvSl-1064-A1-R4_MC05-2g06437	549	242.662	177.119	6.50914
MvSl-1064-A1-R4_MC05-2g06438	1258	925.991	451.17	4.30136
MvSl-1064-A1-R4_MC05-2g06439	919	587.926	872.099	12.1641
MvSl-1064-A1-R4_MC05-2g06440	1416	1083.99	3501.97	28.9375
MvSl-1064-A1-R4_MC05-2g06441	1260	927.991	106.214	0.933128
MvSl-1064-A1-R4_MC05-2g06442	836	506.78	16.2466	0.256545
MvSl-1064-A1-R4_MC05-2g06443	2294	1961.99	262	1.11361
MvSl-1064-A1-R4_MC05-2g06444	603	289.026	13.4335	0.412957
MvSl-1064-A1-R4_MC05-2g06445	1994	1661.99	1012	5.29415
MvSl-1064-A1-R4_MC05-2g06446	6786	6453.99	3462	3.86102
MvSl-1064-A1-R4_MC05-2g06447	747	421.147	0	0.0193762
MvSl-1064-A1-R4_MC05-2g06448	3261	2928.99	7344.06	22.505
MvSl-1064-A1-R4_MC05-2g06449	1435	1102.99	81.4542	0.549806
MvSl-1064-A1-R4_MC05-2g06450	830	500.881	484.588	8.64126
MvSl-1064-A1-R4_MC05-2g06451	1030	697.991	408.032	4.88384
MvSl-1064-A1-R4_MC05-2g06452	404	130.105	52	2.72095
MvSl-1064-A1-R4_MC05-2g06453	3039	2706.99	1204	3.82669
MvSl-1064-A1-R4_MC05-2g06454	1639	1306.99	3118	19.4826
MvSl-1064-A1-R4_MC05-2g06455	334	87.8116	12	1.30415
MvSl-1064-A1-R4_MC05-2g06456	1575	1242.99	280.434	1.81777
MvSl-1064-A1-R4_MC05-2g06457	473	180.618	64	3.78282
MvSl-1064-A1-R4_MC05-2g06458	1758	1425.99	2761	15.6765
MvSl-1064-A1-R4_MC05-2g06459	964	632.251	7657	98.7579
MvSl-1064-A1-R4_MC05-2g06460	186	30.2889	1	0.184461
MvSl-1064-A1-R4_MC05-2g06461	1421	1088.99	59.6749	0.51706
MvSl-1064-A1-R4_MC05-2g06462	775	448.533	67.6128	1.33098
MvSl-1064-A1-R4_MC05-2g06463	2153	1820.99	3123	16.5898
MvSl-1064-A1-R4_MC05-2g06464	1445	1112.99	949	9.28497
MvSl-1064-A1-R4_MC05-2g06465	525	222.298	5478	293.457
MvSl-1064-A1-R4_MC05-2g06466	2288	1955.99	784	3.76577
MvSl-1064-A1-R4_MC05-2g06467	2741	2408.99	2361	8.20858
MvSl-1064-A1-R4_MC05-2g06468	1243	910.991	4772	54.2381
MvSl-1064-A1-R4_MC05-2g06469	216	39.1601	904	225.668
MvSl-1064-A1-R4_MC05-2g06470	1470	1137.99	468	3.99173
MvSl-1064-A1-R4_MC05-2g06471	1533	1200.99	776.049	5.36762
MvSl-1064-A1-R4_MC05-2g06472	986	654.057	380	4.59465
MvSl-1064-A1-R4_MC05-2g06473	1848	1515.99	645	5.29816
MvSl-1064-A1-R4_MC05-2g06474	1671	1338.99	1038	6.37927
MvSl-1064-A1-R4_MC05-2g06475	2020	1687.99	1035	5.29666
MvSl-1064-A1-R4_MC05-2g06476	367	106.62	174	12.362
MvSl-1064-A1-R4_MC05-2g06477	4766	4433.99	3153	5.94637
MvSl-1064-A1-R4_MC05-2g06478	3504	3171.99	2723	6.52708
MvSl-1064-A1-R4_MC05-2g06479	3296	2963.99	4395	12.4456
MvSl-1064-A1-R4_MC05-2g06480	1767	1434.99	8510	51.2394
MvSl-1064-A1-R4_MC05-2g06481	2793	2460.99	382.108	1.15532
MvSl-1064-A1-R4_MC05-2g06482	238	45.8806	7.45691	0.9798
MvSl-1064-A1-R4_MC05-2g06483	5566	5233.99	615.339	1.08193
MvSl-1064-A1-R4_MC05-2g06484	4268	3935.99	104	0.214747
MvSl-1064-A1-R4_MC05-2g06485	3982	3649.99	26.5078	0.0493792
MvSl-1064-A1-R4_MC05-2g06486	1467	1134.99	288.413	2.13028
MvSl-1064-A1-R4_MC05-2g06487	186	30.2889	1	0.184461
MvSl-1064-A1-R4_MC05-2g06488	367	106.62	0	0
MvSl-1064-A1-R4_MC05-2g06489	895	564.446	2	0.0367144
MvSl-1064-A1-R4_MC05-2g06490	327	84.1674	11	1.1257
MvSl-1064-A1-R4_MC05-2g06491	1011	678.991	394.5	5.4375
MvSl-1064-A1-R4_MC05-2g06492	1848	1515.99	571	3.03751
MvSl-1064-A1-R4_MC05-2g06493	626	309.574	121.5	3.67781
MvSl-1064-A1-R4_MC05-2g06494	2311	1978.99	0.351086	0.264956
MvSl-1064-A1-R4_MC05-3g06495	377	113.065	0	0
MvSl-1064-A1-R4_MC05-3g06496	2502	2169.99	0	0
MvSl-1064-A1-R4_MC05-3g06497	1467	1134.99	288.413	2.13028
MvSl-1064-A1-R4_MC05-3g06498	186	30.2889	1	0.184461
MvSl-1064-A1-R4_MC05-3g06499	367	106.62	0	0
MvSl-1064-A1-R4_MC05-3g06500	895	564.446	2	0.0367144
MvSl-1064-A1-R4_MC05-3g06501	327	84.1674	11	1.1257
MvSl-1064-A1-R4_MC05-3g06502	1011	678.991	394.5	5.4375
MvSl-1064-A1-R4_MC05-3g06503	1848	1515.99	571	3.03751
MvSl-1064-A1-R4_MC05-3g06504	626	309.574	121.5	3.67781
MvSl-1064-A1-R4_MC05-3g06505	3993	3660.99	1278.65	2.8119
MvSl-1064-A1-R4_MC05-3g06506	6444	6111.99	5644	7.04454
MvSl-1064-A1-R4_MC05-3g06507	2348	2015.99	227	0.676484
MvSl-1064-A1-R4_MC05-3g06508	1647	1314.99	980	5.84235
MvSl-1064-A1-R4_MC05-3g06509	1703	1370.99	4285	22.9566
MvSl-1064-A1-R4_MC05-3g06510	2830	2497.99	684	2.04578
MvSl-1064-A1-R4_MC05-3g06511	698	374.859	305	5.83656
MvSl-1064-A1-R4_MC05-3g06512	2066	1733.99	60	0.30469
MvSl-1064-A1-R4_MC05-3g06513	810	481.719	1407	20.0645
MvSl-1064-A1-R4_MC05-3g06514	3798	3465.99	11152	25.5706
MvSl-1064-A1-R4_MC05-3g06515	4406	4073.99	21475	47.3329
MvSl-1064-A1-R4_MC05-3g06516	1218	885.991	893	7.76651
MvSl-1064-A1-R4_MC05-3g06517	697	373.935	6302	150.871
MvSl-1064-A1-R4_MC05-3g06518	3047	2714.99	6839	19.0491
MvSl-1064-A1-R4_MC05-3g06519	1573	1240.99	6259	45.7983
MvSl-1064-A1-R4_MC05-3g06520	834	504.78	9973	178.234
MvSl-1064-A1-R4_MC05-3g06521	5548	5215.99	23179.5	40.1501
MvSl-1064-A1-R4_MC05-3g06522	788	460.758	103	1.53091
MvSl-1064-A1-R4_MC05-3g06523	713	389.044	17	0.287511
MvSl-1064-A1-R4_MC05-3g06524	2026	1693.99	14	0.0541247
MvSl-1064-A1-R4_MC05-3g06525	3721	3388.99	991	2.25012
MvSl-1064-A1-R4_MC05-3g06526	3456	3123.99	1314	2.82319
MvSl-1064-A1-R4_MC05-3g06527	3248	2915.99	1554	4.14142
MvSl-1064-A1-R4_MC05-3g06528	4071	3738.99	3332	7.67807
MvSl-1064-A1-R4_MC05-3g06529	4848	4515.99	4833	8.43894
MvSl-1064-A1-R4_MC05-3g06530	1293	960.991	789	7.60718
MvSl-1064-A1-R4_MC05-3g06531	2744	2411.99	1243	5.24437
MvSl-1064-A1-R4_MC05-3g06532	1406	1073.99	2.10542	0.008203
MvSl-1064-A1-R4_MC05-3g06533	1079	746.991	145.619	1.56621
MvSl-1064-A1-R4_MC05-3g06534	198	33.7597	16.5066	4.7569
MvSl-1064-A1-R4_MC05-3g06535	1411	1078.99	524	3.9594
MvSl-1064-A1-R4_MC05-3g06536	711	387.281	45	0.791214
MvSl-1064-A1-R4_MC05-3g06537	1421	1088.99	2	0.0114814
MvSl-1064-A1-R4_MC05-3g06538	4554	4221.99	474.044	0.90761
MvSl-1064-A1-R4_MC05-3g06539	6418	6085.99	3859	5.6193
MvSl-1064-A1-R4_MC05-3g06540	2260	1927.99	939	3.99367
MvSl-1064-A1-R4_MC05-3g06541	607	292.813	394	12.439
MvSl-1064-A1-R4_MC05-3g06542	1394	1061.99	1888	15.4892
MvSl-1064-A1-R4_MC05-3g06543	654	334.686	546	14.2715
MvSl-1064-A1-R4_MC05-3g06544	2486	2153.99	278	1.37028
MvSl-1064-A1-R4_MC05-3g06545	1949	1616.99	1282	7.70358
MvSl-1064-A1-R4_MC05-3g06546	4251	3918.99	12954	25.4901
MvSl-1064-A1-R4_MC05-3g06547	1294	961.991	34622	255.838
MvSl-1064-A1-R4_MC05-3g06548	2798	2465.99	1019	3.58433
MvSl-1064-A1-R4_MC05-3g06549	2798	2465.99	493	1.44433
MvSl-1064-A1-R4_MC05-3g06550	2251	1918.99	2291	9.28552
MvSl-1064-A1-R4_MC05-3g06551	1720	1387.99	1081	6.91872
MvSl-1064-A1-R4_MC05-3g06552	1272	939.991	2293	23.9332
MvSl-1064-A1-R4_MC05-3g06553	3148	2815.99	1105	2.86982
MvSl-1064-A1-R4_MC05-3g06554	534	229.991	1822	71.1539
MvSl-1064-A1-R4_MC05-3g06555	1857	1524.99	1043	5.36874
MvSl-1064-A1-R4_MC05-3g06556	2915	2582.99	1207	3.22489
MvSl-1064-A1-R4_MC05-3g06557	1948	1615.99	70	0.306723
MvSl-1064-A1-R4_MC05-3g06558	2209	1876.99	11	0.0355476
MvSl-1064-A1-R4_MC05-3g06559	2005	1672.99	0	0
MvSl-1064-A1-R4_MC05-3g06560	1393	1060.99	748	6.14507
MvSl-1064-A1-R4_MC05-3g06561	1573	1240.99	1024	7.45512
MvSl-1064-A1-R4_MC05-3g06562	1071	738.991	3308	35.4664
MvSl-1064-A1-R4_MC05-3g06563	3577	3244.99	2137.82	5.46081
MvSl-1064-A1-R4_MC05-3g06564	5160	4827.99	494.939	0.717883
MvSl-1064-A1-R4_MC05-3g06565	750	424.062	233	3.21336
MvSl-1064-A1-R4_MC05-3g06566	5829	5496.99	1515.36	1.78335
MvSl-1064-A1-R4_MC05-3g06567	2418	2085.99	2855	10.1383
MvSl-1064-A1-R4_MC05-3g06568	1560	1227.99	469	3.13718
MvSl-1064-A1-R4_MC05-3g06569	4430	4097.99	1029.15	2.06172
MvSl-1064-A1-R4_MC05-3g06570	1280	947.991	806	7.19348
MvSl-1064-A1-R4_MC05-3g06571	1546	1213.99	1744	11.5502
MvSl-1064-A1-R4_MC05-3g06572	2315	1982.99	2677	10.504
MvSl-1064-A1-R4_MC05-3g06573	1103	770.991	5427	54.1216
MvSl-1064-A1-R4_MC05-3g06574	204	35.626	11837	2731.4
MvSl-1064-A1-R4_MC05-3g06575	417	138.786	20708	1204.36
MvSl-1064-A1-R4_MC05-3g06576	689	366.54	183	4.29929
MvSl-1064-A1-R4_MC05-3g06577	1972	1639.99	1704.66	9.06448
MvSl-1064-A1-R4_MC05-3g06578	3230	2897.99	2496.38	7.43293
MvSl-1064-A1-R4_MC05-3g06579	3463	3130.99	16	0.0399006
MvSl-1064-A1-R4_MC05-3g06580	541	236.082	577	22.5104
MvSl-1064-A1-R4_MC05-3g06581	1430	1097.99	2915	22.4844
MvSl-1064-A1-R4_MC05-3g06582	1486	1153.99	283	2.0617
MvSl-1064-A1-R4_MC05-3g06583	2028	1695.99	1767	9.19316
MvSl-1064-A1-R4_MC05-3g06584	1723	1390.99	217	1.12563
MvSl-1064-A1-R4_MC05-3g06585	1126	793.991	139	1.3828
MvSl-1064-A1-R4_MC05-3g06586	1704	1371.99	362	1.88494
MvSl-1064-A1-R4_MC05-3g06587	3189	2856.99	1078	2.65142
MvSl-1064-A1-R4_MC05-3g06588	1552	1219.99	1314	6.88307
MvSl-1064-A1-R4_MC05-3g06589	543	237.673	706	19.6416
MvSl-1064-A1-R4_MC05-3g06590	333	87.3002	568	50.7745
MvSl-1064-A1-R4_MC05-3g06591	4010	3677.99	960	2.29599
MvSl-1064-A1-R4_MC05-3g06592	3846	3513.99	2254	5.20158
MvSl-1064-A1-R4_MC05-3g06593	268	56.5621	36	5.38861
MvSl-1064-A1-R4_MC05-3g06594	556	248.606	8426	266.625
MvSl-1064-A1-R4_MC05-3g06595	402	128.898	69	3.90434
MvSl-1064-A1-R4_MC05-3g06596	455	166.892	18	0.901217
MvSl-1064-A1-R4_MC05-3g06597	1009	676.991	31	0.344043
MvSl-1064-A1-R4_MC05-3g06598	5151	4818.99	82.4307	0.138357
MvSl-1064-A1-R4_MC05-3g06599	399	127.127	516.494	31.797
MvSl-1064-A1-R4_MC05-3g06600	377	113.065	128	10.3317
MvSl-1064-A1-R4_MC05-3g06601	1518	1185.99	442	3.1494
MvSl-1064-A1-R4_MC05-3g06602	1156	823.991	499	5.01061
MvSl-1064-A1-R4_MC05-3g06603	1411	1078.99	1860	13.999
MvSl-1064-A1-R4_MC05-3g06604	352	97.9288	729	66.3135
MvSl-1064-A1-R4_MC05-3g06605	270	57.4348	226	32.263
MvSl-1064-A1-R4_MC05-3g06606	363	104.261	643	47.5635
MvSl-1064-A1-R4_MC05-3g06607	1218	885.991	1356	14.5561
MvSl-1064-A1-R4_MC05-3g06608	1505	1172.99	462.395	3.17485
MvSl-1064-A1-R4_MC05-3g06609	2263	1930.99	1763	8.45879
MvSl-1064-A1-R4_MC05-3g06610	8445	8112.99	18110	15.9688
MvSl-1064-A1-R4_MC05-3g06611	1735	1402.99	1979	9.23415
MvSl-1064-A1-R4_MC05-3g06612	1220	887.991	642	6.61746
MvSl-1064-A1-R4_MC05-3g06613	3269	2936.99	571	1.64821
MvSl-1064-A1-R4_MC05-3g06614	1310	977.991	1273	12.0014
MvSl-1064-A1-R4_MC05-3g06615	923	591.867	698	10.5885
MvSl-1064-A1-R4_MC05-3g06616	1255	922.991	1487	12.9423
MvSl-1064-A1-R4_MC05-3g06617	241	46.9191	17	3.06103
MvSl-1064-A1-R4_MC05-3g06618	1510	1177.99	16.0127	0.12012
MvSl-1064-A1-R4_MC05-3g06619	847	517.421	615	9.79224
MvSl-1064-A1-R4_MC05-3g06620	1669	1336.99	1613	11.1491
MvSl-1064-A1-R4_MC05-3g06621	1594	1261.99	118	0.643599
MvSl-1064-A1-R4_MC05-3g06622	2427	2094.99	13528	48.9048
MvSl-1064-A1-R4_MC05-3g06623	2109	1776.99	1222	7.8288
MvSl-1064-A1-R4_MC05-3g06624	3033	2700.99	6803	20.9256
MvSl-1064-A1-R4_MC05-3g06625	827	497.932	929	17.0444
MvSl-1064-A1-R4_MC05-3g06626	4044	3711.99	3562	7.89052
MvSl-1064-A1-R4_MC05-3g06627	1983	1650.99	1162	6.00783
MvSl-1064-A1-R4_MC05-3g06628	1448	1115.99	3256	27.2834
MvSl-1064-A1-R4_MC05-3g06629	366	106.054	83	5.47098
MvSl-1064-A1-R4_MC05-3g06630	2388	2055.99	1281	5.67943
MvSl-1064-A1-R4_MC05-3g06631	703	379.514	382	10.6009
MvSl-1064-A1-R4_MC05-3g06632	1990	1657.99	2276	9.56769
MvSl-1064-A1-R4_MC05-3g06633	980	648.122	1093	14.1595
MvSl-1064-A1-R4_MC05-3g06634	2488	2155.99	614	2.24193
MvSl-1064-A1-R4_MC05-3g06635	508	208.092	843	37.2574
MvSl-1064-A1-R4_MC05-3g06636	4997	4664.99	2802.76	5.11971
MvSl-1064-A1-R4_MC05-3g06637	2316	1983.99	1591	8.24577
MvSl-1064-A1-R4_MC05-3g06638	894	563.502	405	7.03416
MvSl-1064-A1-R4_MC05-3g06639	687	364.614	573	14.7255
MvSl-1064-A1-R4_MC05-3g06640	528	224.785	957	33.1739
MvSl-1064-A1-R4_MC05-3g06641	2083	1750.99	1838	6.89522
MvSl-1064-A1-R4_MC05-3g06642	414	136.903	12.2417	0.63396
MvSl-1064-A1-R4_MC05-3g06643	265	54.9876	19	2.37489
MvSl-1064-A1-R4_MC05-3g06644	4997	4664.99	3855.64	6.80562
MvSl-1064-A1-R4_MC05-3g06645	1037	704.991	118.971	1.67461
MvSl-1064-A1-R4_MC05-3g06646	2151	1818.99	109	0.435037
MvSl-1064-A1-R4_MC05-3g06647	1823	1490.99	15008.3	85.4798
MvSl-1064-A1-R4_MC05-3g06648	2888	2555.99	6906	21.3896
MvSl-1064-A1-R4_MC05-3g06649	1177	844.991	594	6.447
MvSl-1064-A1-R4_MC05-3g06650	2749	2416.99	4843	24.6848
MvSl-1064-A1-R4_MC05-3g06651	1530	1197.99	10158	98.3459
MvSl-1064-A1-R4_MC05-3g06652	1969	1636.99	1110	5.6128
MvSl-1064-A1-R4_MC05-3g06653	2486	2153.99	245	1.23507
MvSl-1064-A1-R4_MC05-3g06654	3985	3652.99	1663	4.18956
MvSl-1064-A1-R4_MC05-3g06655	2121	1788.99	1994	9.71157
MvSl-1064-A1-R4_MC05-3g06656	2235	1902.99	1675	7.28696
MvSl-1064-A1-R4_MC05-3g06657	3114	2781.99	2667	7.42443
MvSl-1064-A1-R4_MC05-3g06658	738	412.779	1021	20.1561
MvSl-1064-A1-R4_MC05-3g06659	291	66.6328	716	99.535
MvSl-1064-A1-R4_MC05-3g06660	4429	4096.99	7597.56	14.6933
MvSl-1064-A1-R4_MC05-3g06661	1267	934.991	957	9.68846
MvSl-1064-A1-R4_MC05-3g06662	1552	1219.99	1682	13.3418
MvSl-1064-A1-R4_MC05-3g06663	1279	946.991	130	1.14175
MvSl-1064-A1-R4_MC05-3g06664	1740	1407.99	594	3.5252
MvSl-1064-A1-R4_MC05-3g06665	265	54.9876	283.493	49.3945
MvSl-1064-A1-R4_MC05-3g06666	4890	4557.99	1581.1	2.95401
MvSl-1064-A1-R4_MC05-3g06667	549	242.662	0	0
MvSl-1064-A1-R4_MC05-3g06668	2109	1776.99	3	0.00939321
MvSl-1064-A1-R4_MC05-3g06669	3418	3085.99	2713	7.05096
MvSl-1064-A1-R4_MC05-3g06670	1571	1238.99	86	0.777778
MvSl-1064-A1-R4_MC05-3g06671	2086	1753.99	882	5.11002
MvSl-1064-A1-R4_MC05-3g06672	3036	2703.99	1353	3.79353
MvSl-1064-A1-R4_MC05-3g06673	1760	1427.99	798	4.49951
MvSl-1064-A1-R4_MC05-3g06674	2474	2141.99	2065	7.66146
MvSl-1064-A1-R4_MC05-3g06675	913	582.101	4474	87.4472
MvSl-1064-A1-R4_MC05-3g06676	2656	2323.99	1329	4.61076
MvSl-1064-A1-R4_MC05-3g06677	1175	842.991	1021	10.1598
MvSl-1064-A1-R4_MC05-3g06678	1490	1157.99	269.637	2.41542
MvSl-1064-A1-R4_MC05-3g06679	1999	1666.99	6253	36.4955
MvSl-1064-A1-R4_MC05-3g06680	2479	2146.99	3095	12.1171
MvSl-1064-A1-R4_MC05-3g06681	3734	3401.99	9	0.0195917
MvSl-1064-A1-R4_MC05-3g06682	2904	2571.99	1209	3.16627
MvSl-1064-A1-R4_MC05-3g06683	1674	1341.99	524	3.67122
MvSl-1064-A1-R4_MC05-3g06684	3468	3135.99	2272	6.60106
MvSl-1064-A1-R4_MC05-3g06685	3219	2886.99	1219	3.62431
MvSl-1064-A1-R4_MC05-3g06686	1364	1031.99	640	5.23871
MvSl-1064-A1-R4_MC05-3g06687	2311	1978.99	3555	15.132
MvSl-1064-A1-R4_MC05-3g06688	4879	4546.99	2529	4.35438
MvSl-1064-A1-R4_MC05-3g06689	2114	1781.99	674	3.80751
MvSl-1064-A1-R4_MC05-3g06690	2884	2551.99	6264	20.6447
MvSl-1064-A1-R4_MC05-3g06691	1914	1581.99	1538	8.20311
MvSl-1064-A1-R4_MC05-3g06692	333	87.3002	434	45.7343
MvSl-1064-A1-R4_MC05-3g06693	470	178.322	171	8.02324
MvSl-1064-A1-R4_MC05-3g06694	2749	2416.99	1451	4.65494
MvSl-1064-A1-R4_MC05-3g06695	188	31.0519	0	0
MvSl-1064-A1-R4_MC05-3g06696	3741	3408.99	683.431	1.51259
MvSl-1064-A1-R4_MC05-3g06697	282	62.7173	43.573	4.68947
MvSl-1064-A1-R4_MC05-3g06698	2128	1795.99	1619	7.35064
MvSl-1064-A1-R4_MC05-3g06699	1309	976.991	1098	9.85539
MvSl-1064-A1-R4_MC05-3g06700	1771	1438.99	3601	22.8735
MvSl-1064-A1-R4_MC05-3g06701	1664	1331.99	1637	12.7724
MvSl-1064-A1-R4_MC05-3g06702	1576	1243.99	335	2.10092
MvSl-1064-A1-R4_MC05-3g06703	3642	3309.99	527	1.22801
MvSl-1064-A1-R4_MC05-3g06704	1454	1121.99	303.092	2.00849
MvSl-1064-A1-R4_MC05-3g06705	1519	1186.99	996	8.16196
MvSl-1064-A1-R4_MC05-3g06706	3035	2702.99	306	0.804597
MvSl-1064-A1-R4_MC05-3g06707	2719	2386.99	3327	12.3468
MvSl-1064-A1-R4_MC05-3g06708	1368	1035.99	1126	9.12869
MvSl-1064-A1-R4_MC05-3g06709	2211	1878.99	3275	14.9101
MvSl-1064-A1-R4_MC05-3g06710	3516	3183.99	2282	5.90212
MvSl-1064-A1-R4_MC05-3g06711	2993	2660.99	1416	4.53428
MvSl-1064-A1-R4_MC05-3g06712	2455	2122.99	631	2.19522
MvSl-1064-A1-R4_MC05-3g06713	4234	3901.99	2894.05	5.92405
MvSl-1064-A1-R4_MC05-3g06714	2320	1987.99	1164	5.0672
MvSl-1064-A1-R4_MC05-3g06715	2427	2094.99	104	0.772824
MvSl-1064-A1-R4_MC05-3g06716	613	298.289	362.622	10.1223
MvSl-1064-A1-R4_MC05-3g06717	1730	1397.99	1869.97	10.2235
MvSl-1064-A1-R4_MC05-3g06718	657	337.341	650.804	14.9542
