a1	cdsa1	a2	cdsa2	cdsa2	prota1	prota2	protdiff
MvSl-1064-A1-R4_MC06g07209	450	MvSl-1064-A2-R4_MC06-2g07474	450	0	149	149	0
MvSl-1064-A1-R4_MC06g07210	698	MvSl-1064-A2-R4_MC06-2g07475	698	0	185	185	0
MvSl-1064-A1-R4_MC06g07211	198	MvSl-1064-A2-R4_MC06-2g07476	198	0	65	65	0
MvSl-1064-A1-R4_MC06g07212	1957	MvSl-1064-A2-R4_MC06-2g07477	1957	0	564	564	0
MvSl-1064-A1-R4_MC06g07213	1874	MvSl-1064-A2-R4_MC06-2g07478	1874	0	478	478	0
MvSl-1064-A1-R4_MC06g07214	1881	MvSl-1064-A2-R4_MC06-2g07479	1881	0	448	448	0
MvSl-1064-A1-R4_MC06g07216	554	MvSl-1064-A2-R4_MC06-2g07481	554	0	129	129	0
MvSl-1064-A1-R4_MC06g07217	1362	MvSl-1064-A2-R4_MC06-2g07482	1362	0	318	318	0
MvSl-1064-A1-R4_MC06g07218	2996	MvSl-1064-A2-R4_MC06-2g07483	2996	0	946	946	0
MvSl-1064-A1-R4_MC06g07219	6086	MvSl-1064-A2-R4_MC06-2g07484	6086	0	1950	1950	0
MvSl-1064-A1-R4_MC06g07220	1544	MvSl-1064-A2-R4_MC06-2g07485	1544	0	347	347	0
MvSl-1064-A1-R4_MC06g07221	2035	MvSl-1064-A2-R4_MC06-2g07486	2035	0	559	559	0
MvSl-1064-A1-R4_MC06g07222	1482	MvSl-1064-A2-R4_MC06-2g07487	1482	0	357	357	0
MvSl-1064-A1-R4_MC06g07223	447	MvSl-1064-A2-R4_MC06-2g07488	447	0	148	148	0
MvSl-1064-A1-R4_MC06g07224	297	MvSl-1064-A2-R4_MC06-2g07489	297	0	98	98	0
MvSl-1064-A1-R4_MC06g07225	3006	MvSl-1064-A2-R4_MC06-2g07490	3006	0	953	953	0
MvSl-1064-A1-R4_MC06g07226	2349	MvSl-1064-A2-R4_MC06-2g07491	2349	0	614	614	0
MvSl-1064-A1-R4_MC06g07227	3027	MvSl-1064-A2-R4_MC06-2g07492	3027	0	856	856	0
MvSl-1064-A1-R4_MC06g07228	3260	MvSl-1064-A2-R4_MC06-2g07493	3260	0	807	807	0
MvSl-1064-A1-R4_MC06g07229	1002	MvSl-1064-A2-R4_MC06-2g07494	1002	0	303	303	0
MvSl-1064-A1-R4_MC06g07230	1046	MvSl-1064-A2-R4_MC06-2g07495	1046	0	159	159	0
MvSl-1064-A1-R4_MC06g07231	4253	MvSl-1064-A2-R4_MC06-2g07496	4253	0	1227	1227	0
MvSl-1064-A1-R4_MC06g07232	1321	MvSl-1064-A2-R4_MC06-2g07497	1321	0	384	384	0
MvSl-1064-A1-R4_MC06g07233	811	MvSl-1064-A2-R4_MC06-2g07498	811	0	245	245	0
MvSl-1064-A1-R4_MC06g07234	1770	MvSl-1064-A2-R4_MC06-2g07499	1770	0	419	419	0
MvSl-1064-A1-R4_MC06g07235	2439	MvSl-1064-A2-R4_MC06-2g07500	2439	0	683	683	0
MvSl-1064-A1-R4_MC06g07236	2275	MvSl-1064-A2-R4_MC06-2g07501	2275	0	515	515	0
MvSl-1064-A1-R4_MC06g07237	2275	MvSl-1064-A2-R4_MC06-2g07502	2275	0	422	422	0
MvSl-1064-A1-R4_MC06g07238	3623	MvSl-1064-A2-R4_MC06-2g07503	3623	0	1024	1024	0
MvSl-1064-A1-R4_MC06g07239	1731	MvSl-1064-A2-R4_MC06-2g07504	1731	0	487	487	0
MvSl-1064-A1-R4_MC06g07240	1684	MvSl-1064-A2-R4_MC06-2g07505	1684	0	380	380	0
MvSl-1064-A1-R4_MC06g07241	1498	MvSl-1064-A2-R4_MC06-2g07506	1498	0	380	380	0
MvSl-1064-A1-R4_MC06g07242	3819	MvSl-1064-A2-R4_MC06-2g07507	3819	0	1063	1063	0
MvSl-1064-A1-R4_MC06g07243	2063	MvSl-1064-A2-R4_MC06-2g07508	2062	1	522	522	0
MvSl-1064-A1-R4_MC06g07245	5572	MvSl-1064-A2-R4_MC06-2g07510	5572	0	1737	1737	0
MvSl-1064-A1-R4_MC06g07246	785	MvSl-1064-A2-R4_MC06-2g07511	785	0	229	229	0
MvSl-1064-A1-R4_MC06g07247	408	MvSl-1064-A2-R4_MC06-2g07512	408	0	135	135	0
MvSl-1064-A1-R4_MC06g07248	153	MvSl-1064-A2-R4_MC06-2g07513	153	0	50	50	0
MvSl-1064-A1-R4_MC06g07249	2276	MvSl-1064-A2-R4_MC06-2g07514	2276	0	613	613	0
MvSl-1064-A1-R4_MC06g07250	1354	MvSl-1064-A2-R4_MC06-2g07515	1354	0	285	285	0
MvSl-1064-A1-R4_MC06g07251	751	MvSl-1064-A2-R4_MC06-2g07516	751	0	194	194	0
MvSl-1064-A1-R4_MC06g07252	2367	MvSl-1064-A2-R4_MC06-2g07517	2367	0	673	673	0
MvSl-1064-A1-R4_MC06g07253	1755	MvSl-1064-A2-R4_MC06-2g07518	1755	0	469	469	0
MvSl-1064-A1-R4_MC06g07254	881	MvSl-1064-A2-R4_MC06-2g07519	881	0	155	155	0
MvSl-1064-A1-R4_MC06g07255	2872	MvSl-1064-A2-R4_MC06-2g07520	2872	0	922	922	0
MvSl-1064-A1-R4_MC06g07256	1647	MvSl-1064-A2-R4_MC06-2g07521	1647	0	406	406	0
MvSl-1064-A1-R4_MC06g07257	2903	MvSl-1064-A2-R4_MC06-2g07522	2903	0	819	819	0
MvSl-1064-A1-R4_MC06g07258	1366	MvSl-1064-A2-R4_MC06-2g07523	1366	0	329	329	0
MvSl-1064-A1-R4_MC06g07259	1420	MvSl-1064-A2-R4_MC06-2g07524	1420	0	429	429	0
MvSl-1064-A1-R4_MC06g07260	2232	MvSl-1064-A2-R4_MC06-2g07525	2232	0	444	444	0
MvSl-1064-A1-R4_MC06g07261	1521	MvSl-1064-A2-R4_MC06-2g07526	1521	0	322	322	0
MvSl-1064-A1-R4_MC06g07262	1481	MvSl-1064-A2-R4_MC06-2g07527	1481	0	329	329	0
MvSl-1064-A1-R4_MC06g07263	958	MvSl-1064-A2-R4_MC06-2g07528	958	0	255	255	0
MvSl-1064-A1-R4_MC06g07264	2546	MvSl-1064-A2-R4_MC06-2g07529	2546	0	804	804	0
MvSl-1064-A1-R4_MC06g07265	1906	MvSl-1064-A2-R4_MC06-2g07530	1906	0	462	462	0
MvSl-1064-A1-R4_MC06g07266	1338	MvSl-1064-A2-R4_MC06-2g07531	1338	0	180	180	0
MvSl-1064-A1-R4_MC06g07267	2470	MvSl-1064-A2-R4_MC06-2g07532	2470	0	794	794	0
MvSl-1064-A1-R4_MC06g07268	1227	MvSl-1064-A2-R4_MC06-2g07533	1227	0	302	302	0
MvSl-1064-A1-R4_MC06g07269	3552	MvSl-1064-A2-R4_MC06-2g07534	3552	0	1099	1099	0
MvSl-1064-A1-R4_MC06g07270	1475	MvSl-1064-A2-R4_MC06-2g07535	1475	0	306	306	0
MvSl-1064-A1-R4_MC06g07271	891	MvSl-1064-A2-R4_MC06-2g07536	891	0	268	268	0
MvSl-1064-A1-R4_MC06g07272	3161	MvSl-1064-A2-R4_MC06-2g07537	3161	0	894	894	0
MvSl-1064-A1-R4_MC06g07273	2216	MvSl-1064-A2-R4_MC06-2g07538	2216	0	455	455	0
MvSl-1064-A1-R4_MC06g07274	1620	MvSl-1064-A2-R4_MC06-2g07539	1620	0	450	450	0
MvSl-1064-A1-R4_MC06g07275	664	MvSl-1064-A2-R4_MC06-2g07540	665	-1	151	151	0
MvSl-1064-A1-R4_MC06g07276	1620	MvSl-1064-A2-R4_MC06-2g07541	1620	0	513	513	0
MvSl-1064-A1-R4_MC06g07277	818	MvSl-1064-A2-R4_MC06-2g07542	818	0	180	190	-10
MvSl-1064-A1-R4_MC06g07278	1445	MvSl-1064-A2-R4_MC06-2g07543	1445	0	432	432	0
MvSl-1064-A1-R4_MC06g07279	1056	MvSl-1064-A2-R4_MC06-2g07544	1056	0	234	234	0
MvSl-1064-A1-R4_MC06g07280	3410	MvSl-1064-A2-R4_MC06-2g07545	3410	0	815	815	0
MvSl-1064-A1-R4_MC06g07281	3054	MvSl-1064-A2-R4_MC06-2g07546	3054	0	935	935	0
MvSl-1064-A1-R4_MC06g07282	1366	MvSl-1064-A2-R4_MC06-2g07547	1366	0	326	326	0
MvSl-1064-A1-R4_MC06g07283	2759	MvSl-1064-A2-R4_MC06-2g07548	2759	0	713	713	0
MvSl-1064-A1-R4_MC06g07284	2127	MvSl-1064-A2-R4_MC06-2g07549	2127	0	481	481	0
MvSl-1064-A1-R4_MC06g07285	1734	MvSl-1064-A2-R4_MC06-2g07550	1734	0	371	371	0
MvSl-1064-A1-R4_MC06g07286	2239	MvSl-1064-A2-R4_MC06-2g07551	2239	0	641	641	0
MvSl-1064-A1-R4_MC06g07287	1380	MvSl-1064-A2-R4_MC06-2g07552	1380	0	459	459	0
MvSl-1064-A1-R4_MC06g07288	3193	MvSl-1064-A2-R4_MC06-2g07553	3193	0	948	948	0
MvSl-1064-A1-R4_MC06g07289	954	MvSl-1064-A2-R4_MC06-2g07554	954	0	297	297	0
MvSl-1064-A1-R4_MC06g07290	1852	MvSl-1064-A2-R4_MC06-2g07555	1852	0	542	542	0
MvSl-1064-A1-R4_MC06g07291	3826	MvSl-1064-A2-R4_MC06-2g07556	3826	0	1252	1252	0
MvSl-1064-A1-R4_MC06g07292	1046	MvSl-1064-A2-R4_MC06-2g07557	1046	0	229	229	0
MvSl-1064-A1-R4_MC06g07293	4832	MvSl-1064-A2-R4_MC06-2g07558	4832	0	1443	1443	0
MvSl-1064-A1-R4_MC06g07294	1061	MvSl-1064-A2-R4_MC06-2g07559	1061	0	273	273	0
MvSl-1064-A1-R4_MC06g07295	934	MvSl-1064-A2-R4_MC06-2g07560	934	0	232	232	0
MvSl-1064-A1-R4_MC06g07296	4857	MvSl-1064-A2-R4_MC06-2g07561	4857	0	1201	1201	0
MvSl-1064-A1-R4_MC06g07297	918	MvSl-1064-A2-R4_MC06-2g07562	918	0	278	278	0
MvSl-1064-A1-R4_MC06g07298	1609	MvSl-1064-A2-R4_MC06-2g07563	1609	0	410	410	0
MvSl-1064-A1-R4_MC06g07299	2627	MvSl-1064-A2-R4_MC06-2g07564	2627	0	672	672	0
MvSl-1064-A1-R4_MC06g07300	903	MvSl-1064-A2-R4_MC06-2g07565	903	0	179	179	0
MvSl-1064-A1-R4_MC06g07301	2555	MvSl-1064-A2-R4_MC06-2g07566	2555	0	695	695	0
MvSl-1064-A1-R4_MC06g07302	1114	MvSl-1064-A2-R4_MC06-2g07567	1114	0	264	264	0
MvSl-1064-A1-R4_MC06g07303	3214	MvSl-1064-A2-R4_MC06-2g07568	3214	0	948	948	0
MvSl-1064-A1-R4_MC06g07304	1386	MvSl-1064-A2-R4_MC06-2g07569	1386	0	326	326	0
MvSl-1064-A1-R4_MC06g07305	2005	MvSl-1064-A2-R4_MC06-2g07570	2005	0	602	602	0
MvSl-1064-A1-R4_MC06g07306	2360	MvSl-1064-A2-R4_MC06-2g07571	2360	0	687	687	0
MvSl-1064-A1-R4_MC06g07307	2019	MvSl-1064-A2-R4_MC06-2g07572	2019	0	431	431	0
MvSl-1064-A1-R4_MC06g07308	2652	MvSl-1064-A2-R4_MC06-2g07573	2652	0	617	617	0
MvSl-1064-A1-R4_MC06g07309	2046	MvSl-1064-A2-R4_MC06-2g07574	2046	0	386	386	0
MvSl-1064-A1-R4_MC06g07310	2098	MvSl-1064-A2-R4_MC06-2g07575	2098	0	524	524	0
MvSl-1064-A1-R4_MC06g07311	2821	MvSl-1064-A2-R4_MC06-2g07576	2821	0	672	672	0
MvSl-1064-A1-R4_MC06g07312	1337	MvSl-1064-A2-R4_MC06-2g07577	1337	0	280	280	0
MvSl-1064-A1-R4_MC06g07313	1261	MvSl-1064-A2-R4_MC06-2g07578	1261	0	363	363	0
MvSl-1064-A1-R4_MC06g07314	694	MvSl-1064-A2-R4_MC06-2g07579	694	0	141	141	0
MvSl-1064-A1-R4_MC06g07315	1608	MvSl-1064-A2-R4_MC06-2g07580	1608	0	394	394	0
MvSl-1064-A1-R4_MC06g07316	984	MvSl-1064-A2-R4_MC06-2g07581	984	0	286	286	0
MvSl-1064-A1-R4_MC06g07317	1344	MvSl-1064-A2-R4_MC06-2g07582	1344	0	328	328	0
MvSl-1064-A1-R4_MC06g07318	926	MvSl-1064-A2-R4_MC06-2g07583	926	0	269	269	0
MvSl-1064-A1-R4_MC06g07319	1313	MvSl-1064-A2-R4_MC06-2g07584	1313	0	376	376	0
MvSl-1064-A1-R4_MC06g07322	242	MvSl-1064-A2-R4_MC06-2g07587	242	0	50	50	0
MvSl-1064-A1-R4_MC06g07323	605	MvSl-1064-A2-R4_MC06-2g07588	605	0	145	145	0
MvSl-1064-A1-R4_MC06g07324	404	MvSl-1064-A2-R4_MC06-2g07589	404	0	78	78	0
MvSl-1064-A1-R4_MC06g07325	868	MvSl-1064-A2-R4_MC06-2g07590	868	0	220	220	0
MvSl-1064-A1-R4_MC06g07326	2616	MvSl-1064-A2-R4_MC06-2g07591	2616	0	871	871	0
MvSl-1064-A1-R4_MC06g07327	2129	MvSl-1064-A2-R4_MC06-2g07592	2129	0	483	483	0
MvSl-1064-A1-R4_MC06g07328	1471	MvSl-1064-A2-R4_MC06-2g07593	1471	0	361	361	0
MvSl-1064-A1-R4_MC06g07329	870	MvSl-1064-A2-R4_MC06-2g07594	870	0	231	231	0
MvSl-1064-A1-R4_MC06g07330	1503	MvSl-1064-A2-R4_MC06-2g07595	1503	0	371	371	0
MvSl-1064-A1-R4_MC06g07331	2404	MvSl-1064-A2-R4_MC06-2g07596	2404	0	588	588	0
MvSl-1064-A1-R4_MC06g07332	2026	MvSl-1064-A2-R4_MC06-2g07597	2026	0	526	526	0
MvSl-1064-A1-R4_MC06g07333	1880	MvSl-1064-A2-R4_MC06-2g07598	1880	0	549	549	0
MvSl-1064-A1-R4_MC06g07334	1253	MvSl-1064-A2-R4_MC06-2g07599	1253	0	369	369	0
MvSl-1064-A1-R4_MC06g07335	4610	MvSl-1064-A2-R4_MC06-2g07600	4610	0	1349	1349	0
MvSl-1064-A1-R4_MC06g07336	207	MvSl-1064-A2-R4_MC06-2g07601	207	0	68	68	0
MvSl-1064-A1-R4_MC06g07337	338	MvSl-1064-A2-R4_MC06-2g07602	338	0	84	84	0
MvSl-1064-A1-R4_MC06g07338	2075	MvSl-1064-A2-R4_MC06-2g07603	2075	0	660	660	0
MvSl-1064-A1-R4_MC06g07339	2794	MvSl-1064-A2-R4_MC06-2g07604	2794	0	853	853	0
MvSl-1064-A1-R4_MC06g07340	2126	MvSl-1064-A2-R4_MC06-2g07605	2126	0	618	618	0
MvSl-1064-A1-R4_MC06g07341	1991	MvSl-1064-A2-R4_MC06-2g07606	1991	0	431	431	0
MvSl-1064-A1-R4_MC06g07342	2295	MvSl-1064-A2-R4_MC06-2g07607	2295	0	701	701	0
MvSl-1064-A1-R4_MC06g07343	1726	MvSl-1064-A2-R4_MC06-2g07608	1726	0	511	511	0
MvSl-1064-A1-R4_MC06g07344	570	MvSl-1064-A2-R4_MC06-2g07609	570	0	189	189	0
MvSl-1064-A1-R4_MC06g07345	1012	MvSl-1064-A2-R4_MC06-2g07610	1012	0	204	204	0
MvSl-1064-A1-R4_MC06g07346	3417	MvSl-1064-A2-R4_MC06-2g07611	3417	0	1065	1065	0
MvSl-1064-A1-R4_MC06g07347	396	MvSl-1064-A2-R4_MC06-2g07612	396	0	82	82	0
MvSl-1064-A1-R4_MC06g07348	825	MvSl-1064-A2-R4_MC06-2g07613	825	0	233	233	0
MvSl-1064-A1-R4_MC06g07349	2741	MvSl-1064-A2-R4_MC06-2g07614	2741	0	633	633	0
MvSl-1064-A1-R4_MC06g07350	2762	MvSl-1064-A2-R4_MC06-2g07615	2762	0	620	620	0
MvSl-1064-A1-R4_MC06g07351	1995	MvSl-1064-A2-R4_MC06-2g07616	1995	0	431	431	0
MvSl-1064-A1-R4_MC06g07352	607	MvSl-1064-A2-R4_MC06-2g07617	607	0	81	81	0
MvSl-1064-A1-R4_MC06g07353	1260	MvSl-1064-A2-R4_MC06-2g07618	1260	0	419	419	0
MvSl-1064-A1-R4_MC06g07354	363	MvSl-1064-A2-R4_MC06-2g07619	363	0	120	120	0
MvSl-1064-A1-R4_MC06g07355	367	MvSl-1064-A2-R4_MC06-2g07620	367	0	88	88	0
MvSl-1064-A1-R4_MC06g07356	1909	MvSl-1064-A2-R4_MC06-2g07621	1909	0	513	513	0
MvSl-1064-A1-R4_MC06g07357	2239	MvSl-1064-A2-R4_MC06-2g07622	2239	0	558	558	0
MvSl-1064-A1-R4_MC06g07358	2305	MvSl-1064-A2-R4_MC06-2g07623	2305	0	595	595	0
MvSl-1064-A1-R4_MC06g07359	1069	MvSl-1064-A2-R4_MC06-2g07624	1069	0	83	83	0
MvSl-1064-A1-R4_MC06g07360	3265	MvSl-1064-A2-R4_MC06-2g07625	3265	0	813	813	0
MvSl-1064-A1-R4_MC06g07361	666	MvSl-1064-A2-R4_MC06-2g07626	666	0	221	221	0
MvSl-1064-A1-R4_MC06g07362	1782	MvSl-1064-A2-R4_MC06-2g07627	1782	0	481	481	0
MvSl-1064-A1-R4_MC06g07363	1641	MvSl-1064-A2-R4_MC06-2g07628	1641	0	341	341	0
MvSl-1064-A1-R4_MC06g07364	747	MvSl-1064-A2-R4_MC06-2g07629	747	0	83	83	0
MvSl-1064-A1-R4_MC06g07365	1371	MvSl-1064-A2-R4_MC06-2g07630	1371	0	456	456	0
MvSl-1064-A1-R4_MC06g07366	231	MvSl-1064-A2-R4_MC06-2g07631	231	0	43	43	0
MvSl-1064-A1-R4_MC06g07367	695	MvSl-1064-A2-R4_MC06-2g07632	695	0	129	129	0
MvSl-1064-A1-R4_MC06g07368	2422	MvSl-1064-A2-R4_MC06-2g07633	2422	0	535	535	0
MvSl-1064-A1-R4_MC06g07369	842	MvSl-1064-A2-R4_MC06-2g07634	842	0	117	117	0
MvSl-1064-A1-R4_MC06g07370	2882	MvSl-1064-A2-R4_MC06-2g07635	2882	0	922	922	0
MvSl-1064-A1-R4_MC06g07371	2290	MvSl-1064-A2-R4_MC06-2g07636	2290	0	636	636	0
MvSl-1064-A1-R4_MC06g07372	2593	MvSl-1064-A2-R4_MC06-2g07637	2593	0	737	737	0
MvSl-1064-A1-R4_MC06g07373	197	MvSl-1064-A2-R4_MC06-2g07638	197	0	39	39	0
MvSl-1064-A1-R4_MC06g07374	1159	MvSl-1064-A2-R4_MC06-2g07639	1159	0	316	316	0
MvSl-1064-A1-R4_MC06g07375	335	MvSl-1064-A2-R4_MC06-2g07640	335	0	83	83	0
MvSl-1064-A1-R4_MC06g07376	2538	MvSl-1064-A2-R4_MC06-2g07641	2538	0	742	742	0
MvSl-1064-A1-R4_MC06g07377	1908	MvSl-1064-A2-R4_MC06-2g07642	1908	0	334	334	0
MvSl-1064-A1-R4_MC06g07378	401	MvSl-1064-A2-R4_MC06-2g07643	401	0	81	81	0
MvSl-1064-A1-R4_MC06g07379	177	MvSl-1064-A2-R4_MC06-2g07644	177	0	58	58	0
MvSl-1064-A1-R4_MC06g07380	2177	MvSl-1064-A2-R4_MC06-2g07645	2177	0	449	449	0
MvSl-1064-A1-R4_MC06g07381	989	MvSl-1064-A2-R4_MC06-2g07646	989	0	287	287	0
MvSl-1064-A1-R4_MC06g07382	1367	MvSl-1064-A2-R4_MC06-2g07647	1367	0	429	429	0
MvSl-1064-A1-R4_MC06g07383	6626	MvSl-1064-A2-R4_MC06-2g07648	6626	0	1618	1618	0
MvSl-1064-A1-R4_MC06g07384	1469	MvSl-1064-A2-R4_MC06-2g07649	1469	0	400	400	0
MvSl-1064-A1-R4_MC06g07385	2461	MvSl-1064-A2-R4_MC06-2g07650	2461	0	745	745	0
MvSl-1064-A1-R4_MC06g07386	1128	MvSl-1064-A2-R4_MC06-2g07651	1128	0	291	291	0
MvSl-1064-A1-R4_MC06g07387	2434	MvSl-1064-A2-R4_MC06-2g07652	2434	0	589	589	0
MvSl-1064-A1-R4_MC06g07388	1100	MvSl-1064-A2-R4_MC06-2g07653	1100	0	296	296	0
MvSl-1064-A1-R4_MC06g07389	1077	MvSl-1064-A2-R4_MC06-2g07654	1077	0	176	176	0
MvSl-1064-A1-R4_MC06g07390	1373	MvSl-1064-A2-R4_MC06-2g07655	1373	0	350	350	0
MvSl-1064-A1-R4_MC06g07391	1170	MvSl-1064-A2-R4_MC06-2g07656	1170	0	306	306	0
MvSl-1064-A1-R4_MC06g07392	180	MvSl-1064-A2-R4_MC06-2g07657	180	0	59	59	0
MvSl-1064-A1-R4_MC06g07393	788	MvSl-1064-A2-R4_MC06-2g07658	788	0	149	149	0
MvSl-1064-A1-R4_MC06g07394	2420	MvSl-1064-A2-R4_MC06-2g07659	2421	-1	681	681	0
MvSl-1064-A1-R4_MC06g07395	1132	MvSl-1064-A2-R4_MC06-2g07660	1132	0	327	327	0
MvSl-1064-A1-R4_MC06g07396	2287	MvSl-1064-A2-R4_MC06-2g07661	2287	0	534	534	0
MvSl-1064-A1-R4_MC06g07397	1487	MvSl-1064-A2-R4_MC06-2g07662	1487	0	396	396	0
MvSl-1064-A1-R4_MC06g07398	3847	MvSl-1064-A2-R4_MC06-2g07663	3847	0	1093	1093	0
MvSl-1064-A1-R4_MC06g07399	460	MvSl-1064-A2-R4_MC06-2g07664	460	0	129	129	0
MvSl-1064-A1-R4_MC06g07400	1606	MvSl-1064-A2-R4_MC06-2g07665	1606	0	411	411	0
MvSl-1064-A1-R4_MC06g07401	2060	MvSl-1064-A2-R4_MC06-2g07666	2060	0	607	607	0
MvSl-1064-A1-R4_MC06g07402	2058	MvSl-1064-A2-R4_MC06-2g07667	2058	0	613	613	0
MvSl-1064-A1-R4_MC06g07403	1491	MvSl-1064-A2-R4_MC06-2g07668	1491	0	298	298	0
MvSl-1064-A1-R4_MC06g07404	2623	MvSl-1064-A2-R4_MC06-2g07669	2623	0	704	704	0
MvSl-1064-A1-R4_MC06g07405	1098	MvSl-1064-A2-R4_MC06-2g07670	1098	0	347	347	0
MvSl-1064-A1-R4_MC06g07406	2118	MvSl-1064-A2-R4_MC06-2g07671	2118	0	542	542	0
MvSl-1064-A1-R4_MC06g07412	1194	MvSl-1064-A2-R4_MC06-2g07677	1194	0	397	397	0
MvSl-1064-A1-R4_MC06g07413	537	MvSl-1064-A2-R4_MC06-2g07678	537	0	178	178	0
MvSl-1064-A1-R4_MC06g07414	5922	MvSl-1064-A2-R4_MC06-2g07679	5922	0	1863	1863	0
MvSl-1064-A1-R4_MC06g07415	2975	MvSl-1064-A2-R4_MC06-2g07680	2975	0	851	851	0
MvSl-1064-A1-R4_MC06g07416	2208	MvSl-1064-A2-R4_MC06-2g07681	2208	0	549	549	0
MvSl-1064-A1-R4_MC06g07417	280	MvSl-1064-A2-R4_MC06-2g07682	280	0	70	70	0
MvSl-1064-A1-R4_MC06g07418	412	MvSl-1064-A2-R4_MC06-2g07683	412	0	102	102	0
MvSl-1064-A1-R4_MC06g07419	1186	MvSl-1064-A2-R4_MC06-2g07684	1186	0	261	261	0
MvSl-1064-A1-R4_MC06g07420	273	MvSl-1064-A2-R4_MC06-2g07685	273	0	90	90	0
MvSl-1064-A1-R4_MC06g07421	2916	MvSl-1064-A2-R4_MC06-2g07686	2916	0	971	971	0
MvSl-1064-A1-R4_MC06g07422	504	MvSl-1064-A2-R4_MC06-2g07687	504	0	111	111	0
MvSl-1064-A1-R4_MC06g07423	1809	MvSl-1064-A2-R4_MC06-2g07688	1809	0	468	468	0
MvSl-1064-A1-R4_MC06g07424	1926	MvSl-1064-A2-R4_MC06-2g07689	1926	0	467	467	0
MvSl-1064-A1-R4_MC06g07425	882	MvSl-1064-A2-R4_MC06-2g07690	882	0	238	238	0
MvSl-1064-A1-R4_MC06g07426	1903	MvSl-1064-A2-R4_MC06-2g07691	1903	0	392	392	0
MvSl-1064-A1-R4_MC06g07427	2470	MvSl-1064-A2-R4_MC06-2g07692	2470	0	536	536	0
MvSl-1064-A1-R4_MC06g07428	2529	MvSl-1064-A2-R4_MC06-2g07693	2529	0	777	777	0
MvSl-1064-A1-R4_MC06g07429	1434	MvSl-1064-A2-R4_MC06-2g07694	1434	0	383	383	0
MvSl-1064-A1-R4_MC06g07430	2757	MvSl-1064-A2-R4_MC06-2g07695	2757	0	763	763	0
MvSl-1064-A1-R4_MC06g07431	1971	MvSl-1064-A2-R4_MC06-2g07696	1971	0	607	607	0
MvSl-1064-A1-R4_MC06g07432	1097	MvSl-1064-A2-R4_MC06-2g07697	1097	0	101	101	0
MvSl-1064-A1-R4_MC06g07437	2788	MvSl-1064-A2-R4_MC06-2g07702	2788	0	627	627	0
MvSl-1064-A1-R4_MC06g07438	2199	MvSl-1064-A2-R4_MC06-2g07703	2199	0	456	456	0
MvSl-1064-A1-R4_MC06g07439	321	MvSl-1064-A2-R4_MC06-2g07704	322	-1	50	50	0
MvSl-1064-A1-R4_MC06g07440	847	MvSl-1064-A2-R4_MC06-2g07705	847	0	221	221	0
MvSl-1064-A1-R4_MC06g07441	1569	MvSl-1064-A2-R4_MC06-2g07706	1569	0	351	351	0
MvSl-1064-A1-R4_MC06g07442	1443	MvSl-1064-A2-R4_MC06-2g07707	1443	0	428	428	0
MvSl-1064-A1-R4_MC06g07443	429	MvSl-1064-A2-R4_MC06-2g07708	429	0	142	142	0
MvSl-1064-A1-R4_MC06g07444	1025	MvSl-1064-A2-R4_MC06-2g07709	1025	0	269	269	0
MvSl-1064-A1-R4_MC06g07447	2083	MvSl-1064-A2-R4_MC06-2g07712	2083	0	553	553	0
MvSl-1064-A1-R4_MC06g07450	2985	MvSl-1064-A2-R4_MC06-2g07715	2985	0	685	685	0
MvSl-1064-A1-R4_MC06g07451	3040	MvSl-1064-A2-R4_MC06-2g07716	3040	0	881	881	0
MvSl-1064-A1-R4_MC06g07452	1041	MvSl-1064-A2-R4_MC06-2g07717	1041	0	346	346	0
MvSl-1064-A1-R4_MC06g07453	159	MvSl-1064-A2-R4_MC06-2g07718	159	0	52	52	0
MvSl-1064-A1-R4_MC06g07454	1540	MvSl-1064-A2-R4_MC06-2g07719	1540	0	363	363	0
MvSl-1064-A1-R4_MC06g07455	3032	MvSl-1064-A2-R4_MC06-2g07720	3032	0	859	859	0
MvSl-1064-A1-R4_MC06g07456	1618	MvSl-1064-A2-R4_MC06-2g07721	1618	0	365	365	0
MvSl-1064-A1-R4_MC06g07457	2241	MvSl-1064-A2-R4_MC06-2g07722	2241	0	399	399	0
MvSl-1064-A1-R4_MC06g07458	576	MvSl-1064-A2-R4_MC06-2g07723	576	0	161	161	0
MvSl-1064-A1-R4_MC06g07459	393	MvSl-1064-A2-R4_MC06-2g07724	393	0	130	130	0
MvSl-1064-A1-R4_MC06g07460	2334	MvSl-1064-A2-R4_MC06-2g07725	2334	0	533	533	0
MvSl-1064-A1-R4_MC06g07462	2983	MvSl-1064-A2-R4_MC06-2g07727	2983	0	903	903	0
MvSl-1064-A1-R4_MC06g07463	3089	MvSl-1064-A2-R4_MC06-2g07728	3090	-1	747	747	0
MvSl-1064-A1-R4_MC06g07464	1082	MvSl-1064-A2-R4_MC06-2g07729	1082	0	249	249	0
MvSl-1064-A1-R4_MC06g07465	1426	MvSl-1064-A2-R4_MC06-2g07730	1426	0	305	305	0
MvSl-1064-A1-R4_MC06g07466	2185	MvSl-1064-A2-R4_MC06-2g07731	2185	0	625	625	0
MvSl-1064-A1-R4_MC06g07467	2698	MvSl-1064-A2-R4_MC06-2g07732	2698	0	707	707	0
MvSl-1064-A1-R4_MC06g07468	2914	MvSl-1064-A2-R4_MC06-2g07733	2914	0	756	756	0
