gene	haploid	cdslength	protleng	chr	chr1	DE_status	DE_status2	mean_exp	genelength	efflength	estcounts	meantpm
MvSl-1064-A2-R4_MC02g04078	A2	1308	348	aAutosome	aAutosome	NON	NON	5.57778	1308	963.844	1109	17.3134
MvSl-1064-A2-R4_MC02g04081	A2	2579	833	aAutosome	aAutosome	NON	NON	7.49725	2579	2234.84	3898	28.3261
MvSl-1064-A2-R4_MC02g04082	A2	450	76	aAutosome	aAutosome	NON	NON	3.81484	450	156.676	269	31.7005
MvSl-1064-A2-R4_MC02g04085	A2	962	193	aAutosome	aAutosome	NON	NON	1.26971	962	617.972	40.4828	1.35851
MvSl-1064-A2-R4_MC02g04086	A2	289	58	aAutosome	aAutosome	NON	NON	5.4192	289	62.1777	825.372	239.101
MvSl-1064-A2-R4_MC02g04087	A2	1749	422	aAutosome	aAutosome	NON	NON	6.70241	1749	1404.84	2287	25.9404
MvSl-1064-A2-R4_MC02g04088	A2	1887	553	aAutosome	aAutosome	NON	NON	6.3343	1887	1542.84	1759	18.3011
MvSl-1064-A2-R4_MC02g04089	A2	1363	351	aAutosome	aAutosome	NON	NON	7.13979	1363	1018.84	3213	48.4144
MvSl-1064-A2-R4_MC02g04090	A2	1646	418	aAutosome	aAutosome	NON	NON	5.53397	1646	1301.84	991.669	12.4519
MvSl-1064-A2-R4_MC02g04091	A2	3609	1070	aAutosome	aAutosome	NON	NON	4.69386	3609	3264.84	514	2.78895
MvSl-1064-A2-R4_MC02g04092	A2	1009	271	aAutosome	aAutosome	NON	NON	3.16832	1009	664.844	206	4.68127
MvSl-1064-A2-R4_MC02g04093	A2	892	270	aAutosome	aAutosome	NON	NON	4.22957	892	549.602	444	11.8927
MvSl-1064-A2-R4_MC02g04094	A2	1470	311	aAutosome	aAutosome	NON	NON	6.28603	1470	1125.84	1813	24.2374
MvSl-1064-A2-R4_MC02g04095	A2	1405	383	aAutosome	aAutosome	NON	NON	5.76001	1405	1060.84	1224	17.8485
MvSl-1064-A2-R4_MC02g04096	A2	2582	730	aAutosome	aAutosome	NON	NON	5.3676	2582	2237.84	759.975	6.58612
MvSl-1064-A2-R4_MC02g04097	A2	1395	419	aAutosome	aAutosome	NON	NON	5.08582	1395	1050.84	731.195	11.2971
MvSl-1064-A2-R4_MC02g04098	A2	1712	492	aAutosome	aAutosome	NON	NON	4.89109	1712	1367.84	599.377	7.61884
MvSl-1064-A2-R4_MC02g04099	A2	2406	639	aAutosome	aAutosome	NON	NON	7.39935	2406	2061.84	3909	28.6538
MvSl-1064-A2-R4_MC02g04100	A2	476	107	aAutosome	aAutosome	NON	NON	7.67969	476	174.739	5682	417.99
MvSl-1064-A2-R4_MC02g04101	A2	2335	582	aAutosome	aAutosome	NON	NON	6.31148	2335	1990.84	1709	13.9695
MvSl-1064-A2-R4_MC02g04102	A2	974	269	aAutosome	aAutosome	NON	NON	5.86338	974	629.972	1309	32.2762
MvSl-1064-A2-R4_MC02g04103	A2	579	95	aAutosome	aAutosome	NON	NON	5.51646	579	257.948	1093	61.9882
MvSl-1064-A2-R4_MC02g04104	A2	1252	342	aAutosome	aAutosome	NON	NON	5.56776	1252	907.844	1055	18.2518
MvSl-1064-A2-R4_MC02g04105	A2	1499	436	aAutosome	aAutosome	NON	NON	6.9914	1499	1154.84	3107	38.6381
MvSl-1064-A2-R4_MC02g04106	A2	1738	442	aAutosome	aAutosome	NON	NON	3.12775	1738	1393.84	157	2.22494
MvSl-1064-A2-R4_MC02g04107	A2	909	302	aAutosome	aAutosome	NON	NON	3.99837	909	566.323	326	9.86469
MvSl-1064-A2-R4_MC02g04108	A2	4082	998	aAutosome	aAutosome	NON	NON	3.22789	4082	3737.84	147	0.924785
MvSl-1064-A2-R4_MC02g04109	A2	1737	389	aAutosome	aAutosome	NON	NON	6.95456	1737	1392.84	2695	31.1782
MvSl-1064-A2-R4_MC02g04110	A2	2028	437	aAutosome	aAutosome	NON	NON	7.29911	2028	1683.84	3451	32.7437
MvSl-1064-A2-R4_MC02g04111	A2	1129	260	aAutosome	aAutosome	NON	NON	4.38127	1129	784.844	513	9.28214
MvSl-1064-A2-R4_MC02g04112	A2	835	187	aAutosome	aAutosome	NON	NON	4.9202	835	494.379	678.224	21.388
MvSl-1064-A2-R4_MC02g04113	A2	1073	265	aAutosome	aAutosome	NON	NON	1.33222	1073	728.844	51.7894	1.15768
MvSl-1064-A2-R4_MC02g04114	A2	5986	1649	aAutosome	aAutosome	NON	NON	6.49352	5986	5641.84	1783	5.63901
MvSl-1064-A2-R4_MC02g04115	A2	2129	500	aAutosome	aAutosome	NON	NON	5.45465	2129	1784.84	842	8.70178
MvSl-1064-A2-R4_MC02g04116	A2	1595	447	aAutosome	aAutosome	NON	NON	4.94065	1595	1250.84	689	8.56731
MvSl-1064-A2-R4_MC02g04117	A2	2829	765	aAutosome	aAutosome	NON	NON	4.53271	2829	2484.84	463	3.27232
MvSl-1064-A2-R4_MC02g04118	A2	3416	794	aAutosome	aAutosome	NON	NON	6.25149	3416	3071.84	1679	8.67639
MvSl-1064-A2-R4_MC02g04119	A2	2784	701	aAutosome	aAutosome	NON	NON	8.02935	2784	2439.84	4385	39.2088
MvSl-1064-A2-R4_MC02g04120	A2	1505	468	aAutosome	aAutosome	NON	NON	7.32636	1505	1160.84	3678	48.3668
MvSl-1064-A2-R4_MC02g04121	A2	975	215	aAutosome	aAutosome	NON	NON	6.15851	975	630.972	1707	39.6044
MvSl-1064-A2-R4_MC02g04122	A2	3875	1125	aAutosome	aAutosome	NON	NON	6.95356	3875	3530.84	2663	12.3
MvSl-1064-A2-R4_MC02g04123	A2	1317	301	aAutosome	aAutosome	NON	NON	6.91338	1317	972.844	2496	43.5178
MvSl-1064-A2-R4_MC02g04124	A2	1284	148	aAutosome	aAutosome	NON	NON	7.90403	1284	939.844	5508	89.171
MvSl-1064-A2-R4_MC02g04125	A2	1792	448	aAutosome	aAutosome	NON	NON	5.89407	1792	1447.84	1366	14.356
MvSl-1064-A2-R4_MC02g04126	A2	1107	288	aAutosome	aAutosome	NON	NON	4.84874	1107	762.844	647	13.1749
MvSl-1064-A2-R4_MC02g04127	A2	3392	782	aAutosome	aAutosome	NON	NON	9.275	3392	3047.84	13316	71.2663
MvSl-1064-A2-R4_MC02g04128	A2	1009	255	aAutosome	aAutosome	NON	NON	1.11787	1009	664.844	66	1.15114
MvSl-1064-A2-R4_MC02g04130	A2	1247	381	aAutosome	aAutosome	NON	NON	0.930138	1247	902.844	62	0.75853
MvSl-1064-A2-R4_MC02g04131	A2	1321	167	aAutosome	aAutosome	NON	NON	7.06079	1321	976.844	3471	48.2394
MvSl-1064-A2-R4_MC02g04132	A2	967	234	aAutosome	aAutosome	NON	NON	4.05694	967	622.972	386.184	9.29525
MvSl-1064-A2-R4_MC02g04133	A2	1241	351	aAutosome	aAutosome	NON	NON	1.82769	1241	896.844	57.1257	1.41191
MvSl-1064-A2-R4_MC02g04134	A2	789	225	aAutosome	aAutosome	NON	NON	4.00333	789	450.372	409.69	12.4782
MvSl-1064-A2-R4_MC02g04135	A2	495	114	aAutosome	aAutosome	NON	NON	7.52501	495	189.163	4095.78	339.98
MvSl-1064-A2-R4_MC02g04136	A2	901	236	aAutosome	aAutosome	NON	NON	4.14232	901	558.436	382	11.0148
MvSl-1064-A2-R4_MC02g04137	A2	439	106	aAutosome	aAutosome	NON	NON	2.39205	439	148.803	120	12.1346
MvSl-1064-A2-R4_MC02g04138	A2	1663	418	aAutosome	aAutosome	NON	NON	4.07247	1663	1318.84	343.151	4.46258
MvSl-1064-A2-R4_MC02g04142	A2	1429	329	aAutosome	aAutosome	NON	NON	6.877	1429	1084.84	2910	38.0339
MvSl-1064-A2-R4_MC02g04143	A2	1399	269	aAutosome	aAutosome	NON	NON	5.25828	1399	1054.84	929	12.6972
MvSl-1064-A2-R4_MC02g04144	A2	1339	371	aAutosome	aAutosome	NON	NON	5.84743	1339	994.844	1266	20.2329
MvSl-1064-A2-R4_MC02g04145	A2	2109	518	aAutosome	aAutosome	NON	NON	7.3327	2109	1764.84	3800	31.9785
MvSl-1064-A2-R4_MC02g04146	A2	3172	936	aAutosome	aAutosome	NON	NON	7.29483	3172	2827.84	3474.82	19.4359
MvSl-1064-A2-R4_MC02g04147	A2	707	85	aAutosome	aAutosome	NON	NON	7.10022	707	372.461	3258	128.911
MvSl-1064-A2-R4_MC02g04148	A2	5128	1459	aAutosome	aAutosome	NON	NON	6.37066	5128	4783.84	1669	6.09187
MvSl-1064-A2-R4_MC02g04150	A2	1988	548	aAutosome	aAutosome	NON	NON	3.56893	1988	1643.84	238.138	2.52588
MvSl-1064-A2-R4_MC02g04151	A2	219	72	aAutosome	aAutosome	NON	NON	0.482978	219	38.9266	26.6114	11.246
MvSl-1064-A2-R4_MC02g04152	A2	808	177	aAutosome	aAutosome	NON	NON	5.31413	808	468.631	857.471	29.698
MvSl-1064-A2-R4_MC02g04153	A2	1178	376	aAutosome	aAutosome	NON	NON	3.99956	1178	833.844	294	6.81401
MvSl-1064-A2-R4_MC02g04154	A2	469	140	aAutosome	aAutosome	NON	NON	2.59761	469	169.518	125	12.3034
MvSl-1064-A2-R4_MC02g04155	A2	1472	439	aAutosome	aAutosome	NON	NON	5.54234	1472	1127.84	1133	14.4677
MvSl-1064-A2-R4_MC02g04156	A2	168	55	aAutosome	aAutosome	NON	NON	3.36239	168	25.509	209	142.001
MvSl-1064-A2-R4_MC02g04157	A2	3114	986	aAutosome	aAutosome	NON	NON	7.91964	3114	2769.84	4127	31.8668
MvSl-1064-A2-R4_MC02g04158	A2	195	64	aAutosome	aAutosome	NON	NON	4.78266	195	32.6183	601	288.179
MvSl-1064-A2-R4_MC02g04159	A2	765	189	aAutosome	aAutosome	NON	NON	5.04605	765	427.561	671.871	27.1476
MvSl-1064-A2-R4_MC02g04160	A2	487	136	aAutosome	aAutosome	NON	NON	4.22322	487	182.978	420	35.4562
MvSl-1064-A2-R4_MC02g04161	A2	1133	278	aAutosome	aAutosome	NON	NON	1.05139	1133	788.844	31	0.933567
MvSl-1064-A2-R4_MC02g04162	A2	2708	791	aAutosome	aAutosome	NON	NON	6.95336	2708	2363.84	2778	18.3419
MvSl-1064-A2-R4_MC02g04167	A2	696	231	aAutosome	aAutosome	NON	NON	5.09762	696	362.401	625	33.7171
MvSl-1064-A2-R4_MC02g04168	A2	657	218	aAutosome	aAutosome	NON	NON	5.66266	657	326.575	1016	54.5487
MvSl-1064-A2-R4_MC02g04169	A2	2602	636	aAutosome	aAutosome	Down	DE	6.84522	2602	2257.84	2045.84	18.3452
MvSl-1064-A2-R4_MC02g04170	A2	225	56	aAutosome	aAutosome	NON	NON	0.695327	225	41.1369	27	12.9552
MvSl-1064-A2-R4_MC02g04171	A2	1260	270	aAutosome	aAutosome	NON	NON	4.22608	1260	915.844	389.996	7.13432
MvSl-1064-A2-R4_MC02g04174	A2	485	138	aAutosome	aAutosome	NON	NON	4.09671	485	181.482	408	32.7973
MvSl-1064-A2-R4_MC02g04175	A2	3476	757	aAutosome	aAutosome	NON	NON	6.85599	3476	3131.84	2713	12.9452
MvSl-1064-A2-R4_MC02g04176	A2	1883	459	aAutosome	aAutosome	NON	NON	4.31782	1883	1538.84	465	4.51665
MvSl-1064-A2-R4_MC02g04177	A2	3189	946	aAutosome	aAutosome	NON	NON	6.69927	3189	2844.84	2320	12.7788
MvSl-1064-A2-R4_MC02g04178	A2	4733	1367	aAutosome	aAutosome	NON	NON	7.23959	4733	4388.84	3527	12.0529
MvSl-1064-A2-R4_MC02g04180	A2	2349	782	aAutosome	aAutosome	NON	NON	5.60961	2349	2004.84	1002	8.55213
MvSl-1064-A2-R4_MC02g04181	A2	1425	428	aAutosome	aAutosome	NON	NON	5.59108	1425	1080.84	1031	15.6059
MvSl-1064-A2-R4_MC02g04182	A2	1575	410	aAutosome	aAutosome	NON	NON	5.53855	1575	1230.84	1081	13.1951
MvSl-1064-A2-R4_MC02g04183	A2	1778	367	aAutosome	aAutosome	NON	NON	8.59163	1778	1433.84	7032	96.4587
MvSl-1064-A2-R4_MC02g04184	A2	2127	419	aAutosome	aAutosome	NON	NON	6.71957	2127	1782.84	2636	20.7713
MvSl-1064-A2-R4_MC02g04185	A2	1140	248	aAutosome	aAutosome	NON	NON	3.19017	1140	795.844	209	3.97142
MvSl-1064-A2-R4_MC02g04186	A2	1052	281	aAutosome	aAutosome	NON	NON	4.36743	1052	707.844	476	10.1583
MvSl-1064-A2-R4_MC02g04187	A2	2366	580	aAutosome	aAutosome	NON	NON	7.79596	2366	2021.84	5075	38.4651
MvSl-1064-A2-R4_MC02g04188	A2	2348	705	aAutosome	aAutosome	NON	NON	6.82473	2348	2003.84	2560	19.7879
MvSl-1064-A2-R4_MC02g04189	A2	2100	576	aAutosome	aAutosome	NON	NON	5.1465	2100	1755.84	840	7.04974
MvSl-1064-A2-R4_MC02g04190	A2	2548	619	aAutosome	aAutosome	NON	NON	6.25053	2548	2203.84	1688	12.083
MvSl-1064-A2-R4_MC02g04191	A2	2669	727	aAutosome	aAutosome	NON	NON	5.69106	2669	2324.84	1133	7.76985
MvSl-1064-A2-R4_MC02g04193	A2	1151	348	aAutosome	aAutosome	NON	NON	3.81623	1151	806.844	280	6.1166
MvSl-1064-A2-R4_MC02g04194	A2	933	218	aAutosome	aAutosome	NON	NON	8.07785	933	589.397	6642.38	160.772
MvSl-1064-A2-R4_MC02g04195	A2	1712	455	aAutosome	aAutosome	NON	NON	5.77494	1712	1367.84	1326	14.0176
MvSl-1064-A2-R4_MC02g04196	A2	3239	860	aAutosome	aAutosome	NON	NON	6.71224	3239	2894.84	2250	12.6902
MvSl-1064-A2-R4_MC02g04197	A2	3418	1036	aAutosome	aAutosome	NON	NON	6.77315	3418	3073.84	2735	12.5046
MvSl-1064-A2-R4_MC02g04198	A2	1338	200	aAutosome	aAutosome	NON	NON	6.71261	1338	993.844	2534	36.9738
MvSl-1064-A2-R4_MC02g04199	A2	2055	591	aAutosome	aAutosome	NON	NON	4.42905	2055	1710.84	469	4.39119
MvSl-1064-A2-R4_MC02g04200	A2	2763	778	aAutosome	aAutosome	Down	DE	4.84187	2763	2418.84	565	4.17709
MvSl-1064-A2-R4_MC02g04201	A2	2029	651	aAutosome	aAutosome	NON	NON	7.72369	2029	1684.84	4659	43.9206
MvSl-1064-A2-R4_MC02g04202	A2	1552	485	aAutosome	aAutosome	NON	NON	6.40201	1552	1207.84	2019.09	24.5129
MvSl-1064-A2-R4_MC02g04203	A2	643	95	aAutosome	aAutosome	NON	NON	12.0664	643	313.994	115731	4847.99
MvSl-1064-A2-R4_MC02g04204	A2	3175	882	aAutosome	aAutosome	NON	NON	6.95405	3175	2830.84	2819	15.3225
MvSl-1064-A2-R4_MC02g04205	A2	2264	679	aAutosome	aAutosome	NON	NON	0.571699	2264	1919.84	28	0.254988
MvSl-1064-A2-R4_MC02g04206	A2	912	281	aAutosome	aAutosome	NON	NON	2.69874	912	569.266	107	4.11296
MvSl-1064-A2-R4_MC02g04207	A2	3067	998	aAutosome	aAutosome	NON	NON	5.89397	3067	2722.84	1322	7.63531
MvSl-1064-A2-R4_MC02g04208	A2	1539	398	aAutosome	aAutosome	NON	NON	5.12877	1539	1194.84	795	10.2214
MvSl-1064-A2-R4_MC02g04209	A2	4126	1282	aAutosome	aAutosome	NON	NON	5.79326	4126	3781.84	1300	5.12779
MvSl-1064-A2-R4_MC02g04210	A2	1375	392	aAutosome	aAutosome	NON	NON	4.22216	1375	1030.84	409	6.30713
MvSl-1064-A2-R4_MC02g04211	A2	2022	332	aAutosome	aAutosome	NON	NON	8.36384	2022	1677.84	6713	69.1234
MvSl-1064-A2-R4_MC02g04213	A2	546	181	aAutosome	aAutosome	NON	NON	5.65985	546	230.117	1278	77.0495
MvSl-1064-A2-R4_MC02g04214	A2	1353	332	aAutosome	aAutosome	NON	NON	5.66985	1353	1008.84	1147	17.6293
MvSl-1064-A2-R4_MC02g04215	A2	2470	630	aAutosome	aAutosome	NON	NON	7.22377	2470	2125.84	3192	24.6476
MvSl-1064-A2-R4_MC02g04216	A2	989	303	aAutosome	aAutosome	NON	NON	0.842257	989	644.908	43	0.924862
MvSl-1064-A2-R4_MC02g04222	A2	2061	374	aAutosome	aAutosome	NON	NON	6.26249	2061	1716.84	1758	15.6349
MvSl-1064-A2-R4_MC02g04223	A2	1555	479	aAutosome	aAutosome	NON	NON	5.29683	1555	1210.84	966	11.3726
MvSl-1064-A2-R4_MC02g04224	A2	1357	375	aAutosome	aAutosome	NON	NON	3.48739	1357	1012.84	250	3.84224
MvSl-1064-A2-R4_MC02g04226	A2	1485	324	aAutosome	aAutosome	NON	NON	4.16702	1485	1140.84	355.273	5.53308
MvSl-1064-A2-R4_MC02g04227	A2	250	62	aAutosome	aAutosome	NON	NON	1.26097	250	48.1058	35	17.4655
MvSl-1064-A2-R4_MC02g04228	A2	631	146	aAutosome	aAutosome	NON	NON	8.72264	631	303.434	8230	492.365
MvSl-1064-A2-R4_MC02g04229	A2	1650	426	aAutosome	aAutosome	NON	NON	6.10621	1650	1305.84	1651	18.4679
MvSl-1064-A2-R4_MC02g04230	A2	1425	307	aAutosome	aAutosome	NON	NON	7.50252	1425	1080.84	4075	58.6968
MvSl-1064-A2-R4_MC02g04231	A2	7378	2272	aAutosome	aAutosome	NON	NON	4.72644	7378	7033.84	477	1.34738
MvSl-1064-A2-R4_MC02g04232	A2	2526	733	aAutosome	aAutosome	NON	NON	5.81646	2526	2181.84	1300	9.02817
MvSl-1064-A2-R4_MC02g04233	A2	1736	416	aAutosome	aAutosome	NON	NON	7.07716	1736	1391.84	2988	33.9487
MvSl-1064-A2-R4_MC02g04235	A2	1248	397	aAutosome	aAutosome	NON	NON	3.45946	1248	903.844	265	4.23121
MvSl-1064-A2-R4_MC02g04236	A2	2377	613	aAutosome	aAutosome	NON	NON	4.87749	2377	2032.84	633	5.05204
MvSl-1064-A2-R4_MC02g04237	A2	390	129	aAutosome	aAutosome	NON	NON	4.00331	390	117.068	345	47.9534
MvSl-1064-A2-R4_MC02g04238	A2	1272	370	aAutosome	aAutosome	NON	NON	6.91277	1272	927.844	2895	45.487
MvSl-1064-A2-R4_MC02g04239	A2	1287	282	aAutosome	aAutosome	NON	NON	5.9077	1287	942.844	1435	22.2797
MvSl-1064-A2-R4_MC02g04240	A2	1485	402	aAutosome	aAutosome	NON	NON	5.73317	1485	1140.84	1212	16.2909
MvSl-1064-A2-R4_MC02g04241	A2	2822	825	aAutosome	aAutosome	NON	NON	4.83149	2822	2477.84	536	4.07798
MvSl-1064-A2-R4_MC02g04242	A2	1831	519	aAutosome	aAutosome	NON	NON	4.72489	1831	1486.84	529	6.25084
MvSl-1064-A2-R4_MC02g04243	A2	1731	498	aAutosome	aAutosome	NON	NON	6.20459	1731	1386.84	1763	18.6159
MvSl-1064-A2-R4_MC02g04245	A2	1232	299	aAutosome	aAutosome	NON	NON	5.21371	1232	887.844	689	14.8811
MvSl-1064-A2-R4_MC02g04246	A2	327	108	aAutosome	aAutosome	NON	NON	3.35868	327	80.6648	218	43.8583
MvSl-1064-A2-R4_MC02g04247	A2	1305	434	aAutosome	aAutosome	NON	NON	6.57422	1305	960.844	2267	34.7131
MvSl-1064-A2-R4_MC02g04248	A2	2582	835	aAutosome	aAutosome	NON	NON	5.27113	2582	2237.84	947	6.04446
MvSl-1064-A2-R4_MC02g04249	A2	2843	857	aAutosome	aAutosome	NON	NON	5.16401	2843	2498.84	767	5.01802
MvSl-1064-A2-R4_MC02g04250	A2	2820	798	aAutosome	aAutosome	NON	NON	6.51262	2820	2475.84	1889	12.9535
MvSl-1064-A2-R4_MC02g04251	A2	2252	633	aAutosome	aAutosome	NON	NON	6.16017	2252	1907.84	1489	13.154
MvSl-1064-A2-R4_MC02g04252	A2	3587	1026	aAutosome	aAutosome	NON	NON	6.46531	3587	3242.84	1980	9.53021
MvSl-1064-A2-R4_MC02g04253	A2	678	225	aAutosome	aAutosome	NON	NON	4.38387	678	345.745	449	21.0489
MvSl-1064-A2-R4_MC02g04254	A2	1730	365	aAutosome	aAutosome	NON	NON	5.13252	1730	1385.84	711	8.89129
MvSl-1064-A2-R4_MC02g04255	A2	1757	464	aAutosome	aAutosome	NON	NON	3.99164	1757	1412.84	238	4.25194
MvSl-1064-A2-R4_MC02g04256	A2	885	249	aAutosome	aAutosome	NON	NON	3.65082	885	542.766	249	8.1011
MvSl-1064-A2-R4_MC02g04257	A2	2885	617	aAutosome	aAutosome	NON	NON	9.60438	2885	2540.84	16197	107.664
MvSl-1064-A2-R4_MC02g04258	A2	2890	742	aAutosome	aAutosome	NON	NON	5.50914	2890	2545.84	1000	6.25298
MvSl-1064-A2-R4_MC02g04259	A2	1715	412	aAutosome	aAutosome	NON	NON	5.27917	1715	1370.84	889	9.89155
MvSl-1064-A2-R4_MC02g04260	A2	2003	419	aAutosome	aAutosome	NON	NON	2.90473	2003	1658.84	140	1.58556
MvSl-1064-A2-R4_MC02g04261	A2	690	134	aAutosome	aAutosome	NON	NON	7.85048	690	356.915	5759	227.129
MvSl-1064-A2-R4_MC02g04262	A2	684	164	aAutosome	aAutosome	NON	NON	4.93669	684	351.386	680	30.4037
MvSl-1064-A2-R4_MC02g04263	A2	2069	578	aAutosome	aAutosome	NON	NON	5.44504	2069	1724.84	1035	8.83136
MvSl-1064-A2-R4_MC02g04264	A2	3055	856	aAutosome	aAutosome	NON	NON	8.66733	3055	2710.84	9122	52.5003
MvSl-1064-A2-R4_MC02g04265	A2	2291	627	aAutosome	aAutosome	NON	NON	6.46555	2291	1946.84	2137	15.9056
MvSl-1064-A2-R4_MC02g04266	A2	2891	846	aAutosome	aAutosome	NON	NON	7.59616	2891	2546.84	4479	26.5905
MvSl-1064-A2-R4_MC02g04267	A2	878	160	aAutosome	aAutosome	NON	NON	5.22894	878	535.875	915	24.4917
MvSl-1064-A2-R4_MC02g04268	A2	2317	582	aAutosome	aAutosome	NON	NON	4.10603	2317	1972.84	354	3.05214
MvSl-1064-A2-R4_MC02g04269	A2	1826	484	aAutosome	aAutosome	NON	NON	6.21573	1826	1481.84	1590	17.5656
MvSl-1064-A2-R4_MC02g04270	A2	1334	292	aAutosome	aAutosome	NON	NON	4.44271	1334	989.844	382	7.90059
MvSl-1064-A2-R4_MC02g04271	A2	2435	629	aAutosome	aAutosome	NON	NON	5.29584	2435	2090.84	848	6.56926
MvSl-1064-A2-R4_MC02g04272	A2	1278	425	aAutosome	aAutosome	NON	NON	7.96259	1278	933.844	5420	93.5491
MvSl-1064-A2-R4_MC02g04273	A2	1966	532	aAutosome	aAutosome	NON	NON	7.92792	1966	1621.84	5950	52.682
MvSl-1064-A2-R4_MC02g04274	A2	377	102	aAutosome	aAutosome	NON	NON	1.12686	377	108.729	30	7.42659
MvSl-1064-A2-R4_MC02g04275	A2	1687	440	aAutosome	aAutosome	NON	NON	1.83123	1687	1342.84	60.7975	0.927144
MvSl-1064-A2-R4_MC02g04276	A2	566	155	aAutosome	aAutosome	NON	NON	0.470657	566	247.383	21.5137	1.8761
MvSl-1064-A2-R4_MC02g04280	A2	648	192	aAutosome	aAutosome	NON	NON	2.943	648	318.47	156.888	8.36483
MvSl-1064-A2-R4_MC02g04282	A2	862	263	aAutosome	aAutosome	NON	NON	4.89087	862	520.509	675	19.8884
MvSl-1064-A2-R4_MC02g04283	A2	4186	1162	aAutosome	aAutosome	NON	NON	7.67998	4186	3841.84	4699	18.681
MvSl-1064-A2-R4_MC02g04284	A2	853	180	aAutosome	aAutosome	NON	NON	5.48242	853	511.924	1067	30.5549
MvSl-1064-A2-R4_MC02g04285	A2	1505	368	aAutosome	aAutosome	NON	NON	4.99102	1505	1160.84	717	9.55999
MvSl-1064-A2-R4_MC02g04286	A2	3480	1141	aAutosome	aAutosome	NON	NON	7.68647	3480	3135.84	3843	23.4371
MvSl-1064-A2-R4_MC02g04287	A2	1433	367	aAutosome	aAutosome	NON	NON	3.16435	1433	1088.84	169	2.89464
MvSl-1064-A2-R4_MC02g04288	A2	875	210	aAutosome	aAutosome	NON	NON	1.9492	875	532.928	73	2.50195
MvSl-1064-A2-R4_MC02g04289	A2	3957	1156	aAutosome	aAutosome	NON	NON	6.267	3957	3612.84	1676	7.46055
MvSl-1064-A2-R4_MC02g04290	A2	2722	738	aAutosome	aAutosome	NON	NON	4.63156	2722	2377.84	453	3.71882
MvSl-1064-A2-R4_MC02g04291	A2	2225	620	aAutosome	aAutosome	NON	NON	6.51181	2225	1880.84	1608	17.5151
MvSl-1064-A2-R4_MC02g04292	A2	1455	379	aAutosome	aAutosome	NON	NON	4.01147	1455	1110.84	324.764	5.08352
MvSl-1064-A2-R4_MC02g04294	A2	2473	559	aAutosome	aAutosome	NON	NON	4.37745	2473	2128.84	445	3.40726
MvSl-1064-A2-R4_MC02g04295	A2	2286	565	aAutosome	aAutosome	NON	NON	1.12529	2286	1941.84	40	0.380906
MvSl-1064-A2-R4_MC02g04296	A2	2956	769	aAutosome	aAutosome	NON	NON	7.07224	2956	2611.84	2906	18.0492
MvSl-1064-A2-R4_MC02g04297	A2	1553	389	aAutosome	aAutosome	NON	NON	5.69858	1553	1208.84	1222	15.0198
MvSl-1064-A2-R4_MC02g04298	A2	1036	209	aAutosome	aAutosome	NON	NON	5.00803	1036	691.844	664	16.2979
MvSl-1064-A2-R4_MC02g04299	A2	2023	630	aAutosome	aAutosome	NON	NON	5.36231	2023	1678.84	896	8.56428
MvSl-1064-A2-R4_MC02g04300	A2	1133	338	aAutosome	aAutosome	NON	NON	2.91933	1133	788.844	165	3.31424
MvSl-1064-A2-R4_MC02g04301	A2	186	61	aAutosome	aAutosome	NON	NON	0.695821	186	29.8902	30	17.6249
MvSl-1064-A2-R4_MC02g04302	A2	520	148	aAutosome	aAutosome	NON	NON	3.81205	520	209.035	314	23.3058
MvSl-1064-A2-R4_MC02g04303	A2	565	135	aAutosome	aAutosome	NON	NON	2.73374	565	246.515	143	9.30561
MvSl-1064-A2-R4_MC02g04304	A2	2181	726	aAutosome	aAutosome	NON	NON	5.80816	2181	1836.84	1319	10.6675
MvSl-1064-A2-R4_MC02g04305	A2	1979	469	aAutosome	aAutosome	NON	NON	6.77851	1979	1634.84	2535	23.4905
MvSl-1064-A2-R4_MC02g04307	A2	1475	363	aAutosome	aAutosome	NON	NON	5.33723	1475	1130.84	890	12.4885
MvSl-1064-A2-R4_MC02g04308	A2	1316	192	aAutosome	aAutosome	NON	NON	6.85196	1316	971.844	2629	41.5684
MvSl-1064-A2-R4_MC02g04309	A2	3064	707	aAutosome	aAutosome	NON	NON	7.60228	3064	2719.84	4497	25.0053
MvSl-1064-A2-R4_MC02g04310	A2	680	144	aAutosome	aAutosome	NON	NON	1.19765	680	347.745	42	2.24093
MvSl-1064-A2-R4_MC02g04311	A2	2240	569	aAutosome	aAutosome	NON	NON	6.43129	2240	1895.84	1729.72	16.0401
MvSl-1064-A2-R4_MC02g04312	A2	4831	1558	aAutosome	aAutosome	NON	NON	6.45194	4831	4486.84	1875	6.83566
MvSl-1064-A2-R4_MC02g04313	A2	1554	452	aAutosome	aAutosome	NON	NON	6.50511	1554	1209.84	2116	26.2603
MvSl-1064-A2-R4_MC02g04314	A2	4706	1522	aAutosome	aAutosome	NON	NON	4.67829	4706	4361.84	534	2.05438
MvSl-1064-A2-R4_MC02g04315	A2	1696	338	aAutosome	aAutosome	NON	NON	5.82272	1696	1351.84	1395	14.6809
MvSl-1064-A2-R4_MC02g04316	A2	863	259	aAutosome	aAutosome	NON	NON	4.91953	863	521.457	707	20.2602
MvSl-1064-A2-R4_MC02g04317	A2	1377	357	aAutosome	aAutosome	NON	NON	7.59473	1377	1032.84	4402	65.4762
