target_id	length	eff_length	est_counts	meantpm
MvSl-1064-A2-R4_MC04-1g06169	432	143.86	0	0
MvSl-1064-A2-R4_MC04-1g06170	2368	2023.84	102.569	0.863843
MvSl-1064-A2-R4_MC04-1g06171	1485	1140.84	792.075	12.1621
MvSl-1064-A2-R4_MC04-1g06172	192	31.5615	1.25347	0.766027
MvSl-1064-A2-R4_MC04-1g06173	2603	2258.84	2679.67	18.8506
MvSl-1064-A2-R4_MC04-1g06174	1416	1071.84	1246.33	16.564
MvSl-1064-A2-R4_MC04-1g06175	432	143.86	0	0
MvSl-1064-A2-R4_MC04-1g06176	2368	2023.84	102.569	0.863843
MvSl-1064-A2-R4_MC04-1g06177	1485	1140.84	792.075	12.1621
MvSl-1064-A2-R4_MC04-1g06178	192	31.5615	1.25347	0.766027
MvSl-1064-A2-R4_MC04-1g06179	2603	2258.84	2679.67	18.8506
MvSl-1064-A2-R4_MC04-1g06180	357	96.0622	1	0.166007
MvSl-1064-A2-R4_MC04-1g06181	3576	3231.84	431	2.73526
MvSl-1064-A2-R4_MC04-1g06182	355	94.9518	509.103	79.4265
MvSl-1064-A2-R4_MC04-1g06183	211	36.6394	43.5973	19.4377
MvSl-1064-A2-R4_MC04-1g06184	1166	821.844	146.382	2.8143
MvSl-1064-A2-R4_MC04-1g06185	395	120.136	1286.42	154.086
MvSl-1064-A2-R4_MC04-1g06186	213	37.238	1	0.415688
MvSl-1064-A2-R4_MC04-1g06187	316	74.9552	12.4932	3.72338
MvSl-1064-A2-R4_MC04-1g06188	2557	2212.84	63.4494	0.4548
MvSl-1064-A2-R4_MC04-1g06189	1416	1071.84	1246.33	16.564
MvSl-1064-A2-R4_MC04-1g06190	2391	2046.84	3077	23.1868
MvSl-1064-A2-R4_MC04-1g06191	1037	692.844	1007	22.0617
MvSl-1064-A2-R4_MC04-1g06192	433	144.64	110	12.3636
MvSl-1064-A2-R4_MC04-1g06193	1088	743.844	297	6.73222
MvSl-1064-A2-R4_MC04-1g06194	297	65.9908	486	128.034
MvSl-1064-A2-R4_MC04-1g06195	2771	2426.84	571	3.88475
MvSl-1064-A2-R4_MC04-1g06196	1225	880.844	1473	24.4808
MvSl-1064-A2-R4_MC04-1g06197	936	592.338	1303	34.2501
MvSl-1064-A2-R4_MC04-1g06198	2388	2043.84	3282	24.5903
MvSl-1064-A2-R4_MC04-1g06199	1396	1051.84	2467	35.889
MvSl-1064-A2-R4_MC04-1g06200	2471	2126.84	2010	12.9563
MvSl-1064-A2-R4_MC04-1g06201	174	26.0434	66	45.0955
MvSl-1064-A2-R4_MC04-1g06202	511	201.523	198	16.3261
MvSl-1064-A2-R4_MC04-1g06203	1159	814.844	444	8.91971
MvSl-1064-A2-R4_MC04-1g06204	3357	3012.84	2649	15.0869
MvSl-1064-A2-R4_MC04-1g06205	1054	709.844	676	14.8232
MvSl-1064-A2-R4_MC04-1g06206	2140	1795.84	1259	11.4718
MvSl-1064-A2-R4_MC04-1g06207	1650	1305.84	290	3.44509
MvSl-1064-A2-R4_MC04-1g06208	1445	1100.84	264	4.2814
MvSl-1064-A2-R4_MC04-1g06209	1234	889.844	607	10.0823
MvSl-1064-A2-R4_MC04-1g06210	2340	1995.84	2219	16.9212
MvSl-1064-A2-R4_MC04-1g06211	535	221.14	144	10.8791
MvSl-1064-A2-R4_MC04-1g06212	487	182.978	206	16.3864
MvSl-1064-A2-R4_MC04-1g06213	4166	3821.84	2141	8.15678
MvSl-1064-A2-R4_MC04-1g06214	2973	2628.84	4206	26.209
MvSl-1064-A2-R4_MC04-1g06215	1303	958.844	1415	22.2494
MvSl-1064-A2-R4_MC04-1g06216	2528	2183.84	1838	12.6883
MvSl-1064-A2-R4_MC04-1g06217	526	213.91	9387	638.166
MvSl-1064-A2-R4_MC04-1g06218	2090	1745.84	1894	16.5552
MvSl-1064-A2-R4_MC04-1g06219	2288	1943.84	870	6.20079
MvSl-1064-A2-R4_MC04-1g06220	810	470.347	1404	43.2503
MvSl-1064-A2-R4_MC04-1g06221	932	588.456	1773	40.1209
MvSl-1064-A2-R4_MC04-1g06222	637	308.543	11	0.596467
MvSl-1064-A2-R4_MC04-1g06223	988	643.908	7	0.109465
MvSl-1064-A2-R4_MC04-1g06224	2489	2144.84	4652	35.399
MvSl-1064-A2-R4_MC04-1g06225	1316	971.844	1100	17.3814
MvSl-1064-A2-R4_MC04-1g06226	838	497.329	687	20.4584
MvSl-1064-A2-R4_MC04-1g06227	6237	5892.84	2488	7.99686
MvSl-1064-A2-R4_MC04-1g06228	4515	4170.84	11.0441	0.0515038
MvSl-1064-A2-R4_MC04-1g06229	981	636.972	0	0
MvSl-1064-A2-R4_MC04-1g06230	2697	2352.84	6260	47.0733
MvSl-1064-A2-R4_MC04-1g06231	1912	1567.84	2866	25.1669
MvSl-1064-A2-R4_MC04-1g06232	1395	1050.84	2579	35.1883
MvSl-1064-A2-R4_MC04-1g06233	246	46.9269	485	134.395
MvSl-1064-A2-R4_MC04-1g06234	1250	905.844	708	11.3674
MvSl-1064-A2-R4_MC04-1g06235	695	361.475	330	13.2652
MvSl-1064-A2-R4_MC04-1g06236	1087	742.844	208	4.08792
MvSl-1064-A2-R4_MC04-1g06237	1628	1283.84	2300	26.8333
MvSl-1064-A2-R4_MC04-1g06238	1638	1293.84	1	0.0123658
MvSl-1064-A2-R4_MC04-1g06239	1704	1359.84	20	0.22311
MvSl-1064-A2-R4_MC04-1g06240	1787	1442.84	2493	24.6426
MvSl-1064-A2-R4_MC04-1g06241	1449	1104.84	5629	78.5351
MvSl-1064-A2-R4_MC04-1g06242	183	28.8424	20	10.5179
MvSl-1064-A2-R4_MC04-1g06243	1483	1138.84	3035	38.111
MvSl-1064-A2-R4_MC04-1g06244	1440	1095.84	1101	14.7409
MvSl-1064-A2-R4_MC04-1g06245	1842	1497.84	1297	14.83
MvSl-1064-A2-R4_MC04-1g06246	1109	764.844	657	13.0135
MvSl-1064-A2-R4_MC04-1g06247	456	160.817	17.9203	1.84862
MvSl-1064-A2-R4_MC04-1g06248	2529	2184.84	825	5.45332
MvSl-1064-A2-R4_MC04-1g06249	1468	1123.84	1449	20.1695
MvSl-1064-A2-R4_MC04-1g06250	2052	1707.84	808	7.46805
MvSl-1064-A2-R4_MC04-1g06251	1687	1342.84	1337	16.449
MvSl-1064-A2-R4_MC04-1g06252	771	433.169	1277	44.9293
MvSl-1064-A2-R4_MC04-1g06253	1643	1298.84	2656	32.7426
MvSl-1064-A2-R4_MC04-1g06254	940	596.278	14	0.430834
MvSl-1064-A2-R4_MC04-1g06255	5968	5623.84	231.733	0.758101
MvSl-1064-A2-R4_MC04-1g06256	5269	4924.84	4.10498	0.0064184
MvSl-1064-A2-R4_MC04-2g06257	1375	1030.84	0	0
MvSl-1064-A2-R4_MC04-2g06258	772	434.081	0	0
MvSl-1064-A2-R4_MC04-2g06259	1647	1302.84	0	0
MvSl-1064-A2-R4_MC04-2g06260	939	595.278	0	0
MvSl-1064-A2-R4_MC04-2g06261	5968	5623.84	231.733	0.758101
MvSl-1064-A2-R4_MC04-2g06262	6023	5678.84	969.075	4.07229
MvSl-1064-A2-R4_MC04-2g06263	1827	1482.84	98.0325	1.13244
MvSl-1064-A2-R4_MC04-2g06264	1880	1535.84	121.097	2.01726
MvSl-1064-A2-R4_MC04-2g06265	201	34.4601	4.12943	1.65728
MvSl-1064-A2-R4_MC04-2g06266	338	85.9933	15.8255	2.96749
MvSl-1064-A2-R4_MC04-2g06267	165	25.3929	0	0.671485
MvSl-1064-A2-R4_MC04-2g06268	330	82.114	7.10285	1.40556
MvSl-1064-A2-R4_MC04-2g06269	508	199.287	256.987	17.8139
MvSl-1064-A2-R4_MC04-2g06270	192	31.5615	505	301.201
MvSl-1064-A2-R4_MC04-2g06271	304	69.3201	756	182.894
MvSl-1064-A2-R4_MC04-2g06272	4136	3791.84	1523	6.9882
MvSl-1064-A2-R4_MC04-2g06273	1006	661.844	1749	38.2686
MvSl-1064-A2-R4_MC04-2g06274	1099	754.844	1892	38.0371
MvSl-1064-A2-R4_MC04-2g06275	3576	3231.84	9789	59.2014
MvSl-1064-A2-R4_MC04-2g06276	519	208.243	195	16.0628
MvSl-1064-A2-R4_MC04-2g06277	2379	2034.84	5360	44.2177
MvSl-1064-A2-R4_MC04-2g06278	2892	2547.84	2904	17.6167
MvSl-1064-A2-R4_MC04-2g06279	1488	1143.84	1131	15.0209
MvSl-1064-A2-R4_MC04-2g06280	4263	3918.84	2042	8.41717
MvSl-1064-A2-R4_MC04-2g06281	1521	1176.84	726	9.62998
MvSl-1064-A2-R4_MC04-2g06282	261	51.6734	45	11.9581
MvSl-1064-A2-R4_MC04-2g06283	4798	4453.84	5731	21.2914
MvSl-1064-A2-R4_MC04-2g06284	2198	1853.84	4040	35.26
MvSl-1064-A2-R4_MC04-2g06285	1023	678.844	220	4.4748
MvSl-1064-A2-R4_MC04-2g06286	186	29.8902	152	92.1167
MvSl-1064-A2-R4_MC04-2g06287	1765	1420.84	50650	675.358
MvSl-1064-A2-R4_MC04-2g06288	5440	5095.84	8252	29.1923
MvSl-1064-A2-R4_MC04-2g06289	654	323.709	0	0.028664
MvSl-1064-A2-R4_MC04-2g06290	1724	1379.84	148.088	1.7473
MvSl-1064-A2-R4_MC04-2g06291	2194	1849.84	3105	26.176
MvSl-1064-A2-R4_MC04-2g06292	2137	1792.84	1750	16.5353
MvSl-1064-A2-R4_MC04-2g06293	5248	4903.84	1088	3.76398
MvSl-1064-A2-R4_MC04-2g06294	3488	3143.84	1682	8.23418
MvSl-1064-A2-R4_MC04-2g06295	565	246.515	26.2858	1.56425
MvSl-1064-A2-R4_MC04-2g06296	2423	2078.84	111.425	0.911082
MvSl-1064-A2-R4_MC04-2g06297	3894	3549.84	1601.78	7.22094
MvSl-1064-A2-R4_MC04-2g06298	2312	1967.84	3	0.0243941
MvSl-1064-A2-R4_MC04-2g06299	1248	903.844	860	15.2852
MvSl-1064-A2-R4_MC04-2g06300	1013	668.844	136	3.25218
MvSl-1064-A2-R4_MC04-2g06301	710	375.271	68	2.54399
MvSl-1064-A2-R4_MC04-2g06302	1098	753.844	607	11.9663
MvSl-1064-A2-R4_MC04-2g06303	743	406.449	6.32833	0.119892
MvSl-1064-A2-R4_MC04-2g06304	3133	2788.84	1100.51	7.7626
MvSl-1064-A2-R4_MC04-2g06305	3000	2655.84	158.52	1.13909
MvSl-1064-A2-R4_MC04-2g06306	201	34.4601	0	0
MvSl-1064-A2-R4_MC04-2g06307	1695	1350.84	0	0
MvSl-1064-A2-R4_MC04-2g06308	4469	4124.84	85.0129	0.31142
MvSl-1064-A2-R4_MC04-2g06309	2988	2643.84	4.91083	0.0335937
MvSl-1064-A2-R4_MC04-2g06310	201	34.4601	0	0
MvSl-1064-A2-R4_MC04-2g06311	271	55.382	0	0
MvSl-1064-A2-R4_MC04-2g06312	2029	1684.84	6	0.111172
MvSl-1064-A2-R4_MC04-2g06313	4102	3757.84	5303	22.5368
MvSl-1064-A2-R4_MC04-2g06314	2205	1860.84	1137	9.5226
MvSl-1064-A2-R4_MC04-2g06315	4716	4371.84	3882	15.7049
MvSl-1064-A2-R4_MC04-2g06316	5764	5419.84	6615.32	23.594
MvSl-1064-A2-R4_MC04-2g06317	1260	915.844	3820	65.184
MvSl-1064-A2-R4_MC04-2g06318	2012	1667.84	444	4.62783
MvSl-1064-A2-R4_MC04-2g06319	1218	873.844	462	7.73587
MvSl-1064-A2-R4_MC04-2g06320	2246	1901.84	3356	28.1876
MvSl-1064-A2-R4_MC04-2g06321	3668	3323.84	14	0.0948797
MvSl-1064-A2-R4_MC04-2g06322	845	504.178	299	8.12579
MvSl-1064-A2-R4_MC04-2g06323	1643	1298.84	1237	14.3431
MvSl-1064-A2-R4_MC04-2g06324	1392	1047.84	9	0.12157
MvSl-1064-A2-R4_MC04-2g06325	3833	3488.84	3619	17.6827
MvSl-1064-A2-R4_MC04-2g06326	2616	2271.84	2593	19.287
MvSl-1064-A2-R4_MC04-2g06327	1676	1331.84	979	11.4617
MvSl-1064-A2-R4_MC04-2g06328	502	194.528	22	1.7632
MvSl-1064-A2-R4_MC04-2g06329	246	46.9269	3	0.659891
MvSl-1064-A2-R4_MC04-2g06330	1741	1396.84	297	3.93665
MvSl-1064-A2-R4_MC04-2g06331	3305	2960.84	3	0.0134101
MvSl-1064-A2-R4_MC04-2g06332	2616	2271.84	2156	14.5172
MvSl-1064-A2-R4_MC04-2g06333	241	45.5586	0	0.344093
MvSl-1064-A2-R4_MC04-2g06334	3988	3643.84	182	1.34388
MvSl-1064-A2-R4_MC04-2g06335	444	152.449	44	5.88007
MvSl-1064-A2-R4_MC04-2g06336	1334	989.844	200	3.38324
MvSl-1064-A2-R4_MC04-2g06337	4001	3656.84	5817.35	28.507
MvSl-1064-A2-R4_MC04-2g06338	4266	3921.84	2172	9.23971
MvSl-1064-A2-R4_MC04-2g06339	1118	773.844	1531	29.974
MvSl-1064-A2-R4_MC04-2g06340	2230	1885.84	466	4.24446
MvSl-1064-A2-R4_MC04-2g06341	638	309.446	50.2993	3.62071
MvSl-1064-A2-R4_MC04-2g06342	669	337.446	844.172	38.6379
MvSl-1064-A2-R4_MC04-2g06343	651	320.975	25.5882	1.30937
MvSl-1064-A2-R4_MC04-2g06344	932	588.456	136.705	3.87758
MvSl-1064-A2-R4_MC04-2g06345	333	83.5334	3.01521	0.670268
MvSl-1064-A2-R4_MC04-2g06346	317	75.4705	23	5.49227
MvSl-1064-A2-R4_MC04-2g06347	1889	1544.84	132	1.64116
MvSl-1064-A2-R4_MC04-2g06348	994	649.844	834.117	20.4299
MvSl-1064-A2-R4_MC04-2g06349	2468	2123.84	336	2.60577
MvSl-1064-A2-R4_MC04-2g06350	426	139.632	0	0.17837
MvSl-1064-A2-R4_MC04-2g06351	1375	1030.84	606	9.45297
MvSl-1064-A2-R4_MC04-2g06352	1150	805.844	31	0.532994
MvSl-1064-A2-R4_MC04-2g06353	346	90.2127	65	12.4658
MvSl-1064-A2-R4_MC04-2g06354	402	124.246	1.01345	0.72356
MvSl-1064-A2-R4_MC04-2g06355	2255	1910.84	812.336	7.12072
MvSl-1064-A2-R4_MC04-2g06356	447	154.537	8.01608	0.992193
MvSl-1064-A2-R4_MC04-2g06357	4981	4636.84	2927.84	10.9792
MvSl-1064-A2-R4_MC04-2g06358	927	583.632	8.62038	0.168727
MvSl-1064-A2-R4_MC04-2g06359	678	345.745	22.324	0.80744
MvSl-1064-A2-R4_MC04-2g06360	603	278.782	17	2.08931
MvSl-1064-A2-R4_MC04-2g06361	897	554.492	20	0.981893
MvSl-1064-A2-R4_MC04-2g06362	531	217.933	125.768	9.20819
MvSl-1064-A2-R4_MC04-2g06363	2559	2214.84	1741	13.1105
MvSl-1064-A2-R4_MC04-2g06364	5051	4706.84	2432.12	8.90621
MvSl-1064-A2-R4_MC04-2g06365	1788	1443.84	359	3.61036
MvSl-1064-A2-R4_MC04-2g06366	1055	710.844	1370	29.2163
MvSl-1064-A2-R4_MC04-2g06367	1318	973.844	1985	29.5493
MvSl-1064-A2-R4_MC04-2g06368	551	234.31	148	11.7068
MvSl-1064-A2-R4_MC04-2g06369	1636	1291.84	857	14.7896
MvSl-1064-A2-R4_MC04-2g06370	1426	1081.84	795	10.7226
MvSl-1064-A2-R4_MC04-2g06371	1064	719.844	244	4.43072
MvSl-1064-A2-R4_MC04-2g06372	926	582.632	1667	45.6367
MvSl-1064-A2-R4_MC04-2g06373	2781	2436.84	1204	7.49408
MvSl-1064-A2-R4_MC04-2g06374	1269	924.844	27	0.431138
MvSl-1064-A2-R4_MC04-2g06375	1189	844.844	16	0.224389
MvSl-1064-A2-R4_MC04-2g06376	1328	983.844	66	0.879207
MvSl-1064-A2-R4_MC04-2g06377	1296	951.844	846	15.0553
MvSl-1064-A2-R4_MC04-2g06378	457	161.543	0	0
MvSl-1064-A2-R4_MC04-2g06379	3308	2963.84	2853	15.0063
MvSl-1064-A2-R4_MC04-2g06380	1314	969.844	629.936	9.4127
MvSl-1064-A2-R4_MC04-2g06381	465	167.058	136.739	9.40791
MvSl-1064-A2-R4_MC04-2g06382	558	240.435	6.71635	0.215102
MvSl-1064-A2-R4_MC05g06383	871	529.088	0	0
MvSl-1064-A2-R4_MC05g06384	1783	1438.84	868.988	10.5183
MvSl-1064-A2-R4_MC05g06385	2173	1828.84	0	0
MvSl-1064-A2-R4_MC05g06386	508	199.287	2.28218	0.303181
MvSl-1064-A2-R4_MC05g06387	971	626.972	5.03752	0.219173
MvSl-1064-A2-R4_MC05g06388	2427	2082.84	546.533	4.39382
MvSl-1064-A2-R4_MC05g06389	2194	1849.84	2419	19.919
MvSl-1064-A2-R4_MC05g06390	4244	3899.84	2133	9.45751
MvSl-1064-A2-R4_MC05g06391	1454	1109.84	1717	26.2086
MvSl-1064-A2-R4_MC05g06392	5143	4798.84	5346	17.9665
MvSl-1064-A2-R4_MC05g06393	696	362.401	576	24.1315
MvSl-1064-A2-R4_MC05g06394	812	472.253	793	24.0403
MvSl-1064-A2-R4_MC05g06395	2075	1730.84	5	0.089383
MvSl-1064-A2-R4_MC05g06396	1767	1422.84	1970	20.5525
MvSl-1064-A2-R4_MC05g06397	1423	1078.84	302.365	5.00522
MvSl-1064-A2-R4_MC05g06398	2272	1927.84	781.655	6.69257
MvSl-1064-A2-R4_MC05g06399	1497	1152.84	274.982	3.71278
MvSl-1064-A2-R4_MC05g06400	228	41.7525	16	10.5457
MvSl-1064-A2-R4_MC05g06401	2824	2479.84	1220	8.18045
MvSl-1064-A2-R4_MC05g06402	4085	3740.84	2	0.00633637
MvSl-1064-A2-R4_MC05g06403	2745	2400.84	6595	44.4095
MvSl-1064-A2-R4_MC05g06404	368	102.996	291	46.9964
MvSl-1064-A2-R4_MC05g06405	1748	1403.84	1165	13.5142
MvSl-1064-A2-R4_MC05g06406	2002	1657.84	3568	35.5929
MvSl-1064-A2-R4_MC05g06407	960	616.096	1693	42.5487
MvSl-1064-A2-R4_MC05g06408	2721	2376.84	5921	44.4731
MvSl-1064-A2-R4_MC05g06409	1796	1451.84	857.517	7.88356
MvSl-1064-A2-R4_MC05g06410	192	31.5615	11	7.2026
MvSl-1064-A2-R4_MC05g06411	5742	5397.84	3614	11.6562
MvSl-1064-A2-R4_MC05g06412	1208	863.844	1	0.0185179
MvSl-1064-A2-R4_MC05g06413	1837	1492.84	478	4.47265
MvSl-1064-A2-R4_MC05g06414	2950	2605.84	6329	44.9029
MvSl-1064-A2-R4_MC05g06415	292	63.5551	1	0.12116
MvSl-1064-A2-R4_MC05g06416	851	509.924	4	0.125558
MvSl-1064-A2-R4_MC05g06417	457	161.543	0	0.206375
MvSl-1064-A2-R4_MC05g06418	733	396.695	0	0
MvSl-1064-A2-R4_MC05g06419	4842	4497.84	2543	9.43938
MvSl-1064-A2-R4_MC05g06420	2876	2531.84	2868	17.1922
MvSl-1064-A2-R4_MC05g06421	2537	2192.84	1912	12.703
MvSl-1064-A2-R4_MC05g06422	2401	2056.84	1497	11.864
MvSl-1064-A2-R4_MC05g06423	1865	1520.84	2346	22.4984
MvSl-1064-A2-R4_MC05g06424	1617	1272.84	193	2.47811
MvSl-1064-A2-R4_MC05g06425	1092	747.844	1684	35.2418
MvSl-1064-A2-R4_MC05g06426	2156	1811.84	1179	9.53252
MvSl-1064-A2-R4_MC05g06427	1950	1605.84	1497.86	12.5814
MvSl-1064-A2-R4_MC05g06428	464	166.297	80	6.79361
MvSl-1064-A2-R4_MC05g06429	814	474.11	3037	92.445
MvSl-1064-A2-R4_MC05g06430	3615	3270.84	1721	9.06228
MvSl-1064-A2-R4_MC05g06431	444	152.449	630	65.559
MvSl-1064-A2-R4_MC05g06432	1696	1351.84	724	9.24413
MvSl-1064-A2-R4_MC05g06433	4032	3687.84	586	2.32675
MvSl-1064-A2-R4_MC05g06434	2614	2269.84	340	2.18112
MvSl-1064-A2-R4_MC05g06435	1324	979.844	212.941	3.6725
MvSl-1064-A2-R4_MC05g06436	1257	912.844	4.62006	0.0983611
MvSl-1064-A2-R4_MC05g06437	280	59.0401	5.68701	1.48081
MvSl-1064-A2-R4_MC05g06438	159	23.0912	0	0
MvSl-1064-A2-R4_MC05g06439	222	39.7997	298	114.105
MvSl-1064-A2-R4_MC05g06440	3212	2867.84	1318	8.72945
MvSl-1064-A2-R4_MC05g06441	303	68.7944	81	29.6815
MvSl-1064-A2-R4_MC05g06442	5160	4815.84	5119	18.7816
MvSl-1064-A2-R4_MC05g06443	1475	1130.84	2152	28.9557
MvSl-1064-A2-R4_MC05g06444	2034	1689.84	3173	26.154
MvSl-1064-A2-R4_MC05g06445	492	186.938	15	1.4576
MvSl-1064-A2-R4_MC05g06446	461	164.229	1772	186.462
MvSl-1064-A2-R4_MC05g06447	4808	4463.84	627.132	2.57305
MvSl-1064-A2-R4_MC05g06448	3459	3114.84	1387.68	7.61604
MvSl-1064-A2-R4_MC05g06449	1435	1090.84	2304	31.3334
MvSl-1064-A2-R4_MC05g06450	4453	4108.84	5394	22.5039
MvSl-1064-A2-R4_MC05g06451	2881	2536.84	4427	25.9386
MvSl-1064-A2-R4_MC05g06452	2407	2062.84	3390	25.8455
MvSl-1064-A2-R4_MC05g06453	392	118.33	105.958	13.1669
MvSl-1064-A2-R4_MC05g06454	356	95.4919	22.8673	3.27267
MvSl-1064-A2-R4_MC05g06455	1498	1153.84	276	4.7115
MvSl-1064-A2-R4_MC05g06456	786	447.462	142.925	6.00877
MvSl-1064-A2-R4_MC05g06457	2014	1669.84	1015.3	9.29856
MvSl-1064-A2-R4_MC05g06458	1417	1072.84	1117	16.5097
MvSl-1064-A2-R4_MC05g06459	789	450.372	79	2.8999
MvSl-1064-A2-R4_MC05g06460	1352	1007.84	1289	20.4112
MvSl-1064-A2-R4_MC05g06461	3940	3595.84	327	1.56842
MvSl-1064-A2-R4_MC05g06462	632	304.371	70	4.27415
MvSl-1064-A2-R4_MC05g06463	1495	1150.84	1503	20.3173
MvSl-1064-A2-R4_MC05g06464	2432	2087.84	1490	12.4811
MvSl-1064-A2-R4_MC05g06465	2255	1910.84	6940	59.3571
MvSl-1064-A2-R4_MC05g06466	1405	1060.84	3103	43.4551
MvSl-1064-A2-R4_MC05g06467	3066	2721.84	1792	10.6423
MvSl-1064-A2-R4_MC05g06468	2304	1959.84	788	5.62045
MvSl-1064-A2-R4_MC05g06469	1425	1080.84	1742	25.6155
MvSl-1064-A2-R4_MC05g06470	1576	1231.84	437.453	6.05075
MvSl-1064-A2-R4_MC05g06471	251	48.557	17.5179	7.38778
MvSl-1064-A2-R4_MC05g06472	962	617.972	18	0.519308
MvSl-1064-A2-R4_MC05g06473	391	117.733	0	0
MvSl-1064-A2-R4_MC05g06474	1956	1611.84	1517	17.7264
MvSl-1064-A2-R4_MC05g06475	5283	4938.84	10761	35.5737
MvSl-1064-A2-R4_MC05g06476	1934	1589.84	343	3.31627
MvSl-1064-A2-R4_MC05g06477	2740	2395.84	4792	31.7634
MvSl-1064-A2-R4_MC05g06478	1951	1606.84	2869	28.1812
MvSl-1064-A2-R4_MC05g06479	3854	3509.84	116	0.658998
MvSl-1064-A2-R4_MC05g06480	210	36.4252	0	0.431486
MvSl-1064-A2-R4_MC05g06481	502	194.528	101.059	8.81796
MvSl-1064-A2-R4_MC05g06482	278	58.2617	23.2366	6.23144
MvSl-1064-A2-R4_MC05g06483	2001	1656.84	128.661	1.6156
MvSl-1064-A2-R4_MC05g06484	342	88.3348	223.167	34.4091
MvSl-1064-A2-R4_MC05g06485	1379	1034.84	2670.12	33.0648
MvSl-1064-A2-R4_MC05g06486	261	51.6734	81.4481	29.3819
MvSl-1064-A2-R4_MC05g06487	727	391.136	295.108	11.3511
MvSl-1064-A2-R4_MC05g06488	3124	2779.84	742	4.25345
MvSl-1064-A2-R4_MC05g06489	3515	3170.84	1943	10.1071
MvSl-1064-A2-R4_MC05g06490	2151	1806.84	2146	18.4027
MvSl-1064-A2-R4_MC05g06491	2412	2067.84	2535	18.2154
MvSl-1064-A2-R4_MC05g06492	2388	2043.84	3972	33.0222
MvSl-1064-A2-R4_MC05g06493	239	44.8451	26	13.3915
MvSl-1064-A2-R4_MC05g06494	4522	4177.84	1974	7.99068
MvSl-1064-A2-R4_MC05g06495	1636	1291.84	1500	14.8128
MvSl-1064-A2-R4_MC05g06496	1391	1046.84	1813	28.531
MvSl-1064-A2-R4_MC05g06497	4213	3868.84	2256	9.86821
MvSl-1064-A2-R4_MC05g06498	626	299.061	0	0
MvSl-1064-A2-R4_MC05g06499	2251	1906.84	3115	25.5342
MvSl-1064-A2-R4_MC05g06500	3286	2941.84	2631	14.4047
MvSl-1064-A2-R4_MC05g06501	847	506.077	884	23.0037
MvSl-1064-A2-R4_MC05g06502	900	557.436	170	4.71368
MvSl-1064-A2-R4_MC05g06503	302	68.1301	71	14.6932
MvSl-1064-A2-R4_MC05g06504	197	33.4374	187	77.1841
MvSl-1064-A2-R4_MC05g06505	2217	1872.84	1358	11.4783
MvSl-1064-A2-R4_MC05g06506	2015	1670.84	15	0.118807
MvSl-1064-A2-R4_MC05g06507	10634	10289.8	31169	62.7439
MvSl-1064-A2-R4_MC05g06508	1642	1297.84	1196	15.7478
MvSl-1064-A2-R4_MC05g06509	806	466.772	115	4.9581
MvSl-1064-A2-R4_MC05g06510	1061	716.844	181	3.91135
MvSl-1064-A2-R4_MC05g06511	557	239.695	2886	156.531
MvSl-1064-A2-R4_MC05g06512	949	605.219	3205	76.5439
MvSl-1064-A2-R4_MC05g06513	7455	7110.84	411	1.24147
MvSl-1064-A2-R4_MC05g06514	1781	1436.84	324	3.39417
MvSl-1064-A2-R4_MC05g06515	1197	852.844	504	8.37357
MvSl-1064-A2-R4_MC05g06516	252	48.694	0	0.333566
MvSl-1064-A2-R4_MC05g06517	1736	1391.84	8	0.0800371
MvSl-1064-A2-R4_MC05g06518	4357	4012.84	0	0
MvSl-1064-A2-R4_MC05g06519	1355	1010.84	848	13.1087
MvSl-1064-A2-R4_MC05g06520	1892	1547.84	1254	12.4588
MvSl-1064-A2-R4_MC05g06521	710	375.271	2019	78.6059
MvSl-1064-A2-R4_MC05g06522	1537	1192.84	740.356	9.82127
MvSl-1064-A2-R4_MC05g06523	1078	733.844	122.376	2.50857
MvSl-1064-A2-R4_MC05g06524	2486	2141.84	451.348	2.95712
MvSl-1064-A2-R4_MC05g06525	1953	1608.84	303.317	2.93095
MvSl-1064-A2-R4_MC05g06526	2010	1665.84	3475	31.1156
MvSl-1064-A2-R4_MC05g06527	2118	1773.84	1112.39	10.7406
MvSl-1064-A2-R4_MC05g06528	3033	2688.84	6800	42.0717
MvSl-1064-A2-R4_MC05g06529	268	54.2987	0	0
MvSl-1064-A2-R4_MC05g06530	602	277.987	354.07	20.4
MvSl-1064-A2-R4_MC05g06531	210	36.4252	407.312	155.655
MvSl-1064-A2-R4_MC05g06532	192	31.5615	11	9.21096
MvSl-1064-A2-R4_MC05g06533	2147	1802.84	228.327	1.99955
MvSl-1064-A2-R4_MC05g06534	823	482.821	8	0.524909
MvSl-1064-A2-R4_MC05g06535	375	107.585	0.290034	0.020759
MvSl-1064-A2-R4_MC05g06536	3465	3120.84	52.3464	0.414042
MvSl-1064-A2-R4_MC05g06537	2863	2518.84	20.2105	0.165372
MvSl-1064-A2-R4_MC05g06538	2419	2074.84	18.5479	0.189233
MvSl-1064-A2-R4_MC05g06539	4347	4002.84	583.036	2.38422
MvSl-1064-A2-R4_MC05g06540	1854	1509.84	2.84326	0.0473398
MvSl-1064-A2-R4_MC05g06541	189	30.6841	0	0
MvSl-1064-A2-R4_MC05g06542	1663	1318.84	41.4398	0.564406
MvSl-1064-A2-R4_MC05g06543	2014	1669.84	2.02795	0.0093517
