gida2	cdsa2	prota2	reversecdsa2	cdsa2expest	bPARt8	youngold	DE	haploid
MvSl-1064-A1-R4_A1g00542	1173	390	1170	1.002564103	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00543	2190	729	2187	1.001371742	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00544	1743	580	1740	1.001724138	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00546	345	114	342	1.00877193	Black	OldStrata	Down	A1
MvSl-1064-A1-R4_A1g00568	396	131	393	1.007633588	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00575	2976	991	2973	1.001009082	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g00576	486	161	483	1.00621118	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00591	1332	443	1329	1.002257336	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g00593	3567	1188	3564	1.000841751	Blue	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00608	252	83	249	1.012048193	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g00624	771	256	768	1.00390625	Purple	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g00635	1887	628	1884	1.001592357	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g00641	162	53	159	1.018867925	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g00642	210	69	207	1.014492754	Black	OldStrata	Down	A1
MvSl-1064-A1-R4_A1g00644	2370	789	2367	1.001267427	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g00645	2529	842	2526	1.001187648	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00646	2091	696	2088	1.001436782	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g00647	861	286	858	1.003496503	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00648	1509	502	1506	1.001992032	Black	OldStrata	Down	A1
MvSl-1064-A1-R4_A1g00668	1956	651	1953	1.001536098	Orange	ColorStrata	Up	A1
MvSl-1064-A1-R4_A1g00669	2136	711	2133	1.00140647	Orange	ColorStrata	NON	A1
MvSl-1064-A1-R4_A1g00693	1005	334	1002	1.002994012	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00694	2346	781	2343	1.00128041	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00718	1383	460	1380	1.002173913	Black	OldStrata	Down	A1
MvSl-1064-A1-R4_A1g00732	1269	422	1266	1.002369668	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g00745	495	164	492	1.006097561	Black	OldStrata	Down	A1
MvSl-1064-A1-R4_A1g00749	3351	1116	3348	1.000896057	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00750	2187	728	2184	1.001373626	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00751	2919	972	2916	1.001028807	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00752	1233	410	1230	1.002439024	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g00756	216	71	213	1.014084507	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00757	894	297	891	1.003367003	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00772	1032	343	1029	1.002915452	Blue	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00778	2484	827	2481	1.00120919	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00779	3036	1011	3033	1.00098912	Black	OldStrata	Down	A1
MvSl-1064-A1-R4_A1g00794	342	113	339	1.008849558	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00800	1338	445	1335	1.002247191	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g00801	1047	348	1044	1.002873563	Blue	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00835	273	90	270	1.011111111	Black	OldStrata	Down	A1
MvSl-1064-A1-R4_A1g00840	1728	575	1725	1.00173913	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00842	1401	466	1398	1.002145923	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00843	1116	371	1113	1.002695418	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g00845	4617	1538	4614	1.000650195	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00853	2619	872	2616	1.001146789	Purple	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g00854	2703	900	2700	1.001111111	Purple	OldStrata	Down	A1
MvSl-1064-A1-R4_A1g00869	1830	609	1827	1.001642036	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g00886	1836	611	1833	1.001636661	Black	OldStrata	Down	A1
MvSl-1064-A1-R4_A1g00911	264	87	261	1.011494253	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00912	1026	341	1023	1.002932551	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00913	3696	1231	3693	1.000812348	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g00920	5976	1991	5973	1.00050226	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g00921	1659	552	1656	1.001811594	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00922	1371	456	1368	1.002192982	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00923	312	103	309	1.009708738	Black	OldStrata	Down	A1
MvSl-1064-A1-R4_A1g00956	2301	766	2298	1.001305483	Black	OldStrata	Down	A1
MvSl-1064-A1-R4_A1g00957	714	237	711	1.004219409	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00958	1950	649	1947	1.001540832	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g00959	114	37	111	1.027027027	Black	OldStrata	Down	A1
MvSl-1064-A1-R4_A1g00960	684	227	681	1.004405286	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00968	732	243	729	1.004115226	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00977	1080	359	1077	1.002785515	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g00997	1887	628	1884	1.001592357	Blue	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g00998	693	230	690	1.004347826	Blue	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01017	3156	1051	3153	1.000951475	Purple	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01021	741	246	738	1.004065041	Black	OldStrata	Down	A1
MvSl-1064-A1-R4_A1g01049	282	93	279	1.010752688	Centro	Centro	Down	A1
MvSl-1064-A1-R4_A1g01127	516	171	513	1.005847953	Black	OldStrata	Down	A1
MvSl-1064-A1-R4_A1g01129	2271	756	2268	1.001322751	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g01135	798	265	795	1.003773585	Black	OldStrata	Down	A1
MvSl-1064-A1-R4_A1g01136	1104	367	1101	1.002724796	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g01137	1788	595	1785	1.001680672	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g01154	555	184	552	1.005434783	Blue	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01159	1275	424	1272	1.002358491	Blue	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01160	1425	474	1422	1.002109705	Blue	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01161	1437	478	1434	1.00209205	Blue	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01162	561	186	558	1.005376344	Blue	OldStrata	Down	A1
MvSl-1064-A1-R4_A1g01163	684	227	681	1.004405286	Blue	OldStrata	Down	A1
MvSl-1064-A1-R4_A1g01164	3090	1029	3087	1.000971817	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g01173	1554	517	1551	1.001934236	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01174	1221	406	1218	1.002463054	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g01184	1761	586	1758	1.001706485	Black	OldStrata	Down	A1
MvSl-1064-A1-R4_A1g01189	1044	347	1041	1.002881844	Black	OldStrata	Down	A1
MvSl-1064-A1-R4_A1g01212	2769	922	2766	1.001084599	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g01219	3069	1022	3066	1.000978474	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g01220	891	296	888	1.003378378	Black	OldStrata	Down	A1
MvSl-1064-A1-R4_A1g01227	519	172	516	1.005813953	Purple	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01228	552	183	549	1.005464481	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01252	966	321	963	1.003115265	Orange	ColorStrata	NON	A1
MvSl-1064-A1-R4_A1g01253	549	182	546	1.005494505	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g01261	6930	2309	6927	1.000433088	Orange	ColorStrata	Up	A1
MvSl-1064-A1-R4_A1g01271	393	130	390	1.007692308	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g01272	552	183	549	1.005464481	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01282	675	224	672	1.004464286	Black	OldStrata	Down	A1
MvSl-1064-A1-R4_A1g01288	813	270	810	1.003703704	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01290	1260	419	1257	1.002386635	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01317	813	270	810	1.003703704	Purple	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01346	729	242	726	1.004132231	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g01347	6378	2125	6375	1.000470588	Black	OldStrata	Down	A1
MvSl-1064-A1-R4_A1g01348	2376	791	2373	1.001264223	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01350	1890	629	1887	1.001589825	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01351	840	279	837	1.003584229	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01358	465	154	462	1.006493506	Black	OldStrata	Down	A1
MvSl-1064-A1-R4_A1g01359	1368	455	1365	1.002197802	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g01366	2277	758	2274	1.001319261	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01367	1629	542	1626	1.001845018	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01368	5619	1872	5616	1.000534188	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01369	1896	631	1893	1.001584786	Black	OldStrata	Down	A1
MvSl-1064-A1-R4_A1g01375	1173	390	1170	1.002564103	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01376	2523	840	2520	1.001190476	Black	OldStrata	Down	A1
MvSl-1064-A1-R4_A1g01378	471	156	468	1.006410256	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g01383	2037	678	2034	1.001474926	Black	OldStrata	Down	A1
MvSl-1064-A1-R4_A1g01384	3027	1008	3024	1.000992063	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g01385	1554	517	1551	1.001934236	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01388	2247	748	2244	1.001336898	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01389	294	97	291	1.010309278	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g01392	3642	1213	3639	1.000824402	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01393	1206	401	1203	1.002493766	Black	OldStrata	Down	A1
MvSl-1064-A1-R4_A1g01404	1107	368	1104	1.002717391	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g01405	1035	344	1032	1.002906977	Black	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01406	3675	1224	3672	1.000816993	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g01407	1473	490	1470	1.002040816	Black	OldStrata	Up	A1
MvSl-1064-A1-R4_A1g01431	5118	1705	5115	1.00058651	Blue	OldStrata	NON	A1
MvSl-1064-A1-R4_A1g01432	504	167	501	1.005988024	Blue	OldStrata	Down	A1
MvSl-1064-A1-R4_A1g01440	2220	739	2217	1.00135318	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01441	1683	560	1680	1.001785714	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01444	1539	512	1536	1.001953125	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01445	2682	893	2679	1.001119821	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01446	240	79	237	1.012658228	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01447	3006	1001	3003	1.000999001	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01450	2385	794	2382	1.001259446	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01451	1257	418	1254	1.002392344	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01453	1479	492	1476	1.00203252	bPAR	bPAR	Down	A1
MvSl-1064-A1-R4_A1g01454	354	117	351	1.008547009	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01455	420	139	417	1.007194245	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01456	459	152	456	1.006578947	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01457	519	172	516	1.005813953	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01458	2340	779	2337	1.001283697	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01460	1077	358	1074	1.002793296	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01461	1068	355	1065	1.002816901	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01462	1191	396	1188	1.002525253	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01465	468	155	465	1.006451613	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01466	2928	975	2925	1.001025641	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01467	1203	400	1200	1.0025	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01468	1740	579	1737	1.001727116	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01469	126	41	123	1.024390244	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01470	2136	711	2133	1.00140647	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01471	1581	526	1578	1.001901141	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01472	1047	348	1044	1.002873563	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01473	819	272	816	1.003676471	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01474	363	120	360	1.008333333	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01475	195	64	192	1.015625	bPAR	bPAR	Down	A1
MvSl-1064-A1-R4_A1g01476	2016	671	2013	1.001490313	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01477	2286	761	2283	1.00131406	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01485	1659	552	1656	1.001811594	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01486	2709	902	2706	1.001108647	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01487	2262	753	2259	1.001328021	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01488	3777	1258	3774	1.000794913	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01489	405	134	402	1.007462687	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01494	2727	908	2724	1.001101322	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01495	1080	359	1077	1.002785515	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01496	225	74	222	1.013513514	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01497	693	230	690	1.004347826	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01498	756	251	753	1.003984064	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01500	3129	1042	3126	1.000959693	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01501	1065	354	1062	1.002824859	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01502	4914	1637	4911	1.000610874	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01504	174	57	171	1.01754386	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01505	846	281	843	1.003558719	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01508	1140	379	1137	1.002638522	bPAR	bPAR	Up	A1
MvSl-1064-A1-R4_A1g01509	2718	905	2715	1.001104972	bPAR	bPAR	NON	A1
MvSl-1064-A1-R4_A1g01515	210	69	207	1.014492754	bPAR	bPAR	Down	A1
MvSl-1064-A1-R4_C36g01618	3588	1195	3585	1.00083682	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01697	2526	841	2523	1.001189061	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01698	153	50	150	1.02	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01699	1848	615	1845	1.001626016	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01701	2289	762	2286	1.001312336	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01702	165	54	162	1.018518519	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01703	1668	555	1665	1.001801802	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01704	360	119	357	1.008403361	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01705	2313	770	2310	1.001298701	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01707	432	143	429	1.006993007	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01708	1227	408	1224	1.00245098	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01709	732	243	729	1.004115226	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01710	657	218	654	1.004587156	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01711	4725	1574	4722	1.000635324	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01712	876	291	873	1.003436426	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01713	2346	781	2343	1.00128041	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01716	273	90	270	1.011111111	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01717	1218	405	1215	1.002469136	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01718	285	94	282	1.010638298	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01719	2346	781	2343	1.00128041	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01720	2040	679	2037	1.001472754	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01725	1815	604	1812	1.001655629	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01726	3282	1093	3279	1.000914913	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01727	1020	339	1017	1.002949853	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01728	2649	882	2646	1.001133787	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01729	2745	914	2742	1.001094092	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01730	1143	380	1140	1.002631579	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01731	2433	810	2430	1.001234568	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01734	2151	716	2148	1.001396648	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01735	1257	418	1254	1.002392344	Auto	Auto	Up	A1
MvSl-1064-A1-R4_MC01-1g01737	399	132	396	1.007575758	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01738	600	199	597	1.005025126	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01739	429	142	426	1.007042254	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01740	291	96	288	1.010416667	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC01-1g01741	2031	676	2028	1.00147929	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01743	762	253	759	1.003952569	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01744	1536	511	1533	1.001956947	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01745	276	91	273	1.010989011	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01746	438	145	435	1.006896552	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01748	714	237	711	1.004219409	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01750	2586	861	2583	1.00116144	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01751	4608	1535	4605	1.000651466	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01752	207	68	204	1.014705882	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01753	594	197	591	1.005076142	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01754	909	302	906	1.003311258	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01755	942	313	939	1.003194888	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01756	1209	402	1206	1.002487562	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01766	1551	516	1548	1.001937984	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01767	1650	549	1647	1.001821494	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01768	5970	1989	5967	1.000502765	Auto	Auto	Up	A1
MvSl-1064-A1-R4_MC01-1g01769	1377	458	1374	1.002183406	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01770	837	278	834	1.003597122	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01771	942	313	939	1.003194888	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01776	828	275	825	1.003636364	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01778	1317	438	1314	1.002283105	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01779	1488	495	1485	1.002020202	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01780	762	253	759	1.003952569	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01782	2070	689	2067	1.001451379	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01783	1347	448	1344	1.002232143	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC01-1g01785	270	89	267	1.011235955	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01786	279	92	276	1.010869565	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01788	4152	1383	4149	1.000723066	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01789	2379	792	2376	1.001262626	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01790	1641	546	1638	1.001831502	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01791	507	168	504	1.005952381	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01792	2607	868	2604	1.001152074	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01794	1221	406	1218	1.002463054	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01796	1428	475	1425	1.002105263	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01797	1110	369	1107	1.002710027	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01798	393	130	390	1.007692308	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01799	957	318	954	1.003144654	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01800	534	177	531	1.005649718	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01801	4032	1343	4029	1.000744602	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01802	4686	1561	4683	1.000640615	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01803	867	288	864	1.003472222	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01804	3771	1256	3768	1.000796178	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01805	1236	411	1233	1.00243309	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01806	3504	1167	3501	1.000856898	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01808	1593	530	1590	1.001886792	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01809	828	275	825	1.003636364	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01810	390	129	387	1.007751938	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01811	1728	575	1725	1.00173913	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01812	1911	636	1908	1.001572327	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01813	3222	1073	3219	1.000931966	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01814	2106	701	2103	1.001426534	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01816	1530	509	1527	1.001964637	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01817	2100	699	2097	1.001430615	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01818	1389	462	1386	1.002164502	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01819	2298	765	2295	1.00130719	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01820	891	296	888	1.003378378	Auto	Auto	Up	A1
MvSl-1064-A1-R4_MC01-1g01821	1113	370	1110	1.002702703	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01822	2304	767	2301	1.001303781	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01823	2016	671	2013	1.001490313	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC01-1g01824	771	256	768	1.00390625	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01826	2505	834	2502	1.001199041	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01827	837	278	834	1.003597122	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01828	717	238	714	1.004201681	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01834	1989	662	1986	1.001510574	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01840	2172	723	2169	1.001383126	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01841	2541	846	2538	1.001182033	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01843	1881	626	1878	1.001597444	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01844	687	228	684	1.004385965	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01845	930	309	927	1.003236246	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01846	6759	2252	6756	1.00044405	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01849	3264	1087	3261	1.000919963	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01850	1089	362	1086	1.002762431	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01851	3015	1004	3012	1.000996016	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01852	897	298	894	1.003355705	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01853	1548	515	1545	1.001941748	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01854	2877	958	2874	1.001043841	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01855	2310	769	2307	1.00130039	Auto	Auto	NON	A1
