gida2	cdsa2	prota2	reversecdsa2	cdsa2expest	gida1	cdsa1	prota1	reversecdsa1	cdsa1expest	cdsratioa1a2	protratioa1a2	bPARt8	youngold	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE
MvSl-1064-A2-R4_MC02g03993	1573	408	1224	1.285130719	MvSl-1064-A1-R4_MC02g03715	1573	408	1224	1.285130719	1.000	1.000	Auto	Auto	1336780	1337449	3.745021195	0.006050816	0.983482622	0.999948201	3.571140106	3.905093523	3.656309538	3.822898711	NON
MvSl-1064-A2-R4_MC02g03995	1177	261	783	1.503192848	MvSl-1064-A1-R4_MC02g03717	1177	261	783	1.503192848	1.000	1.000	Auto	Auto	1339706	1341613	4.559297412	0.097424576	0.755867801	0.999948201	4.253618873	4.890504329	4.826992314	4.103438863	NON
MvSl-1064-A2-R4_MC02g03997	417	138	414	1.007246377	MvSl-1064-A1-R4_MC02g03719	417	138	414	1.007246377	1.000	1.000	Auto	Auto	1344138	1345770	2.752645894	-0.149280528	0.646534776	0.999948201	2.733793943	2.616473663	2.687795851	2.94741494	NON
MvSl-1064-A2-R4_MC02g03998	1525	302	906	1.683222958	MvSl-1064-A1-R4_MC02g03720	1525	302	906	1.683222958	1.000	1.000	Auto	Auto	1346448	1346612	6.782208705	0.024066958	0.898470183	0.999948201	6.695684083	6.886342541	6.865409598	6.668166512	NON
MvSl-1064-A2-R4_MC02g03999	1413	373	1119	1.262734584	MvSl-1064-A1-R4_MC02g03721	1413	373	1119	1.262734584	1.000	1.000	Auto	Auto	1346949	1349168	6.678601054	0.019137975	0.916963453	0.999948201	6.639419322	6.735232807	6.707294604	6.629712122	NON
MvSl-1064-A2-R4_MC02g04001	4553	1368	4104	1.109405458	MvSl-1064-A1-R4_MC02g03723	4553	1368	4104	1.109405458	1.000	1.000	Auto	Auto	1351439	1351663	7.681505227	-0.050009429	0.812492667	0.999948201	7.747058733	7.559440604	7.609171331	7.797236415	NON
MvSl-1064-A2-R4_MC02g04002	856	198	594	1.441077441	MvSl-1064-A1-R4_MC02g03724	856	198	594	1.441077441	1.000	1.000	Auto	Auto	1352025	1354339	4.506900275	0.144443658	0.573383421	0.999948201	4.430266347	4.710560182	4.505718997	4.357479799	NON
MvSl-1064-A2-R4_MC02g04003	1721	369	1107	1.554652213	MvSl-1064-A1-R4_MC02g03725	1721	369	1107	1.554652213	1.000	1.000	Auto	Auto	1354681	1357525	4.920941337	-0.114893265	0.632664495	0.999948201	4.957694758	4.760418887	5.062446744	4.885895224	NON
MvSl-1064-A2-R4_MC02g04004	2229	506	1518	1.468379447	MvSl-1064-A1-R4_MC02g03726	2229	506	1518	1.468379447	1.000	1.000	Auto	Auto	1357578	1358292	5.505258328	-0.104941295	0.650029108	0.999948201	5.649962783	5.222402128	5.672542765	5.430373544	NON
MvSl-1064-A2-R4_MC02g04005	1465	438	1314	1.114916286	MvSl-1064-A1-R4_MC02g03727	1465	438	1314	1.114916286	1.000	1.000	Auto	Auto	1358976	1359542	5.281815116	-0.064215763	0.775703276	0.999948201	5.148242228	5.343661575	5.391739604	5.230589763	NON
MvSl-1064-A2-R4_MC02g04006	1503	212	636	2.363207547	MvSl-1064-A1-R4_MC02g03728	1503	212	636	2.363207547	1.000	1.000	Auto	Auto	1360555	1360809	2.235948641	-0.035129279	0.922055795	0.999948201	2.385346696	2.030872688	2.093347307	2.396544353	NON
MvSl-1064-A2-R4_MC02g04007	168	55	165	1.018181818	MvSl-1064-A1-R4_MC02g03729	168	55	165	1.018181818	1.000	1.000	Auto	Auto	1361130	1362103	2.082210183	-0.087697662	0.810276305	0.999948201	2.19859622	1.858448839	1.981870833	2.252986714	NON
MvSl-1064-A2-R4_MC02g04008	945	268	804	1.175373134	MvSl-1064-A1-R4_MC02g03730	945	268	804	1.175373134	1.000	1.000	Auto	Auto	1362269	1363082	4.486270996	-0.175388251	0.480682239	0.999948201	4.405289087	4.386441911	4.597723768	4.542872786	NON
MvSl-1064-A2-R4_MC02g04009	1491	279	837	1.781362007	MvSl-1064-A1-R4_MC02g03731	1491	279	837	1.781362007	1.000	1.000	Auto	Auto	1363379	1366432	1.607247826	-0.087890016	0.82268481	0.999948201	1.481786447	1.639085069	1.422646186	1.843138988	NON
MvSl-1064-A2-R4_MC02g04011	1328	389	1167	1.137960583	MvSl-1064-A1-R4_MC02g03733	1328	389	1167	1.137960583	1.000	1.000	Auto	Auto	1368257	1369066	5.014179477	0.0333593	0.887667007	0.999948201	5.154679657	4.895471489	4.99841755	4.996576357	NON
MvSl-1064-A2-R4_MC02g04012	1908	329	987	1.933130699	MvSl-1064-A1-R4_MC02g03734	1908	329	987	1.933130699	1.000	1.000	Auto	Auto	1369227	1371067	4.948963735	-0.167779201	0.484438659	0.999948201	4.974773109	4.741233608	5.101068343	4.955005441	NON
MvSl-1064-A2-R4_MC02g04013	1836	574	1722	1.066202091	MvSl-1064-A1-R4_MC02g03735	1836	574	1722	1.066202091	1.000	1.000	Auto	Auto	1371495	1375208	7.324771939	0.051994902	0.800109171	0.999948201	7.190365888	7.494632516	7.263785691	7.332554013	NON
MvSl-1064-A2-R4_MC02g04014	1633	301	903	1.80841639	MvSl-1064-A1-R4_MC02g03736	1633	301	903	1.80841639	1.000	1.000	Auto	Auto	1375533	1377457	8.699443439	0.052672967	0.854961763	0.999948201	8.402928066	8.98900279	8.88526664	8.423730447	NON
MvSl-1064-A2-R4_MC02g04016	2220	607	1821	1.219110379	MvSl-1064-A1-R4_MC02g03738	2220	607	1821	1.219110379	1.000	1.000	Auto	Auto	1381901	1387139	6.956451055	-0.007543423	0.968561986	0.999948201	7.046049218	6.852898495	7.067618604	6.844143323	NON
MvSl-1064-A2-R4_MC02g04017	753	148	444	1.695945946	MvSl-1064-A1-R4_MC02g03739	753	148	444	1.695945946	1.000	1.000	Auto	Auto	1388778	1393900	7.78943924	0.164956281	0.450326868	0.999948201	7.742436225	7.986370851	7.820943209	7.578228401	NON
MvSl-1064-A2-R4_MC02g04019	2315	638	1914	1.209508882	MvSl-1064-A1-R4_MC02g03741	2315	638	1914	1.209508882	1.000	1.000	Auto	Auto	1395854	1396572	4.832549517	0.047924301	0.843844211	0.999948201	4.979615733	4.721789756	4.721872668	4.890312971	NON
MvSl-1064-A2-R4_MC02g04021	715	220	660	1.083333333	MvSl-1064-A1-R4_MC02g03743	715	220	660	1.083333333	1.000	1.000	Auto	Auto	1398360	1400692	4.063614143	0.267489756	0.441625042	0.999948201	4.440839915	3.890240353	3.389262049	4.315390879	NON
MvSl-1064-A2-R4_MC02g04022	567	91	273	2.076923077	MvSl-1064-A1-R4_MC02g03744	567	91	273	2.076923077	1.000	1.000	Auto	Auto	1400790	1403367	6.231200666	0.084620151	0.798080235	0.999948201	5.769426554	6.645208992	6.618232466	5.573226081	NON
MvSl-1064-A2-R4_MC02g04023	255	84	252	1.011904762	MvSl-1064-A1-R4_MC02g03745	255	84	252	1.011904762	1.000	1.000	Auto	Auto	1404317	1405231	8.114493089	-0.074304005	0.771370373	0.999948201	7.864287196	8.262061268	8.381194337	7.877309218	NON
MvSl-1064-A2-R4_MC02g04024	974	212	636	1.531446541	MvSl-1064-A1-R4_MC02g03746	974	212	636	1.531446541	1.000	1.000	Auto	Auto	1405977	1406491	5.909164376	0.075255786	0.714558338	0.999948201	5.877157223	6.01223407	5.974552376	5.75982459	NON
MvSl-1064-A2-R4_MC02g04025	814	226	678	1.200589971	MvSl-1064-A1-R4_MC02g03747	814	226	678	1.200589971	1.000	1.000	Auto	Auto	1407233	1408141	4.644769582	0.106314373	0.698818204	0.999948201	4.499335685	4.870462884	4.831593211	4.302189469	NON
MvSl-1064-A2-R4_MC02g04026	3054	817	2451	1.246022032	MvSl-1064-A1-R4_MC02g03748	3054	817	2451	1.246022032	1.000	1.000	Auto	Auto	1409473	1409918	6.510713245	0.154311028	0.494315708	0.999948201	6.241072566	6.86371052	6.489498786	6.371443729	NON
MvSl-1064-A2-R4_MC02g04027	722	95	285	2.533333333	MvSl-1064-A1-R4_MC02g03749	722	95	285	2.533333333	1.000	1.000	Auto	Auto	1409980	1410630	8.468439331	0.200040281	0.510867421	0.999948201	8.087902627	8.922883377	8.582782052	8.10841275	NON
MvSl-1064-A2-R4_MC02g04028	810	239	717	1.129707113	MvSl-1064-A1-R4_MC02g03750	810	239	717	1.129707113	1.000	1.000	Auto	Auto	1410803	1411066	3.760606247	0.208894499	0.502382808	0.999948201	3.545242017	4.119799844	3.789971004	3.503437416	NON
MvSl-1064-A2-R4_MC02g04030	3714	899	2697	1.377085651	MvSl-1064-A1-R4_MC02g03752	3714	899	2697	1.377085651	1.000	1.000	Auto	Auto	1414159	1417477	7.787190545	-0.168634833	0.419741479	0.999948201	7.680583959	7.719950823	7.939439958	7.794882021	NON
MvSl-1064-A2-R4_MC02g04033	5239	910	2730	1.919047619	MvSl-1064-A1-R4_MC02g03755	5239	910	2730	1.919047619	1.000	1.000	Auto	Auto	1421611	1422474	2.68858239	-0.238916026	0.529866954	0.999948201	2.896269696	2.135343006	2.469013956	3.069311503	NON
MvSl-1064-A2-R4_MC02g04035	1281	330	990	1.293939394	MvSl-1064-A1-R4_MC02g03757	1281	330	990	1.293939394	1.000	1.000	Auto	Auto	1423809	1423976	4.031583907	0.037260304	0.89162198	0.999948201	3.971938619	4.124038157	4.029059729	3.996856331	NON
MvSl-1064-A2-R4_MC02g04036	719	146	438	1.641552511	MvSl-1064-A1-R4_MC02g03758	719	146	438	1.641552511	1.000	1.000	Auto	Auto	1424504	1426172	5.262234644	-0.082482022	0.715611249	0.999948201	5.180145916	5.259476703	5.419510202	5.175547979	NON
MvSl-1064-A2-R4_MC02g04038	2333	600	1800	1.296111111	MvSl-1064-A1-R4_MC02g03760	2333	600	1800	1.296111111	1.000	1.000	Auto	Auto	1428945	1430945	3.610732607	0.058040962	0.844039528	0.999948201	3.768723664	3.498068961	3.592682951	3.571040031	NON
MvSl-1064-A2-R4_MC02g04040	915	281	843	1.085409253	MvSl-1064-A1-R4_MC02g03762	915	281	843	1.085409253	1.000	1.000	Auto	Auto	1434299	1434463	4.304088938	-0.099668701	0.700686996	0.999948201	4.24157401	4.265040875	4.36998113	4.334969222	NON
MvSl-1064-A2-R4_MC02g04041	515	148	444	1.15990991	MvSl-1064-A1-R4_MC02g03763	515	148	444	1.15990991	1.000	1.000	Auto	Auto	1434599	1435343	5.67378426	-0.002832142	0.989209537	0.999948201	5.576748013	5.761923837	5.711754452	5.6377066	NON
MvSl-1064-A2-R4_MC02g04042	909	152	456	1.993421053	MvSl-1064-A1-R4_MC02g03764	909	152	456	1.993421053	1.000	1.000	Auto	Auto	1436112	1442398	7.821488048	0.170696272	0.539585347	0.999948201	7.547491269	8.190107391	8.020759958	7.374940621	NON
MvSl-1064-A2-R4_MC02g04043	446	102	306	1.45751634	MvSl-1064-A1-R4_MC02g03765	446	102	306	1.45751634	1.000	1.000	Auto	Auto	1443326	1444187	0.264768523	0.168334176	0.735925029	0.999948201	0.608055998	0.025113675	0.298845411	0.068973439	NON
MvSl-1064-A2-R4_MC02g04045	264	87	261	1.011494253	MvSl-1064-A1-R4_MC02g03767	264	87	261	1.011494253	1.000	1.000	Auto	Auto	1449043	1449745	0.02375579	-0.104514254	0.847465173	0.999948201	0.139195447	-0.210709988	0.450120158	-0.450865166	NON
MvSl-1064-A2-R4_MC02g04047	3319	810	2430	1.365843621	MvSl-1064-A1-R4_MC02g03769	3319	810	2430	1.365843621	1.000	1.000	Auto	Auto	1451961	1454883	6.631584348	-0.062843657	0.743456059	0.999948201	6.700091881	6.49213191	6.601492857	6.72120493	NON
MvSl-1064-A2-R4_MC02g04048	1366	396	1188	1.14983165	MvSl-1064-A1-R4_MC02g03770	1366	396	1188	1.14983165	1.000	1.000	Auto	Auto	1455115	1457007	7.277893386	0.095880474	0.623638503	0.999948201	7.300417008	7.349247068	7.186873538	7.270361695	NON
MvSl-1064-A2-R4_MC02g04050	864	203	609	1.418719212	MvSl-1064-A1-R4_MC02g03772	864	203	609	1.418719212	1.000	1.000	Auto	Auto	1462814	1464806	1.620307105	0.00755983	0.985541713	0.999948201	1.454217731	1.774662005	1.184460656	1.948573304	NON
MvSl-1064-A2-R4_MC02g04053	1669	469	1407	1.186211798	MvSl-1064-A1-R4_MC02g03775	1669	469	1407	1.186211798	1.000	1.000	Auto	Auto	1471862	1475891	6.740078042	-0.021086491	0.907879423	0.999948201	6.756200454	6.702305832	6.698505836	6.800800906	NON
MvSl-1064-A2-R4_MC02g04055	2001	570	1710	1.170175439	MvSl-1064-A1-R4_MC02g03777	2001	570	1710	1.170175439	1.000	1.000	Auto	Auto	1478975	1480652	7.484456546	-0.052642019	0.789943502	0.999948201	7.434757559	7.480653177	7.49017663	7.530559116	NON
MvSl-1064-A2-R4_MC02g04056	2004	435	1305	1.535632184	MvSl-1064-A1-R4_MC02g03778	2004	435	1305	1.535632184	1.000	1.000	Auto	Auto	1480894	1481817	6.83457328	0.067679193	0.712838747	0.999948201	6.860299225	6.875699427	6.88601481	6.70937764	NON
MvSl-1064-A2-R4_MC02g04059	6287	1937	5811	1.081913612	MvSl-1064-A1-R4_MC02g03781	6287	1937	5811	1.081913612	1.000	1.000	Auto	Auto	1486274	1487323	7.339679343	-0.078197462	0.754329281	0.999948201	7.570142342	6.967595	7.123092799	7.59490267	NON
MvSl-1064-A2-R4_MC02g04062	703	112	336	2.092261905	MvSl-1064-A1-R4_MC02g03784	703	112	336	2.092261905	1.000	1.000	Auto	Auto	1490665	1490940	4.301168121	-0.125948724	0.632284108	0.999948201	4.304681588	4.165750241	4.275212796	4.444165996	NON
MvSl-1064-A2-R4_MC02g04063	1219	321	963	1.265835929	MvSl-1064-A1-R4_MC02g03785	1219	321	963	1.265835929	1.000	1.000	Auto	Auto	1491431	1491915	4.7981533	0.050038659	0.834360122	0.999948201	4.740949355	4.900421606	4.810772635	4.73441724	NON
MvSl-1064-A2-R4_MC02g04064	2923	745	2235	1.307829978	MvSl-1064-A1-R4_MC02g03786	2923	745	2235	1.307829978	1.000	1.000	Auto	Auto	1494586	1497164	7.305906739	0.054377488	0.789154429	0.999948201	7.452718473	7.202158074	7.351695623	7.201372732	NON
MvSl-1064-A2-R4_MC02g04066	4095	1126	3378	1.212255773	MvSl-1064-A1-R4_MC02g03788	4095	1126	3378	1.212255773	1.000	1.000	Auto	Auto	1500507	1502126	7.369365373	-0.132680053	0.524145275	0.999948201	7.459667398	7.123902022	7.390410655	7.476494117	NON
MvSl-1064-A2-R4_MC02g04068	3231	795	2385	1.354716981	MvSl-1064-A1-R4_MC02g03790	3231	795	2385	1.354716981	1.000	1.000	Auto	Auto	1503505	1504466	5.49993783	0.081476584	0.696012234	0.999948201	5.549323588	5.530868801	5.474968585	5.442457289	NON
MvSl-1064-A2-R4_MC02g04071	2355	643	1929	1.220839813	MvSl-1064-A1-R4_MC02g03793	2356	643	1929	1.221358217	1.000	1.000	Auto	Auto	1508180	1510066	6.656278076	-0.015918828	0.929913132	0.999948201	6.667450875	6.628897913	6.690296617	6.637616827	NON
MvSl-1064-A2-R4_MC02g04074	1666	469	1407	1.184079602	MvSl-1064-A1-R4_MC02g03796	1666	469	1407	1.184079602	1.000	1.000	Auto	Auto	1513616	1517224	5.664007115	0.132924993	0.522246457	0.999948201	5.660556056	5.794197414	5.618989163	5.573226081	NON
MvSl-1064-A2-R4_MC02g04075	1659	428	1284	1.292056075	MvSl-1064-A1-R4_MC02g03797	1659	428	1284	1.292056075	1.000	1.000	Auto	Auto	1517759	1518767	5.04385746	0.155756773	0.54753896	0.999948201	4.871739345	5.330884489	5.134965291	4.770811857	NON
MvSl-1064-A2-R4_MC02g04076	1050	287	861	1.219512195	MvSl-1064-A1-R4_MC02g03798	1050	287	861	1.219512195	1.000	1.000	Auto	Auto	1519005	1519896	2.419823822	-0.015195378	0.964329439	0.999948201	2.428487343	2.395872867	2.538200779	2.306856702	NON
MvSl-1064-A2-R4_MC02g04077	596	137	411	1.450121655	MvSl-1064-A1-R4_MC02g03799	596	137	411	1.450121655	1.000	1.000	Auto	Auto	1520536	1522005	5.854260694	-0.129526406	0.535672757	0.999948201	5.688923196	5.880651294	6.018595452	5.808487243	NON
MvSl-1064-A2-R4_MC02g04078	1308	348	1044	1.252873563	MvSl-1064-A1-R4_MC02g03800	1308	348	1044	1.252873563	1.000	1.000	Auto	Auto	1522191	1523595	5.54104233	-0.058121012	0.782834681	0.999948201	5.575149162	5.445389123	5.654478794	5.479579566	NON
MvSl-1064-A2-R4_MC02g04081	2579	833	2499	1.032012805	MvSl-1064-A1-R4_MC02g03803	2579	833	2499	1.032012805	1.000	1.000	Auto	Auto	1530939	1532650	7.501870556	0.030327144	0.88301898	0.999948201	7.647493453	7.373480329	7.465966919	7.507019742	NON
MvSl-1064-A2-R4_MC02g04082	450	76	228	1.973684211	MvSl-1064-A1-R4_MC02g03804	450	76	228	1.973684211	1.000	1.000	Auto	Auto	1535006	1537411	3.704004406	-0.236690173	0.427362035	0.999948201	3.694084606	3.458339914	3.619535857	3.988639024	NON
MvSl-1064-A2-R4_MC02g04087	1749	422	1266	1.381516588	MvSl-1064-A1-R4_MC02g03809	1749	422	1266	1.381516588	1.000	1.000	Auto	Auto	1544257	1545508	6.689206147	-0.004938376	0.97833248	0.999948201	6.709596161	6.663523185	6.697245916	6.686063514	NON
MvSl-1064-A2-R4_MC02g04088	1887	553	1659	1.137432188	MvSl-1064-A1-R4_MC02g03810	1887	553	1659	1.137432188	1.000	1.000	Auto	Auto	1546027	1547525	6.306042799	-0.035328617	0.848266293	0.999948201	6.30805694	6.268221296	6.318949244	6.328138858	NON
MvSl-1064-A2-R4_MC02g04089	1363	351	1053	1.294396961	MvSl-1064-A1-R4_MC02g03811	1363	351	1053	1.294396961	1.000	1.000	Auto	Auto	1549105	1550842	7.200739278	0.13795842	0.480589149	0.999948201	7.199215744	7.333777581	7.187322328	7.070747593	NON
MvSl-1064-A2-R4_MC02g04091	3609	1070	3210	1.124299065	MvSl-1064-A1-R4_MC02g03813	3609	1070	3210	1.124299065	1.000	1.000	Auto	Auto	1552963	1557044	4.722322735	0.065586661	0.795185029	0.999948201	4.907755055	4.58397688	4.548267997	4.817952422	NON
MvSl-1064-A2-R4_MC02g04092	1009	271	813	1.241082411	MvSl-1064-A1-R4_MC02g03814	1009	271	813	1.241082411	1.000	1.000	Auto	Auto	1557538	1559274	3.210002757	0.100617842	0.742550678	0.999948201	3.157882092	3.353949832	3.238047256	3.077083128	NON
MvSl-1064-A2-R4_MC02g04093	892	270	810	1.101234568	MvSl-1064-A1-R4_MC02g03815	892	270	810	1.101234568	1.000	1.000	Auto	Auto	1559704	1561731	4.199654415	-0.049086267	0.855238469	0.999948201	4.183995498	4.165750241	4.338000728	4.099628625	NON
MvSl-1064-A2-R4_MC02g04094	1470	311	933	1.575562701	MvSl-1064-A1-R4_MC02g03816	1470	311	933	1.575562701	1.000	1.000	Auto	Auto	1562026	1563154	6.303537784	0.050929977	0.786566948	0.999948201	6.30805694	6.349199053	6.362520544	6.188039007	NON
MvSl-1064-A2-R4_MC02g04096	2582	730	2190	1.178995434	MvSl-1064-A1-R4_MC02g03818	2582	730	2190	1.178995434	1.000	1.000	Auto	Auto	1564949	1566021	5.450632166	0.14284573	0.552768219	0.999948201	5.657537335	5.368881201	5.110564328	5.603137806	NON
MvSl-1064-A2-R4_MC02g04098	1712	492	1476	1.159891599	MvSl-1064-A1-R4_MC02g03820	1712	492	1476	1.159891599	1.000	1.000	Auto	Auto	1572833	1574961	4.927915562	0.085733504	0.718917606	0.999948201	4.972345687	4.967996883	4.768207775	4.992472757	NON
MvSl-1064-A2-R4_MC02g04099	2406	639	1917	1.255086072	MvSl-1064-A1-R4_MC02g03821	2406	639	1917	1.255086072	1.000	1.000	Auto	Auto	1575285	1576879	7.429049698	0.075398772	0.715413351	0.999948201	7.586106676	7.335606153	7.470030189	7.30717208	NON
MvSl-1064-A2-R4_MC02g04100	476	107	321	1.482866044	MvSl-1064-A1-R4_MC02g03822	476	107	321	1.482866044	1.000	1.000	Auto	Auto	1577683	1580511	7.718445596	0.019357961	0.944883044	0.999948201	7.364298416	8.018314419	8.009383448	7.328490237	NON
MvSl-1064-A2-R4_MC02g04101	2335	582	1746	1.337342497	MvSl-1064-A1-R4_MC02g03823	2335	582	1746	1.337342497	1.000	1.000	Auto	Auto	1580809	1584224	6.312235561	0.022611392	0.902727196	0.999948201	6.293546019	6.352815072	6.277397373	6.324062609	NON
MvSl-1064-A2-R4_MC02g04103	579	95	285	2.031578947	MvSl-1064-A1-R4_MC02g03825	579	95	285	2.031578947	1.000	1.000	Auto	Auto	1588652	1590156	5.589289762	0.152496846	0.493500613	0.999948201	5.467228538	5.836135599	5.633553445	5.377857622	NON
MvSl-1064-A2-R4_MC02g04104	1252	342	1026	1.220272904	MvSl-1064-A1-R4_MC02g03826	1252	342	1026	1.220272904	1.000	1.000	Auto	Auto	1590599	1591573	5.571463954	0.028444253	0.88939744	0.999948201	5.562294162	5.608544169	5.582604439	5.531411427	NON
MvSl-1064-A2-R4_MC02g04111	1129	260	780	1.447435897	MvSl-1064-A1-R4_MC02g03833	1129	260	780	1.447435897	1.000	1.000	Auto	Auto	1607999	1609007	4.374358447	-0.013678488	0.960920421	0.999948201	4.150031429	4.556016431	4.545470107	4.195564128	NON
MvSl-1064-A2-R4_MC02g04112	835	187	561	1.488413547	MvSl-1064-A1-R4_MC02g03834	835	187	561	1.488413547	1.000	1.000	Auto	Auto	1609131	1609385	4.896872704	-0.026377605	0.911868034	0.999948201	4.783109099	4.977397205	4.946339341	4.872560232	NON
MvSl-1064-A2-R4_MC02g04113	1073	265	795	1.349685535	MvSl-1064-A1-R4_MC02g03835	1073	265	795	1.349685535	1.000	1.000	Auto	Auto	1609619	1610865	1.228529667	-0.206635988	0.612569882	0.999948201	1.21236156	1.028955571	1.295199996	1.347736043	NON
MvSl-1064-A2-R4_MC02g04114	5986	1649	4947	1.210026279	MvSl-1064-A1-R4_MC02g03836	5986	1649	4947	1.210026279	1.000	1.000	Auto	Auto	1611238	1612560	6.554483521	0.126504718	0.521286406	0.999948201	6.694211819	6.534141932	6.3384769	6.627067567	NON
MvSl-1064-A2-R4_MC02g04115	2129	500	1500	1.419333333	MvSl-1064-A1-R4_MC02g03837	2129	500	1500	1.419333333	1.000	1.000	Auto	Auto	1613839	1614805	5.362597014	-0.19392568	0.433467773	0.999948201	5.475822864	5.012112767	5.257991139	5.629802388	NON
MvSl-1064-A2-R4_MC02g04116	1595	447	1341	1.189410887	MvSl-1064-A1-R4_MC02g03838	1595	447	1341	1.189410887	1.000	1.000	Auto	Auto	1614866	1616106	4.942248169	0.02368049	0.920641192	0.999948201	4.842796726	5.057137759	4.969485681	4.890312971	NON
MvSl-1064-A2-R4_MC02g04117	2829	765	2295	1.232679739	MvSl-1064-A1-R4_MC02g03839	2829	765	2295	1.232679739	1.000	1.000	Auto	Auto	1616540	1617328	4.494173327	-0.067481579	0.813552215	0.999948201	4.749480442	4.098419472	4.398169637	4.645746295	NON
MvSl-1064-A2-R4_MC02g04118	3416	794	2382	1.434089001	MvSl-1064-A1-R4_MC02g03840	3416	794	2382	1.434089001	1.000	1.000	Auto	Auto	1617836	1618330	6.20338788	-0.075985956	0.685561555	0.999948201	6.139795278	6.18952152	6.251879399	6.229599336	NON
MvSl-1064-A2-R4_MC02g04119	2784	701	2103	1.32382311	MvSl-1064-A1-R4_MC02g03841	2784	701	2103	1.32382311	1.000	1.000	Auto	Auto	1618503	1619403	7.952063296	-0.243978746	0.434541586	0.999948201	8.184130015	7.345622083	7.635721877	8.401464227	NON
MvSl-1064-A2-R4_MC02g04122	3875	1125	3375	1.148148148	MvSl-1064-A1-R4_MC02g03844	3875	1125	3375	1.148148148	1.000	1.000	Auto	Auto	1624804	1626232	6.958990986	0.031752662	0.869442437	0.999948201	7.127394145	6.804206677	6.916651807	6.968955912	NON
MvSl-1064-A2-R4_MC02g04125	1792	448	1344	1.333333333	MvSl-1064-A1-R4_MC02g03847	1792	448	1344	1.333333333	1.000	1.000	Auto	Auto	1630326	1632434	5.871381239	-0.027624501	0.890727027	0.999948201	5.841690068	5.873116926	5.954654797	5.811984301	NON
MvSl-1064-A2-R4_MC02g04127	3392	782	2346	1.445865303	MvSl-1064-A1-R4_MC02g03849	3392	782	2346	1.445865303	1.000	1.000	Auto	Auto	1636224	1636930	9.261688186	-0.005601087	0.983555561	0.999948201	9.364819353	9.144561164	9.237762506	9.290722491	NON
MvSl-1064-A2-R4_MC02g04131	1321	167	501	2.636726547	MvSl-1064-A1-R4_MC02g03853	1323	167	501	2.640718563	1.002	1.000	Auto	Auto	1648989	1649207	7.149446773	0.152385965	0.496235236	0.999948201	7.071788488	7.360965756	7.298681435	6.801387454	NON
MvSl-1064-A2-R4_MC02g04135	495	114	342	1.447368421	MvSl-1064-A1-R4_MC02g03857	495	114	342	1.447368421	1.000	1.000	Auto	Auto	1652390	1653861	7.511127519	-0.006642189	0.974531037	0.999948201	7.351746422	7.648561769	7.537410332	7.491110707	NON
MvSl-1064-A2-R4_MC02g04143	1399	269	807	1.733581165	MvSl-1064-A1-R4_MC02g03865	1399	269	807	1.733581165	1.000	1.000	Auto	Auto	1659749	1660235	5.199721371	-0.11446761	0.615628143	0.999948201	5.135280551	5.14734982	5.399507433	5.095546884	NON
MvSl-1064-A2-R4_MC02g04144	1339	371	1113	1.203054807	MvSl-1064-A1-R4_MC02g03866	1339	371	1113	1.203054807	1.000	1.000	Auto	Auto	1661024	1662156	5.900339487	0.125009501	0.531215465	0.999948201	5.936889817	5.985696095	5.845152703	5.82819275	NON
MvSl-1064-A2-R4_MC02g04147	707	85	255	2.77254902	MvSl-1064-A1-R4_MC02g03869	707	85	255	2.77254902	1.000	1.000	Auto	Auto	1667318	1667527	7.151103664	0.11165404	0.576755044	0.999948201	7.112590578	7.293421711	7.207374706	6.971564164	NON
MvSl-1064-A2-R4_MC02g04150	1988	548	1644	1.209245742	MvSl-1064-A1-R4_MC02g03872	1988	548	1644	1.209245742	1.000	1.000	Auto	Auto	1670971	1671627	3.65355889	0.178955753	0.544103445	0.999948201	3.615372345	3.854976445	3.444371544	3.671992494	NON
MvSl-1064-A2-R4_MC02g04153	1178	376	1128	1.044326241	MvSl-1064-A1-R4_MC02g03875	1178	376	1128	1.044326241	1.000	1.000	Auto	Auto	1676248	1677507	4.001850802	-0.014503525	0.96043552	0.999948201	4.061449204	3.924662828	3.746778627	4.230827819	NON
MvSl-1064-A2-R4_MC02g04154	469	140	420	1.116666667	MvSl-1064-A1-R4_MC02g03876	469	140	420	1.116666667	1.000	1.000	Auto	Auto	1677823	1678998	2.598454105	0.021232485	0.948345658	0.999948201	2.589201833	2.628456855	2.526897608	2.64681715	NON
MvSl-1064-A2-R4_MC02g04155	1472	439	1317	1.117691724	MvSl-1064-A1-R4_MC02g03877	1472	439	1317	1.117691724	1.000	1.000	Auto	Auto	1679660	1681625	5.45696092	-0.171413789	0.479031474	0.999948201	5.093449683	5.599440947	5.685308514	5.377857622	NON
MvSl-1064-A2-R4_MC02g04156	168	55	165	1.018181818	MvSl-1064-A1-R4_MC02g03878	168	55	165	1.018181818	1.000	1.000	Auto	Auto	1682864	1683348	3.37296654	0.03727236	0.905680528	0.999948201	3.609135878	3.136233738	3.258693228	3.444576569	NON
MvSl-1064-A2-R4_MC02g04157	3114	986	2958	1.052738337	MvSl-1064-A1-R4_MC02g03879	3114	986	2958	1.052738337	1.000	1.000	Auto	Auto	1683552	1687027	7.904553351	-0.099654	0.753868068	0.999948201	8.250745518	7.304667586	7.548282404	8.269485114	NON
