gida1	part8	youngold	dndsa2	dna2	dsa2	DE	DE2	haploid
MvSl-1064-A1-R4_MC04-1g05323	Auto	Auto	0.2024	0.0425	0.2101	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC04-1g05592	Auto	Auto	0.0755	0.0119	0.1577	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC04-1g05801	Auto	Auto	0.0579	0.0114	0.1966	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC04-1g05942	Auto	Auto	0.1188	0.0154	0.1297	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC05-3g06591	Auto	Auto	0.145	0.0237	0.1635	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC06g06943	Auto	Auto	0.2014	0.0222	0.11	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC06g07138	Auto	Auto	0.3706	0.0259	0.0698	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC06g07191	Auto	Auto	0.2087	0.0373	0.1786	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC06g07471	Auto	Auto	0.1337	0.0257	0.1925	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC07g07597	Auto	Auto	0.1679	0.027	0.1607	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC07g07612	Auto	Auto	0.3183	0.0423	0.1331	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC07g07960	Auto	Auto	0.3551	0.0266	0.0748	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC07g07983	Auto	Auto	1.1369	0.1027	0.0904	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC07g08004	Auto	Auto	0.362	0.0372	0.1027	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC07g08249	Auto	Auto	0.7686	0.0684	0.089	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC08g08472	Auto	Auto	0.497	0.0613	0.1234	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC08g08498	Auto	Auto	0.139	0.0257	0.1847	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC09-2g09067	Auto	Auto	0.1041	0.0169	0.1626	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC09-2g09089	Auto	Auto	0.0924	0.0142	0.1538	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC09-2g09380	Auto	Auto	0.5774	0.0886	0.1535	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC09-2g09527	Auto	Auto	0.1416	0.0309	0.2179	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC10-1g09732	Auto	Auto	0.1553	0.0263	0.1693	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC10-2g09967	Auto	Auto	0.2822	0.0401	0.142	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC10-2g10108	Auto	Auto	0.3979	0.0624	0.1568	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC10-2g10116	Auto	Auto	0.7098	0.0618	0.0871	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC11g10239	Auto	Auto	0.0765	0.019	0.2481	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC11g10255	Auto	Auto	0.3812	0.0908	0.2382	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC11g10351	Auto	Auto	0.5053	0.0653	0.1292	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC11g10369	Auto	Auto	0.2366	0.0283	0.1197	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC11g10508	Auto	Auto	0.1383	0.0183	0.1326	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC11g10517	Auto	Auto	0.5675	0.0703	0.1238	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC11g10592	Auto	Auto	0.1086	0.0192	0.1765	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC12g10792	Auto	Auto	0.3113	0.055	0.1768	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC12g10912	Auto	Auto	0.5688	0.3824	0.6724	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC12g11020	Auto	Auto	0.336	0.0489	0.1455	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC12g11112	Auto	Auto	0.0756	0.0083	0.1095	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC13g11325	Auto	Auto	1.1688	0.1215	0.104	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC13g11418	Auto	Auto	0.4131	0.0693	0.1678	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC13g11443	Auto	Auto	0.3215	0.0292	0.0909	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC13g11584	Auto	Auto	0.1496	0.0327	0.2185	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC13g11616	Auto	Auto	0.1057	0.0171	0.1617	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC13g11692	Auto	Auto	0.3789	0.0378	0.0997	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC14g11775	Auto	Auto	0.4083	0.0464	0.1136	Up	Lowmutations	A1
MvSl-1064-A1-R4_MC14g11916	Auto	Auto	0.0317	0.0029	0.0902	Up	Lowmutations	A1
MvSl-1064-A2-R4_A2g00016	bPAR	bPAR	1.6823	0.1087	0.0646	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g00078	bPAR	bPAR	0.1432	0.043	0.3004	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g00079	bPAR	bPAR	0.2163	0.0387	0.179	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g00080	bPAR	bPAR	0.4004	0.05	0.125	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g01432	Black	OldStrata	0.4002	0.0492	0.123	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g00290	Black	OldStrata	0.1496	0.0186	0.1242	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g00313	Black	OldStrata	0.5031	0.0799	0.1588	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g00300	Black	OldStrata	0.2252	0.0196	0.0871	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g00651	Black	OldStrata	0.2331	0.0172	0.0738	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g00647	Black	OldStrata	0.137	0.0124	0.0905	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g00711	Black	OldStrata	0.2233	0.0237	0.1059	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g00914	Black	OldStrata	0.4653	0.0716	0.1539	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g00370	Red	ColorStrata	0.3486	0.062	0.1777	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g01642	Black	OldStrata	0.2536	0.0462	0.182	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g01715	Blue	OldStrata	0.1372	0.0146	0.1064	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g01504	Black	OldStrata	0.1251	0.031	0.2477	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g00889	Black	OldStrata	0.1324	0.026	0.1965	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g00208	Black	OldStrata	0.3743	0.1543	0.4123	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g00431	Purple	OldStrata	0.399	0.0333	0.0833	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g01002	Black	OldStrata	0.8265	0.0476	0.0576	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g01534	Black	OldStrata	0.7221	0.0411	0.0569	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g00904	Orange	ColorStrata	0.2783	0.0293	0.1052	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g00568	Black	OldStrata	0.7244	0.1097	0.1515	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g01112	Purple	OldStrata	0.3105	0.0269	0.0866	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g01187	Black	OldStrata	0.2171	0.0342	0.1577	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g01289	Black	OldStrata	0.5415	0.0517	0.0954	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g01153	Blue	OldStrata	0.8534	0.0651	0.0763	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g00825	Black	OldStrata	0.2546	0.0635	0.2495	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g01392	Black	OldStrata	0.142	0.0138	0.0975	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g00841	Black	OldStrata	0.0786	0.0082	0.1046	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g00196	Black	OldStrata	0.6756	0.0324	0.048	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g01419	Orange	ColorStrata	0.374	0.027	0.0721	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g01135	Black	OldStrata	0.3684	0.0317	0.086	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g00821	Black	OldStrata	0.6003	0.1415	0.2357	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC01g02233	Auto	Auto	0.0813	0.0055	0.0673	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC01g02442	Auto	Auto	0.1125	0.0125	0.1108	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC01g02581	Auto	Auto	0.2534	0.0411	0.1624	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC01g02633	Auto	Auto	0.2369	0.0225	0.0948	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC01g02885	Auto	Auto	0.0176	0.0031	0.175	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC01g03134	Auto	Auto	0.2127	0.1495	0.7031	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC01g03392	Auto	Auto	0.0952	0.0198	0.2079	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC01g03393	Auto	Auto	0.3564	0.0517	0.145	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC02g03504	Auto	Auto	0.2208	0.0311	0.1407	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC02g03942	Auto	Auto	0.4149	0.0382	0.0922	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC02g04449	Auto	Auto	0.176	0.036	0.2043	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC03g04920	Auto	Auto	0.0532	0.0067	0.1252	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC03g05025	Auto	Auto	0.2808	0.0248	0.0885	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC03g05207	Auto	Auto	0.4689	0.0435	0.0928	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC03g05431	Auto	Auto	0.1778	0.0231	0.1299	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC03g05436	Auto	Auto	0.2966	0.0364	0.1226	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC03g05512	Auto	Auto	0.125	0.022	0.1763	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC04-1g05718	Auto	Auto	0.1518	0.0118	0.0776	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC04-1g06005	Auto	Auto	0.8073	0.0526	0.0652	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC04-1g06020	Auto	Auto	0.6742	0.0717	0.1063	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC04-1g06141	Auto	Auto	0.0803	0.0147	0.1828	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC04-1g06221	Auto	Auto	0.0915	0.0113	0.1235	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC05g06421	Auto	Auto	0.2496	0.034	0.1363	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC05g06774	Auto	Auto	0.018	0.0035	0.1948	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC05g06777	Auto	Auto	0.4058	0.0288	0.071	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC05g06778	Auto	Auto	0.0631	0.0092	0.1465	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC05g06779	Auto	Auto	0.4201	0.0344	0.0818	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC05g06780	Auto	Auto	0.0409	0.0056	0.1369	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC05g06781	Auto	Auto	0.219	0.0298	0.1359	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC05g06782	Auto	Auto	0.482	0.041	0.0851	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC05g06783	Auto	Auto	0.7274	0.0786	0.1081	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC05g06971	Auto	Auto	0.0826	0.013	0.1572	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC06-1g07159	Auto	Auto	0.0366	0.007	0.1902	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC06-1g07207	Auto	Auto	0.3584	0.0335	0.0934	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC06-1g07208	Auto	Auto	0.2609	0.0285	0.1093	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC06-2g07401	Auto	Auto	0.3316	0.0265	0.0801	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC06-2g07402	Auto	Auto	0.2226	0.0172	0.0773	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC06-2g07563	Auto	Auto	0.1018	0.018	0.1764	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC07g08120	Auto	Auto	0.174	0.0169	0.0974	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC07g08322	Auto	Auto	0.5259	0.0309	0.0587	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC07g08362	Auto	Auto	0.0714	0.0053	0.0744	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC07g08369	Auto	Auto	0.172	0.022	0.128	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC07g08403	Auto	Auto	0.0775	0.0112	0.1446	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC07g08498	Auto	Auto	0.6282	0.0917	0.146	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC08-1g08583	Auto	Auto	0.1852	0.0214	0.1158	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC09g09417	Auto	Auto	0.1151	0.0152	0.1317	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC09g09476	Auto	Auto	0.0425	0.0051	0.1207	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC09g09507	Auto	Auto	0.0341	0.0068	0.1985	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC09g09614	Auto	Auto	0.1261	0.0147	0.1163	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC10g09985	Auto	Auto	0.1644	0.022	0.1338	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC10g10290	Auto	Auto	0.186	0.0255	0.137	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC10g10362	Auto	Auto	0.0867	0.0232	0.2679	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC11g10474	Auto	Auto	0.1204	0.0125	0.1034	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC11g10605	Auto	Auto	0.1593	0.0225	0.1411	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC11g10849	Auto	Auto	0.2452	0.0352	0.1437	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC11g10858	Auto	Auto	0.1119	0.014	0.125	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC12g11207	Auto	Auto	0.2726	0.033	0.1212	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC13g11906	Auto	Auto	0.3779	0.0631	0.1669	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC14g12009	Auto	Auto	0.4227	0.0535	0.1265	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC15g12278	Auto	Auto	0.089	0.0069	0.0774	Down	Lowmutations	A2
MvSl-1064-A2-R4_MC15g12331	Auto	Auto	0.5744	0.0818	0.1424	Down	Lowmutations	A2
MvSl-1064-A2-R4_A2g00004	bPAR	bPAR	0.1601	0.0586	0.3659	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00005	bPAR	bPAR	0.3445	0.0998	0.2896	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00006	bPAR	bPAR	0.0669	0.0256	0.3817	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00007	bPAR	bPAR	0.1393	0.0465	0.3338	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00008	bPAR	bPAR	0.3763	0.0703	0.1869	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00009	bPAR	bPAR	0.18	0.0294	0.1632	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00013	bPAR	bPAR	0.1968	0.0187	0.0952	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00017	bPAR	bPAR	0.3296	0.0351	0.1064	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00025	bPAR	bPAR	0.4902	0.1499	0.3057	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00028	bPAR	bPAR	0.93	0.0419	0.0451	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00031	bPAR	bPAR	0.2724	0.0622	0.2282	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00032	bPAR	bPAR	0.1754	0.0343	0.1956	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00033	bPAR	bPAR	0.1467	0.0289	0.1972	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00035	bPAR	bPAR	0.7655	0.1692	0.221	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00036	bPAR	bPAR	0.194	0.0398	0.2051	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00037	bPAR	bPAR	0.131	0.0288	0.2195	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00039	bPAR	bPAR	0.0859	0.0157	0.1827	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00040	bPAR	bPAR	0.573	0.1671	0.2916	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00046	bPAR	bPAR	0.1394	0.0327	0.2348	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00047	bPAR	bPAR	0.137	0.0473	0.345	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00048	bPAR	bPAR	0.2526	0.066	0.2614	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00049	bPAR	bPAR	0.4357	0.1086	0.2493	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00050	bPAR	bPAR	0.1413	0.0362	0.2565	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00051	bPAR	bPAR	0.0567	0.0168	0.2959	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00052	bPAR	bPAR	0.5861	0.1109	0.1893	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00053	bPAR	bPAR	0.5875	0.0686	0.1167	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00054	bPAR	bPAR	0.2099	0.0431	0.2052	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00055	bPAR	bPAR	0.3586	0.0506	0.1411	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00056	bPAR	bPAR	0.1251	0.0244	0.1947	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00057	bPAR	bPAR	0.1586	0.0342	0.2158	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00060	bPAR	bPAR	0.2337	0.0817	0.3495	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00061	bPAR	bPAR	0.1738	0.0271	0.1558	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00062	bPAR	bPAR	0.5747	0.082	0.1426	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00063	bPAR	bPAR	0.346	0.0816	0.2359	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00064	bPAR	bPAR	0.4925	0.0688	0.1397	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00065	bPAR	bPAR	0.1873	0.04	0.2136	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00066	bPAR	bPAR	0.091	0.0229	0.2519	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00067	bPAR	bPAR	0.2635	0.0585	0.2221	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00068	bPAR	bPAR	0.4292	0.0585	0.1364	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00069	bPAR	bPAR	0.2482	0.0293	0.1178	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00070	bPAR	bPAR	0.4448	0.0513	0.1153	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00071	bPAR	bPAR	0.2911	0.036	0.1238	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00072	bPAR	bPAR	0.1054	0.0204	0.1935	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00074	bPAR	bPAR	0.1102	0.0169	0.1535	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00076	bPAR	bPAR	0.2385	0.0635	0.2664	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00077	bPAR	bPAR	0.1483	0.0495	0.3339	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00119	Green	ColorStrata	0.0763	0.0086	0.1129	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00120	Green	ColorStrata	0.2908	0.0322	0.1109	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00123	Green	ColorStrata	0.1786	0.0185	0.1037	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00759	Black	OldStrata	0.0945	0.0245	0.2592	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01431	Black	OldStrata	0.1271	0.0171	0.1344	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01433	Black	OldStrata	0.3474	0.0533	0.1533	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01447	Purple	OldStrata	0.6619	0.0361	0.0546	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01227	Purple	OldStrata	0.0391	0.0051	0.1291	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00443	Purple	OldStrata	0.4654	0.0291	0.0625	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00444	Purple	OldStrata	0.3074	0.0248	0.0807	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00991	Black	OldStrata	0.065	0.0081	0.1254	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00160	Black	OldStrata	0.5909	0.0563	0.0952	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00698	Black	OldStrata	0.2967	0.0245	0.0826	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00643	Black	OldStrata	0.4426	0.0328	0.0742	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00611	Black	OldStrata	0.4897	0.0193	0.0394	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00304	Black	OldStrata	0.161	0.0146	0.0907	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00303	Black	OldStrata	0.2782	0.0312	0.1122	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00169	Black	OldStrata	0.2174	0.0154	0.0711	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00915	Black	OldStrata	0.3045	0.0249	0.0817	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00818	Black	OldStrata	0.2966	0.0328	0.1105	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01638	Black	OldStrata	0.2471	0.0301	0.1217	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00969	Black	OldStrata	0.4372	0.0408	0.0933	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00968	Black	OldStrata	0.1691	0.0293	0.1732	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00301	Black	OldStrata	0.1435	0.0218	0.1521	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00124	Red	ColorStrata	0.173	0.0246	0.1422	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00125	Red	ColorStrata	0.1773	0.0221	0.1247	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00126	Red	ColorStrata	0.2276	0.042	0.1844	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00127	Red	ColorStrata	0.174	0.0319	0.1836	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00128	Red	ColorStrata	0.2339	0.0387	0.1653	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00129	Red	ColorStrata	0.1211	0.0201	0.1657	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00130	Red	ColorStrata	0.1034	0.0201	0.1943	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00131	Red	ColorStrata	0.0245	0.004	0.1625	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00393	Red	ColorStrata	0.0925	0.0166	0.1798	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00383	Red	ColorStrata	0.3065	0.0368	0.12	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00380	Red	ColorStrata	0.3124	0.0286	0.0916	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00379	Red	ColorStrata	0.1598	0.0226	0.1415	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00376	Red	ColorStrata	0.1619	0.0394	0.2431	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00375	Red	ColorStrata	0.1452	0.0226	0.1554	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00374	Red	ColorStrata	0.131	0.0182	0.1389	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00373	Red	ColorStrata	0.1778	0.022	0.1239	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00372	Red	ColorStrata	98.9996	0.0219	0.0002	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00371	Red	ColorStrata	0.028	0.0024	0.0866	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00369	Red	ColorStrata	0.4557	0.0615	0.1349	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00368	Red	ColorStrata	0.2241	0.0233	0.104	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00367	Red	ColorStrata	0.0421	0.0053	0.126	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00366	Red	ColorStrata	0.2811	0.0404	0.1438	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00365	Red	ColorStrata	0.3058	0.0327	0.1069	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00732	Red	ColorStrata	0.3807	0.0519	0.1362	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00994	Black	OldStrata	0.2142	0.042	0.1963	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00993	Black	OldStrata	0.4769	0.0415	0.087	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00737	Purple	OldStrata	0.1458	0.0134	0.0918	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01653	Blue	OldStrata	0.2547	0.0406	0.1593	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01265	Black	OldStrata	0.2583	0.037	0.1432	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01267	Black	OldStrata	0.216	0.0317	0.1466	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01268	Black	OldStrata	0.2003	0.0332	0.1659	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01269	Black	OldStrata	0.4515	0.0594	0.1316	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01275	Black	OldStrata	0.0479	0.0093	0.195	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01276	Black	OldStrata	0.1109	0.0279	0.2519	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01277	Black	OldStrata	0.3796	0.065	0.1713	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01252	Black	OldStrata	0.4658	0.0698	0.1498	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01249	Black	OldStrata	0.2859	0.0453	0.1584	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01505	Black	OldStrata	0.4738	0.0397	0.0838	NON	Neutral	A2
