gid	gname	chr	start	end	logCPM	logFC.MvSl.Mint	PV.MvSl.Mint	FDR.MvSl.Mint	MintM1	MintM2	MintM3	MvSlM1	MvSlM2
MinSal-1389-A1-17072018_C006g04592	MinSal-1389-A1-17072018_C004	Chr04	88417	89743	8.680856101	-1.661861743	1.95E-13	3.94E-13	9.042792479	9.038411	9.334743156	7.554955246	7.409240735
MinSal-1389-A1-17072018_C006g04594	MinSal-1389-A1-17072018_C004	Chr04	92321	95286	6.640044193	14.56575627	9.99E-144	4.18E-142	-2.638590112	-2.638590112	-2.638590112	7.752736666	8.084410332
MinSal-1389-A1-17072018_C006g04595	MinSal-1389-A1-17072018_C004	Chr04	96993	99305	8.637856153	1.960579635	8.63E-20	2.15E-19	7.697458718	7.336085525	7.519312465	9.605861014	9.352381014
MinSal-1389-A1-17072018_C006g04596	MinSal-1389-A1-17072018_C004	Chr04	99636	103087	8.079354254	-2.85071131	1.67E-22	4.47E-22	8.660441734	8.189544064	9.098968582	5.887758328	5.8078041
MinSal-1389-A1-17072018_C006g04598	MinSal-1389-A1-17072018_C004	Chr04	103977	105444	7.938753136	-2.509694423	1.73E-29	5.41E-29	8.583525576	8.548263702	8.430063333	6.036216757	5.994484531
MinSal-1389-A1-17072018_C006g04599	MinSal-1389-A1-17072018_C004	Chr04	105624	107978	4.829611298	-3.93416936	2.98E-35	1.01E-34	5.901588241	5.161813551	5.547640341	1.752442181	1.639338549
MinSal-1389-A1-17072018_C006g04601	MinSal-1389-A1-17072018_C004	Chr04	108728	113132	7.166518421	-0.928842875	0.00089108	0.00119985	7.324002923	7.837888722	7.17121287	6.844997109	6.171065431
MinSal-1389-A1-17072018_C006g04603	MinSal-1389-A1-17072018_C004	Chr04	115504	118159	7.369454089	-0.550612207	0.015711774	0.019401536	7.477991298	7.837888722	7.336361059	7.043251696	6.992135095
MinSal-1389-A1-17072018_C006g04607	MinSal-1389-A1-17072018_C004	Chr04	126161	129942	5.819135793	1.214491875	3.93E-07	6.21E-07	4.923153095	5.499260284	5.073139151	6.571139858	6.209059523
MinSal-1389-A1-17072018_C006g04609	MinSal-1389-A1-17072018_C004	Chr04	130748	133478	3.840718877	11.6058913	8.07E-54	3.61E-53	-2.638590112	-2.638590112	-2.638590112	4.718109341	5.191969335
MinSal-1389-A1-17072018_C006g04612	MinSal-1389-A1-17072018_C004	Chr04	141137	147265	5.377916027	3.616600287	1.42E-49	5.94E-49	2.455854214	2.931447341	3.230539922	6.470328705	6.465612628
MinSal-1389-A1-17072018_C006g04614	MinSal-1389-A1-17072018_C004	Chr04	148936	150102	5.147006608	0.746511351	0.000243525	0.000338048	4.751543628	4.662007239	4.942549894	5.539421356	5.512629305
MinSal-1389-A1-17072018_C006g04615	MinSal-1389-A1-17072018_C004	Chr04	150487	153136	0.40725609	7.58265455	5.72E-11	1.06E-10	-2.638590112	-2.638590112	-2.638590112	1.256315333	0.811598611
MinSal-1389-A1-17072018_C006g04616	MinSal-1389-A1-17072018_C004	Chr04	153608	154197	6.450471599	-1.713257712	2.15E-15	4.67E-15	6.892481277	6.958471713	6.951111669	5.27295541	5.175213627
MinSal-1389-A1-17072018_C006g04618	MinSal-1389-A1-17072018_C004	Chr04	158892	160422	5.618545548	-2.099201731	6.92E-14	1.42E-13	6.206214658	5.676029236	6.537640999	4.087993663	4.087239588
MinSal-1389-A1-17072018_C006g04619	MinSal-1389-A1-17072018_C004	Chr04	160707	161910	7.16090252	-1.589109617	4.89E-12	9.41E-12	7.664174332	7.781444833	7.370627835	6.072972759	5.985969414
MinSal-1389-A1-17072018_C006g04620	MinSal-1389-A1-17072018_C004	Chr04	162448	164268	6.826385754	-1.447259734	5.30E-10	9.48E-10	7.264170157	7.476433706	6.981918028	5.862564535	5.75991141
MinSal-1389-A1-17072018_C006g04621	MinSal-1389-A1-17072018_C004	Chr04	166759	168326	8.41359559	-1.948630829	1.36E-19	3.37E-19	8.93092197	8.943316488	8.899249166	7.027075086	6.925790701
MinSal-1389-A1-17072018_C006g04623	MinSal-1389-A1-17072018_C004	Chr04	168963	171158	10.2068271	-2.007178917	4.51E-14	9.28E-14	10.71183371	10.818909	10.63381911	8.857136567	8.561270406
MinSal-1389-A1-17072018_C006g04624	MinSal-1389-A1-17072018_C004	Chr04	175518	176668	7.156337914	1.486446673	1.42E-12	2.79E-12	6.237666759	6.546079215	6.287115471	7.852637898	7.846748869
MinSal-1389-A1-17072018_C006g04625	MinSal-1389-A1-17072018_C004	Chr04	176780	179557	3.685595625	-1.220853354	0.017399071	0.021400351	4.174819387	2.855130993	4.8239003	2.866122211	3.015521927
MinSal-1389-A1-17072018_C006g04626	MinSal-1389-A1-17072018_C004	Chr04	179820	182000	6.338955581	-0.785738006	0.000286387	0.000396063	6.542475287	6.801262252	6.46416843	5.808524837	5.847122737
MinSal-1389-A1-17072018_C006g04627	MinSal-1389-A1-17072018_C004	Chr04	183246	186095	2.545518232	10.13756558	1.38E-32	4.51E-32	-2.638590112	-2.638590112	-2.638590112	3.348766419	3.670109458
MinSal-1389-A1-17072018_C006g04628	MinSal-1389-A1-17072018_C004	Chr04	186667	188894	5.866940763	1.668561077	6.10E-17	1.39E-16	4.901893409	4.976110824	4.942549894	6.589949678	6.618731209
MinSal-1389-A1-17072018_C006g04629	MinSal-1389-A1-17072018_C004	Chr04	189529	190280	8.546144606	-1.524948609	2.88E-12	5.60E-12	9.035083124	8.85871207	9.0555255	7.365998167	7.550920461
MinSal-1389-A1-17072018_C006g04630	MinSal-1389-A1-17072018_C004	Chr04	190577	191090	8.06614641	-2.591656676	2.67E-20	6.73E-20	8.973153332	8.741273188	8.128469376	6.060503435	6.075978027
MinSal-1389-A1-17072018_C006g04631	MinSal-1389-A1-17072018_C004	Chr04	191691	196612	5.303738147	10.50684438	3.45E-112	4.02E-111	-1.696546282	-2.638590112	-2.638590112	6.409609086	6.667470418
MinSal-1389-A1-17072018_C006g04635	MinSal-1389-A1-17072018_C004	Chr04	207673	209469	5.307883199	0.719726775	0.00137033	0.001821983	4.653187733	5.208569736	4.965152248	5.593684634	5.758662241
MinSal-1389-A1-17072018_C006g04639	MinSal-1389-A1-17072018_C004	Chr04	213882	215477	7.073915788	0.969966223	3.44E-06	5.23E-06	6.403158452	6.710323512	6.667356514	7.636056686	7.496880953
MinSal-1389-A1-17072018_C006g04641	MinSal-1389-A1-17072018_C004	Chr04	218993	220589	6.724506245	-1.21268568	5.30E-08	8.76E-08	7.236130883	7.135602163	6.92252335	5.784230691	5.997664787
MinSal-1389-A1-17072018_C006g04642	MinSal-1389-A1-17072018_C004	Chr04	221141	222034	10.89054252	12.71354362	4.61E-155	2.91E-153	0.426634884	-0.546525438	-1.309844998	11.92114954	12.45109271
MinSal-1389-A1-17072018_C006g04643	MinSal-1389-A1-17072018_C004	Chr04	222396	226490	3.617534902	11.35785724	2.43E-51	1.05E-50	-2.638590112	-2.638590112	-2.638590112	4.549894278	4.885883462
MinSal-1389-A1-17072018_C006g04645	MinSal-1389-A1-17072018_C004	Chr04	229512	232615	5.74621293	-1.938257959	9.20E-17	2.09E-16	6.200421688	6.454213369	6.145867137	4.168857972	4.502850139
MinSal-1389-A1-17072018_C006g04646	MinSal-1389-A1-17072018_C004	Chr04	234084	235363	4.374680575	9.514585066	2.07E-79	1.34E-78	-1.696546282	-2.638590112	-2.638590112	5.547692106	5.560727284
MinSal-1389-A1-17072018_C006g04648	MinSal-1389-A1-17072018_C004	Chr04	236729	238024	8.60283715	-0.666275471	0.002422688	0.003172785	8.755854193	8.652463238	9.066672835	8.177533478	8.160871411
MinSal-1389-A1-17072018_C006g04649	MinSal-1389-A1-17072018_C004	Chr04	238458	242657	5.442988532	10.6530869	2.62E-120	3.80E-119	-1.696546282	-2.638590112	-2.638590112	6.581918337	6.791146113
MinSal-1389-A1-17072018_C006g04652	MinSal-1389-A1-17072018_C004	Chr04	246896	248846	10.12513379	-2.099895169	7.24E-16	1.60E-15	10.72437721	10.5220642	10.70960786	8.623949635	8.48344127
MinSal-1389-A1-17072018_C006g04653	MinSal-1389-A1-17072018_C004	Chr04	252390	254906	5.541207676	0.635454501	0.001637639	0.002168636	5.398322296	5.248895653	5.041583215	5.897498236	5.854157862
MinSal-1389-A1-17072018_C006g04654	MinSal-1389-A1-17072018_C004	Chr04	255394	258554	6.733741206	-1.716539094	1.20E-06	1.86E-06	7.502915378	7.493317082	6.369911126	5.819951249	5.08639533
MinSal-1389-A1-17072018_C006g04655	MinSal-1389-A1-17072018_C004	Chr04	262450	266191	7.222560303	-2.124352119	2.73E-16	6.14E-16	7.734008102	8.01127716	7.494277132	5.848127507	5.401766828
MinSal-1389-A1-17072018_C006g04656	MinSal-1389-A1-17072018_C004	Chr04	266913	270080	4.859473838	12.71111023	7.24E-97	6.23E-96	-2.638590112	-2.638590112	-2.638590112	6.194710043	5.945919762
MinSal-1389-A1-17072018_C006g04660	MinSal-1389-A1-17072018_C004	Chr04	280901	284052	6.286098764	1.294897315	1.34E-10	2.45E-10	5.560870692	5.584453464	5.69013095	6.917525965	6.888585788
MinSal-1389-A1-17072018_C006g04661	MinSal-1389-A1-17072018_C004	Chr04	284506	286181	6.60750423	0.945583437	0.000207284	0.000288756	5.614131473	6.414878151	6.287115471	7.175000416	6.996910612
MinSal-1389-A1-17072018_C006g04662	MinSal-1389-A1-17072018_C004	Chr04	287167	290262	4.236836919	12.04049077	1.55E-73	9.26E-73	-2.638590112	-2.638590112	-2.638590112	5.282898175	5.521494508
MinSal-1389-A1-17072018_C006g04663	MinSal-1389-A1-17072018_C004	Chr04	290764	291921	9.203646826	-2.02921357	1.98E-17	4.60E-17	9.739447357	9.849885029	9.570428798	7.827949962	7.551281232
MinSal-1389-A1-17072018_C006g04664	MinSal-1389-A1-17072018_C004	Chr04	292346	293556	1.976779677	5.301493854	2.84E-18	6.76E-18	-2.638590112	-2.638590112	-0.169870522	3.055894787	2.556374931
MinSal-1389-A1-17072018_C006g04665	MinSal-1389-A1-17072018_C004	Chr04	293746	295458	7.703776437	1.090223164	1.94E-07	3.12E-07	7.201748182	6.926196192	7.332019913	8.190356333	8.308602719
MinSal-1389-A1-17072018_C006g04669	MinSal-1389-A1-17072018_C004	Chr04	298724	300726	9.693688882	-2.765616012	7.11E-22	1.89E-21	10.34735666	10.29641646	10.24763757	7.843709271	7.136655389
MinSal-1389-A1-17072018_C006g04671	MinSal-1389-A1-17072018_C004	Chr04	301353	301928	6.568806819	1.950185924	6.02E-21	1.55E-20	5.481884575	5.395307721	5.478621251	7.457728094	7.335751744
MinSal-1389-A1-17072018_C006g04673	MinSal-1389-A1-17072018_C004	Chr04	305011	307184	4.480427473	0.899016026	0.000258108	0.000357872	4.331440899	3.825763077	3.832056968	4.978860672	4.848795577
MinSal-1389-A1-17072018_C006g04674	MinSal-1389-A1-17072018_C004	Chr04	307403	308639	6.315429524	1.759234818	6.35E-15	1.36E-14	5.174314213	5.145885245	5.641843809	7.068379628	7.103090656
MinSal-1389-A1-17072018_C006g04675	MinSal-1389-A1-17072018_C004	Chr04	308866	310773	4.86496507	-1.354156212	2.91E-09	5.05E-09	5.19193797	5.395307721	5.303444785	4.110500865	3.777622866
MinSal-1389-A1-17072018_C006g04676	MinSal-1389-A1-17072018_C004	Chr04	310946	312898	5.109432978	0.918558166	2.69E-05	3.92E-05	4.661645071	4.706124024	4.567433481	5.742808613	5.359542905
MinSal-1389-A1-17072018_C006g04678	MinSal-1389-A1-17072018_C004	Chr04	314671	318160	6.916566798	0.745756293	0.002483217	0.003249899	6.309390785	6.938576919	6.35287096	7.136677814	7.465833081
MinSal-1389-A1-17072018_C006g04679	MinSal-1389-A1-17072018_C004	Chr04	318377	321976	4.432316723	6.602987837	1.94E-70	1.10E-69	-0.151556483	-1.242546265	-0.630073859	5.542183544	5.655052484
MinSal-1389-A1-17072018_C006g04680	MinSal-1389-A1-17072018_C004	Chr04	322244	324521	4.032389097	11.81626	2.50E-51	1.08E-50	-2.638590112	-2.638590112	-2.638590112	5.494491597	4.786417103
MinSal-1389-A1-17072018_C006g04681	MinSal-1389-A1-17072018_C004	Chr04	324810	325596	5.931563888	1.967322502	7.78E-14	1.59E-13	4.971573594	5.074755135	4.120841493	6.763311249	6.750878048
MinSal-1389-A1-17072018_C006g04683	MinSal-1389-A1-17072018_C004	Chr04	327440	328353	6.737882089	-0.939698276	1.25E-05	1.85E-05	7.163551647	7.07520804	6.899237675	6.160064581	6.064902964
MinSal-1389-A1-17072018_C006g04686	MinSal-1389-A1-17072018_C004	Chr04	330615	331683	5.137973352	1.56123	3.27E-14	6.76E-14	4.413852711	4.21990229	4.160554056	5.829027663	5.825809153
MinSal-1389-A1-17072018_C006g04687	MinSal-1389-A1-17072018_C004	Chr04	331898	334607	0.113998062	-2.550008303	7.35E-07	1.15E-06	0.838274862	0.89828697	1.501390951	-1.22439585	-0.900292587
MinSal-1389-A1-17072018_C006g04688	MinSal-1389-A1-17072018_C004	Chr04	335197	338144	7.289364173	-0.853225992	0.000644872	0.000874287	7.791975759	7.712825355	7.13678298	6.622940524	6.820177303
MinSal-1389-A1-17072018_C006g04689	MinSal-1389-A1-17072018_C004	Chr04	339690	340726	4.550588155	9.704812921	2.33E-86	1.66E-85	-1.696546282	-2.638590112	-2.638590112	5.788889798	5.697393402
MinSal-1389-A1-17072018_C006g04690	MinSal-1389-A1-17072018_C004	Chr04	340943	342213	3.670276309	11.41636929	8.53E-57	4.01E-56	-2.638590112	-2.638590112	-2.638590112	4.784934445	4.786417103
MinSal-1389-A1-17072018_C006g04691	MinSal-1389-A1-17072018_C004	Chr04	342393	344433	7.400923947	11.22358732	6.04E-168	6.62E-166	-2.638590112	-2.638590112	-0.169870522	8.62166627	8.776675054
MinSal-1389-A1-17072018_C006g04695	MinSal-1389-A1-17072018_C004	Chr04	348039	351740	8.189652913	-3.682492275	6.70E-25	1.90E-24	8.799139476	8.155476879	9.378550973	5.345907735	5.002341906
MinSal-1389-A1-17072018_C006g04696	MinSal-1389-A1-17072018_C004	Chr04	352493	354662	4.856706264	6.63829035	1.22E-53	5.46E-53	-0.41054341	-0.546525438	0.178493578	5.551809767	6.425242381
MinSal-1389-A1-17072018_C006g04697	MinSal-1389-A1-17072018_C004	Chr04	357263	359859	2.861149789	10.501327	1.26E-39	4.57E-39	-2.638590112	-2.638590112	-2.638590112	3.859035381	3.895972336
MinSal-1389-A1-17072018_C006g04698	MinSal-1389-A1-17072018_C004	Chr04	361114	363057	4.682668503	1.68923857	2.10E-10	3.80E-10	3.985690642	3.357434251	3.756322722	5.593684634	5.165820119
MinSal-1389-A1-17072018_C006g04699	MinSal-1389-A1-17072018_C004	Chr04	364250	367153	6.260195767	1.609942815	1.14E-14	2.40E-14	5.215106339	5.486668519	5.422559667	7.032978498	6.935773162
MinSal-1389-A1-17072018_C006g04705	MinSal-1389-A1-17072018_C004	Chr04	375384	377442	6.248609854	2.611537422	4.61E-23	1.25E-22	4.198262067	4.444863637	5.104019614	7.195322868	7.248561759
MinSal-1389-A1-17072018_C006g04706	MinSal-1389-A1-17072018_C004	Chr04	377949	379494	5.339702576	9.665126986	7.66E-119	1.07E-117	-2.638590112	-1.242546265	-2.638590112	6.539695485	6.621482575
MinSal-1389-A1-17072018_C006g04707	MinSal-1389-A1-17072018_C004	Chr04	383021	384319	7.992140506	-1.614427468	2.49E-14	5.17E-14	8.383316869	8.462983834	8.500420675	6.81447594	6.857998578
MinSal-1389-A1-17072018_C006g04708	MinSal-1389-A1-17072018_C004	Chr04	385018	386624	5.603113296	1.864448739	1.70E-16	3.85E-16	4.383497273	4.850703132	4.273526007	6.389043457	6.399024189
MinSal-1389-A1-17072018_C006g04709	MinSal-1389-A1-17072018_C004	Chr04	387681	389308	0.292080901	7.440038878	2.38E-10	4.30E-10	-2.638590112	-2.638590112	-2.638590112	1.085055335	0.732362088
MinSal-1389-A1-17072018_C006g04710	MinSal-1389-A1-17072018_C004	Chr04	389673	393580	4.640156136	-2.318135053	1.69E-22	4.52E-22	5.325675576	5.102529434	5.321075242	2.883651777	3.023864891
MinSal-1389-A1-17072018_C006g04711	MinSal-1389-A1-17072018_C004	Chr04	394655	395989	4.90172002	-1.422445728	5.83E-08	9.62E-08	5.372794929	5.638576484	4.919587792	3.990240087	3.877676783
MinSal-1389-A1-17072018_C006g04712	MinSal-1389-A1-17072018_C004	Chr04	396328	399471	8.382825502	-3.691959058	6.82E-47	2.71E-46	9.059289406	9.068648146	9.03029202	5.592352633	5.096318655
MinSal-1389-A1-17072018_C006g04713	MinSal-1389-A1-17072018_C004	Chr04	399912	401906	3.542969015	8.607582687	6.11E-23	1.65E-22	-2.638590112	-1.777909711	-2.638590112	5.246101412	3.571114343
MinSal-1389-A1-17072018_C006g04714	MinSal-1389-A1-17072018_C004	Chr04	402570	403987	6.912428947	14.8438536	1.06E-144	4.71E-143	-2.638590112	-2.638590112	-2.638590112	8.416811703	7.958957044
MinSal-1389-A1-17072018_C006g04722	MinSal-1389-A1-17072018_C004	Chr04	415458	417117	0.854815205	8.130587189	3.67E-14	7.58E-14	-2.638590112	-2.638590112	-2.638590112	1.752442181	1.351877195
MinSal-1389-A1-17072018_C006g04723	MinSal-1389-A1-17072018_C004	Chr04	417654	420866	6.771774887	-1.358260413	3.48E-05	5.03E-05	7.415605899	7.527527249	6.313778374	5.96801065	5.668417995
MinSal-1389-A1-17072018_C006g04726	MinSal-1389-A1-17072018_C004	Chr04	423042	423962	5.164979561	10.36245076	8.62E-104	8.55E-103	-2.638590112	-1.777909711	-2.638590112	6.549338268	6.229041465
MinSal-1389-A1-17072018_C006g04727	MinSal-1389-A1-17072018_C004	Chr04	424505	426778	8.182807676	16.13103192	8.88E-205	1.75E-201	-2.638590112	-2.638590112	-2.638590112	9.434796928	9.548458304
MinSal-1389-A1-17072018_C006g04729	MinSal-1389-A1-17072018_C004	Chr04	433279	436021	6.383854079	0.46856341	0.035118305	0.042051137	6.231998961	6.378989796	5.844397142	6.672315305	6.609752857
MinSal-1389-A1-17072018_C006g04730	MinSal-1389-A1-17072018_C004	Chr04	437937	441819	7.410681608	2.387104177	3.39E-09	5.87E-09	6.284964675	6.412661095	4.611083665	7.946588426	8.674563151
MinSal-1389-A1-17072018_C006g04732	MinSal-1389-A1-17072018_C004	Chr04	443228	445753	3.733810234	-1.051797538	3.71E-05	5.37E-05	4.077042951	4.036250714	4.255301046	3.040348636	3.120389285
MinSal-1389-A1-17072018_C006g04734	MinSal-1389-A1-17072018_C004	Chr04	449581	452548	5.31873923	13.19760278	2.77E-70	1.57E-69	-2.638590112	-2.638590112	-2.638590112	5.957702722	6.98574305
MinSal-1389-A1-17072018_C006g04736	MinSal-1389-A1-17072018_C004	Chr04	453047	454340	7.5021496	15.4431876	1.09E-129	2.27E-128	-2.638590112	-2.638590112	-2.638590112	8.3243619	9.16507061
MinSal-1389-A1-17072018_C006g04738	MinSal-1389-A1-17072018_C004	Chr04	454535	455724	4.973766736	0.903986434	0.001645852	0.002179025	4.501265203	4.39182574	4.667302534	4.897070379	5.802964558
MinSal-1389-A1-17072018_C006g04739	MinSal-1389-A1-17072018_C004	Chr04	455922	458432	6.51822866	3.516917234	2.06E-49	8.57E-49	3.829318112	4.21990229	4.309299454	7.717430225	7.54114539
MinSal-1389-A1-17072018_C006g04740	MinSal-1389-A1-17072018_C004	Chr04	459409	459715	7.629378366	-1.308967039	3.17E-10	5.70E-10	8.046464456	8.035253298	8.0002805	6.746044691	6.693199065
MinSal-1389-A1-17072018_C006g04741	MinSal-1389-A1-17072018_C004	Chr04	460013	461486	8.567777243	-0.811766297	0.000197414	0.000275524	8.737969841	8.754025985	9.018183505	8.139735003	7.912534137
MinSal-1389-A1-17072018_C006g04742	MinSal-1389-A1-17072018_C004	Chr04	462138	469744	5.080378384	10.26482322	4.62E-105	4.67E-104	-2.638590112	-2.638590112	-1.309844998	6.212159362	6.398222212
MinSal-1389-A1-17072018_C006g04744	MinSal-1389-A1-17072018_C004	Chr04	470105	471109	7.035729402	-1.006578383	0.000239116	0.000332084	7.457494453	6.854502698	7.673097357	6.127328454	6.561856391
MinSal-1389-A1-17072018_C006g04746	MinSal-1389-A1-17072018_C004	Chr04	473910	476949	6.025972288	13.93433233	4.30E-139	1.46E-137	-2.638590112	-2.638590112	-2.638590112	7.251254899	7.341603751
MinSal-1389-A1-17072018_C006g04751	MinSal-1389-A1-17072018_C004	Chr04	477318	478242	6.072166621	13.98203413	1.38E-138	4.52E-137	-2.638590112	-2.638590112	-2.638590112	7.441175244	7.241425042
MinSal-1389-A1-17072018_C006g04752	MinSal-1389-A1-17072018_C004	Chr04	478585	479817	5.537463355	13.42663913	1.51E-116	2.00E-115	-2.638590112	-2.638590112	-2.638590112	6.591283899	6.964771119
MinSal-1389-A1-17072018_C006g04753	MinSal-1389-A1-17072018_C004	Chr04	480381	483439	6.160323693	11.40058816	3.02E-143	1.22E-141	-2.638590112	-1.777909711	-2.638590112	7.391877815	7.477269716
MinSal-1389-A1-17072018_C006g04754	MinSal-1389-A1-17072018_C004	Chr04	484109	486366	6.650568336	14.57653351	8.26E-139	2.78E-137	-2.638590112	-2.638590112	-2.638590112	7.711000687	8.135591387
MinSal-1389-A1-17072018_C006g04755	MinSal-1389-A1-17072018_C004	Chr04	487476	488981	6.627434217	11.88066276	3.61E-151	2.14E-149	-2.638590112	-1.777909711	-2.638590112	7.886995271	7.941998202
MinSal-1389-A1-17072018_C006g04756	MinSal-1389-A1-17072018_C004	Chr04	489593	490846	6.440513785	1.720877427	6.42E-14	1.32E-13	5.203568662	5.698042902	5.509704729	7.342025423	7.047912492
MinSal-1389-A1-17072018_C006g04757	MinSal-1389-A1-17072018_C004	Chr04	493263	498017	5.952367187	1.227002151	7.32E-10	1.30E-09	5.249175867	5.321596829	5.381138498	6.554135598	6.526329593
MinSal-1389-A1-17072018_C008g04760	MinSal-1389-A1-17072018_C004	Chr04	498292	500366	5.604771448	3.199435963	5.97E-38	2.10E-37	3.103177286	3.743477847	3.501875346	6.806456503	6.490658411
MinSal-1389-A1-17072018_C008g04761	MinSal-1389-A1-17072018_C004	Chr04	501066	502621	6.197914739	14.11186821	3.34E-124	5.54E-123	-2.638590112	-2.638590112	-2.638590112	7.20276148	7.703160806
MinSal-1389-A1-17072018_C008g04762	MinSal-1389-A1-17072018_C004	Chr04	503292	505076	7.150740415	4.745795224	4.21E-46	1.66E-45	3.584443283	4.15771899	2.798755712	8.059344533	8.631195452
MinSal-1389-A1-17072018_C008g04763	MinSal-1389-A1-17072018_C004	Chr04	505494	508374	1.882721675	3.841067505	1.36E-14	2.85E-14	-0.41054341	-0.546525438	-2.638590112	2.438102952	2.884216873
MinSal-1389-A1-17072018_C008g04765	MinSal-1389-A1-17072018_C004	Chr04	512637	513722	7.841998169	2.00028044	3.98E-17	9.17E-17	6.708812356	6.981091436	6.318174674	8.514808865	8.858250509
MinSal-1389-A1-17072018_C008g04766	MinSal-1389-A1-17072018_C004	Chr04	513950	514803	3.598069047	11.33565442	6.68E-53	2.95E-52	-2.638590112	-2.638590112	-2.638590112	4.819499761	4.581257198
MinSal-1389-A1-17072018_C008g04767	MinSal-1389-A1-17072018_C004	Chr04	515008	516110	5.187210983	1.80105303	6.73E-18	1.59E-17	4.244034697	4.024683705	4.199202687	6.009519623	5.883107127
MinSal-1389-A1-17072018_C008g04772	MinSal-1389-A1-17072018_C004	Chr04	518880	520904	4.627600055	12.46321316	3.34E-83	2.29E-82	-2.638590112	-2.638590112	-2.638590112	5.636964664	5.997664787
MinSal-1389-A1-17072018_C008g04773	MinSal-1389-A1-17072018_C004	Chr04	522002	524200	6.427154271	3.329073763	2.72E-34	9.09E-34	3.670769605	4.15771899	4.653451861	7.608318621	7.417179812
MinSal-1389-A1-17072018_C008g04775	MinSal-1389-A1-17072018_C004	Chr04	525936	528177	2.08861843	9.603799322	1.42E-27	4.27E-27	-2.638590112	-2.638590112	-2.638590112	2.93499763	3.04860815
MinSal-1389-A1-17072018_C008g04776	MinSal-1389-A1-17072018_C004	Chr04	532095	533797	7.806928072	-0.604369659	0.00416895	0.005369528	7.987136295	7.875401015	8.187329949	7.480587583	7.351580866
MinSal-1389-A1-17072018_C008g04779	MinSal-1389-A1-17072018_C004	Chr04	534770	538402	9.540662301	3.296802198	1.50E-34	5.04E-34	7.301178934	6.924641104	7.740159955	10.63106964	10.67604144
MinSal-1389-A1-17072018_C008g04780	MinSal-1389-A1-17072018_C004	Chr04	538537	545123	9.478816671	-1.282294323	1.96E-07	3.15E-07	9.949154249	9.831123633	9.819059664	8.818068755	8.308602719
MinSal-1389-A1-17072018_C008g04785	MinSal-1389-A1-17072018_C004	Chr04	545489	547025	6.815933714	12.07331453	3.82E-158	2.80E-156	-2.638590112	-1.777909711	-2.638590112	8.176422705	8.034704739
MinSal-1389-A1-17072018_C008g04786	MinSal-1389-A1-17072018_C004	Chr04	547363	550733	4.239400058	12.04314395	7.10E-77	4.45E-76	-2.638590112	-2.638590112	-2.638590112	5.434801623	5.384053446
MinSal-1389-A1-17072018_C008g04787	MinSal-1389-A1-17072018_C004	Chr04	551432	552794	7.30590022	0.864381861	8.13E-05	0.000115418	6.684118131	7.108463285	6.848471318	7.851803182	7.651936547
MinSal-1389-A1-17072018_C008g04788	MinSal-1389-A1-17072018_C004	Chr04	555027	555437	2.091726935	9.607349169	9.57E-28	2.89E-27	-2.638590112	-2.638590112	-2.638590112	2.968240277	3.023864891
MinSal-1389-A1-17072018_C008g04791	MinSal-1389-A1-17072018_C004	Chr04	560475	563209	6.134753551	11.37438521	9.98E-136	2.79E-134	-2.638590112	-1.777909711	-2.638590112	7.275111303	7.531303636
MinSal-1389-A1-17072018_C008g04792	MinSal-1389-A1-17072018_C004	Chr04	563731	564374	7.701997852	-1.674984253	1.87E-13	3.78E-13	8.3896946	7.97266887	8.119681319	6.408095719	6.5824776
MinSal-1389-A1-17072018_C008g04793	MinSal-1389-A1-17072018_C004	Chr04	564484	564651	6.421270485	14.34155916	9.39E-138	2.96E-136	-2.638590112	-2.638590112	-2.638590112	7.525596789	7.862824693
MinSal-1389-A1-17072018_C008g04794	MinSal-1389-A1-17072018_C004	Chr04	564711	565449	3.870648569	7.535210578	5.74E-53	2.54E-52	-1.131431696	-1.777909711	-2.638590112	5.162403367	4.813137858
MinSal-1389-A1-17072018_C008g04798	MinSal-1389-A1-17072018_C004	Chr04	565500	568230	8.37026363	-3.263604014	4.90E-29	1.52E-28	9.128800489	8.480553703	9.315631885	5.695206844	5.815033108
MinSal-1389-A1-17072018_C008g04800	MinSal-1389-A1-17072018_C004	Chr04	568635	570683	5.013538826	12.87501023	9.55E-109	1.04E-107	-2.638590112	-2.638590112	-2.638590112	6.221667283	6.256736216
MinSal-1389-A1-17072018_C008g04802	MinSal-1389-A1-17072018_C004	Chr04	571254	573751	4.757969071	3.874952545	2.41E-49	1.00E-48	1.708098064	1.985565835	2.394773855	5.810817371	5.871597035
MinSal-1389-A1-17072018_C008g04803	MinSal-1389-A1-17072018_C004	Chr04	578986	579495	4.328287737	1.80186812	3.28E-08	5.49E-08	3.267335433	3.375760101	3.153908013	4.496776426	5.464405595
MinSal-1389-A1-17072018_C008g04805	MinSal-1389-A1-17072018_C004	Chr04	582627	586084	7.576083252	-0.600982661	0.004615569	0.005930586	7.895096782	7.729843476	7.738520829	7.0476322	7.318899725
MinSal-1389-A1-17072018_C008g04806	MinSal-1389-A1-17072018_C004	Chr04	587055	588407	11.69161995	-2.266098421	5.00E-13	9.90E-13	12.32937719	12.31628222	12.06441507	10.03584623	9.91321692
