
gid	gname	chr	start	end	logCPM	logFC.MvSl.Mint	PV.MvSl.Mint	FDR.MvSl.Mint
MinSal-1389-A1-17072018_C006g04226	MinSal-1389-A1-17072018_C005	Chr05	664226	664960	3.90551353040762	9.0035636186976	1.14841662290166e-59	5.59664219351583e-59
MinSal-1389-A1-17072018_C006g04229	MinSal-1389-A1-17072018_C005	Chr05	687935	689878	1.98316569461579	5.32717664620183	7.29313302690775e-19	1.76765261012087e-18
MinSal-1389-A1-17072018_C006g04235	MinSal-1389-A1-17072018_C005	Chr05	696367	698893	5.02587834407476	12.8880889319269	7.24815954756727e-109	7.99862075956865e-108
MinSal-1389-A1-17072018_C006g04236	MinSal-1389-A1-17072018_C005	Chr05	699568	700759	6.62876242084772	3.30310496363714	2.96587463496044e-39	1.06720503226047e-38
MinSal-1389-A1-17072018_C006g04237	MinSal-1389-A1-17072018_C005	Chr05	700868	701737	6.09164020015086	1.63607909328986	9.75521356003187e-16	2.14665412390452e-15
MinSal-1389-A1-17072018_C006g04238	MinSal-1389-A1-17072018_C005	Chr05	702327	703694	4.85896070845739	10.0355102337096	2.43420521275589e-94	2.0174965161946e-93
MinSal-1389-A1-17072018_C006g04239	MinSal-1389-A1-17072018_C005	Chr05	704145	706659	9.62506429569203	-2.25868770622515	6.05392418357914e-17	1.38462194951332e-16
MinSal-1389-A1-17072018_C006g04240	MinSal-1389-A1-17072018_C005	Chr05	707199	708793	7.36306725106347	7.99947416633334	3.52794570449268e-131	7.85962640782843e-130
MinSal-1389-A1-17072018_C006g04241	MinSal-1389-A1-17072018_C005	Chr05	709043	711046	4.14403170418644	11.9391306284545	1.32954250082297e-72	7.84747894410053e-72
MinSal-1389-A1-17072018_C006g04242	MinSal-1389-A1-17072018_C005	Chr05	711875	712651	6.07042357487107	13.9803568492459	5.86871322056201e-113	6.94171547805399e-112
MinSal-1389-A1-17072018_C006g04243	MinSal-1389-A1-17072018_C005	Chr05	712936	715893	6.78223711443607	14.7110451041649	9.92404965620852e-156	6.39238241985779e-154
MinSal-1389-A1-17072018_C006g04247	MinSal-1389-A1-17072018_C005	Chr05	724014	727182	1.53308445344285	8.94674269116247	6.97485283991517e-21	1.79163320023135e-20
MinSal-1389-A1-17072018_C006g04250	MinSal-1389-A1-17072018_C005	Chr05	734960	735325	1.81809589536206	6.60425368837496	8.14395836621612e-22	2.15451327134807e-21
MinSal-1389-A1-17072018_C006g04251	MinSal-1389-A1-17072018_C005	Chr05	735641	737207	8.41689443420664	-1.57410725208743	2.3500804258756e-09	4.10450238836982e-09
MinSal-1389-A1-17072018_C006g04252	MinSal-1389-A1-17072018_C005	Chr05	737321	739939	3.80313279365944	11.5640091192894	1.29096212772779e-60	6.39117925556797e-60
MinSal-1389-A1-17072018_C006g04254	MinSal-1389-A1-17072018_C005	Chr05	740369	742947	3.99158179818281	11.7726770692569	2.18265459773965e-43	8.34478138464851e-43
MinSal-1389-A1-17072018_C006g04256	MinSal-1389-A1-17072018_C005	Chr05	747577	747995	3.85158820052058	11.6175368764089	8.13612484294258e-63	4.14928363332855e-62
MinSal-1389-A1-17072018_C006g04257	MinSal-1389-A1-17072018_C005	Chr05	749064	752840	3.19228605294023	10.8789404680496	2.68267779124586e-44	1.03365075363608e-43
MinSal-1389-A1-17072018_C006g04258	MinSal-1389-A1-17072018_C005	Chr05	753579	754084	5.19395462548382	1.2506333857898	3.88533508740392e-10	6.97923483720996e-10
MinSal-1389-A1-17072018_C006g04259	MinSal-1389-A1-17072018_C005	Chr05	755411	757448	4.76657851954495	1.7837181729506	2.72936213941657e-13	5.46795133136666e-13
MinSal-1389-A1-17072018_C006g04261	MinSal-1389-A1-17072018_C005	Chr05	760505	761561	6.74853628107799	-1.31228010433723	1.21679539487601e-09	2.14712407450347e-09
MinSal-1389-A1-17072018_C006g04262	MinSal-1389-A1-17072018_C005	Chr05	762080	765480	5.2161178701338	2.57914707067614	2.6085856659948e-25	7.48594608071921e-25
MinSal-1389-A1-17072018_C006g04264	MinSal-1389-A1-17072018_C005	Chr05	777161	780430	7.20963130412854	-1.18735743094941	2.23984180166014e-08	3.76868328127144e-08
MinSal-1389-A1-17072018_C006g04265	MinSal-1389-A1-17072018_C005	Chr05	780926	786058	8.36493220922158	-1.87933763854897	5.67743195783896e-17	1.29951571194105e-16
MinSal-1389-A1-17072018_C006g04275	MinSal-1389-A1-17072018_C005	Chr05	802695	804206	6.27573512980101	-2.01130478643579	1.17445232135095e-18	2.83264324636781e-18
MinSal-1389-A1-17072018_C006g04276	MinSal-1389-A1-17072018_C005	Chr05	804782	806073	9.45274655789529	-2.81574447780543	2.97972467956619e-19	7.32690807099969e-19
MinSal-1389-A1-17072018_C006g04277	MinSal-1389-A1-17072018_C005	Chr05	807234	808106	7.83088849570756	1.09570676531386	0.000321632139197784	0.00044418365343418
MinSal-1389-A1-17072018_C006g04280	MinSal-1389-A1-17072018_C005	Chr05	814936	817395	5.52274596667147	9.30778539676519	8.01191721021058e-124	1.31156412673226e-122
MinSal-1389-A1-17072018_C006g04282	MinSal-1389-A1-17072018_C005	Chr05	823465	824964	7.04152567466704	12.3033796362591	2.4935538571893e-162	2.11097145110054e-160
MinSal-1389-A1-17072018_C006g04285	MinSal-1389-A1-17072018_C005	Chr05	828978	830134	6.28530671134646	3.20823963440571	6.9554809974362e-36	2.38255377981543e-35
MinSal-1389-A1-17072018_C006g04286	MinSal-1389-A1-17072018_C005	Chr05	831060	833615	6.34788543520754	-2.07203916100563	7.36594180553553e-21	1.88963511426855e-20
MinSal-1389-A1-17072018_C006g04289	MinSal-1389-A1-17072018_C005	Chr05	837911	838795	3.64367484391923	7.23236317786706	2.97743670424082e-33	9.82968797177219e-33
MinSal-1389-A1-17072018_C006g04290	MinSal-1389-A1-17072018_C005	Chr05	838975	840586	2.57799785857444	10.1739440429288	3.43397912847881e-31	1.09998704407381e-30
MinSal-1389-A1-17072018_C006g04291	MinSal-1389-A1-17072018_C005	Chr05	840783	841252	6.1933097070207	3.45266836452564	8.08599354139029e-29	2.48922585591059e-28
MinSal-1389-A1-17072018_C006g04294	MinSal-1389-A1-17072018_C005	Chr05	843484	844701	5.55957997981772	10.7750774412405	3.1188313892741e-127	5.81201094743343e-126
MinSal-1389-A1-17072018_C006g04296	MinSal-1389-A1-17072018_C005	Chr05	845051	845761	8.95731054228653	-1.32373690343144	7.1303224087181e-09	1.21910821102318e-08
MinSal-1389-A1-17072018_C006g04297	MinSal-1389-A1-17072018_C005	Chr05	845847	849825	9.20479859471412	-1.71599881994884	5.34139885630261e-09	9.18014200187044e-09
MinSal-1389-A1-17072018_C006g04299	MinSal-1389-A1-17072018_C005	Chr05	851319	852311	7.05128834728616	-1.09608708740642	7.9076884212423e-05	0.000112322534957531
MinSal-1389-A1-17072018_C006g04303	MinSal-1389-A1-17072018_C005	Chr05	862499	864403	11.1163496873992	-1.50700509636535	1.05371723502244e-07	1.71547481723708e-07
MinSal-1389-A1-17072018_C006g04304	MinSal-1389-A1-17072018_C005	Chr05	870496	872544	4.02689723579095	8.25043983264232	7.311059230237e-64	3.79713733552887e-63
MinSal-1389-A1-17072018_C006g04311	MinSal-1389-A1-17072018_C005	Chr05	887600	890415	7.70886561913671	1.14590125839686	9.28202874299914e-08	1.51696917625518e-07
MinSal-1389-A1-17072018_C006g04313	MinSal-1389-A1-17072018_C005	Chr05	897048	897203	6.54447956068433	1.90557742402568	6.20229420874971e-09	1.06197039818118e-08
MinSal-1389-A1-17072018_C006g04314	MinSal-1389-A1-17072018_C005	Chr05	897478	900693	8.93732930797219	-3.76378136238945	3.1429637195827e-25	8.99768260978119e-25
MinSal-1389-A1-17072018_C006g04316	MinSal-1389-A1-17072018_C005	Chr05	902257	904920	7.34376739637579	-1.07678252501969	5.98530389889298e-06	8.98857346802833e-06
MinSal-1389-A1-17072018_C006g04320	MinSal-1389-A1-17072018_C005	Chr05	915726	917889	7.3719059305473	-1.21273040579083	1.67358149377372e-07	2.69721075118387e-07
MinSal-1389-A1-17072018_C006g04322	MinSal-1389-A1-17072018_C005	Chr05	925135	926100	4.77374452449601	9.06302705106086	4.77224885979819e-95	3.98314742861466e-94
MinSal-1389-A1-17072018_C006g04325	MinSal-1389-A1-17072018_C005	Chr05	930723	932227	6.23259348079392	14.1475154161669	1.32411847293385e-145	6.43174268082457e-144
MinSal-1389-A1-17072018_C006g04326	MinSal-1389-A1-17072018_C005	Chr05	934997	937644	5.82890697558516	1.11296080980756	1.86207249391589e-07	2.99528816475179e-07
MinSal-1389-A1-17072018_C006g04328	MinSal-1389-A1-17072018_C005	Chr05	937806	940460	4.79661159193906	1.29648750580925	5.55939018477068e-10	9.93215141240611e-10
MinSal-1389-A1-17072018_C006g04329	MinSal-1389-A1-17072018_C005	Chr05	941493	943230	2.1767351465841	9.70678084400986	2.09164599844709e-28	6.395817433848e-28
MinSal-1389-A1-17072018_C006g04330	MinSal-1389-A1-17072018_C005	Chr05	944320	949747	6.40925134868288	2.69887794776599	8.02120094713458e-27	2.37312215739988e-26
MinSal-1389-A1-17072018_C006g04332	MinSal-1389-A1-17072018_C005	Chr05	953295	954014	8.02612058163877	-2.43752261902451	2.78160721013281e-28	8.47932321360444e-28
MinSal-1389-A1-17072018_C006g04335	MinSal-1389-A1-17072018_C005	Chr05	954269	955296	3.50207846020983	11.2282920278652	1.63751281599264e-51	7.08313937779004e-51
MinSal-1389-A1-17072018_C006g04336	MinSal-1389-A1-17072018_C005	Chr05	955657	957653	5.84383351717675	1.03674071551678	1.84764343145775e-06	2.84171683748213e-06
MinSal-1389-A1-17072018_C006g04337	MinSal-1389-A1-17072018_C005	Chr05	966258	967823	5.93798834381345	2.00090593304468	4.30053277449683e-21	1.11336641422753e-20
MinSal-1389-A1-17072018_C006g04338	MinSal-1389-A1-17072018_C005	Chr05	973931	975325	9.24960859594188	-2.40711356675811	3.33966655099257e-21	8.70310641212929e-21
MinSal-1389-A1-17072018_C006g04340	MinSal-1389-A1-17072018_C005	Chr05	977586	980711	6.268428477356	-1.79525999871771	3.7063867077534e-10	6.661828216605e-10
MinSal-1389-A1-17072018_C006g04341	MinSal-1389-A1-17072018_C005	Chr05	981015	983563	7.67984829724723	-1.11210281639839	4.26790052140422e-07	6.7408258235185e-07
MinSal-1389-A1-17072018_C006g04344	MinSal-1389-A1-17072018_C005	Chr05	987260	989837	4.31658983985147	12.1271169355406	1.23634838827574e-79	8.06006661047528e-79
MinSal-1389-A1-17072018_C006g04348	MinSal-1389-A1-17072018_C005	Chr05	992158	993746	6.41300240191919	3.00601115039171	4.87469282060348e-36	1.67366336355135e-35
MinSal-1389-A1-17072018_C006g04349	MinSal-1389-A1-17072018_C005	Chr05	994314	1002930	7.91558993747556	2.46437852102887	1.16409387389993e-30	3.71082318274931e-30
MinSal-1389-A1-17072018_C006g04350	MinSal-1389-A1-17072018_C005	Chr05	1003176	1005490	4.49276415371919	8.75878384301309	1.05147134716725e-79	6.87750463941844e-79
MinSal-1389-A1-17072018_C006g04352	MinSal-1389-A1-17072018_C005	Chr05	1005616	1009398	4.39544380896436	12.2125475412086	6.25478778834271e-78	3.97276231872657e-77
MinSal-1389-A1-17072018_C006g04353	MinSal-1389-A1-17072018_C005	Chr05	1009922	1011328	3.36156569360648	11.0705440333587	1.03112110382301e-49	4.33056248139983e-49
MinSal-1389-A1-17072018_C006g04354	MinSal-1389-A1-17072018_C005	Chr05	1011683	1012394	2.94936960995655	10.6027187246303	2.9660592104843e-39	1.06720503226047e-38
MinSal-1389-A1-17072018_C006g04355	MinSal-1389-A1-17072018_C005	Chr05	1012897	1013899	3.14704871244912	10.8281258340941	4.96783580066173e-42	1.86561438242848e-41
MinSal-1389-A1-17072018_C006g04359	MinSal-1389-A1-17072018_C005	Chr05	1014532	1016997	4.18441359169624	11.9831286985511	2.59223137923829e-73	1.54387569380564e-72
MinSal-1389-A1-17072018_C006g04361	MinSal-1389-A1-17072018_C005	Chr05	1020129	1022100	5.94444491426421	10.2930917327402	2.19363926894678e-129	4.49809906843551e-128
MinSal-1389-A1-17072018_C006g04363	MinSal-1389-A1-17072018_C005	Chr05	1022459	1025129	10.0444029918089	-2.54488910158983	8.73642577506324e-16	1.92604386692801e-15
MinSal-1389-A1-17072018_C006g04364	MinSal-1389-A1-17072018_C005	Chr05	1025280	1026026	6.63346999382996	-1.81608175740035	1.29838186851974e-14	2.73038004004541e-14
MinSal-1389-A1-17072018_C006g04367	MinSal-1389-A1-17072018_C005	Chr05	1030022	1031266	6.27222445102522	-1.27962217221204	1.77329727758032e-08	2.99133494646768e-08
MinSal-1389-A1-17072018_C006g04369	MinSal-1389-A1-17072018_C005	Chr05	1033716	1035280	2.59367099007287	10.1927497157738	5.25303696478223e-35	1.77477178183007e-34
MinSal-1389-A1-17072018_C006g04370	MinSal-1389-A1-17072018_C005	Chr05	1035507	1037888	4.90918856527954	12.764152538835	3.06012808919844e-103	2.98753196978418e-102
MinSal-1389-A1-17072018_C006g04374	MinSal-1389-A1-17072018_C005	Chr05	1057477	1060268	4.88495031025486	1.61652855656743	3.63323632761923e-12	7.0338315836235e-12
MinSal-1389-A1-17072018_C006g04375	MinSal-1389-A1-17072018_C005	Chr05	1060691	1063067	6.23382671958296	1.1405673004016	5.90923011697666e-05	8.43403123150378e-05
MinSal-1389-A1-17072018_C006g04377	MinSal-1389-A1-17072018_C005	Chr05	1063398	1065199	0.962350779167755	8.26335914233603	1.3512598363063e-14	2.83654473607904e-14
MinSal-1389-A1-17072018_C006g04380	MinSal-1389-A1-17072018_C005	Chr05	1068721	1069729	8.79614699354304	-1.96689101680018	5.81692710442014e-19	1.41623295073105e-18
MinSal-1389-A1-17072018_C006g04381	MinSal-1389-A1-17072018_C005	Chr05	1069868	1071101	3.22905177894516	4.81636719043288	2.32132354375928e-32	7.57497980193696e-32
MinSal-1389-A1-17072018_C006g04382	MinSal-1389-A1-17072018_C005	Chr05	1071313	1072891	3.685535907985	7.31648797997076	8.56450210668537e-48	3.46675133088917e-47
MinSal-1389-A1-17072018_C006g04384	MinSal-1389-A1-17072018_C005	Chr05	1081320	1082854	4.42904117593668	9.57576254527225	2.16269977508094e-78	1.38703018042528e-77
MinSal-1389-A1-17072018_C006g04385	MinSal-1389-A1-17072018_C005	Chr05	1082918	1088796	4.23872021225106	2.52486223980526	9.72470327465018e-19	2.35122772768572e-18
MinSal-1389-A1-17072018_C006g04389	MinSal-1389-A1-17072018_C005	Chr05	1101819	1104033	10.3275061579524	-1.05792611085064	0.000787318978534353	0.0010630330979254
MinSal-1389-A1-17072018_C006g04391	MinSal-1389-A1-17072018_C005	Chr05	1107159	1107548	8.19165975861801	-2.48352342727327	5.15660549214039e-22	1.36970166501228e-21
MinSal-1389-A1-17072018_C006g04392	MinSal-1389-A1-17072018_C005	Chr05	1107629	1108465	7.17783171452024	15.1140877605101	1.31911522227698e-133	3.34063111419374e-132
MinSal-1389-A1-17072018_C006g04393	MinSal-1389-A1-17072018_C005	Chr05	1109030	1110573	4.6616099090801	12.4995259040842	1.69281688823917e-91	1.35746047086676e-90
MinSal-1389-A1-17072018_C006g04394	MinSal-1389-A1-17072018_C005	Chr05	1112299	1114642	6.53051532573635	1.72611791438901	8.31982724331513e-15	1.765877372632e-14
MinSal-1389-A1-17072018_C006g04398	MinSal-1389-A1-17072018_C005	Chr05	1124912	1131854	2.16065139888265	9.68985486634424	4.62306578399286e-23	1.25786445527739e-22
MinSal-1389-A1-17072018_C006g04404	MinSal-1389-A1-17072018_C005	Chr05	1135732	1137228	1.61255308278815	9.04255234653604	2.01970506740288e-19	4.98491138251957e-19
MinSal-1389-A1-17072018_C006g04407	MinSal-1389-A1-17072018_C005	Chr05	1142786	1144884	8.85418601016513	-1.14252074656788	1.18568723461152e-07	1.92503631570079e-07
MinSal-1389-A1-17072018_C006g04410	MinSal-1389-A1-17072018_C005	Chr05	1149938	1151136	6.88564994057259	-1.82938784759784	2.04132302339731e-16	4.59607911726917e-16
MinSal-1389-A1-17072018_C006g04411	MinSal-1389-A1-17072018_C005	Chr05	1151861	1153287	2.2538613522735	-1.17158591427568	0.0337964942466513	0.0405667459804853
MinSal-1389-A1-17072018_C006g04413	MinSal-1389-A1-17072018_C005	Chr05	1162684	1164465	6.11854975263773	2.38776237045468	5.05358300071866e-25	1.44047777115242e-24
MinSal-1389-A1-17072018_C006g04417	MinSal-1389-A1-17072018_C005	Chr05	1171644	1173458	11.6418664110534	19.6012472332265	3.30630680710033e-145	1.53071672959973e-143
MinSal-1389-A1-17072018_C006g04425	MinSal-1389-A1-17072018_C005	Chr05	1181848	1186669	4.98203515484148	1.20716169735332	4.92198404664373e-08	8.15422909153222e-08
MinSal-1389-A1-17072018_C006g04428	MinSal-1389-A1-17072018_C005	Chr05	1196171	1200110	6.38693256843915	1.08189894517052	2.98223855732134e-07	4.74946135197158e-07
MinSal-1389-A1-17072018_C006g04431	MinSal-1389-A1-17072018_C005	Chr05	1205926	1207402	8.37266302268404	-1.92423088249856	8.71303542079813e-19	2.10920947318831e-18
MinSal-1389-A1-17072018_C006g04432	MinSal-1389-A1-17072018_C005	Chr05	1207946	1211357	9.06703987969777	-2.47163452548393	5.29396010859667e-25	1.50754481516309e-24
MinSal-1389-A1-17072018_C006g04433	MinSal-1389-A1-17072018_C005	Chr05	1211810	1213146	8.49489850690265	-1.49541072004397	5.83940148740537e-12	1.12133160124317e-11
MinSal-1389-A1-17072018_C006g04434	MinSal-1389-A1-17072018_C005	Chr05	1214410	1216724	6.84828955451102	-1.39759557157565	3.0852782498816e-08	5.16479065220292e-08
MinSal-1389-A1-17072018_C006g04436	MinSal-1389-A1-17072018_C005	Chr05	1217210	1218799	6.70282081389546	-1.02856798346947	0.000157706933878769	0.000220991083037499
MinSal-1389-A1-17072018_C006g04438	MinSal-1389-A1-17072018_C005	Chr05	1222577	1224727	4.12132998969078	1.32605708965727	5.23038059387111e-07	8.23246624150868e-07
MinSal-1389-A1-17072018_C006g04439	MinSal-1389-A1-17072018_C005	Chr05	1225412	1228078	4.3993382658092	8.10821605295916	2.62059613128126e-39	9.44626075059169e-39
MinSal-1389-A1-17072018_C006g04440	MinSal-1389-A1-17072018_C005	Chr05	1228840	1231329	5.37731094929461	-1.35681950180278	1.86336484436489e-09	3.26695268275336e-09
MinSal-1389-A1-17072018_C006g04441	MinSal-1389-A1-17072018_C005	Chr05	1231851	1233732	5.91841738502476	-2.17195326945707	1.56986528756786e-23	4.31494512714617e-23
MinSal-1389-A1-17072018_C006g04442	MinSal-1389-A1-17072018_C005	Chr05	1235479	1239272	4.54436399314441	12.3735356588695	1.08524886645491e-88	8.09972894535489e-88
MinSal-1389-A1-17072018_C006g04443	MinSal-1389-A1-17072018_C005	Chr05	1239525	1241960	7.98115771141596	-1.55885798707407	4.72216207662106e-12	9.10329618284203e-12
MinSal-1389-A1-17072018_C006g04444	MinSal-1389-A1-17072018_C005	Chr05	1242912	1244305	6.7421210618404	2.79980762289217	1.62262467555756e-30	5.15585728008263e-30
MinSal-1389-A1-17072018_C006g04445	MinSal-1389-A1-17072018_C005	Chr05	1244809	1245520	5.41506999249233	-3.42355023260065	8.75202801660325e-27	2.58418126688545e-26
MinSal-1389-A1-17072018_C006g04449	MinSal-1389-A1-17072018_C005	Chr05	1249195	1251135	5.21604824467461	1.34573000917451	1.77885978378803e-11	3.35290174259792e-11
MinSal-1389-A1-17072018_C006g04450	MinSal-1389-A1-17072018_C005	Chr05	1254349	1255649	5.79192899968842	1.05045971912661	2.07456980285504e-07	3.32717203023518e-07
MinSal-1389-A1-17072018_C006g04451	MinSal-1389-A1-17072018_C005	Chr05	1255744	1256211	4.36832945426104	9.50054272933328	7.74741671550025e-79	5.00121911285997e-78
MinSal-1389-A1-17072018_C006g04452	MinSal-1389-A1-17072018_C005	Chr05	1256271	1257323	4.21261917428408	12.0140445822216	1.07071528146331e-74	6.48116318483306e-74
MinSal-1389-A1-17072018_C006g04453	MinSal-1389-A1-17072018_C005	Chr05	1257717	1259532	7.58422894478968	1.4607550634722	1.26373699445344e-11	2.39798444736827e-11
MinSal-1389-A1-17072018_C006g04454	MinSal-1389-A1-17072018_C005	Chr05	1259846	1263666	7.49335877737569	3.48791580380213	5.00120989956303e-54	2.2418434088359e-53
MinSal-1389-A1-17072018_C006g04456	MinSal-1389-A1-17072018_C005	Chr05	1266413	1267240	5.05685556269014	10.246367681634	1.78681714980234e-85	1.25607098810542e-84
MinSal-1389-A1-17072018_C006g04457	MinSal-1389-A1-17072018_C005	Chr05	1267327	1268229	2.69938669950827	10.316911617819	2.07903651018798e-25	5.9807623103757e-25
MinSal-1389-A1-17072018_C006g04463	MinSal-1389-A1-17072018_C005	Chr05	1283607	1285316	5.78726645058207	-2.75845065737496	3.74312328073034e-27	1.11972481381161e-26
MinSal-1389-A1-17072018_C006g04465	MinSal-1389-A1-17072018_C005	Chr05	1294518	1294815	5.18037553609405	13.0514975390643	9.39007542089913e-114	1.12415327160097e-112
MinSal-1389-A1-17072018_C006g04466	MinSal-1389-A1-17072018_C005	Chr05	1295652	1297014	4.24507696126673	2.27041158046991	1.41283876053979e-16	3.19560400570946e-16
MinSal-1389-A1-17072018_C006g04468	MinSal-1389-A1-17072018_C005	Chr05	1299149	1303129	6.81396491697989	4.91203217265447	7.45242461371025e-72	4.32971257459284e-71
MinSal-1389-A1-17072018_C006g04469	MinSal-1389-A1-17072018_C005	Chr05	1303768	1309721	4.52488877538557	1.81079891023678	5.98741348157765e-08	9.87240186194468e-08
MinSal-1389-A1-17072018_C006g04472	MinSal-1389-A1-17072018_C005	Chr05	1328219	1332375	8.38181558457759	-1.60045552070898	5.08427512016457e-14	1.04543422491656e-13
MinSal-1389-A1-17072018_C006g04478	MinSal-1389-A1-17072018_C005	Chr05	1333238	1335260	1.54508437052725	8.96392157569866	4.58764854367013e-16	1.02281434423586e-15
MinSal-1389-A1-17072018_C006g04479	MinSal-1389-A1-17072018_C005	Chr05	1336084	1337028	8.16387695676099	-2.29763597950645	2.96490007125239e-22	7.91441343344219e-22
MinSal-1389-A1-17072018_C006g04481	MinSal-1389-A1-17072018_C005	Chr05	1342938	1343919	6.72278146166727	-1.86605662937927	1.72779303601831e-15	3.76707193945713e-15
MinSal-1389-A1-17072018_C006g04483	MinSal-1389-A1-17072018_C005	Chr05	1348681	1350691	6.87815441487548	5.78555273687149	5.89283986873094e-78	3.74688509249995e-77
MinSal-1389-A1-17072018_C006g04487	MinSal-1389-A1-17072018_C005	Chr05	1351106	1351702	6.94351826945154	1.77686840973516	1.43890573299472e-15	3.14531736397149e-15
MinSal-1389-A1-17072018_C006g04488	MinSal-1389-A1-17072018_C005	Chr05	1353168	1355353	5.89958739211503	-1.38612885532805	1.48578629681657e-11	2.80943509729897e-11
MinSal-1389-A1-17072018_C006g04490	MinSal-1389-A1-17072018_C005	Chr05	1361228	1363208	8.87745238131441	-1.50539929301879	1.85501612575208e-11	3.49142493802819e-11
MinSal-1389-A1-17072018_C006g04492	MinSal-1389-A1-17072018_C005	Chr05	1366058	1367699	4.72058493484322	9.88756225576665	4.14019407955398e-94	3.41234911202182e-93
MinSal-1389-A1-17072018_C006g04493	MinSal-1389-A1-17072018_C005	Chr05	1368942	1371711	4.10638990079711	11.8979682368637	1.50342154522575e-70	8.55838239866265e-70
MinSal-1389-A1-17072018_C006g04494	MinSal-1389-A1-17072018_C005	Chr05	1374484	1376251	5.23294972661902	13.1069988490372	2.44943304446928e-116	3.21135845608959e-115
MinSal-1389-A1-17072018_C006g04495	MinSal-1389-A1-17072018_C005	Chr05	1383151	1386157	3.01484803138218	10.6778810316164	7.90142565585817e-37	2.74144311689786e-36
MinSal-1389-A1-17072018_C006g04498	MinSal-1389-A1-17072018_C005	Chr05	1391916	1392949	5.11339921352229	12.9807526750573	2.61340891641925e-112	3.0486341021064e-111
MinSal-1389-A1-17072018_C006g04500	MinSal-1389-A1-17072018_C005	Chr05	1393126	1394544	6.25408710073346	1.7701680865707	1.15640171401231e-17	2.71077395460322e-17
MinSal-1389-A1-17072018_C006g04502	MinSal-1389-A1-17072018_C005	Chr05	1400647	1405487	8.71818960528399	-1.36103707334243	1.05492111545976e-08	1.79176340791475e-08
MinSal-1389-A1-17072018_C006g04503	MinSal-1389-A1-17072018_C005	Chr05	1406216	1408658	8.34039777887524	-3.87830617479192	5.67380550496125e-27	1.68705325752134e-26
MinSal-1389-A1-17072018_C006g04504	MinSal-1389-A1-17072018_C005	Chr05	1409093	1410359	8.31998511894124	1.78689999136083	8.27037602385544e-15	1.75601033025322e-14
MinSal-1389-A1-17072018_C006g04505	MinSal-1389-A1-17072018_C005	Chr05	1411144	1411896	7.06779234813411	1.60053511556284	1.07277151737058e-12	2.10644268122532e-12
MinSal-1389-A1-17072018_C006g04506	MinSal-1389-A1-17072018_C005	Chr05	1411972	1412978	7.48984201279626	1.96846667827223	2.14246983710316e-17	4.97698010767279e-17
MinSal-1389-A1-17072018_C006g04508	MinSal-1389-A1-17072018_C005	Chr05	1417691	1419489	4.94898701523956	10.1253361136479	4.8688186641997e-102	4.66116630113851e-101
MinSal-1389-A1-17072018_C006g04511	MinSal-1389-A1-17072018_C005	Chr05	1437267	1441649	7.24013221812223	-2.35995806814685	5.21566395849494e-24	1.45176254664354e-23
MinSal-1389-A1-17072018_C006g04512	MinSal-1389-A1-17072018_C005	Chr05	1459063	1461838	6.2373530596824	-1.19455158332415	2.60635649539418e-07	4.15978146827523e-07
MinSal-1389-A1-17072018_C006g04514	MinSal-1389-A1-17072018_C005	Chr05	1463803	1464363	1.012126055279	8.32233095299672	7.4172191477409e-16	1.64254262591602e-15
MinSal-1389-A1-17072018_C006g04517	MinSal-1389-A1-17072018_C005	Chr05	1470243	1472646	2.36788309377153	9.93116367435832	2.7887918190836e-29	8.68438272195975e-29
MinSal-1389-A1-17072018_C006g04519	MinSal-1389-A1-17072018_C005	Chr05	1473067	1473794	4.80550296661673	9.09073231528428	1.80644809041376e-93	1.47655329431613e-92
MinSal-1389-A1-17072018_C006g04523	MinSal-1389-A1-17072018_C005	Chr05	1492681	1493640	5.03432084093639	12.8971112115623	1.90316731964927e-102	1.83384870507993e-101
MinSal-1389-A1-17072018_C006g04526	MinSal-1389-A1-17072018_C005	Chr05	1501151	1502219	4.98249620366453	12.8420533484979	2.88402413566327e-107	3.04647540605e-106
MinSal-1389-A1-17072018_C006g04527	MinSal-1389-A1-17072018_C005	Chr05	1502528	1503153	2.84297629046393	10.4818133764207	8.00957098963721e-29	2.46698116863774e-28
MinSal-1389-A1-17072018_C006g04531	MinSal-1389-A1-17072018_C005	Chr05	1508978	1510664	2.48827033540047	10.0715922776881	4.91038737280604e-29	1.51873463315494e-28
MinSal-1389-A1-17072018_C006g04534	MinSal-1389-A1-17072018_C005	Chr05	1515878	1519101	7.07641271439474	1.37929667962217	2.70393485988982e-08	4.53410242776092e-08
MinSal-1389-A1-17072018_C006g04535	MinSal-1389-A1-17072018_C005	Chr05	1519338	1520509	4.35470190466203	12.1687702366862	2.20900691261456e-67	1.20207299946317e-66
MinSal-1389-A1-17072018_C006g04536	MinSal-1389-A1-17072018_C005	Chr05	1520833	1522212	5.23000454300734	8.99223965126717	3.9350589883385e-110	4.45873031833536e-109
MinSal-1389-A1-17072018_C006g04539	MinSal-1389-A1-17072018_C005	Chr05	1524315	1525049	5.29051055849309	1.21818303952512	0.0011751120389244	0.00157017225313777
MinSal-1389-A1-17072018_C006g04540	MinSal-1389-A1-17072018_C005	Chr05	1525518	1527170	4.46226230077542	-3.26242932389468	1.26002320354364e-16	2.85104906613195e-16
MinSal-1389-A1-17072018_C006g04543	MinSal-1389-A1-17072018_C005	Chr05	1536675	1537762	6.2539090307548	1.11763564614537	1.99664805646143e-06	3.06532030637057e-06
