gida1	dndsa1	dna1	dsa1	gida2	dndsa2	dna2	dsa2	dndiff	dsdiff	dndsdiff	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	part8	youngold	DE
MvSl-1064-A1-R4_MC01-1g02105	0.548	0.0058	0.0106	MvSl-1064-A2-R4_MC01g02386	0.548	0.0058	0.0106	0	0	0	518058	522034	6.890996348	-0.095442439	0.607401458	0.993007798	6.782420258	6.900323439	6.993820147	6.879765543	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02108	0.2355	0.0041	0.0175	MvSl-1064-A2-R4_MC01g02389	0.2353	0.0041	0.0174	0	0.0001	0.0002	522453	522665	5.6485686	-0.131409701	0.569281027	0.993007798	5.735284233	5.409679522	5.468258913	5.922095705	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02132	0.4489	0.004	0.0089	MvSl-1064-A2-R4_MC01g02413	0.4489	0.004	0.0089	0	0	0	557896	561497	7.843689235	-0.122405647	0.572584876	0.993007798	7.859858066	7.698101154	7.784778646	8.013409414	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02167	0.3156	0.0048	0.0153	MvSl-1064-A2-R4_MC01g02448	0.3156	0.0048	0.0153	0	0	0	619274	621626	7.742951412	-0.132865245	0.611379482	0.993007798	7.459919438	7.862226225	8.111088734	7.42335185	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02233	0.2257	0.0025	0.011	MvSl-1064-A2-R4_MC01g02515	0.2257	0.0025	0.011	0	0	0	778071	782843	5.753364319	0.142661182	0.586107354	0.993007798	5.538084761	6.060221157	5.962125924	5.329160963	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02235	98.9996	0.011	0.0001	MvSl-1064-A2-R4_MC01g02517	98.9996	0.011	0.0001	0	0	0	785534	786878	4.825873531	-0.132608543	0.572908326	0.993007798	4.68200231	4.831209763	4.938433527	4.841235633	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02275	0.001	0	0.0087	MvSl-1064-A2-R4_MC01g02557	0.001	0	0.0085	0	0.0002	0	873322	878730	4.07735389	-0.152346588	0.591386558	0.993007798	3.772427374	4.196613908	4.265696884	4.027301478	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02356	0.139	0.0011	0.0081	MvSl-1064-A2-R4_MC01g02638	0.139	0.0011	0.0081	0	0	0	1061088	1065744	5.239839597	-0.114644743	0.603487526	0.993007798	5.151685437	5.211114044	5.377099235	5.210037781	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02366	0.7936	0.0034	0.0043	MvSl-1064-A2-R4_MC01g02648	0.7936	0.0034	0.0043	0	0	0	1083933	1084786	6.586374524	-0.099051782	0.596114112	0.993007798	6.496300172	6.574853932	6.66856344	6.600738873	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02373	0.5213	0.0053	0.0101	MvSl-1064-A2-R4_MC01g02655	0.5213	0.0053	0.0101	0	0	0	1102888	1104750	6.546307198	-0.101350544	0.587080338	0.993007798	6.488727477	6.500971131	6.631146173	6.560163008	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02406	98.9996	0.0111	0.0001	MvSl-1064-A2-R4_MC01g02688	98.9996	0.0111	0.0001	0	0	0	1165725	1166737	1.74161302	-0.223584827	0.584907353	0.993007798	1.482707068	1.765168443	2.173885434	1.423608167	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02472	0.1382	0.002	0.0143	MvSl-1064-A2-R4_MC01g02754	0.1383	0.002	0.0143	0	0	-0.0001	1340666	1343614	6.393122804	-0.096509543	0.604363815	0.993007798	6.317200671	6.370665454	6.42349221	6.457494608	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02485	0.4438	0.002	0.0045	MvSl-1064-A2-R4_MC01g02767	0.4438	0.002	0.0045	0	0	0	1372447	1372720	4.86214897	-0.130797167	0.598159323	0.993007798	4.689949139	4.894287085	5.103656158	4.72318365	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02500	0.1107	0.0028	0.0252	MvSl-1064-A2-R4_MC01g02782	0.1107	0.0028	0.0252	0	0	0	1408584	1417774	6.914594872	-0.099171507	0.59608637	0.993007798	6.927274249	6.798352422	7.025360331	6.898486179	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02543	0.7119	0.0057	0.0079	MvSl-1064-A2-R4_MC01g02825	0.7119	0.0057	0.0079	0	0	0	1532166	1533630	4.325946911	-0.18133803	0.581539231	0.993007798	3.968105619	4.457088976	4.793884515	3.895054088	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02591	0.5013	0.0043	0.0087	MvSl-1064-A2-R4_MC01g02873	0.5013	0.0043	0.0087	0	0	0	1652169	1653972	5.461594691	-0.113362516	0.607533305	0.993007798	5.555587537	5.234776105	5.483764583	5.549909417	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02637	98.9996	0.0242	0.0002	MvSl-1064-A2-R4_MC01g02919	98.9996	0.0242	0.0002	0	0	0	1739703	1740826	0.961650051	0.21883231	0.610574108	0.993007798	1.24449911	0.845643759	0.806091164	0.894198711	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02656	98.9996	0	0	MvSl-1064-A2-R4_MC01g02938	0.001	0	0	0	0	98.9986	1783604	1784998	4.035883288	0.151829111	0.597127875	0.993007798	4.069054591	4.147594144	4.18367918	3.689286698	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02657	0.2462	0.0016	0.0066	MvSl-1064-A2-R4_MC01g02939	0.2462	0.0016	0.0066	0	0	0	1785330	1786825	8.431998803	-0.120338256	0.604693504	0.993007798	8.376384897	8.364817791	8.428467071	8.550788918	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02667	0.001	0	0.0103	MvSl-1064-A2-R4_MC01g02949	0.001	0	0.0103	0	0	0	1812599	1813134	6.441082978	0.107768186	0.574142793	0.993007798	6.547495674	6.438073188	6.276927959	6.487833798	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02678	0.0935	0.0008	0.0084	MvSl-1064-A2-R4_MC01g02960	0.0935	0.0008	0.0084	0	0	0	1834768	1835098	6.200714518	-0.126668575	0.56882605	0.993007798	6.315489423	5.931365155	6.037608198	6.457494608	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02694	0.3429	0.0014	0.0041	MvSl-1064-A2-R4_MC01g02976	0.3429	0.0014	0.0041	0	0	0	1871769	1874146	6.821809575	-0.096616806	0.594025088	0.993007798	6.775590573	6.769980388	6.904471993	6.833263426	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02698	98.9996	0.004	0	MvSl-1064-A2-R4_MC01g02980	98.9996	0.004	0	0	0	0	1883855	1885136	2.059041785	-0.192682845	0.602035534	0.993007798	2.13804633	1.765168443	2.288191394	2.000332249	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02700	0.3752	0.0029	0.0078	MvSl-1064-A2-R4_MC01g02982	0.3752	0.0029	0.0078	0	0	0	1894327	1895203	5.074145157	-0.127245991	0.596162436	0.993007798	4.934759529	5.080592614	5.314887862	4.932298737	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02705	0.001	0	0.0122	MvSl-1064-A2-R4_MC01g02987	0.001	0	0.0122	0	0	0	1900155	1902357	7.333941235	-0.107418296	0.586733981	0.993007798	7.315861002	7.241792995	7.32798245	7.443069035	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02766	0.2854	0.0022	0.0076	MvSl-1064-A2-R4_MC01g03048	0.2854	0.0022	0.0076	0	0	0	2062089	2063824	6.970050355	-0.097933378	0.594551129	0.993007798	6.928394297	6.912224881	6.965875321	7.068718617	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02801	0.2313	0.0029	0.0123	MvSl-1064-A2-R4_MC01g03083	0.2313	0.0029	0.0123	0	0	0	2157571	2159590	4.186321653	-0.156616499	0.597429685	0.993007798	3.932822794	4.261849869	4.530792407	3.931868357	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02835	98.9996	0.0043	0	MvSl-1064-A2-R4_MC01g03117	98.9996	0.0043	0	0	0	0	2237326	2237787	7.06195657	-0.10617492	0.572478826	0.993007798	6.929513475	7.082392035	7.122661539	7.105438788	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-1g02863	98.9996	0.0023	0	MvSl-1064-A2-R4_MC01g03145	98.9996	0.0023	0	0	0	0	2318851	2320391	5.617491804	-0.106554616	0.602413923	0.993007798	5.529253095	5.596889443	5.727565659	5.609558451	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-2g02977	0.7487	0.0036	0.0049	MvSl-1064-A2-R4_MC01g03259	0.6389	0.0037	0.0058	-0.0001	-0.0009	0.1098	2568985	2570322	8.773042799	-0.137466094	0.585610485	0.993007798	8.64262582	8.76038489	8.946470755	8.725336115	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-2g03015	0.1623	0.0011	0.0066	MvSl-1064-A2-R4_MC01g03297	0.1624	0.0011	0.0066	0	0	-1E-04	2655535	2656816	6.21253937	0.109246751	0.567651006	0.993007798	6.334202435	6.194373882	6.171297414	6.142276841	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-2g03062	0.7037	0.0044	0.0063	MvSl-1064-A2-R4_MC01g03344	0.7037	0.0044	0.0063	0	0	0	2792738	2793184	8.148770364	0.117790431	0.600589498	0.993007798	8.290141527	8.117539895	8.019788222	8.154426458	Auto	Auto	NON
MvSl-1064-A1-R4_MC01-2g03145	0.001	0	0	MvSl-1064-A2-R4_MC01g03425	0.5159	0	0	0	0	-0.5149	2981645	2982430	1.060348792	-0.250715033	0.568259409	0.993007798	1.24449911	0.553093501	1.047803276	1.300315986	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g03179	0.6684	0.003	0.0045	MvSl-1064-A2-R4_MC02g03459	0.6684	0.003	0.0045	0	0	0	24913	25714	7.379672334	-0.103379475	0.599708193	0.993007798	7.347187146	7.306779599	7.445701188	7.415017458	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g03194	0.3041	0.001	0.0032	MvSl-1064-A2-R4_MC02g03474	0.3041	0.001	0.0032	0	0	0	58669	62546	4.702485878	0.134269474	0.60375346	0.993007798	4.847454386	4.682953199	4.380592681	4.849505868	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g03266	0.0876	0.001	0.0112	MvSl-1064-A2-R4_MC02g03546	0.0876	0.001	0.0112	0	0	0	246402	246875	5.174375347	0.117237089	0.606240175	0.993007798	5.183930783	5.277465751	4.982759773	5.235503975	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g03279	0.6926	0.0049	0.0071	MvSl-1064-A2-R4_MC02g03559	0.6927	0.0049	0.0071	0	0	-1E-04	281817	283183	5.874601597	-0.112438953	0.59011727	0.993007798	5.739119042	5.891841071	6.05154856	5.796545124	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g03291	1.5181	0	0	MvSl-1064-A2-R4_MC02g03571	0.5322	0	0	0	0	0.9859	305443	306839	7.336915159	-0.136045973	0.580529107	0.993007798	6.950614556	7.526953716	7.612500012	7.158546639	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g03313	0.1509	0.0032	0.0211	MvSl-1064-A2-R4_MC02g03593	0.1509	0.0032	0.0211	0	0	0	354894	359868	5.703256134	0.107544873	0.601966363	0.993007798	5.646871649	5.857079515	5.592649647	5.702278839	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g03314	0.8024	0.004	0.005	MvSl-1064-A2-R4_MC02g03594	0.8024	0.004	0.005	0	0	0	361597	362914	7.304783969	-0.11183931	0.570282453	0.993007798	7.292129317	7.202179021	7.299545927	7.417337401	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g03318	0.2211	0.0037	0.0167	MvSl-1064-A2-R4_MC02g03598	0.2211	0.0037	0.0167	0	0	0	371404	372694	7.757172931	0.118530044	0.56981865	0.993007798	7.870968974	7.757110874	7.636976792	7.754040651	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g03335	0.001	0	0.0054	MvSl-1064-A2-R4_MC02g03615	0.001	0	0.0054	0	0	0	415881	416708	6.12410753	-0.108794746	0.579609849	0.993007798	5.956737977	6.17286359	6.156323749	6.198392759	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g03552	1.2558	0.0038	0.003	MvSl-1064-A2-R4_MC02g03830	1.2557	0.0038	0.003	0	0	1E-04	909894	911846	5.764378694	0.102725689	0.611159632	0.993007798	5.841364304	5.787401796	5.720311513	5.703800133	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g03582	0.4416	0	0	MvSl-1064-A2-R4_MC02g03860	0.001	0	0	0	0	0.4406	982918	983627	6.910536935	-0.111207979	0.577690746	0.993007798	6.700217931	6.992894312	7.088699738	6.829784258	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g03629	0.08	0.0011	0.0134	MvSl-1064-A2-R4_MC02g03907	0.08	0.0011	0.0134	0	0	0	1122263	1124046	7.226772311	0.107539997	0.596446523	0.993007798	7.127314305	7.417090739	7.22820457	7.11347344	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g03657	0.6028	0.0046	0.0077	MvSl-1064-A2-R4_MC02g03935	0.6028	0.0046	0.0077	0	0	0	1188164	1188483	5.972454729	-0.107812616	0.593291422	0.993007798	5.827022471	6.003072653	6.117090881	5.927314196	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g03725	0.3556	0.0037	0.0105	MvSl-1064-A2-R4_MC02g04003	0.3556	0.0037	0.0105	0	0	0	1336780	1337449	4.957302754	0.120367065	0.611439121	0.993007798	4.925814383	5.100543404	4.777202419	5.005671811	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g03766	0.001	0	0.0107	MvSl-1064-A2-R4_MC02g04044	0.001	0	0.0107	0	0	0	1426306	1427877	0.741668445	0.241883955	0.59673091	0.993007798	0.887114917	0.807311011	0.218838248	0.936220853	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g03869	0.2131	0.0049	0.0229	MvSl-1064-A2-R4_MC02g04147	0.2131	0.0049	0.0229	0	0	0	1652390	1653861	7.189428334	-0.109063017	0.584846869	0.993007798	7.013183006	7.245381636	7.325594194	7.155214566	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g03929	0.7706	0.0034	0.0044	MvSl-1064-A2-R4_MC02g04207	0.7706	0.0034	0.0044	0	0	0	1785373	1786725	5.99939884	-0.112231283	0.594857287	0.993007798	5.920046905	5.964401928	6.241894685	5.838697917	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g03937	0.1622	0.0014	0.0087	MvSl-1064-A2-R4_MC02g04215	0.1622	0.0014	0.0087	0	0	0	1806126	1807610	7.221597278	0.102889148	0.596186577	0.993007798	7.30856735	7.234588821	7.146671581	7.191450824	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g03979	0.1628	0.0021	0.0129	MvSl-1064-A2-R4_MC02g04257	0.1628	0.0021	0.0129	0	0	0	1899804	1902858	9.736405633	-0.159995534	0.581835857	0.993007798	9.727585694	9.576905465	9.789752432	9.838220687	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g04012	0.6229	0.0054	0.0087	MvSl-1064-A2-R4_MC02g04290	0.6229	0.0054	0.0087	0	0	0	1984312	1985863	4.770663128	-0.139113343	0.597075244	0.993007798	4.934759529	4.419462633	4.702597616	4.963113875	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g04039	1.495	0.0042	0.0028	MvSl-1064-A2-R4_MC02g04317	1.495	0.0042	0.0028	0	0	0	2054332	2054526	7.695575391	-0.106167266	0.605842554	0.993007798	7.583799151	7.697118757	7.797587621	7.695985484	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g04110	0.7889	0.007	0.0089	MvSl-1064-A2-R4_MC02g04388	0.7889	0.007	0.0089	0	0	0	2236638	2237006	5.183505723	-0.141499626	0.602607413	0.993007798	4.965637863	5.24377455	5.571842623	4.841235633	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g04158	0.1792	0.002	0.0112	MvSl-1064-A2-R4_MC02g04436	0.1792	0.002	0.0112	0	0	0	2361447	2362248	5.105913815	-0.121974176	0.600154885	0.993007798	4.998004454	5.088606068	5.299393515	5.017953606	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g04168	98.9996	0.0094	0.0001	MvSl-1064-A2-R4_MC02g04446	98.9996	0.0094	0.0001	0	0	0	2383216	2383879	3.411307652	0.158887478	0.60426157	0.993007798	3.365900263	3.59887546	3.472905518	3.169880741	Auto	Auto	NON
MvSl-1064-A1-R4_MC02g04190	0.478	0.0027	0.0056	MvSl-1064-A2-R4_MC02g04468	0.478	0.0027	0.0056	0	0	0	2430558	2431515	5.025851298	0.119156407	0.601139021	0.993007798	5.118702875	5.048086134	4.925875074	5.003202855	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g04305	0.1244	0.0039	0.0314	MvSl-1064-A2-R4_MC03g04583	0.1244	0.0039	0.0314	0	0	0	115641	119400	5.144156373	-0.12913642	0.599451889	0.993007798	4.921320925	5.220260822	5.400888637	4.983297607	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g04369	1.094	0.0086	0.0078	MvSl-1064-A2-R4_MC03g04647	1.094	0.0086	0.0078	0	0	0	266050	269157	3.547021466	0.165577876	0.56898952	0.993007798	3.636485717	3.61560977	3.42373289	3.499126886	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g04436	0.0693	0.0007	0.0096	MvSl-1064-A2-R4_MC03g04714	0.0693	0.0007	0.0096	0	0	0	442323	445216	4.215706191	-0.149125106	0.568607828	0.993007798	4.069054591	4.207693483	4.335726313	4.2393572	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g04484	0.0891	0.0006	0.0068	MvSl-1064-A2-R4_MC03g04762	0.0891	0.0006	0.0068	0	0	0	558348	559291	7.958006423	0.121629879	0.578541178	0.993007798	8.064482797	7.968908974	7.767286536	8.014022696	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g04500	0.3359	0.0019	0.0057	MvSl-1064-A2-R4_MC03g04778	0.3359	0.0019	0.0057	0	0	0	598266	599181	6.226382789	-0.099657108	0.611100032	0.993007798	6.076757125	6.268553692	6.346427212	6.200549522	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g04505	0.1928	0.0029	0.0149	MvSl-1064-A2-R4_MC03g04783	0.1928	0.0029	0.0149	0	0	0	609663	611373	5.850011716	-0.113168944	0.588591416	0.993007798	5.710757493	5.869922877	6.014070679	5.787964729	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g04516	0.2605	0.0023	0.0088	MvSl-1064-A2-R4_MC03g04794	0.2605	0.0023	0.0088	0	0	0	639290	642099	7.510738851	-0.116030515	0.597931773	0.993007798	7.63546498	7.240894438	7.439088154	7.685629336	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g04544	0.001	0	0.0204	MvSl-1064-A2-R4_MC03g04822	0.001	0	0.0204	0	0	0	693838	695841	5.625826361	0.111318518	0.607613186	0.993007798	5.602653234	5.753780839	5.731900702	5.385226223	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g04548	0.001	0	0.0207	MvSl-1064-A2-R4_MC03g04826	0.001	0	0.0207	0	0	0	704605	709495	3.898309703	0.14070029	0.610515084	0.993007798	4.032021537	3.896886764	3.760029841	3.889717373	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g04552	0.0702	0.0008	0.012	MvSl-1064-A2-R4_MC03g04830	0.0702	0.0008	0.0119	0	1E-04	0	715310	717897	7.543368266	-0.106957402	0.593972639	0.993007798	7.489057017	7.488859443	7.536474816	7.652926424	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g04601	0.2229	0.0033	0.0148	MvSl-1064-A2-R4_MC03g04879	0.2229	0.0033	0.0148	0	0	0	835978	837868	7.026620388	-0.097281644	0.603834503	0.993007798	6.899557889	7.050952216	7.099923082	7.048506098	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g04610	0.0737	0.0013	0.017	MvSl-1064-A2-R4_MC03g04888	0.0737	0.0013	0.017	0	0	0	854701	855120	8.690360551	0.134022067	0.587773075	0.993007798	8.682835853	8.825216132	8.710410875	8.527353621	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g04614	0.2747	0.0025	0.009	MvSl-1064-A2-R4_MC03g04892	0.2747	0.0025	0.009	0	0	0	859920	861400	8.311786268	-0.122645334	0.610383286	0.993007798	8.384977103	8.099312418	8.221310486	8.508109716	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g04660	0.2675	0.0026	0.0097	MvSl-1064-A2-R4_MC03g04938	0.2675	0.0026	0.0097	0	0	0	967176	970153	7.516703449	0.112344681	0.581520491	0.993007798	7.628245701	7.512879031	7.353526789	7.558131613	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g04717	0.001	0	0	MvSl-1064-A2-R4_MC03g04995	0.2325	0	0	0	0	-0.2315	1109680	1112554	3.115325355	0.177249418	0.572780242	0.993007798	3.255996489	3.140435826	2.884124425	3.152160716	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g04739	0.8907	0.0057	0.0064	MvSl-1064-A2-R4_MC03g05017	0.8907	0.0057	0.0064	0	0	0	1168357	1171046	5.09717303	-0.208365528	0.584291924	0.993007798	5.368550753	4.475540439	4.438323246	5.693117233	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g04765	0.3785	0	0	MvSl-1064-A2-R4_MC03g05043	0.4762	0	0	0	0	-0.0977	1229231	1231148	8.130985216	-0.114436172	0.603523595	0.993007798	8.055284075	8.089862099	8.178544577	8.195556396	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g04778	0.3448	0.0026	0.0077	MvSl-1064-A2-R4_MC03g05056	0.3448	0.0026	0.0077	0	0	0	1267194	1273551	7.307972037	-0.100900651	0.60474991	0.993007798	7.249299616	7.264076932	7.338917789	7.375951243	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g04796	0.2066	0.0025	0.0122	MvSl-1064-A2-R4_MC03g05074	0.2066	0.0025	0.0122	0	0	0	1320916	1322133	6.85751755	-0.109540511	0.596660693	0.993007798	6.830542332	6.772469791	6.649594271	7.132801875	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g04827	0.4337	0.0058	0.0134	MvSl-1064-A2-R4_MC03g05105	0.4337	0.0058	0.0134	0	0	0	1391252	1392918	5.362369578	-0.129894304	0.576341258	0.993007798	5.356951224	5.232969661	5.198590978	5.622485418	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g04829	1.1684	0.0088	0.0075	MvSl-1064-A2-R4_MC03g05107	1.1684	0.0088	0.0075	0	0	0	1395884	1396612	6.776194269	-0.106205538	0.570637624	0.993007798	6.583490559	6.84876496	6.848346584	6.808024101	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g04855	0.1904	0.0028	0.0146	MvSl-1064-A2-R4_MC03g05133	0.1904	0.0028	0.0146	0	0	0	1452653	1453310	6.404978617	0.11441722	0.597437619	0.993007798	6.205220335	6.678038979	6.464881063	6.217688522	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g04863	0.8441	0.0153	0.0181	MvSl-1064-A2-R4_MC03g05141	0.8441	0.0153	0.0181	0	0	0	1466539	1468340	2.633540865	-0.177483652	0.603336873	0.993007798	2.727484707	2.335805348	2.671902297	2.766054029	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g04925	0.1352	0.0012	0.0092	MvSl-1064-A2-R4_MC03g05203	0.1352	0.0012	0.0092	0	0	0	1631906	1632546	9.191272938	0.197634771	0.587792481	0.993007798	8.700644825	9.702235033	9.416185038	8.665309413	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g04932	98.9996	0.0061	0.0001	MvSl-1064-A2-R4_MC03g05210	98.9996	0.0061	0.0001	0	0	0	1657624	1659758	2.696572818	0.17917759	0.594656537	0.993007798	2.855474195	2.702444378	2.408616701	2.777657455	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g04984	0.1476	0.0023	0.0154	MvSl-1064-A2-R4_MC03g05261	0.1476	0.0023	0.0154	0	0	0	1766092	1766274	3.31705302	-0.202368117	0.571822237	0.993007798	3.55180676	2.773759275	3.114071113	3.664501155	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g05010	0.2093	0.0032	0.0155	MvSl-1064-A2-R4_MC03g05287	0.2093	0.0032	0.0155	0	0	0	1824152	1828421	6.719842125	-0.10113749	0.57779753	0.993007798	6.624149689	6.711505487	6.768305357	6.770769639	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g05051	98.9996	0.0031	0	MvSl-1064-A2-R4_MC03g05328	98.9996	0.0031	0	0	0	0	1913917	1915905	7.53941658	-0.149054101	0.590263049	0.993007798	7.095758597	7.755538845	7.914710412	7.228385536	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g05065	0.5733	0.0038	0.0066	MvSl-1064-A2-R4_MC03g05342	0.5733	0.0038	0.0066	0	0	0	1971338	1972290	5.829986056	0.109823857	0.598784347	0.993007798	5.877767331	5.889549511	5.905684857	5.628905722	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g05113	3.7545	0.0103	0.0028	MvSl-1064-A2-R4_MC03g05390	3.7545	0.0103	0.0028	0	0	0	2089401	2089972	5.708020562	0.109666626	0.586524667	0.993007798	5.753093439	5.770066538	5.708628474	5.593235136	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g05136	98.9996	0.0025	0	MvSl-1064-A2-R4_MC03g05413	98.9996	0.0025	0	0	0	0	2145706	2147780	4.634642188	-0.137201111	0.604375803	0.993007798	4.433310181	4.68559725	4.920820922	4.442540409	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g05146	98.9996	0.0024	0	MvSl-1064-A2-R4_MC03g05423	98.9996	0.0024	0	0	0	0	2165694	2167668	4.588984476	0.134627144	0.592532468	0.993007798	4.507132148	4.787572023	4.5603437	4.478534589	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g05223	0.0732	0.0007	0.0101	MvSl-1064-A2-R4_MC03g05500	0.0732	0.0007	0.0101	0	0	0	2358130	2360909	7.780755138	-0.114393862	0.585593417	0.993007798	7.791948794	7.64949786	7.788945382	7.883182033	Auto	Auto	NON
MvSl-1064-A1-R4_MC03g05255	1.4845	0.0062	0.0041	MvSl-1064-A2-R4_MC03g05532	1.4845	0.0062	0.0041	0	0	0	2432180	2437052	6.402954962	-0.101032964	0.597950497	0.993007798	6.317200671	6.385377466	6.54672116	6.351815989	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g05367	0.2391	0.002	0.0086	MvSl-1064-A2-R4_MC04-1g05644	0.2391	0.002	0.0086	0	0	0	143824	144027	6.142175133	-0.115578232	0.567303145	0.993007798	5.918920356	6.231035786	6.246951825	6.148993132	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g05463	0.8984	0.0079	0.0088	MvSl-1064-A2-R4_MC04-1g05740	0.8984	0.0079	0.0088	0	0	0	405338	406951	9.140099912	0.133793217	0.610746175	0.993007798	9.174760057	9.235444517	9.028052772	9.113973747	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g05464	0.5859	0.0019	0.0032	MvSl-1064-A2-R4_MC04-1g05741	0.5859	0.0019	0.0032	0	0	0	407258	407897	6.802281888	-0.100895552	0.580143832	0.993007798	6.688366222	6.811121664	6.868174161	6.835346907	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g05499	17.8078	0	0	MvSl-1064-A2-R4_MC04-1g05776	55.708	0	0	0	0	-37.9002	497244	499237	3.96935461	-0.148245512	0.606663284	0.993007798	3.726805854	4.044255812	4.204624864	3.857275749	Auto	Auto	NON
