Haploid	Gene	Genomicloc	intronnr	intronmean	introntotal	ploidy
A2	MvSl-1064-A2-R4_MC02g04372	aAutosome	1	322	322	diploidy
A2	MvSl-1064-A2-R4_MC02g04373	aAutosome	3	88.3333	265	diploidy
A2	MvSl-1064-A2-R4_MC02g04374	aAutosome	6	99.1667	595	diploidy
A2	MvSl-1064-A2-R4_MC02g04375	aAutosome	9	85.1111	766	diploidy
A2	MvSl-1064-A2-R4_MC02g04376	aAutosome	2	67.5	135	diploidy
A2	MvSl-1064-A2-R4_MC02g04377	aAutosome	5	78.8	394	diploidy
A2	MvSl-1064-A2-R4_MC02g04378	aAutosome	5	89.4	447	diploidy
A2	MvSl-1064-A2-R4_MC02g04379	aAutosome	4	110.5	442	diploidy
A2	MvSl-1064-A2-R4_MC02g04380	aAutosome	4	140.5	562	diploidy
A2	MvSl-1064-A2-R4_MC02g04381	aAutosome	8	89	712	diploidy
A2	MvSl-1064-A2-R4_MC02g04382	aAutosome	3	85.3333	256	diploidy
A2	MvSl-1064-A2-R4_MC02g04383	aAutosome	7	78.4286	549	diploidy
A2	MvSl-1064-A2-R4_MC02g04384	aAutosome	3	89.6667	269	diploidy
A2	MvSl-1064-A2-R4_MC02g04385	aAutosome	1	590	590	diploidy
A2	MvSl-1064-A2-R4_MC02g04386	aAutosome	1	159	159	diploidy
A2	MvSl-1064-A2-R4_MC02g04387	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC02g04388	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC02g04389	aAutosome	5	99	495	diploidy
A2	MvSl-1064-A2-R4_MC02g04390	aAutosome	1	93	93	diploidy
A2	MvSl-1064-A2-R4_MC02g04392	aAutosome	3	58.6667	176	diploidy
A2	MvSl-1064-A2-R4_MC02g04393	aAutosome	1	53	53	diploidy
A2	MvSl-1064-A2-R4_MC02g04394	aAutosome	11	84.0909	925	diploidy
A2	MvSl-1064-A2-R4_MC02g04395	aAutosome	4	105.5	422	diploidy
A2	MvSl-1064-A2-R4_MC02g04396	aAutosome	2	70.5	141	diploidy
A2	MvSl-1064-A2-R4_MC02g04397	aAutosome	7	94.7143	663	diploidy
A2	MvSl-1064-A2-R4_MC02g04398	aAutosome	5	86	430	diploidy
A2	MvSl-1064-A2-R4_MC02g04399	aAutosome	30	83.1667	2495	diploidy
A2	MvSl-1064-A2-R4_MC02g04400	aAutosome	31	85.0323	2636	diploidy
A2	MvSl-1064-A2-R4_MC02g04401	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC02g04402	aAutosome	6	69.6667	418	diploidy
A2	MvSl-1064-A2-R4_MC02g04403	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC02g04404	aAutosome	5	84.2	421	diploidy
A2	MvSl-1064-A2-R4_MC02g04405	aAutosome	4	121.25	485	diploidy
A2	MvSl-1064-A2-R4_MC02g04406	aAutosome	2	86.5	173	diploidy
A2	MvSl-1064-A2-R4_MC02g04407	aAutosome	4	105.5	422	diploidy
A2	MvSl-1064-A2-R4_MC02g04408	aAutosome	3	84.3333	253	diploidy
A2	MvSl-1064-A2-R4_MC02g04409	aAutosome	2	156	312	diploidy
A2	MvSl-1064-A2-R4_MC02g04410	aAutosome	3	170.667	512	diploidy
A2	MvSl-1064-A2-R4_MC02g04411	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC02g04412	aAutosome	1	76	76	diploidy
A2	MvSl-1064-A2-R4_MC02g04413	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC02g04414	aAutosome	3	73.6667	221	diploidy
A2	MvSl-1064-A2-R4_MC02g04415	aAutosome	6	127	762	diploidy
A2	MvSl-1064-A2-R4_MC02g04416	aAutosome	2	116	232	diploidy
A2	MvSl-1064-A2-R4_MC02g04417	aAutosome	18	75.6667	1362	diploidy
A2	MvSl-1064-A2-R4_MC02g04418	aAutosome	4	86.75	347	diploidy
A2	MvSl-1064-A2-R4_MC02g04419	aAutosome	2	111.5	223	diploidy
A2	MvSl-1064-A2-R4_MC02g04420	aAutosome	1	78	78	diploidy
A2	MvSl-1064-A2-R4_MC02g04421	aAutosome	1	77	77	diploidy
A2	MvSl-1064-A2-R4_MC02g04422	aAutosome	4	76.75	307	diploidy
A2	MvSl-1064-A2-R4_MC02g04423	aAutosome	10	81.9	819	diploidy
A2	MvSl-1064-A2-R4_MC02g04424	aAutosome	5	95.4	477	diploidy
A2	MvSl-1064-A2-R4_MC02g04425	aAutosome	3	106.333	319	diploidy
A2	MvSl-1064-A2-R4_MC02g04426	aAutosome	3	125.333	376	diploidy
A2	MvSl-1064-A2-R4_MC02g04427	aAutosome	6	117.667	706	diploidy
A2	MvSl-1064-A2-R4_MC02g04428	aAutosome	3	133.667	401	diploidy
A2	MvSl-1064-A2-R4_MC02g04429	aAutosome	8	87.125	697	diploidy
A2	MvSl-1064-A2-R4_MC02g04430	aAutosome	2	192	384	diploidy
A2	MvSl-1064-A2-R4_MC02g04431	aAutosome	6	76.3333	458	diploidy
A2	MvSl-1064-A2-R4_MC02g04432	aAutosome	5	111	555	diploidy
A2	MvSl-1064-A2-R4_MC02g04433	aAutosome	4	105.5	422	diploidy
A2	MvSl-1064-A2-R4_MC02g04434	aAutosome	3	156	468	diploidy
A2	MvSl-1064-A2-R4_MC02g04435	aAutosome	3	71.3333	214	diploidy
A2	MvSl-1064-A2-R4_MC02g04436	aAutosome	3	71	213	diploidy
A2	MvSl-1064-A2-R4_MC02g04437	aAutosome	4	81.25	325	diploidy
A2	MvSl-1064-A2-R4_MC02g04438	aAutosome	6	67.1667	403	diploidy
A2	MvSl-1064-A2-R4_MC02g04439	aAutosome	1	95	95	diploidy
A2	MvSl-1064-A2-R4_MC02g04440	aAutosome	2	73	146	diploidy
A2	MvSl-1064-A2-R4_MC02g04441	aAutosome	2	119	238	diploidy
A2	MvSl-1064-A2-R4_MC02g04442	aAutosome	8	87.375	699	diploidy
A2	MvSl-1064-A2-R4_MC02g04443	aAutosome	3	111.333	334	diploidy
A2	MvSl-1064-A2-R4_MC02g04444	aAutosome	6	86.5	519	diploidy
A2	MvSl-1064-A2-R4_MC02g04445	aAutosome	7	96.1429	673	diploidy
A2	MvSl-1064-A2-R4_MC02g04446	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC02g04447	aAutosome	9	73.1111	658	diploidy
A2	MvSl-1064-A2-R4_MC02g04448	aAutosome	1	67	67	diploidy
A2	MvSl-1064-A2-R4_MC02g04449	aAutosome	4	75	300	diploidy
A2	MvSl-1064-A2-R4_MC02g04450	aAutosome	2	121	242	diploidy
A2	MvSl-1064-A2-R4_MC02g04451	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC02g04452	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC02g04453	aAutosome	1	84	84	diploidy
A2	MvSl-1064-A2-R4_MC02g04454	aAutosome	1	75	75	diploidy
A2	MvSl-1064-A2-R4_MC02g04455	aAutosome	1	116	116	diploidy
A2	MvSl-1064-A2-R4_MC02g04456	aAutosome	2	65	130	diploidy
A2	MvSl-1064-A2-R4_MC02g04457	aAutosome	4	66	264	diploidy
A2	MvSl-1064-A2-R4_MC02g04458	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC02g04459	aAutosome	5	70.2	351	diploidy
A2	MvSl-1064-A2-R4_MC02g04460	aAutosome	1	52	52	diploidy
A2	MvSl-1064-A2-R4_MC02g04461	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC02g04462	aAutosome	3	70	210	diploidy
A2	MvSl-1064-A2-R4_MC02g04463	aAutosome	4	169	676	diploidy
A2	MvSl-1064-A2-R4_MC02g04464	aAutosome	4	87	348	diploidy
A2	MvSl-1064-A2-R4_MC02g04465	aAutosome	7	116	812	diploidy
A2	MvSl-1064-A2-R4_MC02g04466	aAutosome	4	184	736	diploidy
A2	MvSl-1064-A2-R4_MC02g04467	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC02g04468	aAutosome	4	80.25	321	diploidy
A2	MvSl-1064-A2-R4_MC02g04469	aAutosome	8	76.5	612	diploidy
A2	MvSl-1064-A2-R4_MC02g04470	aAutosome	4	90.25	361	diploidy
A2	MvSl-1064-A2-R4_MC02g04471	aAutosome	1	48	48	diploidy
A2	MvSl-1064-A2-R4_MC02g04472	aAutosome	4	90	360	diploidy
A2	MvSl-1064-A2-R4_MC02g04473	aAutosome	2	121.5	243	diploidy
A2	MvSl-1064-A2-R4_MC02g04474	aAutosome	1	74	74	diploidy
A2	MvSl-1064-A2-R4_MC02g04475	aAutosome	4	101.5	406	diploidy
A2	MvSl-1064-A2-R4_MC02g04476	aAutosome	3	172.333	517	diploidy
A2	MvSl-1064-A2-R4_MC02g04477	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC02g04478	aAutosome	4	90	360	diploidy
A2	MvSl-1064-A2-R4_MC02g04479	aAutosome	2	264.5	529	diploidy
A2	MvSl-1064-A2-R4_MC02g04480	aAutosome	5	77.4	387	diploidy
A2	MvSl-1064-A2-R4_MC02g04481	aAutosome	5	85.8	429	diploidy
A2	MvSl-1064-A2-R4_MC02g04482	aAutosome	5	85.2	426	diploidy
A2	MvSl-1064-A2-R4_MC02g04483	aAutosome	5	85.2	426	diploidy
A2	MvSl-1064-A2-R4_MC02g04484	aAutosome	2	108.5	217	diploidy
A2	MvSl-1064-A2-R4_MC02g04485	aAutosome	1	44	44	diploidy
A2	MvSl-1064-A2-R4_MC02g04486	aAutosome	1	79	79	diploidy
A2	MvSl-1064-A2-R4_MC02g04487	aAutosome	2	229.5	459	diploidy
A2	MvSl-1064-A2-R4_MC02g04488	aAutosome	2	115	230	diploidy
A2	MvSl-1064-A2-R4_MC02g04489	aAutosome	3	116.333	349	diploidy
A2	MvSl-1064-A2-R4_MC02g04490	aAutosome	6	101.667	610	diploidy
A2	MvSl-1064-A2-R4_MC02g04491	aAutosome	5	99.8	499	diploidy
A2	MvSl-1064-A2-R4_MC02g04492	aAutosome	1	102	102	diploidy
A2	MvSl-1064-A2-R4_MC02g04493	aAutosome	4	114.5	458	diploidy
A2	MvSl-1064-A2-R4_MC02g04494	aAutosome	2	101	202	diploidy
A2	MvSl-1064-A2-R4_MC02g04495	aAutosome	3	82.3333	247	diploidy
A2	MvSl-1064-A2-R4_MC02g04496	aAutosome	5	71.8	359	diploidy
A2	MvSl-1064-A2-R4_MC02g04497	aAutosome	2	69.5	139	diploidy
A2	MvSl-1064-A2-R4_MC02g04498	aAutosome	1	104	104	diploidy
A2	MvSl-1064-A2-R4_MC02g04499	aAutosome	6	117.833	707	diploidy
A2	MvSl-1064-A2-R4_MC02g04500	aAutosome	4	94.5	378	diploidy
A2	MvSl-1064-A2-R4_MC02g04501	aAutosome	2	78.5	157	diploidy
A2	MvSl-1064-A2-R4_MC02g04502	aAutosome	4	134.75	539	diploidy
A2	MvSl-1064-A2-R4_MC02g04503	aAutosome	1	62	62	diploidy
A2	MvSl-1064-A2-R4_MC02g04504	aAutosome	3	64	192	diploidy
A2	MvSl-1064-A2-R4_MC02g04505	aAutosome	1	78	78	diploidy
A2	MvSl-1064-A2-R4_MC02g04506	aAutosome	2	86	172	diploidy
A2	MvSl-1064-A2-R4_MC02g04507	aAutosome	11	135.091	1486	diploidy
A2	MvSl-1064-A2-R4_MC02g04508	aAutosome	4	81.5	326	diploidy
A2	MvSl-1064-A2-R4_MC02g04509	aAutosome	5	81.6	408	diploidy
A2	MvSl-1064-A2-R4_MC02g04510	aAutosome	13	80.6923	1049	diploidy
A2	MvSl-1064-A2-R4_MC02g04511	aAutosome	2	55	110	diploidy
A2	MvSl-1064-A2-R4_MC02g04512	aAutosome	2	66.5	133	diploidy
A2	MvSl-1064-A2-R4_MC02g04523	aAutosome	3	85	255	diploidy
A2	MvSl-1064-A2-R4_MC02g04524	aAutosome	1	48	48	diploidy
A2	MvSl-1064-A2-R4_MC02g04525	aAutosome	1	49	49	diploidy
A2	MvSl-1064-A2-R4_MC02g04526	aAutosome	6	74.6667	448	diploidy
A2	MvSl-1064-A2-R4_MC02g04527	aAutosome	3	151.333	454	diploidy
A2	MvSl-1064-A2-R4_MC02g04528	aAutosome	5	84.2	421	diploidy
A2	MvSl-1064-A2-R4_MC02g04529	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC02g04530	aAutosome	5	87.8	439	diploidy
A2	MvSl-1064-A2-R4_MC02g04531	aAutosome	3	84	252	diploidy
A2	MvSl-1064-A2-R4_MC03g04549	aAutosome	1	400	400	diploidy
A2	MvSl-1064-A2-R4_MC03g04550	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC03g04551	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC03g04552	aAutosome	2	44.5	89	diploidy
A2	MvSl-1064-A2-R4_MC03g04553	aAutosome	5	276.8	1384	diploidy
A2	MvSl-1064-A2-R4_MC03g04554	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC03g04555	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC03g04556	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC03g04557	aAutosome	3	107.333	322	diploidy
A2	MvSl-1064-A2-R4_MC03g04558	aAutosome	1	61	61	diploidy
A2	MvSl-1064-A2-R4_MC03g04559	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC03g04560	aAutosome	3	103.667	311	diploidy
A2	MvSl-1064-A2-R4_MC03g04561	aAutosome	8	126.25	1010	diploidy
A2	MvSl-1064-A2-R4_MC03g04562	aAutosome	10	74.1	741	diploidy
A2	MvSl-1064-A2-R4_MC03g04563	aAutosome	2	108	216	diploidy
A2	MvSl-1064-A2-R4_MC03g04564	aAutosome	4	80	320	diploidy
A2	MvSl-1064-A2-R4_MC03g04565	aAutosome	3	101	303	diploidy
A2	MvSl-1064-A2-R4_MC03g04566	aAutosome	5	86.6	433	diploidy
A2	MvSl-1064-A2-R4_MC03g04567	aAutosome	6	70.3333	422	diploidy
A2	MvSl-1064-A2-R4_MC03g04568	aAutosome	1	75	75	diploidy
A2	MvSl-1064-A2-R4_MC03g04569	aAutosome	7	70.1429	491	diploidy
A2	MvSl-1064-A2-R4_MC03g04570	aAutosome	8	65.125	521	diploidy
A2	MvSl-1064-A2-R4_MC03g04571	aAutosome	9	73.6667	663	diploidy
A2	MvSl-1064-A2-R4_MC03g04572	aAutosome	5	90.2	451	diploidy
A2	MvSl-1064-A2-R4_MC03g04573	aAutosome	3	208	624	diploidy
A2	MvSl-1064-A2-R4_MC03g04574	aAutosome	3	106.333	319	diploidy
A2	MvSl-1064-A2-R4_MC03g04575	aAutosome	3	103.667	311	diploidy
A2	MvSl-1064-A2-R4_MC03g04576	aAutosome	4	114.25	457	diploidy
A2	MvSl-1064-A2-R4_MC03g04577	aAutosome	3	80.6667	242	diploidy
A2	MvSl-1064-A2-R4_MC03g04578	aAutosome	2	141.5	283	diploidy
A2	MvSl-1064-A2-R4_MC03g04579	aAutosome	1	69	69	diploidy
A2	MvSl-1064-A2-R4_MC03g04580	aAutosome	5	68.4	342	diploidy
A2	MvSl-1064-A2-R4_MC03g04582	aAutosome	3	117.333	352	diploidy
A2	MvSl-1064-A2-R4_MC03g04583	aAutosome	9	82.7778	745	diploidy
A2	MvSl-1064-A2-R4_MC03g04584	aAutosome	4	99	396	diploidy
A2	MvSl-1064-A2-R4_MC03g04585	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC03g04586	aAutosome	3	65	195	diploidy
A2	MvSl-1064-A2-R4_MC03g04587	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC03g04588	aAutosome	2	71	142	diploidy
A2	MvSl-1064-A2-R4_MC03g04589	aAutosome	5	115	575	diploidy
A2	MvSl-1064-A2-R4_MC03g04590	aAutosome	2	315.5	631	diploidy
A2	MvSl-1064-A2-R4_MC03g04591	aAutosome	11	90.2727	993	diploidy
A2	MvSl-1064-A2-R4_MC03g04592	aAutosome	5	77.6	388	diploidy
A2	MvSl-1064-A2-R4_MC03g04593	aAutosome	1	89	89	diploidy
A2	MvSl-1064-A2-R4_MC03g04594	aAutosome	13	70.6923	919	diploidy
A2	MvSl-1064-A2-R4_MC03g04595	aAutosome	2	164	328	diploidy
A2	MvSl-1064-A2-R4_MC03g04596	aAutosome	4	91	364	diploidy
A2	MvSl-1064-A2-R4_MC03g04597	aAutosome	4	103.25	413	diploidy
A2	MvSl-1064-A2-R4_MC03g04598	aAutosome	1	104	104	diploidy
A2	MvSl-1064-A2-R4_MC03g04599	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC03g04600	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC03g04601	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC03g04602	aAutosome	2	152	304	diploidy
A2	MvSl-1064-A2-R4_MC03g04603	aAutosome	4	117	468	diploidy
A2	MvSl-1064-A2-R4_MC03g04604	aAutosome	1	139	139	diploidy
A2	MvSl-1064-A2-R4_MC03g04605	aAutosome	3	88.6667	266	diploidy
A2	MvSl-1064-A2-R4_MC03g04606	aAutosome	1	87	87	diploidy
A2	MvSl-1064-A2-R4_MC03g04607	aAutosome	4	76.5	306	diploidy
A2	MvSl-1064-A2-R4_MC03g04608	aAutosome	8	91.5	732	diploidy
A2	MvSl-1064-A2-R4_MC03g04609	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC03g04610	aAutosome	2	75.5	151	diploidy
A2	MvSl-1064-A2-R4_MC03g04612	aAutosome	4	102	408	diploidy
A2	MvSl-1064-A2-R4_MC03g04613	aAutosome	1	96	96	diploidy
A2	MvSl-1064-A2-R4_MC03g04614	aAutosome	4	133.75	535	diploidy
A2	MvSl-1064-A2-R4_MC03g04615	aAutosome	7	80.2857	562	diploidy
A2	MvSl-1064-A2-R4_MC03g04620	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC03g04621	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC03g04625	aAutosome	4	74	296	diploidy
A2	MvSl-1064-A2-R4_MC03g04628	aAutosome	1	67	67	diploidy
A2	MvSl-1064-A2-R4_MC03g04629	aAutosome	1	71	71	diploidy
A2	MvSl-1064-A2-R4_MC03g04630	aAutosome	3	58	174	diploidy
A2	MvSl-1064-A2-R4_MC03g04631	aAutosome	2	117.5	235	diploidy
A2	MvSl-1064-A2-R4_MC03g04632	aAutosome	6	112	672	diploidy
A2	MvSl-1064-A2-R4_MC03g04633	aAutosome	5	72.2	361	diploidy
A2	MvSl-1064-A2-R4_MC03g04634	aAutosome	2	93	186	diploidy
A2	MvSl-1064-A2-R4_MC03g04635	aAutosome	7	80.2857	562	diploidy
A2	MvSl-1064-A2-R4_MC03g04636	aAutosome	4	112.75	451	diploidy
A2	MvSl-1064-A2-R4_MC03g04637	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC03g04638	aAutosome	5	74.4	372	diploidy
A2	MvSl-1064-A2-R4_MC03g04639	aAutosome	2	83.5	167	diploidy
A2	MvSl-1064-A2-R4_MC03g04640	aAutosome	4	70.75	283	diploidy
A2	MvSl-1064-A2-R4_MC03g04641	aAutosome	6	82.6667	496	diploidy
A2	MvSl-1064-A2-R4_MC03g04642	aAutosome	7	111.571	781	diploidy
A2	MvSl-1064-A2-R4_MC03g04643	aAutosome	4	67.75	271	diploidy
A2	MvSl-1064-A2-R4_MC03g04644	aAutosome	3	102.667	308	diploidy
A2	MvSl-1064-A2-R4_MC03g04645	aAutosome	4	141.75	567	diploidy
A2	MvSl-1064-A2-R4_MC03g04646	aAutosome	2	66.5	133	diploidy
A2	MvSl-1064-A2-R4_MC03g04647	aAutosome	2	96	192	diploidy
A2	MvSl-1064-A2-R4_MC03g04648	aAutosome	2	71	142	diploidy
A2	MvSl-1064-A2-R4_MC03g04649	aAutosome	2	89.5	179	diploidy
A2	MvSl-1064-A2-R4_MC03g04650	aAutosome	1	79	79	diploidy
A2	MvSl-1064-A2-R4_MC03g04651	aAutosome	4	93.5	374	diploidy
A2	MvSl-1064-A2-R4_MC03g04652	aAutosome	1	254	254	diploidy
A2	MvSl-1064-A2-R4_MC03g04654	aAutosome	1	73	73	diploidy
A2	MvSl-1064-A2-R4_MC03g04655	aAutosome	6	103.5	621	diploidy
A2	MvSl-1064-A2-R4_MC03g04656	aAutosome	1	91	91	diploidy
A2	MvSl-1064-A2-R4_MC03g04657	aAutosome	7	85.7143	600	diploidy
A2	MvSl-1064-A2-R4_MC03g04658	aAutosome	5	90.2	451	diploidy
A2	MvSl-1064-A2-R4_MC03g04659	aAutosome	4	76.75	307	diploidy
A2	MvSl-1064-A2-R4_MC03g04660	aAutosome	5	80	400	diploidy
A2	MvSl-1064-A2-R4_MC03g04661	aAutosome	7	100.143	701	diploidy
A2	MvSl-1064-A2-R4_MC03g04662	aAutosome	5	146.8	734	diploidy
A2	MvSl-1064-A2-R4_MC03g04663	aAutosome	8	77.75	622	diploidy
A2	MvSl-1064-A2-R4_MC03g04664	aAutosome	9	81.8889	737	diploidy
A2	MvSl-1064-A2-R4_MC03g04665	aAutosome	1	90	90	diploidy
A2	MvSl-1064-A2-R4_MC03g04666	aAutosome	8	70.625	565	diploidy
A2	MvSl-1064-A2-R4_MC03g04667	aAutosome	9	74.1111	667	diploidy
A2	MvSl-1064-A2-R4_MC03g04668	aAutosome	4	89.75	359	diploidy
A2	MvSl-1064-A2-R4_MC03g04669	aAutosome	2	45	90	diploidy
A2	MvSl-1064-A2-R4_MC03g04670	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC03g04671	aAutosome	7	83.5714	585	diploidy
A2	MvSl-1064-A2-R4_MC03g04672	aAutosome	5	63.4	317	diploidy
A2	MvSl-1064-A2-R4_MC03g04673	aAutosome	3	86.3333	259	diploidy
A2	MvSl-1064-A2-R4_MC03g04674	aAutosome	2	147	294	diploidy
A2	MvSl-1064-A2-R4_MC03g04675	aAutosome	1	83	83	diploidy
A2	MvSl-1064-A2-R4_MC03g04676	aAutosome	1	123	123	diploidy
A2	MvSl-1064-A2-R4_MC03g04677	aAutosome	3	95.3333	286	diploidy
A2	MvSl-1064-A2-R4_MC03g04678	aAutosome	2	84	168	diploidy
A2	MvSl-1064-A2-R4_MC03g04679	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC03g04680	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC03g04681	aAutosome	3	121	363	diploidy
A2	MvSl-1064-A2-R4_MC03g04682	aAutosome	3	80.6667	242	diploidy
A2	MvSl-1064-A2-R4_MC03g04683	aAutosome	6	105.833	635	diploidy
A2	MvSl-1064-A2-R4_MC03g04684	aAutosome	5	87.4	437	diploidy
A2	MvSl-1064-A2-R4_MC03g04685	aAutosome	10	87.1	871	diploidy
A2	MvSl-1064-A2-R4_MC03g04686	aAutosome	3	78	234	diploidy
A2	MvSl-1064-A2-R4_MC03g04687	aAutosome	2	74.5	149	diploidy
A2	MvSl-1064-A2-R4_MC03g04688	aAutosome	12	78.0833	937	diploidy
A2	MvSl-1064-A2-R4_MC03g04689	aAutosome	6	87.6667	526	diploidy
A2	MvSl-1064-A2-R4_MC03g04690	aAutosome	1	71	71	diploidy
A2	MvSl-1064-A2-R4_MC03g04691	aAutosome	5	71.8	359	diploidy
A2	MvSl-1064-A2-R4_MC03g04692	aAutosome	4	85.75	343	diploidy
A2	MvSl-1064-A2-R4_MC03g04693	aAutosome	1	160	160	diploidy
A2	MvSl-1064-A2-R4_MC03g04694	aAutosome	1	69	69	diploidy
A2	MvSl-1064-A2-R4_MC03g04695	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC03g04696	aAutosome	6	71.8333	431	diploidy
A2	MvSl-1064-A2-R4_MC03g04697	aAutosome	8	68.125	545	diploidy
A2	MvSl-1064-A2-R4_MC03g04698	aAutosome	2	125.5	251	diploidy
A2	MvSl-1064-A2-R4_MC03g04699	aAutosome	1	65	65	diploidy
A2	MvSl-1064-A2-R4_MC03g04700	aAutosome	7	88.8571	622	diploidy
A2	MvSl-1064-A2-R4_MC03g04701	aAutosome	2	210	420	diploidy
A2	MvSl-1064-A2-R4_MC03g04702	aAutosome	6	105	630	diploidy
A2	MvSl-1064-A2-R4_MC03g04703	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC03g04704	aAutosome	1	244	244	diploidy
A2	MvSl-1064-A2-R4_MC03g04705	aAutosome	3	53.3333	160	diploidy
A2	MvSl-1064-A2-R4_MC03g04706	aAutosome	4	64.75	259	diploidy
A2	MvSl-1064-A2-R4_MC03g04707	aAutosome	1	70	70	diploidy
A2	MvSl-1064-A2-R4_MC03g04708	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC03g04709	aAutosome	7	88.7143	621	diploidy
A2	MvSl-1064-A2-R4_MC03g04710	aAutosome	1	42	42	diploidy
A2	MvSl-1064-A2-R4_MC03g04711	aAutosome	1	83	83	diploidy
A2	MvSl-1064-A2-R4_MC03g04712	aAutosome	5	153	765	diploidy
A2	MvSl-1064-A2-R4_MC03g04713	aAutosome	4	75.75	303	diploidy
A2	MvSl-1064-A2-R4_MC03g04714	aAutosome	5	97.8	489	diploidy
A2	MvSl-1064-A2-R4_MC03g04715	aAutosome	14	72.7143	1018	diploidy
A2	MvSl-1064-A2-R4_MC03g04716	aAutosome	5	163	815	diploidy
A2	MvSl-1064-A2-R4_MC03g04717	aAutosome	8	88.875	711	diploidy
A2	MvSl-1064-A2-R4_MC03g04718	aAutosome	7	108.429	759	diploidy
A2	MvSl-1064-A2-R4_MC03g04720	aAutosome	5	87.8	439	diploidy
A2	MvSl-1064-A2-R4_MC03g04721	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC03g04722	aAutosome	1	89	89	diploidy
A2	MvSl-1064-A2-R4_MC03g04723	aAutosome	1	156	156	diploidy
A2	MvSl-1064-A2-R4_MC03g04724	aAutosome	6	142.167	853	diploidy
A2	MvSl-1064-A2-R4_MC03g04726	aAutosome	1	227	227	diploidy
A2	MvSl-1064-A2-R4_MC03g04727	aAutosome	12	66.5	798	diploidy
A2	MvSl-1064-A2-R4_MC03g04728	aAutosome	1	76	76	diploidy
A2	MvSl-1064-A2-R4_MC03g04729	aAutosome	3	86.3333	259	diploidy
A2	MvSl-1064-A2-R4_MC03g04730	aAutosome	2	155.5	311	diploidy
A2	MvSl-1064-A2-R4_MC03g04731	aAutosome	1	0	0	diploidy
A2	MvSl-1064-A2-R4_MC03g04732	aAutosome	2	128	256	diploidy
A2	MvSl-1064-A2-R4_MC03g04733	aAutosome	2	116.5	233	diploidy
A2	MvSl-1064-A2-R4_MC03g04734	aAutosome	5	96.4	482	diploidy
A2	MvSl-1064-A2-R4_MC03g04735	aAutosome	7	86.7143	607	diploidy
A2	MvSl-1064-A2-R4_MC03g04736	aAutosome	1	71	71	diploidy
A2	MvSl-1064-A2-R4_MC03g04737	aAutosome	10	80	800	diploidy
A2	MvSl-1064-A2-R4_MC03g04738	aAutosome	3	102.333	307	diploidy
A2	MvSl-1064-A2-R4_MC03g04739	aAutosome	1	92	92	diploidy
A2	MvSl-1064-A2-R4_MC03g04740	aAutosome	4	103.25	413	diploidy
A2	MvSl-1064-A2-R4_MC03g04741	aAutosome	4	165.75	663	diploidy
A2	MvSl-1064-A2-R4_MC03g04742	aAutosome	3	97.3333	292	diploidy
A2	MvSl-1064-A2-R4_MC03g04743	aAutosome	1	98	98	diploidy
