gid	gname	chr	start	end	logCPM	logFC.water.rich	logFC.water.diploid	logFC.rich.diploid	PV.water.rich	PV.water.diploid	PV.rich.diploid	FDR.water.rich	FDR.water.diploid	FDR.rich.diploid	water1	water2	rich1	rich2	di1	di2	averagewater	averagedi	log2ratio_waterdi	averagerich	log2ratio_richdi	log2ratio_waterrich
MvSl-1064-A1-R4_A1g01226	MvSl-1064-A1-R4_A1	MAT	2721311	2722988	10.12422255	0.278226636	-0.68432928	-0.962555916	0.39444315	0.032385235	0.003159687	0.528171739	0.106440983	0.00928158	10.06127585	9.788356343	9.872355692	9.413659028	10.42253194	10.77302511	9.924816098	10.59777852	-0.094649608	9.64300736	-0.136206829	0.041557221
MvSl-1064-A1-R4_A1g01377	MvSl-1064-A1-R4_A1	MAT	3073883	3074882	11.30567147	0.642893534	-0.441949801	-1.084843335	0.034733752	0.140459469	0.000391238	0.078109394	0.314361668	0.00142544	11.41066285	11.19168242	10.62559944	10.70554476	12.04113238	11.37744361	11.30117264	11.70928799	-0.051180874	10.6655721	-0.134691999	0.083511124
MvSl-1064-A1-R4_A1g01192	MvSl-1064-A1-R4_A1	MAT	2631363	2634911	13.53582242	1.235651751	0.33177581	-0.903875941	0.014222444	0.504141393	0.071127588	0.038416945	0.696901338	0.134798251	13.82406694	14.10251757	13.40858064	11.43815179	13.74161895	13.52748256	13.96329226	13.63455075	0.034371974	12.42336621	-0.134211029	0.168583003
MvSl-1064-A1-R4_A1g00190	MvSl-1064-A1-R4_A1	MAT	422409	423645	10.49478744	1.492635248	0.585681384	-0.906953864	4.57E-06	0.062261313	0.005411051	2.86E-05	0.180634673	0.015048485	10.74699685	11.31121263	9.706356084	9.440896513	10.60020917	10.33826565	11.02910474	10.46923741	0.07515933	9.573626298	-0.129018961	0.204178291
MvSl-1064-A1-R4_A1g00967	MvSl-1064-A1-R4_A1	MAT	2078590	2079312	11.05907387	1.306901422	0.347415941	-0.95948548	3.59E-06	0.203340317	0.00067947	2.35E-05	0.392911021	0.002331029	11.45410271	11.56042563	10.30654346	10.10913204	11.21658906	11.10665826	11.50726417	11.16162366	0.043997967	10.20783775	-0.128869606	0.172867573
MvSl-1064-A1-R4_A1g00139	MvSl-1064-A1-R4_A1	MAT	311724	312921	7.842336086	-0.36478328	-1.103024626	-0.738241346	0.378112503	0.004826509	0.059965466	0.510669186	0.021004252	0.117005798	7.484062364	7.125091224	7.858065241	7.451823473	8.362699804	8.36673371	7.304576794	8.364716757	-0.195515999	7.654944357	-0.127924798	-0.067591201
MvSl-1064-A1-R4_A1g00814	MvSl-1064-A1-R4_A1	MAT	1735366	1735672	9.541553104	-0.819449506	-1.679912225	-0.860462719	0.018133199	9.20E-07	0.009783696	0.046571605	1.11E-05	0.025405176	8.319500459	8.799441502	9.210645804	9.519653135	10.28786208	10.16089627	8.55947098	10.22437918	-0.256419707	9.365149469	-0.12663932	-0.129780387
MvSl-1064-A1-R4_A1g00294	MvSl-1064-A1-R4_A1	MAT	682868	684833	11.06612433	1.324954998	0.388765723	-0.936189275	4.09E-06	0.163101705	0.001140893	2.63E-05	0.354897228	0.003723747	11.69267236	11.35320308	10.24265942	10.19162359	11.08420181	11.20512169	11.52293772	11.14466175	0.048155742	10.21714151	-0.125361206	0.173516948
MvSl-1064-A1-R4_A1g00460	MvSl-1064-A1-R4_A1	MAT	1028374	1029100	8.77583206	0.502806912	-0.255954053	-0.758760965	0.14623829	0.438925429	0.028466577	0.242869244	0.634753697	0.062160399	8.877424329	8.761564132	8.124287558	8.506018473	9.031871756	9.107859409	8.819494231	9.069865583	-0.040385246	8.315153015	-0.125338358	0.084953112
MvSl-1064-A1-R4_A1g01044	MvSl-1064-A1-R4_A1	MAT	2245658	2246287	5.140446088	2.49261861	1.689564158	-0.803054452	0.005076946	0.027063701	0.486849448	0.015102307	0.095638644	0.630356035	5.760292726	5.877139744	4.821009328	3.654595526	4.306581242	4.933815107	5.818716235	4.620198175	0.332746156	4.237802427	-0.124638406	0.457384563
MvSl-1064-A1-R4_A1g00937	MvSl-1064-A1-R4_A1	MAT	2017557	2018480	3.771807231	0	-2.365476149	-2.365476149	1	0.209908157	0.253356741	1	0.392911021	0.367619982	3.654595526	3.654595526	3.654595526	3.654595526	4.306581242	3.654595526	3.654595526	3.980588384	-0.123269952	3.654595526	-0.123269952	0
MvSl-1064-A1-R4_A1g01023	MvSl-1064-A1-R4_A1	MAT	2207900	2208205	3.771807231	0	-2.365476149	-2.365476149	1	0.209908157	0.253356741	1	0.392911021	0.367619982	3.654595526	3.654595526	3.654595526	3.654595526	4.306581242	3.654595526	3.654595526	3.980588384	-0.123269952	3.654595526	-0.123269952	0
MvSl-1064-A1-R4_A1g01120	MvSl-1064-A1-R4_A1	MAT	2491367	2491705	3.771807231	0	-2.365476149	-2.365476149	1	0.209908157	0.253356741	1	0.392911021	0.367619982	3.654595526	3.654595526	3.654595526	3.654595526	4.306581242	3.654595526	3.654595526	3.980588384	-0.123269952	3.654595526	-0.123269952	0
MvSl-1064-A1-R4_A1g01295	MvSl-1064-A1-R4_A1	MAT	2865653	2866162	3.877822555	2.162260002	-0.203195052	-2.365455054	0.285211232	0.899938421	0.253346931	0.412833194	0.996907187	0.367619982	3.654595526	4.198976763	3.654595526	3.654595526	4.306581242	3.654595526	3.926786144	3.980588384	-0.019632666	3.654595526	-0.123269952	0.103637286
MvSl-1064-A1-R4_A1g00942	MvSl-1064-A1-R4_A1	MAT	2029324	2030312	3.975094036	2.991375519	0.625869402	-2.365506117	0.130745622	0.666732565	0.253370684	0.223460737	0.858532344	0.367619982	4.153364272	4.198976763	3.654595526	3.654595526	4.306581242	3.654595526	4.176170517	3.980588384	0.069198924	3.654595526	-0.123269952	0.192468876
MvSl-1064-A1-R4_A1g01039	MvSl-1064-A1-R4_A1	MAT	2239686	2239896	4.068707571	3.514831304	1.149212562	-2.365618742	0.064300821	0.395884551	0.253423137	0.13139733	0.59542666	0.367619982	3.654595526	4.902634891	3.654595526	3.654595526	4.306581242	3.654595526	4.278615208	3.980588384	0.104162242	3.654595526	-0.123269952	0.227432194
MvSl-1064-A1-R4_A1g00450	MvSl-1064-A1-R4_A1	MAT	1013912	1014286	8.688706817	-2.008425758	-2.765777169	-0.75735141	3.13E-06	6.37E-11	0.045016525	2.07E-05	1.07E-09	0.091592063	6.50161166	7.125091224	9.049298694	8.342326831	9.585086756	9.35223208	6.813351442	9.468659418	-0.474795557	8.695812762	-0.122839305	-0.351956252
MvSl-1064-A1-R4_A1g01337	MvSl-1064-A1-R4_A1	MAT	2969672	2970325	10.46916715	0.967935398	0.1098137	-0.858121698	0.001012596	0.700932553	0.003718207	0.003578347	0.882306094	0.01072121	10.67538911	10.84749118	9.746393839	9.859512529	10.73421286	10.57196075	10.76144014	10.65308681	0.014599637	9.802953184	-0.119983184	0.13458282
MvSl-1064-A1-R4_A1g00595	MvSl-1064-A1-R4_A1	MAT	1306760	1308614	10.7039813	0.579013431	-0.28195439	-0.860967821	0.058702843	0.348027197	0.0050554	0.122623717	0.554484009	0.014227773	10.73383834	10.78278166	10.43459627	9.889478678	11.10791136	10.96684137	10.75831	11.03737636	-0.036945812	10.16203747	-0.119207588	0.082261776
MvSl-1064-A1-R4_A1g00852	MvSl-1064-A1-R4_A1	MAT	1832733	1833013	7.541080468	4.522889766	3.401861935	-1.121027832	1.50E-08	1.57E-06	0.214705345	1.64E-07	1.85E-05	0.339769402	8.970113585	8.64157277	5.694199524	3.654595526	3.654595526	6.499382507	8.805843177	5.076989016	0.794488013	4.674397525	-0.119192708	0.913680721
MvSl-1064-A1-R4_A1g00900	MvSl-1064-A1-R4_A1	MAT	1940560	1941096	4.981436372	-0.366947865	-0.895215874	-0.528268008	0.685860234	0.273974636	0.522429321	0.841656162	0.466551011	0.658288956	4.817463838	4.593287381	5.457434477	4.254944124	5.095010095	5.410961655	4.70537561	5.252985875	-0.158827814	4.856189301	-0.113313044	-0.045514769
MvSl-1064-A1-R4_A1g00415	MvSl-1064-A1-R4_A1	MAT	943004	943177	5.43087935	0.253691311	-0.257813891	-0.511505202	0.739719376	0.713234682	0.503093683	0.877949765	0.892674241	0.643857177	5.452871206	5.373548278	5.694199524	4.677613573	5.801243207	5.410961655	5.413209742	5.606102431	-0.050513816	5.185906548	-0.112401896	0.06188808
MvSl-1064-A1-R4_A1g01305	MvSl-1064-A1-R4_A1	MAT	2891625	2892286	12.21094973	1.854872483	0.951790138	-0.903082345	1.70E-08	0.002897868	0.005214798	1.81E-07	0.013485128	0.014589018	12.54427036	13.26665859	11.03416951	11.16353975	12.1410374	11.84503066	12.90546447	11.99303403	0.105785384	11.09885463	-0.11178588	0.217571263
MvSl-1064-A1-R4_A1g01190	MvSl-1064-A1-R4_A1	MAT	2628613	2629713	11.73779905	1.046277758	0.206059217	-0.840218542	0.000635762	0.493193252	0.00605909	0.002371493	0.685801268	0.016556815	12.08173622	12.09184663	11.37366542	10.62471255	11.89887987	11.8637035	12.08679143	11.88129169	0.024739627	10.99918898	-0.111294537	0.136034164
MvSl-1064-A1-R4_A1g00332	MvSl-1064-A1-R4_A1	MAT	750630	751492	6.005762493	1.398555337	0.75616135	-0.642393987	0.043910674	0.232862383	0.394307951	0.095990776	0.426348289	0.521734675	6.325683396	6.632044112	5.694199524	5.004101533	5.370628505	6.179893107	6.478863754	5.775260806	0.16585472	5.349150529	-0.110576296	0.276431017
MvSl-1064-A1-R4_A1g00457	MvSl-1064-A1-R4_A1	MAT	1021451	1021666	3.769655246	0	-2.365432338	-2.365432338	1	0.209913704	0.253362771	1	0.392911021	0.367619982	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	4.215987328	3.654595526	3.935291427	-0.106758734	3.654595526	-0.106758734	0
MvSl-1064-A1-R4_A1g00993	MvSl-1064-A1-R4_A1	MAT	2129212	2129868	3.769655246	0	-2.365432338	-2.365432338	1	0.209913704	0.253362771	1	0.392911021	0.367619982	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	4.215987328	3.654595526	3.935291427	-0.106758734	3.654595526	-0.106758734	0
MvSl-1064-A1-R4_A1g01326	MvSl-1064-A1-R4_A1	MAT	2941819	2941971	3.769655246	0	-2.365432338	-2.365432338	1	0.209913704	0.253362771	1	0.392911021	0.367619982	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	4.215987328	3.654595526	3.935291427	-0.106758734	3.654595526	-0.106758734	0
MvSl-1064-A1-R4_A1g01397	MvSl-1064-A1-R4_A1	MAT	3124727	3124955	3.971603037	2.991322807	0.625911878	-2.365410929	0.130748304	0.666709572	0.253380428	0.223460737	0.858532344	0.367619982	4.523293559	3.654595526	3.654595526	3.654595526	3.654595526	4.215987328	4.088944542	3.935291427	0.055258018	3.654595526	-0.106758734	0.162016752
MvSl-1064-A1-R4_A1g00456	MvSl-1064-A1-R4_A1	MAT	1021004	1021336	3.972978296	2.99137542	0.625965465	-2.365409955	0.130744001	0.666688431	0.253381232	0.223460737	0.858532344	0.367619982	4.153364272	4.198976763	3.654595526	3.654595526	3.654595526	4.215987328	4.176170517	3.935291427	0.085710142	3.654595526	-0.106758734	0.192468876
MvSl-1064-A1-R4_A1g00625	MvSl-1064-A1-R4_A1	MAT	1358598	1358903	9.175771267	0.244883634	-0.44798125	-0.692864884	0.477350782	0.180777947	0.043550696	0.617514542	0.379559213	0.089383525	8.845155603	9.286568181	8.767392715	8.90850787	9.663977901	9.365395183	9.065861892	9.514686542	-0.069711945	8.837950292	-0.106444311	0.036732367
MvSl-1064-A1-R4_A1g00704	MvSl-1064-A1-R4_A1	MAT	1504551	1504790	4.241377169	-1.162753943	-1.589511225	-0.426757283	0.421479261	0.233130873	0.722322717	0.555113942	0.426348289	0.843362718	4.153364272	3.654595526	3.654595526	4.677613573	4.753997759	4.215987328	3.903979899	4.484992544	-0.200159962	4.166104549	-0.106406542	-0.09375342
MvSl-1064-A1-R4_A1g00602	MvSl-1064-A1-R4_A1	MAT	1316498	1316708	4.766540238	0.340498886	-0.488916755	-0.829415641	0.73498629	0.570180703	0.391866578	0.877949765	0.76567123	0.521734675	4.523293559	4.902634891	4.352605324	4.677613573	4.306581242	5.410961655	4.712964225	4.858771449	-0.043956841	4.515109448	-0.105830612	0.061873771
MvSl-1064-A1-R4_A1g00861	MvSl-1064-A1-R4_A1	MAT	1854330	1854768	7.646811805	0.600078096	0.242267184	-0.357810912	0.245835879	0.629344277	0.497218668	0.372718914	0.828548488	0.639073364	7.976403008	7.784060698	7.952370937	6.277719909	7.588473751	7.71618524	7.880231853	7.652329495	0.042339083	7.115045423	-0.105026028	0.14736511
MvSl-1064-A1-R4_A1g01119	MvSl-1064-A1-R4_A1	MAT	2491059	2491220	8.598770075	0.192891212	-0.477023826	-0.669915039	0.620280191	0.205115173	0.083589966	0.773293607	0.392911021	0.154674347	8.516773374	8.440506622	8.481381662	8.090445049	9.269060267	8.539268168	8.478639998	8.904164217	-0.07064733	8.285913356	-0.103819466	0.033172136
MvSl-1064-A1-R4_A1g00346	MvSl-1064-A1-R4_A1	MAT	771661	772956	12.51999033	0.333995333	-0.573019363	-0.907014696	0.276697983	0.061298779	0.003297735	0.412833194	0.180065164	0.009626927	12.1142569	12.62357511	12.0645575	12.0510716	12.74748034	13.14979826	12.368916	12.9486393	-0.066081431	12.05781455	-0.102832055	0.036750623
MvSl-1064-A1-R4_A1g00891	MvSl-1064-A1-R4_A1	MAT	1921718	1923408	10.35960802	1.145566344	0.450661107	-0.694905236	0.000299147	0.144146397	0.029042252	0.001266657	0.32108439	0.062902574	10.93886603	10.66973757	9.389854691	9.909115811	10.23716196	10.47813284	10.8043018	10.3576474	0.060909493	9.649485251	-0.102172462	0.163081955
MvSl-1064-A1-R4_A1g00939	MvSl-1064-A1-R4_A1	MAT	2019346	2020028	4.908859699	3.061457299	1.782431205	-1.279026094	0.003632691	0.033231742	0.357183093	0.011086785	0.108464714	0.486597257	5.760292726	5.373548278	4.352605324	3.654595526	3.654595526	4.933815107	5.566920502	4.294205317	0.374488309	4.003600425	-0.101093177	0.475581486
MvSl-1064-A1-R4_A1g01398	MvSl-1064-A1-R4_A1	MAT	3125001	3125581	6.855402259	1.462732768	0.861221835	-0.601510932	0.008836749	0.097675486	0.315442569	0.025019712	0.248148532	0.438633158	7.441528588	7.396241263	6.234288018	6.013178253	6.132437525	6.982017197	7.418884925	6.557227361	0.178116444	6.123733135	-0.098674506	0.27679095
MvSl-1064-A1-R4_A1g00355	MvSl-1064-A1-R4_A1	MAT	800398	801531	15.31021785	2.44248572	1.467087348	-0.975398372	6.55E-07	0.002019506	0.038093672	5.13E-06	0.009991241	0.079928686	15.58362246	16.72810045	13.72308554	13.92000598	14.65946869	14.92757473	16.15586145	14.79352171	0.127092142	13.82154576	-0.098046566	0.225138708
MvSl-1064-A1-R4_A1g01273	MvSl-1064-A1-R4_A1	MAT	2819344	2820733	8.511137219	1.067585765	0.502226425	-0.565359339	0.002675406	0.13818668	0.123746982	0.008545633	0.310754734	0.209967803	9.014316687	8.872337392	8.083190588	7.741936874	8.393894221	8.515848116	8.94332704	8.454871168	0.081028862	7.912563731	-0.095637557	0.176666419
MvSl-1064-A1-R4_A1g00171	MvSl-1064-A1-R4_A1	MAT	374824	375074	6.498871441	0.817152587	0.410691382	-0.406461205	0.185186144	0.485420372	0.528008388	0.295848373	0.67901064	0.663539952	6.325683396	7.183551647	5.694199524	6.393776419	6.273295883	6.591881593	6.754617522	6.432588738	0.070474625	6.043987972	-0.089898665	0.16037329
MvSl-1064-A1-R4_A1g00863	MvSl-1064-A1-R4_A1	MAT	1859765	1861043	10.82355241	-0.290228224	-0.99526758	-0.705039357	0.346660023	0.001198477	0.021479227	0.480620091	0.006258711	0.049006004	10.49995972	10.15263842	10.58936841	10.6599109	11.55693682	11.05478619	10.32629907	11.3058615	-0.130747642	10.62463965	-0.089657018	-0.041090624
MvSl-1064-A1-R4_A1g01402	MvSl-1064-A1-R4_A1	MAT	3133594	3134296	11.0377162	0.255422143	-0.412799328	-0.668221471	0.361648693	0.136016069	0.01710672	0.492680828	0.307344002	0.04043738	10.87637171	11.03777177	10.60397019	10.79797401	11.29717189	11.4378825	10.95707174	11.3675272	-0.053056164	10.7009721	-0.087176596	0.034120432
MvSl-1064-A1-R4_A1g00531	MvSl-1064-A1-R4_A1	MAT	1181903	1183139	6.889211296	-0.577068705	-1.017331602	-0.440262897	0.273780701	0.043895049	0.375569972	0.409799138	0.141305978	0.504336819	6.582134407	6.135880809	6.736477757	7.017695288	7.354804283	7.232437595	6.359007608	7.293620939	-0.197833587	6.877086523	-0.084837726	-0.112995862
MvSl-1064-A1-R4_A1g00204	MvSl-1064-A1-R4_A1	MAT	454328	454655	4.165170967	-3.326849778	-3.751087165	-0.424237387	0.068351612	0.030158364	0.723138671	0.137278123	0.101974325	0.843362718	3.654595526	3.654595526	4.821009328	3.654595526	4.753997759	4.215987328	3.654595526	4.484992544	-0.295393843	4.237802427	-0.081789258	-0.213604585
MvSl-1064-A1-R4_A1g00620	MvSl-1064-A1-R4_A1	MAT	1353495	1354271	10.81485568	1.051972598	0.480896483	-0.571076115	0.001806036	0.146587863	0.090645829	0.006020119	0.322949987	0.163231952	11.00242765	11.47523279	10.52176739	9.828910729	10.95420906	10.58327153	11.23883022	10.7687403	0.061642386	10.17533906	-0.081772628	0.143415014
MvSl-1064-A1-R4_A1g00925	MvSl-1064-A1-R4_A1	MAT	1999093	1999997	8.834262562	1.037226402	0.550257429	-0.486968973	0.002455531	0.095329294	0.167134801	0.007959307	0.244834798	0.273705075	9.302711429	9.259646808	8.416686176	8.124442243	8.795364717	8.693355433	9.281179119	8.744360075	0.085955293	8.270564209	-0.080367058	0.166322351
MvSl-1064-A1-R4_A1g00725	MvSl-1064-A1-R4_A1	MAT	1538995	1539330	8.072794657	-0.923039824	-1.39780388	-0.474764056	0.02593611	0.000518384	0.220873397	0.062193732	0.003248537	0.343810665	7.102461797	7.396241263	8.383216932	7.826981761	8.795364717	8.34031105	7.24935153	8.567837884	-0.241079234	8.105099346	-0.080101313	-0.160977921
MvSl-1064-A1-R4_A1g01356	MvSl-1064-A1-R4_A1	MAT	3014481	3014754	6.528008389	0.743741746	0.424136403	-0.319605343	0.174494254	0.417089347	0.581972951	0.281829208	0.611052056	0.716488042	6.928581259	6.713659227	5.89753088	6.393776419	6.401616514	6.499382507	6.821120243	6.45049951	0.080597811	6.145653649	-0.06984442	0.150442231
MvSl-1064-A1-R4_A1g00314	MvSl-1064-A1-R4_A1	MAT	722650	723684	8.385841227	-0.235569515	-0.689146713	-0.453577199	0.540474868	0.065375427	0.22890054	0.68469862	0.186220914	0.347042755	7.946296387	8.178342277	8.449396535	8.124442243	8.362699804	9.010673891	8.062319332	8.686686848	-0.107611103	8.286919389	-0.067970141	-0.039640962
MvSl-1064-A1-R4_A1g00156	MvSl-1064-A1-R4_A1	MAT	345616	345969	10.53311777	0.010246168	-0.47539438	-0.485640548	0.972592536	0.107482974	0.102865611	1	0.265878934	0.183131958	10.28825482	10.43121999	10.53706595	10.14269676	10.86797202	10.79751118	10.35973741	10.8327416	-0.064410978	10.33988136	-0.067178781	0.002767803
MvSl-1064-A1-R4_A1g00754	MvSl-1064-A1-R4_A1	MAT	1603528	1605548	13.80498865	0.866255774	0.252895481	-0.613360293	0.011199244	0.455460338	0.071657692	0.031331218	0.649887036	0.135257491	14.16159538	14.10535549	13.35347717	13.17796534	13.88642377	13.87565122	14.13347544	13.88103749	0.026000868	13.26572126	-0.065412285	0.091413153
MvSl-1064-A1-R4_A1g00443	MvSl-1064-A1-R4_A1	MAT	1002523	1003071	10.0711552	1.239410573	0.812958084	-0.426452489	6.08E-05	0.00717507	0.17342328	0.000288597	0.028578668	0.283017158	10.54585712	10.7493049	9.320818856	9.519653135	9.888652869	9.802853432	10.64758101	9.845753151	0.112952232	9.420235995	-0.063738367	0.176690599
MvSl-1064-A1-R4_A1g00582	MvSl-1064-A1-R4_A1	MAT	1285336	1286410	13.12185681	1.880048551	1.334239192	-0.545809359	8.55E-07	0.000379301	0.142341814	6.18E-06	0.002455149	0.238080614	13.48108627	14.32942226	11.92615817	12.23542432	12.32828591	12.88545136	13.90525427	12.60686863	0.14142015	12.08079125	-0.061495027	0.202915177
MvSl-1064-A1-R4_A1g01052	MvSl-1064-A1-R4_A1	MAT	2259412	2259630	5.501207778	-0.214312354	-0.506364433	-0.29205208	0.768772294	0.463134809	0.679604849	0.903307445	0.657623445	0.81069614	5.061691818	5.561627799	5.457434477	5.494722048	5.801243207	5.601009369	5.311659809	5.701126288	-0.102084209	5.476078262	-0.058103894	-0.043980315
MvSl-1064-A1-R4_A1g00239	MvSl-1064-A1-R4_A1	MAT	540556	541585	11.74061652	1.447040301	1.039860538	-0.407179763	0.000105977	0.00480365	0.270031597	0.000483585	0.021004252	0.389309357	11.77847792	12.88039753	10.66790879	11.25077711	11.51143876	11.26955405	12.32943772	11.39049641	0.114276386	10.95934295	-0.055669315	0.169945701
MvSl-1064-A1-R4_A1g00317	MvSl-1064-A1-R4_A1	MAT	725878	726223	10.805734	-0.576970893	-0.969527872	-0.392556979	0.076069917	0.002857268	0.222939375	0.150222105	0.01342916	0.343810665	10.34704739	10.13051998	10.4264041	11.1178597	11.37739792	11.01357556	10.23878369	11.19548674	-0.128872912	10.7721319	-0.055613452	-0.073259459
MvSl-1064-A1-R4_A1g00953	MvSl-1064-A1-R4_A1	MAT	2049348	2049989	6.33940888	0.590359861	0.25593852	-0.334421341	0.358542778	0.677637242	0.615759518	0.490661956	0.865044399	0.749758999	6.928581259	6.01230303	6.234288018	5.860169451	5.976323456	6.591881593	6.470442144	6.284102525	0.042157581	6.047228734	-0.055432569	0.09759015
MvSl-1064-A1-R4_A1g00561	MvSl-1064-A1-R4_A1	MAT	1246293	1246514	10.10638909	0.548480853	0.134413184	-0.414067669	0.097315519	0.680254927	0.213057275	0.182953175	0.865044399	0.338300403	10.24562631	10.37588608	9.622784626	9.899330655	9.821408466	10.45983993	10.3107562	10.1406242	0.024003686	9.76105764	-0.055037077	0.079040763
MvSl-1064-A1-R4_A1g00909	MvSl-1064-A1-R4_A1	MAT	1962940	1963149	9.635010714	0.449420217	0.098797544	-0.350622673	0.167955887	0.758188151	0.286043787	0.273181465	0.929398682	0.405784107	9.552973503	10.01453593	9.266783761	9.440896513	9.786573176	9.617243782	9.783754715	9.701908479	0.012119665	9.353840137	-0.052709798	0.064829463
MvSl-1064-A1-R4_A1g00736	MvSl-1064-A1-R4_A1	MAT	1555868	1557343	9.448356968	-0.303569237	-0.647219859	-0.343650622	0.390847094	0.064483178	0.327006425	0.524851812	0.185933089	0.452038294	9.242044919	8.975208389	9.63705373	9.158679587	10.0043404	9.454320067	9.108626654	9.729330232	-0.095106944	9.397866659	-0.050007195	-0.045099749
MvSl-1064-A1-R4_A1g01208	MvSl-1064-A1-R4_A1	MAT	2679714	2679993	5.598009275	-0.24134815	-0.49819121	-0.25684306	0.736773089	0.466885099	0.713278353	0.877949765	0.657788046	0.839616913	5.614755014	5.157220877	5.694199524	5.494722048	5.976323456	5.601009369	5.385987945	5.788666413	-0.104020019	5.594460786	-0.049231934	-0.054788085
MvSl-1064-A1-R4_A1g00824	MvSl-1064-A1-R4_A1	MAT	1751427	1752854	12.80379803	1.431258999	1.030264849	-0.40099415	2.72E-05	0.002262551	0.233256873	0.000148638	0.010962875	0.352510388	13.04276687	13.83314218	11.95776554	12.15957402	12.42205743	12.50171125	13.43795453	12.46188434	0.108791321	12.05866978	-0.047451463	0.156242784
MvSl-1064-A1-R4_A1g01193	MvSl-1064-A1-R4_A1	MAT	2635950	2638646	11.1879171	-0.46212819	-0.788012969	-0.325884778	0.09461663	0.004268651	0.234942924	0.178593639	0.019107297	0.35392043	10.62875946	10.8429641	11.29935244	11.09231991	11.47543704	11.56882842	10.73586178	11.52213273	-0.10196978	11.19583617	-0.041445501	-0.060524279
MvSl-1064-A1-R4_A1g00761	MvSl-1064-A1-R4_A1	MAT	1612647	1613030	9.793443532	-1.132437428	-1.423371646	-0.290934219	0.000616155	1.52E-05	0.360419999	0.002335426	0.000149603	0.48958786	8.69028757	8.991662376	10.06408523	9.849383882	10.19350682	10.29764316	8.840974973	10.24557499	-0.212723569	9.956734556	-0.041256377	-0.171467192
MvSl-1064-A1-R4_A1g00636	MvSl-1064-A1-R4_A1	MAT	1381215	1381929	12.35403185	1.863811134	1.524819286	-0.338991848	1.51E-06	6.83E-05	0.370054015	1.03E-05	0.000573096	0.499785595	12.60213752	13.67784978	11.16794001	11.56116365	11.42725011	11.95578313	13.13999365	11.69151662	0.168502491	11.36455183	-0.040921297	0.209423788
MvSl-1064-A1-R4_A1g00733	MvSl-1064-A1-R4_A1	MAT	1552758	1553579	14.50853325	1.1998272	0.817538215	-0.382288985	0.001698528	0.031150042	0.311654523	0.005800461	0.103833472	0.435945315	14.88871333	15.26844385	13.99020981	13.78636499	14.36010126	14.1821912	15.07857859	14.27114623	0.079399223	13.8882874	-0.039232505	0.118631729
MvSl-1064-A1-R4_A1g00250	MvSl-1064-A1-R4_A1	MAT	570749	571721	9.193093821	0.606737312	0.447572214	-0.159165097	0.116730641	0.241732721	0.685095276	0.208236612	0.436008808	0.815176658	9.630754512	9.377023369	9.33838998	8.342326831	8.907692886	9.213540876	9.503888941	9.060616881	0.0689087	8.840358405	-0.035504417	0.104413117
MvSl-1064-A1-R4_A1g00257	MvSl-1064-A1-R4_A1	MAT	587793	588573	13.68780916	-1.022614859	-1.280077299	-0.25746244	0.007698269	0.000902897	0.497661386	0.021928402	0.004934436	0.639073364	12.68081182	12.95676086	14.22558415	13.33229988	14.13859298	14.06857642	12.81878634	14.1035847	-0.137802221	13.77894202	-0.033596779	-0.104205442
MvSl-1064-A1-R4_A1g00158	MvSl-1064-A1-R4_A1	MAT	349059	350492	14.7732843	0.768077999	0.442851433	-0.325226566	0.086242324	0.320620739	0.465571098	0.16477192	0.524016035	0.604470763	14.8498542	15.38494034	14.0366949	14.64751901	14.20715179	15.06552941	15.11739727	14.6363406	0.046654881	14.34210696	-0.029297913	0.075952793
MvSl-1064-A1-R4_A1g00417	MvSl-1064-A1-R4_A1	MAT	944453	945643	9.832375991	-0.431329205	-0.622236379	-0.190907174	0.195179973	0.060115791	0.56302278	0.30680464	0.179964468	0.700054779	9.481295588	9.450283806	10.1260986	9.618390048	10.24573668	9.896505672	9.465789697	10.07112118	-0.089429527	9.872244326	-0.028774297	-0.06065523
MvSl-1064-A1-R4_A1g00607	MvSl-1064-A1-R4_A1	MAT	1329634	1330574	8.280206049	-0.429992411	-0.617701206	-0.187708795	0.268263386	0.106193948	0.622156314	0.403930403	0.264080189	0.755590355	7.679736315	8.149302433	8.277881969	8.398979612	8.230705175	8.754667071	7.914519374	8.492686123	-0.101719189	8.33843079	-0.026445023	-0.075274166
MvSl-1064-A1-R4_A1g00552	MvSl-1064-A1-R4_A1	MAT	1227568	1228563	8.403854532	0.768608315	0.630489859	-0.138118455	0.046256794	0.096727017	0.729859116	0.098821334	0.247074444	0.846996999	8.557175608	9.024017856	8.313854958	7.785085887	8.424428393	7.943839405	8.790596732	8.184133899	0.103131354	8.049470422	-0.023935878	0.127067232
MvSl-1064-A1-R4_A1g01032	MvSl-1064-A1-R4_A1	MAT	2230879	2231943	7.5491204	-0.390962618	-0.176919417	0.2140432	0.505600779	0.763237959	0.716354005	0.647499636	0.931745041	0.839616913	7.305842396	7.444851685	8.449396535	6.393776419	7.588473751	7.494492716	7.375347041	7.541483233	-0.03213736	7.421586477	-0.023120678	-0.009016682
