gida1	Up 	up5k	part8	youngold	haploid	DE
MvSl-1064-A2-R4_MC01g03034	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC17g12486	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC06-2g07390	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC15g12370	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06740	k10	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03853	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC03g05305	k10	4	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06699	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_A2g00822	k10	1	Black	OldStrata	A2	NON
MvSl-1064-A2-R4_MC01g02772	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC12g11301	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02635	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC07g08081	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC08-1g08694	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06088	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC03g04966	k10	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03364	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10798	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC03g05353	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06621	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC08-1g09001	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03630	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03513	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC07g07936	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10622	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC08-1g08713	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_A2g00833	k10	0	Blue	OldStrata	A2	NON
MvSl-1064-A2-R4_MC03g05062	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC12g11054	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC06-1g07233	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC03g04766	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02826	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06067	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC13g11781	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g07090	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03777	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC06-1g07277	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC03g05271	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10252	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_A2g01800	k10	1	bPAR	bPAR	A2	NON
MvSl-1064-A2-R4_MC01g02891	k10	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g05915	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06973	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02969	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC03g05095	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC08-1g08897	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC08-1g09003	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03881	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC12g11534	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06370	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02410	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC03g04595	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC03g05422	k10	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC13g11828	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC08-1g08776	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC15g12308	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g04414	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC13g11593	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g05609	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10975	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC09g09737	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g04252	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10888	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02595	k10	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g01989	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC03g05516	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC07g08298	k10	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10793	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC08-2g09144	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC03g04864	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC09g09194	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10604	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02758	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03548	k10	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06211	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g04511	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06812	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_A2g00070	k10	0	bPAR	bPAR	A2	NON
MvSl-1064-A2-R4_MC10g10267	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC03g05399	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC08-2g09141	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06158	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC13g11713	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02098	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_A2g00865	k10	0	Black	OldStrata	A2	NON
MvSl-1064-A2-R4_MC07g07907	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC08-1g08729	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03976	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09892	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06911	k10	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03866	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06824	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC13g11859	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03574	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_A2g00759	k10	1	Black	OldStrata	A2	NON
MvSl-1064-A2-R4_MC01g02666	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03467	k10	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03503	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09943	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC13g11622	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC15g12356	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC07g08105	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC12g11147	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC07g07980	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02301	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03796	k10	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC03g04905	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC08-1g08618	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g04462	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_A2g01511	k10	0	Black	OldStrata	A2	NON
MvSl-1064-A2-R4_MC09g09664	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10419	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC03g05147	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02703	k10	10	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC03g05301	k10	6	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC08-1g08711	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC08-1g08984	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC08-2g09131	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03665	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02725	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10608	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03855	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC03g05302	k10	6	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06634	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02457	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC03g04790	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC07g08254	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC07g08456	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02161	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC03g05475	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC07g08084	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC09g09830	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC13g11874	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03759	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06660	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC06-2g07661	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_A2g01817	k10	0	bPAR	bPAR	A2	NON
MvSl-1064-A2-R4_MC07g08453	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC06-2g07742	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC12g11305	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_A2g00443	k10	1	Purple	OldStrata	A2	NON
MvSl-1064-A2-R4_MC02g04177	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC06-2g07513	k10	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC07g08432	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10573	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC12g11478	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02067	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06297	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06758	k10	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC12g11285	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g04189	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09918	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC12g11279	k10	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC03g04764	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC03g05335	k10	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC07g08268	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC07g08366	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10331	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC15g12351	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC08-1g08687	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03322	k10	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03447	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC13g11901	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02372	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02486	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g07047	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g05885	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02218	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10230	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03580	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_A2g00576	k10	0	Black	OldStrata	A2	NON
MvSl-1064-A2-R4_A2g01566	k10	0	Black	OldStrata	A2	NON
MvSl-1064-A2-R4_MC01g02432	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC06-2g07625	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_A2g00957	k10	2	Purple	OldStrata	A2	NON
MvSl-1064-A2-R4_MC03g04724	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06433	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC06-2g07566	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC07g08392	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03943	k10	3	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC03g04867	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC06-2g07589	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09964	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10729	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC09g09554	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_A2g00834	k10	0	Blue	OldStrata	A2	NON
MvSl-1064-A2-R4_MC03g05309	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC07g07955	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g04308	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02304	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02902	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03026	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC03g05039	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC13g11794	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC07g08286	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_A2g00128	k10	0	Red	ColorStrata	A2	NON
MvSl-1064-A2-R4_MC03g05028	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC07g08090	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC07g08221	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC08-2g09132	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC09g09797	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03375	k10	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10945	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-2g06336	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03771	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10274	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10634	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC07g08073	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC09g09260	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g04034	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g04312	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC07g08383	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g04415	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC08-2g09069	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10576	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC14g12067	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02898	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC09g09250	k10	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03767	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC06-2g07498	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02265	k10	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06496	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC06-2g07590	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC07g07915	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09898	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10303	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC12g11318	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC13g11791	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC08-1g08953	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03308	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC12g11104	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02187	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC12g11177	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_A2g00008	k10	0	bPAR	bPAR	A2	NON
MvSl-1064-A2-R4_MC02g03854	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC03g04557	k10	8	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC08-1g08921	k10	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10193	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10899	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC12g11012	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC07g08316	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02020	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06886	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC14g12029	k10	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC12g11142	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC03g04801	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC06-2g07601	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC09g09441	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC09g09301	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03377	k10	3	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06988	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03074	k10	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03380	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC03g04572	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06060	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC08-2g09058	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10826	k10	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC09g09717	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03099	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03468	k10	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03949	k10	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g05903	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g07102	k10	4	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC06-1g07282	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC09g09475	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC09g09513	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC14g12002	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g05847	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10365	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02710	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06501	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC12g11479	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC03g05394	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC03g05255	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC06-2g07382	k10	5	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC08-1g08736	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC18g12507	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09929	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06142	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02426	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC08-1g08799	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC09g09632	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC12g11397	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC15g12347	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06932	k10	3	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC06-1g07184	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10877	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC15g12326	k10	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC07g08009	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03418	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC13g11706	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_A2g01506	k10	4	Black	OldStrata	A2	NON
MvSl-1064-A2-R4_A2g01265	k10	0	Black	OldStrata	A2	NON
MvSl-1064-A2-R4_MC03g04857	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03821	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC03g05229	k10	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10994	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g05986	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g03491	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g04178	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC03g05013	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g06245	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC06-1g07231	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03430	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g04031	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03376	k10	5	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06409	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC07g08386	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02707	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g04396	k10	3	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC15g12280	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC03g05102	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC07g07946	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC09g09688	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC07g08134	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC03g05448	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g05960	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC14g12061	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC03g04680	k10	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC09g09322	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g04450	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06908	k10	3	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02895	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g05743	k10	4	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g05916	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC04-1g05956	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC06-2g07551	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC06-2g07439	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g07083	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02077	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02213	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g02605	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC12g11281	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC13g11654	k10	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC13g11850	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC07g08203	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06985	k10	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC05g06881	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC09g09523	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC16g12434	k10	4	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC02g04070	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10716	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC07g07889	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC01g03367	k10	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_A2g00993	k10	0	Black	OldStrata	A2	NON
MvSl-1064-A2-R4_MC03g05451	k10	0	Auto	Auto	A2	NON
