gid	Down	downak5	part8	youngold	haploid	DE
MvSl-1064-A1-R4_MC12g11075	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11077	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11078	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11079	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11080	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11082	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11083	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11085	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11087	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11090	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11092	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11093	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11094	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11096	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11097	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11099	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11100	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11101	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11103	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11104	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11105	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11106	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11107	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11108	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11110	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11113	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11114	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11118	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11121	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11123	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11124	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11125	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11126	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11129	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11130	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11131	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11132	bk10	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11136	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11143	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11144	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11145	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11148	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11151	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11152	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11153	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11154	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11155	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11158	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11159	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11161	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11163	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11164	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11166	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11167	bk10	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11172	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11173	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11174	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11175	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11177	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11179	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11182	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11184	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11185	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11186	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11187	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11189	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11190	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11191	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11192	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11195	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11196	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11199	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11200	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11201	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11202	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11203	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11204	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11205	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11207	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11208	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11209	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11210	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11211	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11212	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11217	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11218	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11219	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11220	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11221	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11223	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11224	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11227	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11229	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11230	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11235	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11236	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11238	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11241	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11244	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11246	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11248	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11249	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11257	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11258	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11259	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11260	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11261	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11264	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11267	bk10	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC12g11277	bk10	3	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11290	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11292	bk10	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11293	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11294	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11295	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11296	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11297	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11298	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11302	bk10	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11310	bk10	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11311	bk10	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11312	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11347	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11348	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11349	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11350	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11351	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11352	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11353	bk10	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11354	bk10	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11355	bk10	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11363	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11370	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11371	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11372	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11373	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11379	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11385	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11387	bk10	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11389	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11391	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11392	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11396	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11397	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11399	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11406	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11407	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11408	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11409	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11410	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11411	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11412	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11413	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11414	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11415	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11420	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11422	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11424	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11425	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11434	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11439	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11442	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11444	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11446	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11447	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11448	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11449	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11453	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11456	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11457	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11458	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11460	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11461	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11465	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11466	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11467	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11468	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11469	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11471	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11473	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11475	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11476	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11477	bk10	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11480	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11481	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11495	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11496	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11497	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11499	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11500	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11501	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11503	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11504	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11506	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11507	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11508	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11510	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11511	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11513	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11514	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11515	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11517	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11518	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11522	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11524	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11525	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11526	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11528	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11531	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11534	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11535	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11537	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11539	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11541	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11545	bk10	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11547	bk10	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11548	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11549	bk10	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11558	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11561	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11562	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11565	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11569	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11570	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11571	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11573	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11575	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11577	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11578	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11579	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11580	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11582	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11585	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11586	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11590	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11592	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11595	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11597	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11599	bk10	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11600	bk10	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11601	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11603	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11605	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11606	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11607	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11608	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11610	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11611	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11614	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11617	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11619	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11621	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11627	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11629	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11630	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11631	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11634	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11636	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11638	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11639	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11642	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11643	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11649	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11651	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11652	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11653	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11654	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11656	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11657	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11658	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11660	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11661	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11662	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11663	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11669	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11670	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11673	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11674	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11675	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11676	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11677	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11679	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11686	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11689	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11691	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11693	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11695	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11696	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11697	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11698	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11701	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11702	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11705	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11706	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11707	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11708	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11709	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11710	bk10	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11711	bk10	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11713	bk10	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11716	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC13g11720	bk10	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11733	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11734	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11735	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11736	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11737	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11738	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11742	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11743	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11744	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11745	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11749	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11751	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11752	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11753	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11754	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11755	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11756	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11758	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11759	bk10	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11760	bk10	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11764	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11769	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11770	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11773	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11776	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11777	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11778	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11779	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11783	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11788	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11789	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11791	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11792	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11794	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11795	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11796	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11798	bk10	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC14g11810	bk10	0	Auto	Auto	A1	NON
