gida1	a1up5k	a1upto10k	a1upto15k	a1upto20k	a1down5k	a1downto10k	a1downto15k	a1downto20k	gida2	a2up5k	a2upto10k	a2upto15k	a2upto20k	a2down5k	a2downto10k	a2downto15k	a2downto20k	upk5diff	upk10diff	upk15diff	upk20diff	downk5diff	downk10diff	downk15diff	downk20diff	part8	youngold	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE
MvSl-1064-A1-R4_MC09-2g09401	1	0	0	0	1	0	0	0	MvSl-1064-A2-R4_MC09g09675	2	0	0	0	2	0	0	0	-1	0	0	0	-1	0	0	0	Auto	Auto	1228544	1230112	1.084122574	-0.360763738	0.413265293	0.994856412	0.608055998	1.133559888	1.446838041	1.000770276	NON
MvSl-1064-A1-R4_MC09-2g09490	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC09g09764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1445829	1446014	2.830770582	-0.269191388	0.41393163	0.994856412	2.470375331	2.87972083	3.029608308	2.877931232	NON
MvSl-1064-A1-R4_MC09-2g09494	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC09g09768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1454574	1455351	3.868908517	-0.23983872	0.413243619	0.994856412	3.866082	3.611085396	3.789971004	4.152077424	NON
MvSl-1064-A1-R4_MC09-2g09547	1	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC09g09821	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1567848	1569339	5.623128032	-0.166645079	0.412128538	0.994856412	5.526340643	5.548319807	5.76323497	5.641642525	NON
MvSl-1064-A1-R4_MC12g10847	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC12g11110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	293696	295151	4.270378335	-0.219324606	0.411782813	0.994856412	4.05228433	4.253480569	4.455929291	4.288866143	NON
MvSl-1064-A1-R4_MC12g10910	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC12g11173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	435154	436517	4.71324553	0.254144999	0.413449255	0.994856412	4.45829212	5.13270079	4.894511039	4.181213714	NON
MvSl-1064-A1-R4_MC12g11034	0	0	0	0	0	0	2	0	MvSl-1064-A2-R4_MC12g11297	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	Auto	Auto	749302	751403	6.309872869	0.155266553	0.41304308	0.994856412	6.272982358	6.489670524	6.242408551	6.218223189	NON
MvSl-1064-A1-R4_MC12g11066	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC12g11329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	830131	830598	4.368468487	-0.214715584	0.410133768	0.994856412	4.357723299	4.149209845	4.464841502	4.476845415	NON
MvSl-1064-A1-R4_MC12g11213	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC12g11476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1178421	1181316	5.608070703	-0.17725064	0.412989607	0.994856412	5.372835045	5.64734091	5.821062047	5.553863293	NON
MvSl-1064-A1-R4_MC12g11255	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC12g11518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1294632	1299753	6.177704772	0.165346054	0.412704449	0.994856412	6.140876489	6.366294993	6.219772619	5.953806458	NON
MvSl-1064-A1-R4_MC13g11478	0	0	0	0	0	1	0	2	MvSl-1064-A2-R4_MC13g11739	0	0	0	0	0	4	0	3	0	0	0	0	0	-3	0	-1	Auto	Auto	480865	484675	6.792258465	0.193819722	0.41402677	0.994856412	6.600652214	7.123902022	6.941340129	6.391060401	NON
MvSl-1064-A1-R4_MC13g11494	1	1	1	1	0	0	0	0	MvSl-1064-A2-R4_MC13g11755	1	2	1	4	0	0	0	0	0	-1	0	-3	0	0	0	0	Auto	Auto	507491	509867	6.545196766	0.152962254	0.414060971	0.994856412	6.572080429	6.665705347	6.427026228	6.505629883	NON
MvSl-1064-A1-R4_MC04-1g05590	2	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC04-1g05866	4	0	0	0	0	0	0	0	-2	0	0	0	0	0	0	0	Auto	Auto	705735	706646	6.512931175	0.169339534	0.41430869	0.995184798	6.367457514	6.791606026	6.510453468	6.336256967	NON
MvSl-1064-A1-R4_MC02g03957	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC02g04235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1870304	1873890	3.581560845	0.243930912	0.414598776	0.995440752	3.633921605	3.76013	3.598093666	3.299324224	NON
MvSl-1064-A1-R4_MC06g07069	4	0	1	1	3	2	3	3	MvSl-1064-A2-R4_MC06-2g07334	4	0	2	1	3	2	2	3	0	0	-1	0	0	0	1	0	Auto	Auto	581098	588542	0.579993006	-0.407372185	0.414637394	0.995440752	0.271448488	0.460066454	0.188396511	1.155592611	NON
MvSl-1064-A1-R4_MC13g11376	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC13g11637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	210369	211775	5.709764528	-0.196521593	0.414812043	0.995593339	5.772220222	5.423203719	5.526956093	6.03684675	NON
MvSl-1064-A1-R4_A1g01368	0	1	0	0	0	0	1	2	MvSl-1064-A2-R4_A2g00774	1	1	0	2	0	2	2	2	-1	0	0	-2	0	-2	-1	0	Black	OldStrata	1158935	1161921	6.042363736	0.200653657	0.415080301	0.995970456	6.427170034	5.77949492	5.725416004	6.124770329	NON
MvSl-1064-A1-R4_MC04-1g05889	0	0	0	0	1	0	1	0	MvSl-1064-A2-R4_MC04-1g06165	0	0	0	0	2	0	2	0	0	0	0	0	-1	0	-1	0	Auto	Auto	1492031	1493019	6.883111635	0.14728404	0.415867979	0.996621687	6.945063117	6.964643971	6.806448996	6.808990957	NON
MvSl-1064-A1-R4_MC05-3g06690	0	0	0	0	0	3	0	0	MvSl-1064-A2-R4_MC05g06953	0	0	0	0	0	6	0	0	0	0	0	0	0	-3	0	0	Auto	Auto	550089	551456	8.461093882	-0.190338945	0.415827193	0.996621687	8.371724001	8.353789459	8.519319391	8.586055843	NON
MvSl-1064-A1-R4_MC10-2g09985	0	0	0	0	0	0	3	0	MvSl-1064-A2-R4_MC10g10249	0	0	0	0	0	0	5	0	0	0	0	0	0	0	-2	0	Auto	Auto	517526	520063	4.996518091	0.212766431	0.416018939	0.996621687	4.848102392	5.312432948	5.066355764	4.681871249	NON
MvSl-1064-A1-R4_MC12g10926	0	1	0	0	0	0	0	0	MvSl-1064-A2-R4_MC12g11189	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	474444	476627	2.54575707	0.269776198	0.415728696	0.996621687	2.601820333	2.743113265	2.332852805	2.480981246	NON
MvSl-1064-A1-R4_MC16g12184	0	0	1	0	1	1	2	1	MvSl-1064-A2-R4_MC16g12435	0	0	4	0	1	1	5	4	0	0	-3	0	0	0	-3	-3	Auto	Auto	28913	31989	2.883801204	0.295038822	0.415993839	0.996621687	3.364523833	2.579915051	2.538200779	2.904381334	NON
MvSl-1064-A1-R4_MC02g03896	0	1	0	0	0	0	0	0	MvSl-1064-A2-R4_MC02g04174	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1724939	1727607	4.215898765	0.240529505	0.416306107	0.997043114	4.005565761	4.596231901	4.216619818	3.955293599	NON
MvSl-1064-A1-R4_MC10-1g09674	0	0	0	0	0	1	0	0	MvSl-1064-A2-R4_MC10g09941	0	0	0	0	0	2	0	0	0	0	0	0	0	-1	0	0	Auto	Auto	137577	138855	2.541417078	-0.284481345	0.416566081	0.997399204	2.524398743	2.248371186	2.408710476	2.895618404	NON
MvSl-1064-A1-R4_A1g00026	1	1	0	0	1	0	0	0	MvSl-1064-A2-R4_A2g00026	2	1	0	0	2	0	0	0	-1	0	0	0	-1	0	0	0	bPAR	bPAR	46588	48824	5.606150391	-0.188249046	0.416916482	0.997594912	5.699235229	5.289975007	5.493958666	5.874638968	NON
MvSl-1064-A1-R4_MC02g04060	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC02g04338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	2126550	2127873	11.1860786	0.384533824	0.417075342	0.997594912	10.62652453	11.85188647	11.3754712	10.43646411	NON
MvSl-1064-A1-R4_MC06g07356	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC06-2g07621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1327473	1330065	3.458815684	-0.244078563	0.417188956	0.997594912	3.208262849	3.444849997	3.64589807	3.497658229	NON
MvSl-1064-A1-R4_MC07g08213	0	0	1	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08478	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1655019	1656302	4.120573863	-0.224462325	0.417204388	0.997594912	4.070556224	3.93434883	4.084080553	4.357479799	NON
MvSl-1064-A1-R4_MC08g08330	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC08-1g08595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	233060	234144	5.775197414	0.168939151	0.417009386	0.997594912	5.781955677	5.928688342	5.762030352	5.611189055	NON
MvSl-1064-A1-R4_MC02g03732	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC02g04010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1366939	1367660	1.619799319	-0.309557699	0.41760592	0.998183978	1.42611192	1.489433206	1.709324701	1.80620949	NON
MvSl-1064-A1-R4_MC11g10633	0	0	2	1	0	0	0	0	MvSl-1064-A2-R4_MC11g10897	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1183061	1186313	8.255968275	0.184367015	0.417673501	0.998183978	8.40742747	8.280214943	8.139852282	8.181653089	NON
MvSl-1064-A1-R4_MC01-1g02706	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC01g02988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1919373	1923347	5.316057923	-0.196388958	0.417904021	0.998468631	5.369149209	5.041538348	5.187955287	5.603137806	NON
MvSl-1064-A1-R4_MC04-1g05868	0	0	0	0	0	0	1	0	MvSl-1064-A2-R4_MC04-1g06144	0	0	0	0	0	0	3	0	0	0	0	0	0	0	-2	0	Auto	Auto	1399914	1401954	4.672564884	-0.2598355	0.418466637	0.999546374	4.070556224	4.888014321	5.095340605	4.416866496	NON
MvSl-1064-A1-R4_MC05-3g06665	1	0	0	0	3	0	0	0	MvSl-1064-A2-R4_MC05g06928	3	0	0	0	6	0	0	0	-2	0	0	0	-3	0	0	0	Auto	Auto	482581	484254	4.020477849	0.231455661	0.418733535	0.999917384	3.912403323	4.321492442	3.850162054	3.951070703	NON
MvSl-1064-A1-R4_A1g00002	0	0	0	0	1	0	0	0	MvSl-1064-A2-R4_A2g00002	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	1057	1350	4.584098797	-0.102099721	0.685516082	0.999948201	4.661810692	4.389965891	4.724348817	4.537249735	NON
MvSl-1064-A1-R4_A1g00004	1	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00004	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	2563	6967	6.320278483	-0.092779823	0.614001592	0.999948201	6.311901995	6.23333664	6.336050349	6.394951929	NON
MvSl-1064-A1-R4_A1g00005	0	1	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00005	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	7783	9967	5.905438828	-0.059052662	0.77352491	0.999948201	5.783341109	5.962216007	6.014554675	5.849902656	NON
MvSl-1064-A1-R4_A1g00006	0	1	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00006	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	10297	11118	7.421679542	0.008665656	0.966023887	0.999948201	7.320596016	7.524197024	7.474817527	7.357497101	NON
MvSl-1064-A1-R4_A1g00013	0	0	0	0	0	0	1	0	MvSl-1064-A2-R4_A2g00013	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	bPAR	bPAR	25010	25687	6.09085468	0.051667642	0.78695664	0.999948201	6.15485899	6.077065419	6.068172813	6.061540268	NON
MvSl-1064-A1-R4_A1g00019	0	0	0	0	1	0	1	0	MvSl-1064-A2-R4_A2g00019	0	0	0	0	1	0	2	0	0	0	0	0	0	0	-1	0	bPAR	bPAR	37426	37720	1.677677757	0.040103009	0.919173072	0.999948201	1.731871886	1.662584584	1.347537052	1.9142776	NON
MvSl-1064-A1-R4_A1g00020	0	0	0	0	1	0	1	0	MvSl-1064-A2-R4_A2g00020	0	0	0	0	1	0	2	0	0	0	0	0	0	0	-1	0	bPAR	bPAR	37961	39396	1.957371235	0.211522242	0.592886099	0.999948201	1.708726229	2.338668854	2.062366043	1.605893578	NON
MvSl-1064-A1-R4_A1g00025	1	0	0	0	1	0	0	0	MvSl-1064-A2-R4_A2g00025	1	0	0	0	2	0	0	0	0	0	0	0	-1	0	0	0	bPAR	bPAR	44670	45575	0.887554807	-0.216531107	0.65755833	0.999948201	1.179066455	0.227750757	0.629920812	1.268500362	NON
MvSl-1064-A1-R4_A1g00027	1	0	1	0	0	0	0	0	MvSl-1064-A2-R4_A2g00027	2	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	bPAR	bPAR	50171	55586	1.384046891	-0.137248592	0.731050431	0.999948201	1.244905567	1.380280122	1.295199996	1.584243002	NON
MvSl-1064-A1-R4_A1g00031	0	1	0	1	0	0	0	0	MvSl-1064-A2-R4_A2g00031	0	2	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	bPAR	bPAR	60777	61230	4.622912918	-0.118557463	0.656582609	0.999948201	4.472103455	4.647184696	4.398169637	4.916539082	NON
MvSl-1064-A1-R4_A1g00032	0	0	1	0	0	0	0	1	MvSl-1064-A2-R4_A2g00032	0	0	2	0	0	0	0	1	0	0	-1	0	0	0	0	0	bPAR	bPAR	61566	63177	9.327640317	0.061224961	0.821888963	0.999948201	9.337729711	9.377848029	9.337167194	9.255091105	NON
MvSl-1064-A1-R4_A1g00036	0	0	0	1	0	0	1	0	MvSl-1064-A2-R4_A2g00036	0	0	0	2	0	0	1	0	0	0	0	-1	0	0	0	0	bPAR	bPAR	68795	70180	5.320923772	0.003539164	0.986953745	0.999948201	5.308858008	5.336374245	5.33291971	5.305275117	NON
MvSl-1064-A1-R4_A1g00037	0	0	0	0	0	1	0	0	MvSl-1064-A2-R4_A2g00037	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	71408	72880	4.720820721	0.137665588	0.573698017	0.999948201	4.876939822	4.693550211	4.534223969	4.758782043	NON
MvSl-1064-A1-R4_A1g00040	0	0	0	0	1	0	0	0	MvSl-1064-A2-R4_A2g00040	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	79342	82258	1.198674417	-0.153791322	0.709335426	0.999948201	0.999986546	1.231089795	1.184460656	1.347736043	NON
MvSl-1064-A1-R4_A1g00046	1	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00046	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	89113	90244	3.89434913	0.172793869	0.538864669	0.999948201	4.061449204	3.890240353	3.868188261	3.742104036	NON
MvSl-1064-A1-R4_A1g00047	0	1	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00047	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	90443	91903	4.981719611	0.101429369	0.668060329	0.999948201	4.912827538	5.141089869	4.977811302	4.881463908	NON
MvSl-1064-A1-R4_A1g00048	0	1	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00048	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	92386	93655	4.799367223	0.007475776	0.974803203	0.999948201	4.818676766	4.787391284	4.794368529	4.796929568	NON
MvSl-1064-A1-R4_A1g00049	0	0	1	0	0	0	0	0	MvSl-1064-A2-R4_A2g00049	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	94248	95819	5.324951972	0.016508379	0.941278669	0.999948201	5.333655961	5.332716729	5.164441519	5.454440663	NON
MvSl-1064-A1-R4_A1g00052	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	106474	107890	1.15839987	-0.247026506	0.590804978	0.999948201	0.880794352	1.166807851	1.668760978	0.712255988	NON
MvSl-1064-A1-R4_A1g00053	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	108409	108819	6.558249881	0.092697131	0.632432658	0.999948201	6.499759321	6.700887876	6.607541516	6.408105154	NON
MvSl-1064-A1-R4_A1g00054	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	111120	112733	2.498074481	-0.264718172	0.461696469	0.999948201	2.215115973	2.490826715	2.886597767	2.293576606	NON
MvSl-1064-A1-R4_A1g00056	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	115614	117044	8.451532325	0.138967105	0.597168376	0.999948201	8.190931697	8.786654816	8.371155948	8.389615924	NON
MvSl-1064-A1-R4_A1g00057	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	118986	121284	4.599151819	-0.05446026	0.832310818	0.999948201	4.350264265	4.763138932	4.663715765	4.58708521	NON
MvSl-1064-A1-R4_A1g00058	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	121712	122035	0.756071255	0.34832257	0.434333538	0.999948201	0.704812036	1.099527591	0.542819706	0.630114729	NON
MvSl-1064-A1-R4_A1g00059	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	123729	124006	3.255706108	0.007312911	0.982807314	0.999948201	2.822717879	3.592853493	3.312346911	3.188896959	NON
MvSl-1064-A1-R4_A1g00060	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	124165	124371	2.836594052	0.159174438	0.693691074	0.999948201	3.288507923	2.409826362	2.266441258	3.122853716	NON
MvSl-1064-A1-R4_A1g00062	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	128311	129271	6.066758367	-0.149977226	0.441980334	0.999948201	5.983439024	5.996138733	6.222402656	6.051713522	NON
MvSl-1064-A1-R4_A1g00063	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	130054	132843	4.995442843	0.06189247	0.788575216	0.999948201	5.001208609	5.05047294	4.973654497	4.955005441	NON
MvSl-1064-A1-R4_A1g00064	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	133237	134512	8.213784841	-0.174267495	0.445274713	0.999948201	8.055014952	8.189854703	8.368585932	8.224270284	NON
MvSl-1064-A1-R4_A1g00066	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	137505	140273	7.989602321	0.031553091	0.894068358	0.999948201	7.913514982	8.091562078	8.182347113	7.729816039	NON
MvSl-1064-A1-R4_A1g00067	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	141157	141857	1.416142653	-0.223048957	0.607281989	0.999948201	1.42611192	1.166807851	1.03289541	1.879146726	NON
MvSl-1064-A1-R4_A1g00072	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	158422	160299	7.780758041	0.103692159	0.680496227	0.999948201	8.100739486	7.500757069	7.531766719	7.900763091	NON
MvSl-1064-A1-R4_A1g00076	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	171697	173594	7.084192973	-0.042978345	0.818819338	0.999948201	6.994945552	7.127072905	7.092271263	7.118600393	NON
MvSl-1064-A1-R4_A1g00077	0	0	0	0	0	0	0	1	MvSl-1064-A2-R4_A2g00077	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	bPAR	bPAR	173863	176567	6.563009625	0.049901232	0.798584115	0.999948201	6.493847779	6.675845351	6.655038964	6.410413914	NON
MvSl-1064-A1-R4_A1g00113	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Green	ColorStrata	244443	244638	7.922095176	0.078224931	0.726138769	0.999948201	8.126348505	7.773544154	7.858906274	7.905681247	NON
MvSl-1064-A1-R4_A1g00184	0	1	1	3	0	0	0	0	MvSl-1064-A2-R4_A2g01227	3	0	2	0	1	1	1	0	-3	1	-1	3	-1	-1	-1	0	Purple	OldStrata	2004135	2004905	6.19072417	-0.151662891	0.444013642	0.999948201	6.096983252	6.128599788	6.405586064	6.107798767	NON
MvSl-1064-A1-R4_A1g00186	0	0	1	1	0	0	1	1	MvSl-1064-A2-R4_A2g00444	0	2	1	1	2	1	0	1	0	-2	0	0	-2	-1	1	0	Purple	OldStrata	908654	911656	7.482473578	-0.052646742	0.793473556	0.999948201	7.46830675	7.443405623	7.601446734	7.409207409	NON
MvSl-1064-A1-R4_A1g00253	1	1	1	1	0	0	1	0	MvSl-1064-A2-R4_A2g01312	1	0	0	0	2	2	1	0	0	1	1	1	-2	-2	0	0	Black	OldStrata	2503758	2506154	4.577160213	0.032594039	0.897039489	0.999948201	4.581267115	4.605355331	4.391952949	4.712131458	NON
MvSl-1064-A1-R4_A1g00281	0	0	0	1	1	0	1	0	MvSl-1064-A2-R4_A2g00303	0	1	0	0	0	0	2	0	0	-1	0	1	1	0	-1	0	Black	OldStrata	679143	681507	6.396855074	-0.066060156	0.741435881	0.999948201	6.45872798	6.261503906	6.256163862	6.584081795	NON
MvSl-1064-A1-R4_A1g00311	0	0	0	0	0	2	0	1	MvSl-1064-A2-R4_A2g00915	4	2	2	0	0	4	0	0	-4	-2	-2	0	0	-2	0	1	Black	OldStrata	1409746	1410034	8.277751417	-0.024230897	0.918995412	0.999948201	8.381590845	8.139453289	8.14378861	8.422396495	NON
MvSl-1064-A1-R4_A1g00327	2	0	0	1	1	0	1	0	MvSl-1064-A2-R4_A2g00818	1	0	1	0	0	4	2	0	1	0	-1	1	1	-4	-1	0	Black	OldStrata	1174940	1175619	4.176388056	0.092837791	0.727472469	0.999948201	4.245600148	4.198272775	4.162866857	4.095808297	NON
MvSl-1064-A1-R4_A1g00368	0	0	2	1	0	0	0	0	MvSl-1064-A2-R4_A2g00125	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	-1	Red	ColorStrata	248916	251783	6.18786611	0.047592914	0.824764691	0.999948201	6.037849642	6.366294993	6.344123031	5.958021365	NON
MvSl-1064-A1-R4_A1g00369	0	0	2	1	0	0	0	0	MvSl-1064-A2-R4_A2g00126	0	0	0	0	0	0	0	2	0	0	2	1	0	0	0	-2	Red	ColorStrata	270179	271004	7.046222746	0.087999419	0.646928997	0.999948201	6.972650913	7.197640855	7.054394626	6.946858408	NON
MvSl-1064-A1-R4_A1g00370	0	0	2	0	0	0	0	0	MvSl-1064-A2-R4_A2g00127	0	0	0	0	0	0	1	1	0	0	2	0	0	0	-1	-1	Red	ColorStrata	272261	274501	6.977477507	0.0718255	0.69283126	0.999948201	6.984744834	7.040596039	6.923133081	6.959001325	NON
MvSl-1064-A1-R4_A1g00372	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00129	0	0	0	0	0	2	1	3	0	0	0	0	0	-2	-1	-3	Red	ColorStrata	330602	330868	7.415842495	-0.153104398	0.441117725	0.999948201	7.289733324	7.383237614	7.508250601	7.472080106	NON
MvSl-1064-A1-R4_A1g00374	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00131	0	0	0	0	2	1	0	3	0	0	0	0	-2	-1	0	-3	Red	ColorStrata	342659	343448	7.743628589	-0.126021999	0.573658796	0.999948201	7.874723044	7.453123925	7.738517405	7.868939497	NON
MvSl-1064-A1-R4_A1g00390	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00380	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	Red	ColorStrata	870248	870667	5.071406157	0.025571043	0.911152828	0.999948201	5.163218455	5.000633482	5.034782963	5.082093053	NON
MvSl-1064-A1-R4_A1g00391	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00379	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	Red	ColorStrata	868641	869275	6.979069336	-0.025828722	0.887666027	0.999948201	7.01513313	6.915365452	7.012967107	6.970521429	NON
MvSl-1064-A1-R4_A1g00394	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00376	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	Red	ColorStrata	856916	857392	6.285763414	0.026652172	0.907713881	0.999948201	6.010900827	6.538911455	6.460087078	6.056635261	NON
MvSl-1064-A1-R4_A1g00396	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00374	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	Red	ColorStrata	852461	853825	7.554243442	0.170068652	0.419509532	0.999948201	7.504457539	7.75794691	7.577336947	7.34708955	NON
MvSl-1064-A1-R4_A1g00397	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00373	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	Red	ColorStrata	849156	852184	9.154283322	0.122116537	0.67675139	0.999948201	8.946687377	9.439512469	9.255312399	8.907706929	NON
MvSl-1064-A1-R4_A1g00398	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00372	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	Red	ColorStrata	844814	848787	8.039268538	0.150711912	0.50157626	0.999948201	8.024585366	8.195655358	8.062456832	7.854033272	NON
MvSl-1064-A1-R4_A1g00399	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Red	ColorStrata	841678	844038	7.949370846	-0.035970461	0.89984588	0.999948201	7.579343407	8.213913151	8.273300127	7.578228401	NON
