gid	location	chr	start	end	log2FC	intron_nr	mean	sum	group
MvSl-1064-A1-R4_MC07g07992	MvSl-1064-A1-R4_MC07	Chr07	1145462	1147742	0.075585284	1	1073515	52	NONDE
MvSl-1064-A1-R4_MC07g07993	MvSl-1064-A1-R4_MC07	Chr07	1148539	1148866	0.175175845	7	1076070	70	NONDE
MvSl-1064-A1-R4_MC07g07994	MvSl-1064-A1-R4_MC07	Chr07	1149248	1149565	0.137702749	4	1085272	99.75	NONDE
MvSl-1064-A1-R4_MC07g07995	MvSl-1064-A1-R4_MC07	Chr07	1150453	1150659	0.060630819	5	1086864	93.4	NONDE
MvSl-1064-A1-R4_MC07g07996	MvSl-1064-A1-R4_MC07	Chr07	1150835	1151207	0.008428357	2	1088853	67	NONDE
MvSl-1064-A1-R4_MC07g07997	MvSl-1064-A1-R4_MC07	Chr07	1152210	1153373	0.185298584	8	1092569	69.25	NONDE
MvSl-1064-A1-R4_MC07g07998	MvSl-1064-A1-R4_MC07	Chr07	1153944	1160212	0.7483582	3	1093980	162	NONDE
MvSl-1064-A1-R4_MC07g07999	MvSl-1064-A1-R4_MC07	Chr07	1162597	1166758	0.938286254	1	1099374	111	NONDE
MvSl-1064-A1-R4_MC07g08000	MvSl-1064-A1-R4_MC07	Chr07	1168352	1174029	-0.066060581	2	1105886	58	NONDE
MvSl-1064-A1-R4_MC07g08001	MvSl-1064-A1-R4_MC07	Chr07	1174803	1175504	-0.017108309	9	1106885	87	NONDE
MvSl-1064-A1-R4_MC07g08002	MvSl-1064-A1-R4_MC07	Chr07	1176339	1183257	0.140505158	3	1110559	70.6667	NONDE
MvSl-1064-A1-R4_MC07g08003	MvSl-1064-A1-R4_MC07	Chr07	1183405	1186397	0.601937501	2	1112373	182	NONDE
MvSl-1064-A1-R4_MC07g08006	MvSl-1064-A1-R4_MC07	Chr07	1197038	1198532	0.096767617	4	1121477	127.5	NONDE
MvSl-1064-A1-R4_MC07g08007	MvSl-1064-A1-R4_MC07	Chr07	1198859	1200831	-0.109399133	3	1122321	100	NONDE
MvSl-1064-A1-R4_MC07g08008	MvSl-1064-A1-R4_MC07	Chr07	1201208	1201542	-0.248538602	3	1123702	117	NONDE
MvSl-1064-A1-R4_MC07g08010	MvSl-1064-A1-R4_MC07	Chr07	1203677	1204012	-0.051732973	5	1126190	71	NONDE
MvSl-1064-A1-R4_MC07g08011	MvSl-1064-A1-R4_MC07	Chr07	1204688	1208064	0.024472761	7	1126957	82.5714	NONDE
MvSl-1064-A1-R4_MC07g08012	MvSl-1064-A1-R4_MC07	Chr07	1208185	1209112	0.06637603	3	1130407	111.333	NONDE
MvSl-1064-A1-R4_MC07g08013	MvSl-1064-A1-R4_MC07	Chr07	1209166	1209714	-0.096638256	3	1131687	109	NONDE
MvSl-1064-A1-R4_MC07g08014	MvSl-1064-A1-R4_MC07	Chr07	1210155	1210819	-0.753380597	2	1135294	116	NONDE
MvSl-1064-A1-R4_MC07g08016	MvSl-1064-A1-R4_MC07	Chr07	1211899	1212795	-0.541980407	5	1139043	82.8	NONDE
MvSl-1064-A1-R4_MC07g08018	MvSl-1064-A1-R4_MC07	Chr07	1214060	1216150	-0.036247348	6	1144560	87.5	NONDE
MvSl-1064-A1-R4_MC07g08019	MvSl-1064-A1-R4_MC07	Chr07	1216538	1219451	-0.019120182	6	1145658	86.6667	NONDE
MvSl-1064-A1-R4_MC07g08020	MvSl-1064-A1-R4_MC07	Chr07	1220409	1221037	-0.336894364	1	1148631	112	NONDE
MvSl-1064-A1-R4_MC07g08023	MvSl-1064-A1-R4_MC07	Chr07	1223857	1228011	-0.971537104	1	1150997	91	NONDE
MvSl-1064-A1-R4_MC07g08024	MvSl-1064-A1-R4_MC07	Chr07	1228233	1229562	-0.051125817	5	1152625	85.8	NONDE
MvSl-1064-A1-R4_MC07g08025	MvSl-1064-A1-R4_MC07	Chr07	1229862	1232054	0.313134787	1	1156169	47	NONDE
MvSl-1064-A1-R4_MC07g08026	MvSl-1064-A1-R4_MC07	Chr07	1232142	1232833	-0.305310747	2	1164065	312.5	NONDE
MvSl-1064-A1-R4_MC07g08029	MvSl-1064-A1-R4_MC07	Chr07	1236595	1238728	0.219081393	2	1175454	121.5	NONDE
MvSl-1064-A1-R4_MC07g08030	MvSl-1064-A1-R4_MC07	Chr07	1239126	1243563	0.160277812	14	1176657	81.5	NONDE
MvSl-1064-A1-R4_MC07g08031	MvSl-1064-A1-R4_MC07	Chr07	1243912	1245762	-0.20884279	8	1185402	68.875	NONDE
MvSl-1064-A1-R4_MC07g08032	MvSl-1064-A1-R4_MC07	Chr07	1247747	1249206	0.292964015	5	1187488	74.2	NONDE
MvSl-1064-A1-R4_MC07g08033	MvSl-1064-A1-R4_MC07	Chr07	1249753	1250281	0.358350892	3	1194130	93.3333	NONDE
MvSl-1064-A1-R4_MC07g08034	MvSl-1064-A1-R4_MC07	Chr07	1250646	1252658	-0.023912907	4	1197259	116.5	NONDE
MvSl-1064-A1-R4_MC07g08035	MvSl-1064-A1-R4_MC07	Chr07	1255900	1256724	-0.118845729	7	1198984	105.286	NONDE
MvSl-1064-A1-R4_MC07g08036	MvSl-1064-A1-R4_MC07	Chr07	1257078	1258189	0.0301612	1	1201420	53	NONDE
MvSl-1064-A1-R4_MC07g08037	MvSl-1064-A1-R4_MC07	Chr07	1258474	1259518	-0.137336777	1	1203283	120	NONDE
MvSl-1064-A1-R4_MC07g08039	MvSl-1064-A1-R4_MC07	Chr07	1263660	1269282	0.114795441	10	1207905	80.6	NONDE
MvSl-1064-A1-R4_MC07g08040	MvSl-1064-A1-R4_MC07	Chr07	1269823	1272251	0.024505179	1	1209089	97	NONDE
MvSl-1064-A1-R4_MC07g08041	MvSl-1064-A1-R4_MC07	Chr07	1272613	1275015	0.00653551	1	1209441	129	NONDE
MvSl-1064-A1-R4_MC07g08042	MvSl-1064-A1-R4_MC07	Chr07	1275177	1275853	0.122398198	1	1210666	143	NONDE
MvSl-1064-A1-R4_MC07g08043	MvSl-1064-A1-R4_MC07	Chr07	1276184	1277188	0.0180505	2	1211414	86.5	NONDE
MvSl-1064-A1-R4_MC07g08044	MvSl-1064-A1-R4_MC07	Chr07	1278018	1279929	-0.151921202	2	1212109	70.5	NONDE
MvSl-1064-A1-R4_MC07g08046	MvSl-1064-A1-R4_MC07	Chr07	1281090	1282370	0.65904293	7	1214149	77.1429	NONDE
MvSl-1064-A1-R4_MC07g08047	MvSl-1064-A1-R4_MC07	Chr07	1282959	1284988	0.058650798	3	1218084	67.3333	NONDE
MvSl-1064-A1-R4_MC07g08048	MvSl-1064-A1-R4_MC07	Chr07	1285657	1291930	0.162320083	3	1220612	94.6667	NONDE
MvSl-1064-A1-R4_MC07g08049	MvSl-1064-A1-R4_MC07	Chr07	1292563	1293140	0.281310484	6	1222599	94.6667	NONDE
MvSl-1064-A1-R4_MC07g08052	MvSl-1064-A1-R4_MC07	Chr07	1300787	1302803	-0.108797906	2	1226540	85.5	NONDE
MvSl-1064-A1-R4_MC07g08053	MvSl-1064-A1-R4_MC07	Chr07	1303184	1305748	0.160445577	6	1228427	88.1667	NONDE
MvSl-1064-A1-R4_MC07g08054	MvSl-1064-A1-R4_MC07	Chr07	1305828	1307606	-0.218454341	4	1230057	75.75	NONDE
MvSl-1064-A1-R4_MC07g08055	MvSl-1064-A1-R4_MC07	Chr07	1307941	1311138	0.296266534	1	1232639	95	NONDE
MvSl-1064-A1-R4_MC07g08056	MvSl-1064-A1-R4_MC07	Chr07	1311203	1311672	-0.002003489	6	1233373	76.1667	NONDE
MvSl-1064-A1-R4_MC07g08058	MvSl-1064-A1-R4_MC07	Chr07	1314659	1315224	-0.041582757	10	1243436	79	NONDE
MvSl-1064-A1-R4_MC07g08059	MvSl-1064-A1-R4_MC07	Chr07	1315876	1316662	0.288336238	5	1245310	181.8	NONDE
MvSl-1064-A1-R4_MC07g08060	MvSl-1064-A1-R4_MC07	Chr07	1316826	1318943	-0.054149586	6	1249083	112.333	NONDE
MvSl-1064-A1-R4_MC07g08061	MvSl-1064-A1-R4_MC07	Chr07	1319375	1320742	0.217314785	2	1249930	119	NONDE
MvSl-1064-A1-R4_MC07g08062	MvSl-1064-A1-R4_MC07	Chr07	1321145	1322159	-0.289088757	7	1252258	87.4286	NONDE
MvSl-1064-A1-R4_MC07g08064	MvSl-1064-A1-R4_MC07	Chr07	1324644	1325417	-0.033419203	4	1258000	128.75	NONDE
MvSl-1064-A1-R4_MC07g08065	MvSl-1064-A1-R4_MC07	Chr07	1325845	1327094	-0.383527882	1	1258917	64	NONDE
MvSl-1064-A1-R4_MC07g08066	MvSl-1064-A1-R4_MC07	Chr07	1327687	1330788	-0.206978813	5	1262738	69	NONDE
MvSl-1064-A1-R4_MC07g08067	MvSl-1064-A1-R4_MC07	Chr07	1334776	1336940	0.094763974	9	1269040	86.1111	NONDE
MvSl-1064-A1-R4_MC07g08068	MvSl-1064-A1-R4_MC07	Chr07	1337562	1339039	-0.136647983	4	1270014	57.5	NONDE
MvSl-1064-A1-R4_MC07g08069	MvSl-1064-A1-R4_MC07	Chr07	1339637	1341557	-0.003075022	4	1273023	63	NONDE
MvSl-1064-A1-R4_MC07g08070	MvSl-1064-A1-R4_MC07	Chr07	1345952	1347356	0.228325461	1	1275293	74	NONDE
MvSl-1064-A1-R4_MC07g08071	MvSl-1064-A1-R4_MC07	Chr07	1347944	1350682	0.290815561	1	1276284	81	NONDE
MvSl-1064-A1-R4_MC07g08072	MvSl-1064-A1-R4_MC07	Chr07	1351172	1352811	0.220186603	2	1279030	66.5	NONDE
MvSl-1064-A1-R4_MC07g08074	MvSl-1064-A1-R4_MC07	Chr07	1356317	1358239	0.327988962	1	1281276	42	NONDE
MvSl-1064-A1-R4_MC07g08075	MvSl-1064-A1-R4_MC07	Chr07	1358922	1360691	-0.112950698	4	1283979	74.75	NONDE
MvSl-1064-A1-R4_MC07g08076	MvSl-1064-A1-R4_MC07	Chr07	1361168	1363394	0.278499362	4	1287909	115	NONDE
MvSl-1064-A1-R4_MC07g08079	MvSl-1064-A1-R4_MC07	Chr07	1365971	1366204	-0.586572984	3	1298522	125.667	NONDE
MvSl-1064-A1-R4_MC07g08080	MvSl-1064-A1-R4_MC07	Chr07	1367488	1367964	0.203742475	7	1301178	100.857	NONDE
MvSl-1064-A1-R4_MC07g08081	MvSl-1064-A1-R4_MC07	Chr07	1368585	1370302	0.025109178	4	1304161	78	NONDE
MvSl-1064-A1-R4_MC07g08082	MvSl-1064-A1-R4_MC07	Chr07	1370639	1371031	-0.088374097	4	1307455	59.25	NONDE
MvSl-1064-A1-R4_MC07g08083	MvSl-1064-A1-R4_MC07	Chr07	1371671	1374738	-0.143702743	10	1308613	72.9	NONDE
MvSl-1064-A1-R4_MC07g08084	MvSl-1064-A1-R4_MC07	Chr07	1374968	1378036	-0.035853603	2	1311295	85	NONDE
MvSl-1064-A1-R4_MC07g08085	MvSl-1064-A1-R4_MC07	Chr07	1378157	1379003	0.346662185	7	1312628	115.429	NONDE
MvSl-1064-A1-R4_MC07g08086	MvSl-1064-A1-R4_MC07	Chr07	1381205	1383317	0.076894373	2	1315029	112	NONDE
MvSl-1064-A1-R4_MC07g08087	MvSl-1064-A1-R4_MC07	Chr07	1383631	1387316	0.153217308	2	1316383	75.5	NONDE
MvSl-1064-A1-R4_MC07g08088	MvSl-1064-A1-R4_MC07	Chr07	1388227	1391863	0.325633027	6	1318435	81.5	NONDE
MvSl-1064-A1-R4_MC07g08089	MvSl-1064-A1-R4_MC07	Chr07	1392126	1392726	0.254306433	3	1320485	101	NONDE
MvSl-1064-A1-R4_MC07g08090	MvSl-1064-A1-R4_MC07	Chr07	1393248	1394904	0.399707941	3	1321876	84.3333	NONDE
MvSl-1064-A1-R4_MC07g08091	MvSl-1064-A1-R4_MC07	Chr07	1396415	1399405	-0.340111021	4	1323351	115.5	NONDE
MvSl-1064-A1-R4_MC07g08092	MvSl-1064-A1-R4_MC07	Chr07	1399790	1401487	0.023559458	4	1325249	82.5	NONDE
MvSl-1064-A1-R4_MC07g08093	MvSl-1064-A1-R4_MC07	Chr07	1401890	1402952	0.290487273	3	1326427	204.667	NONDE
MvSl-1064-A1-R4_MC07g08094	MvSl-1064-A1-R4_MC07	Chr07	1403313	1405057	-0.137365661	3	1328087	129	NONDE
MvSl-1064-A1-R4_MC07g08095	MvSl-1064-A1-R4_MC07	Chr07	1405650	1407517	0.141981367	1	1336261	191	NONDE
MvSl-1064-A1-R4_MC07g08096	MvSl-1064-A1-R4_MC07	Chr07	1407963	1409880	0.116187533	5	1337879	86.2	NONDE
MvSl-1064-A1-R4_MC07g08098	MvSl-1064-A1-R4_MC07	Chr07	1413122	1415224	-0.121791574	3	1347240	73.3333	NONDE
MvSl-1064-A1-R4_MC07g08099	MvSl-1064-A1-R4_MC07	Chr07	1415456	1417131	-0.155688484	2	1349490	75	NONDE
MvSl-1064-A1-R4_MC07g08100	MvSl-1064-A1-R4_MC07	Chr07	1417431	1421256	-0.07544672	5	1352445	78.4	NONDE
MvSl-1064-A1-R4_MC07g08101	MvSl-1064-A1-R4_MC07	Chr07	1421649	1422755	-0.46658818	1	1353873	120	NONDE
MvSl-1064-A1-R4_MC07g08102	MvSl-1064-A1-R4_MC07	Chr07	1423486	1425381	0.224576109	4	1357966	122.25	NONDE
MvSl-1064-A1-R4_MC07g08103	MvSl-1064-A1-R4_MC07	Chr07	1426255	1428999	0.260542931	3	1360393	106	NONDE
MvSl-1064-A1-R4_MC07g08108	MvSl-1064-A1-R4_MC07	Chr07	1443342	1444991	-0.084960412	1	1369741	98	NONDE
MvSl-1064-A1-R4_MC07g08110	MvSl-1064-A1-R4_MC07	Chr07	1448671	1449661	0.050127703	4	1371820	76.25	NONDE
MvSl-1064-A1-R4_MC07g08111	MvSl-1064-A1-R4_MC07	Chr07	1451253	1451947	-0.062209697	6	1376302	66.5	NONDE
MvSl-1064-A1-R4_MC07g08112	MvSl-1064-A1-R4_MC07	Chr07	1452871	1453830	-0.250384779	2	1378889	99.5	NONDE
MvSl-1064-A1-R4_MC07g08113	MvSl-1064-A1-R4_MC07	Chr07	1454748	1456302	-0.586782392	3	1381942	78.3333	NONDE
MvSl-1064-A1-R4_MC07g08114	MvSl-1064-A1-R4_MC07	Chr07	1456965	1457117	0.155147586	3	1387210	76.6667	NONDE
MvSl-1064-A1-R4_MC07g08115	MvSl-1064-A1-R4_MC07	Chr07	1457200	1457670	0.132140378	6	1388319	89.6667	NONDE
MvSl-1064-A1-R4_MC07g08116	MvSl-1064-A1-R4_MC07	Chr07	1457721	1458150	-0.03457134	3	1392203	109.333	NONDE
MvSl-1064-A1-R4_MC07g08117	MvSl-1064-A1-R4_MC07	Chr07	1458835	1460737	-0.24434338	3	1393534	93.3333	NONDE
MvSl-1064-A1-R4_MC07g08118	MvSl-1064-A1-R4_MC07	Chr07	1461165	1462061	0.385489474	5	1397006	123	NONDE
MvSl-1064-A1-R4_MC07g08119	MvSl-1064-A1-R4_MC07	Chr07	1462686	1464410	0.027006386	6	1400118	106	NONDE
MvSl-1064-A1-R4_MC07g08120	MvSl-1064-A1-R4_MC07	Chr07	1464893	1465111	0.052448372	4	1402844	142	NONDE
MvSl-1064-A1-R4_MC07g08121	MvSl-1064-A1-R4_MC07	Chr07	1467159	1472155	-0.399659688	8	1403502	80.875	NONDE
MvSl-1064-A1-R4_MC07g08122	MvSl-1064-A1-R4_MC07	Chr07	1472643	1473776	0.084120841	5	1405983	124	NONDE
MvSl-1064-A1-R4_MC07g08123	MvSl-1064-A1-R4_MC07	Chr07	1474257	1474550	0.02137606	1	1409450	79	NONDE
MvSl-1064-A1-R4_MC07g08124	MvSl-1064-A1-R4_MC07	Chr07	1474648	1475036	-0.091169734	5	1410345	149.6	NONDE
MvSl-1064-A1-R4_MC07g08125	MvSl-1064-A1-R4_MC07	Chr07	1475865	1477975	0.183146334	5	1414880	85.2	NONDE
MvSl-1064-A1-R4_MC07g08126	MvSl-1064-A1-R4_MC07	Chr07	1478593	1479565	-0.003953349	2	1416721	70	NONDE
MvSl-1064-A1-R4_MC07g08127	MvSl-1064-A1-R4_MC07	Chr07	1480034	1481941	0.302968283	14	1418018	82.5714	NONDE
MvSl-1064-A1-R4_MC07g08128	MvSl-1064-A1-R4_MC07	Chr07	1482723	1484393	0.23086792	2	1422579	87	NONDE
MvSl-1064-A1-R4_MC07g08129	MvSl-1064-A1-R4_MC07	Chr07	1484639	1486372	-0.035576661	6	1424845	136.5	NONDE
MvSl-1064-A1-R4_MC07g08130	MvSl-1064-A1-R4_MC07	Chr07	1486671	1488619	-0.094610871	4	1427756	74.25	NONDE
MvSl-1064-A1-R4_MC07g08131	MvSl-1064-A1-R4_MC07	Chr07	1488827	1490792	0.005177557	4	1430575	73	NONDE
MvSl-1064-A1-R4_MC07g08134	MvSl-1064-A1-R4_MC07	Chr07	1492015	1493693	-0.028823667	12	1436305	83.75	NONDE
MvSl-1064-A1-R4_MC07g08135	MvSl-1064-A1-R4_MC07	Chr07	1494391	1497279	-0.254498573	6	1442020	78.1667	NONDE
MvSl-1064-A1-R4_MC07g08137	MvSl-1064-A1-R4_MC07	Chr07	1500857	1502316	0.30245108	5	1444245	72.6	NONDE
MvSl-1064-A1-R4_MC07g08140	MvSl-1064-A1-R4_MC07	Chr07	1507771	1509803	-0.353920561	2	1451774	107.5	NONDE
MvSl-1064-A1-R4_MC07g08141	MvSl-1064-A1-R4_MC07	Chr07	1510380	1514431	0.020188801	4	1453601	112.5	NONDE
MvSl-1064-A1-R4_MC07g08142	MvSl-1064-A1-R4_MC07	Chr07	1515150	1515688	0.195105267	5	1456202	80	NONDE
MvSl-1064-A1-R4_MC07g08144	MvSl-1064-A1-R4_MC07	Chr07	1517586	1520561	-0.270336879	1	1457415	249	NONDE
MvSl-1064-A1-R4_MC07g08145	MvSl-1064-A1-R4_MC07	Chr07	1522850	1524098	-0.20383959	1	1458039	151	NONDE
MvSl-1064-A1-R4_MC07g08146	MvSl-1064-A1-R4_MC07	Chr07	1525068	1525988	-0.174545056	4	1460258	106	NONDE
MvSl-1064-A1-R4_MC07g08147	MvSl-1064-A1-R4_MC07	Chr07	1527871	1530927	-0.003503309	5	1461818	122.4	NONDE
MvSl-1064-A1-R4_MC07g08150	MvSl-1064-A1-R4_MC07	Chr07	1536799	1538783	-0.19484646	3	1471168	62.6667	NONDE
MvSl-1064-A1-R4_MC07g08151	MvSl-1064-A1-R4_MC07	Chr07	1539517	1541135	0.336728998	3	1473322	129	NONDE
MvSl-1064-A1-R4_MC07g08153	MvSl-1064-A1-R4_MC07	Chr07	1543368	1544057	1.121923858	1	1474779	41	NONDE
MvSl-1064-A1-R4_MC07g08154	MvSl-1064-A1-R4_MC07	Chr07	1544654	1545215	0.117087455	3	1477473	66.6667	NONDE
MvSl-1064-A1-R4_MC07g08155	MvSl-1064-A1-R4_MC07	Chr07	1545699	1546190	0.061984836	1	1479006	103	NONDE
MvSl-1064-A1-R4_MC07g08156	MvSl-1064-A1-R4_MC07	Chr07	1546400	1547547	0.150382974	4	1481408	151.5	NONDE
MvSl-1064-A1-R4_MC07g08157	MvSl-1064-A1-R4_MC07	Chr07	1548170	1548808	0.114517798	4	1482959	98.25	NONDE
MvSl-1064-A1-R4_MC07g08158	MvSl-1064-A1-R4_MC07	Chr07	1548928	1549206	0.088629536	4	1486120	105	NONDE
MvSl-1064-A1-R4_MC07g08159	MvSl-1064-A1-R4_MC07	Chr07	1550076	1551727	-0.228626115	7	1486878	107	NONDE
MvSl-1064-A1-R4_MC07g08160	MvSl-1064-A1-R4_MC07	Chr07	1552754	1553816	-0.039134627	5	1490639	83	NONDE
MvSl-1064-A1-R4_MC07g08161	MvSl-1064-A1-R4_MC07	Chr07	1555300	1555873	0.418248164	5	1492242	82	NONDE
MvSl-1064-A1-R4_MC07g08162	MvSl-1064-A1-R4_MC07	Chr07	1556097	1557967	-0.044964278	3	1494471	119	NONDE
MvSl-1064-A1-R4_MC07g08163	MvSl-1064-A1-R4_MC07	Chr07	1559326	1561110	-0.215042561	5	1500575	104.6	NONDE
MvSl-1064-A1-R4_MC07g08164	MvSl-1064-A1-R4_MC07	Chr07	1563276	1564739	-0.16418767	1	1501274	68	NONDE
MvSl-1064-A1-R4_MC07g08165	MvSl-1064-A1-R4_MC07	Chr07	1564998	1568167	0.165099317	3	1503848	113.333	NONDE
MvSl-1064-A1-R4_MC07g08166	MvSl-1064-A1-R4_MC07	Chr07	1568259	1571553	0.123122764	5	1506671	80	NONDE
MvSl-1064-A1-R4_MC07g08167	MvSl-1064-A1-R4_MC07	Chr07	1571673	1574562	-0.472802018	9	1507943	73.8889	NONDE
MvSl-1064-A1-R4_MC07g08168	MvSl-1064-A1-R4_MC07	Chr07	1574946	1576877	0.086528817	2	1511245	82	NONDE
MvSl-1064-A1-R4_MC07g08169	MvSl-1064-A1-R4_MC07	Chr07	1577466	1578410	0.132409827	2	1515414	70	NONDE
MvSl-1064-A1-R4_MC07g08170	MvSl-1064-A1-R4_MC07	Chr07	1580468	1583068	0.087396367	2	1516661	100	NONDE
MvSl-1064-A1-R4_MC07g08171	MvSl-1064-A1-R4_MC07	Chr07	1583861	1584532	0.0655646	1	1517675	78	NONDE
MvSl-1064-A1-R4_MC07g08174	MvSl-1064-A1-R4_MC07	Chr07	1584659	1586092	0.103532877	5	1523761	87.8	NONDE
MvSl-1064-A1-R4_MC07g08175	MvSl-1064-A1-R4_MC07	Chr07	1586753	1591747	-0.546723198	3	1525884	83	NONDE
MvSl-1064-A1-R4_MC07g08176	MvSl-1064-A1-R4_MC07	Chr07	1591859	1592731	-0.041093975	6	1528068	78	NONDE
MvSl-1064-A1-R4_MC07g08178	MvSl-1064-A1-R4_MC07	Chr07	1595200	1600441	-0.000110202	8	1535845	117.25	NONDE
MvSl-1064-A1-R4_MC07g08179	MvSl-1064-A1-R4_MC07	Chr07	1601310	1603640	-0.031392575	7	1537023	77.8571	NONDE
MvSl-1064-A1-R4_MC07g08181	MvSl-1064-A1-R4_MC07	Chr07	1606084	1607130	0.21345536	3	1542289	73.6667	NONDE
MvSl-1064-A1-R4_MC07g08182	MvSl-1064-A1-R4_MC07	Chr07	1607633	1608491	0.083647727	2	1543836	121.5	NONDE
MvSl-1064-A1-R4_MC07g08183	MvSl-1064-A1-R4_MC07	Chr07	1608542	1612486	-0.042874855	1	1544863	175	NONDE
MvSl-1064-A1-R4_MC07g08185	MvSl-1064-A1-R4_MC07	Chr07	1619703	1620907	0.325019072	4	1547468	60.5	NONDE
MvSl-1064-A1-R4_MC07g08186	MvSl-1064-A1-R4_MC07	Chr07	1621522	1624152	0.077276387	2	1548377	177	NONDE
MvSl-1064-A1-R4_MC07g08188	MvSl-1064-A1-R4_MC07	Chr07	1626850	1628156	-0.63500737	3	1551074	77.6667	NONDE
MvSl-1064-A1-R4_MC07g08189	MvSl-1064-A1-R4_MC07	Chr07	1628315	1629023	-0.130595466	3	1552974	147.333	NONDE
MvSl-1064-A1-R4_MC07g08190	MvSl-1064-A1-R4_MC07	Chr07	1629516	1631534	0.528578973	1	1555610	103	NONDE
MvSl-1064-A1-R4_MC07g08191	MvSl-1064-A1-R4_MC07	Chr07	1631741	1631986	-0.41661981	9	1557746	94.2222	NONDE
MvSl-1064-A1-R4_MC07g08192	MvSl-1064-A1-R4_MC07	Chr07	1632418	1632760	-0.37962072	9	1560726	94.6667	NONDE
MvSl-1064-A1-R4_MC07g08193	MvSl-1064-A1-R4_MC07	Chr07	1634090	1635723	-0.161517768	7	1564475	79.7143	NONDE
MvSl-1064-A1-R4_MC07g08194	MvSl-1064-A1-R4_MC07	Chr07	1635808	1636121	0.022466258	9	1565184	71.8889	NONDE
MvSl-1064-A1-R4_MC07g08195	MvSl-1064-A1-R4_MC07	Chr07	1637287	1641234	-0.264343669	13	1568422	81.5385	NONDE
MvSl-1064-A1-R4_MC07g08196	MvSl-1064-A1-R4_MC07	Chr07	1641582	1642628	-0.142512018	6	1574389	81.6667	NONDE
MvSl-1064-A1-R4_MC07g08197	MvSl-1064-A1-R4_MC07	Chr07	1643358	1646085	-0.023777328	3	1575774	70	NONDE
MvSl-1064-A1-R4_MC07g08199	MvSl-1064-A1-R4_MC07	Chr07	1648882	1649178	0.517190613	8	1582952	94.875	NONDE
MvSl-1064-A1-R4_MC07g08201	MvSl-1064-A1-R4_MC07	Chr07	1652457	1654470	-0.105380418	4	1584897	81.75	NONDE
MvSl-1064-A1-R4_MC07g08202	MvSl-1064-A1-R4_MC07	Chr07	1655019	1656302	-0.135124094	3	1590603	78	NONDE
MvSl-1064-A1-R4_MC07g08204	MvSl-1064-A1-R4_MC07	Chr07	1665091	1665321	0.08871183	2	1593434	125.5	NONDE
MvSl-1064-A1-R4_MC07g08205	MvSl-1064-A1-R4_MC07	Chr07	1666269	1671198	-0.009821682	5	1596838	74	NONDE
MvSl-1064-A1-R4_MC07g08206	MvSl-1064-A1-R4_MC07	Chr07	1671516	1673472	-0.018512725	6	1601863	118	NONDE
MvSl-1064-A1-R4_MC07g08208	MvSl-1064-A1-R4_MC07	Chr07	1676693	1679325	0.036964637	3	1606447	125	NONDE
MvSl-1064-A1-R4_MC07g08209	MvSl-1064-A1-R4_MC07	Chr07	1679903	1680320	0.004799353	2	1607860	63.5	NONDE
MvSl-1064-A1-R4_MC07g08210	MvSl-1064-A1-R4_MC07	Chr07	1680389	1680937	-0.00061126	8	1611299	78.375	NONDE
MvSl-1064-A1-R4_MC07g08211	MvSl-1064-A1-R4_MC07	Chr07	1681218	1684130	0.348129692	5	1615862	91.2	NONDE
MvSl-1064-A1-R4_MC07g08212	MvSl-1064-A1-R4_MC07	Chr07	1684388	1687474	-0.700787783	3	1620359	67.6667	NONDE
MvSl-1064-A1-R4_MC07g08213	MvSl-1064-A1-R4_MC07	Chr07	1687994	1691309	-0.224469969	3	1623963	73	NONDE
MvSl-1064-A1-R4_MC07g08214	MvSl-1064-A1-R4_MC07	Chr07	1691898	1695699	0.294462663	2	1625000	78.5	NONDE
MvSl-1064-A1-R4_MC07g08215	MvSl-1064-A1-R4_MC07	Chr07	1696533	1696814	-0.210594218	3	1627661	118.667	NONDE
MvSl-1064-A1-R4_MC07g08216	MvSl-1064-A1-R4_MC07	Chr07	1698497	1699344	0.151142318	3	1628929	119.333	NONDE
MvSl-1064-A1-R4_MC07g08217	MvSl-1064-A1-R4_MC07	Chr07	1700283	1701941	-0.126775147	4	1631165	115.5	NONDE
MvSl-1064-A1-R4_MC07g08219	MvSl-1064-A1-R4_MC07	Chr07	1705852	1707676	-0.139822575	1	1632561	73	NONDE
MvSl-1064-A1-R4_MC07g08220	MvSl-1064-A1-R4_MC07	Chr07	1709349	1710155	0.186952503	2	1635463	127	NONDE
MvSl-1064-A1-R4_MC07g08222	MvSl-1064-A1-R4_MC07	Chr07	1714866	1717550	0.043058321	2	1637673	106.5	NONDE
MvSl-1064-A1-R4_MC07g08223	MvSl-1064-A1-R4_MC07	Chr07	1717635	1718075	0.306890376	4	1641770	157.5	NONDE
MvSl-1064-A1-R4_MC07g08224	MvSl-1064-A1-R4_MC07	Chr07	1718608	1718925	-0.023134575	6	1643568	104.167	NONDE
MvSl-1064-A1-R4_MC07g08225	MvSl-1064-A1-R4_MC07	Chr07	1720483	1724488	-0.112636027	2	1648270	88.5	NONDE
MvSl-1064-A1-R4_MC07g08228	MvSl-1064-A1-R4_MC08	Chr08	6562	7216	0.247677026	3	1653454	67.3333	NONDE
MvSl-1064-A1-R4_MC07g08229	MvSl-1064-A1-R4_MC08	Chr08	7509	8445	-0.048628469	4	1655237	105.75	NONDE
