gene	location	chr	start	end	log2FC	intron_nr	mean	sum
MvSl-1064-A1-R4_MC07g07702	MvSl-1064-A1-R4_MC07	Chr07	419378	420260	-0.795811779816883	1	359108	40
MvSl-1064-A1-R4_MC07g07704	MvSl-1064-A1-R4_MC07	Chr07	425374	428129	0.601270308069162	4	362968	78.75
MvSl-1064-A1-R4_MC07g07705	MvSl-1064-A1-R4_MC07	Chr07	428611	430161	0.140549913915046	4	364074	81.5
MvSl-1064-A1-R4_MC07g07706	MvSl-1064-A1-R4_MC07	Chr07	430583	430768	0.466067058924466	6	367189	93.6667
MvSl-1064-A1-R4_MC07g07707	MvSl-1064-A1-R4_MC07	Chr07	431794	433436	-0.0158790197386143	2	371026	79.5
MvSl-1064-A1-R4_MC07g07708	MvSl-1064-A1-R4_MC07	Chr07	433670	437356	0.121063919815828	10	372042	79.3
MvSl-1064-A1-R4_MC07g07709	MvSl-1064-A1-R4_MC07	Chr07	437663	438559	0.126345796700391	2	375698	83
MvSl-1064-A1-R4_MC07g07710	MvSl-1064-A1-R4_MC07	Chr07	438823	439412	0.193487120126837	7	376557	85.7143
MvSl-1064-A1-R4_MC07g07711	MvSl-1064-A1-R4_MC07	Chr07	441569	443586	0.219065500810189	10	382130	77.4
MvSl-1064-A1-R4_MC07g07714	MvSl-1064-A1-R4_MC07	Chr07	449079	455419	-0.070718261511213	6	390086	83.6667
MvSl-1064-A1-R4_MC07g07715	MvSl-1064-A1-R4_MC07	Chr07	456983	464301	0.559038025326568	4	390676	91.5
MvSl-1064-A1-R4_MC07g07716	MvSl-1064-A1-R4_MC07	Chr07	465107	467131	-0.1147782184202	1	393586	130
MvSl-1064-A1-R4_MC07g07717	MvSl-1064-A1-R4_MC07	Chr07	467363	469088	0.402821694513158	2	396052	75.5
MvSl-1064-A1-R4_MC07g07718	MvSl-1064-A1-R4_MC07	Chr07	470065	471691	0.347476710871983	3	397745	74.3333
MvSl-1064-A1-R4_MC07g07719	MvSl-1064-A1-R4_MC07	Chr07	472794	473199	-0.454310123842051	4	399785	139
MvSl-1064-A1-R4_MC07g07720	MvSl-1064-A1-R4_MC07	Chr07	473571	473732	0.0596858377338982	4	402830	89.75
MvSl-1064-A1-R4_MC07g07721	MvSl-1064-A1-R4_MC07	Chr07	473896	474123	0.093628376507216	4	403692	109.5
MvSl-1064-A1-R4_MC07g07722	MvSl-1064-A1-R4_MC07	Chr07	474617	475717	-0.486598799862252	2	405679	64
MvSl-1064-A1-R4_MC07g07723	MvSl-1064-A1-R4_MC07	Chr07	475886	476174	-0.169127977449718	6	407949	77.1667
MvSl-1064-A1-R4_MC07g07724	MvSl-1064-A1-R4_MC07	Chr07	477430	477760	0.274008688122563	5	409634	139
MvSl-1064-A1-R4_MC07g07725	MvSl-1064-A1-R4_MC07	Chr07	478539	478997	0.19461417667058	8	412742	112.5
MvSl-1064-A1-R4_MC07g07727	MvSl-1064-A1-R4_MC07	Chr07	480040	481605	-0.0562203627835769	2	417992	82
MvSl-1064-A1-R4_MC07g07729	MvSl-1064-A1-R4_MC07	Chr07	486999	489721	-0.0698469567672713	2	419572	81.5
MvSl-1064-A1-R4_MC07g07730	MvSl-1064-A1-R4_MC07	Chr07	489971	492263	0.0690918912252926	4	420638	112.25
MvSl-1064-A1-R4_MC07g07731	MvSl-1064-A1-R4_MC07	Chr07	493370	497968	0.238446067252333	7	425743	106.571
MvSl-1064-A1-R4_MC07g07732	MvSl-1064-A1-R4_MC07	Chr07	498542	499897	-0.132727029520219	4	429692	108.75
MvSl-1064-A1-R4_MC07g07734	MvSl-1064-A1-R4_MC07	Chr07	503635	506122	-0.379557493565812	4	432079	86.75
MvSl-1064-A1-R4_MC07g07735	MvSl-1064-A1-R4_MC07	Chr07	506488	507429	0.0296805675808854	6	436714	168
MvSl-1064-A1-R4_MC07g07736	MvSl-1064-A1-R4_MC07	Chr07	507843	509677	-0.0859614543608162	2	438399	129
MvSl-1064-A1-R4_MC07g07737	MvSl-1064-A1-R4_MC07	Chr07	509947	510594	0.0442888041764324	2	439083	106
MvSl-1064-A1-R4_MC07g07738	MvSl-1064-A1-R4_MC07	Chr07	510881	512528	-0.113085799448416	4	442494	80
MvSl-1064-A1-R4_MC07g07741	MvSl-1064-A1-R4_MC07	Chr07	515328	517276	0.104629267426109	9	453704	73.8889
MvSl-1064-A1-R4_MC07g07742	MvSl-1064-A1-R4_MC07	Chr07	517432	520510	0.18158360107567	9	461951	73.8889
MvSl-1064-A1-R4_MC07g07743	MvSl-1064-A1-R4_MC07	Chr07	520989	523371	0.376868301509119	6	465633	120
MvSl-1064-A1-R4_MC07g07744	MvSl-1064-A1-R4_MC07	Chr07	526995	529365	0.296621583337668	2	468109	68
MvSl-1064-A1-R4_MC07g07745	MvSl-1064-A1-R4_MC07	Chr07	529735	532374	0.657927056872625	3	471481	100.333
MvSl-1064-A1-R4_MC07g07751	MvSl-1064-A1-R4_MC07	Chr07	543876	544169	-0.575783992451101	1	477433	187
MvSl-1064-A1-R4_MC07g07754	MvSl-1064-A1-R4_MC07	Chr07	549031	550769	-0.0952633085433272	7	481462	61.2857
MvSl-1064-A1-R4_MC07g07755	MvSl-1064-A1-R4_MC07	Chr07	551359	553171	-0.133369469464001	4	482270	86.5
MvSl-1064-A1-R4_MC07g07756	MvSl-1064-A1-R4_MC07	Chr07	553630	558556	0.205899167784791	5	487324	178
MvSl-1064-A1-R4_MC07g07757	MvSl-1064-A1-R4_MC07	Chr07	558776	560669	0.229233296142964	4	492104	78.25
MvSl-1064-A1-R4_MC07g07758	MvSl-1064-A1-R4_MC07	Chr07	561628	561969	-0.373556072073509	4	494129	129.75
MvSl-1064-A1-R4_MC07g07759	MvSl-1064-A1-R4_MC07	Chr07	562142	563793	0.02334584318382	3	499714	130
MvSl-1064-A1-R4_MC07g07760	MvSl-1064-A1-R4_MC07	Chr07	564465	566220	-0.145567138559269	1	501309	294
MvSl-1064-A1-R4_MC07g07761	MvSl-1064-A1-R4_MC07	Chr07	566443	566757	0.0593581816742578	7	505768	82
MvSl-1064-A1-R4_MC07g07762	MvSl-1064-A1-R4_MC07	Chr07	567012	567170	0.113903558244883	4	506785	106.5
MvSl-1064-A1-R4_MC07g07763	MvSl-1064-A1-R4_MC07	Chr07	567270	567967	0.171918274083996	8	509293	79
MvSl-1064-A1-R4_MC07g07764	MvSl-1064-A1-R4_MC07	Chr07	568059	569841	-0.0399583653212086	2	510242	79.5
MvSl-1064-A1-R4_MC07g07765	MvSl-1064-A1-R4_MC07	Chr07	571803	573564	0.161628745257319	2	511340	60.5
MvSl-1064-A1-R4_MC07g07768	MvSl-1064-A1-R4_MC07	Chr07	578542	581526	0.288638313381435	2	515597	77.5
MvSl-1064-A1-R4_MC07g07769	MvSl-1064-A1-R4_MC07	Chr07	581824	587799	-0.080308785224858	6	519781	82.1667
MvSl-1064-A1-R4_MC07g07770	MvSl-1064-A1-R4_MC07	Chr07	589214	592666	0.0213290826824692	7	521388	131.714
MvSl-1064-A1-R4_MC07g07772	MvSl-1064-A1-R4_MC07	Chr07	593022	593918	-0.246851427606954	6	527361	111.667
MvSl-1064-A1-R4_MC07g07773	MvSl-1064-A1-R4_MC07	Chr07	595443	596630	0.00266512879605229	2	529932	70.5
MvSl-1064-A1-R4_MC07g07774	MvSl-1064-A1-R4_MC07	Chr07	597675	599413	0.42228891660298	1	534057	65
MvSl-1064-A1-R4_MC07g07775	MvSl-1064-A1-R4_MC07	Chr07	600242	602216	-0.233942665468552	2	536938	60
MvSl-1064-A1-R4_MC07g07776	MvSl-1064-A1-R4_MC07	Chr07	602290	602571	-0.47168760149463	2	538313	84
MvSl-1064-A1-R4_MC07g07782	MvSl-1064-A1-R4_MC07	Chr07	614718	616993	-0.0213046937986474	5	547287	95.8
MvSl-1064-A1-R4_MC07g07783	MvSl-1064-A1-R4_MC07	Chr07	617831	618379	-0.172300711163965	5	549221	97
MvSl-1064-A1-R4_MC07g07784	MvSl-1064-A1-R4_MC07	Chr07	618478	618858	0.0428025884465087	4	552061	73
MvSl-1064-A1-R4_MC07g07785	MvSl-1064-A1-R4_MC07	Chr07	618946	621628	0.000908103628751373	4	554715	67
MvSl-1064-A1-R4_MC07g07786	MvSl-1064-A1-R4_MC07	Chr07	622079	626160	-0.601353854642362	9	560545	88.4444
MvSl-1064-A1-R4_MC07g07788	MvSl-1064-A1-R4_MC07	Chr07	627994	629257	0.242800272355121	5	563449	138.4
MvSl-1064-A1-R4_MC07g07789	MvSl-1064-A1-R4_MC07	Chr07	629685	630832	-0.028638863096384	7	564773	76.4286
MvSl-1064-A1-R4_MC07g07792	MvSl-1064-A1-R4_MC07	Chr07	639375	639871	0.236680514631513	1	567885	95
MvSl-1064-A1-R4_MC07g07793	MvSl-1064-A1-R4_MC07	Chr07	641176	642891	0.286718696005265	6	569600	96.1667
MvSl-1064-A1-R4_MC07g07794	MvSl-1064-A1-R4_MC07	Chr07	645233	649481	0.103123005987663	3	572536	94.3333
MvSl-1064-A1-R4_MC07g07795	MvSl-1064-A1-R4_MC07	Chr07	649652	652044	0.00451885850471359	3	575260	167.667
MvSl-1064-A1-R4_MC07g07796	MvSl-1064-A1-R4_MC07	Chr07	652315	654751	-0.0787561713305872	1	577666	85
MvSl-1064-A1-R4_MC07g07797	MvSl-1064-A1-R4_MC07	Chr07	655050	657541	0.0398919963374218	2	579551	72
MvSl-1064-A1-R4_MC07g07798	MvSl-1064-A1-R4_MC07	Chr07	658515	658850	-0.0250533660983753	11	581941	84
MvSl-1064-A1-R4_MC07g07799	MvSl-1064-A1-R4_MC07	Chr07	659857	660822	-0.128154514971047	3	591247	72
MvSl-1064-A1-R4_MC07g07800	MvSl-1064-A1-R4_MC07	Chr07	661247	662712	0.192588761765147	6	593178	94.5
MvSl-1064-A1-R4_MC07g07801	MvSl-1064-A1-R4_MC07	Chr07	662890	664797	0.109846845998015	3	595978	289
MvSl-1064-A1-R4_MC07g07802	MvSl-1064-A1-R4_MC07	Chr07	665264	667433	-0.0947178346799153	5	597865	97
MvSl-1064-A1-R4_MC07g07803	MvSl-1064-A1-R4_MC07	Chr07	668169	669788	-0.0252190672373554	6	600528	77.1667
MvSl-1064-A1-R4_MC07g07805	MvSl-1064-A1-R4_MC07	Chr07	672191	676374	-0.00940922650888777	7	604392	84.4286
MvSl-1064-A1-R4_MC07g07806	MvSl-1064-A1-R4_MC07	Chr07	676740	678945	-0.500128724799501	9	608174	73.1111
MvSl-1064-A1-R4_MC07g07807	MvSl-1064-A1-R4_MC07	Chr07	679229	680858	0.398479742300586	4	609628	82.75
MvSl-1064-A1-R4_MC07g07808	MvSl-1064-A1-R4_MC07	Chr07	681974	682387	0.441837836552524	6	614328	126.5
MvSl-1064-A1-R4_MC07g07809	MvSl-1064-A1-R4_MC07	Chr07	683175	684951	0.411050805015157	4	616555	121.25
MvSl-1064-A1-R4_MC07g07812	MvSl-1064-A1-R4_MC07	Chr07	688747	696414	0.0489244363746521	2	621095	86
MvSl-1064-A1-R4_MC07g07813	MvSl-1064-A1-R4_MC07	Chr07	696657	699613	0.117489736873601	11	625603	74.9091
MvSl-1064-A1-R4_MC07g07814	MvSl-1064-A1-R4_MC07	Chr07	701231	704086	0.212539464983916	2	627512	122.5
MvSl-1064-A1-R4_MC07g07815	MvSl-1064-A1-R4_MC07	Chr07	704636	706650	-0.104282033897232	4	628790	91.75
MvSl-1064-A1-R4_MC07g07816	MvSl-1064-A1-R4_MC07	Chr07	706937	709351	-0.559716161537221	5	629754	105.4
MvSl-1064-A1-R4_MC07g07817	MvSl-1064-A1-R4_MC07	Chr07	709534	712504	0.0770073250889935	4	632910	77.25
MvSl-1064-A1-R4_MC07g07818	MvSl-1064-A1-R4_MC07	Chr07	713914	714167	0.199547581853655	6	634555	80.6667
MvSl-1064-A1-R4_MC07g07819	MvSl-1064-A1-R4_MC07	Chr07	715050	717049	-0.487238596520578	1	639698	77
MvSl-1064-A1-R4_MC07g07820	MvSl-1064-A1-R4_MC07	Chr07	721162	722167	0.20667294430138	3	641717	89
MvSl-1064-A1-R4_MC07g07821	MvSl-1064-A1-R4_MC07	Chr07	728301	728525	-0.027006681938139	9	649429	94.7778
MvSl-1064-A1-R4_MC07g07822	MvSl-1064-A1-R4_MC07	Chr07	729506	730177	-0.400685845451636	9	649978	112.556
MvSl-1064-A1-R4_MC07g07823	MvSl-1064-A1-R4_MC07	Chr07	730444	737610	0.0730228421351017	9	654466	75.7778
MvSl-1064-A1-R4_MC07g07824	MvSl-1064-A1-R4_MC07	Chr07	738016	738171	0.514082424314486	4	655539	82.25
MvSl-1064-A1-R4_MC07g07826	MvSl-1064-A1-R4_MC07	Chr07	740104	743065	-0.0348452109839479	4	660688	80.25
MvSl-1064-A1-R4_MC07g07827	MvSl-1064-A1-R4_MC07	Chr07	743304	745005	-0.00562429702679216	3	661491	116.667
MvSl-1064-A1-R4_MC07g07828	MvSl-1064-A1-R4_MC07	Chr07	745456	747150	0.00399730029188799	7	663220	102.429
MvSl-1064-A1-R4_MC07g07829	MvSl-1064-A1-R4_MC07	Chr07	748039	750602	0.339961919032674	7	665896	76.4286
MvSl-1064-A1-R4_MC07g07831	MvSl-1064-A1-R4_MC07	Chr07	752109	754135	0.0914881345849311	3	671344	87.6667
MvSl-1064-A1-R4_MC07g07832	MvSl-1064-A1-R4_MC07	Chr07	754716	755892	-0.320873349532723	8	676012	74.125
MvSl-1064-A1-R4_MC07g07833	MvSl-1064-A1-R4_MC07	Chr07	756177	757298	-0.223967194500393	7	676862	73
MvSl-1064-A1-R4_MC07g07834	MvSl-1064-A1-R4_MC07	Chr07	757723	759807	0.163872289032986	3	679757	71.3333
MvSl-1064-A1-R4_MC07g07835	MvSl-1064-A1-R4_MC07	Chr07	759962	761360	-1.20102041932467	1	682100	225
MvSl-1064-A1-R4_MC07g07836	MvSl-1064-A1-R4_MC07	Chr07	761673	762794	0.253302975242672	3	684728	83.3333
MvSl-1064-A1-R4_MC07g07837	MvSl-1064-A1-R4_MC07	Chr07	762968	765427	0.151361203816588	4	685388	141.5
MvSl-1064-A1-R4_MC07g07838	MvSl-1064-A1-R4_MC07	Chr07	766132	767244	0.101443568955027	4	687602	87.25
MvSl-1064-A1-R4_MC07g07839	MvSl-1064-A1-R4_MC07	Chr07	768597	770579	0.291479327441437	6	688931	81
MvSl-1064-A1-R4_MC07g07840	MvSl-1064-A1-R4_MC07	Chr07	770806	771657	0.458510676231689	1	698460	62
MvSl-1064-A1-R4_MC07g07841	MvSl-1064-A1-R4_MC07	Chr07	773299	775019	0.140388202716781	3	702664	71
MvSl-1064-A1-R4_MC07g07842	MvSl-1064-A1-R4_MC07	Chr07	775742	778073	0.122307259350904	5	705167	56.8
MvSl-1064-A1-R4_MC07g07843	MvSl-1064-A1-R4_MC07	Chr07	779547	781154	0.158765026676729	4	707110	82.5
MvSl-1064-A1-R4_MC07g07844	MvSl-1064-A1-R4_MC07	Chr07	781747	782519	0.343680744548986	4	712228	82.75
MvSl-1064-A1-R4_MC07g07846	MvSl-1064-A1-R4_MC07	Chr07	784798	786494	0.0817971417417707	5	715553	103.6
MvSl-1064-A1-R4_MC07g07851	MvSl-1064-A1-R4_MC07	Chr07	790980	792921	-1.29560892709823	1	729705	297
MvSl-1064-A1-R4_MC07g07852	MvSl-1064-A1-R4_MC07	Chr07	793406	793959	-0.137989214798927	6	730967	77.5
MvSl-1064-A1-R4_MC07g07854	MvSl-1064-A1-R4_MC07	Chr07	799987	802411	0.137940164612226	1	739428	107
MvSl-1064-A1-R4_MC07g07856	MvSl-1064-A1-R4_MC07	Chr07	805129	810975	-0.619352981518846	6	743647	114.667
MvSl-1064-A1-R4_MC07g07857	MvSl-1064-A1-R4_MC07	Chr07	811047	812746	-0.0246715058294252	3	746187	71
MvSl-1064-A1-R4_MC07g07858	MvSl-1064-A1-R4_MC07	Chr07	813079	814419	0.0197157276758371	7	750403	72.7143
MvSl-1064-A1-R4_MC07g07859	MvSl-1064-A1-R4_MC07	Chr07	816177	816332	0.428031619273399	1	751250	90
MvSl-1064-A1-R4_MC07g07860	MvSl-1064-A1-R4_MC07	Chr07	816382	817960	0.00533241319113293	3	753564	154.667
MvSl-1064-A1-R4_MC07g07861	MvSl-1064-A1-R4_MC07	Chr07	818064	818600	0.240267312083491	4	755087	76.75
MvSl-1064-A1-R4_MC07g07862	MvSl-1064-A1-R4_MC07	Chr07	818674	819091	-0.513845724711077	3	757150	115
MvSl-1064-A1-R4_MC07g07863	MvSl-1064-A1-R4_MC07	Chr07	819146	823037	0.262072007476286	3	757930	81
MvSl-1064-A1-R4_MC07g07864	MvSl-1064-A1-R4_MC07	Chr07	823459	825940	0.128793158511978	5	761166	77.6
MvSl-1064-A1-R4_MC07g07865	MvSl-1064-A1-R4_MC07	Chr07	826172	827480	-0.0428972176147404	6	761805	77
MvSl-1064-A1-R4_MC07g07866	MvSl-1064-A1-R4_MC07	Chr07	827784	828873	0.0258611664899064	5	764917	74.4
MvSl-1064-A1-R4_MC07g07868	MvSl-1064-A1-R4_MC07	Chr07	832064	834270	-0.608100327665666	3	770369	142
MvSl-1064-A1-R4_MC07g07869	MvSl-1064-A1-R4_MC07	Chr07	834587	837041	-0.8084422796831	3	771496	108
MvSl-1064-A1-R4_MC07g07870	MvSl-1064-A1-R4_MC07	Chr07	839204	840039	-0.539045709814207	1	773668	185
MvSl-1064-A1-R4_MC07g07871	MvSl-1064-A1-R4_MC07	Chr07	840181	841770	-0.652261197115812	1	775932	94
MvSl-1064-A1-R4_MC07g07872	MvSl-1064-A1-R4_MC07	Chr07	842289	844686	0.0218695381138957	2	780561	81
MvSl-1064-A1-R4_MC07g07873	MvSl-1064-A1-R4_MC07	Chr07	844773	846827	-0.0398825863096264	1	781789	74
MvSl-1064-A1-R4_MC07g07874	MvSl-1064-A1-R4_MC07	Chr07	847005	847878	0.0982578639002275	4	783062	128.25
MvSl-1064-A1-R4_MC07g07875	MvSl-1064-A1-R4_MC07	Chr07	848178	849845	0.13232427542358	4	785279	138.5
MvSl-1064-A1-R4_MC07g07876	MvSl-1064-A1-R4_MC07	Chr07	850323	853298	0.302277239800599	1	787416	79
MvSl-1064-A1-R4_MC07g07877	MvSl-1064-A1-R4_MC07	Chr07	854281	856496	-0.0858588211955849	2	789160	79
MvSl-1064-A1-R4_MC07g07878	MvSl-1064-A1-R4_MC07	Chr07	859243	861483	-0.204608216953937	5	791165	104
MvSl-1064-A1-R4_MC07g07879	MvSl-1064-A1-R4_MC07	Chr07	861919	864297	0.067674876163995	2	793757	83.5
MvSl-1064-A1-R4_MC07g07880	MvSl-1064-A1-R4_MC07	Chr07	865377	865852	-0.00605792501366804	7	795617	72.4286
MvSl-1064-A1-R4_MC07g07881	MvSl-1064-A1-R4_MC07	Chr07	867590	870198	0.133634002268941	4	800184	105.25
MvSl-1064-A1-R4_MC07g07882	MvSl-1064-A1-R4_MC07	Chr07	871022	872340	-0.517766250278664	2	803945	302.5
MvSl-1064-A1-R4_MC07g07883	MvSl-1064-A1-R4_MC07	Chr07	872595	874006	-0.218334295177294	16	805750	71.4375
MvSl-1064-A1-R4_MC07g07884	MvSl-1064-A1-R4_MC07	Chr07	874116	875942	-0.0571685960261965	3	812576	99.6667
MvSl-1064-A1-R4_MC07g07885	MvSl-1064-A1-R4_MC07	Chr07	876388	881459	-0.56585101329873	4	813369	87.75
MvSl-1064-A1-R4_MC07g07887	MvSl-1064-A1-R4_MC07	Chr07	885494	887265	-0.319476998809705	5	816907	70.4
MvSl-1064-A1-R4_MC07g07889	MvSl-1064-A1-R4_MC07	Chr07	891161	895892	0.225275956937659	1	819072	85
MvSl-1064-A1-R4_MC07g07890	MvSl-1064-A1-R4_MC07	Chr07	896245	898313	0.120904099173027	5	822370	69.2
MvSl-1064-A1-R4_MC07g07891	MvSl-1064-A1-R4_MC07	Chr07	900469	900767	0.0311922832168224	6	824052	75.1667
MvSl-1064-A1-R4_MC07g07892	MvSl-1064-A1-R4_MC07	Chr07	901840	904078	0.0730592620970295	6	826495	80.6667
MvSl-1064-A1-R4_MC07g07893	MvSl-1064-A1-R4_MC07	Chr07	904230	908400	0.529045270999573	5	827911	87.8
MvSl-1064-A1-R4_MC07g07894	MvSl-1064-A1-R4_MC07	Chr07	908681	909833	-0.181812189000529	3	831360	82.6667
MvSl-1064-A1-R4_MC07g07895	MvSl-1064-A1-R4_MC07	Chr07	910088	911926	0.31922216946926	2	832668	281.5
MvSl-1064-A1-R4_MC07g07896	MvSl-1064-A1-R4_MC07	Chr07	912259	913875	0.0479205006300044	4	836238	87.25
MvSl-1064-A1-R4_MC07g07898	MvSl-1064-A1-R4_MC07	Chr07	917308	919602	-0.0609497538567495	3	841454	64
MvSl-1064-A1-R4_MC07g07899	MvSl-1064-A1-R4_MC07	Chr07	919853	920461	0.0319568828882208	6	842785	79.1667
MvSl-1064-A1-R4_MC07g07901	MvSl-1064-A1-R4_MC07	Chr07	922538	930257	0.0517779404659583	3	847264	74.3333
MvSl-1064-A1-R4_MC07g07902	MvSl-1064-A1-R4_MC07	Chr07	931384	931596	0.189754191496218	2	849320	196.5
MvSl-1064-A1-R4_MC07g07903	MvSl-1064-A1-R4_MC07	Chr07	931879	936970	0.15847244106813	7	850582	69
MvSl-1064-A1-R4_MC07g07906	MvSl-1064-A1-R4_MC07	Chr07	947638	948402	-0.631959584828139	6	864045	90.5
MvSl-1064-A1-R4_MC07g07907	MvSl-1064-A1-R4_MC07	Chr07	948573	950500	0.175755817378115	1	865643	134
MvSl-1064-A1-R4_MC07g07908	MvSl-1064-A1-R4_MC07	Chr07	950842	951627	0.180107618308251	7	867712	107
MvSl-1064-A1-R4_MC07g07909	MvSl-1064-A1-R4_MC07	Chr07	952050	955355	0.0931578927962793	3	871209	84.6667
MvSl-1064-A1-R4_MC07g07910	MvSl-1064-A1-R4_MC07	Chr07	955640	956622	0.238027024638742	2	873530	71.5
MvSl-1064-A1-R4_MC07g07911	MvSl-1064-A1-R4_MC07	Chr07	956997	959036	0.00469832406294193	1	875761	96
MvSl-1064-A1-R4_MC07g07912	MvSl-1064-A1-R4_MC07	Chr07	959553	961968	-0.185681851322564	4	876676	73.25
MvSl-1064-A1-R4_MC07g07913	MvSl-1064-A1-R4_MC07	Chr07	962077	964530	0.0174349992945486	6	882259	69
MvSl-1064-A1-R4_MC07g07914	MvSl-1064-A1-R4_MC07	Chr07	964836	966846	-0.565227055482249	9	886879	75.8889
MvSl-1064-A1-R4_MC07g07916	MvSl-1064-A1-R4_MC07	Chr07	971263	971829	0.102887034611895	13	895730	82.4615
MvSl-1064-A1-R4_MC07g07917	MvSl-1064-A1-R4_MC07	Chr07	972221	973965	0.126833634101476	3	897915	141.667
MvSl-1064-A1-R4_MC07g07918	MvSl-1064-A1-R4_MC07	Chr07	974218	978572	0.147585199741187	1	900591	92
MvSl-1064-A1-R4_MC07g07919	MvSl-1064-A1-R4_MC07	Chr07	979185	982106	0.142500463789717	3	902402	201.333
MvSl-1064-A1-R4_MC07g07920	MvSl-1064-A1-R4_MC07	Chr07	982351	984182	-0.0976338153437199	10	908211	77.8
MvSl-1064-A1-R4_MC07g07921	MvSl-1064-A1-R4_MC07	Chr07	984746	985273	-0.0729673743963489	4	908922	95.5
MvSl-1064-A1-R4_MC07g07922	MvSl-1064-A1-R4_MC07	Chr07	988204	991000	0.0388509141518971	5	911835	90.6
MvSl-1064-A1-R4_MC07g07923	MvSl-1064-A1-R4_MC07	Chr07	991601	991876	0.0831580998425228	8	913709	81
MvSl-1064-A1-R4_MC07g07926	MvSl-1064-A1-R4_MC07	Chr07	996639	998590	-0.109611767859001	8	917471	74.625
MvSl-1064-A1-R4_MC07g07927	MvSl-1064-A1-R4_MC07	Chr07	998903	1000767	0.0658443916579091	2	920381	69
MvSl-1064-A1-R4_MC07g07928	MvSl-1064-A1-R4_MC07	Chr07	1001153	1002298	-0.110777891781405	2	920919	101
MvSl-1064-A1-R4_MC07g07929	MvSl-1064-A1-R4_MC07	Chr07	1002490	1002730	0.192126524033364	9	922881	102.778
MvSl-1064-A1-R4_MC07g07931	MvSl-1064-A1-R4_MC07	Chr07	1004549	1006442	0.356304705308976	5	936683	173
MvSl-1064-A1-R4_MC07g07933	MvSl-1064-A1-R4_MC07	Chr07	1006803	1009033	-0.618402438331437	3	942679	120.667
MvSl-1064-A1-R4_MC07g07934	MvSl-1064-A1-R4_MC07	Chr07	1009847	1010279	-0.0981121068280824	3	945573	69
MvSl-1064-A1-R4_MC07g07936	MvSl-1064-A1-R4_MC07	Chr07	1011907	1012674	0.0800788506860467	9	948969	81.2222
MvSl-1064-A1-R4_MC07g07938	MvSl-1064-A1-R4_MC07	Chr07	1013482	1013850	0.300167690177894	2	952602	73.5
MvSl-1064-A1-R4_MC07g07939	MvSl-1064-A1-R4_MC07	Chr07	1014501	1019481	-0.0284628670208373	4	955804	92
MvSl-1064-A1-R4_MC07g07940	MvSl-1064-A1-R4_MC07	Chr07	1020511	1022867	-0.0191854021362947	8	957293	79.125
MvSl-1064-A1-R4_MC07g07941	MvSl-1064-A1-R4_MC07	Chr07	1023577	1026907	-0.320784837663045	5	959956	119
MvSl-1064-A1-R4_MC07g07942	MvSl-1064-A1-R4_MC07	Chr07	1027350	1030206	-0.121147446158854	6	964441	68.5
MvSl-1064-A1-R4_MC07g07943	MvSl-1064-A1-R4_MC07	Chr07	1030751	1031712	0.105311255713407	6	966588	135.167
MvSl-1064-A1-R4_MC07g07944	MvSl-1064-A1-R4_MC07	Chr07	1032116	1033727	-0.0422049761396309	5	969308	84.2
MvSl-1064-A1-R4_MC07g07946	MvSl-1064-A1-R4_MC07	Chr07	1034773	1036460	0.0200861408590237	5	972433	89.8
MvSl-1064-A1-R4_MC07g07947	MvSl-1064-A1-R4_MC07	Chr07	1036533	1037223	0.0622536397051897	3	977666	72.6667
MvSl-1064-A1-R4_MC07g07948	MvSl-1064-A1-R4_MC07	Chr07	1041931	1044954	0.1820626293689	8	979330	86.625
MvSl-1064-A1-R4_MC07g07949	MvSl-1064-A1-R4_MC07	Chr07	1045062	1045364	0.151895789872651	5	984025	101.2
MvSl-1064-A1-R4_MC07g07951	MvSl-1064-A1-R4_MC07	Chr07	1051838	1052264	-0.929294206200217	6	990636	92.1667
MvSl-1064-A1-R4_MC07g07953	MvSl-1064-A1-R4_MC07	Chr07	1055178	1056736	-0.12314734026717	4	995688	120.75
MvSl-1064-A1-R4_MC07g07954	MvSl-1064-A1-R4_MC07	Chr07	1057753	1058687	0.312746841685175	5	998017	82
MvSl-1064-A1-R4_MC07g07955	MvSl-1064-A1-R4_MC07	Chr07	1058797	1058961	-0.257718609435359	2	999143	77.5
MvSl-1064-A1-R4_MC07g07956	MvSl-1064-A1-R4_MC07	Chr07	1059554	1061790	-0.300545669167183	6	1001458	77
MvSl-1064-A1-R4_MC07g07957	MvSl-1064-A1-R4_MC07	Chr07	1061929	1063214	-0.0584183181476811	1	1002592	76
MvSl-1064-A1-R4_MC07g07958	MvSl-1064-A1-R4_MC07	Chr07	1063905	1064226	-0.399297582556921	3	1003023	70
MvSl-1064-A1-R4_MC07g07959	MvSl-1064-A1-R4_MC07	Chr07	1064564	1065718	-0.11554452425293	3	1006022	73.3333
MvSl-1064-A1-R4_MC07g07960	MvSl-1064-A1-R4_MC07	Chr07	1065813	1066487	-1.13651906241478	8	1008724	76.375
MvSl-1064-A1-R4_MC07g07967	MvSl-1064-A1-R4_MC07	Chr07	1084558	1085448	0.00329042233146492	4	1022336	71.75
MvSl-1064-A1-R4_MC07g07968	MvSl-1064-A1-R4_MC07	Chr07	1085817	1087075	0.185373305765382	11	1026478	90.9091
