gida1	youngold	logFC.A1.A2	abs	DE	DE2	genediff	upk5diff	upk10diff	upk15diff	upk20diff	down5kdiff	down10kdiff	down15kdiff	down20kdiff	youngold	logFC.A1.A2	ratioprot	DE	DE2	ratiocds
MvSl-1064-A1-R4_MC05-3g06779	Auto	0.090695208	0.090695208	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.090695208	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06780	Auto	-0.136146241	0.136146241	NON	NON	0	0	0	0	0	0	0	1	-1	Auto	-0.136146241	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06781	Auto	-0.196550346	0.196550346	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.196550346	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06782	Auto	0.038332198	0.038332198	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.038332198	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06796	Auto	0.000405922	0.000405922	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.000405922	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06797	Auto	0.384946875	0.384946875	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.384946875	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06799	Auto	-0.128784984	0.128784984	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.128784984	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06801	Auto	-0.300074763	0.300074763	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.300074763	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06807	Auto	-0.230425954	0.230425954	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.230425954	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06808	Auto	-0.101376173	0.101376173	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.101376173	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06809	Auto	-0.186579516	0.186579516	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.186579516	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06820	Auto	-0.017415256	0.017415256	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.017415256	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06821	Auto	0.118176813	0.118176813	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.118176813	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06822	Auto	-0.027822736	0.027822736	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.027822736	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06823	Auto	0.144672537	0.144672537	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.144672537	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06824	Auto	-0.085006957	0.085006957	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.085006957	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06826	Auto	-0.541705641	0.541705641	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.541705641	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06827	Auto	0.842699807	0.842699807	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.842699807	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06828	Auto	-0.062739718	0.062739718	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.062739718	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06829	Auto	-0.143164208	0.143164208	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.143164208	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06886	Auto	0.087887458	0.087887458	NON	NON	0	0	0	0	-4	0	0	0	0	Auto	0.087887458	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06887	Auto	-0.206527577	0.206527577	NON	NON	0	0	0	0	-4	0	0	0	0	Auto	-0.206527577	0.914786967	NON	NON	1.092896175
MvSl-1064-A1-R4_MC06g06888	Auto	0.112096162	0.112096162	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.112096162	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06889	Auto	-0.242175566	0.242175566	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.242175566	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06893	Auto	-0.422411545	0.422411545	NON	NON	0	0	0	0	0	0	0	1	0	Auto	-0.422411545	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06894	Auto	0.247508743	0.247508743	NON	NON	0	0	0	0	0	0	1	0	0	Auto	0.247508743	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06898	Auto	-0.101882409	0.101882409	NON	NON	0	0	0	0	0	1	0	0	0	Auto	-0.101882409	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06899	Auto	-0.147279238	0.147279238	NON	NON	0	0	0	0	0	1	0	0	0	Auto	-0.147279238	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06901	Auto	0.099552594	0.099552594	NON	NON	0	1	0	0	0	0	0	0	0	Auto	0.099552594	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06902	Auto	0.055910329	0.055910329	NON	NON	0	1	0	0	0	0	0	0	0	Auto	0.055910329	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06903	Auto	0.262237156	0.262237156	NON	NON	0	0	1	0	0	0	0	0	0	Auto	0.262237156	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06904	Auto	-0.091639602	0.091639602	NON	NON	0	0	1	0	0	0	0	0	0	Auto	-0.091639602	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06913	Auto	1.422341456	1.422341456	NON	NON	0	0	0	0	0	0	0	0	0	Auto	1.422341456	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06914	Auto	-0.264441759	0.264441759	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.264441759	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06915	Auto	-0.488038972	0.488038972	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.488038972	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06919	Auto	-0.033517995	0.033517995	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.033517995	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06920	Auto	-0.128549403	0.128549403	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.128549403	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06921	Auto	-0.346196741	0.346196741	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.346196741	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06923	Auto	0.131050241	0.131050241	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.131050241	1.056300268	NON	NON	0.946835443
MvSl-1064-A1-R4_MC06g06924	Auto	-0.131700315	0.131700315	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.131700315	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06926	Auto	-0.097023609	0.097023609	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.097023609	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06930	Auto	-0.034804408	0.034804408	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.034804408	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06931	Auto	-0.075964139	0.075964139	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.075964139	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06934	Auto	0.003066287	0.003066287	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.003066287	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06935	Auto	0.04143936	0.04143936	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.04143936	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06936	Auto	-0.186659686	0.186659686	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.186659686	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06937	Auto	-0.281975729	0.281975729	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.281975729	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06938	Auto	-0.144521413	0.144521413	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.144521413	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06940	Auto	0.944300363	0.944300363	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.944300363	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06941	Auto	-0.088451629	0.088451629	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.088451629	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06948	Auto	-0.095906262	0.095906262	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.095906262	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06949	Auto	0.073442111	0.073442111	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.073442111	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06950	Auto	0.105400927	0.105400927	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.105400927	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06951	Auto	-0.075615621	0.075615621	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.075615621	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06952	Auto	0.069328861	0.069328861	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.069328861	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06953	Auto	0.118273414	0.118273414	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.118273414	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06954	Auto	0.21662414	0.21662414	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.21662414	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06956	Auto	0.281064878	0.281064878	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.281064878	1.034759358	NON	NON	0.966451613
MvSl-1064-A1-R4_MC06g06957	Auto	-0.178367138	0.178367138	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.178367138	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06958	Auto	-0.753619992	0.753619992	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.753619992	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06959	Auto	-0.142526803	0.142526803	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.142526803	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06960	Auto	0.031649631	0.031649631	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.031649631	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06962	Auto	0.042138764	0.042138764	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.042138764	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06963	Auto	-0.046401986	0.046401986	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.046401986	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06964	Auto	0.0966752	0.0966752	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.0966752	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06965	Auto	0.058097698	0.058097698	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.058097698	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06966	Auto	-0.121199313	0.121199313	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.121199313	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06968	Auto	-0.280614692	0.280614692	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.280614692	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06969	Auto	-0.068696708	0.068696708	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.068696708	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06970	Auto	0.352995243	0.352995243	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.352995243	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06973	Auto	-0.015541021	0.015541021	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.015541021	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06974	Auto	0.005828178	0.005828178	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.005828178	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06975	Auto	0.189985184	0.189985184	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.189985184	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06977	Auto	0.2146212	0.2146212	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.2146212	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06978	Auto	0.176978857	0.176978857	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.176978857	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06979	Auto	0.065257337	0.065257337	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.065257337	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06980	Auto	-0.030493849	0.030493849	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.030493849	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06981	Auto	-0.242535363	0.242535363	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.242535363	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06982	Auto	-0.149343076	0.149343076	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.149343076	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06983	Auto	-0.270887274	0.270887274	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.270887274	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06984	Auto	0.074525399	0.074525399	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.074525399	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06986	Auto	-0.002870502	0.002870502	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.002870502	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06987	Auto	0.035345751	0.035345751	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.035345751	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06988	Auto	-0.20026079	0.20026079	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.20026079	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06989	Auto	-0.047066442	0.047066442	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.047066442	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06991	Auto	-0.525265697	0.525265697	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.525265697	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06993	Auto	-0.17991034	0.17991034	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.17991034	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06994	Auto	-0.293070647	0.293070647	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.293070647	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06995	Auto	0.146692291	0.146692291	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.146692291	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06999	Auto	0.153954592	0.153954592	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.153954592	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07000	Auto	0.018594538	0.018594538	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.018594538	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07001	Auto	-0.018378241	0.018378241	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.018378241	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07002	Auto	0.220556373	0.220556373	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.220556373	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07005	Auto	0.172632575	0.172632575	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.172632575	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07006	Auto	0.151882127	0.151882127	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.151882127	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07010	Auto	-0.225584423	0.225584423	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.225584423	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07011	Auto	0.032988041	0.032988041	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.032988041	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07012	Auto	0.084357935	0.084357935	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.084357935	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07014	Auto	-0.382207326	0.382207326	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.382207326	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07015	Auto	-0.254083102	0.254083102	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.254083102	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07016	Auto	-0.010961956	0.010961956	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.010961956	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07017	Auto	-0.06818499	0.06818499	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.06818499	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07018	Auto	0.421859253	0.421859253	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.421859253	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07020	Auto	0.242156825	0.242156825	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.242156825	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07021	Auto	0.259190641	0.259190641	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.259190641	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07023	Auto	-0.047221022	0.047221022	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.047221022	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07025	Auto	-0.137867153	0.137867153	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.137867153	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07026	Auto	0.008548968	0.008548968	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.008548968	0.963235294	NON	NON	1.038109756
MvSl-1064-A1-R4_MC06g07027	Auto	-0.080979763	0.080979763	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.080979763	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07028	Auto	-0.049162055	0.049162055	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.049162055	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07029	Auto	0.18807022	0.18807022	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.18807022	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07030	Auto	0.293138175	0.293138175	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.293138175	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07038	Auto	-0.213936717	0.213936717	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.213936717	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07039	Auto	0.056825195	0.056825195	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.056825195	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07040	Auto	0.18268086	0.18268086	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.18268086	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07041	Auto	0.021937072	0.021937072	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.021937072	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07042	Auto	-0.372234776	0.372234776	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.372234776	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07043	Auto	-0.110694353	0.110694353	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.110694353	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07044	Auto	-0.254006642	0.254006642	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.254006642	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07046	Auto	-0.229293743	0.229293743	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.229293743	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07047	Auto	0.41135508	0.41135508	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.41135508	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07054	Auto	-0.066196129	0.066196129	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.066196129	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07055	Auto	-0.29320721	0.29320721	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.29320721	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07056	Auto	-0.103558878	0.103558878	NON	NON	0	0	0	0	0	-1	1	0	1	Auto	-0.103558878	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07057	Auto	0.133195705	0.133195705	NON	NON	0	0	0	0	0	0	0	0	1	Auto	0.133195705	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07118	Auto	-0.144631333	0.144631333	NON	NON	0	-1	0	1	-1	0	0	0	0	Auto	-0.144631333	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07119	Auto	0.272634904	0.272634904	NON	NON	0	0	-1	0	1	0	0	0	0	Auto	0.272634904	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07120	Auto	-0.102055625	0.102055625	NON	NON	0	0	0	-1	0	0	0	0	0	Auto	-0.102055625	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07131	Auto	-0.058254543	0.058254543	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.058254543	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07132	Auto	0.183117698	0.183117698	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.183117698	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07133	Auto	0.014961702	0.014961702	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.014961702	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07134	Auto	-0.039718921	0.039718921	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.039718921	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07139	Auto	-0.182160203	0.182160203	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.182160203	1.002155172	NON	NON	1.002150538
MvSl-1064-A1-R4_MC06g07144	Auto	0.060836856	0.060836856	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.060836856	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07145	Auto	-0.118442402	0.118442402	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.118442402	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07147	Auto	0.086982183	0.086982183	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.086982183	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07154	Auto	-0.26970335	0.26970335	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.26970335	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07155	Auto	-0.140888129	0.140888129	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.140888129	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07156	Auto	-0.021348592	0.021348592	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.021348592	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07157	Auto	-0.111342988	0.111342988	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.111342988	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07158	Auto	0.137801866	0.137801866	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.137801866	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07159	Auto	-0.054818895	0.054818895	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.054818895	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07160	Auto	-0.268795165	0.268795165	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.268795165	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07161	Auto	0.23465645	0.23465645	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.23465645	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07162	Auto	0.091616826	0.091616826	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.091616826	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07167	Auto	-0.023222387	0.023222387	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.023222387	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07168	Auto	-0.006228593	0.006228593	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.006228593	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07169	Auto	-0.29701132	0.29701132	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.29701132	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07170	Auto	-0.383751776	0.383751776	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.383751776	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07171	Auto	-0.000594676	0.000594676	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.000594676	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07172	Auto	-0.046304145	0.046304145	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.046304145	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07173	Auto	0.318535882	0.318535882	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.318535882	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07177	Auto	0.010011938	0.010011938	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.010011938	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07182	Auto	-0.005599961	0.005599961	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.005599961	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07183	Auto	0.036949069	0.036949069	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.036949069	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07184	Auto	-0.060300088	0.060300088	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.060300088	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07185	Auto	-0.316786593	0.316786593	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.316786593	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07186	Auto	0.045583714	0.045583714	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.045583714	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07187	Auto	-0.129522048	0.129522048	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.129522048	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07188	Auto	-0.2630312	0.2630312	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.2630312	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07192	Auto	-0.158123673	0.158123673	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.158123673	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07193	Auto	0.139509082	0.139509082	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.139509082	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07194	Auto	-0.115726997	0.115726997	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.115726997	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07196	Auto	-0.035256697	0.035256697	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.035256697	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07201	Auto	0.124847071	0.124847071	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.124847071	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07202	Auto	-0.517471055	0.517471055	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.517471055	1	NON	NON	1
MvSl-1064-A1-R4_MC06g07203	Auto	-0.236374913	0.236374913	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.236374913	1	NON	NON	1
