gida1	logFC.A1.A2	abs	youngold	GC0diff	GC3diff	DE
MvSl-1064-A1-R4_MC05-3g06669	-0.295639795	0.295639795	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06670	-0.165582326	0.165582326	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06671	0.081789257	0.081789257	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06672	0.075683104	0.075683104	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06673	0.05984654	0.05984654	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06674	0.084564685	0.084564685	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06675	-0.431775612	0.431775612	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06676	0.04920569	0.04920569	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06677	-0.087582363	0.087582363	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06678	0.604588878	0.604588878	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06679	-0.327089557	0.327089557	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06680	-0.042321048	0.042321048	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06682	-0.251499187	0.251499187	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06683	-0.166616931	0.166616931	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06684	-0.352738872	0.352738872	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06685	-0.099915373	0.099915373	Auto	-0.02	-0.02	NON
MvSl-1064-A1-R4_MC05-3g06686	-0.291565425	0.291565425	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06687	0.110215511	0.110215511	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06688	-0.017635444	0.017635444	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06689	-0.310067676	0.310067676	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06690	0.193798498	0.193798498	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06691	-0.060807344	0.060807344	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06694	-0.129564169	0.129564169	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06698	0.065539789	0.065539789	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06699	-0.035598956	0.035598956	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06700	-0.220679768	0.220679768	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06701	-0.275161781	0.275161781	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06702	0.236056318	0.236056318	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06703	-0.331277362	0.331277362	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06705	0.6198237	0.6198237	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06706	0.159230507	0.159230507	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06708	0.404455636	0.404455636	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06709	0.359177189	0.359177189	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06710	-0.059274302	0.059274302	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06711	0.100224658	0.100224658	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06712	-0.030242432	0.030242432	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06713	0.158507603	0.158507603	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06714	-0.076586885	0.076586885	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06715	0.395246646	0.395246646	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06719	-0.025340318	0.025340318	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06720	-0.016171042	0.016171042	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06721	-0.282329744	0.282329744	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06722	-0.025167615	0.025167615	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06723	-0.162596556	0.162596556	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06724	0.329174195	0.329174195	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06726	0.157048039	0.157048039	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06727	0.129163382	0.129163382	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06728	-0.114716715	0.114716715	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06729	-0.062531807	0.062531807	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06730	0.037222711	0.037222711	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06735	0.091191131	0.091191131	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06736	0.090570722	0.090570722	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06737	-0.189090854	0.189090854	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06738	0.061401779	0.061401779	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06739	0.288549174	0.288549174	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06740	-0.062430869	0.062430869	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06741	-0.037779648	0.037779648	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06749	0.131702735	0.131702735	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06751	-0.159085186	0.159085186	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06752	-0.253523705	0.253523705	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06754	-0.445979945	0.445979945	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06757	-0.0415674	0.0415674	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06758	0.128266778	0.128266778	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06762	0.081177986	0.081177986	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06763	-0.276178901	0.276178901	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06764	-0.151585097	0.151585097	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06765	0.173254999	0.173254999	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06766	0.244506145	0.244506145	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06767	-0.307407815	0.307407815	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06768	-0.104978133	0.104978133	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06772	-0.235060838	0.235060838	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06773	0.053129227	0.053129227	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06774	-0.042701992	0.042701992	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06775	0.024881535	0.024881535	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06776	0.049092282	0.049092282	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06777	-0.136581159	0.136581159	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06778	-0.568416123	0.568416123	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06779	0.090695208	0.090695208	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06780	-0.136146241	0.136146241	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06781	-0.196550346	0.196550346	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06782	0.038332198	0.038332198	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06796	0.000405922	0.000405922	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06797	0.384946875	0.384946875	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06799	-0.128784984	0.128784984	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06801	-0.300074763	0.300074763	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06807	-0.230425954	0.230425954	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06808	-0.101376173	0.101376173	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06809	-0.186579516	0.186579516	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06820	-0.017415256	0.017415256	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06821	0.118176813	0.118176813	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06822	-0.027822736	0.027822736	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06823	0.144672537	0.144672537	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06824	-0.085006957	0.085006957	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06826	-0.541705641	0.541705641	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06827	0.842699807	0.842699807	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06828	-0.062739718	0.062739718	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06829	-0.143164208	0.143164208	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06886	0.087887458	0.087887458	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06887	-0.206527577	0.206527577	Auto	-1.21	-1.59	NON
MvSl-1064-A1-R4_MC06g06888	0.112096162	0.112096162	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06889	-0.242175566	0.242175566	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06893	-0.422411545	0.422411545	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06894	0.247508743	0.247508743	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06898	-0.101882409	0.101882409	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06899	-0.147279238	0.147279238	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06901	0.099552594	0.099552594	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06902	0.055910329	0.055910329	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06903	0.262237156	0.262237156	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06904	-0.091639602	0.091639602	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06913	1.422341456	1.422341456	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06914	-0.264441759	0.264441759	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06915	-0.488038972	0.488038972	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06919	-0.033517995	0.033517995	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06920	-0.128549403	0.128549403	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06921	-0.346196741	0.346196741	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06923	0.131050241	0.131050241	Auto	-1.59	-0.91	NON
MvSl-1064-A1-R4_MC06g06924	-0.131700315	0.131700315	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06926	-0.097023609	0.097023609	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06930	-0.034804408	0.034804408	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06931	-0.075964139	0.075964139	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06934	0.003066287	0.003066287	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06935	0.04143936	0.04143936	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06936	-0.186659686	0.186659686	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06937	-0.281975729	0.281975729	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06938	-0.144521413	0.144521413	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06940	0.944300363	0.944300363	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06941	-0.088451629	0.088451629	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06948	-0.095906262	0.095906262	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06949	0.073442111	0.073442111	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06950	0.105400927	0.105400927	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06951	-0.075615621	0.075615621	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06952	0.069328861	0.069328861	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06953	0.118273414	0.118273414	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06954	0.21662414	0.21662414	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06956	0.281064878	0.281064878	Auto	0.03	-0.11	NON
MvSl-1064-A1-R4_MC06g06957	-0.178367138	0.178367138	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06958	-0.753619992	0.753619992	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06959	-0.142526803	0.142526803	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06960	0.031649631	0.031649631	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06962	0.042138764	0.042138764	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06963	-0.046401986	0.046401986	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06964	0.0966752	0.0966752	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06965	0.058097698	0.058097698	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06966	-0.121199313	0.121199313	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06968	-0.280614692	0.280614692	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06969	-0.068696708	0.068696708	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06970	0.352995243	0.352995243	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06973	-0.015541021	0.015541021	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06974	0.005828178	0.005828178	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06975	0.189985184	0.189985184	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06977	0.2146212	0.2146212	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06978	0.176978857	0.176978857	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06979	0.065257337	0.065257337	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06980	-0.030493849	0.030493849	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06981	-0.242535363	0.242535363	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06982	-0.149343076	0.149343076	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06983	-0.270887274	0.270887274	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06984	0.074525399	0.074525399	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06986	-0.002870502	0.002870502	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06987	0.035345751	0.035345751	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06988	-0.20026079	0.20026079	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06989	-0.047066442	0.047066442	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06991	-0.525265697	0.525265697	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06993	-0.17991034	0.17991034	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06994	-0.293070647	0.293070647	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06995	0.146692291	0.146692291	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06999	0.153954592	0.153954592	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07000	0.018594538	0.018594538	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07001	-0.018378241	0.018378241	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07002	0.220556373	0.220556373	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07005	0.172632575	0.172632575	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07006	0.151882127	0.151882127	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07010	-0.225584423	0.225584423	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07011	0.032988041	0.032988041	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07012	0.084357935	0.084357935	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07014	-0.382207326	0.382207326	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07015	-0.254083102	0.254083102	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07016	-0.010961956	0.010961956	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07017	-0.06818499	0.06818499	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07018	0.421859253	0.421859253	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07020	0.242156825	0.242156825	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07021	0.259190641	0.259190641	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07023	-0.047221022	0.047221022	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07025	-0.137867153	0.137867153	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07026	0.008548968	0.008548968	Auto	-0.31	1.96	NON
MvSl-1064-A1-R4_MC06g07027	-0.080979763	0.080979763	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07028	-0.049162055	0.049162055	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07029	0.18807022	0.18807022	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07030	0.293138175	0.293138175	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07038	-0.213936717	0.213936717	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07039	0.056825195	0.056825195	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07040	0.18268086	0.18268086	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07041	0.021937072	0.021937072	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07042	-0.372234776	0.372234776	Auto	-0.06	0	NON
MvSl-1064-A1-R4_MC06g07043	-0.110694353	0.110694353	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07044	-0.254006642	0.254006642	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07046	-0.229293743	0.229293743	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07047	0.41135508	0.41135508	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07054	-0.066196129	0.066196129	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07055	-0.29320721	0.29320721	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07056	-0.103558878	0.103558878	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07057	0.133195705	0.133195705	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07118	-0.144631333	0.144631333	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07119	0.272634904	0.272634904	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07120	-0.102055625	0.102055625	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07131	-0.058254543	0.058254543	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07132	0.183117698	0.183117698	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07133	0.014961702	0.014961702	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07134	-0.039718921	0.039718921	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07139	-0.182160203	0.182160203	Auto	-0.03	-0.07	NON
MvSl-1064-A1-R4_MC06g07144	0.060836856	0.060836856	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07145	-0.118442402	0.118442402	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07147	0.086982183	0.086982183	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07154	-0.26970335	0.26970335	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07155	-0.140888129	0.140888129	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07156	-0.021348592	0.021348592	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07157	-0.111342988	0.111342988	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07158	0.137801866	0.137801866	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07159	-0.054818895	0.054818895	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07160	-0.268795165	0.268795165	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07161	0.23465645	0.23465645	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07162	0.091616826	0.091616826	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07167	-0.023222387	0.023222387	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07168	-0.006228593	0.006228593	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07169	-0.29701132	0.29701132	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07170	-0.383751776	0.383751776	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07171	-0.000594676	0.000594676	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07172	-0.046304145	0.046304145	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07173	0.318535882	0.318535882	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07177	0.010011938	0.010011938	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07182	-0.005599961	0.005599961	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07183	0.036949069	0.036949069	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07184	-0.060300088	0.060300088	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07185	-0.316786593	0.316786593	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07186	0.045583714	0.045583714	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07187	-0.129522048	0.129522048	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07188	-0.2630312	0.2630312	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07192	-0.158123673	0.158123673	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07193	0.139509082	0.139509082	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07194	-0.115726997	0.115726997	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07196	-0.035256697	0.035256697	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07201	0.124847071	0.124847071	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07202	-0.517471055	0.517471055	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07203	-0.236374913	0.236374913	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07204	-0.006778194	0.006778194	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07205	0.206573851	0.206573851	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07206	0.191957216	0.191957216	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07207	0.033560382	0.033560382	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07208	0.244144742	0.244144742	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07210	-0.103442918	0.103442918	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07212	-0.091263997	0.091263997	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07213	0.587198327	0.587198327	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07218	-0.355127617	0.355127617	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07219	0.123612973	0.123612973	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07220	-0.089039654	0.089039654	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07221	0.201913112	0.201913112	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07222	-0.235902686	0.235902686	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07225	-0.202609671	0.202609671	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07226	0.113599083	0.113599083	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07227	-0.014332531	0.014332531	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07228	-0.154232676	0.154232676	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07229	-0.151524614	0.151524614	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07230	0.078811021	0.078811021	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07231	-0.078076772	0.078076772	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07232	-0.565036979	0.565036979	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07233	-0.445649173	0.445649173	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07234	-0.140375352	0.140375352	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07235	0.863243515	0.863243515	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07237	0.139285619	0.139285619	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07240	-0.281443212	0.281443212	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07241	-0.166201663	0.166201663	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07242	-0.474864445	0.474864445	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07243	-0.174404325	0.174404325	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07244	-0.093776769	0.093776769	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07245	-0.144566632	0.144566632	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07246	-0.083528104	0.083528104	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07250	-0.018103039	0.018103039	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07251	-0.125901191	0.125901191	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07253	-0.017034116	0.017034116	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07254	-0.037357299	0.037357299	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07255	0.045865774	0.045865774	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07256	-0.077921164	0.077921164	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07257	0.110446242	0.110446242	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07258	0.094572562	0.094572562	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07260	-0.275537602	0.275537602	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07261	0.194731595	0.194731595	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07262	-0.128487608	0.128487608	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07264	-0.114025087	0.114025087	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07265	-0.116374662	0.116374662	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07266	-0.127744316	0.127744316	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07267	0.20715708	0.20715708	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07269	-0.003297615	0.003297615	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07270	-0.130692429	0.130692429	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07271	0.006581577	0.006581577	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07272	0.089904351	0.089904351	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07273	-0.079575992	0.079575992	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07274	0.061602951	0.061602951	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07275	-0.25187063	0.25187063	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07276	0.412357824	0.412357824	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07278	-0.106322542	0.106322542	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07279	-0.021763222	0.021763222	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07280	0.02974285	0.02974285	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07281	-0.131063334	0.131063334	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07282	-0.302670871	0.302670871	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07283	0.310303033	0.310303033	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07284	0.038041022	0.038041022	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07285	-0.020237031	0.020237031	Auto	0	0	NON
