gida1	a1prot	a1cds	gida2	a2prot	a2cds	part8	youngold	intron_nr_a1	intron_nr_byprota1	intron_nr_byprota1_transf	intron_mean_a1	intron_total_a1	intron_total_byprota1	intron_total_byprota1_trans	intron_nr_a2	intron_nr_byprota2	intron_nr_byprota2_trans	intron_mean_a2	intron_total_a2	intron_total_byprota2	intron_total_byprota2_trans	intron_nr_diff	intron_mean_diff	intron_total_diff	start	end	logCPM	logFC.A1.A2	abs	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE	DE2
MvSl-1064-A1-R4_MC05-2g06394	376	1131	MvSl-1064-A2-R4_MC05g06668	376	1131	Auto	Auto	3	0.007978723	0.0893237	52.3333	157	0.417553191	0.646183559	3	0.007978723	0.0893237	52.3333	157	0.417553191	0.646183559	0	0	0	241192	246474	5.945783577	-0.615043751	0.615043751	0.002552355	0.038280846	5.677836817	5.532257094	6.09930562	6.333261228	Down	DE
MvSl-1064-A1-R4_MC05-2g06395	63	192	MvSl-1064-A2-R4_MC05g06669	63	192	Auto	Auto	2	0.031746032	0.178174161	77.5	155	2.46031746	1.568539914	2	0.031746032	0.178174161	77.5	155	2.46031746	1.568539914	0	0	0	242357	244060	2.39029517	-0.1738093	0.17380929	0.60887123	0.9930078	2.3128996	2.2948318	2.4652582	2.4838664	NON	NON
MvSl-1064-A1-R4_MC05-2g06397	157	474	MvSl-1064-A2-R4_MC05g06671	157	474	Auto	Auto	1	0.006369427	0.079808688	0	0	0	0	1	0.006369427	0.079808688	0	0	0	0	0	0	0	243878	244177	1.74351972	0.61984807	0.61984807	0.13766105	0.65044313	2.24260073	1.72460549	1.0102267	1.71668659	NON	NON
MvSl-1064-A1-R4_MC05-2g06399	745	2238	MvSl-1064-A2-R4_MC05g06673	745	2238	Auto	Auto	4	0.005369128	0.073274331	125.25	501	0.672483221	0.820050743	4	0.005369128	0.073274331	125.25	501	0.672483221	0.820050743	0	0	0	244723	247911	5.90879489	-0.3198216	0.31982155	0.1471335	0.66517414	5.65230486	5.82386187	6.26600889	5.81917978	NON	NON
MvSl-1064-A1-R4_MC05-2g06400	619	1860	MvSl-1064-A2-R4_MC05g06674	619	1860	Auto	Auto	8	0.012924071	0.113684085	93.25	746	1.205169628	1.097802181	8	0.012924071	0.113684085	93.25	746	1.205169628	1.097802181	0	0	0	246347	247638	5.35621632	-0.1751274	0.17512741	0.41982327	0.96092882	5.28357502	5.2491468	5.51930926	5.35843212	NON	NON
MvSl-1064-A1-R4_MC05-2g06401	654	1965	MvSl-1064-A2-R4_MC05g06675	654	1965	Auto	Auto	10	0.01529052	0.123654842	90.2	902	1.379204893	1.174395544	10	0.01529052	0.123654842	90.2	902	1.379204893	1.174395544	0	0	0	248220	258416	5.96556222	0.19170452	0.19170452	0.37416764	0.93472712	6.1185735	5.99456829	5.63647084	6.0650741	NON	NON
MvSl-1064-A1-R4_MC05-2g06402	99	300	MvSl-1064-A2-R4_MC05g06676	99	300	Auto	Auto	1	0.01010101	0.100503782	0	0	0	0	1	0.01010101	0.100503782	0	0	0	0	0	0	0	248296	249847	1.93829716	0.37257978	0.37257978	0.31209481	0.89623734	2.21349316	1.98716565	1.69453386	1.78726626	NON	NON
MvSl-1064-A1-R4_MC05-2g06403	333	1002	MvSl-1064-A2-R4_MC05g06677	333	1002	Auto	Auto	6	0.018018018	0.134231211	106.167	637	1.912912913	1.38308095	6	0.018018018	0.134231211	106.167	637	1.912912913	1.38308095	0	0	0	249191	251930	6.22540196	-0.1280662	0.12806617	0.53351267	0.98928282	6.00106117	6.30340018	6.40822446	6.15678949	NON	NON
MvSl-1064-A1-R4_MC05-2g06404	295	888	MvSl-1064-A2-R4_MC05g06678	295	888	Auto	Auto	4	0.013559322	0.116444502	101	404	1.369491525	1.170252761	4	0.013559322	0.116444502	101	404	1.369491525	1.170252761	0	0	0	252024	253974	1.6545348	0.36477116	0.36477116	0.38171092	0.93747258	2.00847067	1.59558916	1.04780328	1.78726626	NON	NON
MvSl-1064-A1-R4_MC05-2g06405	3265	9798	MvSl-1064-A2-R4_MC05g06679	3265	9798	Auto	Auto	4	0.001225115	0.035001641	99.75	399	0.122205207	0.349578613	4	0.001225115	0.035001641	99.75	399	0.122205207	0.349578613	0	0	0	254331	258184	8.69087994	0.35461671	0.35461671	0.15542845	0.68316598	8.82222161	8.89141624	8.63159346	8.36112452	NON	NON
MvSl-1064-A1-R4_MC05-2g06406	187	564	MvSl-1064-A2-R4_MC05g06680	187	564	Auto	Auto	6	0.032085561	0.17912443	97.8333	587	3.139037433	1.77173289	6	0.032085561	0.17912443	97.8333	587	3.139037433	1.77173289	0	0	0	255798	259643	6.54860869	-0.0894003	0.08940031	0.65576425	0.99994992	6.3626534	6.63148852	6.71382769	6.46019741	NON	NON
MvSl-1064-A1-R4_MC05-2g06408	817	2454	MvSl-1064-A2-R4_MC05g06682	817	2454	Auto	Auto	10	0.012239902	0.110634091	91.7	917	1.122399021	1.059433349	10	0.012239902	0.110634091	91.7	917	1.122399021	1.059433349	0	0	0	259027	259236	9.37834271	0.34796391	0.34796391	0.43621311	0.96737159	10.0298508	8.79874708	8.4055841	9.7008023	NON	NON
MvSl-1064-A1-R4_MC05-2g06409	1481	4446	MvSl-1064-A2-R4_MC05g06683	1481	4446	Auto	Auto	3	0.002025658	0.045007314	68	204	0.137744767	0.371139821	3	0.002025658	0.045007314	68	204	0.137744767	0.371139821	0	0	0	259289	259790	7.22630628	0.23459871	0.23459871	0.25143526	0.83163335	7.4537095	7.21367415	6.98355566	7.21564565	NON	NON
MvSl-1064-A1-R4_MC05-2g06414	139	420	MvSl-1064-A2-R4_MC05g06688	139	420	Auto	Auto	2	0.014388489	0.119952029	74	148	1.064748201	1.031866368	2	0.014388489	0.119952029	74	148	1.064748201	1.031866368	0	0	0	260064	260341	0.23593074	0.69865672	0.69865672	0.18656819	0.74496567	0.92351927	-0.0756545	-0.4371734	0.12370694	NON	NON
MvSl-1064-A1-R4_MC05-2g06415	184	555	MvSl-1064-A2-R4_MC05g06689	184	555	Auto	Auto	7	0.038043478	0.195047374	82.5714	578	3.141304348	1.772372519	7	0.038043478	0.195047374	82.5714	578	3.141304348	1.772372519	0	0	0	260408	262408	6.80676054	-0.036658	0.03665804	0.88699379	0.99994992	6.3758504	7.1087353	7.07226922	6.52617237	NON	NON
MvSl-1064-A1-R4_MC05-2g06416	914	2745	MvSl-1064-A2-R4_MC05g06690	914	2745	Auto	Auto	11	0.012035011	0.109704197	83	913	0.998905908	0.999452804	11	0.012035011	0.109704197	83	913	0.998905908	0.999452804	0	0	0	260802	260960	6.60169393	-0.1190177	0.11901775	0.53369925	0.98928282	6.64473907	6.42942315	6.66630027	6.65364849	NON	NON
MvSl-1064-A1-R4_MC05-2g06417	1000	3003	MvSl-1064-A2-R4_MC05g06691	1000	3003	Auto	Auto	2	0.002	0.04472136	80.5	161	0.161	0.401248053	2	0.002	0.04472136	80.5	161	0.161	0.401248053	0	0	0	261658	265028	7.38760437	0.08609205	0.08609205	0.66044259	0.99994992	7.41827162	7.44154286	7.34175691	7.34606309	NON	NON
MvSl-1064-A1-R4_MC05-2g06418	323	972	MvSl-1064-A2-R4_MC05g06692	323	972	Auto	Auto	4	0.012383901	0.111282977	66.75	267	0.826625387	0.909189412	4	0.012383901	0.111282977	66.75	267	0.826625387	0.909189412	0	0	0	262569	262910	2.225551998	1.360669113	1.360669113	0.000231895	0.004748972	2.883464683	2.559854427	1.286551977	1.509620584	Up	DE
MvSl-1064-A1-R4_MC05-2g06419	362	1089	MvSl-1064-A2-R4_MC05g06693	362	1089	Auto	Auto	6	0.016574586	0.128742323	64	384	1.060773481	1.029938581	6	0.016574586	0.128742323	64	384	1.060773481	1.029938581	0	0	0	263096	264474	1.24193972	0.93591368	0.93591368	0.02317284	0.2213405	1.57713969	1.639889	0.80609116	0.61257514	NON	NON
MvSl-1064-A1-R4_MC05-2g06420	501	1506	MvSl-1064-A2-R4_MC05g06694	501	1506	Auto	Auto	6	0.011976048	0.109435131	94.8333	569	1.135728543	1.065705655	6	0.011976048	0.109435131	94.8333	569	1.135728543	1.065705655	0	0	0	265218	269867	2.934544065	-2.531381084	2.531381084	5.45E-12	3.43E-10	0.887114917	1.50268715	3.56000446	3.846297711	Down	DE
MvSl-1064-A1-R4_MC05-2g06422	178	537	MvSl-1064-A2-R4_MC05g06696	178	537	Auto	Auto	1	0.005617978	0.074953169	49	49	0.275280899	0.524672182	1	0.005617978	0.074953169	49	49	0.275280899	0.524672182	0	0	0	265288	265548	3.88194679	-0.4068018	0.40680183	0.16780678	0.71242826	3.89665541	3.39426912	4.13213287	4.00772821	NON	NON
MvSl-1064-A1-R4_MC05-2g06425	228	687	MvSl-1064-A2-R4_MC05g06699	228	687	Auto	Auto	2	0.00877193	0.093658581	139	278	1.219298246	1.104218387	2	0.00877193	0.093658581	138.5	277	1.214912281	1.102230593	0	0.5	1	267071	272221	3.60463375	-0.5469739	0.54697389	0.08481512	0.50990466	3.59758649	2.9512429	3.82639889	3.87898435	NON	NON
MvSl-1064-A1-R4_MC05-2g06426	205	618	MvSl-1064-A2-R4_MC05g06700	205	618	Auto	Auto	1	0.004878049	0.06984303	104	104	0.507317073	0.712261941	1	0.004878049	0.06984303	104	104	0.507317073	0.712261941	0	0	0	267584	270707	4.25819342	0.09390788	0.09390788	0.74426435	0.99994992	4.04033365	4.52657335	4.39524334	3.99784109	NON	NON
MvSl-1064-A1-R4_MC05-2g06427	179	540	MvSl-1064-A2-R4_MC05g06701	179	540	Auto	Auto	2	0.011173184	0.105703285	124	248	1.38547486	1.177061961	2	0.011173184	0.105703285	124	248	1.38547486	1.177061961	0	0	0	270851	274365	5.76892166	-0.1467786	0.14677856	0.49740447	0.98130788	5.53514688	5.83700302	5.94604628	5.72642912	NON	NON
MvSl-1064-A1-R4_MC05-2g06429	369	1110	MvSl-1064-A2-R4_MC05g06703	369	1110	Auto	Auto	4	0.010840108	0.104115841	115.25	461	1.249322493	1.117730957	4	0.010840108	0.104115841	115.25	461	1.249322493	1.117730957	0	0	0	271438	271623	3.84299892	-0.7917628	0.79176282	0.00668139	0.08449591	3.52243873	3.26587785	4.01843867	4.33669977	NON	NON
MvSl-1064-A1-R4_MC05-2g06430	239	720	MvSl-1064-A2-R4_MC05g06704	239	720	Auto	Auto	8	0.033472803	0.182955741	80	640	2.677824268	1.636405899	8	0.033472803	0.182955741	80	640	2.677824268	1.636405899	0	0	0	271831	272022	8.49710063	-0.0815176	0.0815176	0.75161271	0.99994992	8.40281558	8.50688567	8.7716978	8.25720659	NON	NON
MvSl-1064-A1-R4_MC05-2g06432	402	1209	MvSl-1064-A2-R4_MC05g06706	402	1209	Auto	Auto	5	0.012437811	0.111524934	73.8	369	0.917910448	0.958076431	5	0.012437811	0.111524934	73.8	369	0.917910448	0.958076431	0	0	0	272742	273140	9.73815488	0.06169402	0.06169402	0.84464372	0.99994992	9.84729989	9.68549095	9.97205228	9.38196188	NON	NON
MvSl-1064-A1-R4_MC05-2g06434	167	504	MvSl-1064-A2-R4_MC05g06708	167	504	Auto	Auto	2	0.011976048	0.109435131	76	152	0.910179641	0.954033354	2	0.011976048	0.109435131	76	152	0.910179641	0.954033354	0	0	0	273474	273683	5.28702749	-0.0872713	0.08727129	0.75286951	0.99994992	5.0065143	5.44599995	5.64108798	4.93229874	NON	NON
MvSl-1064-A1-R4_MC05-2g06435	644	1935	MvSl-1064-A2-R4_MC05g06709	644	1935	Auto	Auto	6	0.00931677	0.096523418	114	684	1.062111801	1.030588085	6	0.00931677	0.096523418	114	684	1.062111801	1.030588085	0	0	0	273909	274476	5.49610809	-0.0574816	0.05748161	0.85733868	0.99994992	5.17074045	5.71289184	5.96458389	4.88748556	NON	NON
MvSl-1064-A1-R4_MC05-2g06436	338	1017	MvSl-1064-A2-R4_MC05g06710	338	1017	Auto	Auto	7	0.020710059	0.143909899	83.8571	587	1.736686391	1.317833977	7	0.020710059	0.143909899	83.8571	587	1.736686391	1.317833977	0	0	0	274587	276737	5.4400625	-0.1399786	0.13997861	0.51390793	0.9829017	5.28357502	5.44911546	5.54581504	5.46991636	NON	NON
MvSl-1064-A1-R4_MC05-2g06438	362	1089	MvSl-1064-A2-R4_MC05g06712	362	1089	Auto	Auto	2	0.005524862	0.074329415	84.5	169	0.466850829	0.683264831	2	0.005524862	0.074329415	84.5	169	0.466850829	0.683264831	0	0	0	274678	276195	6.508123474	2.967757884	2.967757884	3.02E-28	4.79E-26	7.661967544	6.904868906	4.490424847	4.2393572	Up	DE
MvSl-1064-A1-R4_MC05-2g06439	160	483	MvSl-1064-A2-R4_MC05g06713	160	483	Auto	Auto	2	0.0125	0.111803399	218	436	2.725	1.650757402	2	0.0125	0.111803399	218	436	2.725	1.650757402	0	0	0	274886	276018	4.78774026	0.06381768	0.06381768	0.78798413	0.99994992	4.87559939	4.76023983	4.83207524	4.67436036	NON	NON
MvSl-1064-A1-R4_MC05-2g06440	332	999	MvSl-1064-A2-R4_MC05g06714	332	999	Auto	Auto	5	0.015060241	0.122720173	83.4	417	1.256024096	1.120724808	5	0.015060241	0.122720173	83.4	417	1.256024096	1.120724808	0	0	0	276987	278142	7.71922465	0.07500049	0.07500049	0.7182617	0.99994992	7.7928715	7.71857845	7.75775186	7.60039825	NON	NON
MvSl-1064-A1-R4_MC05-2g06441	358	1077	MvSl-1064-A2-R4_MC05g06715	358	1077	Auto	Auto	2	0.005586592	0.074743509	91.5	183	0.511173184	0.714963764	2	0.005586592	0.074743509	91.5	183	0.511173184	0.714963764	0	0	0	277279	280936	3.27400264	0.75455369	0.75455369	0.02236058	0.21502879	3.87358153	3.25167367	2.85262228	2.84538393	NON	NON
MvSl-1064-A1-R4_MC05-2g06443	671	2016	MvSl-1064-A2-R4_MC05g06717	671	2016	Auto	Auto	4	0.005961252	0.077209144	69.5	278	0.414307004	0.643666843	4	0.005961252	0.077209144	69.5	278	0.414307004	0.643666843	0	0	0	278512	280923	4.00105422	0.33207095	0.33207095	0.21957122	0.79036393	4.20835486	4.10081742	3.81009066	3.84077721	NON	NON
MvSl-1064-A1-R4_MC05-2g06445	516	1551	MvSl-1064-A2-R4_MC05g06719	516	1551	Auto	Auto	5	0.009689922	0.098437404	88.6	443	0.858527132	0.926567392	5	0.009689922	0.098437404	88.6	443	0.858527132	0.926567392	0	0	0	280089	280440	5.667057	-0.3682418	0.36824178	0.07061669	0.45804403	5.38496138	5.55412452	5.87726652	5.80081626	NON	NON
MvSl-1064-A1-R4_MC05-2g06446	2063	6192	MvSl-1064-A2-R4_MC05g06720	2063	6192	Auto	Auto	9	0.004362579	0.06604982	66	594	0.287930199	0.536591277	9	0.004362579	0.06604982	66	594	0.287930199	0.536591277	0	0	0	280577	280846	7.41476434	0.14394272	0.14394272	0.53606137	0.98991415	7.64673708	7.30247964	7.06541526	7.57235852	NON	NON
MvSl-1064-A1-R4_MC05-2g06448	573	1722	MvSl-1064-A2-R4_MC05g06722	573	1722	Auto	Auto	13	0.022687609	0.150624065	118.385	1539	2.685863874	1.638860541	13	0.022687609	0.150624065	118.385	1539	2.685863874	1.638860541	0	0	0	281244	284407	4.98188418	-0.1605063	0.16050631	0.50205195	0.98219905	4.93252844	4.86659262	4.89011844	5.21217722	NON	NON
MvSl-1064-A1-R4_MC05-2g06449	311	936	MvSl-1064-A2-R4_MC05g06723	311	936	Auto	Auto	3	0.009646302	0.098215591	166.333	499	1.604501608	1.266689231	3	0.009646302	0.098215591	166.333	499	1.604501608	1.266689231	0	0	0	282531	283748	3.68806947	0.61793165	0.61793165	0.07549411	0.47701341	4.32521267	3.4698405	3.10518726	3.55413679	NON	NON
MvSl-1064-A1-R4_MC05-2g06450	236	711	MvSl-1064-A2-R4_MC05g06724	236	711	Auto	Auto	2	0.008474576	0.092057462	59.5	119	0.504237288	0.710096675	2	0.008474576	0.092057462	59.5	119	0.504237288	0.710096675	0	0	0	284586	285824	4.43989417	-0.1097144	0.10971438	0.66528672	0.99994992	4.30120331	4.46326572	4.57328579	4.40935949	NON	NON
MvSl-1064-A1-R4_MC05-2g06451	211	636	MvSl-1064-A2-R4_MC05g06725	211	636	Auto	Auto	2	0.009478673	0.097358477	197	394	1.867298578	1.366491339	2	0.009478673	0.097358477	197	394	1.867298578	1.366491339	0	0	0	285041	285279	4.34146629	-0.1933605	0.1933605	0.44754307	0.97133441	4.20466162	4.27945946	4.43478198	4.43523254	NON	NON
MvSl-1064-A1-R4_MC05-2g06452	68	207	MvSl-1064-A2-R4_MC05g06726	68	207	Auto	Auto	1	0.014705882	0.121267813	197	197	2.897058824	1.702074858	1	0.014705882	0.121267813	197	197	2.897058824	1.702074858	0	0	0	285886	287358	2.75978971	-0.1629976	0.1629976	0.61723438	0.99373573	2.75804455	2.59403277	2.77632657	2.89949098	NON	NON
MvSl-1064-A1-R4_MC05-2g06453	865	2598	MvSl-1064-A2-R4_MC05g06727	865	2598	Auto	Auto	6	0.006936416	0.08328515	73.5	441	0.50982659	0.714021421	6	0.006936416	0.08328515	73.5	441	0.50982659	0.714021421	0	0	0	286566	288828	6.1254537	0.10199174	0.10199174	0.59918626	0.9930078	6.09582432	6.25080965	6.09706697	6.04960377	NON	NON
MvSl-1064-A1-R4_MC05-2g06454	457	1374	MvSl-1064-A2-R4_MC05g06728	457	1374	Auto	Auto	3	0.006564551	0.081021919	88.3333	265	0.579868709	0.761491109	3	0.006564551	0.081021919	88.3333	265	0.579868709	0.761491109	0	0	0	288553	290627	7.67221653	0.55012451	0.55012451	0.00709935	0.08886138	7.89723394	7.94428031	7.31936616	7.42104157	NON	NON
MvSl-1064-A1-R4_MC05-2g06456	431	1296	MvSl-1064-A2-R4_MC05g06730	431	1296	Auto	Auto	3	0.006960557	0.083429952	93	279	0.647331787	0.804569317	3	0.006960557	0.083429952	93	279	0.647331787	0.804569317	0	0	0	290327	291962	4.72009152	0.38378994	0.38378994	0.12195655	0.62694322	5.06267909	4.71177461	4.52414243	4.50669702	NON	NON
MvSl-1064-A1-R4_MC05-2g06458	526	1581	MvSl-1064-A2-R4_MC05g06732	526	1581	Auto	Auto	2	0.003802281	0.061662642	88.5	177	0.336501901	0.580087839	2	0.003802281	0.061662642	88.5	177	0.336501901	0.580087839	0	0	0	291596	300040	7.25778881	0.02075947	0.02075947	0.91576391	0.99994992	7.32524544	7.20862758	7.1845917	7.30756043	NON	NON
MvSl-1064-A1-R4_MC05-2g06459	176	531	MvSl-1064-A2-R4_MC05g06733	176	531	Auto	Auto	2	0.011363636	0.106600358	216.5	433	2.460227273	1.568511164	2	0.011363636	0.106600358	216.5	433	2.460227273	1.568511164	0	0	0	291646	291855	8.83893011	0.33957057	0.33957057	0.17570984	0.7256162	8.98971539	9.00757449	8.60741767	8.70914246	NON	NON
MvSl-1064-A1-R4_MC05-2g06461	401	1206	MvSl-1064-A2-R4_MC05g06735	401	1206	Auto	Auto	3	0.007481297	0.08649449	71.6667	215	0.536159601	0.7322292	3	0.007481297	0.08649449	71.6667	215	0.536159601	0.7322292	0	0	0	292352	292937	3.57170593	0.41981791	0.41981791	0.18217707	0.74105385	4.02366126	3.44508729	3.38020842	3.31231174	NON	NON
MvSl-1064-A1-R4_MC05-2g06462	218	657	MvSl-1064-A2-R4_MC05g06736	218	657	Auto	Auto	2	0.009174312	0.095782629	59	118	0.541284404	0.73572033	2	0.009174312	0.095782629	59	118	0.541284404	0.73572033	0	0	0	292567	293957	2.44732396	0.79969909	0.79969909	0.02006484	0.19739278	2.71715253	2.84171438	2.06814054	1.91884176	NON	NON
MvSl-1064-A1-R4_MC05-2g06463	362	1089	MvSl-1064-A2-R4_MC05g06737	362	1089	Auto	Auto	12	0.033149171	0.182069139	88.6667	1064	2.939226519	1.714417254	12	0.033149171	0.182069139	88.6667	1064	2.939226519	1.714417254	0	0	0	293382	293778	7.55410882	-0.1452584	0.14525841	0.52079345	0.98553807	7.27506167	7.65894682	7.79171654	7.43622151	NON	NON
MvSl-1064-A1-R4_MC05-2g06464	271	816	MvSl-1064-A2-R4_MC05g06738	271	816	Auto	Auto	4	0.014760148	0.121491348	157.25	629	2.32103321	1.523493751	4	0.014760148	0.121491348	157.25	629	2.32103321	1.523493751	0	0	0	294287	298499	6.20397311	0.32040885	0.32040885	0.26943958	0.85534309	5.84848211	6.72891368	6.32171472	5.67616834	NON	NON
MvSl-1064-A1-R4_MC05-2g06465	90	273	MvSl-1064-A2-R4_MC05g06739	90	273	Auto	Auto	2	0.022222222	0.149071198	126	252	2.8	1.673320053	2	0.022222222	0.149071198	126	252	2.8	1.673320053	0	0	0	295190	296154	8.64736978	-0.489917	0.48991704	0.14413121	0.66061876	7.97110392	8.70118508	9.25132843	8.3548444	NON	NON
MvSl-1064-A1-R4_MC05-2g06466	658	1977	MvSl-1064-A2-R4_MC05g06740	658	1977	Auto	Auto	4	0.006079027	0.077968118	77.75	311	0.472644377	0.687491365	4	0.006079027	0.077968118	77.75	311	0.472644377	0.687491365	0	0	0	297310	298031	5.39291443	-0.4039921	0.40399211	0.0715786	0.46287858	5.10885686	5.24377455	5.71739961	5.43003204	NON	NON
MvSl-1064-A1-R4_MC05-2g06467	747	2244	MvSl-1064-A2-R4_MC05g06741	747	2244	Auto	Auto	5	0.00669344	0.081813449	99.4	497	0.665327979	0.815676393	5	0.00669344	0.081813449	99.4	497	0.665327979	0.815676393	0	0	0	298355	299142	7.11777993	0.23322454	0.23322454	0.24272765	0.82134543	7.05531787	7.38491457	6.97809181	7.01458491	NON	NON
MvSl-1064-A1-R4_MC05-2g06468	305	918	MvSl-1064-A2-R4_MC05g06742	305	918	Auto	Auto	4	0.013114754	0.114519667	81.25	325	1.06557377	1.032266327	4	0.013114754	0.114519667	81.25	325	1.06557377	1.032266327	0	0	0	299662	299901	8.19380281	-0.2667837	0.26678373	0.32782662	0.9041087	7.74948719	8.30589092	8.56086474	8.03320883	NON	NON
MvSl-1064-A1-R4_MC05-2g06469	71	216	MvSl-1064-A2-R4_MC05g06743	71	216	Auto	Auto	1	0.014084507	0.118678166	0	0	0	0	1	0.014084507	0.118678166	0	0	0	0	0	0	0	301224	302958	5.48894385	-0.4577146	0.4577146	0.04714965	0.35989499	5.17074045	5.3121002	5.89927512	5.46812716	NON	NON
MvSl-1064-A1-R4_MC05-2g06471	392	1179	MvSl-1064-A2-R4_MC05g06745	405	1218	Auto	Auto	3	0.007653061	0.087481777	99	396	1.010204082	1.005089091	4	0.009876543	0.099380799	118	354	0.874074074	0.934919287	-1	-19	42	301302	302872	5.15475771	-0.3874804	0.38748036	0.08429595	0.50749723	4.97650761	4.92145992	5.2599136	5.40780306	NON	NON
MvSl-1064-A1-R4_MC05-2g06472	311	936	MvSl-1064-A2-R4_MC05g06746	311	936	Auto	Auto	1	0.003215434	0.056704798	50	50	0.160771704	0.40096347	1	0.003215434	0.056704798	50	50	0.160771704	0.40096347	0	0	0	301318	301943	4.26035464	0.03241527	0.03241527	0.90120873	0.99994992	4.22668054	4.32426316	4.14085283	4.34061658	NON	NON
MvSl-1064-A1-R4_MC05-2g06473	539	1620	MvSl-1064-A2-R4_MC05g06747	539	1620	Auto	Auto	3	0.005565863	0.07460471	76	228	0.423005566	0.650388781	3	0.005565863	0.07460471	76	228	0.423005566	0.650388781	0	0	0	302816	305066	5.57807912	-0.259197	0.25919697	0.37341946	0.93425898	5.23551822	5.62471099	6.10042365	5.14880797	NON	NON
MvSl-1064-A1-R4_MC05-2g06474	556	1671	MvSl-1064-A2-R4_MC05g06748	556	1671	Auto	Auto	1	0.001798561	0.042409446	0	0	0	0	1	0.001798561	0.042409446	0	0	0	0	0	0	0	303470	304689	5.88847786	0.16642909	0.16642909	0.43154172	0.96568912	6.12737861	5.79108955	5.76611995	5.83869792	NON	NON
MvSl-1064-A1-R4_MC05-2g06475	536	1611	MvSl-1064-A2-R4_MC05g06749	536	1611	Auto	Auto	4	0.007462687	0.086386843	102.25	409	0.763059701	0.873532885	4	0.007462687	0.086386843	102.25	409	0.763059701	0.873532885	0	0	0	305711	308996	5.85916081	-0.0043653	0.00436528	0.98276292	0.99994992	5.90874163	5.80331442	5.88895994	5.8331482	NON	NON
MvSl-1064-A1-R4_MC05-2g06476	101	306	MvSl-1064-A2-R4_MC05g06750	101	306	Auto	Auto	1	0.00990099	0.099503719	61	61	0.603960396	0.777148889	1	0.00990099	0.099503719	61	61	0.603960396	0.777148889	0	0	0	306198	306356	3.14046559	-0.0589068	0.05890682	0.84948207	0.99994992	3.09774007	3.12493435	3.0507037	3.28004151	NON	NON
MvSl-1064-A1-R4_MC05-2g06477	1537	4614	MvSl-1064-A2-R4_MC05g06751	1537	4614	Auto	Auto	2	0.001301236	0.036072651	76	152	0.098893949	0.314474084	2	0.001301236	0.036072651	76	152	0.098893949	0.314474084	0	0	0	306859	308436	7.36783347	-0.1074161	0.10741612	0.58499713	0.9930078	7.27726114	7.34825455	7.40284433	7.4380507	NON	NON
MvSl-1064-A1-R4_MC05-2g06478	1007	3024	MvSl-1064-A2-R4_MC05g06752	1007	3024	Auto	Auto	6	0.005958292	0.077189973	80	480	0.476663357	0.690408109	6	0.005958292	0.077189973	80	480	0.476663357	0.690408109	0	0	0	319108	320776	7.13946853	0.13022586	0.13022586	0.53897171	0.98991415	7.37086135	7.01303411	6.89998439	7.22732817	NON	NON
MvSl-1064-A1-R4_MC05-2g06479	978	2937	MvSl-1064-A2-R4_MC05g06753	978	2937	Auto	Auto	5	0.005112474	0.071501569	71.8	359	0.367075665	0.605867696	5	0.005112474	0.071501569	71.8	359	0.367075665	0.605867696	0	0	0	319341	320259	7.80000354	-0.2217965	0.22179648	0.28591983	0.87566737	7.66902044	7.70071761	7.89422768	7.91898741	NON	NON
MvSl-1064-A1-R4_MC05-2g06480	420	1263	MvSl-1064-A2-R4_MC05g06754	420	1263	Auto	Auto	4	0.00952381	0.097590007	126	504	1.2	1.095445115	4	0.00952381	0.097590007	126	504	1.2	1.095445115	0	0	0	320566	321981	8.8342946	-0.1337637	0.13376367	0.60798215	0.9930078	8.5721779	8.93665106	8.92974303	8.86887275	NON	NON
MvSl-1064-A1-R4_MC05-2g06483	1776	5331	MvSl-1064-A2-R4_MC05g06757	1776	5331	Auto	Auto	4	0.002252252	0.0474579	58.75	235	0.13231982	0.363757914	4	0.002252252	0.0474579	58.75	235	0.13231982	0.363757914	0	0	0	321091	322684	4.616354971	-0.837132444	0.837132444	0.000705447	0.013139146	4.027847453	4.247605778	4.973026522	4.978278085	Down	DE
MvSl-1064-A1-R4_MC05-2g06484	828	2487	MvSl-1064-A2-R4_MC05g06758	828	2487	Auto	Auto	20	0.024154589	0.155417468	89.05	1781	2.150966184	1.466617259	20	0.024154589	0.155417468	89.05	1781	2.150966184	1.466617259	0	0	0	323133	324392	2.80092826	0.58162799	0.58162799	0.0915233	0.53180221	3.29819758	2.76378473	2.43721541	2.52575369	NON	NON
MvSl-1064-A1-R4_MC05-2g06485	1074	3225	MvSl-1064-A2-R4_MC05g06759	1074	3225	Auto	Auto	10	0.009310987	0.096493456	75.7	757	0.704841713	0.839548517	10	0.009310987	0.096493456	75.7	757	0.704841713	0.839548517	0	0	0	324269	326695	3.968869859	-1.429571067	1.429571067	1.34E-06	4.20E-05	3.21986071	2.960005743	4.301136466	4.702026469	Down	DE
MvSl-1064-A1-R4_MC05-3g06505	1255	3768	MvSl-1064-A2-R4_MC05g06768	1255	3768	Auto	Auto	3	0.002390438	0.048892108	75	225	0.179282869	0.423418078	3	0.002390438	0.048892108	75	225	0.179282869	0.423418078	0	0	0	326097	326932	6.08754478	-0.1001448	0.10014481	0.60379154	0.9930078	6.07473531	5.99776331	6.13575053	6.13778188	NON	NON
