gene	haploid	chr	intronnr	intronmean	introntotal	DE_status	Expression
MvSl-1064-A2-R4_MC02g03583	A2	aAutosome	1	0	0	NON	4.29716
MvSl-1064-A2-R4_MC02g03584	A2	aAutosome	2	89.5	179	NON	6.61836
MvSl-1064-A2-R4_MC02g03585	A2	aAutosome	1	112	112	NON	6.05588
MvSl-1064-A2-R4_MC02g03586	A2	aAutosome	4	120	480	NON	8.11278
MvSl-1064-A2-R4_MC02g03587	A2	aAutosome	3	89.3333	268	NON	7.84787
MvSl-1064-A2-R4_MC02g03588	A2	aAutosome	4	155	620	NON	7.02397
MvSl-1064-A2-R4_MC02g03589	A2	aAutosome	3	104.333	313	NON	6.45937
MvSl-1064-A2-R4_MC02g03590	A2	aAutosome	1	143	143	NON	6.38779
MvSl-1064-A2-R4_MC02g03591	A2	aAutosome	5	81.8	409	NON	6.67607
MvSl-1064-A2-R4_MC02g03592	A2	aAutosome	4	70.5	282	NON	6.50352
MvSl-1064-A2-R4_MC02g03593	A2	aAutosome	5	82	410	NON	5.70785
MvSl-1064-A2-R4_MC02g03594	A2	aAutosome	12	90.1667	1082	NON	7.20156
MvSl-1064-A2-R4_MC02g03595	A2	aAutosome	9	78.5556	707	NON	7.22413
MvSl-1064-A2-R4_MC02g03596	A2	aAutosome	1	115	115	NON	3.20383
MvSl-1064-A2-R4_MC02g03597	A2	aAutosome	1	465	465	NON	5.32022
MvSl-1064-A2-R4_MC02g03598	A2	aAutosome	3	81	243	NON	7.76555
MvSl-1064-A2-R4_MC02g03599	A2	aAutosome	3	77.6667	233	NON	5.31693
MvSl-1064-A2-R4_MC02g03600	A2	aAutosome	3	42.3333	127	NON	7.24201
MvSl-1064-A2-R4_MC02g03601	A2	aAutosome	5	105.2	526	NON	5.64109
MvSl-1064-A2-R4_MC02g03602	A2	aAutosome	4	70.5	282	NON	6.96868
MvSl-1064-A2-R4_MC02g03604	A2	aAutosome	3	94	282	NON	3.23623
MvSl-1064-A2-R4_MC02g03605	A2	aAutosome	4	94.75	379	NON	5.9894
MvSl-1064-A2-R4_MC02g03606	A2	aAutosome	6	71.6667	430	NON	5.92659
MvSl-1064-A2-R4_MC02g03607	A2	aAutosome	3	107	321	DE	5.29148
MvSl-1064-A2-R4_MC02g03608	A2	aAutosome	5	93	465	NON	7.59125
MvSl-1064-A2-R4_MC02g03609	A2	aAutosome	10	75.2	752	NON	6.91806
MvSl-1064-A2-R4_MC02g03610	A2	aAutosome	4	171.25	685	NON	9.66129
MvSl-1064-A2-R4_MC02g03611	A2	aAutosome	2	106	212	NON	8.13465
MvSl-1064-A2-R4_MC02g03612	A2	aAutosome	4	84	336	NON	5.42923
MvSl-1064-A2-R4_MC02g03613	A2	aAutosome	3	71.3333	214	NON	6.39505
MvSl-1064-A2-R4_MC02g03614	A2	aAutosome	4	173	692	NON	4.85868
MvSl-1064-A2-R4_MC02g03615	A2	aAutosome	2	72	144	NON	6.01648
MvSl-1064-A2-R4_MC02g03616	A2	aAutosome	7	78.8571	552	NON	7.11979
MvSl-1064-A2-R4_MC02g03617	A2	aAutosome	1	0	0	NON	5.98367
MvSl-1064-A2-R4_MC02g03618	A2	aAutosome	7	83.8571	587	NON	6.52436
MvSl-1064-A2-R4_MC02g03619	A2	aAutosome	1	0	0	NON	5.68718
MvSl-1064-A2-R4_MC02g03620	A2	aAutosome	1	0	0	NON	5.44984
MvSl-1064-A2-R4_MC02g03621	A2	aAutosome	1	46	46	NON	5.35277
MvSl-1064-A2-R4_MC02g03622	A2	aAutosome	3	60	180	NON	3.9141
MvSl-1064-A2-R4_MC02g03623	A2	aAutosome	6	68.6667	412	NON	5.61964
MvSl-1064-A2-R4_MC02g03626	A2	aAutosome	4	93.5	374	NON	6.64061
MvSl-1064-A2-R4_MC02g03627	A2	aAutosome	1	0	0	NON	1.49375
MvSl-1064-A2-R4_MC02g03628	A2	aAutosome	1	52	52	NON	2.55419
MvSl-1064-A2-R4_MC02g03629	A2	aAutosome	5	132.8	664	NON	2.87243
MvSl-1064-A2-R4_MC02g03630	A2	aAutosome	6	97.5	585	NON	2.98218
MvSl-1064-A2-R4_MC02g03632	A2	aAutosome	4	89.5	358	DE	7.50429
MvSl-1064-A2-R4_MC02g03633	A2	aAutosome	1	105	105	NON	1.17066
MvSl-1064-A2-R4_MC02g03634	A2	aAutosome	3	62	186	NON	5.07407
MvSl-1064-A2-R4_MC02g03635	A2	aAutosome	2	113	226	NON	5.8494
MvSl-1064-A2-R4_MC02g03636	A2	aAutosome	5	82.6	413	NON	5.06932
MvSl-1064-A2-R4_MC02g03637	A2	aAutosome	1	85	85	NON	5.50608
MvSl-1064-A2-R4_MC02g03638	A2	aAutosome	2	88.5	177	NON	0.261973
MvSl-1064-A2-R4_MC02g03639	A2	aAutosome	8	118.375	947	NON	5.68992
MvSl-1064-A2-R4_MC02g03640	A2	aAutosome	5	83.4	417	NON	1.4513
MvSl-1064-A2-R4_MC02g03641	A2	aAutosome	3	55.3333	166	NON	0.762277
MvSl-1064-A2-R4_MC02g03642	A2	aAutosome	2	47	94	NON	3.30229
MvSl-1064-A2-R4_MC02g03643	A2	aAutosome	4	75.75	303	NON	7.27513
MvSl-1064-A2-R4_MC02g03647	A2	aAutosome	2	50.5	101	NON	4.30027
MvSl-1064-A2-R4_MC02g03648	A2	aAutosome	2	161	322	NON	5.24804
MvSl-1064-A2-R4_MC02g03651	A2	aAutosome	8	117.25	938	NON	4.67945
MvSl-1064-A2-R4_MC02g03653	A2	aAutosome	2	167.5	335	DE	3.96379
MvSl-1064-A2-R4_MC02g03654	A2	aAutosome	8	157.75	1262	NON	8.14186
MvSl-1064-A2-R4_MC02g03656	A2	aAutosome	4	91.5	366	NON	2.9705
MvSl-1064-A2-R4_MC02g03657	A2	aAutosome	5	77.6	388	NON	4.19186
MvSl-1064-A2-R4_MC02g03659	A2	aAutosome	5	102.4	512	NON	1.96393
MvSl-1064-A2-R4_MC02g03660	A2	aAutosome	8	85.75	686	NON	4.91878
MvSl-1064-A2-R4_MC02g03661	A2	aAutosome	6	86	516	NON	6.01549
MvSl-1064-A2-R4_MC02g03662	A2	aAutosome	9	76	684	NON	6.70774
MvSl-1064-A2-R4_MC02g03664	A2	aAutosome	2	63.5	127	NON	5.80333
MvSl-1064-A2-R4_MC02g03665	A2	aAutosome	1	193	193	NON	2.70279
MvSl-1064-A2-R4_MC02g03667	A2	aAutosome	6	67	402	NON	1.37993
MvSl-1064-A2-R4_MC02g03669	A2	aAutosome	4	59.25	237	NON	4.87056
MvSl-1064-A2-R4_MC02g03670	A2	aAutosome	6	91	546	NON	5.10825
MvSl-1064-A2-R4_MC02g03671	A2	aAutosome	1	118	118	NON	4.89604
MvSl-1064-A2-R4_MC02g03672	A2	aAutosome	10	95	950	NON	1.85629
MvSl-1064-A2-R4_MC02g03674	A2	aAutosome	5	131.8	659	NON	1.63984
MvSl-1064-A2-R4_MC02g03675	A2	aAutosome	1	0	0	NON	0.294991
MvSl-1064-A2-R4_MC02g03676	A2	aAutosome	1	0	0	NON	5.41841
MvSl-1064-A2-R4_MC02g03677	A2	aAutosome	1	255	255	NON	4.02699
MvSl-1064-A2-R4_MC02g03682	A2	aAutosome	1	0	0	NON	0.223289
MvSl-1064-A2-R4_MC02g03683	A2	aAutosome	3	263.333	790	NON	1.91393
MvSl-1064-A2-R4_MC02g03697	A2	aAutosome	3	103.333	310	NON	3.40977
MvSl-1064-A2-R4_MC02g03701	A2	aAutosome	4	253.25	1013	NON	1.81784
MvSl-1064-A2-R4_MC02g03732	A2	aAutosome	2	211	422	NON	5.77554
MvSl-1064-A2-R4_MC02g03734	A2	aAutosome	12	85.6667	1028	NON	7.74529
MvSl-1064-A2-R4_MC02g03735	A2	aAutosome	2	88	176	NON	6.36493
MvSl-1064-A2-R4_MC02g03736	A2	aAutosome	5	71.6	358	NON	6.24439
MvSl-1064-A2-R4_MC02g03737	A2	aAutosome	1	0	0	NON	1.81971
MvSl-1064-A2-R4_MC02g03738	A2	aAutosome	1	0	0	NON	2.99379
MvSl-1064-A2-R4_MC02g03739	A2	aAutosome	3	62.6667	188	NON	3.52941
MvSl-1064-A2-R4_MC02g03740	A2	aAutosome	1	0	0	NON	4.85911
MvSl-1064-A2-R4_MC02g03741	A2	aAutosome	1	49	49	NON	4.58039
MvSl-1064-A2-R4_MC02g03742	A2	aAutosome	2	60	120	NON	6.0306
MvSl-1064-A2-R4_MC02g03743	A2	aAutosome	1	0	0	NON	4.16056
MvSl-1064-A2-R4_MC02g03744	A2	aAutosome	4	75.75	303	NON	1.63398
MvSl-1064-A2-R4_MC02g03745	A2	aAutosome	3	80	240	NON	1.38057
MvSl-1064-A2-R4_MC02g03748	A2	aAutosome	1	149	149	NON	0.600481
MvSl-1064-A2-R4_MC02g03749	A2	aAutosome	1	51	51	DE	3.21067
MvSl-1064-A2-R4_MC02g03750	A2	aAutosome	5	68.4	342	NON	4.90505
MvSl-1064-A2-R4_MC02g03751	A2	aAutosome	7	183.286	1283	NON	5.08515
MvSl-1064-A2-R4_MC02g03754	A2	aAutosome	2	82.5	165	NON	2.61492
MvSl-1064-A2-R4_MC02g03755	A2	aAutosome	1	89	89	NON	0.77443
MvSl-1064-A2-R4_MC02g03758	A2	aAutosome	4	68.25	273	NON	4.55653
MvSl-1064-A2-R4_MC02g03759	A2	aAutosome	1	0	0	NON	0.59722
MvSl-1064-A2-R4_MC02g03760	A2	aAutosome	2	65	130	NON	5.35855
MvSl-1064-A2-R4_MC02g03761	A2	aAutosome	2	148.5	297	NON	5.79152
MvSl-1064-A2-R4_MC02g03762	A2	aAutosome	1	94	94	DE	3.91061
MvSl-1064-A2-R4_MC02g03763	A2	aAutosome	1	106	106	NON	2.55593
MvSl-1064-A2-R4_MC02g03764	A2	aAutosome	6	107.167	643	NON	6.23289
MvSl-1064-A2-R4_MC02g03765	A2	aAutosome	1	69	69	NON	6.64984
MvSl-1064-A2-R4_MC02g03766	A2	aAutosome	4	79	316	NON	6.0988
MvSl-1064-A2-R4_MC02g03767	A2	aAutosome	6	90	540	NON	8.11483
MvSl-1064-A2-R4_MC02g03768	A2	aAutosome	3	74	222	NON	6.08131
MvSl-1064-A2-R4_MC02g03769	A2	aAutosome	4	81.25	325	NON	5.43271
MvSl-1064-A2-R4_MC02g03771	A2	aAutosome	2	56	112	NON	4.04364
MvSl-1064-A2-R4_MC02g03772	A2	aAutosome	1	0	0	NON	3.65925
MvSl-1064-A2-R4_MC02g03773	A2	aAutosome	1	73	73	NON	1.58763
MvSl-1064-A2-R4_MC02g03776	A2	aAutosome	1	157	157	DE	3.24512
MvSl-1064-A2-R4_MC02g03777	A2	aAutosome	1	0	0	NON	3.24746
MvSl-1064-A2-R4_MC02g03779	A2	aAutosome	4	112.5	450	NON	3.28889
MvSl-1064-A2-R4_MC02g03781	A2	aAutosome	1	205	205	NON	0.445135
MvSl-1064-A2-R4_MC02g03782	A2	aAutosome	7	110.286	772	NON	6.06155
MvSl-1064-A2-R4_MC02g03783	A2	aAutosome	4	88.5	354	NON	6.67285
MvSl-1064-A2-R4_MC02g03784	A2	aAutosome	1	98	98	NON	1.18111
MvSl-1064-A2-R4_MC02g03785	A2	aAutosome	2	66.5	133	NON	8.7502
MvSl-1064-A2-R4_MC02g03788	A2	aAutosome	1	91	91	NON	5.7648
MvSl-1064-A2-R4_MC02g03789	A2	aAutosome	1	0	0	NON	4.57749
MvSl-1064-A2-R4_MC02g03790	A2	aAutosome	1	92	92	NON	3.76748
MvSl-1064-A2-R4_MC02g03791	A2	aAutosome	2	78	156	NON	4.54497
MvSl-1064-A2-R4_MC02g03793	A2	aAutosome	1	45	45	DE	5.04958
MvSl-1064-A2-R4_MC02g03794	A2	aAutosome	1	0	0	NON	2.33542
MvSl-1064-A2-R4_MC02g03795	A2	aAutosome	1	0	0	NON	3.96295
MvSl-1064-A2-R4_MC02g03796	A2	aAutosome	10	123.7	1237	NON	4.21579
MvSl-1064-A2-R4_MC02g03797	A2	aAutosome	1	64	64	NON	1.43084
MvSl-1064-A2-R4_MC02g03799	A2	aAutosome	2	75.5	151	NON	0.458806
MvSl-1064-A2-R4_MC02g03802	A2	aAutosome	3	74.6667	224	NON	5.24032
MvSl-1064-A2-R4_MC02g03803	A2	aAutosome	2	84.5	169	NON	5.01616
MvSl-1064-A2-R4_MC02g03804	A2	aAutosome	5	127.4	637	NON	7.02452
MvSl-1064-A2-R4_MC02g03805	A2	aAutosome	3	72.6667	218	NON	4.34691
MvSl-1064-A2-R4_MC02g03806	A2	aAutosome	8	90.125	721	NON	6.07729
MvSl-1064-A2-R4_MC02g03807	A2	aAutosome	5	72	360	NON	6.42718
MvSl-1064-A2-R4_MC02g03808	A2	aAutosome	4	129	516	NON	6.66993
MvSl-1064-A2-R4_MC02g03809	A2	aAutosome	5	84	420	NON	5.57026
MvSl-1064-A2-R4_MC02g03810	A2	aAutosome	5	83.2	416	NON	7.75389
MvSl-1064-A2-R4_MC02g03811	A2	aAutosome	5	73.6	368	NON	1.05886
MvSl-1064-A2-R4_MC02g03813	A2	aAutosome	7	71	497	NON	6.84062
MvSl-1064-A2-R4_MC02g03814	A2	aAutosome	6	98	588	NON	6.83149
MvSl-1064-A2-R4_MC02g03815	A2	aAutosome	5	90	450	NON	1.45769
MvSl-1064-A2-R4_MC02g03816	A2	aAutosome	3	103.667	311	NON	5.4023
MvSl-1064-A2-R4_MC02g03817	A2	aAutosome	6	146.667	880	NON	8.25982
MvSl-1064-A2-R4_MC02g03819	A2	aAutosome	1	0	0	NON	2.54891
MvSl-1064-A2-R4_MC02g03820	A2	aAutosome	1	151	151	NON	4.77084
MvSl-1064-A2-R4_MC02g03821	A2	aAutosome	9	86.3333	777	NON	6.7439
MvSl-1064-A2-R4_MC02g03822	A2	aAutosome	3	174.667	524	NON	8.25926
MvSl-1064-A2-R4_MC02g03824	A2	aAutosome	3	65.3333	196	NON	5.93775
MvSl-1064-A2-R4_MC02g03825	A2	aAutosome	2	88	176	NON	6.99912
MvSl-1064-A2-R4_MC02g03826	A2	aAutosome	1	0	0	NON	4.76511
MvSl-1064-A2-R4_MC02g03827	A2	aAutosome	2	78.5	157	NON	3.15211
MvSl-1064-A2-R4_MC02g03829	A2	aAutosome	6	102.5	615	NON	5.83132
MvSl-1064-A2-R4_MC02g03830	A2	aAutosome	5	83.4	417	NON	5.76904
MvSl-1064-A2-R4_MC02g03831	A2	aAutosome	13	90.2308	1173	NON	4.97116
MvSl-1064-A2-R4_MC02g03833	A2	aAutosome	1	74	74	NON	1.37587
MvSl-1064-A2-R4_MC02g03835	A2	aAutosome	5	120.8	604	NON	3.14468
MvSl-1064-A2-R4_MC02g03836	A2	aAutosome	6	65.1667	391	NON	4.52896
MvSl-1064-A2-R4_MC02g03839	A2	aAutosome	1	69	69	NON	7.80021
MvSl-1064-A2-R4_MC02g03840	A2	aAutosome	1	73	73	NON	5.36
MvSl-1064-A2-R4_MC02g03841	A2	aAutosome	1	0	0	NON	1.61833
MvSl-1064-A2-R4_MC02g03842	A2	aAutosome	3	94	282	NON	3.52248
MvSl-1064-A2-R4_MC02g03845	A2	aAutosome	4	102.25	409	NON	5.98916
MvSl-1064-A2-R4_MC02g03846	A2	aAutosome	4	98.25	393	NON	6.07409
MvSl-1064-A2-R4_MC02g03847	A2	aAutosome	3	111.667	335	NON	8.2424
MvSl-1064-A2-R4_MC02g03848	A2	aAutosome	3	110.667	332	NON	1.64584
MvSl-1064-A2-R4_MC02g03850	A2	aAutosome	6	69.8333	419	NON	7.64648
MvSl-1064-A2-R4_MC02g03851	A2	aAutosome	2	81	162	NON	3.86766
MvSl-1064-A2-R4_MC02g03852	A2	aAutosome	1	0	0	NON	3.56884
MvSl-1064-A2-R4_MC02g03853	A2	aAutosome	1	0	0	NON	1.21016
MvSl-1064-A2-R4_MC02g03854	A2	aAutosome	3	139	417	NON	7.26016
MvSl-1064-A2-R4_MC02g03855	A2	aAutosome	11	99	1089	NON	5.94001
MvSl-1064-A2-R4_MC02g03857	A2	aAutosome	9	77	693	NON	1.47939
MvSl-1064-A2-R4_MC02g03858	A2	aAutosome	6	92.1667	553	NON	3.15213
MvSl-1064-A2-R4_MC02g03859	A2	aAutosome	5	64.4	322	NON	5.48091
MvSl-1064-A2-R4_MC02g03860	A2	aAutosome	4	174	696	NON	6.80926
MvSl-1064-A2-R4_MC02g03861	A2	aAutosome	5	70.8	354	NON	7.02192
MvSl-1064-A2-R4_MC02g03862	A2	aAutosome	4	113.25	453	NON	1.96212
MvSl-1064-A2-R4_MC02g03863	A2	aAutosome	4	104.75	419	NON	8.26508
MvSl-1064-A2-R4_MC02g03864	A2	aAutosome	3	89.3333	268	NON	2.93748
MvSl-1064-A2-R4_MC02g03865	A2	aAutosome	6	76.3333	458	NON	7.17152
MvSl-1064-A2-R4_MC02g03866	A2	aAutosome	5	79.2	396	NON	6.37007
MvSl-1064-A2-R4_MC02g03867	A2	aAutosome	4	103.25	413	NON	6.48646
MvSl-1064-A2-R4_MC02g03868	A2	aAutosome	1	71	71	NON	8.96893
MvSl-1064-A2-R4_MC02g03869	A2	aAutosome	1	60	60	NON	8.06983
MvSl-1064-A2-R4_MC02g03870	A2	aAutosome	4	84	336	NON	6.93406
MvSl-1064-A2-R4_MC02g03871	A2	aAutosome	4	79.75	319	NON	6.21273
MvSl-1064-A2-R4_MC02g03874	A2	aAutosome	4	83.75	335	NON	5.48486
MvSl-1064-A2-R4_MC02g03875	A2	aAutosome	10	86	860	NON	4.66413
MvSl-1064-A2-R4_MC02g03876	A2	aAutosome	4	95	380	NON	4.34132
MvSl-1064-A2-R4_MC02g03877	A2	aAutosome	10	64.5	645	NON	2.57507
MvSl-1064-A2-R4_MC02g03878	A2	aAutosome	3	128	384	NON	5.53629
MvSl-1064-A2-R4_MC02g03879	A2	aAutosome	3	85.3333	256	NON	7.24105
MvSl-1064-A2-R4_MC02g03880	A2	aAutosome	5	113.6	568	NON	7.42179
MvSl-1064-A2-R4_MC02g03881	A2	aAutosome	5	157	785	NON	4.98849
MvSl-1064-A2-R4_MC02g03884	A2	aAutosome	4	105.5	422	DE	8.15101
MvSl-1064-A2-R4_MC02g03885	A2	aAutosome	1	40	40	NON	3.43822
MvSl-1064-A2-R4_MC02g03886	A2	aAutosome	14	95.7857	1341	NON	8.84718
MvSl-1064-A2-R4_MC02g03887	A2	aAutosome	3	61.3333	184	NON	7.92884
MvSl-1064-A2-R4_MC02g03888	A2	aAutosome	7	109.429	766	NON	6.93975
MvSl-1064-A2-R4_MC02g03889	A2	aAutosome	1	0	0	NON	0.702668
MvSl-1064-A2-R4_MC02g03891	A2	aAutosome	2	99.5	199	NON	6.7445
MvSl-1064-A2-R4_MC02g03892	A2	aAutosome	2	144	288	NON	6.04898
MvSl-1064-A2-R4_MC02g03893	A2	aAutosome	12	72	864	NON	6.78282
MvSl-1064-A2-R4_MC02g03894	A2	aAutosome	5	108.2	541	NON	7.05967
MvSl-1064-A2-R4_MC02g03895	A2	aAutosome	2	149	298	DE	5.60397
MvSl-1064-A2-R4_MC02g03896	A2	aAutosome	3	69.3333	208	NON	6.63594
MvSl-1064-A2-R4_MC02g03897	A2	aAutosome	3	69.3333	208	NON	8.09582
MvSl-1064-A2-R4_MC02g03898	A2	aAutosome	2	81.5	163	NON	6.85615
MvSl-1064-A2-R4_MC02g03899	A2	aAutosome	4	83.75	335	NON	8.04651
MvSl-1064-A2-R4_MC02g03900	A2	aAutosome	3	102.667	308	NON	7.11434
MvSl-1064-A2-R4_MC02g03901	A2	aAutosome	1	0	0	NON	3.82543
MvSl-1064-A2-R4_MC02g03902	A2	aAutosome	1	0	0	NON	3.92717
MvSl-1064-A2-R4_MC02g03903	A2	aAutosome	10	103.4	1034	NON	7.796
MvSl-1064-A2-R4_MC02g03904	A2	aAutosome	8	82.125	657	NON	6.20114
MvSl-1064-A2-R4_MC02g03905	A2	aAutosome	5	73.2	366	NON	4.8721
MvSl-1064-A2-R4_MC02g03906	A2	aAutosome	7	108.286	758	NON	6.27788
MvSl-1064-A2-R4_MC02g03907	A2	aAutosome	1	0	0	NON	7.2253
MvSl-1064-A2-R4_MC02g03908	A2	aAutosome	5	56.6	283	NON	7.19783
MvSl-1064-A2-R4_MC02g03909	A2	aAutosome	4	90	360	NON	4.52514
MvSl-1064-A2-R4_MC02g03910	A2	aAutosome	3	75.6667	227	NON	6.20795
MvSl-1064-A2-R4_MC02g03911	A2	aAutosome	3	146.333	439	NON	6.88068
MvSl-1064-A2-R4_MC02g03912	A2	aAutosome	6	84.3333	506	NON	6.42214
MvSl-1064-A2-R4_MC02g03913	A2	aAutosome	4	160.75	643	NON	6.38642
MvSl-1064-A2-R4_MC02g03914	A2	aAutosome	5	77.8	389	NON	5.61187
MvSl-1064-A2-R4_MC02g03915	A2	aAutosome	5	89.8	449	NON	7.71283
MvSl-1064-A2-R4_MC02g03916	A2	aAutosome	6	153.333	920	NON	2.81091
MvSl-1064-A2-R4_MC02g03917	A2	aAutosome	3	77.3333	232	NON	4.7103
MvSl-1064-A2-R4_MC02g03918	A2	aAutosome	1	0	0	NON	4.45301
MvSl-1064-A2-R4_MC02g03919	A2	aAutosome	1	81	81	NON	4.53871
MvSl-1064-A2-R4_MC02g03920	A2	aAutosome	1	0	0	NON	4.89365
MvSl-1064-A2-R4_MC02g03922	A2	aAutosome	6	83	498	NON	4.78117
MvSl-1064-A2-R4_MC02g03923	A2	aAutosome	8	90.25	722	NON	6.70731
MvSl-1064-A2-R4_MC02g03924	A2	aAutosome	1	0	0	NON	1.3872
MvSl-1064-A2-R4_MC02g03925	A2	aAutosome	5	144	720	NON	3.45511
MvSl-1064-A2-R4_MC02g03926	A2	aAutosome	3	93	279	NON	5.80193
MvSl-1064-A2-R4_MC02g03927	A2	aAutosome	6	76.6667	460	NON	3.7851
MvSl-1064-A2-R4_MC02g03928	A2	aAutosome	6	78.3333	470	NON	7.46831
MvSl-1064-A2-R4_MC02g03929	A2	aAutosome	1	0	0	NON	1.49281
MvSl-1064-A2-R4_MC02g03930	A2	aAutosome	2	101.5	203	NON	2.78266
MvSl-1064-A2-R4_MC02g03931	A2	aAutosome	1	99	99	NON	4.07127
MvSl-1064-A2-R4_MC02g03932	A2	aAutosome	2	87	174	NON	2.54783
MvSl-1064-A2-R4_MC02g03934	A2	aAutosome	5	77.6	388	NON	5.79984
MvSl-1064-A2-R4_MC02g03935	A2	aAutosome	2	71.5	143	NON	5.85815
MvSl-1064-A2-R4_MC02g03936	A2	aAutosome	1	92	92	NON	3.71742
MvSl-1064-A2-R4_MC02g03937	A2	aAutosome	7	82.7143	579	NON	10.3191
MvSl-1064-A2-R4_MC02g03938	A2	aAutosome	1	40	40	NON	2.53961
MvSl-1064-A2-R4_MC02g03939	A2	aAutosome	3	88	264	NON	1.62721
MvSl-1064-A2-R4_MC02g03940	A2	aAutosome	2	57.5	115	NON	3.17273
MvSl-1064-A2-R4_MC02g03942	A2	aAutosome	6	121.833	731	NON	4.12275
MvSl-1064-A2-R4_MC02g03943	A2	aAutosome	1	62	62	NON	2.09633
MvSl-1064-A2-R4_MC02g03944	A2	aAutosome	1	78	78	NON	5.25166
MvSl-1064-A2-R4_MC02g03945	A2	aAutosome	1	56	56	NON	4.69338
MvSl-1064-A2-R4_MC02g03946	A2	aAutosome	5	114.4	572	NON	3.91205
MvSl-1064-A2-R4_MC02g03947	A2	aAutosome	1	89	89	NON	2.86118
MvSl-1064-A2-R4_MC02g03948	A2	aAutosome	4	126	504	NON	6.05069
MvSl-1064-A2-R4_MC02g03949	A2	aAutosome	3	102.667	308	NON	5.51451
MvSl-1064-A2-R4_MC02g03950	A2	aAutosome	1	0	0	NON	3.47745
MvSl-1064-A2-R4_MC02g03951	A2	aAutosome	2	89.5	179	NON	1.01105
MvSl-1064-A2-R4_MC02g03952	A2	aAutosome	6	175.167	1051	NON	2.37513
MvSl-1064-A2-R4_MC02g03957	A2	aAutosome	7	112.286	786	NON	4.90278
MvSl-1064-A2-R4_MC02g03958	A2	aAutosome	12	143.75	1725	NON	10.373
MvSl-1064-A2-R4_MC02g03959	A2	aAutosome	2	97	194	NON	6.32147
MvSl-1064-A2-R4_MC02g03960	A2	aAutosome	1	73	73	NON	4.91559
MvSl-1064-A2-R4_MC02g03961	A2	aAutosome	2	102	204	NON	5.6524
MvSl-1064-A2-R4_MC02g03962	A2	aAutosome	1	0	0	NON	7.54047
MvSl-1064-A2-R4_MC02g03963	A2	aAutosome	9	100.889	908	NON	6.93708
MvSl-1064-A2-R4_MC02g03964	A2	aAutosome	3	115	345	NON	5.18212
MvSl-1064-A2-R4_MC02g03965	A2	aAutosome	3	71.6667	215	NON	4.22792
MvSl-1064-A2-R4_MC02g03966	A2	aAutosome	10	76.4	764	NON	7.82152
MvSl-1064-A2-R4_MC02g03967	A2	aAutosome	4	82.25	329	NON	6.1863
MvSl-1064-A2-R4_MC02g03968	A2	aAutosome	2	55.5	111	NON	8.39476
MvSl-1064-A2-R4_MC02g03969	A2	aAutosome	2	92	184	NON	4.9018
MvSl-1064-A2-R4_MC02g03970	A2	aAutosome	3	97	291	NON	6.044
MvSl-1064-A2-R4_MC02g03971	A2	aAutosome	4	84.5	338	NON	4.73298
MvSl-1064-A2-R4_MC02g03972	A2	aAutosome	2	54	108	NON	4.92423
MvSl-1064-A2-R4_MC02g03973	A2	aAutosome	10	91.7	917	NON	6.56462
MvSl-1064-A2-R4_MC02g03974	A2	aAutosome	6	79.8333	479	NON	6.12122
MvSl-1064-A2-R4_MC02g03975	A2	aAutosome	4	101	404	NON	6.37667
MvSl-1064-A2-R4_MC02g03976	A2	aAutosome	2	87	174	NON	5.10146
MvSl-1064-A2-R4_MC02g03977	A2	aAutosome	5	78	390	NON	3.81964
MvSl-1064-A2-R4_MC02g03978	A2	aAutosome	4	70	280	NON	5.99347
MvSl-1064-A2-R4_MC02g03979	A2	aAutosome	5	66	330	NON	4.53992
MvSl-1064-A2-R4_MC02g03980	A2	aAutosome	1	66	66	NON	4.45158
MvSl-1064-A2-R4_MC02g03981	A2	aAutosome	1	0	0	NON	4.64261
MvSl-1064-A2-R4_MC02g03982	A2	aAutosome	7	95.4286	668	NON	7.99241
MvSl-1064-A2-R4_MC02g03983	A2	aAutosome	1	0	0	NON	2.98979
MvSl-1064-A2-R4_MC02g03984	A2	aAutosome	4	67.25	269	NON	2.23669
MvSl-1064-A2-R4_MC02g03985	A2	aAutosome	1	85	85	NON	5.56975
MvSl-1064-A2-R4_MC02g03986	A2	aAutosome	4	69.75	279	NON	2.89537
MvSl-1064-A2-R4_MC02g03987	A2	aAutosome	3	78	234	NON	5.66627
MvSl-1064-A2-R4_MC02g03988	A2	aAutosome	5	66.8	334	NON	4.77586
MvSl-1064-A2-R4_MC02g03989	A2	aAutosome	10	70.6	706	NON	5.51564
MvSl-1064-A2-R4_MC02g03990	A2	aAutosome	9	81.7778	736	NON	6.00979
MvSl-1064-A2-R4_MC02g03991	A2	aAutosome	9	74.6667	672	NON	5.70281
MvSl-1064-A2-R4_MC02g03992	A2	aAutosome	3	126	378	NON	4.01558
MvSl-1064-A2-R4_MC02g03993	A2	aAutosome	5	69.2	346	NON	3.75036
MvSl-1064-A2-R4_MC02g03994	A2	aAutosome	1	0	0	NON	3.08385
MvSl-1064-A2-R4_MC02g03995	A2	aAutosome	4	97.75	391	NON	4.47597
MvSl-1064-A2-R4_MC02g03996	A2	aAutosome	6	135.333	812	NON	4.78368
MvSl-1064-A2-R4_MC02g03997	A2	aAutosome	1	0	0	NON	2.82836
MvSl-1064-A2-R4_MC02g03998	A2	aAutosome	7	88	616	NON	6.77754
MvSl-1064-A2-R4_MC02g03999	A2	aAutosome	3	97	291	NON	6.67926
