gene	chr	start	end	geneID	intronnr	intronmean	introntotal
MvSl-1064-A1-R4_A1	Black	1683482	1684057	MvSl-1064-A1-R4_A1g00790	3	81	243
MvSl-1064-A1-R4_A1	Black	1684208	1684384	MvSl-1064-A1-R4_A1g00791	1	0	0
MvSl-1064-A1-R4_A1	Black	1685157	1687062	MvSl-1064-A1-R4_A1g00792	5	96.8	484
MvSl-1064-A1-R4_A1	Black	1687144	1687392	MvSl-1064-A1-R4_A1g00793	1	0	0
MvSl-1064-A1-R4_A1	Black	1690049	1690201	MvSl-1064-A1-R4_A1g00795	1	0	0
MvSl-1064-A1-R4_A1	Black	1690452	1692716	MvSl-1064-A1-R4_A1g00796	1	0	0
MvSl-1064-A1-R4_A1	Black	1693043	1693478	MvSl-1064-A1-R4_A1g00797	1	235	235
MvSl-1064-A1-R4_A1	Black	1694082	1695936	MvSl-1064-A1-R4_A1g00798	7	85	595
MvSl-1064-A1-R4_A1	Black	1697537	1698363	MvSl-1064-A1-R4_A1g00799	3	58.6667	176
MvSl-1064-A1-R4_A1	Black	1706126	1708911	MvSl-1064-A1-R4_A1g00802	7	68.4286	479
MvSl-1064-A1-R4_A1	Black	1708980	1710388	MvSl-1064-A1-R4_A1g00803	2	77.5	155
MvSl-1064-A1-R4_A1	Black	1718072	1719852	MvSl-1064-A1-R4_A1g00805	2	110.5	221
MvSl-1064-A1-R4_A1	Black	1721558	1724769	MvSl-1064-A1-R4_A1g00806	8	92.875	743
MvSl-1064-A1-R4_A1	Black	1724998	1728313	MvSl-1064-A1-R4_A1g00807	12	97.5833	1171
MvSl-1064-A1-R4_A1	Black	1730193	1730650	MvSl-1064-A1-R4_A1g00809	1	47	47
MvSl-1064-A1-R4_A1	Black	1730738	1731250	MvSl-1064-A1-R4_A1g00810	1	72	72
MvSl-1064-A1-R4_A1	Black	1731610	1731937	MvSl-1064-A1-R4_A1g00811	1	70	70
MvSl-1064-A1-R4_A1	Black	1732001	1734371	MvSl-1064-A1-R4_A1g00812	4	145	580
MvSl-1064-A1-R4_A1	Black	1734470	1735304	MvSl-1064-A1-R4_A1g00813	3	112.333	337
MvSl-1064-A1-R4_A1	Black	1735366	1735672	MvSl-1064-A1-R4_A1g00814	2	75.5	151
MvSl-1064-A1-R4_A1	Black	1735751	1736615	MvSl-1064-A1-R4_A1g00815	1	166	166
MvSl-1064-A1-R4_A1	Black	1736704	1736911	MvSl-1064-A1-R4_A1g00816	1	91	91
MvSl-1064-A1-R4_A1	Black	1737501	1741147	MvSl-1064-A1-R4_A1g00817	3	206.667	620
MvSl-1064-A1-R4_A1	Black	1741251	1742380	MvSl-1064-A1-R4_A1g00818	2	71.5	143
MvSl-1064-A1-R4_A1	Black	1742557	1745556	MvSl-1064-A1-R4_A1g00819	1	90	90
MvSl-1064-A1-R4_A1	Black	1746202	1746657	MvSl-1064-A1-R4_A1g00821	1	0	0
MvSl-1064-A1-R4_A1	Black	1746981	1750716	MvSl-1064-A1-R4_A1g00822	5	59.6	298
MvSl-1064-A1-R4_A1	Black	1751049	1751282	MvSl-1064-A1-R4_A1g00823	1	57	57
MvSl-1064-A1-R4_A1	Black	1751427	1752854	MvSl-1064-A1-R4_A1g00824	6	127.5	765
MvSl-1064-A1-R4_A1	Black	1753168	1754398	MvSl-1064-A1-R4_A1g00825	4	61	244
MvSl-1064-A1-R4_A1	Black	1754659	1754832	MvSl-1064-A1-R4_A1g00826	1	0	0
MvSl-1064-A1-R4_A1	Black	1755412	1756194	MvSl-1064-A1-R4_A1g00827	2	153	306
MvSl-1064-A1-R4_A1	Black	1758020	1758187	MvSl-1064-A1-R4_A1g00828	1	0	0
MvSl-1064-A1-R4_A1	Black	1758950	1759714	MvSl-1064-A1-R4_A1g00829	2	85.5	171
MvSl-1064-A1-R4_A1	Black	1759867	1760064	MvSl-1064-A1-R4_A1g00830	1	96	96
MvSl-1064-A1-R4_A1	Black	1760814	1760973	MvSl-1064-A1-R4_A1g00831	1	58	58
MvSl-1064-A1-R4_A1	Black	1764621	1764984	MvSl-1064-A1-R4_A1g00833	1	82	82
MvSl-1064-A1-R4_A1	Black	1765433	1769293	MvSl-1064-A1-R4_A1g00834	11	65.7273	723
MvSl-1064-A1-R4_A1	Black	1771409	1772344	MvSl-1064-A1-R4_A1g00836	2	94.5	189
MvSl-1064-A1-R4_A1	Black	1772682	1776910	MvSl-1064-A1-R4_A1g00837	2	44.5	89
MvSl-1064-A1-R4_A1	Black	1779375	1779922	MvSl-1064-A1-R4_A1g00838	1	41	41
MvSl-1064-A1-R4_A1	Black	1780431	1784944	MvSl-1064-A1-R4_A1g00839	12	88.1667	1058
MvSl-1064-A1-R4_A1	Black	1788461	1789644	MvSl-1064-A1-R4_A1g00841	2	73	146
MvSl-1064-A1-R4_A1	Black	1802161	1807913	MvSl-1064-A1-R4_A1g00846	1	41	41
MvSl-1064-A1-R4_A1	Black	1808244	1809983	MvSl-1064-A1-R4_A1g00847	1	0	0
MvSl-1064-A1-R4_A1	Black	1810847	1816989	MvSl-1064-A1-R4_A1g00848	1	47	47
MvSl-1064-A1-R4_A1	Black	1817637	1817837	MvSl-1064-A1-R4_A1g00849	1	0	0
MvSl-1064-A1-R4_A1	Black	1818429	1831272	MvSl-1064-A1-R4_A1g00850	14	92.2143	1291
MvSl-1064-A1-R4_A1	Black	1831350	1832590	MvSl-1064-A1-R4_A1g00851	3	76.6667	230
MvSl-1064-A1-R4_A1	Black	1832733	1833013	MvSl-1064-A1-R4_A1g00852	1	56	56
MvSl-1064-A1-R4_A1	Black	1845751	1846365	MvSl-1064-A1-R4_A1g00857	3	64	192
MvSl-1064-A1-R4_A1	Black	1847347	1849203	MvSl-1064-A1-R4_A1g00858	5	82.8	414
MvSl-1064-A1-R4_A1	Black	1850243	1851664	MvSl-1064-A1-R4_A1g00859	5	78	390
MvSl-1064-A1-R4_A1	Black	1852252	1852844	MvSl-1064-A1-R4_A1g00860	3	76.6667	230
MvSl-1064-A1-R4_A1	Black	1854330	1854768	MvSl-1064-A1-R4_A1g00861	1	70	70
MvSl-1064-A1-R4_A1	Black	1855457	1859450	MvSl-1064-A1-R4_A1g00862	6	101.167	607
MvSl-1064-A1-R4_A1	Black	1859765	1861043	MvSl-1064-A1-R4_A1g00863	2	186.5	373
MvSl-1064-A1-R4_A1	Black	1861298	1861459	MvSl-1064-A1-R4_A1g00864	1	0	0
MvSl-1064-A1-R4_A1	Black	1861713	1862835	MvSl-1064-A1-R4_A1g00865	5	78.2	391
MvSl-1064-A1-R4_A1	Black	1863034	1867720	MvSl-1064-A1-R4_A1g00866	6	111.167	667
MvSl-1064-A1-R4_A1	Black	1867836	1869529	MvSl-1064-A1-R4_A1g00867	5	79	395
MvSl-1064-A1-R4_A1	Black	1869958	1871976	MvSl-1064-A1-R4_A1g00868	5	145.2	726
MvSl-1064-A1-R4_A1	Black	1875266	1875461	MvSl-1064-A1-R4_A1g00870	1	64	64
MvSl-1064-A1-R4_A1	Black	1876375	1876677	MvSl-1064-A1-R4_A1g00871	1	0	0
MvSl-1064-A1-R4_A1	Black	1877083	1877493	MvSl-1064-A1-R4_A1g00872	1	84	84
MvSl-1064-A1-R4_A1	Black	1877937	1880100	MvSl-1064-A1-R4_A1g00873	10	78.7	787
MvSl-1064-A1-R4_A1	Black	1880645	1880865	MvSl-1064-A1-R4_A1g00874	1	65	65
MvSl-1064-A1-R4_A1	Black	1880922	1881191	MvSl-1064-A1-R4_A1g00875	1	0	0
MvSl-1064-A1-R4_A1	Black	1881637	1885681	MvSl-1064-A1-R4_A1g00876	8	81.5	652
MvSl-1064-A1-R4_A1	Black	1885757	1886437	MvSl-1064-A1-R4_A1g00877	2	61.5	123
MvSl-1064-A1-R4_A1	Black	1886970	1887122	MvSl-1064-A1-R4_A1g00878	1	0	0
MvSl-1064-A1-R4_A1	Black	1887328	1890569	MvSl-1064-A1-R4_A1g00879	5	105.4	527
MvSl-1064-A1-R4_A1	Black	1890749	1893127	MvSl-1064-A1-R4_A1g00880	4	87	348
MvSl-1064-A1-R4_A1	Black	1895253	1895522	MvSl-1064-A1-R4_A1g00881	1	0	0
MvSl-1064-A1-R4_A1	Black	1896076	1897987	MvSl-1064-A1-R4_A1g00882	7	75.5714	529
MvSl-1064-A1-R4_A1	Black	1898390	1903343	MvSl-1064-A1-R4_A1g00883	11	116	1276
MvSl-1064-A1-R4_A1	Black	1904427	1905635	MvSl-1064-A1-R4_A1g00884	6	93	558
MvSl-1064-A1-R4_A1	Black	1906179	1907200	MvSl-1064-A1-R4_A1g00885	3	223.667	671
MvSl-1064-A1-R4_A1	Black	1910384	1910536	MvSl-1064-A1-R4_A1g00887	1	0	0
MvSl-1064-A1-R4_A1	Black	1911542	1916254	MvSl-1064-A1-R4_A1g00888	7	75	525
MvSl-1064-A1-R4_A1	Black	1916537	1917571	MvSl-1064-A1-R4_A1g00889	2	150	300
MvSl-1064-A1-R4_A1	Black	1918184	1921556	MvSl-1064-A1-R4_A1g00890	5	96.8	484
MvSl-1064-A1-R4_A1	Black	1921718	1923408	MvSl-1064-A1-R4_A1g00891	2	259	518
MvSl-1064-A1-R4_A1	Black	1923502	1925275	MvSl-1064-A1-R4_A1g00892	2	107	214
MvSl-1064-A1-R4_A1	Black	1925713	1927994	MvSl-1064-A1-R4_A1g00893	8	71.125	569
MvSl-1064-A1-R4_A1	Black	1929861	1931903	MvSl-1064-A1-R4_A1g00894	4	60.75	243
MvSl-1064-A1-R4_A1	Black	1932526	1933715	MvSl-1064-A1-R4_A1g00895	4	109.25	437
MvSl-1064-A1-R4_A1	Black	1934137	1934705	MvSl-1064-A1-R4_A1g00896	1	137	137
MvSl-1064-A1-R4_A1	Black	1934751	1936103	MvSl-1064-A1-R4_A1g00897	3	76	228
MvSl-1064-A1-R4_A1	Black	1936167	1936358	MvSl-1064-A1-R4_A1g00898	1	0	0
MvSl-1064-A1-R4_A1	Black	1936410	1939763	MvSl-1064-A1-R4_A1g00899	6	73.5	441
MvSl-1064-A1-R4_A1	Black	1940560	1941096	MvSl-1064-A1-R4_A1g00900	1	69	69
MvSl-1064-A1-R4_A1	Black	1943418	1943662	MvSl-1064-A1-R4_A1g00901	1	83	83
MvSl-1064-A1-R4_A1	Black	1943719	1946433	MvSl-1064-A1-R4_A1g00902	3	50	150
MvSl-1064-A1-R4_A1	Black	1946953	1950011	MvSl-1064-A1-R4_A1g00903	9	87.8889	791
MvSl-1064-A1-R4_A1	Black	1950368	1950922	MvSl-1064-A1-R4_A1g00904	1	138	138
MvSl-1064-A1-R4_A1	Black	1950980	1954727	MvSl-1064-A1-R4_A1g00905	3	61.3333	184
MvSl-1064-A1-R4_A1	Black	1954787	1955203	MvSl-1064-A1-R4_A1g00906	1	0	0
MvSl-1064-A1-R4_A1	Black	1955416	1959509	MvSl-1064-A1-R4_A1g00907	7	83	581
MvSl-1064-A1-R4_A1	Black	1959558	1962660	MvSl-1064-A1-R4_A1g00908	3	123.333	370
MvSl-1064-A1-R4_A1	Black	1962940	1963149	MvSl-1064-A1-R4_A1g00909	1	45	45
MvSl-1064-A1-R4_A1	Black	1963284	1964943	MvSl-1064-A1-R4_A1g00910	7	103	721
MvSl-1064-A1-R4_A1	Black	1975648	1977845	MvSl-1064-A1-R4_A1g00914	7	126.286	884
MvSl-1064-A1-R4_A1	Black	1978003	1978161	MvSl-1064-A1-R4_A1g00915	1	0	0
MvSl-1064-A1-R4_A1	Black	1979096	1979682	MvSl-1064-A1-R4_A1g00916	1	74	74
MvSl-1064-A1-R4_A1	Black	1980177	1980386	MvSl-1064-A1-R4_A1g00917	1	0	0
MvSl-1064-A1-R4_A1	Black	1981242	1982900	MvSl-1064-A1-R4_A1g00918	5	80.4	402
MvSl-1064-A1-R4_A1	Black	1983323	1983762	MvSl-1064-A1-R4_A1g00919	1	143	143
MvSl-1064-A1-R4_A1	Black	1996326	1998910	MvSl-1064-A1-R4_A1g00924	6	68.3333	410
MvSl-1064-A1-R4_A1	Black	1999093	1999997	MvSl-1064-A1-R4_A1g00925	2	62.5	125
MvSl-1064-A1-R4_A1	Black	2000097	2000516	MvSl-1064-A1-R4_A1g00926	1	0	0
MvSl-1064-A1-R4_A1	Black	2000669	2002350	MvSl-1064-A1-R4_A1g00927	4	79.25	317
MvSl-1064-A1-R4_A1	Black	2002682	2003990	MvSl-1064-A1-R4_A1g00928	2	62	124
MvSl-1064-A1-R4_A1	Black	2005032	2007320	MvSl-1064-A1-R4_A1g00930	3	59	177
MvSl-1064-A1-R4_A1	Black	2009185	2010535	MvSl-1064-A1-R4_A1g00931	1	43	43
MvSl-1064-A1-R4_A1	Black	2010788	2011245	MvSl-1064-A1-R4_A1g00932	1	44	44
MvSl-1064-A1-R4_A1	Black	2011564	2013370	MvSl-1064-A1-R4_A1g00933	2	60.5	121
MvSl-1064-A1-R4_A1	Black	2013857	2015775	MvSl-1064-A1-R4_A1g00934	1	56	56
MvSl-1064-A1-R4_A1	Black	2015854	2016333	MvSl-1064-A1-R4_A1g00935	1	0	0
MvSl-1064-A1-R4_A1	Black	2016690	2016863	MvSl-1064-A1-R4_A1g00936	1	0	0
MvSl-1064-A1-R4_A1	Black	2017557	2018480	MvSl-1064-A1-R4_A1g00937	3	72	216
MvSl-1064-A1-R4_A1	Black	2018776	2019168	MvSl-1064-A1-R4_A1g00938	1	0	0
MvSl-1064-A1-R4_A1	Black	2019346	2020028	MvSl-1064-A1-R4_A1g00939	1	215	215
MvSl-1064-A1-R4_A1	Black	2020108	2027223	MvSl-1064-A1-R4_A1g00940	11	108.818	1197
MvSl-1064-A1-R4_A1	Black	2027498	2028928	MvSl-1064-A1-R4_A1g00941	1	0	0
MvSl-1064-A1-R4_A1	Black	2029324	2030312	MvSl-1064-A1-R4_A1g00942	1	53	53
MvSl-1064-A1-R4_A1	Black	2030536	2031125	MvSl-1064-A1-R4_A1g00943	1	53	53
MvSl-1064-A1-R4_A1	Black	2031169	2034613	MvSl-1064-A1-R4_A1g00944	4	131.5	526
MvSl-1064-A1-R4_A1	Black	2034877	2035970	MvSl-1064-A1-R4_A1g00945	2	47.5	95
MvSl-1064-A1-R4_A1	Black	2036016	2036426	MvSl-1064-A1-R4_A1g00946	1	0	0
MvSl-1064-A1-R4_A1	Black	2037276	2039069	MvSl-1064-A1-R4_A1g00947	6	104.5	627
MvSl-1064-A1-R4_A1	Black	2039965	2042074	MvSl-1064-A1-R4_A1g00948	10	80.8	808
MvSl-1064-A1-R4_A1	Black	2042695	2043520	MvSl-1064-A1-R4_A1g00949	2	59	118
MvSl-1064-A1-R4_A1	Black	2043844	2044328	MvSl-1064-A1-R4_A1g00950	1	83	83
MvSl-1064-A1-R4_A1	Black	2044644	2046301	MvSl-1064-A1-R4_A1g00951	2	352	704
MvSl-1064-A1-R4_A1	Black	2046347	2049230	MvSl-1064-A1-R4_A1g00952	2	42.5	85
MvSl-1064-A1-R4_A1	Black	2049348	2049989	MvSl-1064-A1-R4_A1g00953	1	0	0
MvSl-1064-A1-R4_A1	Black	2050156	2050523	MvSl-1064-A1-R4_A1g00954	2	62.5	125
MvSl-1064-A1-R4_A1	Black	2051405	2051712	MvSl-1064-A1-R4_A1g00955	1	47	47
MvSl-1064-A1-R4_A1	Black	2060050	2061899	MvSl-1064-A1-R4_A1g00961	1	131	131
MvSl-1064-A1-R4_A1	Black	2062002	2065635	MvSl-1064-A1-R4_A1g00962	7	67	469
MvSl-1064-A1-R4_A1	Black	2065699	2066685	MvSl-1064-A1-R4_A1g00963	1	45	45
MvSl-1064-A1-R4_A1	Black	2066842	2069567	MvSl-1064-A1-R4_A1g00964	4	74	296
MvSl-1064-A1-R4_A1	Black	2070125	2075563	MvSl-1064-A1-R4_A1g00965	4	108	432
MvSl-1064-A1-R4_A1	Black	2076050	2078229	MvSl-1064-A1-R4_A1g00966	2	85	170
MvSl-1064-A1-R4_A1	Black	2078590	2079312	MvSl-1064-A1-R4_A1g00967	2	144	288
MvSl-1064-A1-R4_A1	Black	2088760	2091247	MvSl-1064-A1-R4_A1g00973	5	89.6	448
MvSl-1064-A1-R4_A1	Black	2091293	2095038	MvSl-1064-A1-R4_A1g00974	10	74	740
MvSl-1064-A1-R4_A1	Black	2095154	2095473	MvSl-1064-A1-R4_A1g00975	1	65	65
MvSl-1064-A1-R4_A1	Black	2097071	2097556	MvSl-1064-A1-R4_A1g00976	1	48	48
MvSl-1064-A1-R4_A1	Black	2099737	2099955	MvSl-1064-A1-R4_A1g00978	1	63	63
MvSl-1064-A1-R4_A1	Black	2101207	2104416	MvSl-1064-A1-R4_A1g00979	8	80.25	642
MvSl-1064-A1-R4_A1	Black	2104867	2106707	MvSl-1064-A1-R4_A1g00980	7	95	665
MvSl-1064-A1-R4_A1	Black	2106900	2107445	MvSl-1064-A1-R4_A1g00981	1	66	66
MvSl-1064-A1-R4_A1	Black	2107533	2107715	MvSl-1064-A1-R4_A1g00982	1	0	0
MvSl-1064-A1-R4_A1	Black	2107847	2109460	MvSl-1064-A1-R4_A1g00983	4	66.75	267
MvSl-1064-A1-R4_A1	Black	2109518	2110048	MvSl-1064-A1-R4_A1g00984	2	58.5	117
MvSl-1064-A1-R4_A1	Black	2110106	2111747	MvSl-1064-A1-R4_A1g00985	5	74	370
MvSl-1064-A1-R4_A1	Black	2111797	2116365	MvSl-1064-A1-R4_A1g00986	1	57	57
MvSl-1064-A1-R4_A1	Black	2117023	2118043	MvSl-1064-A1-R4_A1g00987	1	82	82
MvSl-1064-A1-R4_A1	Black	2118770	2123063	MvSl-1064-A1-R4_A1g00988	2	84.5	169
MvSl-1064-A1-R4_A1	Black	2123214	2123681	MvSl-1064-A1-R4_A1g00989	2	49.5	99
MvSl-1064-A1-R4_A1	Black	2123993	2125289	MvSl-1064-A1-R4_A1g00990	1	658	658
MvSl-1064-A1-R4_A1	Black	2125454	2127695	MvSl-1064-A1-R4_A1g00991	5	105.8	529
MvSl-1064-A1-R4_A1	Black	2127995	2129040	MvSl-1064-A1-R4_A1g00992	3	146.667	440
MvSl-1064-A1-R4_A1	Black	2129212	2129868	MvSl-1064-A1-R4_A1g00993	1	0	0
MvSl-1064-A1-R4_A1	Black	2129917	2130858	MvSl-1064-A1-R4_A1g00994	2	268.5	537
MvSl-1064-A1-R4_A1	Black	2133333	2135273	MvSl-1064-A1-R4_A1g00995	4	102.75	411
MvSl-1064-A1-R4_A1	Black	2135852	2138855	MvSl-1064-A1-R4_A1g00996	11	93.0909	1024
MvSl-1064-A1-R4_A1	Black	2144654	2145683	MvSl-1064-A1-R4_A1g00999	5	89.6	448
MvSl-1064-A1-R4_A1	Black	2146292	2147054	MvSl-1064-A1-R4_A1g01000	1	58	58
MvSl-1064-A1-R4_A1	Black	2147585	2149416	MvSl-1064-A1-R4_A1g01001	3	145.667	437
MvSl-1064-A1-R4_A1	Black	2149810	2150010	MvSl-1064-A1-R4_A1g01002	1	0	0
MvSl-1064-A1-R4_A1	Black	2150357	2160302	MvSl-1064-A1-R4_A1g01003	6	149.167	895
MvSl-1064-A1-R4_A1	Black	2160519	2162242	MvSl-1064-A1-R4_A1g01004	7	91.1429	638
MvSl-1064-A1-R4_A1	Black	2162399	2163541	MvSl-1064-A1-R4_A1g01005	2	93	186
MvSl-1064-A1-R4_A1	Black	2163605	2165292	MvSl-1064-A1-R4_A1g01006	3	55.6667	167
MvSl-1064-A1-R4_A1	Black	2171912	2173912	MvSl-1064-A1-R4_A1g01008	6	97.5	585
MvSl-1064-A1-R4_A1	Black	2173990	2180257	MvSl-1064-A1-R4_A1g01009	4	166	664
MvSl-1064-A1-R4_A1	Black	2180684	2181124	MvSl-1064-A1-R4_A1g01010	1	0	0
MvSl-1064-A1-R4_A1	Black	2181536	2182498	MvSl-1064-A1-R4_A1g01011	1	90	90
MvSl-1064-A1-R4_A1	Black	2182551	2182804	MvSl-1064-A1-R4_A1g01012	1	53	53
MvSl-1064-A1-R4_A1	Black	2182886	2184721	MvSl-1064-A1-R4_A1g01013	2	46.5	93
MvSl-1064-A1-R4_A1	Black	2184764	2185246	MvSl-1064-A1-R4_A1g01014	1	0	0
MvSl-1064-A1-R4_A1	Black	2185295	2188268	MvSl-1064-A1-R4_A1g01015	6	56.1667	337
MvSl-1064-A1-R4_A1	Black	2188530	2193462	MvSl-1064-A1-R4_A1g01016	7	71.7143	502
MvSl-1064-A1-R4_A1	Black	2199930	2200082	MvSl-1064-A1-R4_A1g01018	1	0	0
MvSl-1064-A1-R4_A1	Black	2200588	2202941	MvSl-1064-A1-R4_A1g01019	9	73.8889	665
MvSl-1064-A1-R4_A1	Black	2203721	2203939	MvSl-1064-A1-R4_A1g01020	1	0	0
MvSl-1064-A1-R4_A1	Black	2503139	2503641	MvSl-1064-A1-R4_A1g01128	1	296	296
MvSl-1064-A1-R4_A1	Black	2506284	2506746	MvSl-1064-A1-R4_A1g01130	1	55	55
MvSl-1064-A1-R4_A1	Black	2507858	2508665	MvSl-1064-A1-R4_A1g01131	2	71	142
MvSl-1064-A1-R4_A1	Black	2508711	2508875	MvSl-1064-A1-R4_A1g01132	1	0	0
MvSl-1064-A1-R4_A1	Black	2509204	2511523	MvSl-1064-A1-R4_A1g01133	5	68	340
MvSl-1064-A1-R4_A1	Black	2511781	2512014	MvSl-1064-A1-R4_A1g01134	1	0	0
MvSl-1064-A1-R4_A1	Black	2519820	2520678	MvSl-1064-A1-R4_A1g01138	3	134.333	403
MvSl-1064-A1-R4_A1	Black	2520720	2520890	MvSl-1064-A1-R4_A1g01139	1	0	0
MvSl-1064-A1-R4_A1	Black	2521041	2521388	MvSl-1064-A1-R4_A1g01140	1	0	0
MvSl-1064-A1-R4_A1	Black	2522143	2522310	MvSl-1064-A1-R4_A1g01141	1	0	0
MvSl-1064-A1-R4_A1	Black	2523541	2525310	MvSl-1064-A1-R4_A1g01142	4	162.75	651
MvSl-1064-A1-R4_A1	Black	2526521	2530846	MvSl-1064-A1-R4_A1g01143	4	134.25	537
MvSl-1064-A1-R4_A1	Black	2530973	2531257	MvSl-1064-A1-R4_A1g01144	1	0	0
MvSl-1064-A1-R4_A1	Black	2531392	2532409	MvSl-1064-A1-R4_A1g01145	4	84.25	337
MvSl-1064-A1-R4_A1	Black	2533178	2539500	MvSl-1064-A1-R4_A1g01146	2	85	170
MvSl-1064-A1-R4_A1	Black	2540612	2546864	MvSl-1064-A1-R4_A1g01147	2	48.5	97
MvSl-1064-A1-R4_A1	Black	2547847	2548317	MvSl-1064-A1-R4_A1g01149	1	0	0
MvSl-1064-A1-R4_A1	Black	2548361	2550274	MvSl-1064-A1-R4_A1g01150	1	0	0
MvSl-1064-A1-R4_A1	Black	2550874	2553727	MvSl-1064-A1-R4_A1g01152	2	162.5	325
MvSl-1064-A1-R4_A1	Black	2554125	2555653	MvSl-1064-A1-R4_A1g01153	2	76	152
MvSl-1064-A1-R4_A1	Black	2559228	2559900	MvSl-1064-A1-R4_A1g01155	2	167	334
MvSl-1064-A1-R4_A1	Black	2560097	2564389	MvSl-1064-A1-R4_A1g01156	1	81	81
MvSl-1064-A1-R4_A1	Black	2564528	2564734	MvSl-1064-A1-R4_A1g01157	1	0	0
MvSl-1064-A1-R4_A1	Black	2565228	2566334	MvSl-1064-A1-R4_A1g01158	3	167	501
MvSl-1064-A1-R4_A1	Black	2583336	2583491	MvSl-1064-A1-R4_A1g01165	1	0	0
MvSl-1064-A1-R4_A1	Black	2583570	2585999	MvSl-1064-A1-R4_A1g01166	2	58.5	117
MvSl-1064-A1-R4_A1	Black	2586054	2588462	MvSl-1064-A1-R4_A1g01167	1	48	48
MvSl-1064-A1-R4_A1	Black	2588506	2588976	MvSl-1064-A1-R4_A1g01168	1	0	0
MvSl-1064-A1-R4_A1	Black	2589242	2591258	MvSl-1064-A1-R4_A1g01169	4	278.5	1114
MvSl-1064-A1-R4_A1	Black	2591375	2591527	MvSl-1064-A1-R4_A1g01170	1	0	0
MvSl-1064-A1-R4_A1	Black	2591589	2591786	MvSl-1064-A1-R4_A1g01171	1	0	0
MvSl-1064-A1-R4_A1	Black	2591902	2593301	MvSl-1064-A1-R4_A1g01172	2	83.5	167
MvSl-1064-A1-R4_A1	Black	2599824	2605494	MvSl-1064-A1-R4_A1g01176	14	80	1120
MvSl-1064-A1-R4_A1	Black	2606644	2606831	MvSl-1064-A1-R4_A1g01177	1	74	74
MvSl-1064-A1-R4_A1	Black	2607203	2609272	MvSl-1064-A1-R4_A1g01178	4	109.5	438
MvSl-1064-A1-R4_A1	Black	2609428	2609592	MvSl-1064-A1-R4_A1g01179	1	48	48
MvSl-1064-A1-R4_A1	Black	2609726	2613623	MvSl-1064-A1-R4_A1g01180	1	124	124
MvSl-1064-A1-R4_A1	Black	2613666	2614010	MvSl-1064-A1-R4_A1g01181	1	0	0
MvSl-1064-A1-R4_A1	Black	2614216	2616380	MvSl-1064-A1-R4_A1g01182	4	71.75	287
MvSl-1064-A1-R4_A1	Black	2616817	2617032	MvSl-1064-A1-R4_A1g01183	1	0	0
MvSl-1064-A1-R4_A1	Black	2621217	2621408	MvSl-1064-A1-R4_A1g01185	1	0	0
MvSl-1064-A1-R4_A1	Black	2621476	2622538	MvSl-1064-A1-R4_A1g01186	4	115.75	463
MvSl-1064-A1-R4_A1	Black	2622754	2622957	MvSl-1064-A1-R4_A1g01187	1	0	0
MvSl-1064-A1-R4_A1	Black	2623923	2624564	MvSl-1064-A1-R4_A1g01188	1	0	0
MvSl-1064-A1-R4_A1	Black	2628613	2629713	MvSl-1064-A1-R4_A1g01190	4	88.5	354
MvSl-1064-A1-R4_A1	Black	2629993	2631280	MvSl-1064-A1-R4_A1g01191	4	96.25	385
MvSl-1064-A1-R4_A1	Black	2631363	2634911	MvSl-1064-A1-R4_A1g01192	13	78.9231	1026
MvSl-1064-A1-R4_A1	Black	2635950	2638646	MvSl-1064-A1-R4_A1g01193	4	142.5	570
MvSl-1064-A1-R4_A1	Black	2638743	2640502	MvSl-1064-A1-R4_A1g01194	3	101.667	305
MvSl-1064-A1-R4_A1	Black	2640556	2642401	MvSl-1064-A1-R4_A1g01195	3	76.3333	229
MvSl-1064-A1-R4_A1	Black	2643501	2646327	MvSl-1064-A1-R4_A1g01196	5	150.8	754
MvSl-1064-A1-R4_A1	Black	2646484	2650145	MvSl-1064-A1-R4_A1g01197	3	107.667	323
MvSl-1064-A1-R4_A1	Black	2650263	2650605	MvSl-1064-A1-R4_A1g01198	1	130	130
MvSl-1064-A1-R4_A1	Black	2650988	2651277	MvSl-1064-A1-R4_A1g01199	1	125	125
MvSl-1064-A1-R4_A1	Black	2651933	2653246	MvSl-1064-A1-R4_A1g01200	1	0	0
MvSl-1064-A1-R4_A1	Black	2653357	2657652	MvSl-1064-A1-R4_A1g01201	2	46.5	93
MvSl-1064-A1-R4_A1	Black	2657958	2659351	MvSl-1064-A1-R4_A1g01202	2	133	266
MvSl-1064-A1-R4_A1	Black	2660311	2667382	MvSl-1064-A1-R4_A1g01203	14	82.1429	1150
MvSl-1064-A1-R4_A1	Black	2667624	2673941	MvSl-1064-A1-R4_A1g01204	12	80.25	963
MvSl-1064-A1-R4_A1	Black	2674056	2677992	MvSl-1064-A1-R4_A1g01205	8	111.875	895
MvSl-1064-A1-R4_A1	Black	2678343	2678771	MvSl-1064-A1-R4_A1g01206	1	105	105
MvSl-1064-A1-R4_A1	Black	2679047	2679570	MvSl-1064-A1-R4_A1g01207	2	83.5	167
MvSl-1064-A1-R4_A1	Black	2679714	2679993	MvSl-1064-A1-R4_A1g01208	1	106	106
MvSl-1064-A1-R4_A1	Black	2680895	2681239	MvSl-1064-A1-R4_A1g01209	1	0	0
MvSl-1064-A1-R4_A1	Black	2681282	2685010	MvSl-1064-A1-R4_A1g01210	1	0	0
