gid	dn	ds	dnds	part8	youngold	logCPM	logFC.A1.A2	abs	DE	DE2
MvSl-1064-A1-R4_MC04-1g05726	0	0	0	Auto	Auto	6.39252892	-0.245624662	0.245624662	NON	NON
MvSl-1064-A1-R4_MC04-1g05727	0	0	0	Auto	Auto	6.341667993	-0.135642919	0.135642919	NON	NON
MvSl-1064-A1-R4_MC04-1g05730	0	0	0	Auto	Auto	5.15913738	0.05501242	0.05501242	NON	NON
MvSl-1064-A1-R4_MC04-1g05731	0	0	0	Auto	Auto	8.566699954	0.012773542	0.012773542	NON	NON
MvSl-1064-A1-R4_MC04-1g05732	0	0	0	Auto	Auto	5.499474485	0.536391082	0.536391082	NON	NON
MvSl-1064-A1-R4_MC04-1g05733	0	0	0	Auto	Auto	5.271163127	0.072294428	0.072294428	NON	NON
MvSl-1064-A1-R4_MC04-1g05734	0	0	0	Auto	Auto	3.990251296	-0.393887009	0.393887009	NON	NON
MvSl-1064-A1-R4_MC04-1g05735	0	0	0	Auto	Auto	6.582194492	-0.186690777	0.186690777	NON	NON
MvSl-1064-A1-R4_MC04-1g05736	0	0	0	Auto	Auto	7.108225617	0.172517655	0.172517655	NON	NON
MvSl-1064-A1-R4_MC04-1g05737	0	0	0	Auto	Auto	7.587475408	0.133775748	0.133775748	NON	NON
MvSl-1064-A1-R4_MC04-1g05738	0	0	0	Auto	Auto	6.434143471	0.128368534	0.128368534	NON	NON
MvSl-1064-A1-R4_MC04-1g05739	0	0	0	Auto	Auto	6.577276499	-0.033541023	0.033541023	NON	NON
MvSl-1064-A1-R4_MC04-1g05740	0	0	0	Auto	Auto	7.923079086	-0.035937942	0.035937942	NON	NON
MvSl-1064-A1-R4_MC04-1g05741	0	0	0	Auto	Auto	6.666150267	-0.14075358	0.14075358	NON	NON
MvSl-1064-A1-R4_MC04-1g05745	0	0	0	Auto	Auto	6.201940024	0.533641809	0.533641809	NON	NON
MvSl-1064-A1-R4_MC04-1g05746	0	0	0	Auto	Auto	4.73825527	0.198431612	0.198431612	NON	NON
MvSl-1064-A1-R4_MC04-1g05747	0	0	0	Auto	Auto	6.259279964	-0.10393495	0.10393495	NON	NON
MvSl-1064-A1-R4_MC04-1g05748	0	0	0	Auto	Auto	7.987893793	-0.127654401	0.127654401	NON	NON
MvSl-1064-A1-R4_MC04-1g05749	0	0	0	Auto	Auto	0.956669108	-0.036909136	0.036909136	NON	NON
MvSl-1064-A1-R4_MC04-1g05750	0	0	0	Auto	Auto	5.995268732	-0.139855274	0.139855274	NON	NON
MvSl-1064-A1-R4_MC04-1g05751	0	0	0	Auto	Auto	6.62321615	0.028867694	0.028867694	NON	NON
MvSl-1064-A1-R4_MC04-1g05752	0	0	0	Auto	Auto	5.2846552	-0.06642998	0.06642998	NON	NON
MvSl-1064-A1-R4_MC04-1g05754	0	0	0	Auto	Auto	7.896619331	-0.273458438	0.273458438	NON	NON
MvSl-1064-A1-R4_MC04-1g05757	0	0	0	Auto	Auto	4.467570272	0.007903006	0.007903006	NON	NON
MvSl-1064-A1-R4_MC04-1g05759	0	0	0	Auto	Auto	3.671755719	0.136834916	0.136834916	NON	NON
MvSl-1064-A1-R4_MC04-1g05760	0	0	0	Auto	Auto	6.880277714	0.014080674	0.014080674	NON	NON
MvSl-1064-A1-R4_MC04-1g05761	0	0	0	Auto	Auto	6.655265409	-0.078335042	0.078335042	NON	NON
MvSl-1064-A1-R4_MC04-1g05762	0	0	0	Auto	Auto	8.098073369	-0.225266427	0.225266427	NON	NON
MvSl-1064-A1-R4_MC04-1g05763	0	0	0	Auto	Auto	5.920764304	0.00089124	0.00089124	NON	NON
MvSl-1064-A1-R4_MC04-1g05767	0	0	0	Auto	Auto	6.039585782	0.004758682	0.004758682	NON	NON
MvSl-1064-A1-R4_MC04-1g05768	0	0	0	Auto	Auto	7.941503425	-0.009397588	0.009397588	NON	NON
MvSl-1064-A1-R4_MC04-1g05769	0	0	0	Auto	Auto	7.875411285	-0.00838534	0.00838534	NON	NON
MvSl-1064-A1-R4_MC04-1g05770	0	0	0	Auto	Auto	7.664491343	-0.282258216	0.282258216	NON	NON
MvSl-1064-A1-R4_MC04-1g05773	0	0	0	Auto	Auto	3.859233351	-0.198958345	0.198958345	NON	NON
MvSl-1064-A1-R4_MC04-1g05774	0	0	0	Auto	Auto	6.857892583	-0.164014872	0.164014872	NON	NON
MvSl-1064-A1-R4_MC04-1g05775	0	0	0	Auto	Auto	3.734629633	0.036853478	0.036853478	NON	NON
MvSl-1064-A1-R4_MC04-1g05780	0	0	0	Auto	Auto	6.058983754	0.004348714	0.004348714	NON	NON
MvSl-1064-A1-R4_MC04-1g05781	0	0	0	Auto	Auto	5.92216291	-0.183417637	0.183417637	NON	NON
MvSl-1064-A1-R4_MC04-1g05782	0	0	0	Auto	Auto	6.550362371	-0.254681775	0.254681775	NON	NON
MvSl-1064-A1-R4_MC04-1g05783	0	0	0	Auto	Auto	5.072087131	0.35133624	0.35133624	NON	NON
MvSl-1064-A1-R4_MC04-1g05785	0	0	0	Auto	Auto	7.36165641	0.054550114	0.054550114	NON	NON
MvSl-1064-A1-R4_MC04-1g05786	0	0	0	Auto	Auto	4.743073245	-0.158912963	0.158912963	NON	NON
MvSl-1064-A1-R4_MC04-1g05787	0	0	0	Auto	Auto	4.917218627	-0.011765443	0.011765443	NON	NON
MvSl-1064-A1-R4_MC04-1g05788	0	0	0	Auto	Auto	5.502196713	0.068225858	0.068225858	NON	NON
MvSl-1064-A1-R4_MC04-1g05789	0	0	0	Auto	Auto	5.912453459	0.062352784	0.062352784	NON	NON
MvSl-1064-A1-R4_MC04-1g05791	0	0	0	Auto	Auto	7.788394452	0.491321293	0.491321293	NON	NON
MvSl-1064-A1-R4_MC04-1g05792	0	0	0	Auto	Auto	5.276301523	-0.197251394	0.197251394	NON	NON
MvSl-1064-A1-R4_MC04-1g05793	0	0	0	Auto	Auto	4.385160522	0.008353135	0.008353135	NON	NON
MvSl-1064-A1-R4_MC04-1g05794	0	0	0	Auto	Auto	4.440713406	0.113497117	0.113497117	NON	NON
MvSl-1064-A1-R4_MC04-1g05795	0	0	0	Auto	Auto	3.206629054	0.25695556	0.25695556	NON	NON
MvSl-1064-A1-R4_MC04-1g05796	0	0	0	Auto	Auto	5.359053934	0.038056888	0.038056888	NON	NON
MvSl-1064-A1-R4_MC04-1g05797	0	0	0	Auto	Auto	4.610962952	0.178770685	0.178770685	NON	NON
MvSl-1064-A1-R4_MC04-1g05798	0	0	0	Auto	Auto	6.176653848	-0.058117243	0.058117243	NON	NON
MvSl-1064-A1-R4_MC04-1g05802	0	0	0	Auto	Auto	6.775287141	-0.192901304	0.192901304	NON	NON
MvSl-1064-A1-R4_MC04-1g05806	0	0	0	Auto	Auto	6.416509861	0.123599375	0.123599375	NON	NON
MvSl-1064-A1-R4_MC04-1g05807	0	0	0	Auto	Auto	5.701948831	0.446646319	0.446646319	NON	NON
MvSl-1064-A1-R4_MC04-1g05808	0	0	0	Auto	Auto	4.409321108	0.034149577	0.034149577	NON	NON
MvSl-1064-A1-R4_MC04-1g05809	0	0	0	Auto	Auto	6.412096003	-0.064084123	0.064084123	NON	NON
MvSl-1064-A1-R4_MC04-1g05810	0	0	0	Auto	Auto	0.207645737	-0.934838313	0.934838313	NON	NON
MvSl-1064-A1-R4_MC04-1g05811	0	0	0	Auto	Auto	5.947740341	-0.299421308	0.299421308	NON	NON
MvSl-1064-A1-R4_MC04-1g05812	0	0	0	Auto	Auto	3.935752905	0.537396658	0.537396658	NON	NON
MvSl-1064-A1-R4_MC04-1g05813	0	0	0	Auto	Auto	4.66520224	-0.13569117	0.13569117	NON	NON
MvSl-1064-A1-R4_MC04-1g05814	0	0	0	Auto	Auto	4.160977989	0.069319938	0.069319938	NON	NON
MvSl-1064-A1-R4_MC04-1g05815	0	0	0	Auto	Auto	5.20921439	0.709975861	0.709975861	NON	NON
MvSl-1064-A1-R4_MC04-1g05819	0	0	0	Auto	Auto	4.844327584	-0.300302161	0.300302161	NON	NON
MvSl-1064-A1-R4_MC04-1g05820	0	0	0	Auto	Auto	5.877811587	0.12438111	0.12438111	NON	NON
MvSl-1064-A1-R4_MC04-1g05821	0	0	0	Auto	Auto	7.539745173	-0.01342857	0.01342857	NON	NON
MvSl-1064-A1-R4_MC04-1g05823	0	0	0	Auto	Auto	7.073514657	0.049837478	0.049837478	NON	NON
MvSl-1064-A1-R4_MC04-1g05824	0	0	0	Auto	Auto	4.52243365	-0.31776877	0.31776877	NON	NON
MvSl-1064-A1-R4_MC04-1g05827	0	0	0	Auto	Auto	6.147849317	-0.126510824	0.126510824	NON	NON
MvSl-1064-A1-R4_MC04-1g05830	0	0	0	Auto	Auto	7.107593766	-0.161524471	0.161524471	NON	NON
MvSl-1064-A1-R4_MC04-1g05837	0	0	0	Auto	Auto	0.496232912	0.025169849	0.025169849	NON	NON
MvSl-1064-A1-R4_MC04-1g05838	0	0	0	Auto	Auto	8.3858463	-0.015436061	0.015436061	NON	NON
MvSl-1064-A1-R4_MC04-1g05839	0	0	0	Auto	Auto	4.944093833	0.150411601	0.150411601	NON	NON
MvSl-1064-A1-R4_MC04-1g05840	0	0	0	Auto	Auto	7.142309341	0.095375438	0.095375438	NON	NON
MvSl-1064-A1-R4_MC04-1g05841	0	0	0	Auto	Auto	6.424841661	-0.231805719	0.231805719	NON	NON
MvSl-1064-A1-R4_MC04-1g05843	0	0	0	Auto	Auto	1.939099869	0.143936949	0.143936949	NON	NON
MvSl-1064-A1-R4_MC04-1g05846	0	0	0	Auto	Auto	5.643066299	-0.028251152	0.028251152	NON	NON
MvSl-1064-A1-R4_MC04-1g05847	0	0	0	Auto	Auto	3.906817825	0.17298945	0.17298945	NON	NON
MvSl-1064-A1-R4_MC04-1g05848	0	0	0	Auto	Auto	7.440128319	0.069330265	0.069330265	NON	NON
MvSl-1064-A1-R4_MC04-1g05850	0	0	0	Auto	Auto	5.281633154	0.037983371	0.037983371	NON	NON
MvSl-1064-A1-R4_MC04-1g05851	0	0	0	Auto	Auto	4.942916759	0.256259061	0.256259061	NON	NON
MvSl-1064-A1-R4_MC04-1g05853	0	0	0	Auto	Auto	5.838666497	0.062875983	0.062875983	NON	NON
MvSl-1064-A1-R4_MC04-1g05854	0	0	0	Auto	Auto	6.310156632	-0.105751047	0.105751047	NON	NON
MvSl-1064-A1-R4_MC04-1g05855	0	0	0	Auto	Auto	7.690510127	-0.031795995	0.031795995	NON	NON
MvSl-1064-A1-R4_MC04-1g05856	0	0	0	Auto	Auto	5.759066767	-0.149200617	0.149200617	NON	NON
MvSl-1064-A1-R4_MC04-1g05857	0	0	0	Auto	Auto	4.478769801	-0.122734	0.122734	NON	NON
MvSl-1064-A1-R4_MC04-1g05859	0	0	0	Auto	Auto	5.947093995	-0.212365698	0.212365698	NON	NON
MvSl-1064-A1-R4_MC04-1g05860	0	0	0	Auto	Auto	2.150553303	-0.110278792	0.110278792	NON	NON
MvSl-1064-A1-R4_MC04-1g05861	0	0	0	Auto	Auto	1.405510815	-0.38523537	0.38523537	NON	NON
MvSl-1064-A1-R4_MC04-1g05866	0	0	0	Auto	Auto	6.685668282	-0.304867172	0.304867172	NON	NON
MvSl-1064-A1-R4_MC04-1g05867	0	0	0	Auto	Auto	4.983438963	-0.220440717	0.220440717	NON	NON
MvSl-1064-A1-R4_MC04-1g05868	0	0	0	Auto	Auto	4.721792952	0.275504397	0.275504397	NON	NON
MvSl-1064-A1-R4_MC04-1g05869	0	0	0	Auto	Auto	7.173786126	-0.141348231	0.141348231	NON	NON
MvSl-1064-A1-R4_MC04-1g05870	0	0	0	Auto	Auto	6.885463137	0.162681129	0.162681129	NON	NON
MvSl-1064-A1-R4_MC04-1g05871	0	0	0	Auto	Auto	6.829762498	-0.657897079	0.657897079	NON	NON
MvSl-1064-A1-R4_MC04-1g05872	0	0	0	Auto	Auto	6.105477907	-0.191876704	0.191876704	NON	NON
MvSl-1064-A1-R4_MC04-1g05874	0	0	0	Auto	Auto	7.491072883	-0.002740433	0.002740433	NON	NON
MvSl-1064-A1-R4_MC04-1g05875	0	0	0	Auto	Auto	5.396624907	0.112347601	0.112347601	NON	NON
MvSl-1064-A1-R4_MC04-1g05876	0	0	0	Auto	Auto	7.881863609	-0.127443191	0.127443191	NON	NON
MvSl-1064-A1-R4_MC04-1g05878	0	0	0	Auto	Auto	6.651704906	0.014332055	0.014332055	NON	NON
MvSl-1064-A1-R4_MC04-1g05880	0	0	0	Auto	Auto	7.169006826	-0.039455249	0.039455249	NON	NON
MvSl-1064-A1-R4_MC04-1g05881	0	0	0	Auto	Auto	4.986646991	-0.24374169	0.24374169	NON	NON
MvSl-1064-A1-R4_MC04-1g05882	0	0	0	Auto	Auto	4.450258463	0.449290767	0.449290767	NON	NON
MvSl-1064-A1-R4_MC04-1g05883	0	0	0	Auto	Auto	5.629881989	0.130595944	0.130595944	NON	NON
MvSl-1064-A1-R4_MC04-1g05884	0	0	0	Auto	Auto	6.96009486	-0.004547872	0.004547872	NON	NON
MvSl-1064-A1-R4_MC04-1g05885	0	0	0	Auto	Auto	7.025861793	-0.085574685	0.085574685	NON	NON
MvSl-1064-A1-R4_MC04-1g05886	0	0	0	Auto	Auto	6.633892911	-0.011737808	0.011737808	NON	NON
MvSl-1064-A1-R4_MC04-1g05887	0	0	0	Auto	Auto	7.518254368	0.051035201	0.051035201	NON	NON
MvSl-1064-A1-R4_MC04-1g05888	0	0	0	Auto	Auto	5.282283599	-0.343021093	0.343021093	NON	NON
MvSl-1064-A1-R4_MC04-1g05889	0	0	0	Auto	Auto	6.941045472	-0.145121274	0.145121274	NON	NON
MvSl-1064-A1-R4_MC04-1g05890	0	0	0	Auto	Auto	5.03179361	0.248030339	0.248030339	NON	NON
MvSl-1064-A1-R4_MC04-1g05914	0	0	0	Auto	Auto	7.115197955	0.031116932	0.031116932	NON	NON
MvSl-1064-A1-R4_MC04-1g05915	0	0	0	Auto	Auto	5.44456115	0.113941879	0.113941879	NON	NON
MvSl-1064-A1-R4_MC04-1g05919	0	0	0	Auto	Auto	4.635983886	0.264760254	0.264760254	NON	NON
MvSl-1064-A1-R4_MC04-1g05920	0	0	0	Auto	Auto	5.976204341	-0.093577825	0.093577825	NON	NON
MvSl-1064-A1-R4_MC04-1g05921	0	0	0	Auto	Auto	6.004695355	-0.186430376	0.186430376	NON	NON
MvSl-1064-A1-R4_MC04-1g05922	0	0	0	Auto	Auto	7.433398845	-0.408375745	0.408375745	NON	NON
MvSl-1064-A1-R4_MC04-1g05923	0	0	0	Auto	Auto	6.889430103	-0.162715062	0.162715062	NON	NON
MvSl-1064-A1-R4_MC04-1g05924	0	0	0	Auto	Auto	6.564429648	-0.394989794	0.394989794	NON	NON
MvSl-1064-A1-R4_MC04-1g05926	0	0	0	Auto	Auto	3.12579158	0.356104417	0.356104417	NON	NON
MvSl-1064-A1-R4_MC04-1g05927	0	0	0	Auto	Auto	4.202774744	0.498396208	0.498396208	NON	NON
MvSl-1064-A1-R4_MC04-1g05928	0	0	0	Auto	Auto	7.032751528	0.066436418	0.066436418	NON	NON
MvSl-1064-A1-R4_MC04-1g05929	0	0	0	Auto	Auto	4.991837954	-0.069606868	0.069606868	NON	NON
MvSl-1064-A1-R4_MC04-1g05930	0	0	0	Auto	Auto	5.99751905	-0.139447012	0.139447012	NON	NON
MvSl-1064-A1-R4_MC04-1g05931	0	0	0	Auto	Auto	3.65686687	0.113456235	0.113456235	NON	NON
MvSl-1064-A1-R4_MC04-1g05932	0	0	0	Auto	Auto	3.647177754	0.335173402	0.335173402	NON	NON
MvSl-1064-A1-R4_MC04-1g05933	0	0	0	Auto	Auto	4.71500332	-0.078176186	0.078176186	NON	NON
MvSl-1064-A1-R4_MC04-1g05934	0	0	0	Auto	Auto	6.613603614	0.059100311	0.059100311	NON	NON
MvSl-1064-A1-R4_MC04-1g05935	0	0	0	Auto	Auto	2.636994001	0.580975603	0.580975603	NON	NON
MvSl-1064-A1-R4_MC04-1g05937	0	0	0	Auto	Auto	6.389112635	0.293075524	0.293075524	NON	NON
MvSl-1064-A1-R4_MC04-1g05938	0	0	0	Auto	Auto	7.670647091	-0.038965341	0.038965341	NON	NON
MvSl-1064-A1-R4_MC04-1g05939	0	0	0	Auto	Auto	6.18607428	-0.385491304	0.385491304	NON	NON
MvSl-1064-A1-R4_MC04-1g05940	0	0	0	Auto	Auto	6.550963864	-0.375268828	0.375268828	NON	NON
MvSl-1064-A1-R4_MC04-1g05941	0	0	0	Auto	Auto	8.694000179	-0.090330808	0.090330808	NON	NON
MvSl-1064-A1-R4_MC04-1g05943	0	0	0	Auto	Auto	5.159206684	0.010607687	0.010607687	NON	NON
MvSl-1064-A1-R4_MC04-1g05944	0	0	0	Auto	Auto	5.888535554	0.040574963	0.040574963	NON	NON
MvSl-1064-A1-R4_MC04-1g05948	0	0	0	Auto	Auto	7.705286709	0.209584791	0.209584791	NON	NON
MvSl-1064-A1-R4_MC04-1g05949	0	0	0	Auto	Auto	5.599575013	0.130061653	0.130061653	NON	NON
MvSl-1064-A1-R4_MC04-1g05950	0	0	0	Auto	Auto	4.972008334	-0.111408041	0.111408041	NON	NON
MvSl-1064-A1-R4_MC04-1g05951	0	0	0	Auto	Auto	7.152484575	-0.079528593	0.079528593	NON	NON
MvSl-1064-A1-R4_MC04-1g05954	0	0	0	Auto	Auto	8.30902336	0.075657512	0.075657512	NON	NON
MvSl-1064-A1-R4_MC04-1g05955	0	0	0	Auto	Auto	6.581214076	0.659240055	0.659240055	NON	NON
MvSl-1064-A1-R4_MC04-1g05958	0	0	0	Auto	Auto	4.898712598	0.075536715	0.075536715	NON	NON
MvSl-1064-A1-R4_MC04-1g05959	0	0	0	Auto	Auto	3.742863118	0.138593191	0.138593191	NON	NON
MvSl-1064-A1-R4_MC04-1g05960	0	0	0	Auto	Auto	3.184577052	0.07582903	0.07582903	NON	NON
MvSl-1064-A1-R4_MC04-1g05961	0	0	0	Auto	Auto	6.713499232	-0.075333264	0.075333264	NON	NON
MvSl-1064-A1-R4_MC04-1g05964	0	0	0	Auto	Auto	6.758142482	-0.073097328	0.073097328	NON	NON
MvSl-1064-A1-R4_MC04-1g05965	0	0	0	Auto	Auto	7.957942058	0.017794617	0.017794617	NON	NON
MvSl-1064-A1-R4_MC04-1g05967	0	0	0	Auto	Auto	7.060582594	-0.106333769	0.106333769	NON	NON
MvSl-1064-A1-R4_MC04-1g05968	0	0	0	Auto	Auto	5.486918957	0.190016739	0.190016739	NON	NON
MvSl-1064-A1-R4_MC04-1g05969	0	0	0	Auto	Auto	5.878462949	0.328190701	0.328190701	NON	NON
MvSl-1064-A1-R4_MC04-1g05970	0	0	0	Auto	Auto	4.975788396	-0.179751581	0.179751581	NON	NON
MvSl-1064-A1-R4_MC04-1g05972	0	0	0	Auto	Auto	5.408743559	-0.489716251	0.489716251	NON	NON
MvSl-1064-A1-R4_MC04-1g05973	0	0	0	Auto	Auto	6.076961219	-0.021091548	0.021091548	NON	NON
MvSl-1064-A1-R4_MC04-1g05974	0	0	0	Auto	Auto	5.180620667	0.121244459	0.121244459	NON	NON
MvSl-1064-A1-R4_MC04-1g05975	0	0	0	Auto	Auto	5.918719904	0.225932668	0.225932668	NON	NON
MvSl-1064-A1-R4_MC04-1g05976	0	0	0	Auto	Auto	5.902929051	-0.117442094	0.117442094	NON	NON
MvSl-1064-A1-R4_MC04-1g05977	0	0	0	Auto	Auto	6.979348665	-0.012649823	0.012649823	NON	NON
MvSl-1064-A1-R4_MC04-1g05989	0	0	0	Auto	Auto	5.509002567	-0.561759987	0.561759987	NON	NON
MvSl-1064-A1-R4_MC04-1g05990	0	0	0	Auto	Auto	6.13667301	0.317534697	0.317534697	NON	NON
MvSl-1064-A1-R4_MC04-1g05991	0	0	0	Auto	Auto	6.260117172	-0.057414322	0.057414322	NON	NON
MvSl-1064-A1-R4_MC04-1g05992	0	0	0	Auto	Auto	6.388160174	0.037677887	0.037677887	NON	NON
MvSl-1064-A1-R4_MC04-1g05993	0	0	0	Auto	Auto	9.066289354	0.130860193	0.130860193	NON	NON
MvSl-1064-A1-R4_MC04-1g05995	0	0	0	Auto	Auto	8.213216172	-0.313771813	0.313771813	NON	NON
MvSl-1064-A1-R4_MC04-1g05996	0.0137	0.0084	1.630932965	Auto	Auto	6.999772789	-0.028771426	0.028771426	NON	NON
MvSl-1064-A1-R4_MC04-1g05997	0	0	0	Auto	Auto	5.639954441	0.057298058	0.057298058	NON	NON
MvSl-1064-A1-R4_MC04-1g05998	0	0	0	Auto	Auto	6.75022763	-0.274579752	0.274579752	NON	NON
MvSl-1064-A1-R4_MC04-1g05999	0	0	0	Auto	Auto	5.020340784	0.086111651	0.086111651	NON	NON
MvSl-1064-A1-R4_MC04-1g06000	0	0	0	Auto	Auto	0.800818916	0.408408661	0.408408661	NON	NON
MvSl-1064-A1-R4_MC04-1g06001	0	0	0	Auto	Auto	8.07875467	0.097729378	0.097729378	NON	NON
MvSl-1064-A1-R4_MC04-1g06002	0	0	0	Auto	Auto	7.5482624	0.032671417	0.032671417	NON	NON
MvSl-1064-A1-R4_MC04-1g06003	0	0	0	Auto	Auto	3.31418695	-0.24715606	0.24715606	NON	NON
MvSl-1064-A1-R4_MC04-1g06005	0	0	0	Auto	Auto	11.21917161	0.542284563	0.542284563	NON	NON
MvSl-1064-A1-R4_MC04-1g06006	0	0	0	Auto	Auto	8.70481727	0.139572865	0.139572865	NON	NON
MvSl-1064-A1-R4_MC04-1g06009	0	0	0	Auto	Auto	7.101846706	0.119969589	0.119969589	NON	NON
MvSl-1064-A1-R4_MC04-1g06010	0	0	0	Auto	Auto	6.439984149	0.013387103	0.013387103	NON	NON
MvSl-1064-A1-R4_MC04-1g06011	0	0	0	Auto	Auto	5.926584695	-0.30698238	0.30698238	NON	NON
MvSl-1064-A1-R4_MC04-1g06012	0	0	0	Auto	Auto	6.343028285	-0.177048995	0.177048995	NON	NON
MvSl-1064-A1-R4_MC04-1g06018	0	0	0	Auto	Auto	2.710302276	-0.012030139	0.012030139	NON	NON
MvSl-1064-A1-R4_MC04-1g06020	0	0	0	Auto	Auto	4.823104159	-0.163764722	0.163764722	NON	NON
MvSl-1064-A1-R4_MC04-1g06031	0	0	0	Auto	Auto	7.98627567	-0.041254997	0.041254997	NON	NON
MvSl-1064-A1-R4_MC04-1g06032	0	0	0	Auto	Auto	5.716606616	-0.008373818	0.008373818	NON	NON
MvSl-1064-A1-R4_MC04-1g06033	0	0	0	Auto	Auto	7.655271122	0.005742855	0.005742855	NON	NON
MvSl-1064-A1-R4_MC04-1g06034	0	0	0	Auto	Auto	8.609511851	-0.114513393	0.114513393	NON	NON
MvSl-1064-A1-R4_MC04-1g06035	0	0	0	Auto	Auto	7.702750388	-0.118968351	0.118968351	NON	NON
MvSl-1064-A1-R4_MC04-1g06036	0	0	0	Auto	Auto	4.435745531	0.115016777	0.115016777	NON	NON
MvSl-1064-A1-R4_MC04-1g06037	0	0	0	Auto	Auto	4.505154676	-0.340897188	0.340897188	NON	NON
MvSl-1064-A1-R4_MC04-1g06038	0	0	0	Auto	Auto	7.242551471	0.131262912	0.131262912	NON	NON
MvSl-1064-A1-R4_MC04-1g06039	0	0	0	Auto	Auto	0.136044512	-0.234561299	0.234561299	NON	NON
MvSl-1064-A1-R4_MC04-1g06043	0	0	0	Auto	Auto	7.465027208	0.081019647	0.081019647	NON	NON
MvSl-1064-A1-R4_MC04-1g06044	0	0	0	Auto	Auto	7.165107347	-0.289216384	0.289216384	NON	NON
MvSl-1064-A1-R4_MC04-1g06045	0	0	0	Auto	Auto	5.521874314	-0.052160234	0.052160234	NON	NON
MvSl-1064-A1-R4_MC04-1g06048	0	0	0	Auto	Auto	4.132989113	-0.217115805	0.217115805	NON	NON
MvSl-1064-A1-R4_MC04-1g06052	0	0	0	Auto	Auto	3.722663284	0.252352351	0.252352351	NON	NON
MvSl-1064-A1-R4_MC04-1g06055	0	0	0	Auto	Auto	8.417738925	-0.304880329	0.304880329	NON	NON
MvSl-1064-A1-R4_MC04-1g06056	0	0	0	Auto	Auto	6.844347131	-0.207127197	0.207127197	NON	NON
MvSl-1064-A1-R4_MC04-1g06057	0	0	0	Auto	Auto	6.144442085	-0.079140809	0.079140809	NON	NON
MvSl-1064-A1-R4_MC04-2g06092	0	0	0	Auto	Auto	6.408771063	0.02304038	0.02304038	NON	NON
MvSl-1064-A1-R4_MC04-2g06093	0	0	0	Auto	Auto	6.9539222	-0.070088219	0.070088219	NON	NON
MvSl-1064-A1-R4_MC04-2g06094	0	0	0	Auto	Auto	3.790650631	0.354912696	0.354912696	NON	NON
MvSl-1064-A1-R4_MC04-2g06095	0	0	0	Auto	Auto	5.928152	0.027441989	0.027441989	NON	NON
MvSl-1064-A1-R4_MC04-2g06096	0	0	0	Auto	Auto	6.462378322	-0.098656403	0.098656403	NON	NON
MvSl-1064-A1-R4_MC04-2g06098	0	0	0	Auto	Auto	5.651729411	0.279133916	0.279133916	NON	NON
MvSl-1064-A1-R4_MC04-2g06099	0	0	0	Auto	Auto	4.880092472	0.451007313	0.451007313	NON	NON
MvSl-1064-A1-R4_MC04-2g06100	0	0	0	Auto	Auto	3.151984306	0.232436264	0.232436264	NON	NON
MvSl-1064-A1-R4_MC04-2g06101	0	0	0	Auto	Auto	6.234918793	0.18905185	0.18905185	NON	NON
MvSl-1064-A1-R4_MC04-2g06102	0	0	0	Auto	Auto	5.751585707	0.030143839	0.030143839	NON	NON
MvSl-1064-A1-R4_MC04-2g06103	0	0	0	Auto	Auto	0.288714371	0.15457151	0.15457151	NON	NON
MvSl-1064-A1-R4_MC04-2g06108	0	0	0	Auto	Auto	6.999421341	0.097839476	0.097839476	NON	NON
MvSl-1064-A1-R4_MC05-1g06117	0	0	0	Auto	Auto	6.862611019	-0.183709104	0.183709104	NON	NON
MvSl-1064-A1-R4_MC05-1g06118	0	0	0	Auto	Auto	6.744084828	0.034892555	0.034892555	NON	NON
MvSl-1064-A1-R4_MC05-1g06119	0	0	0	Auto	Auto	6.440330711	-0.037620031	0.037620031	NON	NON
MvSl-1064-A1-R4_MC05-1g06120	0	0	0	Auto	Auto	7.876237033	0.24183635	0.24183635	NON	NON
MvSl-1064-A1-R4_MC05-1g06122	0	0	0	Auto	Auto	5.119275098	-0.055251806	0.055251806	NON	NON
MvSl-1064-A1-R4_MC05-1g06124	0	0	0	Auto	Auto	6.574191712	-0.270333833	0.270333833	NON	NON
MvSl-1064-A1-R4_MC05-1g06128	0	0	0	Auto	Auto	0.282418054	0.563640384	0.563640384	NON	NON
MvSl-1064-A1-R4_MC05-1g06129	0	0	0	Auto	Auto	5.950543322	-0.093419405	0.093419405	NON	NON
MvSl-1064-A1-R4_MC05-1g06131	0	0	0	Auto	Auto	8.294296319	-0.017821287	0.017821287	NON	NON
MvSl-1064-A1-R4_MC05-1g06134	0	0	0	Auto	Auto	7.507139438	-0.12528132	0.12528132	NON	NON
MvSl-1064-A1-R4_MC05-1g06135	0	0	0	Auto	Auto	6.204202875	0.136514108	0.136514108	NON	NON
MvSl-1064-A1-R4_MC05-1g06136	0	0	0	Auto	Auto	8.282837568	-0.006138529	0.006138529	NON	NON
MvSl-1064-A1-R4_MC05-1g06139	0	0	0	Auto	Auto	7.548477756	-0.031205238	0.031205238	NON	NON
MvSl-1064-A1-R4_MC05-1g06141	0	0	0	Auto	Auto	4.427984638	-0.224283323	0.224283323	NON	NON
MvSl-1064-A1-R4_MC05-1g06142	0	0	0	Auto	Auto	8.252780358	0.368304697	0.368304697	NON	NON
MvSl-1064-A1-R4_MC05-1g06147	0	0	0	Auto	Auto	6.976122617	-0.016836374	0.016836374	NON	NON
