gid	gname	chr	start	end	logCPM	logFC.XY23.XX23	PV.XY23.XX23	FDR.XY23.XX23	A1_1	A1_2	A2_1	A2_2
MvSl-1064-A1-R4_MC04-1g05676	MvSl-1064-A1-R4_MC04-1	Auto	1017829	1018284	6.42378086554696	0.470356410736117	0.0894536185987949	0.313689371050483	6.20657584698408	6.13166287283561	6.1325405659192	7.01382366464539
MvSl-1064-A1-R4_MC04-1g05677	MvSl-1064-A1-R4_MC04-1	Auto	1018473	1020107	2.76718090070316	0.0666659456169172	0.886526152280224	0.965043476469173	3.02513866518007	2.37863950745718	2.00408980366394	3.31128077532403
MvSl-1064-A1-R4_MC04-1g05678	MvSl-1064-A1-R4_MC04-1	Auto	1020320	1021204	5.19708459670508	-0.201297730558117	0.72641802270075	0.899215402399173	5.99679901639777	3.88275112811355	4.01588433724918	5.70521420987022
MvSl-1064-A1-R4_MC04-1g05679	MvSl-1064-A1-R4_MC04-1	Auto	1021396	1022088	7.156687970394	0.711090025205559	0.0241252621847552	0.133577698606206	6.55511773935138	6.93510215557756	6.78716765244859	7.92941308389273
MvSl-1064-A1-R4_MC04-1g05680	MvSl-1064-A1-R4_MC04-1	Auto	1022261	1023332	5.21653743621344	-0.235457012175116	0.607110012401196	0.836648562427921	5.84268615485404	4.53174256670843	4.21576811221627	5.63782200867885
MvSl-1064-A1-R4_MC04-1g05681	MvSl-1064-A1-R4_MC04-1	Auto	1024816	1027378	8.46250713967437	0.530743519623594	0.0900457924408042	0.315437519687539	8.00663276121315	8.32178921819134	8.11854426369601	9.11852649808178
MvSl-1064-A1-R4_MC04-1g05682	MvSl-1064-A1-R4_MC04-1	Auto	1028284	1029439	6.0513673107951	1.35181577004534	3.78201060025267e-05	0.000884044977809061	5.26172679293034	5.18351365207319	5.84230605181802	7.05589526436906
MvSl-1064-A1-R4_MC04-1g05683	MvSl-1064-A1-R4_MC04-1	Auto	1030197	1032404	6.93605918162458	0.571234854412741	0.0381498997546932	0.182012387806326	6.78977498055101	6.4335574724218	6.7059400351412	7.55681297268272
MvSl-1064-A1-R4_MC04-1g05685	MvSl-1064-A1-R4_MC04-1	Auto	1035061	1037563	6.15732767550978	-0.511980120099447	0.174986999657437	0.459334199283881	6.9733729319019	5.40276521609268	5.83955566448107	5.91900894308393
MvSl-1064-A1-R4_MC04-1g05686	MvSl-1064-A1-R4_MC04-1	Auto	1037744	1040035	5.42598572238154	-2.10732716804669	0.00162993186736129	0.0175918116976685	6.98441709577526	3.73991179170994	4.24654659664773	3.76620303242147
MvSl-1064-A1-R4_MC04-1g05687	MvSl-1064-A1-R4_MC04-1	Auto	1040672	1041175	4.80151619640463	-1.3751612770952	0.00149593333258658	0.016392380289057	5.94120146610641	4.26967471685665	3.96631684276848	3.95925521622111
MvSl-1064-A1-R4_MC04-1g05688	MvSl-1064-A1-R4_MC04-1	Auto	1041222	1041718	5.21692786145439	-0.564053280626209	0.120877253782093	0.377442701843681	5.96369824212287	4.72577970160947	4.68688023492598	5.10225699597878
MvSl-1064-A1-R4_MC04-1g05689	MvSl-1064-A1-R4_MC04-1	Auto	1042327	1044780	3.56104001340822	-0.608952176052972	0.127671743687898	0.389444091916063	4.30219639614519	3.15320609908401	3.09835506448765	3.35262920211871
MvSl-1064-A1-R4_MC04-1g05690	MvSl-1064-A1-R4_MC04-1	Auto	1045100	1047208	4.60914959557329	-0.50497616154599	0.12088521780741	0.377442701843681	5.20997235306004	4.34693976475501	4.24931235227048	4.41946371809153
MvSl-1064-A1-R4_MC04-1g05691	MvSl-1064-A1-R4_MC04-1	Auto	1048417	1051119	6.34437059554852	-0.215644331113012	0.426100647387985	0.719818886259121	5.97481643125891	6.80281438498918	6.15114541248125	6.30994353959223
MvSl-1064-A1-R4_MC04-1g05692	MvSl-1064-A1-R4_MC04-1	Auto	1051449	1052312	5.62998943327444	-0.158308149924832	0.511150883912768	0.774866682859231	5.59860844380413	5.80711941639884	5.39238963383457	5.69017188228994
MvSl-1064-A1-R4_MC04-1g05693	MvSl-1064-A1-R4_MC04-1	Auto	1053450	1054741	4.83178644336586	0.0153909914959839	0.956968655750242	0.987386874986636	4.98431591706374	4.64579382503312	4.69095491088042	4.97398906275279
MvSl-1064-A1-R4_MC04-1g05694	MvSl-1064-A1-R4_MC04-1	Auto	1055314	1056825	5.00696805352914	0.308737841090838	0.24537572775358	0.548239483152284	4.77383251689915	4.91089404706956	5.15345642905114	5.15141160985697
MvSl-1064-A1-R4_MC04-1g05695	MvSl-1064-A1-R4_MC04-1	Auto	1057621	1058833	6.5070095866433	-0.093839962563869	0.670597649804429	0.871986152128736	6.39217642224035	6.69739397458668	6.52661745865647	6.38907989015917
MvSl-1064-A1-R4_MC04-1g05696	MvSl-1064-A1-R4_MC04-1	Auto	1059509	1062315	4.58036306014261	-0.143993484333597	0.630557464910759	0.851099217505468	4.32322703466756	4.91439948713076	4.53875467959051	4.47434848022739
MvSl-1064-A1-R4_MC04-1g05697	MvSl-1064-A1-R4_MC04-1	Auto	1063327	1064267	9.04899119254752	-0.851046913882215	0.000821983846940262	0.0102771875746804	9.48294883531225	9.33883733746462	8.50068187256741	8.62033286535782
MvSl-1064-A1-R4_MC04-1g05698	MvSl-1064-A1-R4_MC04-1	Auto	1065517	1065827	7.63221455450903	-0.0716042812979222	0.749892388582202	0.909996620920397	7.6550561844166	7.67996369975704	7.39007825698472	7.77615565164218
MvSl-1064-A1-R4_MC04-1g05699	MvSl-1064-A1-R4_MC04-1	Auto	1066338	1068413	7.79600112449795	0.123175142540276	0.590051363863832	0.824724487768503	7.52495017412423	7.91465606264987	7.79851175937025	7.91179845500592
MvSl-1064-A1-R4_MC04-1g05700	MvSl-1064-A1-R4_MC04-1	Auto	1069684	1072396	8.91646908937669	0.283787067021678	0.259697582329363	0.56314976479109	8.89216343137335	8.63138557727592	9.11796481318121	8.98150183911438
MvSl-1064-A1-R4_MC04-1g05701	MvSl-1064-A1-R4_MC04-1	Auto	1072810	1077922	6.11393263509331	-0.00485569316545295	0.981910923465215	0.993831558689399	6.15472329768742	6.07718955271597	6.06585887693388	6.15568987478833
MvSl-1064-A1-R4_MC04-1g05702	MvSl-1064-A1-R4_MC04-1	Auto	1078350	1081809	7.93622157452533	-0.0708636426336751	0.754518563886469	0.911824766303935	7.80305854906862	8.12158474033195	7.98408411509956	7.8115702061411
MvSl-1064-A1-R4_MC04-1g05703	MvSl-1064-A1-R4_MC04-1	Auto	1085282	1088480	2.88418635479349	-0.62135190997122	0.0875043435086612	0.309493210632683	3.02513866518007	3.2836153828698	2.58849339964336	2.50319872220251
MvSl-1064-A1-R4_MC04-1g05704	MvSl-1064-A1-R4_MC04-1	Auto	1090627	1091159	2.89803847440328	-0.494144209463325	0.210680349310402	0.505656351776808	2.66770651154915	3.46187811360762	2.61446864328758	2.65138828794466
MvSl-1064-A1-R4_MC04-1g05705	MvSl-1064-A1-R4_MC04-1	Auto	1092153	1092606	6.79161760335754	-0.0362595135704342	0.86562779218894	0.955278326288388	6.6538825589251	6.94969612306204	6.80466581068666	6.74158934442622
MvSl-1064-A1-R4_MC04-1g05708	MvSl-1064-A1-R4_MC04-1	Auto	1101225	1102185	6.34455521797799	-0.558761791822064	0.017560635090978	0.107132328406094	6.32599413827084	6.82440275797236	5.98354104591008	6.09226116352634
MvSl-1064-A1-R4_MC04-1g05709	MvSl-1064-A1-R4_MC04-1	Auto	1102568	1104607	4.50023058733504	-0.219233690943698	0.429308865288743	0.721836368102769	4.67912751663102	4.5294584410292	4.45737305013367	4.31351145941304
MvSl-1064-A1-R4_MC04-1g05710	MvSl-1064-A1-R4_MC04-1	Auto	1105888	1106877	5.3899265475434	0.278601212731078	0.257508729617751	0.560966748845146	5.13662587604787	5.34288943465355	5.53408081335255	5.51002275845283
MvSl-1064-A1-R4_MC04-1g05711	MvSl-1064-A1-R4_MC04-1	Auto	1107170	1110942	5.75523100447716	0.053065900456429	0.817470114819433	0.938814321262082	5.64249693375016	5.80900391525628	5.73293182440656	5.82848635421827
MvSl-1064-A1-R4_MC04-1g05712	MvSl-1064-A1-R4_MC04-1	Auto	1111376	1112140	0.461191134246222	0.33986486619435	0.501996561934115	0.770815242939786	0.515418547613973	0.0411241924608008	0.313935296877383	0.855348222106627
MvSl-1064-A1-R4_MC04-1g05713	MvSl-1064-A1-R4_MC04-1	Auto	1113184	1114143	5.82415245104883	-0.158785030494093	0.478668143070053	0.756854872119255	5.80705026999183	5.98934148692605	5.77576432329385	5.70919914920801
MvSl-1064-A1-R4_MC04-1g05715	MvSl-1064-A1-R4_MC04-1	Auto	1116693	1119291	7.22777798246995	-0.402402275627786	0.0537894037217912	0.227034568603949	7.35963213861539	7.46822049355892	7.09300722031643	6.92794949711791
MvSl-1064-A1-R4_MC04-1g05716	MvSl-1064-A1-R4_MC04-1	Auto	1119845	1122340	7.1853405724844	0.542304644864089	0.00868891979726812	0.0643219346782275	6.77712858425069	6.99219800842809	7.44116739213319	7.42066738881706
MvSl-1064-A1-R4_MC04-1g05717	MvSl-1064-A1-R4_MC04-1	Auto	1122454	1123974	6.92868970582186	0.361778978724799	0.0763708257661435	0.28353122280551	6.66353454887966	6.80564864760518	7.12686388975922	7.06874648397992
MvSl-1064-A1-R4_MC04-1g05718	MvSl-1064-A1-R4_MC04-1	Auto	1124360	1124724	7.23858650686415	0.129604017344621	0.527179963207169	0.786200076891135	7.13275156831167	7.21072773007678	7.32175709924206	7.28173990826469
MvSl-1064-A1-R4_MC04-1g05719	MvSl-1064-A1-R4_MC04-1	Auto	1125576	1132229	2.11366626316134	-0.407023517044945	0.305035352164564	0.610655987045716	2.26578354610442	2.33745162279358	1.89528690764801	1.90971217386121
MvSl-1064-A1-R4_MC04-1g05721	MvSl-1064-A1-R4_MC04-1	Auto	1136743	1143361	3.75895232200132	-0.198119601380466	0.542229252896286	0.796319286797901	3.59113718072791	4.07355273355939	3.57476402008711	3.73527163875075
MvSl-1064-A1-R4_MC04-1g05722	MvSl-1064-A1-R4_MC04-1	Auto	1143789	1146715	5.54184021765225	-0.312445982018951	0.269521518204664	0.575148623070335	6.02059916873944	5.26265354085758	5.47623236587955	5.27215700029932
MvSl-1064-A1-R4_MC04-1g05723	MvSl-1064-A1-R4_MC04-1	Auto	1146999	1147738	4.27998944594265	0.341865661846116	0.23143511777018	0.530343713821549	4.10581665446068	4.09224405553723	4.41858389475601	4.46023079153268
MvSl-1064-A1-R4_MC04-1g05724	MvSl-1064-A1-R4_MC04-1	Auto	1148600	1150597	7.45856109503178	-0.280426787442943	0.215829444085358	0.512580032584829	7.39813301300525	7.76250997865682	7.4133849880164	7.202327185024
MvSl-1064-A1-R4_MC04-1g05725	MvSl-1064-A1-R4_MC04-1	Auto	1150845	1152456	4.00280115173767	1.33749621185822	0.000109108629652725	0.00209966987085624	2.71090246783339	3.53656888401241	4.51366877424829	4.52043396223905
MvSl-1064-A1-R4_MC04-1g05726	MvSl-1064-A1-R4_MC04-1	Auto	1152772	1157416	6.06706496727077	-0.327306925674348	0.129886068888985	0.393131585004593	6.16349584573045	6.27694037390061	5.98271030086384	5.80074400434562
MvSl-1064-A1-R4_MC04-1g05727	MvSl-1064-A1-R4_MC04-1	Auto	1157477	1158450	6.1938143537244	0.41082360938866	0.0697128608912548	0.269272577183015	6.12109264339086	5.81088595572612	6.24697293704397	6.50936674742422
MvSl-1064-A1-R4_MC04-1g05728	MvSl-1064-A1-R4_MC04-1	Auto	1158500	1162267	6.01781390450543	-0.764575772650843	0.000506739659405976	0.00708776349627676	6.27563488464918	6.42067408971984	5.68674968873957	5.47885056701987
MvSl-1064-A1-R4_MC04-1g05729	MvSl-1064-A1-R4_MC04-1	Auto	1162718	1164055	3.87236154199768	-0.737713778497277	0.0540345165278867	0.227622385491127	3.94777986995931	4.40291270350986	2.82932948488777	3.89773078193497
MvSl-1064-A1-R4_MC04-1g05730	MvSl-1064-A1-R4_MC04-1	Auto	1164706	1165456	5.22823760105393	0.0317345203653497	0.900653587662456	0.969228895477651	5.28513875353597	5.13626208279255	5.31133450938276	5.17321271862946
MvSl-1064-A1-R4_MC04-1g05731	MvSl-1064-A1-R4_MC04-1	Auto	1165569	1166770	8.93209608152546	-0.292861679049116	0.255970437106167	0.559204809727544	9.2009958776531	8.92846964586617	8.91128297340229	8.63179370880084
MvSl-1064-A1-R4_MC04-1g05732	MvSl-1064-A1-R4_MC04-1	Auto	1167451	1169985	4.81438378286792	0.809921593414546	0.00348133234274651	0.0316224084607238	4.45610296142066	4.24482947351404	5.16228813018515	5.16017162623406
MvSl-1064-A1-R4_MC04-1g05733	MvSl-1064-A1-R4_MC04-1	Auto	1170194	1173461	4.44471131952975	0.175711405530057	0.541563885075714	0.796319286797901	4.3057228612125	4.40041504085	4.70512632563822	4.32913228158159
MvSl-1064-A1-R4_MC04-1g05734	MvSl-1064-A1-R4_MC04-1	Auto	1174547	1176139	5.29133311121529	-0.344398810221115	0.210109660163958	0.505132279689873	5.15238016294796	5.70050286647586	5.03503903297151	5.18040715448557
MvSl-1064-A1-R4_MC04-1g05735	MvSl-1064-A1-R4_MC04-1	Auto	1176460	1178350	8.50785103134775	0.846200899782679	0.000594844095048613	0.00805802977261129	7.98452563754204	8.06159375140812	8.66051067944741	9.05222872177841
MvSl-1064-A1-R4_MC04-1g05736	MvSl-1064-A1-R4_MC04-1	Auto	1178763	1181512	2.44633655760311	-0.990009671257792	0.084423306159962	0.302083726950081	3.56194428362149	1.51527876962569	1.52716851211036	2.18619322026427
MvSl-1064-A1-R4_MC04-1g05737	MvSl-1064-A1-R4_MC04-1	Auto	1182203	1182550	8.2544281576143	0.809964108171488	0.000518557180609837	0.00721784606408708	7.88931724864069	7.69073564642588	8.48727237738201	8.71031304482169
MvSl-1064-A1-R4_MC04-1g05738	MvSl-1064-A1-R4_MC04-1	Auto	1182695	1191041	6.91528939805609	0.088135834900347	0.665404579100091	0.869747787481991	6.88301794863238	6.85801294742325	6.96551994410135	6.95169008497344
MvSl-1064-A1-R4_MC04-1g05739	MvSl-1064-A1-R4_MC04-1	Auto	1191133	1192440	6.57618674712821	-0.0060129559061203	0.977130786921483	0.991773336766796	6.64207480324715	6.5137404259974	6.63474832835429	6.50879530348937
MvSl-1064-A1-R4_MC04-1g05740	MvSl-1064-A1-R4_MC04-1	Auto	1192538	1198011	9.3896151767221	-0.26905152216612	0.325779708445686	0.630735325692053	9.30453737205069	9.70362289442309	9.28757317728312	9.20907527374246
MvSl-1064-A1-R4_MC04-1g05741	MvSl-1064-A1-R4_MC04-1	Auto	1198286	1198977	5.47117962760059	-0.00599593555084143	0.980489605022781	0.993541239534216	5.55185871677747	5.39274748810674	5.34015981191232	5.58567002672191
MvSl-1064-A1-R4_MC04-1g05742	MvSl-1064-A1-R4_MC04-1	Auto	1199041	1199339	2.5493136435965	-0.218026785277383	0.558082791313936	0.80418561781262	2.72150235556702	2.58628342707954	2.38221451592831	2.49398892987737
MvSl-1064-A1-R4_MC04-1g05743	MvSl-1064-A1-R4_MC04-1	Auto	1201072	1201889	0.40671053730289	-0.0377501971177343	0.93999055371187	0.982359220389929	0.361277072939362	0.480099990677373	0.0349861041691728	0.671506004349459
MvSl-1064-A1-R4_MC04-1g05744	MvSl-1064-A1-R4_MC04-1	Auto	1202079	1204509	4.86062562152169	-0.430349421209062	0.115354512522644	0.367823959101854	5.07182984139216	5.04805961127196	4.740940479147	4.51133388629903
MvSl-1064-A1-R4_MC04-1g05745	MvSl-1064-A1-R4_MC04-1	Auto	1204844	1206005	3.68022524054923	-0.0939187245431605	0.784157522019986	0.927105138720296	3.89725138595182	3.53656888401241	3.31448596249179	3.89423459613108
MvSl-1064-A1-R4_MC04-1g05746	MvSl-1064-A1-R4_MC04-1	Auto	1206240	1211217	5.56209019055705	-0.029886538699098	0.90131847830046	0.9693101505987	5.41978035226736	5.71765856913934	5.49848888339141	5.59431445470695
MvSl-1064-A1-R4_MC04-1g05747	MvSl-1064-A1-R4_MC04-1	Auto	1211496	1214422	7.50031241156764	-0.147875320529222	0.495305172708896	0.768188810561307	7.42351157031467	7.70699692471495	7.46783131103521	7.38000065453837
MvSl-1064-A1-R4_MC04-1g05748	MvSl-1064-A1-R4_MC04-1	Auto	1215521	1218182	6.6536256960472	-0.164876270443565	0.434489443486928	0.724179696979792	6.76052077574859	6.70652139761826	6.67232977102906	6.45760059206942
MvSl-1064-A1-R4_MC04-1g05749	MvSl-1064-A1-R4_MC04-1	Auto	1219271	1220243	1.39047899432964	-0.0917830105712419	0.836418965238386	0.945450189090749	1.34476996504475	1.51527876962569	1.08221327281165	1.56737616454162
MvSl-1064-A1-R4_MC04-1g05750	MvSl-1064-A1-R4_MC04-1	Auto	1220324	1220935	6.26308207844163	0.0169978793364527	0.93759541626425	0.981406153651141	6.13305200753315	6.36603948216933	6.21832252564782	6.32300472502083
MvSl-1064-A1-R4_MC04-1g05751	MvSl-1064-A1-R4_MC04-1	Auto	1221822	1224030	9.61143391182345	-0.0977065817065072	0.7388655506098	0.905244476049779	9.35210386978223	9.91261145727463	9.51288014291495	9.60903696999572
MvSl-1064-A1-R4_MC04-1g05752	MvSl-1064-A1-R4_MC04-1	Auto	1224544	1225613	5.34138485001528	0.267571644267694	0.283065641925712	0.591576931935125	5.24896119722898	5.15267995778353	5.53747904834416	5.3959866304721
MvSl-1064-A1-R4_MC04-1g05754	MvSl-1064-A1-R4_MC04-1	Auto	1229631	1231778	7.01702340331442	0.699522445758706	0.000785314364787474	0.00991963901013487	6.51759635323633	6.72510390697218	7.25520789075544	7.3905855228633
MvSl-1064-A1-R4_MC04-1g05755	MvSl-1064-A1-R4_MC04-1	Auto	1232010	1232349	3.27262474352516	0.824263754317854	0.0203956737903499	0.119268243334187	2.99049957910677	2.59504733962056	3.46483587901275	3.76237268137312
MvSl-1064-A1-R4_MC04-1g05756	MvSl-1064-A1-R4_MC04-1	Auto	1232753	1233079	5.20747637905066	0.781143302715294	0.00321665226028463	0.0297523040246972	4.80904615809064	4.71978194354723	5.35307422026291	5.71317311186002
MvSl-1064-A1-R4_MC04-1g05757	MvSl-1064-A1-R4_MC04-1	Auto	1233222	1233788	4.91414377612196	-0.0382909561847708	0.887172568792598	0.96527427735314	5.01264318826514	4.84996023229738	4.94407872264737	4.84410794255953
MvSl-1064-A1-R4_MC04-1g05759	MvSl-1064-A1-R4_MC04-1	Auto	1237345	1237580	5.0758633230345	-0.198031647378	0.454790278014632	0.738915401352737	5.05096938742555	5.28177831913965	4.9077772859187	5.03717235104939
MvSl-1064-A1-R4_MC04-1g05760	MvSl-1064-A1-R4_MC04-1	Auto	1237887	1240668	6.73029339333409	0.0219267785240544	0.916317024280134	0.975260089168016	6.77522202703546	6.66133912009841	6.79049443355317	6.69009704294011
MvSl-1064-A1-R4_MC04-1g05761	MvSl-1064-A1-R4_MC04-1	Auto	1240732	1242138	7.52029604785645	0.260203436028447	0.22019769943216	0.518232725175222	7.37691717166635	7.39169328080091	7.69047272116733	7.59688550097508
MvSl-1064-A1-R4_MC04-1g05762	MvSl-1064-A1-R4_MC04-1	Auto	1244125	1245845	8.31458401681678	-0.388583161635581	0.110109054231943	0.357022353014796	8.67928378163557	8.28587290850882	8.00264357326908	8.20494918106698
MvSl-1064-A1-R4_MC04-1g05763	MvSl-1064-A1-R4_MC04-1	Auto	1246789	1248942	6.79399766974538	-0.610333346713968	0.00323030064614042	0.0298464512976368	7.01597520398597	7.11648024807013	6.43908792690354	6.47525818887573
MvSl-1064-A1-R4_MC04-1g05767	MvSl-1064-A1-R4_MC04-1	Auto	1257323	1259951	6.12928155283862	-0.14130387624394	0.522117206740473	0.782857279480835	6.05662589266296	6.32645988290264	6.09382606543575	6.01951067977648
MvSl-1064-A1-R4_MC04-1g05768	MvSl-1064-A1-R4_MC04-1	Auto	1260533	1261498	9.80732747074895	0.460746712799564	0.117805707585497	0.372013471604421	9.31080275006656	9.77000560041665	10.0831635028375	9.95258124088568
MvSl-1064-A1-R4_MC04-1g05769	MvSl-1064-A1-R4_MC04-1	Auto	1261784	1264861	8.67232644218741	0.265253979502621	0.272595573761575	0.57897953715977	8.56713881863127	8.4993181987081	8.89625205321471	8.69431923901814
MvSl-1064-A1-R4_MC04-1g05770	MvSl-1064-A1-R4_MC04-1	Auto	1265231	1266043	8.23847443818585	-0.226269708146007	0.371401628498377	0.675736665600488	8.06293910981573	8.58429780858771	7.98512148372921	8.24512979839667
MvSl-1064-A1-R4_MC04-1g05771	MvSl-1064-A1-R4_MC04-1	Auto	1266429	1267121	7.18948093306327	-0.303141725226904	0.178752748570995	0.463700586009559	7.08224258240249	7.54626822365459	7.11781195872074	6.93689806138827
MvSl-1064-A1-R4_MC04-1g05772	MvSl-1064-A1-R4_MC04-1	Auto	1267428	1268878	5.31872061796532	-0.0726985333536441	0.769983189660418	0.919614147535779	5.38686342764523	5.32192572077797	5.34533945602251	5.21585081791513
MvSl-1064-A1-R4_MC04-1g05773	MvSl-1064-A1-R4_MC04-1	Auto	1269109	1270892	4.71169395014095	-0.00670105759797436	0.980326726673758	0.993493226065936	4.73250692167204	4.6975743383079	4.73108095544762	4.68527290856479
MvSl-1064-A1-R4_MC04-1g05774	MvSl-1064-A1-R4_MC04-1	Auto	1271522	1271674	7.11937588932731	0.0555124334050217	0.785044218192326	0.92766171985661	6.95776767370464	7.21322028177053	7.17747533873903	7.11566258767534
MvSl-1064-A1-R4_MC04-1g05775	MvSl-1064-A1-R4_MC04-1	Auto	1272686	1276236	3.0817894383109	-0.467424931067898	0.186848543625209	0.475524015462735	3.37988130975106	3.2113594468299	2.9154312791989	2.74752424460429
MvSl-1064-A1-R4_MC04-1g05776	MvSl-1064-A1-R4_MC04-1	Auto	1277332	1279022	4.49551176162096	-0.163941103964451	0.576078762704925	0.816246008365634	4.65444696207326	4.49241187558028	4.15216832817355	4.63169229852821
MvSl-1064-A1-R4_MC04-1g05777	MvSl-1064-A1-R4_MC04-1	Auto	1279287	1281449	3.38047573372417	0.146341327788404	0.677702257480025	0.87492042906246	3.55603414276544	3.00982663467615	3.55254283600384	3.34240266396665
MvSl-1064-A1-R4_MC04-1g05778	MvSl-1064-A1-R4_MC04-1	Auto	1281657	1283902	4.65311098017779	0.298413624207364	0.27534584913345	0.582233282754654	4.61803493343329	4.36498599167611	4.79304794741674	4.79433255657417
MvSl-1064-A1-R4_MC04-1g05779	MvSl-1064-A1-R4_MC04-1	Auto	1285364	1286515	3.9140914658527	0.0922167854111537	0.759460554983963	0.914328858498538	3.84003293553081	3.89344789110385	3.8653703853071	4.04688565591035
MvSl-1064-A1-R4_MC04-1g05780	MvSl-1064-A1-R4_MC04-1	Auto	1286591	1288395	7.41922469321275	-0.0691646422816046	0.749487426279159	0.909835004354124	7.30385600314183	7.58857153346668	7.39664218465347	7.37185361694101
MvSl-1064-A1-R4_MC04-1g05781	MvSl-1064-A1-R4_MC04-1	Auto	1288448	1289442	6.30397002175637	0.488845962337783	0.0382762645189656	0.182209423017234	5.91488890982812	6.15259224890874	6.27777711325917	6.74012944605185
MvSl-1064-A1-R4_MC04-1g05782	MvSl-1064-A1-R4_MC04-1	Auto	1289496	1290380	6.1370964665122	-0.000973203841949728	0.996386890357394	0.998933999308916	6.19806214465657	6.07484194837698	6.08456377828298	6.18674552994761
MvSl-1064-A1-R4_MC04-1g05783	MvSl-1064-A1-R4_MC04-1	Auto	1290754	1291222	5.82288898832615	0.336705646922726	0.14611195675849	0.417005657609998	5.46147939508377	5.8061762430661	5.97437643369651	5.98787578296417
MvSl-1064-A1-R4_MC04-1g05784	MvSl-1064-A1-R4_MC04-1	Auto	1291871	1292071	4.80843440499923	-0.240741799382527	0.390764732555317	0.690926665866565	4.85068135541113	4.99275961036103	4.82676921729564	4.52496256515595
MvSl-1064-A1-R4_MC04-1g05785	MvSl-1064-A1-R4_MC04-1	Auto	1293039	1293994	7.01708306759903	0.291793946542908	0.151544132250883	0.424896553331843	6.88360798253639	6.84383566719839	7.08451423242803	7.22302945772289
MvSl-1064-A1-R4_MC04-1g05786	MvSl-1064-A1-R4_MC04-1	Auto	1294423	1296311	4.81928443113507	0.0382282659892567	0.895500300037336	0.967671927569483	4.96660319396079	4.61380929951142	5.01079496301292	4.64215198493868
MvSl-1064-A1-R4_MC04-1g05787	MvSl-1064-A1-R4_MC04-1	Auto	1296862	1297302	2.48117312750396	-0.987025570235827	0.0184509382998094	0.110834477133352	3.26139282433007	2.41868407364614	1.93705543366764	1.90971217386121
MvSl-1064-A1-R4_MC04-1g05788	MvSl-1064-A1-R4_MC04-1	Auto	1297524	1298571	4.46242707673658	0.0182276823102778	0.949190368269752	0.985140281007215	4.60950002512602	4.28058117912624	4.38628124980019	4.5518396623209
MvSl-1064-A1-R4_MC04-1g05789	MvSl-1064-A1-R4_MC04-1	Auto	1298642	1299283	7.18832435089316	-0.371154671776147	0.0846033450572787	0.30260206826724	7.24077939634637	7.47357691011353	7.12911802610069	6.83845882764913
MvSl-1064-A1-R4_MC04-1g05791	MvSl-1064-A1-R4_MC04-1	Auto	1300880	1303313	8.48272316957449	0.341092838972865	0.261056341556995	0.564648390765217	8.68809249966604	7.7741327317178	8.7979064346158	8.46977138113323
MvSl-1064-A1-R4_MC04-1g05792	MvSl-1064-A1-R4_MC04-1	Auto	1304709	1305820	5.13375980005799	-0.326933315124205	0.203689380801702	0.496637203417301	5.23052643118453	5.34288943465355	4.98613650492992	4.93708726940638
MvSl-1064-A1-R4_MC04-1g05793	MvSl-1064-A1-R4_MC04-1	Auto	1306233	1309390	4.70642873807081	0.28212120131804	0.301291233465476	0.608381969546954	4.55127261305936	4.56557746636317	4.78353933235024	4.89397470656041
MvSl-1064-A1-R4_MC04-1g05794	MvSl-1064-A1-R4_MC04-1	Auto	1309754	1311977	4.95712094401665	1.12522746151412	3.62256642718379e-05	0.00085373469607219	4.34395550224929	4.23083940920082	5.42578031709095	5.39475001536671
MvSl-1064-A1-R4_MC04-1g05795	MvSl-1064-A1-R4_MC04-1	Auto	1312033	1316157	6.31195101157471	0.382138999348514	0.0945292021010874	0.325219556148233	5.89395641416476	6.29386075369079	6.57977422875257	6.39465816869798
MvSl-1064-A1-R4_MC04-1g05796	MvSl-1064-A1-R4_MC04-1	Auto	1316354	1317473	4.80244994986723	-0.424904011004599	0.118529307488257	0.373612716384751	5.00615531891298	4.99275961036103	4.65803064659891	4.48832935607729
MvSl-1064-A1-R4_MC04-1g05797	MvSl-1064-A1-R4_MC04-1	Auto	1317851	1320516	4.70261641170706	-0.66940879828616	0.0212018558060881	0.122483790224292	4.78902944252565	5.18060533825645	4.18431865851691	4.464952054476
MvSl-1064-A1-R4_MC04-1g05798	MvSl-1064-A1-R4_MC04-1	Auto	1320676	1322102	6.95078363402206	-0.307381520031297	0.248994333651255	0.551062390633915	6.60391362084612	7.46194610151155	6.81216734228008	6.76570597800529
MvSl-1064-A1-R4_MC04-1g05799	MvSl-1064-A1-R4_MC04-1	Auto	1323310	1326082	1.68090548902749	1.05754084402324	0.0227684301399934	0.128259887985839	1.04059509891629	1.08861006222284	1.6326139977736	2.44703687397647
MvSl-1064-A1-R4_MC04-1g05800	MvSl-1064-A1-R4_MC04-1	Auto	1326903	1327439	1.64505675928668	-0.138830252563666	0.759086306906845	0.914069403075077	1.28885036009014	2.02364331076711	1.43299876617706	1.70144545473244
MvSl-1064-A1-R4_MC04-1g05801	MvSl-1064-A1-R4_MC04-1	Auto	1327589	1327924	9.07429840429055	0.0323983179778404	0.92461358841895	0.978654618872869	8.45688018425931	9.48088346328547	9.34162498711016	8.78595823155617
