genea2	dna2	dna2se	dsa2	dsa2se	dndsa2	chr	chrom	DE	genea1	dna1	dna1se	dsa1	dsa1se	dndsa1
MvSl-1064-A2-R4_MC05g06897	0.00128	0.00128	0.02189	0.00984	0.0584715	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06634	0.00128	0.00128	0.02189	0.00984	0.0584739
MvSl-1064-A2-R4_MC05g06898	0.00352	0.00353	0.00004	0.0003	85.8537	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06635	0.00352	0.00352	0.00004	0	87.7805
MvSl-1064-A2-R4_MC05g06903	0.0035	0.00351	0.00004	0.00028	85.3659	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06640	0.0035	0.00351	0.00004	0.00017	87.2818
MvSl-1064-A2-R4_MC05g06904	0.00425	0.003	0.00543	0.00541	0.782545	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06641	0.00425	0.00299	0.00543	0.00539	0.782674
MvSl-1064-A2-R4_MC05g06910	0.00001	0	0.00684	0	0.00146177	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06647	0.00001	0	0.00684	0	0.00146197
MvSl-1064-A2-R4_MC05g06913	0.00002	0	0.02134	0.00185	0.000937163	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06650	0.00002	0	0.02134	0.00164	0.000937203
MvSl-1064-A2-R4_MC05g06916	0.00397	0.00398	0.00004	0	96.8293	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06653	0.00397	0.00398	0.00004	0	99.0025
MvSl-1064-A2-R4_MC05g06919	0.00382	0	0.00351	0	1.08801	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06656	0.00382	0.00224	0.00351	0.00214	1.08829
MvSl-1064-A2-R4_MC05g06924	0.00318	0.0032	0.00807	0.00813	0.394003	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06661	0.00318	0.00319	0.00807	0.0081	0.394047
MvSl-1064-A2-R4_MC05g06925	0.00382	0.00395	0.0205	0.0224	0.186332	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06662	0.00382	0.00395	0.0205	0.0224	0.186341
MvSl-1064-A2-R4_MC05g06927	0.00294	0.00295	0.00003	0	94.8387	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06664	0.00294	0.00295	0.00003	0	97.6744
MvSl-1064-A2-R4_MC05g06932	0.00496	0.00223	0.01269	0.00572	0.390828	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06669	0.00496	0.00223	0.01269	0.00572	0.390856
MvSl-1064-A2-R4_MC05g06934	0.00281	0.00163	0.00529	0.00379	0.531091	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06671	0.00281	0.00162	0.00529	0.00374	0.531181
MvSl-1064-A2-R4_MC05g06935	0.00478	0.0024	0.00939	0.00545	0.508998	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06672	0.00478	0.0024	0.00939	0.00544	0.509047
MvSl-1064-A2-R4_MC05g06937	0.00434	0.00174	0.01042	0.00419	0.416467	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06674	0.00434	0.00243	0.01042	0.00586	0.416503
MvSl-1064-A2-R4_MC05g06939	0.00653	0.00197	0.01341	0.00426	0.486914	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06676	0.00653	0.00198	0.01341	0.00427	0.486946
MvSl-1064-A2-R4_MC05g06942	0.00183	0.00184	0.0049	0.00491	0.373393	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06679	0.00183	0.00185	0.0049	0.00495	0.373462
MvSl-1064-A2-R4_MC05g06943	0.00639	0	0.00616	0	1.03717	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06680	0.00639	0.00227	0.00616	0.00301	1.03732
MvSl-1064-A2-R4_MC05g06945	0.00001	0.00001	0.011	0.01107	0.000909008	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06682	0.00001	0	0.011	0.00078	0.000909083
MvSl-1064-A2-R4_MC05g06946	0.00286	0.00286	0.00727	0.00728	0.393343	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06683	0.00286	0.00287	0.00727	0.0073	0.393392
MvSl-1064-A2-R4_MC05g06950	0.00285	0.00166	0.02029	0.00841	0.140456	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06687	0.00285	0.00167	0.02029	0.00841	0.140463
MvSl-1064-A2-R4_MC05g06951	0.00536	0.00143	0.00931	0.0028	0.575663	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06688	0.00536	0.00143	0.00931	0.00279	0.575719
MvSl-1064-A2-R4_MC05g06952	0.00188	0.00134	0.00848	0.00426	0.221672	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06689	0.00188	0.00133	0.00848	0.00426	0.221695
MvSl-1064-A2-R4_MC05g06953	0.00166	0.00168	0.01269	0.00913	0.130801	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06690	0.00166	0.00168	0.01269	0.00913	0.130811
MvSl-1064-A2-R4_MC05g06954	0.00003	0	0.02826	0.00238	0.00106153	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06691	0.00003	0	0.02826	0.00233	0.00106157
MvSl-1064-A2-R4_MC05g06955	0.00403	0.00403	0.00004	0	98.2927	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06692	0.00403	0.00403	0.00004	0	100.499
MvSl-1064-A2-R4_MC05g06957	0.01272	0.00739	0.00013	0.0009	97.0992	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06694	0.01272	0.00738	0.00013	0.00063	97.7709
MvSl-1064-A2-R4_MC05g06962	0	0	0.00001	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06698	0	0.03193	0.00001	0.06591	0
MvSl-1064-A2-R4_MC05g06965	0.00638	0.00453	0.02057	0.01202	0.310145	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06701	0.00638	0.00453	0.02057	0.01202	0.310159
MvSl-1064-A2-R4_MC05g06969	0.00394	0.00197	0.00292	0.00294	1.34885	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06705	0.00394	0.00197	0.00292	0.0029	1.34927
MvSl-1064-A2-R4_MC05g06972	0.00483	0.00243	0.00533	0.00381	0.906021	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06708	0.00483	0.00242	0.00533	0.00378	0.906174
MvSl-1064-A2-R4_MC05g06974	0.00149	0.00149	0.01471	0.00664	0.101285	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06710	0.00149	0.00149	0.01471	0.00664	0.101291
MvSl-1064-A2-R4_MC05g06975	0.00316	0.00221	0.00404	0.00396	0.781985	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06711	0.00316	0.00222	0.00404	0.00401	0.782159
MvSl-1064-A2-R4_MC05g06976	0.00781	0.00555	0.00008	0.00006	96.4198	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06712	0.00781	0.00555	0.00008	0.00031	97.5031
MvSl-1064-A2-R4_MC05g06978	0.00433	0.00251	0.01036	0.00602	0.417913	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06714	0.00433	0.00251	0.01036	0.00601	0.41795
MvSl-1064-A2-R4_MC05g06979	0.00708	0.00503	0.00007	0	99.7183	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06715	0.00708	0.00503	0.00007	0	100.999
MvSl-1064-A2-R4_MC05g06983	0.00298	0.00172	0.00003	0.00004	96.129	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06719	0.00298	0.00172	0.00003	0	99.0033
MvSl-1064-A2-R4_MC05g06985	0.00419	0.0042	0.01084	0.01089	0.386496	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06721	0.00419	0.00419	0.01084	0.01087	0.386528
MvSl-1064-A2-R4_MC05g06987	0.00488	0.00199	0.00219	0.00212	2.22729	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06723	0.00488	0.00197	0.00219	0.00205	2.22821
MvSl-1064-A2-R4_MC05g06989	0.00675	0.00479	0.01596	0.01139	0.422906	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06725	0.00675	0.00479	0.01596	0.01139	0.42293
MvSl-1064-A2-R4_MC05g06991	0.00566	0.00394	0.00401	0.00386	1.41112	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06727	0.00566	0.00405	0.00401	0.00405	1.41144
MvSl-1064-A2-R4_MC05g06992	0.00687	0.00282	0.00886	0.00515	0.775308	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06728	0.00687	0.00282	0.00886	0.00516	0.775386
MvSl-1064-A2-R4_MC05g06993	0.00946	0.00549	0.01824	0.01065	0.518612	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06729	0.00946	0.0055	0.01824	0.01066	0.518638
MvSl-1064-A2-R4_MC05g07001	0.0028	0.00281	0.04105	0.02978	0.0682078	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06737	0.0028	0.00281	0.04105	0.02978	0.0682093
MvSl-1064-A2-R4_MC05g07003	0.00002	0.00005	0.01883	0.01376	0.00106208	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06739	0.00002	0	0.01883	0.00106	0.00106213
MvSl-1064-A2-R4_MC05g07004	0.00198	0.002	0.01323	0.00948	0.149649	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06740	0.00198	0.002	0.01323	0.00949	0.149659
MvSl-1064-A2-R4_MC05g07019	0.00425	0.00246	0.00558	0.00395	0.761512	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06755	0.00425	0.00246	0.00558	0.00395	0.761635
MvSl-1064-A2-R4_MC05g07020	0.0027	0.0019	0.00214	0.00211	1.26109	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06756	0.0027	0.00192	0.00214	0.00217	1.26162
MvSl-1064-A2-R4_MC05g07022	0.00414	0.00293	0.00442	0.00442	0.93644	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06758	0.00414	0.00292	0.00442	0.00437	0.93663
MvSl-1064-A2-R4_MC05g07028	0.00861	0.00387	0.00009	0.00015	94.6154	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06764	0.00861	0.00387	0.00009	0.00018	95.5605
MvSl-1064-A2-R4_MC05g07029	0.00268	0.00155	0.00301	0.00214	0.89007	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06765	0.00268	0.00154	0.00301	0.00211	0.890336
MvSl-1064-A2-R4_MC05g07030	0.00161	0.00114	0.00546	0.00386	0.294818	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06766	0.00161	0.00114	0.00546	0.00387	0.294866
MvSl-1064-A2-R4_MC05g07032	0.00448	0.00258	0.00279	0.00274	1.60516	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06768	0.00448	0.00259	0.00279	0.00277	1.60568
MvSl-1064-A2-R4_MC05g07033	0.00798	0.00463	0.02063	0.01043	0.386797	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06769	0.00798	0.00464	0.02063	0.01043	0.386813
MvSl-1064-A2-R4_MC05g07037	0.00649	0.00263	0.00241	0.00223	2.69183	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06773	0.00649	0.00262	0.00241	0.00221	2.69283
MvSl-1064-A2-R4_MC05g07046	0.00198	0.00114	0.00316	0.00223	0.626384	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06782	0.00198	0.00114	0.00316	0.00223	0.626562
MvSl-1064-A2-R4_MC05g07048	0	0.00007	0.00002	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06784	0	0	0.00001	0	0
MvSl-1064-A2-R4_MC05g07056	0.00183	0.00129	0.0039	0.00277	0.46911	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06792	0.00183	0.00183	0.0039	0.00391	0.469219
MvSl-1064-A2-R4_MC05g07065	0.01826	0.00918	0.01136	0.0114	1.60725	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06801	0.01826	0.00919	0.01136	0.01143	1.60738
MvSl-1064-A2-R4_MC05g07066	0.01219	0.00705	0.00012	0.00041	100.744	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06802	0.01219	0.00706	0.00012	0.00087	101.499
MvSl-1064-A2-R4_MC05g07067	0.00456	0.00457	0.00005	0.00005	89.4118	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06803	0.00456	0.00457	0.00005	0	91.018
MvSl-1064-A2-R4_MC05g07070	0.00392	0.00393	0.00004	0	95.6098	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06806	0.00392	0.00393	0.00004	0.00041	97.7556
MvSl-1064-A2-R4_MC05g07086	0.00348	0.00175	0.01431	0.00647	0.24317	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06822	0.00348	0.00175	0.01431	0.00647	0.243185
MvSl-1064-A2-R4_MC05g07090	0.00447	0.00318	0.01995	0.01161	0.224049	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06826	0.00447	0.00318	0.01995	0.01161	0.224059
MvSl-1064-A2-R4_MC05g07091	0.00194	0.00097	0.0042	0.0021	0.461795	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06827	0.00194	0.00097	0.0042	0.0021	0.461894
MvSl-1064-A2-R4_MC05g07098	0	0	0	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06834	0	0.00391	0.00001	0.00948	0
MvSl-1064-A2-R4_MC05g07101	0	0	0.00001	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC05-3g06837	0	0	0.00001	0	0
MvSl-1064-A2-R4_MC06-1g07125	0.00567	0.00401	0.0049	0.00489	1.15691	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g06862	0.00567	0.00404	0.0049	0.00496	1.15712
MvSl-1064-A2-R4_MC06-1g07128	0.01489	0.00447	0.00276	0.00375	5.39297	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g06865	0.01489	0.00427	0.00276	0.00232	5.39473
MvSl-1064-A2-R4_MC06-1g07158	0.00001	0	0.00598	0	0.00167196	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g06895	0.00001	0	0.00601	0	0.00166387
MvSl-1064-A2-R4_MC06-1g07165	0.00355	0.00252	0.02033	0.01026	0.17461	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g06902	0.00355	0.00253	0.02033	0.01026	0.174618
MvSl-1064-A2-R4_MC06-1g07167	0.00287	0.00142	0.01154	0.00473	0.248679	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g06904	0.00287	0.00131	0.01154	0.00455	0.248698
MvSl-1064-A2-R4_MC06-1g07193	0.00003	0	0.02785	0.00161	0.00107716	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g06930	0.00003	0.00069	0.02785	0.01128	0.0010772
MvSl-1064-A2-R4_MC06-1g07198	0.01082	0.00362	0.01259	0.00633	0.859344	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g06935	0.01082	0.00363	0.01259	0.00637	0.859405
MvSl-1064-A2-R4_MC06-1g07199	0	0	0	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g06936	0	0	0	0	0
MvSl-1064-A2-R4_MC06-1g07201	0.00807	0.00572	0.00008	0.00024	99.6296	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g06938	0	0	0	0	0
MvSl-1064-A2-R4_MC06-1g07204	0.00001	0.00019	0.00847	0.00897	0.0011805	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g06941	0.00001	0.00006	0.00847	0.00866	0.00118062
MvSl-1064-A2-R4_MC06-1g07207	0.00112	0.00112	0.00962	0.0056	0.116412	aAutosome	aAutosome	Up	MvSl-1064-A1-R4_MC06g06944	0.00112	0.00112	0.00962	0.0056	0.116423
MvSl-1064-A2-R4_MC06-1g07209	0	0	0.00001	0	0	aAutosome	aAutosome	Up	MvSl-1064-A1-R4_MC06g06946	0	0	0.00001	0	0
MvSl-1064-A2-R4_MC06-1g07212	0.00318	0.00319	0.00859	0.00862	0.370155	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g06949	0.00318	0.00227	0.00859	0.00607	0.370194
MvSl-1064-A2-R4_MC06-1g07214	0.00001	0.00001	0.00626	0.00367	0.00159719	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g06951	0.00001	0	0.00626	0.00028	0.00159742
MvSl-1064-A2-R4_MC06-1g07217	0.00169	0.0017	0.01015	0.0059	0.166486	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g06954	0.00169	0.0017	0.01015	0.0059	0.166501
MvSl-1064-A2-R4_MC06-1g07220	0.00471	0.00162	0.00747	0.00277	0.630438	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g06957	0.00471	0.00162	0.00746	0.00275	0.631359
MvSl-1064-A2-R4_MC06-1g07225	0.00001	0	0.0055	0.00026	0.00181785	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g06962	0.00001	0	0.0055	0.00031	0.00181815
MvSl-1064-A2-R4_MC06-1g07245	0.00222	0.00222	0.00002	0.00012	105.714	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g06982	0.00759	0.00341	0.00711	0.00503	1.0675
MvSl-1064-A2-R4_MC06-1g07247	0	0	0.00001	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g06984	0	0	0.00001	0	0
MvSl-1064-A2-R4_MC06-1g07249	0.00269	0.00269	0.00003	0.00007	86.7742	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g06986	0.00269	0.00269	0.00003	0.00007	89.3688
MvSl-1064-A2-R4_MC06-1g07252	0.05608	0.01429	0.00057	0.00085	98.2137	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g06989	0.05608	0.01429	0.00057	0.00093	98.3687
MvSl-1064-A2-R4_MC06-1g07262	0.00049	0.00049	0.01079	0.00385	0.0454082	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g06999	0.00049	0.00049	0.01079	0.00384	0.045412
MvSl-1064-A2-R4_MC06-1g07273	0.00177	0.00177	0.00002	0.00004	84.2857	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07010	0.00177	0.00177	0.00002	0.00005	88.0597
MvSl-1064-A2-R4_MC06-1g07278	0	0.00005	0.00002	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07015	0	0.00004	0.00002	0	0
MvSl-1064-A2-R4_MC06-1g07286	0.0069	0.00219	0.01289	0.00458	0.535257	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07023	0.0069	0.00219	0.01289	0.00459	0.535295
MvSl-1064-A2-R4_MC06-1g07288	0.00815	0.00566	0.00008	0	100.617	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07025	0.00815	0.00577	0.00008	0.00036	101.748
MvSl-1064-A2-R4_MC06-1g07290	0.00096	0.00096	0.01365	0.00687	0.0703245	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07027	0.00096	0.00096	0.01365	0.00687	0.0703292
MvSl-1064-A2-R4_MC06-2g07303	0.00001	0	0.00719	0	0.00139063	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07038	0.00001	0	0.0072	0	0.00138887
MvSl-1064-A2-R4_MC06-2g07311	0.00392	0.00195	0.00388	0.00271	1.01005	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07046	0.00392	0.00196	0.00388	0.00274	1.01028
MvSl-1064-A2-R4_MC06-2g07314	0.00619	0.00356	0.00505	0.00497	1.2255	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07049	0.00619	0.00357	0.00505	0.005	1.22572
MvSl-1064-A2-R4_MC06-2g07321	0.0042	0.00422	0.00004	0.00038	102.439	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07056	0.0042	0	0.00004	0	104.738
MvSl-1064-A2-R4_MC06-2g07322	0.00097	0.00098	0.00467	0.00476	0.207664	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07057	0.00097	0.00097	0.00467	0.0047	0.207704
MvSl-1064-A2-R4_MC06-2g07361	0.00127	0.00064	0.01225	0.00329	0.103665	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07096	0.00127	0.00064	0.01225	0.00329	0.103673
MvSl-1064-A2-R4_MC06-2g07383	0.00635	0.00223	0.00187	0.00172	3.39391	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07118	0.00635	0.00226	0.00187	0.00191	3.39554
MvSl-1064-A2-R4_MC06-2g07384	0.00001	0	0.00907	0.00172	0.00110241	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07119	0.00001	0	0.00907	0.00155	0.00110252
MvSl-1064-A2-R4_MC06-2g07386	0.00451	0.00202	0.00197	0.00199	2.28818	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07121	0.00451	0.002	0.00197	0.00187	2.28922
MvSl-1064-A2-R4_MC06-2g07387	0	0	0.00471	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07122	0	0	0.00471	0	0
MvSl-1064-A2-R4_MC06-2g07396	0.00503	0.00505	0.01078	0.01086	0.466562	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07131	0.00503	0.00504	0.01078	0.01085	0.4666
MvSl-1064-A2-R4_MC06-2g07397	0.00452	0	0.00005	0	88.6275	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07132	0.00452	0.00453	0.00005	0	90.2196
MvSl-1064-A2-R4_MC06-2g07398	0.00384	0.00222	0.01551	0.00698	0.247566	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07133	0.00384	0.00222	0.01551	0.00697	0.247581
MvSl-1064-A2-R4_MC06-2g07402	0.00484	0.00344	0.02948	0.01337	0.164174	aAutosome	aAutosome	Up	MvSl-1064-A1-R4_MC06g07137	0.00484	0.00344	0.02948	0.01336	0.164179
MvSl-1064-A2-R4_MC06-2g07409	0.81571	0.12757	56.7682	80.13998	0.0143691	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07144	0.81573	0.12816	56.76816	78.27645	0.0143695
MvSl-1064-A2-R4_MC06-2g07421	0.00495	0.00352	0.01454	0.01037	0.340417	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07156	0.00495	0.00251	0.01454	0.00723	0.340438
MvSl-1064-A2-R4_MC06-2g07423	0.0035	0.00175	0.0075	0.00434	0.466604	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07158	0.0035	0.00175	0.0075	0.00434	0.46666
MvSl-1064-A2-R4_MC06-2g07427	0.00001	0	0.00764	0.00034	0.00130873	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07162	0.00001	0	0.00764	0.00066	0.00130888
MvSl-1064-A2-R4_MC06-2g07442	0.00328	0.00124	0.00784	0.00321	0.418314	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07177	0.00328	0.00124	0.00784	0.00322	0.418362
MvSl-1064-A2-R4_MC06-2g07450	0.00438	0.00167	0.01335	0.00478	0.328065	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07185	0.00438	0.00181	0.01335	0.00513	0.328087
MvSl-1064-A2-R4_MC06-2g07452	0.00515	0.00254	0.02294	0.00937	0.224489	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07187	0.00515	0.00256	0.02294	0.00942	0.224498
MvSl-1064-A2-R4_MC06-2g07453	0.00453	0.00451	0.01033	0.01032	0.438486	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07188	0.00453	0.0045	0.01033	0.01029	0.438524
MvSl-1064-A2-R4_MC06-2g07461	0.0073	0.00519	0.00007	0	102.817	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07196	0.0073	0.00518	0.00007	0	104.137
MvSl-1064-A2-R4_MC06-2g07470	0.00196	0.00196	0.00673	0.00678	0.29119	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07205	0.00196	0.00196	0.00673	0.00675	0.291229
MvSl-1064-A2-R4_MC06-2g07471	0.00169	0.0017	0.00343	0.00344	0.492568	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07206	0.00169	0.00119	0.00343	0.00244	0.492697
MvSl-1064-A2-R4_MC06-2g07473	0.00337	0.00195	0.00003	0.00009	108.71	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07208	0.00337	0.00195	0.00003	0.00021	111.96
MvSl-1064-A2-R4_MC06-2g07474	0.00002	0	0.02137	0.00141	0.000935848	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07209	0.00002	0	0.02137	0.00136	0.000935887
MvSl-1064-A2-R4_MC06-2g07475	0.00449	0.00318	0.00005	0.00021	88.0392	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07210	0.00449	0.00318	0.00005	0.00022	89.6208
MvSl-1064-A2-R4_MC06-2g07477	0.00398	0.00399	0.01443	0.01451	0.275795	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07212	0.00398	0.00398	0.01443	0.0145	0.275812
MvSl-1064-A2-R4_MC06-2g07478	0.0101	0.00584	0.01412	0.01414	0.715247	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07213	0.0101	0.00586	0.01412	0.01426	0.715292
MvSl-1064-A2-R4_MC06-2g07479	0.00319	0.00319	0.00003	0	102.903	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07214	0.00319	0.00319	0.00003	0	105.98
MvSl-1064-A2-R4_MC06-2g07484	0.00154	0.00088	0.00236	0.00164	0.652266	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07219	0.00154	0.00088	0.00236	0.00165	0.652515
MvSl-1064-A2-R4_MC06-2g07487	0	0.00954	0.00001	0.01824	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07222	0	0	0.00001	0	0
MvSl-1064-A2-R4_MC06-2g07488	0.00001	0	0.0069	0	0.00144907	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07223	0.00001	0	0.0069	0.00058	0.00144925
MvSl-1064-A2-R4_MC06-2g07491	0.00101	0.00101	0.00687	0.00487	0.146995	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07226	0.00101	0.00101	0.00687	0.00487	0.147014
MvSl-1064-A2-R4_MC06-2g07492	0.00001	0	0.01473	0.00116	0.000678841	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07227	0.00001	0	0.01473	0.00107	0.000678882
MvSl-1064-A2-R4_MC06-2g07494	0.00548	0.00317	0.02408	0.01086	0.227565	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07229	0.00548	0.00317	0.02408	0.01086	0.227574
