gida1	comp	youngold	DE	a1intronnr	a1intronmean	a1introntotal
MvSl-1064-A2-R4_MC13g11647	Auto	Auto	NON	7	136	952
MvSl-1064-A2-R4_MC04-1g05955	Auto	Auto	NON	1	151	151
MvSl-1064-A2-R4_MC07g07969	Auto	Auto	NON	4	78.75	315
MvSl-1064-A2-R4_MC15g12321	Auto	Auto	NON	2	90.5	181
MvSl-1064-A2-R4_MC14g12235	Auto	Auto	NON	1	59	59
MvSl-1064-A2-R4_MC09g09713	Auto	Auto	NON	6	70.6667	424
MvSl-1064-A2-R4_MC12g11374	Auto	Auto	NON	6	73.8333	443
MvSl-1064-A2-R4_MC13g11837	Auto	Auto	NON	6	83.8333	503
MvSl-1064-A2-R4_MC11g10519	Auto	Auto	NON	4	79	316
MvSl-1064-A2-R4_MC02g03577	Auto	Auto	NON	16	106.75	1708
MvSl-1064-A2-R4_A2g01323	Black	OldStrata	NON	8	164.875	1319
MvSl-1064-A2-R4_MC10g10228	Auto	Auto	NON	4	100.25	401
MvSl-1064-A2-R4_MC14g12124	Auto	Auto	NON	7	78.1429	547
MvSl-1064-A2-R4_MC02g04409	Auto	Auto	NON	2	156	312
MvSl-1064-A2-R4_MC04-1g05948	Auto	Auto	NON	11	100.545	1106
MvSl-1064-A2-R4_MC10g10090	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC02g04046	Auto	Auto	NON	3	250.333	751
MvSl-1064-A2-R4_MC07g08281	Auto	Auto	NON	5	82.8	414
MvSl-1064-A2-R4_MC12g11267	Auto	Auto	NON	3	110.333	331
MvSl-1064-A2-R4_MC03g05060	Auto	Auto	NON	1	147	147
MvSl-1064-A2-R4_A2g00028	bPAR	bPAR	NON	3	56.6667	170
MvSl-1064-A2-R4_MC03g04655	Auto	Auto	NON	6	103.5	621
MvSl-1064-A2-R4_MC04-1g05952	Auto	Auto	NON	2	77.5	155
MvSl-1064-A2-R4_MC09g09343	Auto	Auto	NON	4	111.5	446
MvSl-1064-A2-R4_MC03g05049	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC13g11793	Auto	Auto	NON	8	105.75	846
MvSl-1064-A2-R4_MC13g11635	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_A2g00924	Black	OldStrata	NON	3	115.333	346
MvSl-1064-A2-R4_A2g00258	Black	OldStrata	NON	1	0	0
MvSl-1064-A2-R4_MC01g03137	Auto	Auto	NON	2	83	166
MvSl-1064-A2-R4_MC03g05249	Auto	Auto	NON	6	98.1667	589
MvSl-1064-A2-R4_MC02g04060	Auto	Auto	NON	1	346	346
MvSl-1064-A2-R4_MC01g03295	Auto	Auto	NON	4	89.5	358
MvSl-1064-A2-R4_MC04-1g05750	Auto	Auto	NON	3	78.3333	235
MvSl-1064-A2-R4_MC01g02203	Auto	Auto	NON	7	75.1429	526
MvSl-1064-A2-R4_A2g00051	bPAR	bPAR	NON	4	85	340
MvSl-1064-A2-R4_MC03g04665	Auto	Auto	NON	1	90	90
MvSl-1064-A2-R4_MC03g05067	Auto	Auto	NON	6	102.167	613
MvSl-1064-A2-R4_MC01g03094	Auto	Auto	NON	3	69.3333	208
MvSl-1064-A2-R4_MC14g12022	Auto	Auto	NON	5	85.8	429
MvSl-1064-A2-R4_MC02g04120	Auto	Auto	NON	1	98	98
MvSl-1064-A2-R4_MC08-1g08576	Auto	Auto	NON	8	77.875	623
MvSl-1064-A2-R4_MC13g11589	Auto	Auto	NON	2	106.5	213
MvSl-1064-A2-R4_A2g00773	Black	OldStrata	NON	6	93.1667	559
MvSl-1064-A2-R4_MC07g08216	Auto	Auto	NON	6	92.1667	553
MvSl-1064-A2-R4_MC12g11276	Auto	Auto	NON	3	133.333	400
MvSl-1064-A2-R4_MC07g08150	Auto	Auto	NON	4	87.75	351
MvSl-1064-A2-R4_MC08-2g09138	Auto	Auto	NON	4	83.75	335
MvSl-1064-A2-R4_A2g01766	bPAR	bPAR	NON	5	136.2	681
MvSl-1064-A2-R4_MC06-1g07196	Auto	Auto	NON	7	89.2857	625
MvSl-1064-A2-R4_MC07g08477	Auto	Auto	NON	3	67.6667	203
MvSl-1064-A2-R4_MC01g02351	Auto	Auto	NON	1	392	392
MvSl-1064-A2-R4_MC08-2g09057	Auto	Auto	NON	3	66.6667	200
MvSl-1064-A2-R4_MC15g12371	Auto	Auto	NON	2	78	156
MvSl-1064-A2-R4_MC01g02628	Auto	Auto	NON	3	350.667	1052
MvSl-1064-A2-R4_MC04-1g05588	Auto	Auto	NON	4	81.5	326
MvSl-1064-A2-R4_MC09g09823	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC07g08310	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC03g04968	Auto	Auto	NON	7	139.857	979
MvSl-1064-A2-R4_MC07g08378	Auto	Auto	NON	3	78.3333	235
MvSl-1064-A2-R4_MC04-1g05958	Auto	Auto	NON	6	82.3333	494
MvSl-1064-A2-R4_MC09g09732	Auto	Auto	NON	7	102.857	720
MvSl-1064-A2-R4_MC01g02796	Auto	Auto	NON	4	202.25	809
MvSl-1064-A2-R4_MC01g02899	Auto	Auto	NON	1	68	68
MvSl-1064-A2-R4_MC09g09242	Auto	Auto	NON	1	283	283
MvSl-1064-A2-R4_MC02g04152	Auto	Auto	NON	4	68.5	274
MvSl-1064-A2-R4_MC08-1g08572	Auto	Auto	NON	2	91.5	183
MvSl-1064-A2-R4_MC08-1g09005	Auto	Auto	NON	3	91	273
MvSl-1064-A2-R4_MC10g10057	Auto	Auto	NON	1	292	292
MvSl-1064-A2-R4_MC01g02890	Auto	Auto	NON	11	87.4545	962
MvSl-1064-A2-R4_MC01g03103	Auto	Auto	NON	5	87.6	438
MvSl-1064-A2-R4_MC03g05084	Auto	Auto	NON	4	63.25	253
MvSl-1064-A2-R4_MC03g05124	Auto	Auto	NON	8	110.5	884
MvSl-1064-A2-R4_MC08-1g08601	Auto	Auto	NON	2	72	144
MvSl-1064-A2-R4_MC03g04767	Auto	Auto	NON	1	68	68
MvSl-1064-A2-R4_A2g00886	Black	OldStrata	NON	3	105.333	316
MvSl-1064-A2-R4_MC09g09434	Auto	Auto	NON	5	93	465
MvSl-1064-A2-R4_MC08-2g09042	Auto	Auto	NON	3	72.3333	217
MvSl-1064-A2-R4_MC01g02364	Auto	Auto	NON	2	232.5	465
MvSl-1064-A2-R4_MC07g08010	Auto	Auto	NON	3	100.333	301
MvSl-1064-A2-R4_MC08-1g08577	Auto	Auto	NON	2	137.5	275
MvSl-1064-A2-R4_MC01g02776	Auto	Auto	NON	2	153	306
MvSl-1064-A2-R4_A2g00154	Black	OldStrata	NON	3	77.3333	232
MvSl-1064-A2-R4_MC07g08136	Auto	Auto	NON	1	94	94
MvSl-1064-A2-R4_MC08-1g08782	Auto	Auto	NON	4	84.25	337
MvSl-1064-A2-R4_MC01g02049	Auto	Auto	NON	6	78	468
MvSl-1064-A2-R4_MC14g12133	Auto	Auto	NON	2	69.5	139
MvSl-1064-A2-R4_MC03g04885	Auto	Auto	NON	5	92	460
MvSl-1064-A2-R4_MC05g07042	Auto	Auto	NON	3	96.6667	290
MvSl-1064-A2-R4_MC06-1g07178	Auto	Auto	NON	4	79	316
MvSl-1064-A2-R4_MC01g02739	Auto	Auto	NON	6	81.5	489
MvSl-1064-A2-R4_MC04-1g06008	Auto	Auto	NON	5	75	375
MvSl-1064-A2-R4_MC05g07091	Auto	Auto	NON	2	93.5	187
MvSl-1064-A2-R4_MC06-2g07709	Auto	Auto	NON	3	71.6667	215
MvSl-1064-A2-R4_MC11g10648	Auto	Auto	NON	3	81	243
MvSl-1064-A2-R4_MC01g02958	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC10g09968	Auto	Auto	NON	2	121	242
MvSl-1064-A2-R4_MC03g04635	Auto	Auto	NON	7	80.2857	562
MvSl-1064-A2-R4_MC09g09627	Auto	Auto	NON	4	93.75	375
MvSl-1064-A2-R4_MC08-1g08690	Auto	Auto	NON	1	87	87
MvSl-1064-A2-R4_A2g01433	Black	OldStrata	NON	1	0	0
MvSl-1064-A2-R4_MC04-1g05755	Auto	Auto	NON	4	110.75	443
MvSl-1064-A2-R4_MC14g12047	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC02g04208	Auto	Auto	NON	5	68.4	342
MvSl-1064-A2-R4_MC01g03054	Auto	Auto	NON	2	257.5	515
MvSl-1064-A2-R4_MC04-1g05897	Auto	Auto	NON	4	59.5	238
MvSl-1064-A2-R4_MC11g10960	Auto	Auto	NON	1	89	89
MvSl-1064-A2-R4_A2g00132	Red	ColorStrata	NON	1	75	75
MvSl-1064-A2-R4_MC02g03601	Auto	Auto	NON	5	105.2	526
MvSl-1064-A2-R4_MC12g11227	Auto	Auto	NON	1	195	195
MvSl-1064-A2-R4_MC01g02101	Auto	Auto	NON	2	74	148
MvSl-1064-A2-R4_MC02g04424	Auto	Auto	NON	5	95.4	477
MvSl-1064-A2-R4_MC10g10308	Auto	Auto	NON	6	72.5	435
MvSl-1064-A2-R4_MC02g03472	Auto	Auto	NON	5	97.6	488
MvSl-1064-A2-R4_MC02g04386	Auto	Auto	NON	1	159	159
MvSl-1064-A2-R4_MC03g04695	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC12g11291	Auto	Auto	NON	11	80.4545	885
MvSl-1064-A2-R4_MC13g11889	Auto	Auto	NON	5	124.2	621
MvSl-1064-A2-R4_MC01g02636	Auto	Auto	NON	6	82	492
MvSl-1064-A2-R4_MC01g02498	Auto	Auto	NON	9	120.111	1081
MvSl-1064-A2-R4_MC04-1g05822	Auto	Auto	NON	3	168.333	505
MvSl-1064-A2-R4_MC12g11208	Auto	Auto	NON	1	74	74
MvSl-1064-A2-R4_MC14g12190	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC01g02604	Auto	Auto	NON	6	99.5	597
MvSl-1064-A2-R4_MC02g03859	Auto	Auto	NON	5	64.4	322
MvSl-1064-A2-R4_MC08-1g08628	Auto	Auto	NON	1	290	290
MvSl-1064-A2-R4_MC09g09395	Auto	Auto	NON	1	162	162
MvSl-1064-A2-R4_MC12g11251	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC03g05488	Auto	Auto	NON	2	149.5	299
MvSl-1064-A2-R4_MC08-1g08637	Auto	Auto	NON	7	81.2857	569
MvSl-1064-A2-R4_MC11g10934	Auto	Auto	NON	4	86.25	345
MvSl-1064-A2-R4_A2g01322	Black	OldStrata	NON	4	123	492
MvSl-1064-A2-R4_MC08-2g09165	Auto	Auto	NON	1	53	53
MvSl-1064-A2-R4_MC01g02275	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC10g10179	Auto	Auto	NON	3	78	234
MvSl-1064-A2-R4_A2g01321	Black	OldStrata	NON	1	60	60
MvSl-1064-A2-R4_MC02g04293	Auto	Auto	NON	6	152.167	913
MvSl-1064-A2-R4_MC11g10702	Auto	Auto	NON	3	92.3333	277
MvSl-1064-A2-R4_MC11g10864	Auto	Auto	NON	2	79	158
MvSl-1064-A2-R4_MC07g08147	Auto	Auto	NON	2	302.5	605
MvSl-1064-A2-R4_MC13g11949	Auto	Auto	NON	6	62	372
MvSl-1064-A2-R4_MC05g06972	Auto	Auto	NON	1	75	75
MvSl-1064-A2-R4_MC11g10603	Auto	Auto	NON	4	84.75	339
MvSl-1064-A2-R4_MC03g05515	Auto	Auto	NON	1	86	86
MvSl-1064-A2-R4_MC11g10919	Auto	Auto	NON	1	114	114
MvSl-1064-A2-R4_MC09g09353	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC05g06639	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC03g04694	Auto	Auto	NON	1	69	69
MvSl-1064-A2-R4_MC02g03991	Auto	Auto	NON	9	74.6667	672
MvSl-1064-A2-R4_A2g00559	Black	OldStrata	NON	7	117.714	824
MvSl-1064-A2-R4_MC01g02274	Auto	Auto	NON	10	111.7	1117
MvSl-1064-A2-R4_MC01g03076	Auto	Auto	NON	12	76.5833	919
MvSl-1064-A2-R4_MC03g05078	Auto	Auto	NON	11	103.909	1143
MvSl-1064-A2-R4_MC04-1g06198	Auto	Auto	NON	1	48	48
MvSl-1064-A2-R4_MC06-1g07156	Auto	Auto	NON	5	103.8	519
MvSl-1064-A2-R4_MC13g11813	Auto	Auto	NON	1	71	71
MvSl-1064-A2-R4_MC07g07982	Auto	Auto	NON	2	75.5	151
MvSl-1064-A2-R4_MC06-2g07444	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC08-2g09046	Auto	Auto	NON	1	162	162
MvSl-1064-A2-R4_MC11g10568	Auto	Auto	NON	3	75.3333	226
MvSl-1064-A2-R4_MC02g03481	Auto	Auto	NON	7	81.2857	569
MvSl-1064-A2-R4_MC07g08426	Auto	Auto	NON	5	82	410
MvSl-1064-A2-R4_MC02g04379	Auto	Auto	NON	4	110.5	442
MvSl-1064-A2-R4_MC05g06884	Auto	Auto	NON	5	79.4	397
MvSl-1064-A2-R4_MC02g03952	Auto	Auto	NON	6	175.167	1051
MvSl-1064-A2-R4_MC07g07884	Auto	Auto	NON	1	92	92
MvSl-1064-A2-R4_MC02g04370	Auto	Auto	NON	6	98.3333	590
MvSl-1064-A2-R4_MC02g04469	Auto	Auto	NON	8	76.5	612
MvSl-1064-A2-R4_MC05g06509	Auto	Auto	NON	2	106	212
MvSl-1064-A2-R4_MC01g02016	Auto	Auto	NON	5	84.8	424
MvSl-1064-A2-R4_MC04-1g06083	Auto	Auto	NON	6	110.167	661
MvSl-1064-A2-R4_A2g01788	bPAR	bPAR	NON	1	0	0
MvSl-1064-A2-R4_MC03g04895	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC05g06841	Auto	Auto	NON	9	97.5556	878
MvSl-1064-A2-R4_MC07g07999	Auto	Auto	NON	4	86.75	347
MvSl-1064-A2-R4_MC01g02593	Auto	Auto	NON	12	85.5833	1027
MvSl-1064-A2-R4_A2g01028	Black	OldStrata	NON	2	94	188
MvSl-1064-A2-R4_MC05g06495	Auto	Auto	NON	6	84.6667	508
MvSl-1064-A2-R4_MC05g06860	Auto	Auto	NON	4	88	352
MvSl-1064-A2-R4_MC10g10295	Auto	Auto	NON	2	83.5	167
MvSl-1064-A2-R4_MC13g11925	Auto	Auto	NON	6	82.5	495
MvSl-1064-A2-R4_A2g00365	Red	ColorStrata	NON	5	80.2	401
MvSl-1064-A2-R4_MC02g03480	Auto	Auto	NON	7	80.7143	565
MvSl-1064-A2-R4_MC07g07944	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_C28g01908	Auto	Auto	NON	1	268	268
MvSl-1064-A2-R4_MC11g10883	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC12g11061	Auto	Auto	NON	4	94.75	379
MvSl-1064-A2-R4_MC14g12250	Auto	Auto	NON	9	180.556	1625
MvSl-1064-A2-R4_MC02g04069	Auto	Auto	NON	6	113.167	679
MvSl-1064-A2-R4_A2g00220	Black	OldStrata	NON	1	0	0
MvSl-1064-A2-R4_MC01g02353	Auto	Auto	NON	3	140.333	421
MvSl-1064-A2-R4_MC01g02571	Auto	Auto	NON	3	81.6667	245
MvSl-1064-A2-R4_MC03g05330	Auto	Auto	NON	5	98.4	492
MvSl-1064-A2-R4_MC07g08311	Auto	Auto	NON	7	77.1429	540
MvSl-1064-A2-R4_MC11g10692	Auto	Auto	NON	2	74.5	149
MvSl-1064-A2-R4_MC11g10757	Auto	Auto	NON	9	111.889	1007
MvSl-1064-A2-R4_MC13g11852	Auto	Auto	NON	2	94	188
MvSl-1064-A2-R4_A2g00420	Black	OldStrata	NON	1	110	110
MvSl-1064-A2-R4_A2g00185	Black	OldStrata	NON	1	0	0
MvSl-1064-A2-R4_MC02g03748	Auto	Auto	NON	1	149	149
MvSl-1064-A2-R4_MC03g04975	Auto	Auto	NON	4	78.75	315
MvSl-1064-A2-R4_MC16g12433	Auto	Auto	NON	7	87.4286	612
MvSl-1064-A2-R4_MC10g10318	Auto	Auto	NON	4	70.5	282
MvSl-1064-A2-R4_MC01g02933	Auto	Auto	NON	2	59	118
MvSl-1064-A2-R4_MC06-2g07541	Auto	Auto	NON	1	78	78
MvSl-1064-A2-R4_MC02g03557	Auto	Auto	NON	5	67.2	336
MvSl-1064-A2-R4_MC06-2g07413	Auto	Auto	NON	1	94	94
MvSl-1064-A2-R4_MC07g08198	Auto	Auto	NON	3	120.667	362
MvSl-1064-A2-R4_MC06-2g07600	Auto	Auto	NON	7	80	560
MvSl-1064-A2-R4_MC09g09745	Auto	Auto	NON	9	80.8889	728
MvSl-1064-A2-R4_MC09g09489	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC05g06467	Auto	Auto	NON	4	75.75	303
MvSl-1064-A2-R4_MC02g04438	Auto	Auto	NON	6	67.1667	403
MvSl-1064-A2-R4_MC03g04662	Auto	Auto	NON	5	146.8	734
MvSl-1064-A2-R4_MC07g07922	Auto	Auto	NON	6	81.3333	488
MvSl-1064-A2-R4_MC08-1g08759	Auto	Auto	NON	2	74.5	149
MvSl-1064-A2-R4_A2g00124	Red	ColorStrata	NON	4	75.25	301
MvSl-1064-A2-R4_MC02g03558	Auto	Auto	NON	3	209	627
MvSl-1064-A2-R4_MC03g04786	Auto	Auto	NON	4	75	300
MvSl-1064-A2-R4_MC03g04935	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC04-1g06215	Auto	Auto	NON	3	93.3333	280
MvSl-1064-A2-R4_MC01g02647	Auto	Auto	NON	4	166.75	667
MvSl-1064-A2-R4_MC03g05338	Auto	Auto	NON	3	81.3333	244
MvSl-1064-A2-R4_MC04-1g05950	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC03g05348	Auto	Auto	NON	2	86	172
MvSl-1064-A2-R4_MC11g10495	Auto	Auto	NON	9	105.889	953
MvSl-1064-A2-R4_MC07g08264	Auto	Auto	NON	1	111	111
MvSl-1064-A2-R4_MC03g05367	Auto	Auto	NON	5	116.2	581
MvSl-1064-A2-R4_A2g01563	Black	OldStrata	NON	1	0	0
MvSl-1064-A2-R4_MC05g06479	Auto	Auto	NON	11	82.2727	905
MvSl-1064-A2-R4_MC09g09259	Auto	Auto	NON	1	74	74
MvSl-1064-A2-R4_MC04-1g05798	Auto	Auto	NON	1	65	65
MvSl-1064-A2-R4_MC08-2g09136	Auto	Auto	NON	5	91.8	459
MvSl-1064-A2-R4_MC09g09430	Auto	Auto	NON	5	72.8	364
MvSl-1064-A2-R4_A2g01638	Black	OldStrata	NON	4	131.25	525
MvSl-1064-A2-R4_MC08-1g08875	Auto	Auto	NON	1	46	46
MvSl-1064-A2-R4_MC10g10028	Auto	Auto	NON	7	113.286	793
MvSl-1064-A2-R4_MC01g02283	Auto	Auto	NON	5	76.4	382
MvSl-1064-A2-R4_MC04-1g05879	Auto	Auto	NON	2	85.5	171
MvSl-1064-A2-R4_MC06-1g07180	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC10g10107	Auto	Auto	NON	2	278.5	557
MvSl-1064-A2-R4_MC03g05346	Auto	Auto	NON	2	85.5	171
MvSl-1064-A2-R4_MC13g11964	Auto	Auto	NON	5	109.8	549
MvSl-1064-A2-R4_MC08-1g08872	Auto	Auto	NON	7	76.2857	534
MvSl-1064-A2-R4_MC02g03988	Auto	Auto	NON	5	66.8	334
MvSl-1064-A2-R4_MC03g04598	Auto	Auto	NON	1	104	104
MvSl-1064-A2-R4_MC09g09699	Auto	Auto	NON	1	179	179
MvSl-1064-A2-R4_MC11g10767	Auto	Auto	NON	2	67.5	135
MvSl-1064-A2-R4_A2g01821	bPAR	bPAR	NON	4	105.5	422
MvSl-1064-A2-R4_MC14g12028	Auto	Auto	NON	8	108.625	869
MvSl-1064-A2-R4_MC02g04506	Auto	Auto	NON	2	86	172
MvSl-1064-A2-R4_A2g00017	bPAR	bPAR	NON	8	87.375	699
MvSl-1064-A2-R4_MC01g02715	Auto	Auto	NON	6	99.1667	595
MvSl-1064-A2-R4_MC01g03368	Auto	Auto	NON	4	110.75	443
MvSl-1064-A2-R4_MC02g04478	Auto	Auto	NON	4	90	360
MvSl-1064-A2-R4_MC10g10218	Auto	Auto	NON	3	162.667	488
MvSl-1064-A2-R4_A2g01394	Black	OldStrata	NON	5	92.4	462
MvSl-1064-A2-R4_A2g00055	bPAR	bPAR	NON	2	72	144
MvSl-1064-A2-R4_MC02g04500	Auto	Auto	NON	4	94.5	378
MvSl-1064-A2-R4_MC03g04708	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC05g06530	Auto	Auto	NON	2	104.5	209
MvSl-1064-A2-R4_MC08-1g08665	Auto	Auto	NON	2	77.5	155
MvSl-1064-A2-R4_MC10g09900	Auto	Auto	NON	7	131.714	922
MvSl-1064-A2-R4_MC11g10474	Auto	Auto	NON	3	85.3333	256
MvSl-1064-A2-R4_MC15g12262	Auto	Auto	NON	7	93.7143	656
MvSl-1064-A2-R4_MC05g07048	Auto	Auto	NON	4	110.75	443
MvSl-1064-A2-R4_MC07g08227	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC07g08279	Auto	Auto	NON	2	116	232
MvSl-1064-A2-R4_MC09g09345	Auto	Auto	NON	9	79.5556	716
MvSl-1064-A2-R4_MC06-2g07554	Auto	Auto	NON	1	60	60
MvSl-1064-A2-R4_A2g01505	Black	OldStrata	NON	2	221	442
MvSl-1064-A2-R4_MC03g04649	Auto	Auto	NON	2	89.5	179
MvSl-1064-A2-R4_MC11g10835	Auto	Auto	NON	10	79.2	792
MvSl-1064-A2-R4_MC03g05501	Auto	Auto	NON	2	65	130
MvSl-1064-A2-R4_MC08-2g09142	Auto	Auto	NON	2	67	134
MvSl-1064-A2-R4_A2g00074	bPAR	bPAR	NON	10	124.3	1243
MvSl-1064-A2-R4_MC01g02225	Auto	Auto	NON	9	85.2222	767
MvSl-1064-A2-R4_MC05g06656	Auto	Auto	NON	4	92.25	369
MvSl-1064-A2-R4_MC06-2g07670	Auto	Auto	NON	1	54	54
MvSl-1064-A2-R4_MC11g10625	Auto	Auto	NON	3	104.333	313
MvSl-1064-A2-R4_MC01g02060	Auto	Auto	NON	11	87.1818	959
MvSl-1064-A2-R4_MC04-1g06248	Auto	Auto	NON	4	84.75	339
MvSl-1064-A2-R4_MC01g02708	Auto	Auto	NON	6	75.1667	451
MvSl-1064-A2-R4_MC05g06941	Auto	Auto	NON	4	94	376
MvSl-1064-A2-R4_MC01g02169	Auto	Auto	NON	1	87	87
MvSl-1064-A2-R4_MC12g11183	Auto	Auto	NON	6	98.1667	589
MvSl-1064-A2-R4_MC14g12018	Auto	Auto	NON	8	71.75	574
MvSl-1064-A2-R4_MC08-2g09038	Auto	Auto	NON	5	192.2	961
MvSl-1064-A2-R4_MC07g08511	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC07g08243	Auto	Auto	NON	1	49	49
MvSl-1064-A2-R4_MC05g06743	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC01g02059	Auto	Auto	NON	8	83.125	665
MvSl-1064-A2-R4_MC12g11446	Auto	Auto	NON	2	145	290
MvSl-1064-A2-R4_MC09g09256	Auto	Auto	NON	7	110.714	775
MvSl-1064-A2-R4_MC15g12359	Auto	Auto	NON	5	87.2	436
MvSl-1064-A2-R4_MC08-1g08617	Auto	Auto	NON	7	96.2857	674
MvSl-1064-A2-R4_MC01g02553	Auto	Auto	NON	8	70.75	566
MvSl-1064-A2-R4_MC11g10697	Auto	Auto	NON	2	167	334
MvSl-1064-A2-R4_MC01g02190	Auto	Auto	NON	1	74	74
MvSl-1064-A2-R4_MC03g04986	Auto	Auto	NON	2	76	152
MvSl-1064-A2-R4_MC05g06644	Auto	Auto	NON	1	52	52
MvSl-1064-A2-R4_MC03g04620	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC03g05069	Auto	Auto	NON	17	88.8235	1510
MvSl-1064-A2-R4_MC03g04981	Auto	Auto	NON	3	68.6667	206
MvSl-1064-A2-R4_MC05g06510	Auto	Auto	NON	5	89.2	446
MvSl-1064-A2-R4_MC07g08288	Auto	Auto	NON	1	91	91
MvSl-1064-A2-R4_MC07g07863	Auto	Auto	NON	4	81	324
MvSl-1064-A2-R4_MC01g02079	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC01g02239	Auto	Auto	NON	1	60	60
MvSl-1064-A2-R4_MC09g09772	Auto	Auto	NON	14	72.0714	1009
MvSl-1064-A2-R4_MC09g09225	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC02g04490	Auto	Auto	NON	6	101.667	610
MvSl-1064-A2-R4_MC02g03888	Auto	Auto	NON	7	109.429	766
MvSl-1064-A2-R4_MC01g02839	Auto	Auto	NON	5	79.8	399
MvSl-1064-A2-R4_MC03g05106	Auto	Auto	NON	3	187	561
MvSl-1064-A2-R4_MC03g04634	Auto	Auto	NON	2	93	186
MvSl-1064-A2-R4_MC08-1g08734	Auto	Auto	NON	11	74.8182	823
MvSl-1064-A2-R4_MC01g02173	Auto	Auto	NON	1	119	119
MvSl-1064-A2-R4_MC03g04683	Auto	Auto	NON	6	105.833	635
MvSl-1064-A2-R4_MC11g10745	Auto	Auto	NON	2	105.5	211
MvSl-1064-A2-R4_MC11g10787	Auto	Auto	NON	2	182.5	365
MvSl-1064-A2-R4_MC05g06947	Auto	Auto	NON	4	117.75	471
MvSl-1064-A2-R4_MC09g09488	Auto	Auto	NON	8	75.75	606
MvSl-1064-A2-R4_MC13g11689	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC07g08087	Auto	Auto	NON	9	112.667	1014
MvSl-1064-A2-R4_MC12g11111	Auto	Auto	NON	6	70.6667	424
MvSl-1064-A2-R4_MC01g03098	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC01g02667	Auto	Auto	NON	1	69	69
MvSl-1064-A2-R4_MC13g11644	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_A2g00071	bPAR	bPAR	NON	4	97.5	390
MvSl-1064-A2-R4_MC11g10935	Auto	Auto	NON	1	284	284
MvSl-1064-A2-R4_MC01g02418	Auto	Auto	NON	12	75.4167	905
MvSl-1064-A2-R4_MC09g09439	Auto	Auto	NON	5	71.4	357
MvSl-1064-A2-R4_MC03g04586	Auto	Auto	NON	3	65	195
MvSl-1064-A2-R4_MC08-1g08778	Auto	Auto	NON	10	87.5	875
MvSl-1064-A2-R4_MC02g04128	Auto	Auto	NON	3	80.3333	241
MvSl-1064-A2-R4_MC01g02322	Auto	Auto	NON	1	89	89
MvSl-1064-A2-R4_MC01g02346	Auto	Auto	NON	1	74	74
MvSl-1064-A2-R4_MC02g04255	Auto	Auto	NON	4	90.5	362
MvSl-1064-A2-R4_MC01g02315	Auto	Auto	NON	2	77	154
MvSl-1064-A2-R4_MC02g03507	Auto	Auto	NON	3	87.3333	262
MvSl-1064-A2-R4_MC02g04313	Auto	Auto	NON	1	195	195
MvSl-1064-A2-R4_MC09g09791	Auto	Auto	NON	2	100	200
MvSl-1064-A2-R4_MC12g11071	Auto	Auto	NON	1	138	138
MvSl-1064-A2-R4_MC12g11271	Auto	Auto	NON	11	70.4545	775
MvSl-1064-A2-R4_MC01g01991	Auto	Auto	NON	1	78	78
MvSl-1064-A2-R4_MC01g02652	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC07g08328	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC01g02103	Auto	Auto	NON	11	73.2727	806
MvSl-1064-A2-R4_MC01g02822	Auto	Auto	NON	4	85	340
MvSl-1064-A2-R4_MC02g04285	Auto	Auto	NON	5	79.6	398
