gid	gname	chr	start	end	logCPM	logFC.water.rich	logFC.water.diploid	logFC.rich.diploid	PV.water.rich	PV.water.diploid	PV.rich.diploid	FDR.water.rich	FDR.water.diploid	FDR.rich.diploid	water1	water2	rich1	rich2	di1	di2	meanwater	meanrich	meandi	log2(waterdi)	log2(richdi)
MvSl-1064-A2-R4_A2g00884	MvSl-1064-A1-R4_A2	MAT	1868700	1869209	7.966945277	1.080603459	0.666399451	-0.414204008	0.001076207	0.045080526	0.215919167	0.003581688	0.087290757	0.384931757	8.402141408	8.587196931	7.555524919	7.347250608	7.837008721	7.863958902	8.494669169	7.451387764	7.850483812	0.113776194	-0.075272426
MvSl-1064-A2-R4_A2g01738	MvSl-1064-A1-R4_A2	MAT	3830918	3832486	6.334709907	-1.015961361	-1.329732639	-0.313771277	0.182523603	0.083525693	0.647828768	0.278361955	0.14631957	0.803183389	6.404749557	3.113756926	5.950266724	6.760457872	6.860586623	6.527034012	4.759253242	6.355362298	6.693810318	-0.492092447	-0.074853299
MvSl-1064-A2-R4_A2g00342	MvSl-1064-A1-R4_A2	MAT	760547	760705	7.700126581	1.086907233	0.708935464	-0.377971769	0.002986663	0.054920404	0.308826013	0.008925462	0.103250359	0.4964789	8.506417357	7.937426829	7.00337878	7.373789329	7.52867086	7.5952927	8.221922093	7.188584055	7.56198178	0.120711328	-0.073056744
MvSl-1064-A2-R4_A2g00341	MvSl-1064-A1-R4_A2	MAT	758839	759385	5.678214685	-1.279329173	-1.61599052	-0.336661347	0.079470423	0.027595023	0.558655704	0.143157522	0.056389829	0.731310003	4.415135258	5.040474215	5.696579224	5.833536137	6.174138618	5.94097593	4.727804737	5.76505768	6.057557274	-0.357565688	-0.071401098
MvSl-1064-A2-R4_A2g01006	MvSl-1064-A1-R4_A2	MAT	2174840	2175472	7.552891077	1.080672925	0.735011103	-0.345661822	0.003474147	0.049676771	0.358867894	0.010090641	0.094422393	0.535679843	8.289737231	7.90129217	6.803264932	7.292662119	7.52867086	7.264875473	8.095514701	7.047963525	7.396773166	0.130226774	-0.069689576
MvSl-1064-A2-R4_A2g00151	MvSl-1064-A1-R4_A2	MAT	340992	341387	6.439417932	0.591234236	0.243472401	-0.347761834	0.23443651	0.628968352	0.47638391	0.337614695	0.777934541	0.65156212	6.292556508	7.021556764	6.231223284	6.110986069	6.357343898	6.594247765	6.657056636	6.171104676	6.475795832	0.039826941	-0.069528735
MvSl-1064-A2-R4_A2g01484	MvSl-1064-A1-R4_A2	MAT	3285286	3286579	9.603509252	-1.849943116	-2.307489953	-0.457546837	2.01E-08	3.62E-12	0.118051065	1.46E-07	3.90E-11	0.258611867	7.999356991	7.90129217	9.53748295	9.961741623	10.18290396	10.25568112	7.95032458	9.749612286	10.21929254	-0.362209658	-0.067878571
MvSl-1064-A2-R4_A2g01092	MvSl-1064-A1-R4_A2	MAT	2367563	2369773	11.02726669	1.39725404	0.906053052	-0.491200988	1.25E-08	0.000199849	0.044025084	9.67E-08	0.000712564	0.129785927	11.6049582	11.75352655	10.16982381	10.39970677	10.68937729	10.86131053	11.67924237	10.28476529	10.77534391	0.116212775	-0.067225045
MvSl-1064-A2-R4_A2g00399	MvSl-1064-A1-R4_A2	MAT	875987	876214	3.703677377	0.867712404	0.387284911	-0.480427493	0.544299825	0.790125906	0.732013607	0.670007165	0.911819405	0.856224061	4.415135258	3.113756926	3.582529161	3.545895894	3.759702068	3.70647688	3.764446092	3.564212527	3.733089474	0.012067512	-0.066786723
MvSl-1064-A2-R4_A2g01407	MvSl-1064-A1-R4_A2	MAT	3113684	3114631	11.86066922	-1.033977008	-1.578914115	-0.544937108	7.55E-05	2.25E-09	0.032335996	0.000325126	1.76E-08	0.103195739	11.08790675	10.57415718	11.8156302	11.9490128	12.34580411	12.50537698	10.83103196	11.8823215	12.42559055	-0.198143713	-0.064497691
MvSl-1064-A2-R4_A2g00730	MvSl-1064-A1-R4_A2	MAT	1550852	1551019	7.501596209	1.955413364	1.671348222	-0.284065142	7.80E-06	0.000161092	0.538331211	3.99E-05	0.000601245	0.717312465	7.887941117	8.893447598	6.926631043	6.23196959	6.920036993	6.835577464	8.390694357	6.579300316	6.877807228	0.286841523	-0.064014514
MvSl-1064-A2-R4_A2g00511	MvSl-1064-A1-R4_A2	MAT	1083784	1084987	8.936927501	-0.186902778	-0.60159224	-0.414689462	0.575750835	0.072831555	0.197455113	0.69710347	0.130742756	0.364586763	8.780452209	8.517293828	8.772743149	8.898549742	9.041297652	9.422013043	8.648873019	8.835646445	9.231655348	-0.094077207	-0.063253673
MvSl-1064-A2-R4_A2g01641	MvSl-1064-A1-R4_A2	MAT	3614774	3616684	14.20772255	0.364265669	-0.257345226	-0.621610894	0.23847199	0.404626196	0.044647311	0.341523598	0.537767978	0.130410506	14.37698951	14.04694535	13.85440594	13.86012591	14.54827004	14.40543795	14.21196743	13.85726592	14.47685399	-0.026641833	-0.063105482
MvSl-1064-A2-R4_A2g00769	MvSl-1064-A1-R4_A2	MAT	1620341	1620979	4.280510173	-0.797299812	-1.091926273	-0.294626461	0.495300342	0.357239382	0.753915397	0.62456165	0.484757902	0.871765174	3.906463375	3.87969288	4.659555351	3.877988403	4.20429071	4.714192844	3.893078128	4.268771877	4.459241777	-0.195887126	-0.062977357
MvSl-1064-A2-R4_A2g01718	MvSl-1064-A1-R4_A2	MAT	3777566	3778113	9.809372348	-1.599227621	-2.113254285	-0.514026664	2.21E-05	2.85E-08	0.14223309	0.000102746	2.02E-07	0.301370933	8.318669916	8.366424625	9.780371191	10.04253515	9.857590197	10.83376211	8.34254727	9.911453173	10.34567616	-0.310468076	-0.061859438
MvSl-1064-A2-R4_A2g01382	MvSl-1064-A1-R4_A2	MAT	3052091	3054822	13.32805416	0.324780075	-0.243071654	-0.567851729	0.245900155	0.384937957	0.042609749	0.350221433	0.514245281	0.127384909	13.45413693	13.20973155	12.96785601	13.05589052	13.70615362	13.44180878	13.33193424	13.01187327	13.5739812	-0.025957813	-0.061015243
MvSl-1064-A2-R4_A2g01255	MvSl-1064-A1-R4_A2	MAT	2705623	2706610	12.62376756	1.103917201	0.58804639	-0.515870811	2.69E-05	0.024195132	0.047952749	0.000122872	0.05023648	0.133288017	13.03430126	13.19860837	12.11487338	11.91101152	12.57807868	12.48338372	13.11645482	12.01294245	12.5307312	0.065907232	-0.060881034
MvSl-1064-A2-R4_A2g01251	MvSl-1064-A1-R4_A2	MAT	2694507	2695594	10.67100649	-0.452792008	-0.89549872	-0.442706713	0.101398412	0.00126832	0.10153327	0.175327689	0.003812334	0.228229133	10.4545921	9.83308347	10.71739314	10.52930428	11.15295304	10.97600877	10.14383779	10.62334871	11.06448091	-0.125332188	-0.058697162
MvSl-1064-A2-R4_A2g00452	MvSl-1064-A1-R4_A2	MAT	1004748	1005113	11.53626341	0.185586703	-0.245603338	-0.43119004	0.454498525	0.322797103	0.080611141	0.58021262	0.443846016	0.19294426	11.69045675	11.29513422	11.40793624	11.22876364	11.8243065	11.67406185	11.49279549	11.31834994	11.74918417	-0.031830825	-0.053896935
MvSl-1064-A2-R4_A2g01146	MvSl-1064-A1-R4_A2	MAT	2478166	2478698	7.317634736	0.150820383	-0.119104729	-0.269925112	0.716650126	0.777419129	0.49930734	0.825185111	0.904510729	0.673999725	7.588667601	7.021556764	7.449794646	6.876357658	7.673894839	7.179906973	7.305112183	7.163076152	7.426900906	-0.023853901	-0.05218105
MvSl-1064-A2-R4_A2g01425	MvSl-1064-A1-R4_A2	MAT	3158399	3158887	8.077067023	0.135039708	-0.134260277	-0.269299984	0.711461321	0.715944094	0.446914979	0.821039069	0.8607979	0.617794236	8.428925452	7.619308584	7.76840248	8.101644359	8.190842468	8.223692542	8.024117018	7.935023419	8.207267505	-0.032559331	-0.048667496
MvSl-1064-A2-R4_A2g00612	MvSl-1064-A1-R4_A2	MAT	1296553	1297195	8.861929175	1.170894916	0.852887081	-0.318007835	0.001732625	0.022781131	0.396503414	0.005443704	0.047491309	0.574208025	9.028274015	9.794201691	8.370817626	8.252275892	8.306745456	8.877942956	9.411237853	8.311546759	8.592344206	0.131332704	-0.047934804
MvSl-1064-A2-R4_A2g01263	MvSl-1064-A1-R4_A2	MAT	2721660	2722144	9.819230122	1.241336472	0.930734674	-0.310601798	8.09E-05	0.003141548	0.324038666	0.00034296	0.008593548	0.497115698	10.47401256	10.4294215	8.995754601	9.415323463	9.738796243	9.286328912	10.45171703	9.205539032	9.512562577	0.135834027	-0.047331838
MvSl-1064-A2-R4_A2g00254	MvSl-1064-A1-R4_A2	MAT	552863	554296	14.74843525	1.733531557	1.317350227	-0.416181329	1.36E-06	0.000204663	0.233958803	7.71E-06	0.000724732	0.410022716	15.61765894	15.5138753	14.13611607	13.45083181	14.34739124	14.14497252	15.56576712	13.79347394	14.24618188	0.127801364	-0.046589463
MvSl-1064-A2-R4_A2g00767	MvSl-1064-A1-R4_A2	MAT	1618078	1618667	10.52820347	0.835140673	0.509074846	-0.326065827	0.001242347	0.049151402	0.206151594	0.00409104	0.093768542	0.375283007	10.76426076	11.09372363	10.04830011	10.16535361	10.38102173	10.48105985	10.9289922	10.10682686	10.43104079	0.067277256	-0.045552994
MvSl-1064-A2-R4_A2g00364	MvSl-1064-A1-R4_A2	MAT	796232	797581	6.672406575	1.38809277	1.230237142	-0.157855628	0.003861296	0.01283474	0.756295519	0.011152457	0.029623038	0.871765174	7.210614686	7.619308584	6.519515207	5.671842043	6.357343898	6.221663967	7.414961635	6.095678625	6.289503932	0.237492995	-0.04515939
MvSl-1064-A2-R4_A2g00765	MvSl-1064-A1-R4_A2	MAT	1616276	1617166	9.752113673	-0.47797335	-0.786971175	-0.308997825	0.132344328	0.013747235	0.316094294	0.220006488	0.031172459	0.4964789	9.284386189	9.306517272	9.959592802	9.549418198	10.25970182	9.86460906	9.29545173	9.7545055	10.06215544	-0.114342499	-0.044798739
MvSl-1064-A2-R4_A2g00598	MvSl-1064-A1-R4_A2	MAT	1264422	1265205	9.742132108	1.865446395	1.582358982	-0.283087413	1.81E-09	3.45E-07	0.363539806	1.54E-08	1.98E-06	0.53853891	10.7161425	10.59692857	8.71686307	8.898549742	8.870988821	9.27613085	10.65653554	8.807706406	9.073559836	0.231997911	-0.042902296
MvSl-1064-A2-R4_A2g00343	MvSl-1064-A1-R4_A2	MAT	760799	761625	11.34571541	0.467585297	0.149044722	-0.318540575	0.048611855	0.529918304	0.177287133	0.09703602	0.673139468	0.348507406	11.52031227	11.55850069	11.20557996	10.92886645	11.39478499	11.38712826	11.53940648	11.06722321	11.39095663	0.01868011	-0.04159562
MvSl-1064-A2-R4_A2g00321	MvSl-1064-A1-R4_A2	MAT	697625	699622	9.465550013	1.146468321	0.81929098	-0.327177341	0.019706872	0.0947422	0.503369337	0.045432841	0.162729959	0.677713405	9.145951796	10.59692857	9.229367772	8.513250509	9.696920383	8.562635878	9.871440184	8.87130914	9.129778131	0.11268078	-0.041432782
MvSl-1064-A2-R4_A2g00404	MvSl-1064-A1-R4_A2	MAT	887878	890361	11.43646287	-1.762532492	-2.10161536	-0.339082869	2.27E-11	2.78E-15	0.171138471	2.79E-10	4.79E-14	0.344035141	10.11027636	9.670843561	11.54742677	11.76451754	12.10128632	11.88839604	9.890559962	11.65597215	11.99484118	-0.278289948	-0.04134472
MvSl-1064-A2-R4_A2g00763	MvSl-1064-A1-R4_A2	MAT	1614506	1615183	9.028535446	0.800696992	0.55289784	-0.247799151	0.015017997	0.095251599	0.451883702	0.036452133	0.163063168	0.621340091	9.657136352	9.206416647	8.805260938	8.501264281	8.915487631	8.891367447	9.4317765	8.65326261	8.903427539	0.083168697	-0.041116649
MvSl-1064-A2-R4_A2g01177	MvSl-1064-A1-R4_A2	MAT	2537040	2538086	13.57798489	0.919930189	0.56771299	-0.352217199	0.002425346	0.060070872	0.242458134	0.007375906	0.110916575	0.421042124	14.16433335	13.86836515	13.32635007	12.84267613	13.3721389	13.53616618	14.01634925	13.0845131	13.45415254	0.059059108	-0.04019128
MvSl-1064-A2-R4_A2g01229	MvSl-1064-A1-R4_A2	MAT	2643454	2644453	7.762881869	0.595509368	0.421674861	-0.173834507	0.102477644	0.256899309	0.632914937	0.17660314	0.369963628	0.796148473	8.199285844	7.972678507	7.145615105	7.802804822	7.673894839	7.690516605	8.085982175	7.474209963	7.682205722	0.073902425	-0.039599506
MvSl-1064-A2-R4_A2g01283	MvSl-1064-A1-R4_A2	MAT	2780356	2780517	8.793921401	1.590197461	1.393104273	-0.197093188	2.76E-07	8.98E-06	0.536623881	1.70E-06	4.07E-05	0.716885134	9.599358678	9.649218021	7.953870003	8.163796631	8.328849162	8.180603344	9.62428835	8.058833317	8.254726253	0.221459495	-0.034649379
MvSl-1064-A2-R4_A2g01101	MvSl-1064-A1-R4_A2	MAT	2392740	2393091	3.333546991	-1.963382974	-2.389433406	-0.426050432	0.376739016	0.306223761	0.805881888	0.493790259	0.423579476	0.907300034	3.113756926	3.113756926	3.113756926	3.545895894	3.113756926	3.70647688	3.113756926	3.32982641	3.410116903	-0.131164872	-0.034374229
MvSl-1064-A2-R4_A2g01567	MvSl-1064-A1-R4_A2	MAT	3431981	3433689	9.848782349	0.389839339	0.160389044	-0.229450296	0.182255803	0.585078363	0.429268372	0.278361955	0.735974486	0.605535964	10.15908515	9.880256888	9.730446855	9.543585901	9.909848362	9.823182822	10.01967102	9.637016378	9.866515592	0.022222556	-0.033954123
MvSl-1064-A2-R4_A2g00656	MvSl-1064-A1-R4_A2	MAT	1396089	1397252	3.991794735	0.526996399	0.390630343	-0.136366056	0.652945197	0.75085827	0.906368212	0.768805933	0.882709829	0.992780436	4.415135258	3.87969288	3.582529161	4.147759517	4.20429071	3.70647688	4.147414069	3.865144339	3.955383795	0.068394402	-0.033295397
MvSl-1064-A2-R4_A2g00574	MvSl-1064-A1-R4_A2	MAT	1209555	1210573	6.878289738	-0.870408494	-1.029357302	-0.158948808	0.073502948	0.037549513	0.708853349	0.134326822	0.074665762	0.840739996	6.696893012	5.493055427	6.845569988	7.146407024	7.032057431	7.264875473	6.09497422	6.995988506	7.148466452	-0.230013658	-0.031105857
MvSl-1064-A2-R4_A2g00701	MvSl-1064-A1-R4_A2	MAT	1489848	1491337	10.74783073	1.214792266	1.045923009	-0.168869258	0.004787287	0.015030161	0.692242162	0.01352474	0.033638931	0.834240554	10.36033761	11.9976777	10.5322971	9.745069773	10.47816808	10.22949416	11.17900765	10.13868344	10.35383112	0.110627436	-0.030294369
MvSl-1064-A2-R4_A2g01324	MvSl-1064-A1-R4_A2	MAT	2890613	2891088	11.71861873	1.578452825	1.347987799	-0.230465025	1.17E-10	3.49E-08	0.341162414	1.18E-09	2.44E-07	0.519994442	12.67044281	12.34906792	10.97013675	10.91763681	11.11211375	11.23221832	12.50975537	10.94388678	11.17216604	0.163144658	-0.02978371
MvSl-1064-A2-R4_A2g00762	MvSl-1064-A1-R4_A2	MAT	1613152	1614450	9.350340576	1.323602389	1.089910231	-0.233692158	0.000111853	0.001541998	0.497232312	0.00045534	0.004529618	0.672955773	10.11027636	9.978908878	8.658731065	8.81386212	9.320372099	8.511391245	10.04459262	8.736296592	8.915881672	0.171969679	-0.029355634
MvSl-1064-A2-R4_A2g00165	MvSl-1064-A1-R4_A2	MAT	382553	383213	8.746834307	1.802262387	1.65282178	-0.149440607	1.99E-08	4.14E-07	0.653886645	1.46E-07	2.33E-06	0.806824333	9.734324553	9.616159489	7.723736634	8.069534418	8.06480824	8.043030198	9.675242021	7.896635526	8.053919219	0.264606748	-0.028452899
MvSl-1064-A2-R4_A2g01685	MvSl-1064-A1-R4_A2	MAT	3722329	3722894	10.86677004	1.761629791	1.60272061	-0.158909181	2.66E-09	6.35E-08	0.587602042	2.22E-08	4.26E-07	0.755697153	11.5511162	11.94095963	10.32365525	9.600874276	10.25970182	10.06152875	11.74603791	9.962264765	10.16061528	0.209186431	-0.02844211
MvSl-1064-A2-R4_A2g01282	MvSl-1064-A1-R4_A2	MAT	2779342	2780037	10.92242504	2.234997609	2.058709607	-0.176288002	1.03E-14	1.06E-12	0.535333429	1.61E-13	1.25E-11	0.716885134	11.7096979	12.20457699	9.484921049	9.979130855	9.795452586	10.04960401	11.95713744	9.732025952	9.9225283	0.26909237	-0.027967605
MvSl-1064-A2-R4_A2g01500	MvSl-1064-A1-R4_A2	MAT	3302297	3302497	5.60531502	0.35334598	0.228719927	-0.124626053	0.585742391	0.733112628	0.844245956	0.704253061	0.873316195	0.936641973	5.728760782	5.837049558	5.269305702	5.671842043	5.846599317	5.301718189	5.78290517	5.470573872	5.574158753	0.053040353	-0.027061909
MvSl-1064-A2-R4_A2g00212	MvSl-1064-A1-R4_A2	MAT	476809	477301	10.06689271	1.596108988	1.396489276	-0.199619712	1.61E-07	4.91E-06	0.512595496	1.04E-06	2.31E-05	0.688342524	10.85593475	10.91950312	9.299527086	9.309323549	9.811239688	9.113820635	10.88771893	9.304425318	9.462530162	0.202403831	-0.024308948
MvSl-1064-A2-R4_A2g00926	MvSl-1064-A1-R4_A2	MAT	1975635	1976043	7.197658446	-0.154108672	-0.281867007	-0.127758335	0.692816835	0.481228397	0.726155345	0.80318996	0.620436612	0.853695012	7.012362202	7.087361717	7.275078162	7.115288722	7.409275289	7.223016667	7.04986196	7.195183442	7.316145978	-0.053488852	-0.024052392
MvSl-1064-A2-R4_A2g00419	MvSl-1064-A1-R4_A2	MAT	933212	933612	9.781745056	0.338122701	0.228582077	-0.109540624	0.345384611	0.525912974	0.758961149	0.471144707	0.669697063	0.871962031	9.943827946	9.987551543	9.11296139	10.00906661	9.99525222	9.431233449	9.965689744	9.561013998	9.713242834	0.03701663	-0.022789398
MvSl-1064-A2-R4_A2g00430	MvSl-1064-A1-R4_A2	MAT	947894	948480	9.81058731	0.411952634	0.262150346	-0.149802288	0.168381936	0.383959801	0.614832019	0.263798366	0.514245281	0.782926487	10.03382003	10.02161357	9.774908596	9.446912425	9.909848362	9.612380649	10.0277168	9.61091051	9.761114506	0.038875372	-0.022372767
MvSl-1064-A2-R4_A2g01483	MvSl-1064-A1-R4_A2	MAT	3283327	3283912	11.11932144	-0.964651644	-1.112510602	-0.147858958	0.000351032	4.11E-05	0.572586343	0.0013151	0.000172585	0.7456603	10.40148863	10.29662203	10.9891322	11.57166891	11.40782296	11.50534224	10.34905533	11.28040056	11.4565826	-0.146677681	-0.022358467
MvSl-1064-A2-R4_A2g00788	MvSl-1064-A1-R4_A2	MAT	1657449	1658797	9.195164844	-0.300862034	-0.433911032	-0.133048998	0.365005497	0.195310987	0.68039645	0.493790259	0.300523155	0.821880759	9.193587888	8.631985523	9.155621373	9.309323549	9.286889794	9.4403953	8.912786705	9.232472461	9.363642547	-0.071193281	-0.020352807
MvSl-1064-A2-R4_A2g00291	MvSl-1064-A1-R4_A2	MAT	634520	634708	11.10713348	0.782488383	0.629880482	-0.152607901	0.001737352	0.011953408	0.540479356	0.005443704	0.027963402	0.718323463	11.42707116	11.6429872	10.62325905	10.8834137	10.76833025	11.04069122	11.53502918	10.75333638	10.90451073	0.081096613	-0.020140694
MvSl-1064-A2-R4_A2g01385	MvSl-1064-A1-R4_A2	MAT	3065290	3065475	8.612353812	2.354346861	2.183417985	-0.170928875	1.42E-10	4.65E-09	0.655939491	1.41E-09	3.54E-08	0.807000853	9.712688945	9.754242924	7.365079653	7.49961947	8.011140993	7.042264135	9.733465935	7.432349561	7.526702564	0.370935657	-0.018199604
MvSl-1064-A2-R4_A2g00870	MvSl-1064-A1-R4_A2	MAT	1835778	1836272	5.391305981	1.025010906	0.886511799	-0.138499107	0.174635262	0.255711501	0.859559221	0.271130422	0.369281693	0.949555806	5.088023658	6.450918058	5.269305702	4.898104883	5.577931795	4.714192844	5.769470858	5.083705293	5.14606232	0.164970081	-0.01758853
MvSl-1064-A2-R4_A2g01100	MvSl-1064-A1-R4_A2	MAT	2391139	2391339	6.317341191	2.450402943	2.136325914	-0.314077029	0.001782711	0.006904922	0.701851735	0.005552177	0.017672497	0.83800773	6.170897301	8.137068941	5.601030903	4.898104883	6.174138618	4.449618543	7.153983121	5.249567893	5.311878581	0.429524545	-0.017023494
MvSl-1064-A2-R4_A2g01474	MvSl-1064-A1-R4_A2	MAT	3273007	3273332	5.19898616	-0.204161884	-0.275712968	-0.071551084	0.786658601	0.724577273	0.917578381	0.893039964	0.869156497	1	4.790459237	5.284439669	5.388558915	5.037423345	5.24751257	5.301718189	5.037449453	5.21299113	5.27461538	-0.06637244	-0.016954492
MvSl-1064-A2-R4_A2g01740	MvSl-1064-A1-R4_A2	MAT	3833778	3834725	11.96236874	-0.610685725	-0.751248076	-0.140562351	0.011961167	0.002066608	0.557532664	0.029874026	0.005771863	0.731310003	11.58425774	11.35313261	12.14905689	12.01267	12.21839612	12.22697554	11.46869518	12.08086344	12.22268583	-0.091860079	-0.016837769
MvSl-1064-A2-R4_A2g00546	MvSl-1064-A1-R4_A2	MAT	1151547	1153199	9.711316112	0.347655476	0.225384465	-0.122271011	0.268520359	0.476421876	0.695753703	0.376491242	0.615775275	0.834809358	9.611100809	10.13487016	9.484921049	9.617626391	9.849967788	9.476471733	9.872985486	9.55127372	9.663219761	0.030982435	-0.016810834
MvSl-1064-A2-R4_A2g01327	MvSl-1064-A1-R4_A2	MAT	2894190	2894940	9.130249511	-0.886108435	-0.9893261	-0.103217665	0.011321556	0.005049999	0.755770436	0.028552411	0.013253043	0.871765174	8.780452209	8.007089329	9.344473411	9.281560327	9.320372099	9.5029491	8.393770769	9.313016869	9.4116606	-0.165130231	-0.015200704
MvSl-1064-A2-R4_A2g00213	MvSl-1064-A1-R4_A2	MAT	477435	478433	10.42910181	1.185702402	1.057293638	-0.128408764	2.11E-05	0.00016165	0.645290052	0.000100102	0.000601245	0.803183389	11.19321077	10.95519008	9.959592802	9.838540163	10.2825324	9.721628536	11.07420043	9.899066482	10.00208047	0.146902421	-0.014935731
MvSl-1064-A2-R4_A2g01741	MvSl-1064-A1-R4_A2	MAT	3834784	3835396	10.73847378	-0.388265347	-0.483275681	-0.095010334	0.117063936	0.052525982	0.695943584	0.198432968	0.099109244	0.834809358	10.46756808	10.39734997	10.65928292	10.96204026	10.92889254	10.89835066	10.43245903	10.81066159	10.9136216	-0.065050674	-0.013675112
MvSl-1064-A2-R4_A2g00666	MvSl-1064-A1-R4_A2	MAT	1419859	1421010	12.220533	0.052698324	-0.087573806	-0.14027213	0.846433012	0.747953681	0.605239262	0.941087886	0.882709829	0.774526482	12.28152583	12.13042302	12.25878916	12.04399188	11.98256441	12.55155685	12.20597443	12.15139052	12.26706063	-0.007202126	-0.013668184
MvSl-1064-A2-R4_A2g00812	MvSl-1064-A1-R4_A2	MAT	1712747	1713049	8.942985525	-0.574374919	-0.697822098	-0.12344718	0.09811656	0.046477198	0.710488486	0.171372505	0.089326065	0.840739996	8.531349837	8.443830464	9.023659764	9.078731197	8.825073678	9.449499335	8.48759015	9.05119548	9.137286507	-0.1064108	-0.013657437
MvSl-1064-A2-R4_A2g00460	MvSl-1064-A1-R4_A2	MAT	1018365	1019889	12.75444528	1.308237521	1.19848058	-0.109756941	7.44E-07	5.69E-06	0.67413227	4.37E-06	2.65E-05	0.81813705	13.48238063	13.44048551	12.24007951	12.06450161	12.30735819	12.22034226	13.46143307	12.15229056	12.26385022	0.134420021	-0.013183713
MvSl-1064-A2-R4_A2g01691	MvSl-1064-A1-R4_A2	MAT	3730392	3730556	7.618176457	1.111598621	1.092784962	-0.018813659	0.003056154	0.004773658	0.961483245	0.009080641	0.012721554	1	8.374850689	8.167813096	7.555524919	6.760457872	7.084966206	7.345116814	8.271331893	7.157991396	7.21504151	0.197111963	-0.011452885
MvSl-1064-A2-R4_A2g01386	MvSl-1064-A1-R4_A2	MAT	3065537	3065855	8.007823624	-1.142182444	-1.175790189	-0.033607745	0.00415006	0.003651667	0.925389637	0.01185404	0.009884355	1	7.438592802	6.80395476	8.547799058	7.87889047	8.190842468	8.365111457	7.121273781	8.213344764	8.277976962	-0.217142915	-0.011308376
MvSl-1064-A2-R4_A2g01208	MvSl-1064-A1-R4_A2	MAT	2601029	2603590	8.524406027	-0.478219949	-0.489482551	-0.011262603	0.153515998	0.15101785	0.971863	0.245720654	0.244753067	1	8.167829705	8.197915734	8.370817626	8.88015521	8.677850097	8.644195117	8.18287272	8.625486418	8.661022607	-0.081929962	-0.005931557
MvSl-1064-A2-R4_A2g01683	MvSl-1064-A1-R4_A2	MAT	3718207	3718712	11.27748706	0.062289165	0.043018185	-0.01927098	0.791302828	0.855758661	0.934402422	0.89519379	0.968541118	1	11.38323384	11.23833172	11.33927553	11.15608845	11.25748332	11.28148236	11.31078278	11.24768199	11.26948284	0.005277466	-0.0027936
MvSl-1064-A2-R4_A2g01131	MvSl-1064-A1-R4_A2	MAT	2440938	2441888	6.955656296	0.275981493	0.320735111	0.044753618	0.524064545	0.476157138	0.916805404	0.65130137	0.615775275	1	7.081517977	7.210598562	6.466282289	7.206699621	6.860586623	6.835577464	7.146058269	6.836490955	6.848082043	0.061447692	-0.00244398
MvSl-1064-A2-R4_A2g00137	MvSl-1064-A1-R4_A2	MAT	318825	319055	3.113756926	0	0	0	1	1	1	1	1	1	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	0	0
MvSl-1064-A2-R4_A2g00305	MvSl-1064-A1-R4_A2	MAT	673928	674248	3.113756926	0	0	0	1	1	1	1	1	1	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	0	0
MvSl-1064-A2-R4_A2g00496	MvSl-1064-A1-R4_A2	MAT	1060427	1060971	3.113756926	0	0	0	1	1	1	1	1	1	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	0	0
MvSl-1064-A2-R4_A2g00497	MvSl-1064-A1-R4_A2	MAT	1061320	1061481	3.113756926	0	0	0	1	1	1	1	1	1	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	0	0
MvSl-1064-A2-R4_A2g00518	MvSl-1064-A1-R4_A2	MAT	1093262	1093798	3.113756926	0	0	0	1	1	1	1	1	1	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	0	0
MvSl-1064-A2-R4_A2g00951	MvSl-1064-A1-R4_A2	MAT	2040919	2041068	3.113756926	0	0	0	1	1	1	1	1	1	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	0	0
MvSl-1064-A2-R4_A2g01107	MvSl-1064-A1-R4_A2	MAT	2403016	2403288	3.113756926	0	0	0	1	1	1	1	1	1	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	0	0
MvSl-1064-A2-R4_A2g01124	MvSl-1064-A1-R4_A2	MAT	2434139	2434443	3.113756926	0	0	0	1	1	1	1	1	1	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	0	0
MvSl-1064-A2-R4_A2g01175	MvSl-1064-A1-R4_A2	MAT	2533633	2534995	3.113756926	0	0	0	1	1	1	1	1	1	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	0	0
MvSl-1064-A2-R4_A2g01205	MvSl-1064-A1-R4_A2	MAT	2598607	2599002	3.113756926	0	0	0	1	1	1	1	1	1	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	0	0
