gida1	part8	youngold	intron_nr_a1	intron_mean_a1	intron_total_a1	DE	DE2
MvSl-1064-A2-R4_MC01g03304	Auto	Auto	1	59	59	NON	NON
MvSl-1064-A2-R4_MC01g03306	Auto	Auto	4	148.75	595	NON	NON
MvSl-1064-A2-R4_MC01g03308	Auto	Auto	8	117.375	939	NON	NON
MvSl-1064-A2-R4_MC01g03309	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC01g03310	Auto	Auto	2	91	182	NON	NON
MvSl-1064-A2-R4_MC01g03311	Auto	Auto	1	84	84	NON	NON
MvSl-1064-A2-R4_MC01g03312	Auto	Auto	3	93.6667	281	NON	NON
MvSl-1064-A2-R4_MC01g03316	Auto	Auto	3	79.6667	239	NON	NON
MvSl-1064-A2-R4_MC01g03318	Auto	Auto	1	126	126	NON	NON
MvSl-1064-A2-R4_MC01g03319	Auto	Auto	9	85.2222	767	NON	NON
MvSl-1064-A2-R4_MC01g03320	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC01g03321	Auto	Auto	4	73.75	295	NON	NON
MvSl-1064-A2-R4_MC01g03322	Auto	Auto	7	79.1429	554	NON	NON
MvSl-1064-A2-R4_MC01g03323	Auto	Auto	2	70.5	141	NON	NON
MvSl-1064-A2-R4_MC01g03325	Auto	Auto	4	78.5	314	NON	NON
MvSl-1064-A2-R4_MC01g03326	Auto	Auto	1	59	59	NON	NON
MvSl-1064-A2-R4_MC01g03328	Auto	Auto	1	52	52	NON	NON
MvSl-1064-A2-R4_MC01g03329	Auto	Auto	3	88	264	NON	NON
MvSl-1064-A2-R4_MC01g03330	Auto	Auto	4	82	328	NON	NON
MvSl-1064-A2-R4_MC01g03331	Auto	Auto	6	117	702	NON	NON
MvSl-1064-A2-R4_MC01g03332	Auto	Auto	17	108.412	1843	NON	NON
MvSl-1064-A2-R4_MC01g03333	Auto	Auto	1	110	110	NON	NON
MvSl-1064-A2-R4_MC01g03334	Auto	Auto	9	96.3333	867	NON	NON
MvSl-1064-A2-R4_MC01g03335	Auto	Auto	1	134	134	NON	NON
MvSl-1064-A2-R4_MC01g03336	Auto	Auto	4	83.25	333	NON	NON
MvSl-1064-A2-R4_MC01g03337	Auto	Auto	3	93	279	NON	NON
MvSl-1064-A2-R4_MC01g03338	Auto	Auto	2	156	312	NON	NON
MvSl-1064-A2-R4_MC01g03339	Auto	Auto	3	185	555	NON	NON
MvSl-1064-A2-R4_MC01g03340	Auto	Auto	1	75	75	NON	NON
MvSl-1064-A2-R4_MC01g03341	Auto	Auto	15	99.5333	1493	NON	NON
MvSl-1064-A2-R4_MC01g03343	Auto	Auto	4	109.75	439	NON	NON
MvSl-1064-A2-R4_MC01g03344	Auto	Auto	3	71.3333	214	NON	NON
MvSl-1064-A2-R4_MC01g03345	Auto	Auto	4	76	304	NON	NON
MvSl-1064-A2-R4_MC01g03346	Auto	Auto	5	118.8	594	NON	NON
MvSl-1064-A2-R4_MC01g03347	Auto	Auto	5	98	490	NON	NON
MvSl-1064-A2-R4_MC01g03348	Auto	Auto	12	82.4167	989	NON	NON
MvSl-1064-A2-R4_MC01g03353	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC01g03354	Auto	Auto	6	80.5	483	NON	NON
MvSl-1064-A2-R4_MC01g03356	Auto	Auto	2	73.5	147	NON	NON
MvSl-1064-A2-R4_MC01g03357	Auto	Auto	5	112.2	561	NON	NON
MvSl-1064-A2-R4_MC01g03358	Auto	Auto	7	89.2857	625	NON	NON
MvSl-1064-A2-R4_MC01g03360	Auto	Auto	1	41	41	NON	NON
MvSl-1064-A2-R4_MC01g03361	Auto	Auto	3	78	234	NON	NON
MvSl-1064-A2-R4_MC01g03362	Auto	Auto	5	110.2	551	NON	NON
MvSl-1064-A2-R4_MC01g03364	Auto	Auto	3	82	246	NON	NON
MvSl-1064-A2-R4_MC01g03365	Auto	Auto	1	74	74	NON	NON
MvSl-1064-A2-R4_MC01g03366	Auto	Auto	1	104	104	NON	NON
MvSl-1064-A2-R4_MC01g03367	Auto	Auto	5	99.6	498	NON	NON
MvSl-1064-A2-R4_MC01g03368	Auto	Auto	4	110.75	443	NON	NON
MvSl-1064-A2-R4_MC01g03369	Auto	Auto	5	124.6	623	NON	NON
MvSl-1064-A2-R4_MC01g03375	Auto	Auto	4	125	500	NON	NON
MvSl-1064-A2-R4_MC01g03376	Auto	Auto	2	222.5	445	NON	NON
MvSl-1064-A2-R4_MC01g03378	Auto	Auto	6	77.8333	467	NON	NON
MvSl-1064-A2-R4_MC01g03379	Auto	Auto	5	87.8	439	NON	NON
MvSl-1064-A2-R4_MC01g03381	Auto	Auto	1	203	203	NON	NON
MvSl-1064-A2-R4_MC01g03383	Auto	Auto	4	70.75	283	NON	NON
MvSl-1064-A2-R4_MC01g03384	Auto	Auto	4	121.75	487	NON	NON
MvSl-1064-A2-R4_MC01g03385	Auto	Auto	12	71.3333	856	NON	NON
MvSl-1064-A2-R4_MC01g03386	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC01g03387	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC01g03388	Auto	Auto	13	113.385	1474	NON	NON
MvSl-1064-A2-R4_MC01g03389	Auto	Auto	1	79	79	NON	NON
MvSl-1064-A2-R4_MC01g03390	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC01g03391	Auto	Auto	1	74	74	NON	NON
MvSl-1064-A2-R4_MC01g03396	Auto	Auto	1	82	82	NON	NON
MvSl-1064-A2-R4_MC01g03399	Auto	Auto	3	149.667	449	NON	NON
MvSl-1064-A2-R4_MC01g03400	Auto	Auto	4	69	276	NON	NON
MvSl-1064-A2-R4_MC01g03401	Auto	Auto	2	71.5	143	NON	NON
MvSl-1064-A2-R4_MC01g03402	Auto	Auto	2	142	284	NON	NON
MvSl-1064-A2-R4_MC01g03403	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC01g03404	Auto	Auto	4	117.75	471	NON	NON
MvSl-1064-A2-R4_MC01g03405	Auto	Auto	4	97.75	391	NON	NON
MvSl-1064-A2-R4_MC01g03407	Auto	Auto	10	71.8	718	NON	NON
MvSl-1064-A2-R4_MC01g03408	Auto	Auto	3	112.667	338	NON	NON
MvSl-1064-A2-R4_MC01g03409	Auto	Auto	3	161.333	484	NON	NON
MvSl-1064-A2-R4_MC01g03410	Auto	Auto	2	327	654	NON	NON
MvSl-1064-A2-R4_MC01g03411	Auto	Auto	5	91.2	456	NON	NON
MvSl-1064-A2-R4_MC01g03412	Auto	Auto	9	79.7778	718	NON	NON
MvSl-1064-A2-R4_MC01g03413	Auto	Auto	10	75.4	754	NON	NON
MvSl-1064-A2-R4_MC01g03414	Auto	Auto	7	79.7143	558	NON	NON
MvSl-1064-A2-R4_MC01g03415	Auto	Auto	1	74	74	NON	NON
MvSl-1064-A2-R4_MC01g03416	Auto	Auto	5	118	590	NON	NON
MvSl-1064-A2-R4_MC01g03417	Auto	Auto	11	89.5455	985	NON	NON
MvSl-1064-A2-R4_MC01g03418	Auto	Auto	9	86.4444	778	NON	NON
MvSl-1064-A2-R4_MC01g03419	Auto	Auto	8	81.625	653	NON	NON
MvSl-1064-A2-R4_MC01g03420	Auto	Auto	3	78.6667	236	NON	NON
MvSl-1064-A2-R4_MC01g03421	Auto	Auto	16	96.0625	1537	NON	NON
MvSl-1064-A2-R4_MC01g03423	Auto	Auto	3	58	174	NON	NON
MvSl-1064-A2-R4_MC01g03425	Auto	Auto	1	100	100	NON	NON
MvSl-1064-A2-R4_MC01g03426	Auto	Auto	1	383	383	NON	NON
MvSl-1064-A2-R4_MC01g03427	Auto	Auto	3	171.667	515	NON	NON
MvSl-1064-A2-R4_MC01g03428	Auto	Auto	3	97.6667	293	NON	NON
MvSl-1064-A2-R4_MC01g03429	Auto	Auto	7	88.4286	619	NON	NON
MvSl-1064-A2-R4_MC01g03430	Auto	Auto	5	120.2	601	NON	NON
MvSl-1064-A2-R4_MC01g03431	Auto	Auto	4	89.5	358	NON	NON
MvSl-1064-A2-R4_MC01g03432	Auto	Auto	2	108	216	NON	NON
MvSl-1064-A2-R4_MC01g03433	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC01g03434	Auto	Auto	5	216	1080	NON	NON
MvSl-1064-A2-R4_MC01g03435	Auto	Auto	2	210.5	421	NON	NON
MvSl-1064-A2-R4_MC01g03436	Auto	Auto	5	209.6	1048	NON	NON
MvSl-1064-A2-R4_MC01g03437	Auto	Auto	4	119.5	478	NON	NON
MvSl-1064-A2-R4_MC01g03438	Auto	Auto	7	85.4286	598	NON	NON
MvSl-1064-A2-R4_MC01g03439	Auto	Auto	2	130	260	NON	NON
MvSl-1064-A2-R4_MC01g03440	Auto	Auto	5	76.8	384	NON	NON
MvSl-1064-A2-R4_MC01g03441	Auto	Auto	6	78.3333	470	NON	NON
MvSl-1064-A2-R4_MC01g03442	Auto	Auto	6	86	516	NON	NON
MvSl-1064-A2-R4_MC01g03443	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC01g03444	Auto	Auto	9	82.5556	743	NON	NON
MvSl-1064-A2-R4_MC01g03445	Auto	Auto	3	128	384	NON	NON
MvSl-1064-A2-R4_MC01g03448	Auto	Auto	3	88	264	NON	NON
MvSl-1064-A2-R4_MC01g03449	Auto	Auto	3	141	423	NON	NON
MvSl-1064-A2-R4_MC01g03451	Auto	Auto	3	74	222	NON	NON
MvSl-1064-A2-R4_MC01g03454	Auto	Auto	5	83.6	418	NON	NON
MvSl-1064-A2-R4_MC01g03455	Auto	Auto	4	93.25	373	NON	NON
MvSl-1064-A2-R4_MC02g03459	Auto	Auto	1	73	73	NON	NON
MvSl-1064-A2-R4_MC02g03460	Auto	Auto	3	105.667	317	NON	NON
MvSl-1064-A2-R4_MC02g03461	Auto	Auto	4	183.5	734	NON	NON
MvSl-1064-A2-R4_MC02g03462	Auto	Auto	5	94.6	473	NON	NON
MvSl-1064-A2-R4_MC02g03463	Auto	Auto	2	95.5	191	NON	NON
MvSl-1064-A2-R4_MC02g03464	Auto	Auto	5	92.6	463	NON	NON
MvSl-1064-A2-R4_MC02g03465	Auto	Auto	10	86.3	863	NON	NON
MvSl-1064-A2-R4_MC02g03466	Auto	Auto	3	89.3333	268	NON	NON
MvSl-1064-A2-R4_MC02g03467	Auto	Auto	1	72	72	NON	NON
MvSl-1064-A2-R4_MC02g03468	Auto	Auto	1	114	114	NON	NON
MvSl-1064-A2-R4_MC02g03469	Auto	Auto	2	94.5	189	NON	NON
MvSl-1064-A2-R4_MC02g03470	Auto	Auto	1	75	75	NON	NON
MvSl-1064-A2-R4_MC02g03471	Auto	Auto	5	77.2	386	NON	NON
MvSl-1064-A2-R4_MC02g03472	Auto	Auto	5	97.6	488	NON	NON
MvSl-1064-A2-R4_MC02g03473	Auto	Auto	3	118	354	NON	NON
MvSl-1064-A2-R4_MC02g03474	Auto	Auto	7	89.1429	624	NON	NON
MvSl-1064-A2-R4_MC02g03475	Auto	Auto	4	228.5	914	NON	NON
MvSl-1064-A2-R4_MC02g03479	Auto	Auto	9	80.4444	724	NON	NON
MvSl-1064-A2-R4_MC02g03480	Auto	Auto	7	80.7143	565	NON	NON
MvSl-1064-A2-R4_MC02g03481	Auto	Auto	7	81.2857	569	NON	NON
MvSl-1064-A2-R4_MC02g03482	Auto	Auto	5	96.8	484	NON	NON
MvSl-1064-A2-R4_MC02g03483	Auto	Auto	6	102.5	615	NON	NON
MvSl-1064-A2-R4_MC02g03486	Auto	Auto	3	82.3333	247	NON	NON
MvSl-1064-A2-R4_MC02g03487	Auto	Auto	2	72	144	NON	NON
MvSl-1064-A2-R4_MC02g03488	Auto	Auto	7	94.4286	661	NON	NON
MvSl-1064-A2-R4_MC02g03489	Auto	Auto	4	222.5	890	NON	NON
MvSl-1064-A2-R4_MC02g03491	Auto	Auto	2	144.5	289	NON	NON
MvSl-1064-A2-R4_MC02g03492	Auto	Auto	3	89	267	NON	NON
MvSl-1064-A2-R4_MC02g03493	Auto	Auto	8	79.625	637	NON	NON
MvSl-1064-A2-R4_MC02g03494	Auto	Auto	8	79.25	634	NON	NON
MvSl-1064-A2-R4_MC02g03495	Auto	Auto	5	77	385	NON	NON
MvSl-1064-A2-R4_MC02g03497	Auto	Auto	1	74	74	NON	NON
MvSl-1064-A2-R4_MC02g03498	Auto	Auto	2	105.5	211	NON	NON
MvSl-1064-A2-R4_MC02g03499	Auto	Auto	2	94	188	NON	NON
MvSl-1064-A2-R4_MC02g03500	Auto	Auto	6	73.8333	443	NON	NON
MvSl-1064-A2-R4_MC02g03501	Auto	Auto	5	85	425	NON	NON
MvSl-1064-A2-R4_MC02g03502	Auto	Auto	4	109	436	NON	NON
MvSl-1064-A2-R4_MC02g03503	Auto	Auto	2	72	144	NON	NON
MvSl-1064-A2-R4_MC02g03505	Auto	Auto	2	157.5	315	NON	NON
MvSl-1064-A2-R4_MC02g03506	Auto	Auto	1	190	190	NON	NON
MvSl-1064-A2-R4_MC02g03507	Auto	Auto	3	87.3333	262	NON	NON
MvSl-1064-A2-R4_MC02g03508	Auto	Auto	6	90.5	543	NON	NON
MvSl-1064-A2-R4_MC02g03510	Auto	Auto	2	81.5	163	NON	NON
MvSl-1064-A2-R4_MC02g03511	Auto	Auto	8	88	704	NON	NON
MvSl-1064-A2-R4_MC02g03512	Auto	Auto	3	79	237	NON	NON
MvSl-1064-A2-R4_MC02g03513	Auto	Auto	2	118.5	237	NON	NON
MvSl-1064-A2-R4_MC02g03514	Auto	Auto	10	82.8	828	NON	NON
MvSl-1064-A2-R4_MC02g03515	Auto	Auto	2	182.5	365	NON	NON
MvSl-1064-A2-R4_MC02g03516	Auto	Auto	3	197	591	NON	NON
MvSl-1064-A2-R4_MC02g03517	Auto	Auto	6	76.6667	460	NON	NON
MvSl-1064-A2-R4_MC02g03518	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g03519	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g03520	Auto	Auto	4	224.75	899	NON	NON
MvSl-1064-A2-R4_MC02g03521	Auto	Auto	3	119.333	358	NON	NON
MvSl-1064-A2-R4_MC02g03522	Auto	Auto	3	97.3333	292	NON	NON
MvSl-1064-A2-R4_MC02g03523	Auto	Auto	5	90.4	452	NON	NON
MvSl-1064-A2-R4_MC02g03524	Auto	Auto	1	119	119	NON	NON
MvSl-1064-A2-R4_MC02g03525	Auto	Auto	3	71.6667	215	NON	NON
MvSl-1064-A2-R4_MC02g03526	Auto	Auto	2	85.5	171	NON	NON
MvSl-1064-A2-R4_MC02g03527	Auto	Auto	6	88.3333	530	NON	NON
MvSl-1064-A2-R4_MC02g03528	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g03530	Auto	Auto	8	107.75	862	NON	NON
MvSl-1064-A2-R4_MC02g03531	Auto	Auto	2	116	232	NON	NON
MvSl-1064-A2-R4_MC02g03532	Auto	Auto	2	134.5	269	NON	NON
MvSl-1064-A2-R4_MC02g03533	Auto	Auto	3	74	222	NON	NON
MvSl-1064-A2-R4_MC02g03534	Auto	Auto	9	77.4444	697	NON	NON
MvSl-1064-A2-R4_MC02g03535	Auto	Auto	2	93.5	187	NON	NON
MvSl-1064-A2-R4_MC02g03536	Auto	Auto	6	95	570	NON	NON
MvSl-1064-A2-R4_MC02g03537	Auto	Auto	3	127.333	382	NON	NON
MvSl-1064-A2-R4_MC02g03538	Auto	Auto	1	80	80	NON	NON
MvSl-1064-A2-R4_MC02g03540	Auto	Auto	8	85.75	686	NON	NON
MvSl-1064-A2-R4_MC02g03541	Auto	Auto	6	70.5	423	NON	NON
MvSl-1064-A2-R4_MC02g03542	Auto	Auto	9	81.6667	735	NON	NON
MvSl-1064-A2-R4_MC02g03543	Auto	Auto	4	106.75	427	NON	NON
MvSl-1064-A2-R4_MC02g03544	Auto	Auto	5	87.2	436	NON	NON
MvSl-1064-A2-R4_MC02g03546	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g03547	Auto	Auto	3	101	303	NON	NON
MvSl-1064-A2-R4_MC02g03548	Auto	Auto	3	75	225	NON	NON
MvSl-1064-A2-R4_MC02g03549	Auto	Auto	2	95.5	191	NON	NON
MvSl-1064-A2-R4_MC02g03550	Auto	Auto	3	284.667	854	NON	NON
MvSl-1064-A2-R4_MC02g03551	Auto	Auto	3	92	276	NON	NON
MvSl-1064-A2-R4_MC02g03552	Auto	Auto	4	82.75	331	NON	NON
MvSl-1064-A2-R4_MC02g03553	Auto	Auto	2	82.5	165	NON	NON
MvSl-1064-A2-R4_MC02g03555	Auto	Auto	8	161.25	1290	NON	NON
MvSl-1064-A2-R4_MC02g03556	Auto	Auto	1	107	107	NON	NON
MvSl-1064-A2-R4_MC02g03557	Auto	Auto	5	67.2	336	NON	NON
MvSl-1064-A2-R4_MC02g03558	Auto	Auto	3	209	627	NON	NON
MvSl-1064-A2-R4_MC02g03559	Auto	Auto	5	106.8	534	NON	NON
MvSl-1064-A2-R4_MC02g03564	Auto	Auto	5	77.2	386	NON	NON
MvSl-1064-A2-R4_MC02g03565	Auto	Auto	2	86	172	NON	NON
MvSl-1064-A2-R4_MC02g03570	Auto	Auto	1	113	113	NON	NON
MvSl-1064-A2-R4_MC02g03571	Auto	Auto	3	68.6667	206	NON	NON
MvSl-1064-A2-R4_MC02g03572	Auto	Auto	3	100.667	302	NON	NON
MvSl-1064-A2-R4_MC02g03573	Auto	Auto	10	82.4	824	NON	NON
MvSl-1064-A2-R4_MC02g03574	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g03575	Auto	Auto	9	99.8889	899	NON	NON
MvSl-1064-A2-R4_MC02g03576	Auto	Auto	5	106.2	531	NON	NON
MvSl-1064-A2-R4_MC02g03578	Auto	Auto	3	165.667	497	NON	NON
MvSl-1064-A2-R4_MC02g03579	Auto	Auto	4	80	320	NON	NON
MvSl-1064-A2-R4_MC02g03580	Auto	Auto	2	60	120	NON	NON
MvSl-1064-A2-R4_MC02g03581	Auto	Auto	2	83	166	NON	NON
MvSl-1064-A2-R4_MC02g03582	Auto	Auto	1	70	70	NON	NON
MvSl-1064-A2-R4_MC02g03583	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g03584	Auto	Auto	2	89.5	179	NON	NON
MvSl-1064-A2-R4_MC02g03585	Auto	Auto	1	112	112	NON	NON
MvSl-1064-A2-R4_MC02g03586	Auto	Auto	4	120	480	NON	NON
MvSl-1064-A2-R4_MC02g03587	Auto	Auto	3	89.3333	268	NON	NON
MvSl-1064-A2-R4_MC02g03588	Auto	Auto	4	155	620	NON	NON
MvSl-1064-A2-R4_MC02g03589	Auto	Auto	3	104.333	313	NON	NON
MvSl-1064-A2-R4_MC02g03590	Auto	Auto	1	143	143	NON	NON
MvSl-1064-A2-R4_MC02g03591	Auto	Auto	5	81.8	409	NON	NON
MvSl-1064-A2-R4_MC02g03592	Auto	Auto	4	70.5	282	NON	NON
MvSl-1064-A2-R4_MC02g03593	Auto	Auto	5	82	410	NON	NON
MvSl-1064-A2-R4_MC02g03594	Auto	Auto	12	90.1667	1082	NON	NON
MvSl-1064-A2-R4_MC02g03595	Auto	Auto	9	78.5556	707	NON	NON
MvSl-1064-A2-R4_MC02g03596	Auto	Auto	1	115	115	NON	NON
MvSl-1064-A2-R4_MC02g03597	Auto	Auto	1	465	465	NON	NON
MvSl-1064-A2-R4_MC02g03598	Auto	Auto	3	81	243	NON	NON
MvSl-1064-A2-R4_MC02g03599	Auto	Auto	3	77.6667	233	NON	NON
MvSl-1064-A2-R4_MC02g03600	Auto	Auto	3	42.3333	127	NON	NON
MvSl-1064-A2-R4_MC02g03601	Auto	Auto	5	105.2	526	NON	NON
MvSl-1064-A2-R4_MC02g03602	Auto	Auto	4	70.5	282	NON	NON
MvSl-1064-A2-R4_MC02g03604	Auto	Auto	3	94	282	NON	NON
MvSl-1064-A2-R4_MC02g03605	Auto	Auto	4	94.75	379	NON	NON
MvSl-1064-A2-R4_MC02g03606	Auto	Auto	6	71.6667	430	NON	NON
MvSl-1064-A2-R4_MC02g03607	Auto	Auto	3	107	321	NON	NON
MvSl-1064-A2-R4_MC02g03608	Auto	Auto	5	93	465	NON	NON
MvSl-1064-A2-R4_MC02g03609	Auto	Auto	10	75.2	752	NON	NON
MvSl-1064-A2-R4_MC02g03610	Auto	Auto	4	171.25	685	NON	NON
MvSl-1064-A2-R4_MC02g03611	Auto	Auto	2	106	212	NON	NON
MvSl-1064-A2-R4_MC02g03612	Auto	Auto	4	84	336	NON	NON
MvSl-1064-A2-R4_MC02g03613	Auto	Auto	3	71.3333	214	NON	NON
MvSl-1064-A2-R4_MC02g03614	Auto	Auto	4	173	692	NON	NON
MvSl-1064-A2-R4_MC02g03615	Auto	Auto	2	72	144	NON	NON
MvSl-1064-A2-R4_MC02g03616	Auto	Auto	7	78.8571	552	NON	NON
MvSl-1064-A2-R4_MC02g03617	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g03618	Auto	Auto	7	83.8571	587	NON	NON
MvSl-1064-A2-R4_MC02g03619	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g03620	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g03621	Auto	Auto	1	46	46	NON	NON
MvSl-1064-A2-R4_MC02g03622	Auto	Auto	3	60	180	NON	NON
MvSl-1064-A2-R4_MC02g03623	Auto	Auto	6	68.6667	412	NON	NON
MvSl-1064-A2-R4_MC02g03626	Auto	Auto	4	93.5	374	NON	NON
MvSl-1064-A2-R4_MC02g03628	Auto	Auto	1	52	52	NON	NON
MvSl-1064-A2-R4_MC02g03629	Auto	Auto	5	132.8	664	NON	NON
MvSl-1064-A2-R4_MC02g03630	Auto	Auto	6	97.5	585	NON	NON
MvSl-1064-A2-R4_MC02g03634	Auto	Auto	3	62	186	NON	NON
MvSl-1064-A2-R4_MC02g03635	Auto	Auto	2	113	226	NON	NON
MvSl-1064-A2-R4_MC02g03636	Auto	Auto	5	82.6	413	NON	NON
MvSl-1064-A2-R4_MC02g03637	Auto	Auto	1	85	85	NON	NON
MvSl-1064-A2-R4_MC02g03638	Auto	Auto	2	88.5	177	NON	NON
MvSl-1064-A2-R4_MC02g03647	Auto	Auto	2	50.5	101	NON	NON
MvSl-1064-A2-R4_MC02g03648	Auto	Auto	2	161	322	NON	NON
MvSl-1064-A2-R4_MC02g03651	Auto	Auto	8	117.25	938	NON	NON
MvSl-1064-A2-R4_MC02g03656	Auto	Auto	4	91.5	366	NON	NON
MvSl-1064-A2-R4_MC02g03657	Auto	Auto	5	77.6	388	NON	NON
MvSl-1064-A2-R4_MC02g03659	Auto	Auto	5	102.4	512	NON	NON
MvSl-1064-A2-R4_MC02g03660	Auto	Auto	8	85.75	686	NON	NON
MvSl-1064-A2-R4_MC02g03661	Auto	Auto	6	86	516	NON	NON
MvSl-1064-A2-R4_MC02g03662	Auto	Auto	9	76	684	NON	NON
MvSl-1064-A2-R4_MC02g03665	Auto	Auto	1	193	193	NON	NON
MvSl-1064-A2-R4_MC02g03669	Auto	Auto	4	59.25	237	NON	NON
MvSl-1064-A2-R4_MC02g03670	Auto	Auto	6	91	546	NON	NON
MvSl-1064-A2-R4_MC02g03671	Auto	Auto	1	118	118	NON	NON
MvSl-1064-A2-R4_MC02g03677	Auto	Auto	1	255	255	NON	NON
MvSl-1064-A2-R4_MC02g03683	Auto	Auto	3	263.333	790	NON	NON
MvSl-1064-A2-R4_MC02g03698	Auto	Auto	3	184	552	NON	NON
MvSl-1064-A2-R4_MC02g03701	Auto	Auto	4	253.25	1013	NON	NON
MvSl-1064-A2-R4_MC02g03702	Auto	Auto	7	197.571	1383	NON	NON
MvSl-1064-A2-R4_MC02g03732	Auto	Auto	2	211	422	NON	NON
MvSl-1064-A2-R4_MC02g03734	Auto	Auto	12	85.6667	1028	NON	NON
MvSl-1064-A2-R4_MC02g03735	Auto	Auto	2	88	176	NON	NON
MvSl-1064-A2-R4_MC02g03736	Auto	Auto	5	71.6	358	NON	NON
MvSl-1064-A2-R4_MC02g03737	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g03738	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g03739	Auto	Auto	3	62.6667	188	NON	NON
MvSl-1064-A2-R4_MC02g03740	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g03741	Auto	Auto	1	49	49	NON	NON
MvSl-1064-A2-R4_MC02g03742	Auto	Auto	2	60	120	NON	NON
MvSl-1064-A2-R4_MC02g03743	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g03744	Auto	Auto	4	75.75	303	NON	NON
MvSl-1064-A2-R4_MC02g03745	Auto	Auto	3	80	240	NON	NON
MvSl-1064-A2-R4_MC02g03746	Auto	Auto	2	56	112	NON	NON
MvSl-1064-A2-R4_MC02g03750	Auto	Auto	5	68.4	342	NON	NON
MvSl-1064-A2-R4_MC02g03751	Auto	Auto	7	183.286	1283	NON	NON
MvSl-1064-A2-R4_MC02g03754	Auto	Auto	2	82.5	165	NON	NON
MvSl-1064-A2-R4_MC02g03758	Auto	Auto	4	68.25	273	NON	NON
MvSl-1064-A2-R4_MC02g03761	Auto	Auto	2	148.5	297	NON	NON
MvSl-1064-A2-R4_MC02g03762	Auto	Auto	1	94	94	NON	NON
MvSl-1064-A2-R4_MC02g03763	Auto	Auto	1	106	106	NON	NON
MvSl-1064-A2-R4_MC02g03764	Auto	Auto	6	107.167	643	NON	NON
MvSl-1064-A2-R4_MC02g03765	Auto	Auto	1	69	69	NON	NON
MvSl-1064-A2-R4_MC02g03766	Auto	Auto	4	79	316	NON	NON
MvSl-1064-A2-R4_MC02g03767	Auto	Auto	6	90	540	NON	NON
MvSl-1064-A2-R4_MC02g03768	Auto	Auto	3	74	222	NON	NON
MvSl-1064-A2-R4_MC02g03769	Auto	Auto	4	81.25	325	NON	NON
MvSl-1064-A2-R4_MC02g03776	Auto	Auto	1	157	157	NON	NON
MvSl-1064-A2-R4_MC02g03777	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g03778	Auto	Auto	3	72	216	NON	NON
MvSl-1064-A2-R4_MC02g03779	Auto	Auto	4	112.5	450	NON	NON
MvSl-1064-A2-R4_MC02g03780	Auto	Auto	1	94	94	NON	NON
MvSl-1064-A2-R4_MC02g03781	Auto	Auto	1	205	205	NON	NON
MvSl-1064-A2-R4_MC02g03782	Auto	Auto	7	110.286	772	NON	NON
MvSl-1064-A2-R4_MC02g03783	Auto	Auto	4	88.5	354	NON	NON
MvSl-1064-A2-R4_MC02g03784	Auto	Auto	1	98	98	NON	NON
MvSl-1064-A2-R4_MC02g03785	Auto	Auto	2	66.5	133	NON	NON
MvSl-1064-A2-R4_MC02g03788	Auto	Auto	1	91	91	NON	NON
MvSl-1064-A2-R4_MC02g03792	Auto	Auto	1	103	103	NON	NON
MvSl-1064-A2-R4_MC02g03796	Auto	Auto	10	123.7	1237	NON	NON
MvSl-1064-A2-R4_MC02g03797	Auto	Auto	1	64	64	NON	NON
MvSl-1064-A2-R4_MC02g03799	Auto	Auto	2	75.5	151	NON	NON
MvSl-1064-A2-R4_MC02g03802	Auto	Auto	3	74.6667	224	NON	NON
MvSl-1064-A2-R4_MC02g03803	Auto	Auto	2	84.5	169	NON	NON
MvSl-1064-A2-R4_MC02g03804	Auto	Auto	5	127.4	637	NON	NON
MvSl-1064-A2-R4_MC02g03805	Auto	Auto	3	72.6667	218	NON	NON
