gida1	prot	cds	part8	youngold	intron_nr	intron_mean	intron_total	DE	DE2	haploid
MvSl-1064-A2-R4_MC02g03937	223	672	Auto	Auto	7	82.7143	579	NON	NON	A2
MvSl-1064-A2-R4_MC02g03939	273	822	Auto	Auto	3	88	264	NON	NON	A2
MvSl-1064-A2-R4_MC02g03940	276	831	Auto	Auto	2	57.5	115	NON	NON	A2
MvSl-1064-A2-R4_MC02g03941	525	1578	Auto	Auto	4	64	256	Up	DE	A2
MvSl-1064-A2-R4_MC02g03942	425	1278	Auto	Auto	6	121.833	731	Down	DE	A2
MvSl-1064-A2-R4_MC02g03943	85	258	Auto	Auto	1	62	62	NON	NON	A2
MvSl-1064-A2-R4_MC02g03944	150	453	Auto	Auto	1	78	78	NON	NON	A2
MvSl-1064-A2-R4_MC02g03945	212	639	Auto	Auto	1	56	56	NON	NON	A2
MvSl-1064-A2-R4_MC02g03946	88	267	Auto	Auto	5	114.4	572	NON	NON	A2
MvSl-1064-A2-R4_MC02g03947	75	228	Auto	Auto	1	89	89	NON	NON	A2
MvSl-1064-A2-R4_MC02g03948	417	1254	Auto	Auto	4	126	504	NON	NON	A2
MvSl-1064-A2-R4_MC02g03949	794	2385	Auto	Auto	3	102.667	308	NON	NON	A2
MvSl-1064-A2-R4_MC02g03950	270	813	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC02g03951	258	777	Auto	Auto	2	89.5	179	NON	NON	A2
MvSl-1064-A2-R4_MC02g03952	382	1149	Auto	Auto	6	175.167	1051	NON	NON	A2
MvSl-1064-A2-R4_MC02g03954	68	207	Auto	Auto	1	66	66	Up	DE	A2
MvSl-1064-A2-R4_MC02g03957	341	1026	Auto	Auto	7	112.286	786	NON	NON	A2
MvSl-1064-A2-R4_MC02g03958	994	2985	Auto	Auto	12	143.75	1725	NON	NON	A2
MvSl-1064-A2-R4_MC02g03959	335	1008	Auto	Auto	2	97	194	NON	NON	A2
MvSl-1064-A2-R4_MC02g03960	238	717	Auto	Auto	1	73	73	NON	NON	A2
MvSl-1064-A2-R4_MC02g03961	829	2490	Auto	Auto	2	102	204	NON	NON	A2
MvSl-1064-A2-R4_MC02g03962	143	432	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC02g03963	351	1056	Auto	Auto	9	100.889	908	NON	NON	A2
MvSl-1064-A2-R4_MC02g03964	288	867	Auto	Auto	3	115	345	NON	NON	A2
MvSl-1064-A2-R4_MC02g03965	860	2583	Auto	Auto	3	71.6667	215	NON	NON	A2
MvSl-1064-A2-R4_MC02g03966	512	1539	Auto	Auto	10	76.4	764	NON	NON	A2
MvSl-1064-A2-R4_MC02g03967	287	864	Auto	Auto	4	82.25	329	NON	NON	A2
MvSl-1064-A2-R4_MC02g03968	242	729	Auto	Auto	2	55.5	111	NON	NON	A2
MvSl-1064-A2-R4_MC02g03969	396	1191	Auto	Auto	2	92	184	NON	NON	A2
MvSl-1064-A2-R4_MC02g03970	521	1566	Auto	Auto	3	97	291	NON	NON	A2
MvSl-1064-A2-R4_MC02g03971	258	777	Auto	Auto	4	84.5	338	NON	NON	A2
MvSl-1064-A2-R4_MC02g03972	363	1092	Auto	Auto	2	54	108	NON	NON	A2
MvSl-1064-A2-R4_MC02g03973	579	1740	Auto	Auto	10	91.7	917	NON	NON	A2
MvSl-1064-A2-R4_MC02g03974	1014	3045	Auto	Auto	6	79.8333	479	NON	NON	A2
MvSl-1064-A2-R4_MC02g03975	1363	4092	Auto	Auto	4	101	404	NON	NON	A2
MvSl-1064-A2-R4_MC02g03976	460	1383	Auto	Auto	2	87	174	NON	NON	A2
MvSl-1064-A2-R4_MC02g03977	171	516	Auto	Auto	5	78	390	NON	NON	A2
MvSl-1064-A2-R4_MC02g03978	450	1353	Auto	Auto	4	70	280	NON	NON	A2
MvSl-1064-A2-R4_MC02g03979	370	1113	Auto	Auto	5	66	330	NON	NON	A2
MvSl-1064-A2-R4_MC02g03980	470	1413	Auto	Auto	1	66	66	NON	NON	A2
MvSl-1064-A2-R4_MC02g03981	432	1299	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC02g03982	506	1521	Auto	Auto	7	95.4286	668	NON	NON	A2
MvSl-1064-A2-R4_MC02g03983	49	150	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC02g03984	806	2421	Auto	Auto	4	67.25	269	NON	NON	A2
MvSl-1064-A2-R4_MC02g03985	397	1194	Auto	Auto	1	85	85	NON	NON	A2
MvSl-1064-A2-R4_MC02g03986	947	2844	Auto	Auto	4	69.75	279	NON	NON	A2
MvSl-1064-A2-R4_MC02g03987	409	1230	Auto	Auto	3	78	234	NON	NON	A2
MvSl-1064-A2-R4_MC02g03988	1012	3039	Auto	Auto	5	66.8	334	NON	NON	A2
MvSl-1064-A2-R4_MC02g03989	645	1938	Auto	Auto	10	70.6	706	NON	NON	A2
MvSl-1064-A2-R4_MC02g03990	457	1374	Auto	Auto	9	81.7778	736	NON	NON	A2
MvSl-1064-A2-R4_MC02g03991	757	2274	Auto	Auto	9	74.6667	672	NON	NON	A2
MvSl-1064-A2-R4_MC02g03992	358	1077	Auto	Auto	3	126	378	NON	NON	A2
MvSl-1064-A2-R4_MC02g03993	408	1227	Auto	Auto	5	69.2	346	NON	NON	A2
MvSl-1064-A2-R4_MC02g03994	157	474	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC02g03995	261	786	Auto	Auto	4	97.75	391	NON	NON	A2
MvSl-1064-A2-R4_MC02g03996	554	1665	Auto	Auto	6	135.5	813	NON	NON	A2
MvSl-1064-A2-R4_MC02g03997	138	417	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC02g03998	302	909	Auto	Auto	7	88	616	NON	NON	A2
MvSl-1064-A2-R4_MC02g03999	373	1122	Auto	Auto	3	97	291	NON	NON	A2
MvSl-1064-A2-R4_MC02g04000	286	861	Auto	Auto	8	96.625	773	NON	NON	A2
MvSl-1064-A2-R4_MC02g04001	1368	4107	Auto	Auto	5	89.2	446	NON	NON	A2
MvSl-1064-A2-R4_MC02g04002	198	597	Auto	Auto	3	86.3333	259	NON	NON	A2
MvSl-1064-A2-R4_MC02g04003	369	1110	Auto	Auto	6	101.833	611	NON	NON	A2
MvSl-1064-A2-R4_MC02g04004	506	1521	Auto	Auto	8	88.5	708	NON	NON	A2
MvSl-1064-A2-R4_MC02g04005	438	1317	Auto	Auto	2	74	148	NON	NON	A2
MvSl-1064-A2-R4_MC02g04006	212	639	Auto	Auto	9	96	864	NON	NON	A2
MvSl-1064-A2-R4_MC02g04007	55	168	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC02g04008	268	807	Auto	Auto	2	69	138	NON	NON	A2
MvSl-1064-A2-R4_MC02g04009	279	840	Auto	Auto	5	130.2	651	NON	NON	A2
MvSl-1064-A2-R4_MC02g04010	198	597	Auto	Auto	1	73	73	NON	NON	A2
MvSl-1064-A2-R4_MC02g04011	389	1170	Auto	Auto	2	79	158	NON	NON	A2
MvSl-1064-A2-R4_MC02g04012	329	990	Auto	Auto	8	114.75	918	NON	NON	A2
MvSl-1064-A2-R4_MC02g04013	574	1725	Auto	Auto	1	111	111	NON	NON	A2
MvSl-1064-A2-R4_MC02g04014	301	906	Auto	Auto	8	90.875	727	NON	NON	A2
MvSl-1064-A2-R4_MC02g04016	607	1824	Auto	Auto	2	198	396	NON	NON	A2
MvSl-1064-A2-R4_MC02g04017	148	447	Auto	Auto	4	76.5	306	NON	NON	A2
MvSl-1064-A2-R4_MC02g04018	49	150	Auto	Auto	1	75	75	NON	NON	A2
MvSl-1064-A2-R4_MC02g04019	638	1917	Auto	Auto	5	79.6	398	NON	NON	A2
MvSl-1064-A2-R4_MC02g04020	874	2625	Auto	Auto	3	73.3333	220	NON	NON	A2
MvSl-1064-A2-R4_MC02g04021	220	663	Auto	Auto	1	52	52	NON	NON	A2
MvSl-1064-A2-R4_MC02g04022	91	276	Auto	Auto	2	145.5	291	NON	NON	A2
MvSl-1064-A2-R4_MC02g04023	84	255	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC02g04024	212	639	Auto	Auto	2	167.5	335	NON	NON	A2
MvSl-1064-A2-R4_MC02g04025	226	681	Auto	Auto	1	133	133	NON	NON	A2
MvSl-1064-A2-R4_MC02g04026	817	2454	Auto	Auto	8	75	600	NON	NON	A2
MvSl-1064-A2-R4_MC02g04027	95	288	Auto	Auto	4	108.5	434	NON	NON	A2
MvSl-1064-A2-R4_MC02g04028	239	720	Auto	Auto	1	90	90	NON	NON	A2
MvSl-1064-A2-R4_MC02g04029	474	1425	Auto	Auto	4	104	416	NON	NON	A2
MvSl-1064-A2-R4_MC02g04030	899	2700	Auto	Auto	6	169	1014	NON	NON	A2
MvSl-1064-A2-R4_MC02g04031	398	1197	Auto	Auto	8	91	728	NON	NON	A2
MvSl-1064-A2-R4_MC02g04032	349	1050	Auto	Auto	5	105	525	NON	NON	A2
MvSl-1064-A2-R4_MC02g04033	910	2733	Auto	Auto	32	78.3125	2506	NON	NON	A2
MvSl-1064-A2-R4_MC02g04034	846	2541	Auto	Auto	31	83.2903	2582	NON	NON	A2
MvSl-1064-A2-R4_MC02g04035	330	993	Auto	Auto	3	96	288	NON	NON	A2
MvSl-1064-A2-R4_MC02g04036	146	441	Auto	Auto	3	92.6667	278	NON	NON	A2
MvSl-1064-A2-R4_MC02g04037	262	789	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC02g04038	600	1803	Auto	Auto	7	75.7143	530	NON	NON	A2
MvSl-1064-A2-R4_MC02g04039	733	2202	Auto	Auto	5	75.2	376	NON	NON	A2
MvSl-1064-A2-R4_MC02g04040	281	846	Auto	Auto	1	69	69	NON	NON	A2
MvSl-1064-A2-R4_MC02g04041	148	447	Auto	Auto	1	68	68	NON	NON	A2
MvSl-1064-A2-R4_MC02g04042	152	459	Auto	Auto	3	150	450	NON	NON	A2
MvSl-1064-A2-R4_MC02g04043	102	309	Auto	Auto	2	68.5	137	NON	NON	A2
MvSl-1064-A2-R4_MC02g04044	181	546	Auto	Auto	2	52.5	105	NON	NON	A2
MvSl-1064-A2-R4_MC02g04046	462	1389	Auto	Auto	3	250.333	751	NON	NON	A2
MvSl-1064-A2-R4_MC02g04047	810	2433	Auto	Auto	11	80.5455	886	NON	NON	A2
MvSl-1064-A2-R4_MC02g04048	396	1191	Auto	Auto	2	87.5	175	NON	NON	A2
MvSl-1064-A2-R4_MC02g04050	203	612	Auto	Auto	2	126	252	Up	DE	A2
MvSl-1064-A2-R4_MC02g04053	469	1410	Auto	Auto	2	129.5	259	NON	NON	A2
MvSl-1064-A2-R4_MC02g04054	412	1239	Auto	Auto	4	83.25	333	NON	NON	A2
MvSl-1064-A2-R4_MC02g04055	570	1713	Auto	Auto	4	72	288	NON	NON	A2
MvSl-1064-A2-R4_MC02g04056	435	1308	Auto	Auto	5	139.2	696	NON	NON	A2
MvSl-1064-A2-R4_MC02g04058	166	501	Auto	Auto	3	81.3333	244	NON	NON	A2
MvSl-1064-A2-R4_MC02g04059	1937	5814	Auto	Auto	6	78.8333	473	NON	NON	A2
MvSl-1064-A2-R4_MC02g04060	171	516	Auto	Auto	1	346	346	NON	NON	A2
MvSl-1064-A2-R4_MC02g04061	1007	3024	Auto	Auto	14	86.1429	1206	NON	NON	A2
MvSl-1064-A2-R4_MC02g04062	112	339	Auto	Auto	3	121.333	364	NON	NON	A2
MvSl-1064-A2-R4_MC02g04063	321	966	Auto	Auto	2	126.5	253	NON	NON	A2
MvSl-1064-A2-R4_MC02g04064	745	2238	Auto	Auto	8	85.625	685	NON	NON	A2
MvSl-1064-A2-R4_MC02g04065	475	1428	Auto	Auto	6	77.5	465	NON	NON	A2
MvSl-1064-A2-R4_MC02g04066	1126	3381	Auto	Auto	8	89.25	714	NON	NON	A2
MvSl-1064-A2-R4_MC02g04067	552	1659	Auto	Auto	4	83.5	334	NON	NON	A2
MvSl-1064-A2-R4_MC02g04068	795	2388	Auto	Auto	10	84.3	843	NON	NON	A2
MvSl-1064-A2-R4_MC02g04069	737	2214	Auto	Auto	6	113.167	679	NON	NON	A2
MvSl-1064-A2-R4_MC02g04070	1178	3537	Auto	Auto	3	164.333	493	NON	NON	A2
MvSl-1064-A2-R4_MC02g04071	643	1932	Auto	Auto	4	105.75	423	NON	NON	A2
MvSl-1064-A2-R4_MC02g04072	442	1329	Auto	Auto	3	116.333	349	NON	NON	A2
MvSl-1064-A2-R4_MC02g04073	205	618	Auto	Auto	4	76.5	306	NON	NON	A2
MvSl-1064-A2-R4_MC02g04074	469	1410	Auto	Auto	3	85.3333	256	NON	NON	A2
MvSl-1064-A2-R4_MC02g04075	428	1287	Auto	Auto	5	74.4	372	NON	NON	A2
MvSl-1064-A2-R4_MC02g04076	287	864	Auto	Auto	2	93	186	NON	NON	A2
MvSl-1064-A2-R4_MC02g04077	137	414	Auto	Auto	2	91	182	NON	NON	A2
MvSl-1064-A2-R4_MC02g04078	348	1047	Auto	Auto	3	87	261	NON	NON	A2
MvSl-1064-A2-R4_MC02g04080	120	363	Auto	Auto	2	61	122	NON	NON	A2
MvSl-1064-A2-R4_MC02g04081	833	2502	Auto	Auto	1	77	77	NON	NON	A2
MvSl-1064-A2-R4_MC02g04082	76	231	Auto	Auto	2	109.5	219	NON	NON	A2
MvSl-1064-A2-R4_MC02g04085	193	582	Auto	Auto	1	380	380	NON	NON	A2
MvSl-1064-A2-R4_MC02g04086	58	177	Auto	Auto	2	56	112	Up	DE	A2
MvSl-1064-A2-R4_MC02g04087	422	1269	Auto	Auto	6	80	480	NON	NON	A2
MvSl-1064-A2-R4_MC02g04088	553	1662	Auto	Auto	3	75	225	NON	NON	A2
MvSl-1064-A2-R4_MC02g04089	351	1056	Auto	Auto	3	102.333	307	NON	NON	A2
MvSl-1064-A2-R4_MC02g04090	418	1257	Auto	Auto	5	64.8333	348	NON	NON	A2
MvSl-1064-A2-R4_MC02g04091	1070	3213	Auto	Auto	5	79.2	396	NON	NON	A2
MvSl-1064-A2-R4_MC02g04092	271	816	Auto	Auto	2	96.5	193	NON	NON	A2
MvSl-1064-A2-R4_MC02g04093	270	813	Auto	Auto	1	79	79	NON	NON	A2
MvSl-1064-A2-R4_MC02g04094	311	936	Auto	Auto	6	89	534	NON	NON	A2
MvSl-1064-A2-R4_MC02g04095	383	1152	Auto	Auto	2	126.5	253	NON	NON	A2
MvSl-1064-A2-R4_MC02g04096	730	2193	Auto	Auto	6	64.8333	389	NON	NON	A2
MvSl-1064-A2-R4_MC02g04097	419	1260	Auto	Auto	2	67.5	135	NON	NON	A2
MvSl-1064-A2-R4_MC02g04098	492	1479	Auto	Auto	2	116.5	233	NON	NON	A2
MvSl-1064-A2-R4_MC02g04099	639	1920	Auto	Auto	6	81	486	NON	NON	A2
MvSl-1064-A2-R4_MC02g04100	107	324	Auto	Auto	2	76	152	NON	NON	A2
MvSl-1064-A2-R4_MC02g04101	582	1749	Auto	Auto	4	146.5	586	NON	NON	A2
MvSl-1064-A2-R4_MC02g04102	269	810	Auto	Auto	2	82	164	NON	NON	A2
MvSl-1064-A2-R4_MC02g04103	95	288	Auto	Auto	3	97	291	NON	NON	A2
MvSl-1064-A2-R4_MC02g04104	342	1029	Auto	Auto	3	74.3333	223	NON	NON	A2
MvSl-1064-A2-R4_MC02g04105	436	1311	Auto	Auto	2	94	188	NON	NON	A2
MvSl-1064-A2-R4_MC02g04106	442	1329	Auto	Auto	6	68.1667	409	NON	NON	A2
MvSl-1064-A2-R4_MC02g04107	302	909	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC02g04108	998	2997	Auto	Auto	14	77.5	1085	NON	NON	A2
MvSl-1064-A2-R4_MC02g04109	389	1170	Auto	Auto	6	94.5	567	NON	NON	A2
MvSl-1064-A2-R4_MC02g04110	437	1314	Auto	Auto	8	89.25	714	NON	NON	A2
MvSl-1064-A2-R4_MC02g04111	260	783	Auto	Auto	3	115.333	346	NON	NON	A2
MvSl-1064-A2-R4_MC02g04112	187	564	Auto	Auto	4	67.75	271	NON	NON	A2
MvSl-1064-A2-R4_MC02g04113	265	798	Auto	Auto	4	68.75	275	NON	NON	A2
MvSl-1064-A2-R4_MC02g04114	1649	4950	Auto	Auto	10	103.6	1036	NON	NON	A2
MvSl-1064-A2-R4_MC02g04115	500	1503	Auto	Auto	9	69.5556	626	NON	NON	A2
MvSl-1064-A2-R4_MC02g04116	447	1344	Auto	Auto	3	83.6667	251	NON	NON	A2
MvSl-1064-A2-R4_MC02g04117	765	2298	Auto	Auto	7	75.8571	531	NON	NON	A2
MvSl-1064-A2-R4_MC02g04118	794	2385	Auto	Auto	6	171.833	1031	NON	NON	A2
MvSl-1064-A2-R4_MC02g04119	701	2106	Auto	Auto	4	169.5	678	NON	NON	A2
MvSl-1064-A2-R4_MC02g04120	468	1407	Auto	Auto	1	98	98	NON	NON	A2
MvSl-1064-A2-R4_MC02g04121	215	648	Auto	Auto	2	163.5	327	NON	NON	A2
MvSl-1064-A2-R4_MC02g04122	1125	3378	Auto	Auto	5	99.4	497	NON	NON	A2
MvSl-1064-A2-R4_MC02g04123	301	906	Auto	Auto	5	82.2	411	NON	NON	A2
MvSl-1064-A2-R4_MC02g04124	148	447	Auto	Auto	6	139.5	837	NON	NON	A2
MvSl-1064-A2-R4_MC02g04125	448	1347	Auto	Auto	4	111.25	445	NON	NON	A2
MvSl-1064-A2-R4_MC02g04126	288	867	Auto	Auto	3	80	240	NON	NON	A2
MvSl-1064-A2-R4_MC02g04127	782	2349	Auto	Auto	12	86.9167	1043	NON	NON	A2
MvSl-1064-A2-R4_MC02g04128	255	768	Auto	Auto	3	80.3333	241	NON	NON	A2
MvSl-1064-A2-R4_MC02g04130	381	1146	Auto	Auto	1	101	101	NON	NON	A2
MvSl-1064-A2-R4_MC02g04131	167	504	Auto	Auto	5	163.8	817	NON	NON	A2
MvSl-1064-A2-R4_MC02g04132	234	705	Auto	Auto	3	87.3333	262	NON	NON	A2
MvSl-1064-A2-R4_MC02g04133	351	1056	Auto	Auto	3	61.6667	185	NON	NON	A2
MvSl-1064-A2-R4_MC02g04134	225	678	Auto	Auto	2	55.5	111	NON	NON	A2
MvSl-1064-A2-R4_MC02g04135	114	345	Auto	Auto	2	75	150	NON	NON	A2
MvSl-1064-A2-R4_MC02g04136	236	711	Auto	Auto	2	95	190	NON	NON	A2
MvSl-1064-A2-R4_MC02g04137	106	321	Auto	Auto	1	118	118	NON	NON	A2
MvSl-1064-A2-R4_MC02g04138	418	1257	Auto	Auto	5	81.2	406	NON	NON	A2
MvSl-1064-A2-R4_MC02g04142	329	990	Auto	Auto	5	87.8	439	NON	NON	A2
MvSl-1064-A2-R4_MC02g04143	269	810	Auto	Auto	7	84.1429	589	NON	NON	A2
MvSl-1064-A2-R4_MC02g04144	371	1116	Auto	Auto	3	74.3333	223	NON	NON	A2
MvSl-1064-A2-R4_MC02g04145	518	1557	Auto	Auto	6	92	552	NON	NON	A2
MvSl-1064-A2-R4_MC02g04146	936	2811	Auto	Auto	4	90.25	361	NON	NON	A2
MvSl-1064-A2-R4_MC02g04147	85	258	Auto	Auto	3	149.667	449	NON	NON	A2
MvSl-1064-A2-R4_MC02g04148	1459	4380	Auto	Auto	6	124.667	748	NON	NON	A2
MvSl-1064-A2-R4_MC02g04150	548	1647	Auto	Auto	4	85.25	341	Up	DE	A2
MvSl-1064-A2-R4_MC02g04152	177	534	Auto	Auto	4	68.5	274	NON	NON	A2
MvSl-1064-A2-R4_MC02g04153	376	1131	Auto	Auto	1	47	47	NON	NON	A2
MvSl-1064-A2-R4_MC02g04154	140	423	Auto	Auto	1	46	46	NON	NON	A2
MvSl-1064-A2-R4_MC02g04155	439	1320	Auto	Auto	2	76	152	NON	NON	A2
MvSl-1064-A2-R4_MC02g04156	55	168	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC02g04157	986	2961	Auto	Auto	2	76.5	153	NON	NON	A2
MvSl-1064-A2-R4_MC02g04158	64	195	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC02g04159	189	570	Auto	Auto	2	97.5	195	NON	NON	A2
MvSl-1064-A2-R4_MC02g04160	136	411	Auto	Auto	1	76	76	NON	NON	A2
MvSl-1064-A2-R4_MC02g04161	278	837	Auto	Auto	4	74	296	NON	NON	A2
MvSl-1064-A2-R4_MC02g04162	791	2376	Auto	Auto	4	83	332	NON	NON	A2
MvSl-1064-A2-R4_MC02g04169	636	1911	Auto	Auto	3	230.333	691	Up	DE	A2
MvSl-1064-A2-R4_MC02g04171	270	813	Auto	Auto	2	223.5	447	Up	DE	A2
MvSl-1064-A2-R4_MC02g04174	138	417	Auto	Auto	1	68	68	NON	NON	A2
MvSl-1064-A2-R4_MC02g04175	757	2274	Auto	Auto	11	109.273	1202	NON	NON	A2
MvSl-1064-A2-R4_MC02g04176	459	1380	Auto	Auto	6	83.8333	503	NON	NON	A2
MvSl-1064-A2-R4_MC02g04177	946	2841	Auto	Auto	5	69.6	348	NON	NON	A2
MvSl-1064-A2-R4_MC02g04178	1367	4104	Auto	Auto	7	89.8571	629	NON	NON	A2
MvSl-1064-A2-R4_MC02g04180	782	2349	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC02g04181	428	1287	Auto	Auto	2	69	138	NON	NON	A2
MvSl-1064-A2-R4_MC02g04182	410	1233	Auto	Auto	4	85.5	342	NON	NON	A2
MvSl-1064-A2-R4_MC02g04183	367	1104	Auto	Auto	6	112.333	674	NON	NON	A2
MvSl-1064-A2-R4_MC02g04184	419	1260	Auto	Auto	7	123.857	867	NON	NON	A2
MvSl-1064-A2-R4_MC02g04185	248	747	Auto	Auto	4	98.25	393	NON	NON	A2
MvSl-1064-A2-R4_MC02g04186	281	846	Auto	Auto	3	68.6667	206	NON	NON	A2
MvSl-1064-A2-R4_MC02g04187	580	1743	Auto	Auto	3	207.667	623	NON	NON	A2
MvSl-1064-A2-R4_MC02g04188	705	2118	Auto	Auto	2	115	230	NON	NON	A2
MvSl-1064-A2-R4_MC02g04189	576	1731	Auto	Auto	4	92.25	369	NON	NON	A2
MvSl-1064-A2-R4_MC02g04190	619	1860	Auto	Auto	8	86	688	NON	NON	A2
MvSl-1064-A2-R4_MC02g04191	727	2184	Auto	Auto	6	80.8333	485	NON	NON	A2
MvSl-1064-A2-R4_MC02g04193	348	1047	Auto	Auto	1	104	104	Up	DE	A2
MvSl-1064-A2-R4_MC02g04194	218	657	Auto	Auto	2	138	276	NON	NON	A2
MvSl-1064-A2-R4_MC02g04195	455	1368	Auto	Auto	5	68.8	344	NON	NON	A2
MvSl-1064-A2-R4_MC02g04196	860	2583	Auto	Auto	9	72.8889	656	NON	NON	A2
MvSl-1064-A2-R4_MC02g04197	1036	3111	Auto	Auto	4	76.75	307	NON	NON	A2
MvSl-1064-A2-R4_MC02g04198	200	603	Auto	Auto	8	91.875	735	NON	NON	A2
MvSl-1064-A2-R4_MC02g04199	591	1776	Auto	Auto	4	69.75	279	NON	NON	A2
MvSl-1064-A2-R4_MC02g04200	778	2337	Auto	Auto	5	85.2	426	Up	DE	A2
MvSl-1064-A2-R4_MC02g04201	651	1956	Auto	Auto	1	73	73	NON	NON	A2
MvSl-1064-A2-R4_MC02g04202	485	1458	Auto	Auto	2	47	94	NON	NON	A2
MvSl-1064-A2-R4_MC02g04203	95	288	Auto	Auto	4	88.75	355	NON	NON	A2
MvSl-1064-A2-R4_MC02g04204	882	2649	Auto	Auto	5	105.2	526	NON	NON	A2
MvSl-1064-A2-R4_MC02g04205	679	2040	Auto	Auto	3	74.6667	224	NON	NON	A2
MvSl-1064-A2-R4_MC02g04206	281	846	Auto	Auto	1	66	66	NON	NON	A2
MvSl-1064-A2-R4_MC02g04207	998	2997	Auto	Auto	1	70	70	NON	NON	A2
MvSl-1064-A2-R4_MC02g04208	398	1197	Auto	Auto	5	68.4	342	NON	NON	A2
MvSl-1064-A2-R4_MC02g04209	1282	3849	Auto	Auto	4	69.25	277	NON	NON	A2
MvSl-1064-A2-R4_MC02g04210	392	1179	Auto	Auto	3	65.6667	197	NON	NON	A2
MvSl-1064-A2-R4_MC02g04211	332	999	Auto	Auto	9	113.667	1023	NON	NON	A2
MvSl-1064-A2-R4_MC02g04213	181	546	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC02g04214	332	999	Auto	Auto	5	70.8	354	NON	NON	A2
MvSl-1064-A2-R4_MC02g04215	630	1893	Auto	Auto	7	82.4286	577	NON	NON	A2
MvSl-1064-A2-R4_MC02g04216	303	912	Auto	Auto	1	77	77	NON	NON	A2
MvSl-1064-A2-R4_MC02g04222	374	1125	Auto	Auto	9	104	936	NON	NON	A2
MvSl-1064-A2-R4_MC02g04223	479	1440	Auto	Auto	1	115	115	NON	NON	A2
MvSl-1064-A2-R4_MC02g04224	375	1128	Auto	Auto	3	76.3333	229	NON	NON	A2
MvSl-1064-A2-R4_MC02g04226	324	975	Auto	Auto	4	127.5	510	NON	NON	A2
MvSl-1064-A2-R4_MC02g04227	62	189	Auto	Auto	1	61	61	NON	NON	A2
MvSl-1064-A2-R4_MC02g04228	146	441	Auto	Auto	2	95	190	NON	NON	A2
MvSl-1064-A2-R4_MC02g04229	426	1281	Auto	Auto	5	73.8	369	NON	NON	A2
MvSl-1064-A2-R4_MC02g04230	307	924	Auto	Auto	5	100.2	501	NON	NON	A2
MvSl-1064-A2-R4_MC02g04231	2272	6819	Auto	Auto	7	79.8571	559	NON	NON	A2
MvSl-1064-A2-R4_MC02g04232	733	2202	Auto	Auto	4	81	324	NON	NON	A2
MvSl-1064-A2-R4_MC02g04233	416	1251	Auto	Auto	6	80.8333	485	NON	NON	A2
MvSl-1064-A2-R4_MC02g04235	397	1194	Auto	Auto	1	54	54	NON	NON	A2
MvSl-1064-A2-R4_MC02g04236	613	1842	Auto	Auto	7	76.4286	535	NON	NON	A2
MvSl-1064-A2-R4_MC02g04237	129	390	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC02g04238	370	1113	Auto	Auto	2	79.5	159	NON	NON	A2
MvSl-1064-A2-R4_MC02g04239	282	849	Auto	Auto	5	87.6	438	NON	NON	A2
MvSl-1064-A2-R4_MC02g04240	402	1209	Auto	Auto	3	92	276	NON	NON	A2
MvSl-1064-A2-R4_MC02g04241	825	2478	Auto	Auto	3	114.667	344	NON	NON	A2
MvSl-1064-A2-R4_MC02g04242	519	1560	Auto	Auto	3	90.3333	271	NON	NON	A2
MvSl-1064-A2-R4_MC02g04243	498	1497	Auto	Auto	3	78	234	NON	NON	A2
MvSl-1064-A2-R4_MC02g04245	299	900	Auto	Auto	4	83	332	NON	NON	A2
MvSl-1064-A2-R4_MC02g04246	108	327	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC02g04247	434	1305	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC02g04248	835	2508	Auto	Auto	1	74	74	NON	NON	A2
MvSl-1064-A2-R4_MC02g04249	857	2574	Auto	Auto	3	89.6667	269	NON	NON	A2
MvSl-1064-A2-R4_MC02g04250	798	2397	Auto	Auto	5	84.6	423	NON	NON	A2
MvSl-1064-A2-R4_MC02g04251	633	1902	Auto	Auto	1	350	350	NON	NON	A2
MvSl-1064-A2-R4_MC02g04252	1026	3081	Auto	Auto	5	101.2	506	NON	NON	A2
MvSl-1064-A2-R4_MC02g04253	225	678	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC02g04254	365	1098	Auto	Auto	6	105.333	632	NON	NON	A2
