gid	TEaverage	averageGC3	averageGC0	intronmeannr	intronmeanlength	intronmeantotal	Part8	youngold	logFC.A1.A2	abs	a1prot	a2prot	meanprot	ratioprot	DE	DE2	a1cds	a2cds	ratiocds	meancds
MvSl-1064-A1-R4_MC07g08229	0	57.725	57.725	4	105.75	423	Auto	Auto	0.050583949	0.050583949	286	286	286	1	NON	NON	861	861	1	861
MvSl-1064-A1-R4_MC07g08230	0	57.995	57.995	6	116.667	700	Auto	Auto	-0.019349849	0.019349849	1438	1438	1438	1	NON	NON	4317	4317	1	4317
MvSl-1064-A1-R4_MC07g08231	0	63.635	63.635	1	0	0	Auto	Auto	0.05280666	0.05280666	76	76	76	1	NON	NON	231	231	1	231
MvSl-1064-A1-R4_MC07g08232	0	59.28	59.28	17	111.941	1903	Auto	Auto	-0.083743635	0.083743635	1008	1008	1008	1	NON	NON	3027	3027	1	3027
MvSl-1064-A1-R4_MC07g08233	0	57.815	57.815	5	132.8	664	Auto	Auto	-2.188232416	2.188232416	430	430	430	1	Down	DE	1293	1293	1	1293
MvSl-1064-A1-R4_MC07g08235	0	59.98	59.98	4	96.75	387	Auto	Auto	1.213794313	1.213794313	181	181	181	1	Up	DE	546	546	1	546
MvSl-1064-A1-R4_MC07g08236	0	61.22	61.22	3	75.6667	227	Auto	Auto	0.049439	0.049439	801	801	801	1	NON	NON	2406	2406	1	2406
MvSl-1064-A1-R4_MC07g08239	0.235294118	59.055	59.055	2	76.5	153	Auto	Auto	-0.041849453	0.041849453	919	919	919	1	NON	NON	2760	2760	1	2760
MvSl-1064-A1-R4_MC07g08240	0.235294118	57.785	57.345	10	78.55	785.5	Auto	Auto	-0.017934132	0.017934132	759	773	766	0.981888745	NON	NON	2280	2322	0.981912145	2301
MvSl-1064-A1-R4_MC07g08241	0.235294118	61.725	61.725	7	77.7143	544	Auto	Auto	0.094083703	0.094083703	923	923	923	1	NON	NON	2772	2772	1	2772
MvSl-1064-A1-R4_MC07g08242	0.235294118	59.635	59.635	7	79	553	Auto	Auto	-0.0535873	0.0535873	1082	1082	1082	1	NON	NON	3249	3249	1	3249
MvSl-1064-A1-R4_MC07g08243	0.235294118	46.095	46.095	1	0	0	Auto	Auto	0.29224092	0.29224092	93	93	93	1	NON	NON	282	282	1	282
MvSl-1064-A1-R4_MC07g08247	0.117647059	58.845	58.845	3	91	273	Auto	Auto	0.149564448	0.149564448	702	702	702	1	NON	NON	2109	2109	1	2109
MvSl-1064-A1-R4_MC07g08248	0.235294118	64.97	64.97	6	112.667	676	Auto	Auto	0.236532504	0.236532504	382	382	382	1	NON	NON	1149	1149	1	1149
MvSl-1064-A1-R4_MC07g08249	0.235294118	59.59	59.59	1	93	93	Auto	Auto	1.469973676	1.469973676	237	237	237	1	Up	DE	714	714	1	714
MvSl-1064-A1-R4_MC07g08251	0.235294118	60.115	60.115	4	99	396	Auto	Auto	-0.154448746	0.154448746	762	762	762	1	NON	NON	2289	2289	1	2289
MvSl-1064-A1-R4_MC07g08252	0.235294118	60	60	1	51	51	Auto	Auto	-0.101943269	0.101943269	129	129	129	1	NON	NON	390	390	1	390
MvSl-1064-A1-R4_MC07g08255	0.235294118	60.145	60.145	8	143.375	1147	Auto	Auto	-0.132128924	0.132128924	952	952	952	1	NON	NON	2859	2859	1	2859
MvSl-1064-A1-R4_MC08g08257	0	65.83	65.83	5	74.4	372	Auto	Auto	-0.230203242	0.230203242	758	758	758	1	NON	NON	2277	2277	1	2277
MvSl-1064-A1-R4_MC08g08262	0	60.68	60.68	2	59	118	Auto	Auto	-0.181013515	0.181013515	272	272	272	1	NON	NON	819	819	1	819
MvSl-1064-A1-R4_MC08g08266	0	61.65	61.65	6	85.6667	514	Auto	Auto	-0.087119788	0.087119788	836	836	836	1	NON	NON	2511	2511	1	2511
MvSl-1064-A1-R4_MC08g08267	0	61.975	61.975	4	75	300	Auto	Auto	-0.126852864	0.126852864	1640	1640	1640	1	NON	NON	4923	4923	1	4923
MvSl-1064-A1-R4_MC08g08268	0	65.2	65.2	1	0	0	Auto	Auto	-0.448602408	0.448602408	238	238	238	1	NON	NON	717	717	1	717
MvSl-1064-A1-R4_MC08g08269	0	60.275	60.275	1	73	73	Auto	Auto	-0.296151444	0.296151444	145	145	145	1	NON	NON	438	438	1	438
MvSl-1064-A1-R4_MC08g08272	0	62.745	62.745	2	52	104	Auto	Auto	0.390207052	0.390207052	785	785	785	1	NON	NON	2358	2358	1	2358
MvSl-1064-A1-R4_MC08g08273	0	59.885	59.885	4	79.25	317	Auto	Auto	-0.010739055	0.010739055	208	208	208	1	NON	NON	627	627	1	627
MvSl-1064-A1-R4_MC08g08274	0	57.38	57.38	5	88.4	442	Auto	Auto	-0.153681635	0.153681635	631	631	631	1	NON	NON	1896	1896	1	1896
MvSl-1064-A1-R4_MC08g08275	0	58.435	58.435	1	0	0	Auto	Auto	0.39491504	0.39491504	80	80	80	1	NON	NON	243	243	1	243
MvSl-1064-A1-R4_MC08g08276	0	61.54	61.54	4	79.5	318	Auto	Auto	0.015295218	0.015295218	461	461	461	1	NON	NON	1386	1386	1	1386
MvSl-1064-A1-R4_MC08g08278	0	56.03	56.03	7	78	546	Auto	Auto	-0.105495144	0.105495144	1337	1337	1337	1	NON	NON	4014	4014	1	4014
MvSl-1064-A1-R4_MC08g08279	0	61.695	61.695	5	73.6	368	Auto	Auto	0.036620871	0.036620871	659	659	659	1	NON	NON	1980	1980	1	1980
MvSl-1064-A1-R4_MC08g08280	0	66.785	66.785	2	159	318	Auto	Auto	0.065112421	0.065112421	141	141	141	1	NON	NON	426	426	1	426
MvSl-1064-A1-R4_MC08g08281	0	56.285	56.285	2	79.5	159	Auto	Auto	0.118817149	0.118817149	811	811	811	1	NON	NON	2436	2436	1	2436
MvSl-1064-A1-R4_MC08g08282	0	57.31	57.31	11	84.6364	931	Auto	Auto	-0.249710472	0.249710472	1323	1323	1323	1	NON	NON	3972	3972	1	3972
MvSl-1064-A1-R4_MC08g08285	0	54.415	54.415	1	76	76	Auto	Auto	-0.532450496	0.532450496	82	82	82	1	NON	NON	249	249	1	249
MvSl-1064-A1-R4_MC08g08286	0	58.485	58.485	9	84.27775	758.5	Auto	Auto	-0.150408452	0.150408452	942	942	942	1	NON	NON	2829	2829	1	2829
MvSl-1064-A1-R4_MC08g08287	0	65.665	65.665	5	115	575	Auto	Auto	-0.271912461	0.271912461	82	82	82	1	NON	NON	249	249	1	249
MvSl-1064-A1-R4_MC08g08288	0	62.06	62.06	5	90.6	453	Auto	Auto	-0.243263975	0.243263975	379	379	379	1	NON	NON	1140	1140	1	1140
MvSl-1064-A1-R4_MC08g08289	0	66.055	66.055	6	146.5	879	Auto	Auto	0.083528198	0.083528198	518	518	518	1	NON	NON	1557	1557	1	1557
MvSl-1064-A1-R4_MC08g08291	0	61.98	61.98	1	0	0	Auto	Auto	-0.074664084	0.074664084	280	280	280	1	NON	NON	843	843	1	843
MvSl-1064-A1-R4_MC08g08292	0	59.72	59.72	1	0	0	Auto	Auto	-0.12574753	0.12574753	515	515	515	1	NON	NON	1548	1548	1	1548
MvSl-1064-A1-R4_MC08g08293	0	57.68	57.68	6	67.8333	407	Auto	Auto	-0.062596857	0.062596857	420	420	420	1	NON	NON	1263	1263	1	1263
MvSl-1064-A1-R4_MC08g08294	0	60.17	60.17	2	98.5	197	Auto	Auto	0.100718571	0.100718571	417	417	417	1	NON	NON	1254	1254	1	1254
MvSl-1064-A1-R4_MC08g08295	0	62.855	62.855	6	103.5	621	Auto	Auto	-0.176746118	0.176746118	327	327	327	1	NON	NON	984	984	1	984
MvSl-1064-A1-R4_MC08g08296	0	61.68	61.68	6	131	786	Auto	Auto	-0.03281175	0.03281175	587	587	587	1	NON	NON	1764	1764	1	1764
MvSl-1064-A1-R4_MC08g08297	0.352941176	63.505	63.505	8	160.625	1285	Auto	Auto	-0.055851442	0.055851442	516	516	516	1	NON	NON	1551	1551	1	1551
MvSl-1064-A1-R4_MC08g08298	0.352941176	64.74	64.74	1	194	194	Auto	Auto	-0.278097637	0.278097637	51	51	51	1	NON	NON	156	156	1	156
MvSl-1064-A1-R4_MC08g08299	0.352941176	65.985	64.95	1.5	110.5	184.5	Auto	Auto	-0.148874233	0.148874233	877	951	914	0.922187171	NON	NON	2856	2634	1.08428246	2745
MvSl-1064-A1-R4_MC08g08300	0.352941176	66.55	66.55	4	169.25	677	Auto	Auto	-0.145264699	0.145264699	280	280	280	1	NON	NON	843	843	1	843
MvSl-1064-A1-R4_MC08g08301	0.352941176	63.445	63.445	5	76.2	381	Auto	Auto	0.065960368	0.065960368	1490	1490	1490	1	NON	NON	4473	4473	1	4473
MvSl-1064-A1-R4_MC08g08302	0.352941176	65.875	65.875	2	131	262	Auto	Auto	-0.132358984	0.132358984	167	167	167	1	NON	NON	504	504	1	504
MvSl-1064-A1-R4_MC08g08303	0.529411765	59.87	59.87	3	110.333	331	Auto	Auto	0.592879456	0.592879456	384	384	384	1	NON	NON	1155	1155	1	1155
MvSl-1064-A1-R4_MC08g08304	0.705882353	55.76	55.76	2	80	160	Auto	Auto	1.433065362	1.433065362	161	161	161	1	NON	NON	486	486	1	486
MvSl-1064-A1-R4_MC08g08306	0.705882353	59.5	59.5	3	78.3333	235	Auto	Auto	-1.046404919	1.046404919	185	185	185	1	NON	NON	558	558	1	558
MvSl-1064-A1-R4_MC08g08307	0.705882353	52.19	52.19	2	91.5	183	Auto	Auto	-0.6882122	0.6882122	159	159	159	1	NON	NON	480	480	1	480
MvSl-1064-A1-R4_MC08g08308	0.705882353	55.91	55.91	4	70	280	Auto	Auto	0.862055324	0.862055324	343	343	343	1	NON	NON	1032	1032	1	1032
MvSl-1064-A1-R4_MC08g08310	0.705882353	55.65	55.65	2	64	128	Auto	Auto	1.261635656	1.261635656	288	288	288	1	Up	DE	867	867	1	867
MvSl-1064-A1-R4_MC08g08311	0.705882353	58.27	58.27	8	77.875	623	Auto	Auto	3.48446359	3.48446359	894	894	894	1	Up	DE	2685	2685	1	2685
MvSl-1064-A1-R4_MC08g08312	0.705882353	67.065	67.065	2	137.5	275	Auto	Auto	-0.762034095	0.762034095	208	208	208	1	NON	NON	627	627	1	627
MvSl-1064-A1-R4_MC08g08313	0.529411765	59	59	4	117.25	469	Auto	Auto	0.580463671	0.580463671	373	373	373	1	NON	NON	1122	1122	1	1122
MvSl-1064-A1-R4_MC08g08316	0.352941176	63.22	63.22	3	61	183	Auto	Auto	0.031618838	0.031618838	178	178	178	1	NON	NON	537	537	1	537
MvSl-1064-A1-R4_MC08g08317	0.352941176	62.25	62.25	4	77.75	311	Auto	Auto	0.201447999	0.201447999	660	660	660	1	NON	NON	1983	1983	1	1983
MvSl-1064-A1-R4_MC08g08318	0.352941176	63.665	63.665	6	87.5	525	Auto	Auto	-2.383547533	2.383547533	587	587	587	1	Down	DE	1764	1764	1	1764
MvSl-1064-A1-R4_MC08g08319	0.352941176	66.165	66.165	2	48	96	Auto	Auto	-0.605540181	0.605540181	197	197	197	1	NON	NON	594	594	1	594
MvSl-1064-A1-R4_MC08g08321	0.235294118	69.705	69.705	3	93.6667	281	Auto	Auto	-0.000687354	0.000687354	136	136	136	1	NON	NON	411	411	1	411
MvSl-1064-A1-R4_MC08g08322	0	55.815	55.815	2	155.5	311	Auto	Auto	0.771164327	0.771164327	274	274	274	1	NON	NON	825	825	1	825
MvSl-1064-A1-R4_MC08g08323	0	55.695	55.695	8	76.5	612	Auto	Auto	0.21289052	0.21289052	605	605	605	1	NON	NON	1818	1818	1	1818
MvSl-1064-A1-R4_MC08g08325	0	64.505	64.505	3	81.3333	244	Auto	Auto	0.259654936	0.259654936	400	400	400	1	NON	NON	1203	1203	1	1203
MvSl-1064-A1-R4_MC08g08327	0	52.22	52.22	4	99.5	398	Auto	Auto	-0.387773836	0.387773836	487	487	487	1	NON	NON	1464	1464	1	1464
MvSl-1064-A1-R4_MC08g08328	0	55.47	55.47	2	120.5	241	Auto	Auto	-0.379503365	0.379503365	386	386	386	1	NON	NON	1161	1161	1	1161
MvSl-1064-A1-R4_MC08g08329	0	61.215	61.215	7	111.857	783	Auto	Auto	-0.184196707	0.184196707	773	773	773	1	NON	NON	2322	2322	1	2322
MvSl-1064-A1-R4_MC08g08330	0	69.24	69.24	1	67	67	Auto	Auto	-0.166530027	0.166530027	452	452	452	1	NON	NON	1359	1359	1	1359
MvSl-1064-A1-R4_MC08g08331	0	57.155	57.155	1	0	0	Auto	Auto	0.682172559	0.682172559	148	148	148	1	NON	NON	447	447	1	447
MvSl-1064-A1-R4_MC08g08332	0	58.335	58.335	1	41	41	Auto	Auto	-0.136446807	0.136446807	75	75	75	1	NON	NON	228	228	1	228
MvSl-1064-A1-R4_MC08g08333	0	67.32	67.32	5	115.8	579	Auto	Auto	-0.122889072	0.122889072	433	433	433	1	NON	NON	1302	1302	1	1302
MvSl-1064-A1-R4_MC08g08334	0	59.42	59.42	2	105.5	211	Auto	Auto	0.074534028	0.074534028	751	751	751	1	NON	NON	2256	2256	1	2256
MvSl-1064-A1-R4_MC08g08335	0	66.88	66.88	1	676	676	Auto	Auto	0.061426679	0.061426679	788	788	788	1	NON	NON	2367	2367	1	2367
MvSl-1064-A1-R4_MC08g08336	0	63.6	63.6	2	72	144	Auto	Auto	0.585507668	0.585507668	1614	1614	1614	1	NON	NON	4845	4845	1	4845
MvSl-1064-A1-R4_MC08g08337	0	54.585	54.585	1	79	79	Auto	Auto	0.675403993	0.675403993	39	39	39	1	NON	NON	120	120	1	120
MvSl-1064-A1-R4_MC08g08338	0	58.46	58.46	1	0	0	Auto	Auto	0.122946299	0.122946299	328	328	328	1	NON	NON	987	987	1	987
MvSl-1064-A1-R4_MC08g08339	0	68.77	68.77	6	130.25	781.5	Auto	Auto	0.045378032	0.045378032	197	197	197	1	NON	NON	594	594	1	594
MvSl-1064-A1-R4_MC08g08340	0	63.42	63.42	6	79.6667	478	Auto	Auto	0.089162566	0.089162566	281	281	281	1	NON	NON	846	846	1	846
MvSl-1064-A1-R4_MC08g08341	0	60.895	60.895	6	74.5	447	Auto	Auto	0.051516347	0.051516347	839	839	839	1	NON	NON	2520	2520	1	2520
MvSl-1064-A1-R4_MC08g08342	0	60.94	60.94	7	108.857	762	Auto	Auto	0.102772543	0.102772543	578	578	578	1	NON	NON	1737	1737	1	1737
MvSl-1064-A1-R4_MC08g08343	0	63.84	63.84	7	72.8571	510	Auto	Auto	-0.208028197	0.208028197	1159	1159	1159	1	NON	NON	3480	3480	1	3480
MvSl-1064-A1-R4_MC08g08344	0	68.295	68.295	11	163.909	1803	Auto	Auto	0.306956218	0.306956218	183	183	183	1	NON	NON	552	552	1	552
MvSl-1064-A1-R4_MC08g08345	0	61.255	61.255	7	92.5714	648	Auto	Auto	0.035651356	0.035651356	640	640	640	1	NON	NON	1923	1923	1	1923
MvSl-1064-A1-R4_MC08g08346	0	64.345	64.345	3	82	246	Auto	Auto	-0.188548456	0.188548456	1025	1025	1025	1	NON	NON	3078	3078	1	3078
MvSl-1064-A1-R4_MC08g08347	0	59.085	59.085	4	71.75	287	Auto	Auto	-0.173629267	0.173629267	265	265	265	1	NON	NON	798	798	1	798
MvSl-1064-A1-R4_MC08g08348	0	62.395	62.395	1	105	105	Auto	Auto	0.340976628	0.340976628	38	38	38	1	NON	NON	117	117	1	117
MvSl-1064-A1-R4_MC08g08349	0	63.535	63.535	7	88	616	Auto	Auto	0.023075199	0.023075199	717	717	717	1	NON	NON	2154	2154	1	2154
MvSl-1064-A1-R4_MC08g08350	0	58.69	58.69	4	173	692	Auto	Auto	0.276467612	0.276467612	373	373	373	1	NON	NON	1122	1122	1	1122
MvSl-1064-A1-R4_MC08g08351	0	60.675	60.675	8	91.3125	730.5	Auto	Auto	-0.178386954	0.178386954	1682	1682	1682	1	NON	NON	5049	5049	1	5049
MvSl-1064-A1-R4_MC08g08352	0	61.74	61.74	7	96.2857	674	Auto	Auto	-0.44169119	0.44169119	405	405	405	1	NON	NON	1218	1218	1	1218
MvSl-1064-A1-R4_MC08g08353	0	61.86	61.86	10	98.6	986	Auto	Auto	-0.347911209	0.347911209	1632	1632	1632	1	NON	NON	4899	4899	1	4899
MvSl-1064-A1-R4_MC08g08354	0	64.6	64.6	6	149.333	896	Auto	Auto	-0.03109746	0.03109746	410	410	410	1	NON	NON	1233	1233	1	1233
MvSl-1064-A1-R4_MC08g08355	0	53.26	53.26	1	111	111	Auto	Auto	-0.02242153	0.02242153	132	132	132	1	NON	NON	399	399	1	399
MvSl-1064-A1-R4_MC08g08356	0	60.83	60.83	6	77	462	Auto	Auto	-0.002967311	0.002967311	253	253	253	1	NON	NON	762	762	1	762
MvSl-1064-A1-R4_MC08g08357	0	66.625	66.625	6	94.1667	565	Auto	Auto	-0.257441636	0.257441636	390	390	390	1	NON	NON	1173	1173	1	1173
MvSl-1064-A1-R4_MC08g08358	0	60.225	60.225	6	70	420	Auto	Auto	0.028600926	0.028600926	418	418	418	1	NON	NON	1257	1257	1	1257
MvSl-1064-A1-R4_MC08g08359	0	63.885	63.885	3	103.333	310	Auto	Auto	-0.071816272	0.071816272	905	905	905	1	NON	NON	2718	2718	1	2718
MvSl-1064-A1-R4_MC08g08360	0.117647059	60.665	60.665	2	88	176	Auto	Auto	0.158884478	0.158884478	485	485	485	1	NON	NON	1458	1458	1	1458
MvSl-1064-A1-R4_MC08g08361	0.117647059	65.475	65.475	1	0	0	Auto	Auto	-0.011473345	0.011473345	125	125	125	1	NON	NON	378	378	1	378
MvSl-1064-A1-R4_MC08g08363	0.117647059	54.425	54.425	1	290	290	Auto	Auto	-0.260997798	0.260997798	63	63	63	1	NON	NON	192	192	1	192
MvSl-1064-A1-R4_MC08g08364	0.117647059	67.965	67.965	7	97.8571	685	Auto	Auto	-0.457957155	0.457957155	576	576	576	1	NON	NON	1731	1731	1	1731
MvSl-1064-A1-R4_MC08g08365	0.117647059	59.295	59.295	2	78.5	157	Auto	Auto	-0.12369356	0.12369356	415	415	415	1	NON	NON	1248	1248	1	1248
MvSl-1064-A1-R4_MC08g08366	0.117647059	61.125	61.125	7	87.1429	610	Auto	Auto	-0.108313353	0.108313353	1199	1199	1199	1	NON	NON	3600	3600	1	3600
MvSl-1064-A1-R4_MC08g08367	0.058823529	55.225	55.225	9	76.1111	685	Auto	Auto	2.150414622	2.150414622	1199	1199	1199	1	Up	DE	3600	3600	1	3600
MvSl-1064-A1-R4_MC08g08368	0.058823529	62.6	62.6	2	83.5	167	Auto	Auto	1.652782076	1.652782076	1298	1298	1298	1	Up	DE	3897	3897	1	3897
MvSl-1064-A1-R4_MC08g08369	0.117647059	51.745	51.745	4	100.75	403	Auto	Auto	3.920386229	3.920386229	343	343	343	1	Up	DE	1032	1032	1	1032
MvSl-1064-A1-R4_MC08g08370	0.117647059	62.09	62.09	3	70.3333	211	Auto	Auto	0.291669883	0.291669883	1580	1580	1580	1	NON	NON	4743	4743	1	4743
MvSl-1064-A1-R4_MC08g08372	0.117647059	58.725	58.725	7	81.2857	569	Auto	Auto	-0.414710488	0.414710488	610	610	610	1	NON	NON	1833	1833	1	1833
MvSl-1064-A1-R4_MC08g08373	0.588235294	61.8	61.8	5	67.6	338	Auto	Auto	0.212493015	0.212493015	1567	1567	1567	1	NON	NON	4704	4704	1	4704
MvSl-1064-A1-R4_MC08g08374	0.588235294	63.05	63.05	3	90.3333	271	Auto	Auto	-0.22007041	0.22007041	312	312	312	1	NON	NON	939	939	1	939
MvSl-1064-A1-R4_MC08g08375	0.470588235	63.365	63.365	2	89.5	179	Auto	Auto	-0.089373297	0.089373297	332	332	332	1	NON	NON	999	999	1	999
MvSl-1064-A1-R4_MC08g08379	0.470588235	61.675	61.675	6	103.833	623	Auto	Auto	-0.070751916	0.070751916	323	323	323	1	NON	NON	972	972	1	972
MvSl-1064-A1-R4_MC08g08380	0.470588235	61.82	61.82	5	95	475	Auto	Auto	0.246039588	0.246039588	522	522	522	1	NON	NON	1569	1569	1	1569
MvSl-1064-A1-R4_MC08g08381	0.470588235	61.53	61.53	6	101.667	610	Auto	Auto	-0.157567785	0.157567785	736	736	736	1	NON	NON	2211	2211	1	2211
MvSl-1064-A1-R4_MC08g08383	0.470588235	63.135	63.135	6	85.1667	511	Auto	Auto	-0.2829226	0.2829226	428	428	428	1	NON	NON	1287	1287	1	1287
MvSl-1064-A1-R4_MC08g08384	0.235294118	56.425	56.425	3	84	252	Auto	Auto	0.025177396	0.025177396	344	344	344	1	NON	NON	1035	1035	1	1035
MvSl-1064-A1-R4_MC08g08385	0.470588235	56.54	56.54	1	0	0	Auto	Auto	0.575677508	0.575677508	106	106	106	1	NON	NON	321	321	1	321
MvSl-1064-A1-R4_MC08g08386	0.470588235	60.06	60.06	2	83	166	Auto	Auto	-0.027919447	0.027919447	577	577	577	1	NON	NON	1734	1734	1	1734
MvSl-1064-A1-R4_MC08g08387	0.470588235	58.09	58.09	1	94	94	Auto	Auto	-0.103520029	0.103520029	135	135	135	1	NON	NON	408	408	1	408
MvSl-1064-A1-R4_MC08g08388	0.470588235	61.165	61.165	2	63.5	127	Auto	Auto	0.113496787	0.113496787	199	199	199	1	NON	NON	600	600	1	600
MvSl-1064-A1-R4_MC08g08389	0.470588235	58.23	58.23	5	102.2	511	Auto	Auto	0.041535989	0.041535989	406	406	406	1	NON	NON	1221	1221	1	1221
MvSl-1064-A1-R4_MC08g08390	0.470588235	61.505	61.505	9	71.2222	641	Auto	Auto	-0.002042007	0.002042007	967	967	967	1	NON	NON	2904	2904	1	2904
MvSl-1064-A1-R4_MC08g08392	0.470588235	57.775	57.775	2	192.5	385	Auto	Auto	-0.487479612	0.487479612	164	164	164	1	NON	NON	495	495	1	495
MvSl-1064-A1-R4_MC08g08393	0.470588235	62.935	62.935	7	97.1429	680	Auto	Auto	-0.019737232	0.019737232	575	575	575	1	NON	NON	1728	1728	1	1728
MvSl-1064-A1-R4_MC08g08395	0	61.335	61.335	3	76.6667	230	Auto	Auto	-0.025645864	0.025645864	396	396	396	1	NON	NON	1191	1191	1	1191
MvSl-1064-A1-R4_MC08g08396	0	59.77	59.77	1	0	0	Auto	Auto	-0.062787404	0.062787404	144	144	144	1	NON	NON	435	435	1	435
MvSl-1064-A1-R4_MC08g08397	0	59.275	59.275	7	83.5714	585	Auto	Auto	-0.023650573	0.023650573	2149	2149	2149	1	NON	NON	6450	6450	1	6450
MvSl-1064-A1-R4_MC08g08398	0	59.86	59.86	9	98	882	Auto	Auto	-0.207941881	0.207941881	692	692	692	1	NON	NON	2079	2079	1	2079
MvSl-1064-A1-R4_MC08g08399	0	64.405	64.405	1	0	0	Auto	Auto	0.144102887	0.144102887	662	662	662	1	NON	NON	1989	1989	1	1989
MvSl-1064-A1-R4_MC08g08400	0	62.765	62.765	2	77.5	155	Auto	Auto	0.680307999	0.680307999	644	644	644	1	NON	NON	1935	1935	1	1935
MvSl-1064-A1-R4_MC08g08403	0	60.375	60.375	3	98.3333	295	Auto	Auto	0.040953663	0.040953663	1552	1552	1552	1	NON	NON	4659	4659	1	4659
MvSl-1064-A1-R4_MC08g08404	0	60.085	60.085	2	97	194	Auto	Auto	-0.084303711	0.084303711	237	237	237	1	NON	NON	714	714	1	714
MvSl-1064-A1-R4_MC08g08406	0	59.62	59.62	3	81.3333	244	Auto	Auto	0.209372485	0.209372485	297	297	297	1	NON	NON	894	894	1	894
MvSl-1064-A1-R4_MC08g08407	0	59.115	59.115	2	65	130	Auto	Auto	0.275416336	0.275416336	169	169	169	1	NON	NON	510	510	1	510
MvSl-1064-A1-R4_MC08g08409	0	61.42	61.42	5	83	415	Auto	Auto	-0.275930689	0.275930689	574	574	574	1	NON	NON	1725	1725	1	1725
MvSl-1064-A1-R4_MC08g08410	0	58.245	58.245	1	0	0	Auto	Auto	0.015065331	0.015065331	187	187	187	1	NON	NON	564	564	1	564
MvSl-1064-A1-R4_MC08g08411	0	57.33	57.33	1	0	0	Auto	Auto	-0.164741178	0.164741178	74	74	74	1	NON	NON	225	225	1	225
MvSl-1064-A1-R4_MC08g08412	0	59.42	59.42	1	0	0	Auto	Auto	0.20817986	0.20817986	91	91	91	1	NON	NON	276	276	1	276
MvSl-1064-A1-R4_MC08g08413	0	59.115	59.115	1	0	0	Auto	Auto	0.067223639	0.067223639	597	597	597	1	NON	NON	1794	1794	1	1794
MvSl-1064-A1-R4_MC08g08414	0	60.925	60.925	1	70	70	Auto	Auto	0.090825337	0.090825337	1143	1143	1143	1	NON	NON	3432	3432	1	3432
MvSl-1064-A1-R4_MC08g08415	0	58.59	58.59	4	96.25	385	Auto	Auto	-0.05542371	0.05542371	191	191	191	1	NON	NON	576	576	1	576
MvSl-1064-A1-R4_MC08g08416	0	61.11	61.11	3	75.3333	226	Auto	Auto	0.028392385	0.028392385	1256	1256	1256	1	NON	NON	3771	3771	1	3771
MvSl-1064-A1-R4_MC08g08417	0	60.035	60.035	5	81	405	Auto	Auto	0.102369985	0.102369985	582	582	582	1	NON	NON	1749	1749	1	1749
MvSl-1064-A1-R4_MC08g08418	0	62.205	62.205	8	74	592	Auto	Auto	0.01308167	0.01308167	873	873	873	1	NON	NON	2622	2622	1	2622
MvSl-1064-A1-R4_MC08g08419	0	60.59	60.59	4	71.75	287	Auto	Auto	0.034347788	0.034347788	539	539	539	1	NON	NON	1620	1620	1	1620
MvSl-1064-A1-R4_MC08g08420	0	63.745	63.745	1	49	49	Auto	Auto	0.154891469	0.154891469	170	170	170	1	NON	NON	513	513	1	513
MvSl-1064-A1-R4_MC08g08421	0	63.44	63.44	4	78.75	315	Auto	Auto	-0.154556805	0.154556805	991	991	991	1	NON	NON	2976	2976	1	2976
MvSl-1064-A1-R4_MC08g08422	0	58.805	58.805	3	75.6667	227	Auto	Auto	-0.553805763	0.553805763	245	245	245	1	NON	NON	738	738	1	738
MvSl-1064-A1-R4_MC08g08423	0	61.795	61.795	5	160.4	802	Auto	Auto	0.16743782	0.16743782	827	827	827	1	NON	NON	2484	2484	1	2484
MvSl-1064-A1-R4_MC08g08424	0	60.605	60.605	5	102.4	512	Auto	Auto	0.071178405	0.071178405	733	733	733	1	NON	NON	2202	2202	1	2202
MvSl-1064-A1-R4_MC08g08425	0	62.53	62.53	1	87	87	Auto	Auto	0.412104395	0.412104395	410	410	410	1	NON	NON	1233	1233	1	1233
MvSl-1064-A1-R4_MC08g08426	0	60.99	60.99	3	85.3333	256	Auto	Auto	-0.0331556	0.0331556	466	466	466	1	NON	NON	1401	1401	1	1401
MvSl-1064-A1-R4_MC08g08427	0	62.18	62.18	3	77.3333	232	Auto	Auto	0.187322023	0.187322023	523	523	523	1	NON	NON	1572	1572	1	1572
MvSl-1064-A1-R4_MC08g08428	0	62.035	62.035	6	96.5	579	Auto	Auto	-0.028876995	0.028876995	438	438	438	1	NON	NON	1317	1317	1	1317
MvSl-1064-A1-R4_MC08g08429	0	60.19	60.19	1	0	0	Auto	Auto	-0.423576542	0.423576542	138	138	138	1	NON	NON	417	417	1	417
MvSl-1064-A1-R4_MC08g08430	0	63.23	63.23	3	81	243	Auto	Auto	-0.276840571	0.276840571	193	193	193	1	NON	NON	582	582	1	582
MvSl-1064-A1-R4_MC08g08431	0	62.54	62.54	8	122.375	979	Auto	Auto	-0.110076425	0.110076425	1017	1017	1017	1	NON	NON	3054	3054	1	3054
MvSl-1064-A1-R4_MC08g08432	0	64.33	64.33	8	94.5	756	Auto	Auto	0.13227138	0.13227138	855	855	855	1	NON	NON	2568	2568	1	2568
MvSl-1064-A1-R4_MC08g08433	0	60.275	60.275	6	105.333	632	Auto	Auto	0.073522112	0.073522112	377	377	377	1	NON	NON	1134	1134	1	1134
