gid	ratioprot	intronnrdiff	intronmeandiff	introntotaldiff	diffGC3	totalTE	dn	ds	Part8	youngold	logFC.A1.A2	abs	DE	DE2
MvSl-1064-A1-R4_MC04-1g05747	1	0	0	0	0	8	0	0	Auto	Auto	-0.10393495	0.10393495	NON	NON
MvSl-1064-A1-R4_MC04-1g05748	1	0	0	0	0	8	0	0	Auto	Auto	-0.127654401	0.127654401	NON	NON
MvSl-1064-A1-R4_MC04-1g05749	1	0	0	0	0	8	0	0	Auto	Auto	-0.036909136	0.036909136	NON	NON
MvSl-1064-A1-R4_MC04-1g05750	1	0	0	0	0	8	0	0	Auto	Auto	-0.139855274	0.139855274	NON	NON
MvSl-1064-A1-R4_MC04-1g05751	1	0	0	0	0	8	0	0	Auto	Auto	0.028867694	0.028867694	NON	NON
MvSl-1064-A1-R4_MC04-1g05752	1	0	0	0	0	6	0	0	Auto	Auto	-0.06642998	0.06642998	NON	NON
MvSl-1064-A1-R4_MC04-1g05754	1	0	0	0	0	0	0	0	Auto	Auto	-0.273458438	0.273458438	NON	NON
MvSl-1064-A1-R4_MC04-1g05755	1	0	0	0	0	0	NA	NA	Auto	Auto	-0.568758077	0.568758077	NON	NON
MvSl-1064-A1-R4_MC04-1g05756	1	0	0	0	0	0	NA	NA	Auto	Auto	-0.510198517	0.510198517	NON	NON
MvSl-1064-A1-R4_MC04-1g05757	1	0	0	0	0	0	0	0	Auto	Auto	0.007903006	0.007903006	NON	NON
MvSl-1064-A1-R4_MC04-1g05759	1	0	0	0	0	0	0	0	Auto	Auto	0.136834916	0.136834916	NON	NON
MvSl-1064-A1-R4_MC04-1g05760	1	0	0	0	0	0	0	0	Auto	Auto	0.014080674	0.014080674	NON	NON
MvSl-1064-A1-R4_MC04-1g05761	1	0	0	0	0	0	0	0	Auto	Auto	-0.078335042	0.078335042	NON	NON
MvSl-1064-A1-R4_MC04-1g05762	1	0	0	0	0	0	0	0	Auto	Auto	-0.225266427	0.225266427	NON	NON
MvSl-1064-A1-R4_MC04-1g05763	1	0	0	0	0	0	0	0	Auto	Auto	0.00089124	0.00089124	NON	NON
MvSl-1064-A1-R4_MC04-1g05767	1	0	0	0	0	0	0	0	Auto	Auto	0.004758682	0.004758682	NON	NON
MvSl-1064-A1-R4_MC04-1g05768	1	0	0	0	0	0	0	0	Auto	Auto	-0.009397588	0.009397588	NON	NON
MvSl-1064-A1-R4_MC04-1g05769	1	0	0	0	0	2	0	0	Auto	Auto	-0.00838534	0.00838534	NON	NON
MvSl-1064-A1-R4_MC04-1g05770	1	0	0	0	0	2	0	0	Auto	Auto	-0.282258216	0.282258216	NON	NON
MvSl-1064-A1-R4_MC04-1g05771	1	0	0	0	0	2	NA	NA	Auto	Auto	-0.069868544	0.069868544	NON	NON
MvSl-1064-A1-R4_MC04-1g05772	1	0	0	0	0	2	NA	NA	Auto	Auto	-0.131060351	0.131060351	NON	NON
MvSl-1064-A1-R4_MC04-1g05773	1	0	0.3333	1	0	2	0	0	Auto	Auto	-0.198958345	0.198958345	NON	NON
MvSl-1064-A1-R4_MC04-1g05774	1	0	0	0	0	2	0	0	Auto	Auto	-0.164014872	0.164014872	NON	NON
MvSl-1064-A1-R4_MC04-1g05775	1	0	0	0	0	2	0	0	Auto	Auto	0.036853478	0.036853478	NON	NON
MvSl-1064-A1-R4_MC04-1g05776	1	0	0	0	0	2	NA	NA	Auto	Auto	-0.351791757	0.351791757	NON	NON
MvSl-1064-A1-R4_MC04-1g05777	1	0	0	0	0	2	NA	NA	Auto	Auto	0.373521853	0.373521853	NON	NON
MvSl-1064-A1-R4_MC04-1g05778	1	0	0	0	0	2	NA	NA	Auto	Auto	-0.058085451	0.058085451	NON	NON
MvSl-1064-A1-R4_MC04-1g05779	1	0	0	0	0	2	NA	NA	Auto	Auto	0.03029749	0.03029749	NON	NON
MvSl-1064-A1-R4_MC04-1g05780	1	0	0	0	0	2	0	0	Auto	Auto	0.004348714	0.004348714	NON	NON
MvSl-1064-A1-R4_MC04-1g05781	1	0	0	0	0	2	0	0	Auto	Auto	-0.183417637	0.183417637	NON	NON
MvSl-1064-A1-R4_MC04-1g05782	1	0	0	0	0	2	0	0	Auto	Auto	-0.254681775	0.254681775	NON	NON
MvSl-1064-A1-R4_MC04-1g05783	1	0	0	0	0	2	0	0	Auto	Auto	0.35133624	0.35133624	NON	NON
MvSl-1064-A1-R4_MC04-1g05784	1	0	0	0	0	2	NA	NA	Auto	Auto	0.350417435	0.350417435	NON	NON
MvSl-1064-A1-R4_MC04-1g05785	1	0	0	0	0	2	0	0	Auto	Auto	0.054550114	0.054550114	NON	NON
MvSl-1064-A1-R4_MC04-1g05786	1	0	0	0	0	2	0	0	Auto	Auto	-0.158912963	0.158912963	NON	NON
MvSl-1064-A1-R4_MC04-1g05787	1	0	0	0	0	2	0	0	Auto	Auto	-0.011765443	0.011765443	NON	NON
MvSl-1064-A1-R4_MC04-1g05788	1	0	0	0	0	2	0	0	Auto	Auto	0.068225858	0.068225858	NON	NON
MvSl-1064-A1-R4_MC04-1g05789	1	0	0	0	0	2	0	0	Auto	Auto	0.062352784	0.062352784	NON	NON
MvSl-1064-A1-R4_MC04-1g05791	1	0	0	0	0	0	0	0	Auto	Auto	0.491321293	0.491321293	NON	NON
MvSl-1064-A1-R4_MC04-1g05792	1	0	0	0	0	0	0	0	Auto	Auto	-0.197251394	0.197251394	NON	NON
MvSl-1064-A1-R4_MC04-1g05793	1	0	0	0	0	0	0	0	Auto	Auto	0.008353135	0.008353135	NON	NON
MvSl-1064-A1-R4_MC04-1g05794	1	0	0	0	0	0	0	0	Auto	Auto	0.113497117	0.113497117	NON	NON
MvSl-1064-A1-R4_MC04-1g05795	1	0	0	0	0	0	0	0	Auto	Auto	0.25695556	0.25695556	NON	NON
MvSl-1064-A1-R4_MC04-1g05796	1	0	0	0	0	0	0	0	Auto	Auto	0.038056888	0.038056888	NON	NON
MvSl-1064-A1-R4_MC04-1g05797	1	0	0	0	0	0	0	0	Auto	Auto	0.178770685	0.178770685	NON	NON
MvSl-1064-A1-R4_MC04-1g05798	1	0	0	0	0	0	0	0	Auto	Auto	-0.058117243	0.058117243	NON	NON
MvSl-1064-A1-R4_MC04-1g05799	1	0	0	0	0	0	NA	NA	Auto	Auto	0.248768274	0.248768274	NON	NON
MvSl-1064-A1-R4_MC04-1g05801	1	0	0	0	0	0	0	0	Auto	Auto	1.30398895	1.30398895	Up	DE
MvSl-1064-A1-R4_MC04-1g05802	1	0	0	0	0	0	0	0	Auto	Auto	-0.192901304	0.192901304	NON	NON
MvSl-1064-A1-R4_MC04-1g05803	1	0	0	0	0	0	NA	NA	Auto	Auto	4.496130829	4.496130829	Up	DE
MvSl-1064-A1-R4_MC04-1g05804	1	0	0	0	0	0	NA	NA	Auto	Auto	-0.047598536	0.047598536	NON	NON
MvSl-1064-A1-R4_MC04-1g05805	1	0	0	0	0	0	NA	NA	Auto	Auto	0.189236915	0.189236915	NON	NON
MvSl-1064-A1-R4_MC04-1g05806	1	0	0	0	0	0	0	0	Auto	Auto	0.123599375	0.123599375	NON	NON
MvSl-1064-A1-R4_MC04-1g05807	1	0	0	0	0	0	0	0	Auto	Auto	0.446646319	0.446646319	NON	NON
MvSl-1064-A1-R4_MC04-1g05808	1	0	0	0	0	0	0	0	Auto	Auto	0.034149577	0.034149577	NON	NON
MvSl-1064-A1-R4_MC04-1g05809	1	0	0	0	0	0	0	0	Auto	Auto	-0.064084123	0.064084123	NON	NON
MvSl-1064-A1-R4_MC04-1g05810	1	0	0	0	0	0	0	0	Auto	Auto	-0.934838313	0.934838313	NON	NON
MvSl-1064-A1-R4_MC04-1g05811	1	0	0	0	0	0	0	0	Auto	Auto	-0.299421308	0.299421308	NON	NON
MvSl-1064-A1-R4_MC04-1g05812	1	0	0	0	0	0	0	0	Auto	Auto	0.537396658	0.537396658	NON	NON
MvSl-1064-A1-R4_MC04-1g05813	1	0	0	0	0	0	0	0	Auto	Auto	-0.13569117	0.13569117	NON	NON
MvSl-1064-A1-R4_MC04-1g05814	1	0	0	0	0	0	0	0	Auto	Auto	0.069319938	0.069319938	NON	NON
MvSl-1064-A1-R4_MC04-1g05815	1	0	0.2	1	0	0	0	0	Auto	Auto	0.709975861	0.709975861	NON	NON
MvSl-1064-A1-R4_MC04-1g05819	1	0	0	0	0	0	0	0	Auto	Auto	-0.300302161	0.300302161	NON	NON
MvSl-1064-A1-R4_MC04-1g05820	1	0	0	0	0	0	0	0	Auto	Auto	0.12438111	0.12438111	NON	NON
MvSl-1064-A1-R4_MC04-1g05821	1	0	0	0	0	2	0	0	Auto	Auto	-0.01342857	0.01342857	NON	NON
MvSl-1064-A1-R4_MC04-1g05822	1	0	0	0	0	2	NA	NA	Auto	Auto	0.130828534	0.130828534	NON	NON
MvSl-1064-A1-R4_MC04-1g05823	1	0	0	0	0	2	0	0	Auto	Auto	0.049837478	0.049837478	NON	NON
MvSl-1064-A1-R4_MC04-1g05824	1	0	0	0	0	2	0	0	Auto	Auto	-0.31776877	0.31776877	NON	NON
MvSl-1064-A1-R4_MC04-1g05827	1	0	0.5	1	0	2	0	0	Auto	Auto	-0.126510824	0.126510824	NON	NON
MvSl-1064-A1-R4_MC04-1g05830	1	0	0	0	0	2	0	0	Auto	Auto	-0.161524471	0.161524471	NON	NON
MvSl-1064-A1-R4_MC04-1g05831	1	0	0	0	0	2	NA	NA	Auto	Auto	-0.305723536	0.305723536	NON	NON
MvSl-1064-A1-R4_MC04-1g05832	1	0	0	0	0	2	NA	NA	Auto	Auto	4.670637681	4.670637681	Up	DE
MvSl-1064-A1-R4_MC04-1g05833	1	0	0	0	0	2	NA	NA	Auto	Auto	4.106005149	4.106005149	Up	DE
MvSl-1064-A1-R4_MC04-1g05834	1	0	0	0	0	2	NA	NA	Auto	Auto	-0.778702264	0.778702264	NON	NON
MvSl-1064-A1-R4_MC04-1g05836	1	0	0	0	0	2	NA	NA	Auto	Auto	0.645788751	0.645788751	NON	NON
MvSl-1064-A1-R4_MC04-1g05837	1	0	0	0	0	2	0	0	Auto	Auto	0.025169849	0.025169849	NON	NON
MvSl-1064-A1-R4_MC04-1g05838	1	0	0	0	0	2	0	0	Auto	Auto	-0.015436061	0.015436061	NON	NON
MvSl-1064-A1-R4_MC04-1g05839	1	0	0	0	0	2	0	0	Auto	Auto	0.150411601	0.150411601	NON	NON
MvSl-1064-A1-R4_MC04-1g05840	1	0	0	0	0	2	0	0	Auto	Auto	0.095375438	0.095375438	NON	NON
MvSl-1064-A1-R4_MC04-1g05841	1	0	0	0	0	2	0	0	Auto	Auto	-0.231805719	0.231805719	NON	NON
MvSl-1064-A1-R4_MC04-1g05842	1	0	0	0	0	2	NA	NA	Auto	Auto	0.140326105	0.140326105	NON	NON
MvSl-1064-A1-R4_MC04-1g05843	1	0	0	0	0	2	0	0	Auto	Auto	0.143936949	0.143936949	NON	NON
MvSl-1064-A1-R4_MC04-1g05844	1	0	0	0	0	2	NA	NA	Auto	Auto	-0.283998759	0.283998759	NON	NON
MvSl-1064-A1-R4_MC04-1g05845	1	0	0	0	0	2	NA	NA	Auto	Auto	0.468082076	0.468082076	NON	NON
MvSl-1064-A1-R4_MC04-1g05846	1	0	0	0	0	2	0	0	Auto	Auto	-0.028251152	0.028251152	NON	NON
MvSl-1064-A1-R4_MC04-1g05847	1	0	0	0	0	1	0	0	Auto	Auto	0.17298945	0.17298945	NON	NON
MvSl-1064-A1-R4_MC04-1g05848	1	0	0	0	0	0	0	0	Auto	Auto	0.069330265	0.069330265	NON	NON
MvSl-1064-A1-R4_MC04-1g05849	1	0	0	0	0	0	NA	NA	Auto	Auto	0.027577146	0.027577146	NON	NON
MvSl-1064-A1-R4_MC04-1g05850	1	0	0	0	0	0	0	0	Auto	Auto	0.037983371	0.037983371	NON	NON
MvSl-1064-A1-R4_MC04-1g05851	1	0	0	0	0	0	0	0	Auto	Auto	0.256259061	0.256259061	NON	NON
MvSl-1064-A1-R4_MC04-1g05853	1	0	0	0	0	0	0	0	Auto	Auto	0.062875983	0.062875983	NON	NON
MvSl-1064-A1-R4_MC04-1g05854	1	0	0	0	0	0	0	0	Auto	Auto	-0.105751047	0.105751047	NON	NON
MvSl-1064-A1-R4_MC04-1g05855	1	0	0	0	0	0	0	0	Auto	Auto	-0.031795995	0.031795995	NON	NON
MvSl-1064-A1-R4_MC04-1g05856	1	0	0	0	0	0	0	0	Auto	Auto	-0.149200617	0.149200617	NON	NON
MvSl-1064-A1-R4_MC04-1g05857	1	0	0	0	0	0	0	0	Auto	Auto	-0.122734	0.122734	NON	NON
MvSl-1064-A1-R4_MC04-1g05859	1	0	0	0	0	0	0	0	Auto	Auto	-0.212365698	0.212365698	NON	NON
MvSl-1064-A1-R4_MC04-1g05860	1	0	0	0	0	0	0	0	Auto	Auto	-0.110278792	0.110278792	NON	NON
MvSl-1064-A1-R4_MC04-1g05861	1	0	0	0	0	0	0	0	Auto	Auto	-0.38523537	0.38523537	NON	NON
MvSl-1064-A1-R4_MC04-1g05862	1	0	0	0	0	0	NA	NA	Auto	Auto	-0.198286015	0.198286015	NON	NON
MvSl-1064-A1-R4_MC04-1g05863	1	0	0	0	0	0	NA	NA	Auto	Auto	1.886897546	1.886897546	Up	DE
MvSl-1064-A1-R4_MC04-1g05865	1	0	0	0	0	0	0	0	Auto	Auto	-0.799610004	0.799610004	Down	DE
MvSl-1064-A1-R4_MC04-1g05866	1	0	0	0	0	3	0	0	Auto	Auto	-0.304867172	0.304867172	NON	NON
MvSl-1064-A1-R4_MC04-1g05867	1	0	0	0	0	3	0	0	Auto	Auto	-0.220440717	0.220440717	NON	NON
MvSl-1064-A1-R4_MC04-1g05868	1	0	0	0	0	3	0	0	Auto	Auto	0.275504397	0.275504397	NON	NON
MvSl-1064-A1-R4_MC04-1g05869	1	0	0	0	0	3	0	0	Auto	Auto	-0.141348231	0.141348231	NON	NON
MvSl-1064-A1-R4_MC04-1g05870	1	0	0	0	0	3	0	0	Auto	Auto	0.162681129	0.162681129	NON	NON
MvSl-1064-A1-R4_MC04-1g05871	1	0	0	0	0	3	0	0	Auto	Auto	-0.657897079	0.657897079	NON	NON
MvSl-1064-A1-R4_MC04-1g05872	1	0	0	0	0	3	0	0	Auto	Auto	-0.191876704	0.191876704	NON	NON
MvSl-1064-A1-R4_MC04-1g05873	1	0	0	0	0	3	NA	NA	Auto	Auto	-0.465231941	0.465231941	NON	NON
MvSl-1064-A1-R4_MC04-1g05874	1	0	0	0	0	3	0	0	Auto	Auto	-0.002740433	0.002740433	NON	NON
MvSl-1064-A1-R4_MC04-1g05875	1	0	0	0	0	3	0	0	Auto	Auto	0.112347601	0.112347601	NON	NON
MvSl-1064-A1-R4_MC04-1g05876	1	0	0	0	0	3	0	0	Auto	Auto	-0.127443191	0.127443191	NON	NON
MvSl-1064-A1-R4_MC04-1g05877	1	0	0	0	0	3	NA	NA	Auto	Auto	0.844744688	0.844744688	NON	NON
MvSl-1064-A1-R4_MC04-1g05878	0.999086758	0	0	0	0.07	3	0	0	Auto	Auto	0.014332055	0.014332055	NON	NON
MvSl-1064-A1-R4_MC04-1g05879	1	0	0	0	0	3	NA	NA	Auto	Auto	0.031714997	0.031714997	NON	NON
MvSl-1064-A1-R4_MC04-1g05880	1	0	0	0	0	3	0	0	Auto	Auto	-0.039455249	0.039455249	NON	NON
MvSl-1064-A1-R4_MC04-1g05881	1	0	0	0	0	0	0	0	Auto	Auto	-0.24374169	0.24374169	NON	NON
MvSl-1064-A1-R4_MC04-1g05882	1	0	0	0	0	0	0	0	Auto	Auto	0.449290767	0.449290767	NON	NON
MvSl-1064-A1-R4_MC04-1g05883	1	0	0	0	0	2	0	0	Auto	Auto	0.130595944	0.130595944	NON	NON
MvSl-1064-A1-R4_MC04-1g05884	1	0	0	0	0	2	0	0	Auto	Auto	-0.004547872	0.004547872	NON	NON
MvSl-1064-A1-R4_MC04-1g05885	1	0	0	0	0	2	0	0	Auto	Auto	-0.085574685	0.085574685	NON	NON
MvSl-1064-A1-R4_MC04-1g05886	1	0	0	0	0	2	0	0	Auto	Auto	-0.011737808	0.011737808	NON	NON
MvSl-1064-A1-R4_MC04-1g05887	1	0	0	0	0	2	0	0	Auto	Auto	0.051035201	0.051035201	NON	NON
MvSl-1064-A1-R4_MC04-1g05888	1	0	0	0	0	4	0	0	Auto	Auto	-0.343021093	0.343021093	NON	NON
MvSl-1064-A1-R4_MC04-1g05889	1	0	0	0	0	4	0	0	Auto	Auto	-0.145121274	0.145121274	NON	NON
MvSl-1064-A1-R4_MC04-1g05890	1	0	0	0	0	4	0	0	Auto	Auto	0.248030339	0.248030339	NON	NON
MvSl-1064-A1-R4_MC04-1g05907	1	0	0	0	0	5	NA	NA	Auto	Auto	1.820048438	1.820048438	Up	DE
MvSl-1064-A1-R4_MC04-1g05908	1	0	0	0	0	4	NA	NA	Auto	Auto	0.35471331	0.35471331	NON	NON
MvSl-1064-A1-R4_MC04-1g05909	1	0	0	0	0	3	NA	NA	Auto	Auto	0.304995788	0.304995788	NON	NON
MvSl-1064-A1-R4_MC04-1g05912	1	0	0	0	0	3	NA	NA	Auto	Auto	-0.011987786	0.011987786	NON	NON
MvSl-1064-A1-R4_MC04-1g05914	1	0	0	0	0	1	0	0	Auto	Auto	0.031116932	0.031116932	NON	NON
MvSl-1064-A1-R4_MC04-1g05915	1	0	0	0	0	1	0	0	Auto	Auto	0.113941879	0.113941879	NON	NON
MvSl-1064-A1-R4_MC04-1g05916	1	0	0	0	0	1	NA	NA	Auto	Auto	-0.431277135	0.431277135	NON	NON
MvSl-1064-A1-R4_MC04-1g05917	1	0	0	0	0	1	NA	NA	Auto	Auto	0.047469234	0.047469234	NON	NON
MvSl-1064-A1-R4_MC04-1g05918	1	0	0	0	0	1	NA	NA	Auto	Auto	0.223865317	0.223865317	NON	NON
MvSl-1064-A1-R4_MC04-1g05919	1	0	0	0	0	1	0	0	Auto	Auto	0.264760254	0.264760254	NON	NON
MvSl-1064-A1-R4_MC04-1g05920	1	0	0	0	0	0	0	0	Auto	Auto	-0.093577825	0.093577825	NON	NON
MvSl-1064-A1-R4_MC04-1g05921	1	0	0	0	0	0	0	0	Auto	Auto	-0.186430376	0.186430376	NON	NON
MvSl-1064-A1-R4_MC04-1g05922	1	0	0	0	0	0	0	0	Auto	Auto	-0.408375745	0.408375745	NON	NON
MvSl-1064-A1-R4_MC04-1g05923	1	0	0	0	0	0	0	0	Auto	Auto	-0.162715062	0.162715062	NON	NON
MvSl-1064-A1-R4_MC04-1g05924	1	0	0	0	0	0	0	0	Auto	Auto	-0.394989794	0.394989794	NON	NON
MvSl-1064-A1-R4_MC04-1g05925	1	0	0	0	0	0	NA	NA	Auto	Auto	0.294396145	0.294396145	NON	NON
MvSl-1064-A1-R4_MC04-1g05926	1	0	0	0	0	0	0	0	Auto	Auto	0.356104417	0.356104417	NON	NON
MvSl-1064-A1-R4_MC04-1g05927	1	0	0	0	0	0	0	0	Auto	Auto	0.498396208	0.498396208	NON	NON
MvSl-1064-A1-R4_MC04-1g05928	1	0	0	0	0	0	0	0	Auto	Auto	0.066436418	0.066436418	NON	NON
MvSl-1064-A1-R4_MC04-1g05929	1	0	0	0	0	0	0	0	Auto	Auto	-0.069606868	0.069606868	NON	NON
MvSl-1064-A1-R4_MC04-1g05930	1	0	0	0	0	0	0	0	Auto	Auto	-0.139447012	0.139447012	NON	NON
MvSl-1064-A1-R4_MC04-1g05931	1	0	0	0	0	0	0	0	Auto	Auto	0.113456235	0.113456235	NON	NON
MvSl-1064-A1-R4_MC04-1g05932	1	0	0	0	0	0	0	0	Auto	Auto	0.335173402	0.335173402	NON	NON
MvSl-1064-A1-R4_MC04-1g05933	1	0	0	0	0	0	0	0	Auto	Auto	-0.078176186	0.078176186	NON	NON
MvSl-1064-A1-R4_MC04-1g05934	1	0	0	0	0	0	0	0	Auto	Auto	0.059100311	0.059100311	NON	NON
MvSl-1064-A1-R4_MC04-1g05935	1	0	0	0	0	0	0	0	Auto	Auto	0.580975603	0.580975603	NON	NON
MvSl-1064-A1-R4_MC04-1g05936	1	0	0	0	0	0	NA	NA	Auto	Auto	0.43226813	0.43226813	NON	NON
MvSl-1064-A1-R4_MC04-1g05937	1	0	0	0	0	0	0	0	Auto	Auto	0.293075524	0.293075524	NON	NON
MvSl-1064-A1-R4_MC04-1g05938	1	0	0	0	0	0	0	0	Auto	Auto	-0.038965341	0.038965341	NON	NON
MvSl-1064-A1-R4_MC04-1g05939	1	0	0	0	0	0	0	0	Auto	Auto	-0.385491304	0.385491304	NON	NON
MvSl-1064-A1-R4_MC04-1g05940	1	0	0	0	0	0	0	0	Auto	Auto	-0.375268828	0.375268828	NON	NON
MvSl-1064-A1-R4_MC04-1g05941	1	0	0	0	0	0	0	0	Auto	Auto	-0.090330808	0.090330808	NON	NON
MvSl-1064-A1-R4_MC04-1g05942	1	0	0	0	0	0	0	0	Auto	Auto	0.757018715	0.757018715	Up	DE
MvSl-1064-A1-R4_MC04-1g05943	1	0	0	0	0	0	0	0	Auto	Auto	0.010607687	0.010607687	NON	NON
MvSl-1064-A1-R4_MC04-1g05944	1	0	0	0	0	1	0	0	Auto	Auto	0.040574963	0.040574963	NON	NON
MvSl-1064-A1-R4_MC04-1g05945	1	0	0	0	0	1	0	0	Auto	Auto	-0.846596623	0.846596623	Down	DE
MvSl-1064-A1-R4_MC04-1g05948	1	0	0.111	1	0	1	0	0	Auto	Auto	0.209584791	0.209584791	NON	NON
MvSl-1064-A1-R4_MC04-1g05949	1	0	0	0	0	1	0	0	Auto	Auto	0.130061653	0.130061653	NON	NON
MvSl-1064-A1-R4_MC04-1g05950	1	0	0	0	0	1	0	0	Auto	Auto	-0.111408041	0.111408041	NON	NON
MvSl-1064-A1-R4_MC04-1g05951	1	0	0	0	0	1	0	0	Auto	Auto	-0.079528593	0.079528593	NON	NON
MvSl-1064-A1-R4_MC04-1g05954	1	0	0	0	0	1	0	0	Auto	Auto	0.075657512	0.075657512	NON	NON
MvSl-1064-A1-R4_MC04-1g05955	1	0	0	0	0	1	0	0	Auto	Auto	0.659240055	0.659240055	NON	NON
MvSl-1064-A1-R4_MC04-1g05956	1	0	0	0	0	1	NA	NA	Auto	Auto	0.206729722	0.206729722	NON	NON
MvSl-1064-A1-R4_MC04-1g05957	1	0	0	0	0	1	NA	NA	Auto	Auto	-0.132582711	0.132582711	NON	NON
MvSl-1064-A1-R4_MC04-1g05958	1	0	0	0	0	1	0	0	Auto	Auto	0.075536715	0.075536715	NON	NON
MvSl-1064-A1-R4_MC04-1g05959	1	0	0	0	0	1	0	0	Auto	Auto	0.138593191	0.138593191	NON	NON
MvSl-1064-A1-R4_MC04-1g05960	1	0	0	0	0	1	0	0	Auto	Auto	0.07582903	0.07582903	NON	NON
MvSl-1064-A1-R4_MC04-1g05961	1	0	0	0	0	1	0	0	Auto	Auto	-0.075333264	0.075333264	NON	NON
MvSl-1064-A1-R4_MC04-1g05964	1	0	0	0	0	0	0	0	Auto	Auto	-0.073097328	0.073097328	NON	NON
MvSl-1064-A1-R4_MC04-1g05965	1	0	0	0	0	0	0	0	Auto	Auto	0.017794617	0.017794617	NON	NON
MvSl-1064-A1-R4_MC04-1g05966	1	0	0	0	0	0	NA	NA	Auto	Auto	-0.377299781	0.377299781	NON	NON
MvSl-1064-A1-R4_MC04-1g05967	1	0	0	0	0	0.5	0	0	Auto	Auto	-0.106333769	0.106333769	NON	NON
MvSl-1064-A1-R4_MC04-1g05968	1	0	0	0	0	0.5	0	0	Auto	Auto	0.190016739	0.190016739	NON	NON
MvSl-1064-A1-R4_MC04-1g05969	1	0	0	0	0	3.5	0	0	Auto	Auto	0.328190701	0.328190701	NON	NON
MvSl-1064-A1-R4_MC04-1g05970	1	0	0	0	0	3.5	0	0	Auto	Auto	-0.179751581	0.179751581	NON	NON
MvSl-1064-A1-R4_MC04-1g05971	1	0	0	0	0	3.5	NA	NA	Auto	Auto	-0.730903189	0.730903189	NON	NON
MvSl-1064-A1-R4_MC04-1g05972	1	0	0	0	0	4.5	0	0	Auto	Auto	-0.489716251	0.489716251	NON	NON
MvSl-1064-A1-R4_MC04-1g05973	1	0	0	0	0	4.5	0	0	Auto	Auto	-0.021091548	0.021091548	NON	NON
MvSl-1064-A1-R4_MC04-1g05974	1	0	0	0	0	4.5	0	0	Auto	Auto	0.121244459	0.121244459	NON	NON
MvSl-1064-A1-R4_MC04-1g05975	1	0	0	0	0	4.5	0	0	Auto	Auto	0.225932668	0.225932668	NON	NON
MvSl-1064-A1-R4_MC04-1g05976	1	0	0	0	0	4.5	0	0	Auto	Auto	-0.117442094	0.117442094	NON	NON
MvSl-1064-A1-R4_MC04-1g05977	1	0	0	0	0	5	0	0	Auto	Auto	-0.012649823	0.012649823	NON	NON
MvSl-1064-A1-R4_MC04-1g05980	1	0	0	0	0	6.5	NA	NA	Auto	Auto	0.787879338	0.787879338	NON	NON
MvSl-1064-A1-R4_MC04-1g05986	1	0	0	0	0	6.5	NA	NA	Auto	Auto	0.510651794	0.510651794	NON	NON
MvSl-1064-A1-R4_MC04-1g05987	1	0	0	0	0	6.5	NA	NA	Auto	Auto	-0.135602531	0.135602531	NON	NON
MvSl-1064-A1-R4_MC04-1g05988	1	0	0	0	0	6.5	NA	NA	Auto	Auto	-0.376906897	0.376906897	NON	NON
MvSl-1064-A1-R4_MC04-1g05989	1	0	0	0	0	6.5	0	0	Auto	Auto	-0.561759987	0.561759987	NON	NON
MvSl-1064-A1-R4_MC04-1g05990	1	0	0	0	0	6.5	0	0	Auto	Auto	0.317534697	0.317534697	NON	NON
MvSl-1064-A1-R4_MC04-1g05991	1	0	0	0	0	2	0	0	Auto	Auto	-0.057414322	0.057414322	NON	NON
MvSl-1064-A1-R4_MC04-1g05992	1	0	0	0	0	3.5	0	0	Auto	Auto	0.037677887	0.037677887	NON	NON
MvSl-1064-A1-R4_MC04-1g05993	1	0	0	0	0	3.5	0	0	Auto	Auto	0.130860193	0.130860193	NON	NON
MvSl-1064-A1-R4_MC04-1g05994	1	0	0	0	0	2.5	NA	NA	Auto	Auto	0.415938558	0.415938558	NON	NON
MvSl-1064-A1-R4_MC04-1g05995	1	0	0	0	0	2.5	0	0	Auto	Auto	-0.313771813	0.313771813	NON	NON
MvSl-1064-A1-R4_MC04-1g05996	1.021329987	1	6.4	51	0.58	0	0.0137	0.0084	Auto	Auto	-0.028771426	0.028771426	NON	NON
MvSl-1064-A1-R4_MC04-1g05997	1	0	0	0	0	0	0	0	Auto	Auto	0.057298058	0.057298058	NON	NON
MvSl-1064-A1-R4_MC04-1g05998	1	0	0	0	0	0	0	0	Auto	Auto	-0.274579752	0.274579752	NON	NON
MvSl-1064-A1-R4_MC04-1g05999	1	0	0	0	0	0	0	0	Auto	Auto	0.086111651	0.086111651	NON	NON
MvSl-1064-A1-R4_MC04-1g06000	1	0	0	0	0	0	0	0	Auto	Auto	0.408408661	0.408408661	NON	NON
MvSl-1064-A1-R4_MC04-1g06001	1	0	0	0	0	2	0	0	Auto	Auto	0.097729378	0.097729378	NON	NON
MvSl-1064-A1-R4_MC04-1g06002	1	0	0	0	0	2	0	0	Auto	Auto	0.032671417	0.032671417	NON	NON
MvSl-1064-A1-R4_MC04-1g06003	1	0	0	0	0	2	0	0	Auto	Auto	-0.24715606	0.24715606	NON	NON
MvSl-1064-A1-R4_MC04-1g06004	1	0	0	0	0	2	NA	NA	Auto	Auto	1.420965945	1.420965945	Up	DE
MvSl-1064-A1-R4_MC04-1g06005	1	0	0	0	0	2	0	0	Auto	Auto	0.542284563	0.542284563	NON	NON
MvSl-1064-A1-R4_MC04-1g06006	1	0	0	0	0	6	0	0	Auto	Auto	0.139572865	0.139572865	NON	NON
