gida1	youngold	logFC.A1.A2	abs	DE	DE2	genediff	upk5diff	upk10diff	upk15diff	upk20diff	down5kdiff	down10kdiff	down15kdiff	down20kdiff	ratioprot	ratiocds	intron_nr_diff	intron_mean_diff	intron_total_diff	GC0diff	GC3diff	dn	ds	dnds
MvSl-1064-A1-R4_MC04-1g05865	Auto	-0.799610004	0.799610004	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC04-1g05907	Auto	1.820048438	1.820048438	Up	DE	0	0	-2	2	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC04-1g05942	Auto	0.757018715	0.757018715	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC04-1g05945	Auto	-0.846596623	0.846596623	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC04-1g06004	Auto	1.420965945	1.420965945	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC04-1g06022	Auto	0.940585564	0.940585564	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC04-1g06027	Auto	4.799070086	4.799070086	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC04-1g06041	Auto	1.24047057	1.24047057	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC04-1g06073	Auto	-2.404658963	2.404658963	Down	DE	-1	0	0	0	0	0	-2	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC04-2g06086	Auto	2.668295191	2.668295191	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC05-1g06125	Auto	0.998850301	0.998850301	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC05-1g06149	Auto	-0.678128307	0.678128307	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-1g06164	Auto	2.787799389	2.787799389	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC05-1g06215	Auto	0.969286676	0.969286676	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC05-1g06264	Auto	1.525133551	1.525133551	Up	DE	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC05-2g06305	Auto	1.529982122	1.529982122	Up	DE	0	0	-1	0	1	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC05-2g06306	Auto	1.066954713	1.066954713	Up	DE	0	0	0	0	-1	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC05-2g06312	Auto	1.524409022	1.524409022	Up	DE	0	0	0	0	0	0	0	0	0	1.015873016	1.015856237	-1	4.4667	-46	0.34	0.43	NA	NA	NA
MvSl-1064-A1-R4_MC05-2g06318	Auto	2.561929224	2.561929224	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC05-2g06335	Auto	3.089655278	3.089655278	Up	DE	0	0	0	0	0	-8	0	1	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC05-2g06338	Auto	1.456580705	1.456580705	Up	DE	-8	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC05-2g06342	Auto	0.858692768	0.858692768	Up	DE	-3	-4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC05-2g06373	Auto	0.772612795	0.772612795	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC05-2g06375	Auto	1.014309577	1.014309577	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC05-2g06394	Auto	-0.615043751	0.615043751	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC05-2g06418	Auto	1.360669113	1.360669113	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC05-2g06420	Auto	-2.531381084	2.531381084	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC05-2g06438	Auto	2.967757884	2.967757884	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC05-2g06483	Auto	-0.837132444	0.837132444	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC05-2g06485	Auto	-1.429571067	1.429571067	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC05-3g06511	Auto	-1.323522772	1.323522772	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06513	Auto	-1.224846913	1.224846913	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC05-3g06514	Auto	-1.117604784	1.117604784	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06515	Auto	-1.154134943	1.154134943	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06516	Auto	-0.748506772	0.748506772	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06517	Auto	-1.030728333	1.030728333	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06518	Auto	-1.068391232	1.068391232	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06519	Auto	-0.96196907	0.96196907	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06520	Auto	-1.351995767	1.351995767	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06523	Auto	-2.427079998	2.427079998	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC05-3g06538	Auto	0.781271572	0.781271572	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC05-3g06566	Auto	1.286824258	1.286824258	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC05-3g06591	Auto	0.707273927	0.707273927	Up	DE	0	0	0	0	0	0	0	0	0	0.9743083	0.974333662	-1	14.5303	79	-0.06	-0.27	NA	NA	NA
MvSl-1064-A1-R4_MC05-3g06707	Auto	-1.033030577	1.033030577	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC05-3g06731	Auto	-1.110557998	1.110557998	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC05-3g06733	Auto	2.074478968	2.074478968	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC05-3g06742	Auto	0.637597379	0.637597379	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0.25	1	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC05-3g06747	Auto	-3.253641177	3.253641177	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC05-3g06760	Auto	2.406505	2.406505	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC05-3g06813	Auto	2.412579449	2.412579449	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC06g06875	Auto	1.007242061	1.007242061	Up	DE	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC06g06896	Auto	-1.014107806	1.014107806	Down	DE	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC06g06907	Auto	1.740398534	1.740398534	Up	DE	0	0	0	0	-1	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC06g06910	Auto	0.90645564	0.90645564	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	-0.6667	-2	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC06g06929	Auto	0.844566611	0.844566611	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC06g06943	Auto	0.808477899	0.808477899	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC06g06944	Auto	-1.980106975	1.980106975	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC06g06945	Auto	-2.948332512	2.948332512	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC06g06946	Auto	-2.605561205	2.605561205	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC06g06947	Auto	-2.990309692	2.990309692	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC06g06972	Auto	-1.410101842	1.410101842	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC06g07032	Auto	2.952178564	2.952178564	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC06g07033	Auto	1.357013949	1.357013949	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC06g07064	Auto	1.960960458	1.960960458	Up	DE	-1	0	0	0	0	0	0	0	-1	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC06g07078	Auto	1.364209618	1.364209618	Up	DE	2	-1	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC06g07079	Auto	-1.993922013	1.993922013	Down	DE	0	-2	1	0	1	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC06g07081	Auto	-1.461367666	1.461367666	Down	DE	0	0	-2	0	1	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC06g07136	Auto	-1.428404869	1.428404869	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC06g07137	Auto	-4.958388394	4.958388394	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC06g07138	Auto	4.561588205	4.561588205	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC06g07140	Auto	-1.114499409	1.114499409	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC06g07191	Auto	1.258732923	1.258732923	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC06g07295	Auto	9.850540835	9.850540835	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC06g07296	Auto	1.929546221	1.929546221	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC06g07297	Auto	3.364025075	3.364025075	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC06g07298	Auto	-0.785742372	0.785742372	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC06g07412	Auto	-1.99287112	1.99287112	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC06g07471	Auto	1.30414905	1.30414905	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC06g07527	Auto	0.869316531	0.869316531	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC07g07592	Auto	1.144536887	1.144536887	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC07g07597	Auto	0.704108271	0.704108271	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC07g07612	Auto	0.782407567	0.782407567	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC07g07648	Auto	-7.309841352	7.309841352	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC07g07754	Auto	1.400437442	1.400437442	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC07g07835	Auto	1.362783364	1.362783364	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC07g07850	Auto	3.069014089	3.069014089	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC07g07851	Auto	1.378408857	1.378408857	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC07g07855	Auto	-0.839449408	0.839449408	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC07g07868	Auto	0.693606166	0.693606166	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC07g07960	Auto	1.134160386	1.134160386	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC07g07963	Auto	1.543742683	1.543742683	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC07g07981	Auto	0.903544842	0.903544842	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC07g07983	Auto	0.998664546	0.998664546	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC07g07984	Auto	-1.570091356	1.570091356	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC07g08004	Auto	2.069579251	2.069579251	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC07g08057	Auto	-1.074575189	1.074575189	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC07g08076	Auto	1.375843913	1.375843913	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC07g08078	Auto	1.094428264	1.094428264	Up	DE	0	0	0	0	0	0	0	0	0	1.03515625	1.035019455	-2	-0.733	-247	-0.09	-4.5	NA	NA	NA
MvSl-1064-A1-R4_MC07g08097	Auto	-1.422474269	1.422474269	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC07g08104	Auto	-0.819537186	0.819537186	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC07g08138	Auto	-0.826312022	0.826312022	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC07g08153	Auto	1.763257008	1.763257008	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC07g08233	Auto	-2.188232416	2.188232416	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC07g08235	Auto	1.213794313	1.213794313	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC07g08249	Auto	1.469973676	1.469973676	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC08g08310	Auto	1.261635656	1.261635656	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC08g08311	Auto	3.48446359	3.48446359	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC08g08318	Auto	-2.383547533	2.383547533	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC08g08367	Auto	2.150414622	2.150414622	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC08g08368	Auto	1.652782076	1.652782076	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC08g08369	Auto	3.920386229	3.920386229	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC08g08437	Auto	-1.091716353	1.091716353	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC08g08450	Auto	-4.156850851	4.156850851	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC08g08472	Auto	0.805701023	0.805701023	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC08g08498	Auto	1.023726587	1.023726587	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC08g08595	Auto	0.627776268	0.627776268	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC08g08647	Auto	-1.164412299	1.164412299	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC08g08762	Auto	1.023509393	1.023509393	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC08g08768	Auto	-0.726763597	0.726763597	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC08g08800	Auto	2.90765464	2.90765464	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC08g08840	Auto	-0.653726695	0.653726695	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC09-2g08943	Auto	1.793207713	1.793207713	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC09-2g08965	Auto	1.345593134	1.345593134	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC09-2g08966	Auto	2.05949936	2.05949936	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC09-2g09067	Auto	5.758129797	5.758129797	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09089	Auto	0.76236208	0.76236208	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09142	Auto	-0.657293378	0.657293378	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0.143	1	0	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09143	Auto	0.924462066	0.924462066	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC09-2g09144	Auto	11.71176652	11.71176652	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC09-2g09201	Auto	-0.583817052	0.583817052	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09215	Auto	-1.518359073	1.518359073	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC09-2g09232	Auto	-1.679549321	1.679549321	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09242	Auto	0.607954176	0.607954176	Up	DE	0	0	0	0	0	-1	1	0	0	0.965517241	0.965539247	-1	-17.05	-165	0.06	0.32	NA	NA	NA
MvSl-1064-A1-R4_MC09-2g09340	Auto	-0.702099413	0.702099413	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09380	Auto	1.275877969	1.275877969	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09466	Auto	1.396756011	1.396756011	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC09-2g09478	Auto	1.508203407	1.508203407	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC09-2g09490	Auto	1.281188675	1.281188675	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC09-2g09506	Auto	1.052940038	1.052940038	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC09-2g09524	Auto	0.61874627	0.61874627	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09527	Auto	0.662388126	0.662388126	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09545	Auto	1.013232718	1.013232718	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC09-2g09566	Auto	3.777916732	3.777916732	Up	DE	0	0	0	0	0	0	0	0	-1	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC09-2g09580	Auto	-1.359168185	1.359168185	Down	DE	0	0	0	1	2	0	0	-1	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC10-1g09620	Auto	-1.130350536	1.130350536	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC10-1g09718	Auto	-0.781146008	0.781146008	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09726	Auto	0.803651532	0.803651532	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC10-1g09729	Auto	0.958533649	0.958533649	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC10-1g09730	Auto	4.870518345	4.870518345	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC10-1g09732	Auto	1.148159284	1.148159284	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09785	Auto	-1.544787561	1.544787561	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC10-1g09794	Auto	1.942385937	1.942385937	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC10-1g09796	Auto	1.222016796	1.222016796	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC10-1g09803	Auto	2.808228437	2.808228437	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC10-1g09809	Auto	1.037371183	1.037371183	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC10-1g09814	Auto	-1.374157275	1.374157275	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC10-1g09819	Auto	-4.350527616	4.350527616	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC10-1g09820	Auto	-2.726059901	2.726059901	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC10-1g09822	Auto	3.354716109	3.354716109	Up	DE	-1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC10-1g09823	Auto	2.050451786	2.050451786	Up	DE	-1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC10-1g09827	Auto	2.9356142	2.9356142	Up	DE	0	-1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC10-1g09833	Auto	1.387141088	1.387141088	Up	DE	0	0	0	-1	1	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
