gid	youngold	logFC.A1.A2	ratioprot	DE	DE2	ratiocds
MvSl-1064-A1-R4_MC05-1g06196	Auto	-0.648873345	1	NON	NON	1
MvSl-1064-A1-R4_MC05-1g06197	Auto	-0.256597182	1	NON	NON	1
MvSl-1064-A1-R4_MC05-1g06202	Auto	0.263652314	1	NON	NON	1
MvSl-1064-A1-R4_MC05-1g06203	Auto	-0.365978278	1	NON	NON	1
MvSl-1064-A1-R4_MC05-1g06204	Auto	-0.138440003	1	NON	NON	1
MvSl-1064-A1-R4_MC05-1g06205	Auto	-0.181769115	1	NON	NON	1
MvSl-1064-A1-R4_MC05-1g06206	Auto	-0.25179581	1	NON	NON	1
MvSl-1064-A1-R4_MC05-1g06207	Auto	0.727265492	1	NON	NON	1
MvSl-1064-A1-R4_MC05-1g06216	Auto	0.004296652	1	NON	NON	1
MvSl-1064-A1-R4_MC05-1g06217	Auto	0.070879076	1	NON	NON	1
MvSl-1064-A1-R4_MC05-1g06218	Auto	-0.04556757	1	NON	NON	1
MvSl-1064-A1-R4_MC05-1g06219	Auto	-0.242738207	1	NON	NON	1
MvSl-1064-A1-R4_MC05-1g06220	Auto	0.012897226	1	NON	NON	1
MvSl-1064-A1-R4_MC05-1g06222	Auto	0.022437638	1	NON	NON	1
MvSl-1064-A1-R4_MC05-1g06223	Auto	0.514678049	1	NON	NON	1
MvSl-1064-A1-R4_MC05-1g06224	Auto	0.32640767	1	NON	NON	1
MvSl-1064-A1-R4_MC05-1g06225	Auto	0.009678385	1	NON	NON	1
MvSl-1064-A1-R4_MC05-1g06227	Auto	0.229662852	1	NON	NON	1
MvSl-1064-A1-R4_MC05-1g06228	Auto	0.060693721	1	NON	NON	1
MvSl-1064-A1-R4_MC05-1g06229	Auto	-0.483699862	1	NON	NON	1
MvSl-1064-A1-R4_MC05-1g06230	Auto	-0.109073765	1	NON	NON	1
MvSl-1064-A1-R4_MC05-1g06233	Auto	-0.110347271	1	NON	NON	1
MvSl-1064-A1-R4_MC05-1g06235	Auto	-0.074718683	1	NON	NON	1
MvSl-1064-A1-R4_MC05-1g06236	Auto	0.064142366	1	NON	NON	1
MvSl-1064-A1-R4_MC05-1g06239	Auto	0.000355612	1	NON	NON	1
MvSl-1064-A1-R4_MC05-1g06240	Auto	-0.081692962	1	NON	NON	1
MvSl-1064-A1-R4_MC05-1g06241	Auto	-0.335849098	1	NON	NON	1
MvSl-1064-A1-R4_MC05-1g06242	Auto	0.121866964	1	NON	NON	1
MvSl-1064-A1-R4_MC05-1g06243	Auto	-0.063759806	1	NON	NON	1
MvSl-1064-A1-R4_MC05-1g06246	Auto	0.172050013	1	NON	NON	1
MvSl-1064-A1-R4_MC05-1g06247	Auto	0.12302029	1	NON	NON	1
MvSl-1064-A1-R4_MC05-1g06248	Auto	0.024752501	1	NON	NON	1
MvSl-1064-A1-R4_MC05-1g06253	Auto	0.033959503	1	NON	NON	1
MvSl-1064-A1-R4_MC05-1g06255	Auto	0.046659064	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06319	Auto	-0.10778263	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06320	Auto	0.298462565	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06321	Auto	0.093858794	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06322	Auto	0.209957068	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06323	Auto	-0.098788233	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06324	Auto	0.077586769	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06325	Auto	0.320738867	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06339	Auto	-0.28960448	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06340	Auto	0.014505254	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06341	Auto	-0.230845475	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06354	Auto	0.42439954	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06355	Auto	-0.098359005	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06356	Auto	-0.249515469	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06357	Auto	-0.11498758	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06358	Auto	0.241054059	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06360	Auto	-0.35561513	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06361	Auto	-0.173180589	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06362	Auto	0.020536646	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06363	Auto	0.150864424	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06364	Auto	-0.250380117	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06376	Auto	-0.408074407	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06377	Auto	-0.068604623	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06378	Auto	0.329161946	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06379	Auto	-0.05991935	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06381	Auto	-0.038749882	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06384	Auto	-0.087001998	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06385	Auto	-0.306569841	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06387	Auto	-0.293073324	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06392	Auto	-0.14963075	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06399	Auto	-0.319821551	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06400	Auto	-0.175127406	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06401	Auto	0.191704521	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06403	Auto	-0.128066169	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06406	Auto	-0.089400313	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06408	Auto	0.347963914	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06409	Auto	0.234598705	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06415	Auto	-0.036658036	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06416	Auto	-0.119017747	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06417	Auto	0.086092049	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06425	Auto	-0.546973892	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06426	Auto	0.093907877	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06427	Auto	-0.146778557	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06434	Auto	-0.087271289	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06435	Auto	-0.057481614	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06436	Auto	-0.139978606	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06443	Auto	0.332070948	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06445	Auto	-0.36824178	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06446	Auto	0.143942721	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06448	Auto	-0.160506314	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06453	Auto	0.101991742	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06454	Auto	0.550124514	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06458	Auto	0.020759466	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06459	Auto	0.339570565	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06463	Auto	-0.145258411	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06464	Auto	0.320408848	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06465	Auto	-0.489917043	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06466	Auto	-0.403992112	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06467	Auto	0.233224544	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06468	Auto	-0.266783733	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06472	Auto	0.032415274	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06473	Auto	-0.25919697	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06474	Auto	0.166429089	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06475	Auto	-0.004365277	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06476	Auto	-0.058906816	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06478	Auto	0.130225861	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06479	Auto	-0.221796475	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06480	Auto	-0.133763668	1	NON	NON	1
MvSl-1064-A1-R4_MC05-2g06484	Auto	0.581627993	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06505	Auto	-0.100144814	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06506	Auto	0.17667764	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06507	Auto	0.160843101	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06508	Auto	0.198792717	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06509	Auto	-0.077403378	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06510	Auto	-0.003191673	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06512	Auto	-1.141358919	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06525	Auto	0.292363032	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06526	Auto	-0.144694275	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06527	Auto	0.005895899	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06528	Auto	-0.031960931	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06529	Auto	0.057675553	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06530	Auto	-0.046991909	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06531	Auto	-0.212311039	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06535	Auto	0.153980117	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06536	Auto	1.045585357	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06539	Auto	-0.023701905	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06540	Auto	0.049147199	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06541	Auto	0.170546923	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06542	Auto	0.0122741	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06543	Auto	0.117924196	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06544	Auto	0.255998023	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06545	Auto	-0.03675265	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06546	Auto	-0.370570537	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06547	Auto	-0.262685348	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06548	Auto	-0.026455968	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06549	Auto	-0.508555933	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06550	Auto	0.039868148	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06551	Auto	0.242399876	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06552	Auto	-0.040753608	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06553	Auto	0.189979678	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06554	Auto	-0.209159089	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06556	Auto	-0.067486245	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06557	Auto	0.595017673	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06560	Auto	-0.161846298	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06561	Auto	-0.36784962	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06562	Auto	0.321204784	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06568	Auto	-0.097811701	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06569	Auto	0.015754716	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06570	Auto	-0.095014839	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06571	Auto	-0.11279512	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06572	Auto	0.039253256	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06573	Auto	0.125336003	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06574	Auto	-0.067971233	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06576	Auto	0.107091555	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06578	Auto	-0.368971554	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06579	Auto	0.320589656	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06580	Auto	-0.203032398	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06581	Auto	-0.107075474	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06582	Auto	0.207429089	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06583	Auto	0.009781339	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06584	Auto	0.142460298	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06586	Auto	-0.146456056	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06588	Auto	-0.031983294	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06592	Auto	0.163329382	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06594	Auto	-0.334212879	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06601	Auto	0.150232065	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06602	Auto	0.298434291	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06603	Auto	-0.084554276	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06607	Auto	0.143125952	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06609	Auto	-0.074199866	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06610	Auto	0.250921839	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06611	Auto	-0.033079322	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06612	Auto	-0.239026556	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06613	Auto	0.209347689	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06614	Auto	0.069020111	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06615	Auto	0.12521914	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06616	Auto	0.052288308	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06618	Auto	0.379163721	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06619	Auto	0.041860368	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06620	Auto	-0.150957654	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06622	Auto	-0.366766846	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06623	Auto	-0.415276636	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06624	Auto	-0.003847062	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06625	Auto	-0.114090511	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06626	Auto	-0.096966501	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06627	Auto	0.063903361	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06628	Auto	-0.075028483	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06630	Auto	-0.160525974	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06631	Auto	0.161350599	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06632	Auto	0.472610782	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06633	Auto	0.14898647	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06634	Auto	0.309071513	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06635	Auto	-0.144048398	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06637	Auto	-0.088996354	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06638	Auto	-0.036787695	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06639	Auto	-0.255050294	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06641	Auto	-0.207250432	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06647	Auto	-0.250531623	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06648	Auto	-0.398360879	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06649	Auto	-0.115629238	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06650	Auto	-0.602001059	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06651	Auto	-0.48428331	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06652	Auto	0.18894761	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06653	Auto	0.341926599	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06654	Auto	-0.225458988	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06655	Auto	-0.078824137	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06656	Auto	-0.220070119	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06657	Auto	-0.124492636	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06660	Auto	-0.012331493	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06661	Auto	-0.043261362	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06662	Auto	-0.174154099	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06663	Auto	0.0093139	0.954887218	NON	NON	0.955
MvSl-1064-A1-R4_MC05-3g06664	Auto	0.021486765	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06669	Auto	-0.295639795	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06670	Auto	-0.165582326	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06671	Auto	0.081789257	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06672	Auto	0.075683104	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06673	Auto	0.05984654	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06674	Auto	0.084564685	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06675	Auto	-0.431775612	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06676	Auto	0.04920569	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06677	Auto	-0.087582363	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06678	Auto	0.604588878	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06679	Auto	-0.327089557	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06680	Auto	-0.042321048	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06682	Auto	-0.251499187	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06683	Auto	-0.166616931	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06684	Auto	-0.352738872	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06685	Auto	-0.099915373	1.001976285	NON	NON	0.998029557
MvSl-1064-A1-R4_MC05-3g06686	Auto	-0.291565425	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06687	Auto	0.110215511	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06688	Auto	-0.017635444	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06689	Auto	-0.310067676	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06690	Auto	0.193798498	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06691	Auto	-0.060807344	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06694	Auto	-0.129564169	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06698	Auto	0.065539789	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06699	Auto	-0.035598956	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06700	Auto	-0.220679768	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06701	Auto	-0.275161781	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06702	Auto	0.236056318	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06703	Auto	-0.331277362	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06705	Auto	0.6198237	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06706	Auto	0.159230507	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06708	Auto	0.404455636	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06709	Auto	0.359177189	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06710	Auto	-0.059274302	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06711	Auto	0.100224658	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06712	Auto	-0.030242432	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06713	Auto	0.158507603	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06714	Auto	-0.076586885	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06715	Auto	0.395246646	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06719	Auto	-0.025340318	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06720	Auto	-0.016171042	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06721	Auto	-0.282329744	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06722	Auto	-0.025167615	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06723	Auto	-0.162596556	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06724	Auto	0.329174195	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06726	Auto	0.157048039	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06727	Auto	0.129163382	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06728	Auto	-0.114716715	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06729	Auto	-0.062531807	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06730	Auto	0.037222711	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06735	Auto	0.091191131	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06736	Auto	0.090570722	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06737	Auto	-0.189090854	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06738	Auto	0.061401779	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06739	Auto	0.288549174	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06740	Auto	-0.062430869	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06741	Auto	-0.037779648	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06749	Auto	0.131702735	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06751	Auto	-0.159085186	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06752	Auto	-0.253523705	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06754	Auto	-0.445979945	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06757	Auto	-0.0415674	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06758	Auto	0.128266778	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06762	Auto	0.081177986	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06763	Auto	-0.276178901	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06764	Auto	-0.151585097	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06765	Auto	0.173254999	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06766	Auto	0.244506145	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06767	Auto	-0.307407815	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06768	Auto	-0.104978133	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06772	Auto	-0.235060838	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06773	Auto	0.053129227	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06774	Auto	-0.042701992	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06775	Auto	0.024881535	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06776	Auto	0.049092282	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06777	Auto	-0.136581159	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06778	Auto	-0.568416123	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06779	Auto	0.090695208	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06780	Auto	-0.136146241	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06781	Auto	-0.196550346	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06782	Auto	0.038332198	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06796	Auto	0.000405922	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06797	Auto	0.384946875	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06799	Auto	-0.128784984	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06801	Auto	-0.300074763	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06807	Auto	-0.230425954	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06808	Auto	-0.101376173	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06809	Auto	-0.186579516	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06820	Auto	-0.017415256	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06821	Auto	0.118176813	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06822	Auto	-0.027822736	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06823	Auto	0.144672537	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06824	Auto	-0.085006957	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06826	Auto	-0.541705641	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06827	Auto	0.842699807	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06828	Auto	-0.062739718	1	NON	NON	1
MvSl-1064-A1-R4_MC05-3g06829	Auto	-0.143164208	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06886	Auto	0.087887458	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06887	Auto	-0.206527577	0.914786967	NON	NON	1.092896175
MvSl-1064-A1-R4_MC06g06888	Auto	0.112096162	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06889	Auto	-0.242175566	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06893	Auto	-0.422411545	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06894	Auto	0.247508743	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06898	Auto	-0.101882409	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06899	Auto	-0.147279238	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06901	Auto	0.099552594	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06902	Auto	0.055910329	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06903	Auto	0.262237156	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06904	Auto	-0.091639602	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06913	Auto	1.422341456	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06914	Auto	-0.264441759	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06915	Auto	-0.488038972	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06919	Auto	-0.033517995	1	NON	NON	1
MvSl-1064-A1-R4_MC06g06920	Auto	-0.128549403	1	NON	NON	1
